energy_ev,total_up,Ru_p_up,Ru_d_up,Se_s_up,Se_p_up,Sn_p_up,Sn_d_up
-6.00000000,1.50349555,0.77187266,0.50930395,0.02726026,0.80120753,0.09871782,0.00011372
-5.99399700,1.55740038,0.81650874,0.51522634,0.02700400,0.83698256,0.09912027,0.00011957
-5.98799400,1.61578666,0.86375063,0.52293851,0.02671921,0.87542260,0.09969065,0.00012569
-5.98199100,1.67794258,0.91296589,0.53239130,0.02641192,0.91605892,0.10041708,0.00013199
-5.97598799,1.74302700,0.96345284,0.54349039,0.02608706,0.95834962,0.10127782,0.00013839
-5.96998499,1.81009305,1.01445827,0.55610109,0.02574847,1.00169428,0.10224181,0.00014483
-5.96398199,1.87811673,1.06519746,0.57005453,0.02539878,1.04545125,0.10326963,0.00015123
-5.95797899,1.94602904,1.11487578,0.58515524,0.02503955,1.08895683,0.10431487,0.00015752
-5.95197599,2.01275040,1.16271110,0.60118952,0.02467136,1.13154568,0.10532600,0.00016363
-5.94597299,2.07722558,1.20795589,0.61793405,0.02429396,1.17257121,0.10624837,0.00016951
-5.93996998,2.13845752,1.24991823,0.63516454,0.02390651,1.21142536,0.10702648,0.00017513
-5.93396698,2.19553841,1.28798070,0.65266366,0.02350777,1.24755646,0.10760632,0.00018045
-5.92796398,2.24767648,1.32161638,0.67022788,0.02309636,1.28048465,0.10793761,0.00018546
-5.92196098,2.29421728,1.35040109,0.68767309,0.02267096,1.30981393,0.10797594,0.00019014
-5.91595798,2.33465849,1.37402158,0.70483842,0.02223053,1.33524040,0.10768463,0.00019452
-5.90995498,2.36865774,1.39227916,0.72158835,0.02177444,1.35655630,0.10703625,0.00019860
-5.90395198,2.39603317,1.40508872,0.73781307,0.02130263,1.37364997,0.10601377,0.00020241
-5.89794897,2.41675722,1.41247348,0.75342708,0.02081568,1.38650169,0.10461125,0.00020598
-5.89194597,2.43094420,1.41455572,0.76836643,0.02031487,1.39517591,0.10283407,0.00020936
-5.88594297,2.43883272,1.41154418,0.78258489,0.01980214,1.39981061,0.10069872,0.00021257
-5.87993997,2.44076439,1.40371896,0.79604935,0.01928010,1.40060436,0.09823219,0.00021566
-5.87393697,2.43716024,1.39141490,0.80873513,0.01875193,1.39780216,0.09547102,0.00021868
-5.86793397,2.42849654,1.37500432,0.82062147,0.01822131,1.39168096,0.09246002,0.00022164
-5.86193097,2.41528156,1.35488016,0.83168775,0.01769236,1.38253572,0.08925083,0.00022459
-5.85592796,2.39803472,1.33144054,0.84191087,0.01716948,1.37066698,0.08590036,0.00022755
-5.84992496,2.37726935,1.30507533,0.85126395,0.01665732,1.35637052,0.08246924,0.00023054
-5.84392196,2.35347992,1.27615556,0.85971668,0.01616066,1.33992974,0.07902028,0.00023358
-5.83791896,2.32713423,1.24502590,0.86723728,0.01568438,1.32161100,0.07561710,0.00023667
-5.83191596,2.29867072,1.21200054,0.87379607,0.01523341,1.30166200,0.07232296,0.00023983
-5.82591296,2.26850062,1.17736228,0.87937033,0.01481267,1.28031305,0.06919983,0.00024306
-5.81990995,2.23701417,1.14136465,0.88395022,0.01442709,1.25778089,0.06630764,0.00024637
-5.81390695,2.20459019,1.10423659,0.88754528,0.01408160,1.23427449,0.06370387,0.00024977
-5.80790395,2.17160760,1.06618900,0.89019107,0.01378110,1.21000212,0.06144326,0.00025326
-5.80190095,2.13845780,1.02742263,0.89195534,0.01353048,1.18517906,0.05957773,0.00025685
-5.79589795,2.10555647,0.98813633,0.89294330,0.01333462,1.16003501,0.05815642,0.00026058
-5.78989495,2.07335355,0.94853515,0.89330151,0.01319832,1.13482064,0.05722575,0.00026446
-5.78389195,2.04234040,0.90883746,0.89321993,0.01312630,1.10981255,0.05682946,0.00026851
-5.77788894,2.01305317,0.86928061,0.89293187,0.01312311,1.08531611,0.05700854,0.00027278
-5.77188594,1.98607185,0.83012460,0.89271172,0.01319303,1.06166589,0.05780104,0.00027729
-5.76588294,1.96201474,0.79165360,0.89287027,0.01334002,1.03922342,0.05924165,0.00028208
-5.75987994,1.94152835,0.75417507,0.89374782,0.01356750,1.01837239,0.06136106,0.00028720
-5.75387694,1.92527310,0.71801657,0.89570529,0.01387828,0.99951135,0.06418507,0.00029269
-5.74787394,1.91390546,0.68352047,0.89911356,0.01427439,0.98304427,0.06773353,0.00029857
-5.74187094,1.90805732,0.65103683,0.90434158,0.01475689,0.96936947,0.07201907,0.00030490
-5.73586793,1.90831361,0.62091479,0.91174355,0.01532575,0.95886737,0.07704569,0.00031169
-5.72986493,1.91518923,0.59349303,0.92164593,0.01597969,0.95188762,0.08280733,0.00031896
-5.72386193,1.92910638,0.56908964,0.93433459,0.01671605,0.94873636,0.08928654,0.00032674
-5.71785893,1.95037341,0.54799203,0.95004272,0.01753072,0.94966398,0.09645324,0.00033503
-5.71185593,1.97916609,0.53044718,0.96893997,0.01841801,0.95485411,0.10426373,0.00034382
-5.70585293,2.01551216,0.51665276,0.99112323,0.01937069,0.96441409,0.11266011,0.00035310
-5.69984992,2.05927987,0.50674936,1.01660936,0.02037995,0.97836750,0.12157009,0.00036285
-5.69384692,2.11017088,0.50081416,1.04533020,0.02143545,0.99664887,0.13090727,0.00037302
-5.68784392,2.16771801,0.49885621,1.07712999,0.02252546,1.01910078,0.14057197,0.00038357
-5.68184092,2.23128767,0.50081349,1.11176526,0.02363695,1.04547350,0.15045263,0.00039445
-5.67583792,2.30008719,0.50655173,1.14890729,0.02475577,1.07542708,0.16042768,0.00040556
-5.66983492,2.37317659,0.51586519,1.18814698,0.02586694,1.10853585,0.17036788,0.00041683
-5.66383192,2.44948462,0.52847908,1.22900197,0.02695480,1.14429517,0.18013909,0.00042816
-5.65782891,2.52782845,0.54405387,1.27092596,0.02800339,1.18213031,0.18960527,0.00043944
-5.65182591,2.60693666,0.56219113,1.31331979,0.02899666,1.22140715,0.19863169,0.00045053
-5.64582291,2.68547465,0.58244094,1.35554413,0.02991887,1.26144444,0.20708819,0.00046130
-5.63981991,2.76207222,0.60431067,1.39693336,0.03075485,1.30152740,0.21485231,0.00047160
-5.63381691,2.83535230,0.62727489,1.43681043,0.03149032,1.34092242,0.22181221,0.00048128
-5.62781391,2.90396035,0.65078634,1.47450223,0.03211223,1.37889231,0.22786930,0.00049017
-5.62181091,2.96659378,0.67428766,1.50935511,0.03260899,1.41471209,0.23294045,0.00049810
-5.61580790,3.02203063,0.69722361,1.54075028,0.03297077,1.44768477,0.23695962,0.00050490
