energy_ev,total_up,Al_p_up,Al_d_up,Se_s_up,Se_p_up,Y_p_up,Y_d_up
-6.00000000,0.88097476,0.08279654,0.00000000,0.03979886,0.22447151,0.24483825,0.16863281
-5.99399700,0.85682622,0.08048182,0.00000000,0.03826672,0.21822960,0.23767645,0.16404550
-5.98799400,0.83197255,0.07809454,0.00000000,0.03664198,0.21179582,0.23025634,0.15932816
-5.98199100,0.80738600,0.07572583,0.00000000,0.03496619,0.20541741,0.22284582,0.15466705
-5.97598799,0.78401425,0.07346460,0.00000000,0.03328042,0.19933549,0.21570655,0.15024370
-5.96998499,0.76274838,0.07139450,0.00000000,0.03162392,0.19377691,0.20908525,0.14622875
-5.96398199,0.74439264,0.06959112,0.00000000,0.03003297,0.18894658,0.20320546,0.14277613
-5.95797899,0.72963711,0.06811942,0.00000000,0.02853984,0.18502056,0.19826020,0.14001783
-5.95197599,0.71903428,0.06703158,0.00000000,0.02717189,0.18214013,0.19440562,0.13805941
-5.94597299,0.71298027,0.06636523,0.00000000,0.02595091,0.18040701,0.19175600,0.13697638
-5.93996998,0.71170140,0.06614221,0.00000000,0.02489265,0.17988002,0.19038015,0.13681158
-5.93396698,0.71524662,0.06636784,0.00000000,0.02400658,0.18057313,0.19029949,0.13757381
-5.92796398,0.72348596,0.06703085,0.00000000,0.02329585,0.18245511,0.19148766,0.13923743
-5.92196098,0.73611518,0.06810373,0.00000000,0.02275753,0.18545068,0.19387186,0.14174331
-5.91595798,0.75266634,0.06954377,0.00000000,0.02238294,0.18944324,0.19733580,0.14500084
-5.90995498,0.77252412,0.07129455,0.00000000,0.02215830,0.19427896,0.20172412,0.14889106
-5.90395198,0.79494714,0.07328796,0.00000000,0.02206540,0.19977223,0.20684819,0.15327075
-5.89794897,0.81909377,0.07544651,0.00000000,0.02208246,0.20571212,0.21249307,0.15797743
-5.89194597,0.84405138,0.07768612,0.00000000,0.02218511,0.21186983,0.21842548,0.16283491
-5.88594297,0.86886807,0.07991901,0.00000000,0.02234733,0.21800669,0.22440230,0.16765945
-5.87993997,0.89258584,0.08205677,0.00000000,0.02254255,0.22388254,0.23017956,0.17226613
-5.87393697,0.91427389,0.08401345,0.00000000,0.02274456,0.22926414,0.23552149,0.17647523
-5.86793397,0.93306093,0.08570853,0.00000000,0.02292857,0.23393336,0.24020930,0.18011843
-5.86193097,0.94816538,0.08706968,0.00000000,0.02307204,0.23769479,0.24404944,0.18304467
-5.85592796,0.95892222,0.08803530,0.00000000,0.02315547,0.24038256,0.24688109,0.18512525
-5.84992496,0.96480573,0.08855654,0.00000000,0.02316311,0.24186611,0.24858249,0.18625822
-5.84392196,0.96544713,0.08859894,0.00000000,0.02308342,0.24205470,0.24907612,0.18637176
-5.83791896,0.96064669,0.08814359,0.00000000,0.02290947,0.24090047,0.24833232,0.18542646
-5.83191596,0.95037987,0.08718763,0.00000000,0.02263914,0.23840009,0.24637146,0.18341653
-5.82591296,0.93479740,0.08574427,0.00000000,0.02227520,0.23459480,0.24326445,0.18036975
-5.81990995,0.91421942,0.08384229,0.00000000,0.02182511,0.22956905,0.23913167,0.17634636
-5.81390695,0.88912416,0.08152493,0.00000000,0.02130086,0.22344765,0.23414042,0.17143682
-5.80790395,0.86013151,0.07884844,0.00000000,0.02071851,0.21639170,0.22850086,0.16575865
-5.80190095,0.82798246,0.07588012,0.00000000,0.02009771,0.20859344,0.22246067,0.15945248
-5.79589795,0.79351517,0.07269621,0.00000000,0.01946106,0.20027022,0.21629867,0.15267743
-5.78989495,0.75763860,0.06937939,0.00000000,0.01883347,0.19165784,0.21031744,0.14560606
-5.78389195,0.72130477,0.06601627,0.00000000,0.01824135,0.18300348,0.20483523,0.13841906
-5.77788894,0.68548043,0.06269480,0.00000000,0.01771186,0.17455848,0.20017736,0.13129985
-5.77188594,0.65111932,0.05950169,0.00000000,0.01727211,0.16657122,0.19666734,0.12442932
-5.76588294,0.61913543,0.05652000,0.00000000,0.01694834,0.15928016,0.19461777,0.11798080
-5.75987994,0.59037833,0.05382689,0.00000000,0.01676515,0.15290744,0.19432142,0.11211544
-5.75387694,0.56561090,0.05149152,0.00000000,0.01674471,0.14765296,0.19604250,0.10697803
-5.74787394,0.54548989,0.04957332,0.00000000,0.01690612,0.14368925,0.20000836,0.10269353
-5.74187094,0.53054981,0.04812050,0.00000000,0.01726470,0.14115708,0.20640187,0.09936409
-5.73586793,0.52119017,0.04716887,0.00000000,0.01783145,0.14016198,0.21535454,0.09706686
-5.72986493,0.51766643,0.04674097,0.00000000,0.01861258,0.14077173,0.22694074,0.09585250
-5.72386193,0.52008449,0.04684557,0.00000000,0.01960912,0.14301477,0.24117316,0.09574434
-5.71785893,0.52839910,0.04747745,0.00000000,0.02081668,0.14687973,0.25799963,0.09673833
-5.71185593,0.54241591,0.04861755,0.00000000,0.02222533,0.15231599,0.27730181,0.09880370
-5.70585293,0.56179736,0.05023341,0.00000000,0.02381963,0.15923533,0.29889562,0.10188434
-5.69984992,0.58607222,0.05227997,0.00000000,0.02557882,0.16751476,0.32253385,0.10590082
-5.69384692,0.61464891,0.05470064,0.00000000,0.02747721,0.17700038,0.34791099,0.11075318
-5.68784392,0.64683222,0.05742868,0.00000000,0.02948468,0.18751246,0.37467031,0.11632433
-5.68184092,0.68184339,0.06038890,0.00000000,0.03156746,0.19885149,0.40241334,0.12248399
-5.67583792,0.71884317,0.06349955,0.00000000,0.03368893,0.21080520,0.43071144,0.12909330
-5.66983492,0.75695746,0.06667449,0.00000000,0.03581071,0.22315650,0.45911946,0.13600975
-5.66383192,0.79530485,0.06982549,0.00000000,0.03789380,0.23569202,0.48719094,0.14309256
-5.65782891,0.83302553,0.07286465,0.00000000,0.03989984,0.24821108,0.51449461,0.15020817
-5.65182591,0.86931064,0.07570687,0.00000000,0.04179239,0.26053495,0.54063147,0.15723587
-5.64582291,0.90343110,0.07827236,0.00000000,0.04353823,0.27251583,0.56525187,0.16407323
-5.63981991,0.93476502,0.08048894,0.00000000,0.04510866,0.28404550,0.58807197,0.17064123
-5.63381691,0.96282258,0.08229425,0.00000000,0.04648060,0.29506315,0.60888863,0.17688891
-5.62781391,0.98726739,0.08363765,0.00000000,0.04763767,0.30556197,0.62759224,0.18279720
-5.62181091,1.00793344,0.08448181,0.00000000,0.04857093,0.31559441,0.64417666,0.18838197
-5.61580790,1.02483673,0.08480394,0.00000000,0.04927949,0.32527558,0.65874579,0.19369589
-5.60980490,1.03818114,0.08459652,0.00000000,0.04977078,0.33478473,0.67151620,0.19882921
-5.60380190,1.04835790,0.08386759,0.00000000,0.05006061,0.34436458,0.68281562,0.20390917
-5.59779890,1.05593882,0.08264064,0.00000000,0.05017279,0.35431840,0.69307717,0.20909819
-5.59179590,1.06166302,0.08095389,0.00000000,0.05013861,0.36500492,0.70282933,0.21459067
-5.58579290,1.06641800,0.07885929,0.00000000,0.04999597,0.37683113,0.71268199,0.22060867
-5.57978989,1.07121522,0.07642103,0.00000000,0.04978824,0.39024310,0.72330906,0.22739642
-5.57378689,1.07716146,0.07371374,0.00000000,0.04956299,0.40571515,0.73542813,0.23521389
-5.56778389,1.08542663,0.07082049,0.00000000,0.04937054,0.42373765,0.74977806,0.24432970
-5.56178089,1.09720937,0.06783050,0.00000000,0.04926241,0.44480383,0.76709526,0.25501343
-5.55577789,1.11370156,0.06483686,0.00000000,0.04928976,0.46939597,0.78808955,0.26752774
-5.54977489,1.13605292,0.06193414,0.00000000,0.04950183,0.49797134,0.81342046,0.28212048
-5.54377189,1.16533674,0.05921604,0.00000000,0.04994449,0.53094837,0.84367483,0.29901698
-5.53776888,1.20251791,0.05677321,0.00000000,0.05065889,0.56869331,0.87934644,0.31841284
-5.53176588,1.24842396,0.05469110,0.00000000,0.05168029,0.61150787,0.92081826,0.34046738
-5.52576288,1.30371988,0.05304809,0.00000000,0.05303710,0.65961795,0.96834795,0.36529790
-5.51975988,1.36888737,0.05191380,0.00000000,0.05475008,0.71316390,1.02205680,0.39297496
-5.51375688,1.44420870,0.05134762,0.00000000,0.05683183,0.77219250,1.08192242,0.42351865
-5.50775388,1.52975567,0.05139750,0.00000000,0.05928649,0.83665076,1.14777525,0.45689621
-5.50175088,1.62538360,0.05209902,0.00000000,0.06210962,0.90638192,1.21929878,0.49302071
-5.49574787,1.73073062,0.05347470,0.00000000,0.06528837,0.98112363,1.29603350,0.53175116
-5.48974487,1.84522212,0.05553363,0.00000000,0.06880177,1.06050864,1.37738413,0.57289390
-5.48374187,1.96808042,0.05827137,0.00000000,0.07262125,1.14406795,1.46263019,0.61620535
-5.47773887,2.09833960,0.06167020,0.00000000,0.07671133,1.23123686,1.55093940,0.66139614
-5.47173587,2.23486545,0.06569963,0.00000000,0.08103040,1.32136369,1.64138384,0.70813663
-5.46573287,2.37638039,0.07031739,0.00000000,0.08553174,1.41372155,1.73295850,0.75606378
-5.45972986,2.52149335,0.07547061,0.00000000,0.09016457,1.50752298,1.82460208,0.80478935
-5.45372686,2.66873408,0.08109754,0.00000000,0.09487527,1.60193752,1.91521967,0.85390933
-5.44772386,2.81659184,0.08712950,0.00000000,0.09960866,1.69611188,2.00370718,0.90301453
-5.44172086,2.96355749,0.09349324,0.00000000,0.10430940,1.78919256,2.08897710,0.95170198
-5.43571786,3.10816846,0.10011355,0.00000000,0.10892338,1.88035021,2.16998514,0.99958710
-5.42971486,3.24905524,0.10691615,0.00000000,0.11339925,1.96880531,2.24575742,1.04631609
-5.42371186,3.38498824,0.11383071,0.00000000,0.11768982,2.05385413,2.31541739,1.09157824
-5.41770885,3.51492324,0.12079388,0.00000000,0.12175346,2.13489407,2.37821189,1.13511769
-5.41170585,3.63804362,0.12775229,0.00000000,0.12555547,2.21144733,2.43353539,1.17674397
-5.40570285,3.75379753,0.13466535,0.00000000,0.12906914,2.28318166,2.48095156,1.21634097
-5.39969985,3.86192776,0.14150760,0.00000000,0.13227677,2.34992698,2.52021100,1.25387358
-5.39369685,3.96249260,0.14827063,0.00000000,0.13517028,2.41168691,2.55126439,1.28939168
-5.38769385,4.05587578,0.15496438,0.00000000,0.13775159,2.46864398,2.57426982,1.32303082
