energy_ev,total_up,C_s_up,C_p_up,Hf_p_up,Hf_d_up,S_s_up,S_p_up,Sc_p_up,Sc_d_up
-5.84392196,5.53111552,0.07935780,0.29568662,1.39618566,0.66274017,0.10758858,3.32766345,1.26533868,0.36715199
-5.83791896,5.50079500,0.08080955,0.29385409,1.35073834,0.67070111,0.10596448,3.31573975,1.24952260,0.36704506
-5.83191596,5.47229234,0.08228573,0.29232518,1.30609432,0.67975327,0.10437464,3.30466546,1.23073638,0.36766054
-5.82591296,5.44493091,0.08379188,0.29108961,1.26227170,0.68966688,0.10285350,3.29392022,1.20897902,0.36888070
-5.81990995,5.41788296,0.08532938,0.29012730,1.21929288,0.70017337,0.10142558,3.28289160,1.18431717,0.37056251
-5.81390695,5.39019749,0.08689509,0.28940887,1.17719033,0.71097218,0.10010509,3.27089566,1.15688141,0.37254265
-5.80790395,5.36083640,0.08848109,0.28889657,1.13601210,0.72173926,0.09889607,3.25720277,1.12686029,0.37464373
-5.80190095,5.32871809,0.09007483,0.28854554,1.09582699,0.73213702,0.09779311,3.24106812,1.09449266,0.37668144
-5.79589795,5.29276730,0.09165953,0.28830548,1.05672949,0.74182527,0.09678248,3.22176584,1.06005886,0.37847232
-5.78989495,5.25196913,0.09321485,0.28812260,1.01884432,0.75047305,0.09584366,3.19862554,1.02387129,0.37984194
-5.78389195,5.20542499,0.09471777,0.28794196,0.98233042,0.75777053,0.09495113,3.17106938,0.98626506,0.38063291
-5.77788894,5.15240763,0.09614372,0.28770983,0.94738418,0.76344076,0.09407632,3.13864805,0.94758903,0.38071256
-5.77188594,5.09241231,0.09746779,0.28737626,0.91424173,0.76725049,0.09318966,3.10107349,0.90819767,0.37997974
-5.76588294,5.02520115,0.09866596,0.28689750,0.88317984,0.76901977,0.09226248,3.05824668,0.86844397,0.37837035
-5.75987994,4.95083767,0.09971639,0.28623818,0.85451516,0.76862957,0.09126879,3.01027838,0.82867357,0.37586150
-5.75387694,4.86970927,0.10060049,0.28537322,0.82860151,0.76602725,0.09018683,2.95750165,0.78922006,0.37247382
-5.74787394,4.78253548,0.10130391,0.28428915,0.80582497,0.76122935,0.08900019,2.90047477,0.75040145,0.36827188
-5.74187094,4.69036090,0.10181721,0.28298491,0.78659655,0.75432170,0.08769862,2.83997404,0.71251758,0.36336262
-5.73586793,4.59453231,0.10213629,0.28147187,0.77134237,0.74545661,0.08627842,2.77697628,0.67584837,0.35789193
-5.72986493,4.49666045,0.10226247,0.27977322,0.76049157,0.73484739,0.08474235,2.71263151,0.64065267,0.35203930
-5.72386193,4.39856778,0.10220227,0.27792255,0.75446199,0.72276030,0.08309925,2.64822682,0.60716741,0.34601101
-5.71785893,4.30222443,0.10196686,0.27596178,0.75364424,0.70950445,0.08136323,2.58514295,0.57560712,0.34003208
-5.71185593,4.20967523,0.10157118,0.27393850,0.75838455,0.69541993,0.07955263,2.52480557,0.54616340,0.33433727
-5.70585293,4.12296140,0.10103293,0.27190285,0.76896727,0.68086507,0.07768876,2.46863363,0.51900461,0.32916174
-5.69984992,4.04404075,0.10037133,0.26990415,0.78559777,0.66620310,0.07579449,2.41798723,0.49427548,0.32473170
-5.69384692,3.97471064,0.09960577,0.26798742,0.80838668,0.65178916,0.07389287,2.37411775,0.47209687,0.32125554
-5.68784392,3.91653752,0.09875459,0.26619007,0.83733636,0.63795818,0.07200575,2.33812269,0.45256579,0.31891583
-5.68184092,3.87079702,0.09783379,0.26453891,0.87233062,0.62501425,0.07015256,2.31090754,0.43575560,0.31786266
-5.67583792,3.83842762,0.09685603,0.26304775,0.91312833,0.61322192,0.06834930,2.29315673,0.42171679,0.31820849
-5.66983492,3.82000057,0.09582983,0.26171566,0.95936182,0.60279992,0.06660775,2.28531495,0.41047820,0.32002490
-5.66383192,3.81570740,0.09475905,0.26052617,1.01054028,0.59391745,0.06493503,2.28757989,0.40204892,0.32334119
-5.65782891,3.82536590,0.09364273,0.25944730,1.06605861,0.58669315,0.06333337,2.29990661,0.39642076,0.32814502
-5.65182591,3.84844389,0.09247524,0.25843262,1.12521152,0.58119670,0.06180031,2.32202304,0.39357136,0.33438486
-5.64582291,3.88409939,0.09124678,0.25742314,1.18721255,0.57745271,0.06032907,2.35345571,0.39346774,0.34197414
-5.63981991,3.93123481,0.08994414,0.25635009,1.25121743,0.57544676,0.05890922,2.39356401,0.39607026,0.35079688
-5.63381691,3.98856177,0.08855180,0.25513830,1.31635076,0.57513277,0.05752756,2.44158081,0.40133655,0.36071431
-5.62781391,4.05467287,0.08705306,0.25371011,1.38173489,0.57644152,0.05616905,2.49665714,0.40922542,0.37157214
-5.62181091,4.12811598,0.08543138,0.25198948,1.44651964,0.57928940,0.05481798,2.55790802,0.41970028,0.38320812
-5.61580790,4.20746691,0.08367173,0.24990616,1.50991151,0.58358698,0.05345892,2.62445686,0.43273189,0.39545930
-5.60980490,4.29139613,0.08176182,0.24739959,1.57120070,0.58924677,0.05207784,2.69547577,0.44830024,0.40816866
-5.60380190,4.37872574,0.07969320,0.24442240,1.62978490,0.59618964,0.05066294,2.77021949,0.46639528,0.42119071
-5.59779890,4.46847386,0.07746217,0.24094326,1.68518818,0.60434969,0.04920543,2.84805097,0.48701654,0.43439580
-5.59179590,4.55988383,0.07507042,0.23694895,1.73707445,0.61367706,0.04770006,2.92845757,0.51017150,0.44767279
-5.58579290,4.65243737,0.07252535,0.23244552,1.78525443,0.62413889,0.04614546,3.01105683,0.53587284,0.46093015
-5.57978989,4.74585136,0.06984010,0.22745858,1.82968603,0.63571820,0.04454421,3.09559223,0.56413480,0.47409540
-5.57378689,4.84005913,0.06703322,0.22203262,1.87046814,0.64841111,0.04290278,3.18191947,0.59496877,0.48711291
-5.56778389,4.93517831,0.06412817,0.21622950,1.90782822,0.66222262,0.04123118,3.26998454,0.62837852,0.49994051
-5.56178089,5.03146783,0.06115240,0.21012624,1.94210449,0.67716135,0.03954248,3.35979572,0.66435544,0.51254500
-5.55577789,5.12927757,0.05813641,0.20381213,1.97372382,0.69323383,0.03785219,3.45139142,0.70287403,0.52489701
-5.54977489,5.22899412,0.05511256,0.19738553,2.00317650,0.71043870,0.03617752,3.54480654,0.74388810,0.53696568
-5.54377189,5.33098668,0.05211384,0.19095038,2.03098946,0.72876140,0.03453666,3.64003971,0.78732793,0.54871347
-5.53776888,5.43555655,0.04917267,0.18461266,2.05769914,0.74816979,0.03294792,3.73702374,0.83309844,0.56009158
-5.53176588,5.54289333,0.04631972,0.17847699,2.08382563,0.76861085,0.03142906,3.83560127,0.88107872,0.57103640
-5.52576288,5.65304026,0.04358289,0.17264346,2.10984902,0.79000898,0.02999657,3.93550715,0.93112261,0.58146703
-5.51975988,5.76587039,0.04098637,0.16720493,2.13618918,0.81226563,0.02866505,4.03635835,0.98306039,0.59128444
-5.51375688,5.88107419,0.03855000,0.16224463,2.16318948,0.83526043,0.02744680,4.13765193,1.03670120,0.60037199
-5.50775388,5.99815843,0.03628875,0.15783439,2.19110487,0.85885359,0.02635138,4.23877061,1.09183593,0.60859751
-5.50175088,6.11645535,0.03421253,0.15403329,2.22009456,0.88288917,0.02538545,4.33899514,1.14824013,0.61581679
-5.49574787,6.23514020,0.03232605,0.15088680,2.25021879,0.90719902,0.02455266,4.43752217,1.20567662,0.62187819
-5.48974487,6.35325526,0.03062912,0.14842627,2.28143966,0.93160679,0.02385361,4.53348590,1.26389731,0.62662812
-5.48374187,6.46973749,0.02911690,0.14666890,2.31362506,0.95593182,0.02328605,4.62598184,1.32264409,0.62991707
-5.47773887,6.58344767,0.02778044,0.14561776,2.34655529,0.97999237,0.02284502,4.71409078,1.38164853,0.63160583
-5.47173587,6.69319859,0.02660736,0.14526225,2.37993157,1.00360800,0.02252315,4.79690142,1.44063035,0.63157141
-5.46573287,6.79778056,0.02558246,0.14557846,2.41338578,1.02660098,0.02231100,4.87353031,1.49929485,0.62971250
-5.45972986,6.89598313,0.02468857,0.14652981,2.44649099,1.04879656,0.02219739,4.94313830,1.55732953,0.62595410
-5.45372686,6.98661224,0.02390729,0.14806759,2.47877236,1.07002235,0.02216979,5.00494300,1.61440049,0.62025102
-5.44772386,7.06850329,0.02321971,0.15013172,2.50971814,1.09010686,0.02221470,5.05822740,1.67014891,0.61259025
-5.44172086,7.14053061,0.02260719,0.15265148,2.53879083,1.10887776,0.02231803,5.10234516,1.72418858,0.60299202
-5.43571786,7.20161483,0.02205196,0.15554640,2.56543850,1.12615997,0.02246543,5.13672340,1.77610490,0.59150966
-5.42971486,7.25072960,0.02153769,0.15872734,2.58910645,1.14177432,0.02264268,5.16086423,1.82545605,0.57822820
-5.42371186,7.28690955,0.02104998,0.16209770,2.60924944,1.15553690,0.02283599,5.17434609,1.87177687,0.56326202
-5.41770885,7.30926093,0.02057668,0.16555499,2.62534465,1.16725980,0.02303225,5.17682625,1.91458582,0.54675170
-5.41170585,7.31697634,0.02010823,0.16899263,2.63690543,1.17675315,0.02321938,5.16804528,1.95339502,0.52886011
-5.40570285,7.30935434,0.01963776,0.17230201,2.64349593,1.18382902,0.02338650,5.14783435,1.98772346,0.50976827
-5.39969985,7.28582411,0.01916119,0.17537489,2.64474623,1.18830676,0.02352418,5.11612537,2.01711293,0.48967091
-5.39369685,7.24597460,0.01867717,0.17810602,2.64036786,1.19001997,0.02362457,5.07296408,2.04114595,0.46877208
-5.38769385,7.18958718,0.01818704,0.18039587,2.63016888,1.18882458,0.02368161,5.01852524,2.05946514,0.44728100
-5.38169085,7.11666979,0.01769461,0.18215352,2.61406813,1.18460771,0.02369110,4.95312907,2.07179268,0.42540814
-5.37568784,7.02749057,0.01720594,0.18329947,2.59210764,1.17729669,0.02365077,4.87725745,2.07794902,0.40336177
-5.36968484,6.92260824,0.01672912,0.18376823,2.56446254,1.16686768,0.02356032,4.79156852,2.07786959,0.38134492
-5.36368184,6.80289683,0.01627393,0.18351070,2.53144763,1.15335329,0.02342137,4.69690797,2.07161834,0.35955293
-5.35767884,6.66956224,0.01585158,0.18249610,2.49351989,1.13684857,0.02323746,4.59431559,2.05939724,0.33817139
-5.35167584,6.52414845,0.01547436,0.18071333,2.45127640,1.11751489,0.02301387,4.48502578,2.04155090,0.31737455
-5.34567284,6.36853200,0.01515539,0.17817180,2.40544740,1.09558133,0.02275753,4.37046109,2.01856578,0.29732419
-5.33966983,6.20490380,0.01490828,0.17490152,2.35688428,1.07134337,0.02247678,4.25221820,1.99106383,0.27816883
-5.33366683,6.03573804,0.01474691,0.17095250,2.30654280,1.04515873,0.02218115,4.13204635,1.95979052,0.26004323
-5.32766383,5.86374893,0.01468519,0.16639355,2.25546183,1.01744058,0.02188110,4.01181856,1.92559774,0.24306820
-5.32166083,5.69183650,0.01473680,0.16131033,2.20473836,0.98864824,0.02158777,3.89349649,1.88942221,0.22735053
-5.31565783,5.52302348,0.01491504,0.15580295,2.15549964,0.95927596,0.02131262,3.77909009,1.85226022,0.21298316
-5.30965483,5.36038547,0.01523265,0.14998303,2.10887326,0.92984002,0.02106715,3.67061365,1.81513984,0.20004539
-5.30365183,5.20697717,0.01570158,0.14397047,2.06595651,0.90086499,0.02086262,3.57003963,1.77909174,0.18860321
-5.29764882,5.06575737,0.01633287,0.13789002,2.02778584,0.87286958,0.02070973,3.47925221,1.74511973,0.17870964
-5.29164582,4.93951538,0.01713644,0.13186777,1.99530760,0.84635274,0.02061836,3.40000198,1.71417232,0.17040502
-5.28564282,4.83080130,0.01812089,0.12602766,1.96935098,0.82178050,0.02059730,3.33386342,1.68711612,0.16371733
-5.27963982,4.74186237,0.01929326,0.12048820,1.95060395,0.79957409,0.02065402,3.28219622,1.66471224,0.15866241
-5.27363682,4.67458699,0.02065874,0.11535943,1.93959285,0.78009962,0.02079450,3.24611167,1.64759613,0.15524403
-5.26763382,4.63045766,0.02222042,0.11074027,1.93666622,0.76365965,0.02102304,3.22644460,1.63626167,0.15345391
-5.26163082,4.61051383,0.02397890,0.10671618,1.94198315,0.75048674,0.02134212,3.22373162,1.63104955,0.15327159
-5.25562781,4.61532504,0.02593198,0.10335734,1.95550634,0.74073907,0.02175233,3.23819569,1.63214033,0.15466413
-5.24962481,4.64497441,0.02807426,0.10071721,1.97700008,0.73449809,0.02225224,3.26973730,1.63955204,0.15758577
-5.24362181,4.69905275,0.03039685,0.09883159,2.00603302,0.73176812,0.02283843,3.31793203,1.65314214,0.16197744
-5.23761881,4.77666273,0.03288698,0.09771813,2.04198570,0.73247766,0.02350543,3.38203471,1.67261375,0.16776631
-5.23161581,4.87643309,0.03552783,0.09737615,2.08406265,0.73648242,0.02424577,3.46098974,1.69752572,0.17486532
-5.22561281,4.99654261,0.03829829,0.09778705,2.13130896,0.74356971,0.02505006,3.55344770,1.72730614,0.18317285
-5.21960980,5.13475328,0.04117300,0.09891494,2.18263083,0.75346413,0.02590707,3.65778799,1.76126906,0.19257260
-5.21360680,5.28845270,0.04412236,0.10070769,2.23682001,0.76583448,0.02680390,3.77214749,1.79863374,0.20293374
-5.20760380,5.45470499,0.04711290,0.10309838,2.29258154,0.78030154,0.02772616,3.89445491,1.83854624,0.21411146
-5.20160080,5.63030982,0.05010763,0.10600697,2.34856431,0.79644684,0.02865821,4.02247062,1.88010264,0.22594795
-5.19559780,5.81186886,0.05306674,0.10934237,2.40339380,0.81382215,0.02958343,4.15383147,1.92237348,0.23827391
-5.18959480,5.99585854,0.05594834,0.11300473,2.45570633,0.83195960,0.03048455,4.28610002,1.96442880,0.25091060
-5.18359180,6.17870790,0.05870948,0.11688801,2.50418375,0.85038238,0.03134401,4.41681724,2.00536317,0.26367240
-5.17758879,6.35687983,0.06130723,0.12088277,2.54758780,0.86861563,0.03214433,4.54355753,2.04432010,0.27636999
-5.17158579,6.52695379,0.06369985,0.12487908,2.58479295,0.88619761,0.03286854,4.66398479,2.08051504,0.28881385
-5.16558279,6.68570769,0.06584806,0.12876956,2.61481665,0.90269068,0.03350059,4.77590790,2.11325637,0.30081821
-5.15957979,6.83019647,0.06771627,0.13245245,2.63684591,0.91769189,0.03402573,4.87733387,2.14196369,0.31220522
-5.15357679,6.95782484,0.06927375,0.13583451,2.65025924,0.93084293,0.03443094,4.96651701,2.16618276,0.32280921
-5.14757379,7.06641158,0.07049569,0.13883388,2.65464301,0.94183904,0.03470528,5.04200217,2.18559657,0.33248085
-5.14157079,7.15424317,0.07136412,0.14138255,2.64980157,0.95043673,0.03484014,5.10266066,2.20003220,0.34109110
-5.13556778,7.22011457,0.07186852,0.14342853,2.63576071,0.95645977,0.03482958,5.14771726,2.20946318,0.34853482
-5.12956478,7.26335581,0.07200630,0.14493750,2.61276426,0.95980351,0.03467040,5.17676750,2.21400722,0.35473368
-5.12356178,7.28384310,0.07178289,0.14589391,2.58126399,0.96043715,0.03436231,5.18978429,2.21391953,0.35963862
-5.11755878,7.28199448,0.07121164,0.14630152,2.54190327,0.95840390,0.03390792,5.18711398,2.20958199,0.36323134
-5.11155578,7.25874996,0.07031332,0.14618327,2.49549515,0.95381911,0.03331265,5.16946184,2.20148864,0.36552516
-5.10555278,7.21553735,0.06911544,0.14558042,2.44299586,0.94686626,0.03258459,5.13786790,2.19022810,0.36656486
-5.09954977,7.15422527,0.06765133,0.14455124,2.38547478,0.93779116,0.03173432,5.09367401,2.17646367,0.36642585
-5.09354677,7.07706530,0.06595895,0.14316889,2.32408235,0.92689441,0.03077459,5.03848366,2.16091191,0.36521245
-5.08754377,6.98662572,0.06407967,0.14151905,2.26001693,0.91452257,0.02972000,4.97411621,2.14432057,0.36305548
-5.08154077,6.88571945,0.06205686,0.13969692,2.19449213,0.90105826,0.02858665,4.90255722,2.12744658,0.36010932
-5.07553777,6.77732875,0.05993456,0.13780416,2.12870564,0.88690963,0.02739176,4.82590674,2.11103487,0.35654833
-5.06953477,6.66452937,0.05775611,0.13594554,2.06381059,0.87249959,0.02615325,4.74632719,2.09579879,0.35256298
-5.06353177,6.55041627,0.05556294,0.13422563,2.00089034,0.85825502,0.02488941,4.66599248,2.08240242,0.34835571
-5.05752876,6.43803309,0.05339346,0.13274567,1.94093715,0.84459645,0.02361848,4.58703954,2.07144533,0.34413656
-5.05152576,6.33030677,0.05128216,0.13160058,1.88483512,0.83192841,0.02235832,4.51152341,2.06344990,0.34011877
-5.04552276,6.22998859,0.04925893,0.13087642,1.83334747,0.82063057,0.02112612,4.44137641,2.05885135,0.33651441
-5.03951976,6.13960209,0.04734855,0.13064814,1.78710803,0.81104996,0.01993805,4.37837214,2.05799042,0.33352996
-5.03351676,6.06139835,0.04557050,0.13097789,1.74661662,0.80349425,0.01880909,4.32409399,2.06110848,0.33136215
-5.02751376,5.99731838,0.04393890,0.13191374,1.71223782,0.79822613,0.01775274,4.27990857,2.06834498,0.33019378
-5.02151076,5.94896225,0.04246270,0.13348887,1.68420259,0.79545870,0.01678091,4.24694344,2.07973679,0.33018981
-5.01550775,5.91756453,0.04114601,0.13572125,1.66261218,0.79535193,0.01590369,4.22606910,2.09521931,0.33149354
-5.00950475,5.90397545,0.03998860,0.13861357,1.64744371,0.79800992,0.01512928,4.21788463,2.11462895,0.33422305
-5.00350175,5.90864709,0.03898642,0.14215362,1.63855682,0.80347899,0.01446391,4.22270703,2.13770672,0.33846782
-4.99749875,5.93162455,0.03813226,0.14631483,1.63570104,0.81174645,0.01391168,4.24056372,2.16410282,0.34428566
-4.99149575,5.97254147,0.03741637,0.15105697,1.63852355,0.82274007,0.01347463,4.27118848,2.19338202,0.35170000
-4.98549275,6.03062041,0.03682708,0.15632707,1.64657697,0.83632805,0.01315265,4.31402074,2.22502982,0.36069756
-4.97948974,6.10467808,0.03635135,0.16206025,1.65932728,0.85231980,0.01294349,4.36820865,2.25845932,0.37122664
-4.97348674,6.19313616,0.03597526,0.16818077,1.67616187,0.87046728,0.01284286,4.43261636,2.29301894,0.38319602
-4.96748374,6.29403834,0.03568446,0.17460296,1.69639772,0.89046728,0.01284445,4.50583603,2.32800102,0.39647467
-4.96148074,6.40507447,0.03546445,0.18123232,1.71929019,0.91196458,0.01294012,4.58620525,2.36265151,0.41089242
-4.95547774,6.52361262,0.03530081,0.18796660,1.74404240,0.93455627,0.01311997,4.67183030,2.39618077,0.42624163
-4.94947474,6.64673970,0.03517939,0.19469708,1.76981568,0.95779732,0.01337261,4.76061584,2.42777567,0.44227997
-4.94347174,6.77131109,0.03508637,0.20130994,1.79574121,0.98120747,0.01368541,4.85030123,2.45661298,0.45873450
-4.93746873,6.89400943,0.03500833,0.20768789,1.82093295,1.00427961,0.01404473,4.93850338,2.48187397,0.47530682
-4.93146573,7.01141202,0.03493223,0.21371201,1.84450214,1.02648949,0.01443628,5.02276591,2.50276024,0.49167949
-4.92546273,7.12006599,0.03484545,0.21926383,1.86557295,1.04730689,0.01484545,5.10061372,2.51851030,0.50752334
-4.91945973,7.21656968,0.03473582,0.22422775,1.88329941,1.06620776,0.01525765,5.16961183,2.52841684,0.52250586
-4.91345673,7.29765815,0.03459165,0.22849358,1.89688302,1.08268736,0.01565875,5.22742706,2.53184390,0.53630000
-4.90745373,7.36029021,0.03440182,0.23195936,1.90559071,1.09627376,0.01603533,5.27189046,2.52824368,0.54859348
-4.90145073,7.40173400,0.03415592,0.23453421,1.90877242,1.10654136,0.01637511,5.30105840,2.51717216,0.55909798
-4.89544772,7.41964772,0.03384439,0.23614121,1.90587772,1.11312394,0.01666721,5.31326998,2.49830291,0.56755808
-4.88944472,7.41215232,0.03345874,0.23672017,1.89647076,1.11572654,0.01690241,5.30719835,2.47143852,0.57375937
-4.88344172,7.37789263,0.03299176,0.23623012,1.88024266,1.11413581,0.01707338,5.28189357,2.43651884,0.57753553
-4.87743872,7.31608423,0.03243771,0.23465147,1.85702094,1.10822816,0.01717475,5.23681502,2.39362565,0.57877400
-4.87143572,7.22654341,0.03179260,0.23198760,1.82677518,1.09797536,0.01720324,5.17185166,2.34298329,0.57741991
-4.86543272,7.10969853,0.03105431,0.22826594,1.78961865,1.08344726,0.01715762,5.08732891,2.28495502,0.57347816
-4.85942971,6.96658184,0.03022277,0.22353832,1.74580560,1.06481134,0.01703857,4.98400159,2.22003497,0.56701356
-4.85342671,6.79880176,0.02929999,0.21788057,1.69572414,1.04232918,0.01684863,4.86303295,2.14883604,0.55814885
-4.84742371,6.60849646,0.02829014,0.21139146,1.63988499,1.01634981,0.01659190,4.72596052,2.07207389,0.54706085
-4.84142071,6.39827070,0.02719943,0.20419078,1.57890637,0.98730027,0.01627379,4.57465018,1.99054779,0.53397492
-4.83541771,6.17111843,0.02603596,0.19641696,1.51349564,0.95567376,0.01590079,4.41124028,1.90511887,0.51915776
-4.82941471,5.93033465,0.02480955,0.18822389,1.44442852,0.92201590,0.01548006,4.23807834,1.81668690,0.50290919
-4.82341171,5.67942021,0.02353142,0.17977748,1.37252659,0.88690966,0.01501919,4.05765298,1.72616629,0.48555309
-4.81740870,5.42198365,0.02221388,0.17125175,1.29863418,0.85095961,0.01452585,3.87252402,1.63446258,0.46742790
-4.81140570,5.16164419,0.02086994,0.16282486,1.22359544,0.81477617,0.01400755,3.68525362,1.54245015,0.44887715
-4.80540270,4.90193975,0.01951294,0.15467499,1.14823271,0.77896046,0.01347136,3.49834120,1.45095223,0.43024043
-4.79939970,4.64624334,0.01815616,0.14697639,1.07332675,0.74409028,0.01292376,3.31416461,1.36072388,0.41184502
-4.79339670,4.39769076,0.01681246,0.13989566,0.99959985,0.71070776,0.01237047,3.13492950,1.27243846,0.39399853
-4.78739370,4.15912165,0.01549394,0.13358839,0.92770209,0.67930890,0.01181638,2.96262829,1.18667818,0.37698284
-4.78139070,3.93303521,0.01421166,0.12819609,0.85820124,0.65033537,0.01126557,2.79900978,1.10392861,0.36104927
-4.77538769,3.72156091,0.01297543,0.12384381,0.79157639,0.62416857,0.01072127,2.64555949,1.02457734,0.34641524
-4.76938469,3.52644411,0.01179362,0.12063809,0.72821535,0.60112589,0.01018598,2.50349063,0.94891634,0.33326227
-4.76338169,3.34904527,0.01067309,0.11866552,0.66841548,0.58145911,0.00966159,2.37374479,0.87714772,0.32173529
-4.75737869,3.19035132,0.00961920,0.11799184,0.61238765,0.56535473,0.00914952,2.25700134,0.80939222,0.31194303
-4.75137569,3.05099716,0.00863577,0.11866146,0.56026287,0.55293580,0.00865088,2.15369387,0.74569972,0.30395947
-4.74537269,2.93129498,0.00772526,0.12069748,0.51210089,0.54426509,0.00816668,2.06403225,0.68606120,0.29782598
-4.73936968,2.83126908,0.00688887,0.12410214,0.46790035,0.53934922,0.00769795,1.98802846,0.63042126,0.29355402
-4.73336668,2.75069401,0.00612672,0.12885757,0.42760969,0.53814339,0.00724601,1.92552467,0.57869060,0.29112821
-4.72736368,2.68913391,0.00543808,0.13492694,0.39113828,0.54055656,0.00681252,1.87622202,0.53075782,0.29050956
-4.72136068,2.64598144,0.00482157,0.14225584,0.35836738,0.54645674,0.00639975,1.83970890,0.48650014,0.29163872
-4.71535768,2.62049484,0.00427544,0.15077389,0.32916031,0.55567637,0.00601061,1.81548779,0.44579252,0.29443914
-4.70935468,2.61183235,0.00379772,0.16039664,0.30337158,0.56801754,0.00564882,1.80299981,0.40851509,0.29882005
-4.70335168,2.61908330,0.00338654,0.17102760,0.28085481,0.58325718,0.00531900,1.80164672,0.37455873,0.30467922
-4.69734867,2.64129570,0.00304025,0.18256047,0.26146907,0.60115214,0.00502675,1.81081016,0.34382878,0.31190553
-4.69134567,2.67750047,0.00275768,0.19488150,0.24508391,0.62144414,0.00477871,1.82986807,0.31624706,0.32038127
-4.68534267,2.72673251,0.00253827,0.20787203,0.23158282,0.64386483,0.00458264,1.85820859,0.29175233,0.32998431
-4.67933967,2.78804891,0.00238220,0.22141106,0.22086542,0.66814082,0.00444744,1.89524162,0.27029945,0.34059010
-4.67333667,2.86054488,0.00229057,0.23537796,0.21284831,0.69399877,0.00438322,1.94040834,0.25185750,0.35207355
-4.66733367,2.94336747,0.00226545,0.24965516,0.20746497,0.72117063,0.00440129,1.99318891,0.23640714,0.36431089
-4.66133067,3.03572746,0.00230995,0.26413078,0.20466472,0.74939882,0.00451422,2.05310865,0.22393734,0.37718138
-4.65532766,3.13690931,0.00242827,0.27870119,0.20441096,0.77844138,0.00473578,2.11974260,0.21444188,0.39056903
-4.64932466,3.24627909,0.00262570,0.29327337,0.20667886,0.80807689,0.00508091,2.19271855,0.20791561,0.40436424
-4.64332166,3.36329009,0.00290862,0.30776692,0.21145267,0.83810893,0.00556566,2.27171840,0.20435075,0.41846527
