energy_ev,total_up,Hf_p_up,Hf_d_up,Mg_p_up,Mg_d_up,N_s_up,N_p_up,Se_s_up,Se_p_up
-5.57978989,2.05563985,1.12603611,0.47139256,1.00865500,0.00000000,0.00282187,0.71247443,0.00662408,0.67222975
-5.57378689,2.02115239,1.06626138,0.46408965,0.99406185,0.00000000,0.00309335,0.68051126,0.00620408,0.68943487
-5.56778389,1.98879631,1.00935251,0.45684476,0.98007250,0.00000000,0.00339201,0.64832840,0.00580200,0.70892852
-5.56178089,1.95927666,0.95589943,0.44984241,0.96699346,0.00000000,0.00371521,0.61631600,0.00542400,0.73070251
-5.55577789,1.93322060,0.90642297,0.44325609,0.95509625,0.00000000,0.00405964,0.58486022,0.00507555,0.75468924
-5.54977489,1.91115939,0.86136922,0.43724286,0.94460779,0.00000000,0.00442127,0.55433728,0.00476145,0.78075712
-5.54377189,1.89351391,0.82110643,0.43193860,0.93570216,0.00000000,0.00479542,0.52510806,0.00448578,0.80870806
-5.53776888,1.88058414,0.78592415,0.42745409,0.92849424,0.00000000,0.00517679,0.49751314,0.00425189,0.83827745
-5.53176588,1.87254309,0.75603451,0.42387208,0.92303542,0.00000000,0.00555959,0.47186861,0.00406241,0.86913662
-5.52576288,1.86943535,0.73157535,0.42124550,0.91931163,0.00000000,0.00593759,0.44846236,0.00391937,0.90089818
-5.51975988,1.87118047,0.71261482,0.41959677,0.91724397,0.00000000,0.00630436,0.42755118,0.00382424,0.93312396
-5.51375688,1.87758081,0.69915723,0.41891838,0.91669176,0.00000000,0.00665342,0.40935841,0.00377801,0.96533550
-5.50775388,1.88833363,0.69114972,0.41917449,0.91745813,0.00000000,0.00697843,0.39407220,0.00378137,0.99702686
-5.50175088,1.90304678,0.68848948,0.42030359,0.91929769,0.00000000,0.00727340,0.38184436,0.00383480,1.02767919
-5.49574787,1.92125728,0.69103118,0.42222204,0.92192632,0.00000000,0.00753293,0.37278975,0.00393872,1.05677665
-5.48974487,1.94245203,0.69859436,0.42482830,0.92503228,0.00000000,0.00775238,0.36698606,0.00409367,1.08382301
-5.48374187,1.96608950,0.71097042,0.42800754,0.92828851,0.00000000,0.00792805,0.36447405,0.00430044,1.10835824
-5.47773887,1.99162168,0.72792929,0.43163664,0.93136540,0.00000000,0.00805739,0.36525812,0.00456028,1.12997442
-5.47173587,2.01851524,0.74922532,0.43558910,0.93394364,0.00000000,0.00813906,0.36930719,0.00487499,1.14833037
-5.46573287,2.04627111,0.77460266,0.43973983,0.93572653,0.00000000,0.00817305,0.37655589,0.00524708,1.16316428
-5.45972986,2.07444170,0.80379991,0.44396956,0.93645134,0.00000000,0.00816069,0.38690612,0.00567994,1.17430387
-5.45372686,2.10264538,0.83655422,0.44816874,0.93589939,0.00000000,0.00810467,0.40022888,0.00617786,1.18167369
-5.44772386,2.13057762,0.87260489,0.45224083,0.93390423,0.00000000,0.00800894,0.41636648,0.00674613,1.18529923
-5.44172086,2.15801881,0.91169667,0.45610489,0.93035809,0.00000000,0.00787864,0.43513527,0.00739104,1.18530781
-5.43571786,2.18483863,0.95358283,0.45969745,0.92521601,0.00000000,0.00771989,0.45632873,0.00811981,1.18192610
-5.42971486,2.21099723,0.99802824,0.46297371,0.91849794,0.00000000,0.00753964,0.47972115,0.00894055,1.17547462
-5.42371186,2.23654332,1.04481236,0.46590806,0.91028852,0.00000000,0.00734541,0.50507180,0.00986203,1.16635931
-5.41770885,2.26160975,1.09373240,0.46849398,0.90073494,0.00000000,0.00714508,0.53212969,0.01089347,1.15506063
-5.41170585,2.28640681,1.14460643,0.47074349,0.89004270,0.00000000,0.00694659,0.56063865,0.01204426,1.14212058
-5.40570285,2.31121367,1.19727647,0.47268605,0.87846978,0.00000000,0.00675767,0.59034282,0.01332356,1.12812825
-5.39969985,2.33636840,1.25161115,0.47436726,0.86631924,0.00000000,0.00658560,0.62099235,0.01473994,1.11370417
-5.39369685,2.36225678,1.30750789,0.47584710,0.85393060,0.00000000,0.00643697,0.65234889,0.01630089,1.09948426
-5.38769385,2.38930023,1.36489410,0.47719803,0.84167024,0.00000000,0.00631742,0.68419093,0.01801235,1.08610358
-5.38169085,2.41794292,1.42372710,0.47850286,0.82992114,0.00000000,0.00623150,0.71631845,0.01987825,1.07418053
-5.37568784,2.44863829,1.48399243,0.47985246,0.81907214,0.00000000,0.00618247,0.74855663,0.02190004,1.06430185
-5.36968484,2.48183492,1.54570016,0.48134324,0.80950708,0.00000000,0.00617224,0.78075853,0.02407626,1.05700863
-5.36368184,2.51796197,1.60887916,0.48307449,0.80159400,0.00000000,0.00620130,0.81280621,0.02640215,1.05278384
-5.35767884,2.55741415,1.67356904,0.48514560,0.79567470,0.00000000,0.00626869,0.84461038,0.02886946,1.05204143
-5.35167584,2.60053644,1.73981005,0.48765309,0.79205485,0.00000000,0.00637205,0.87610829,0.03146617,1.05511716
-5.34567284,2.64760883,1.80763100,0.49068754,0.79099495,0.00000000,0.00650772,0.90726009,0.03417651,1.06226149
-5.33966983,2.69883133,1.87703583,0.49433044,0.79270227,0.00000000,0.00667087,0.93804357,0.03698098,1.07363435
-5.33366683,2.75430975,1.94798931,0.49865104,0.79732405,0.00000000,0.00685565,0.96844770,0.03985658,1.08930203
-5.32766383,2.81404274,2.02040271,0.50370339,0.80494209,0.00000000,0.00705539,0.99846520,0.04277710,1.10923598
-5.32166083,2.87791070,2.09412022,0.50952339,0.81556892,0.00000000,0.00726286,1.02808462,0.04571359,1.13331380
-5.31565783,2.94566715,2.16890707,0.51612636,0.82914569,0.00000000,0.00747048,1.05728244,0.04863490,1.16132197
-5.30965483,3.01693322,2.24444027,0.52350497,0.84554176,0.00000000,0.00767057,1.08601555,0.05150829,1.19296052
-5.30365183,3.09119567,2.32030258,0.53162772,0.86455627,0.00000000,0.00785563,1.11421483,0.05430015,1.22784943
-5.29764882,3.16780910,2.39598061,0.54043812,0.88592133,0.00000000,0.00801855,1.14178007,0.05697669,1.26553656
-5.29164582,3.24600236,2.47086719,0.54985472,0.90930712,0.00000000,0.00815282,1.16857667,0.05950468,1.30550694
-5.28564282,3.32488950,2.54426839,0.55977177,0.93432855,0.00000000,0.00825277,1.19443439,0.06185213,1.34719340
-5.27963982,3.40348492,2.61541504,0.57006095,0.96055342,0.00000000,0.00831366,1.21914823,0.06398900,1.38998804
-5.27363682,3.48072265,2.68347834,0.58057369,0.98751184,0.00000000,0.00833189,1.24248147,0.06588776,1.43325469
-5.26763382,3.55547907,2.74758900,0.59114445,1.01470663,0.00000000,0.00830498,1.26417064,0.06752392,1.47634177
-5.26163082,3.62659841,2.80685902,0.60159456,1.04162450,0.00000000,0.00823170,1.28393219,0.06887644,1.51859565
-5.25562781,3.69292031,2.86040526,0.61173660,1.06774767,0.00000000,0.00811200,1.30147058,0.06992812,1.55937410
-5.24962481,3.75330843,2.90737359,0.62137926,1.09256563,0.00000000,0.00794699,1.31648721,0.07066576,1.59805959
-5.24362181,3.80667916,2.94696259,0.63033234,1.11558670,0.00000000,0.00773885,1.32868972,0.07108037,1.63407242
-5.23761881,3.85202956,2.97844585,0.63841190,1.13634927,0.00000000,0.00749073,1.33780139,0.07116722,1.66688315
-5.23161581,3.88846351,3.00119187,0.64544527,1.15443224,0.00000000,0.00720659,1.34356992,0.07092580,1.69602435
-5.22561281,3.91521545,3.01468090,0.65127578,1.16946454,0.00000000,0.00689103,1.34577542,0.07035978,1.72110131
-5.21960980,3.93167073,3.01851815,0.65576713,1.18113356,0.00000000,0.00654916,1.34423726,0.06947682,1.74180142
-5.21360680,3.93738227,3.01244311,0.65880716,1.18919220,0.00000000,0.00618638,1.33881944,0.06828842,1.75790207
-5.20760380,3.93208297,2.99633488,0.66031108,1.19346440,0.00000000,0.00580823,1.32943468,0.06680968,1.76927676
-5.20160080,3.91569358,2.97021365,0.66022386,1.19384909,0.00000000,0.00542024,1.31604682,0.06505902,1.77589909
-5.19559780,3.88832586,2.93423852,0.65852184,1.19032246,0.00000000,0.00502774,1.29867187,0.06305783,1.77784454
-5.18959480,3.85028100,2.88870216,0.65521361,1.18293831,0.00000000,0.00463577,1.27737776,0.06083018,1.77528966
-5.18359180,3.80204336,2.83402275,0.65033985,1.17182671,0.00000000,0.00424898,1.25228283,0.05840241,1.76850870
-5.17758879,3.74426960,2.77073363,0.64397238,1.15719071,0.00000000,0.00387148,1.22355336,0.05580269,1.75786736
-5.17158579,3.67777353,2.69947123,0.63621236,1.13930128,0.00000000,0.00350689,1.19140023,0.05306060,1.74381376
-5.16558279,3.60350695,2.62096163,0.62718757,1.11849042,0.00000000,0.00315818,1.15607493,0.05020664,1.72686675
-5.15957979,3.52253676,2.53600623,0.61704895,1.09514273,0.00000000,0.00282778,1.11786496,0.04727172,1.70760156
-5.15357679,3.43601916,2.44546666,0.60596639,1.06968543,0.00000000,0.00251750,1.07708881,0.04428666,1.68663325
-5.14757379,3.34517105,2.35024942,0.59412390,1.04257706,0.00000000,0.00222860,1.03409064,0.04128168,1.66459830
-5.14157079,3.25123981,2.25129018,0.58171426,1.01429527,0.00000000,0.00196179,0.98923456,0.03828586,1.64213482
-5.13556778,3.15547183,2.14953815,0.56893334,0.98532384,0.00000000,0.00171735,0.94289876,0.03532670,1.61986203
-5.12956478,3.05908094,2.04594044,0.55597420,0.95613946,0.00000000,0.00149509,0.89546950,0.03242969,1.59835977
-5.12356178,2.96321748,1.94142683,0.54302124,0.92719849,0.00000000,0.00129452,0.84733496,0.02961785,1.57814868
-5.11755878,2.86893918,1.83689495,0.53024449,0.89892432,0.00000000,0.00111481,0.79887912,0.02691149,1.55967183
-5.11155578,2.77718469,1.73319623,0.51779445,0.87169565,0.00000000,0.00095492,0.75047580,0.02432795,1.54327864
-5.10555278,2.68875086,1.63112288,0.50579741,0.84583610,0.00000000,0.00081365,0.70248293,0.02188140,1.52921174
-5.09954977,2.60427456,1.53139625,0.49435178,0.82160566,0.00000000,0.00068966,0.65523724,0.01958281,1.51759735
-5.09354677,2.52421991,1.43465680,0.48352534,0.79919421,0.00000000,0.00058154,0.60904956,0.01743997,1.50843980
-5.08754377,2.44887139,1.34145615,0.47335367,0.77871747,0.00000000,0.00048788,0.56420074,0.01545757,1.50162040
-5.08154077,2.37833338,1.25225133,0.46383982,0.76021557,0.00000000,0.00040726,0.52093852,0.01363740,1.49690096
-5.07553777,2.31253607,1.16740169,0.45495536,0.74365423,0.00000000,0.00033830,0.47947536,0.01197859,1.49393188
-5.06953477,2.25124770,1.08716827,0.44664255,0.72892871,0.00000000,0.00027968,0.43998719,0.01047789,1.49226468
-5.06353177,2.19409273,1.01171607,0.43881792,0.71587026,0.00000000,0.00023016,0.40261333,0.00913006,1.49136848
-5.05752876,2.14057510,0.94111873,0.43137671,0.70425490,0.00000000,0.00018860,0.36745731,0.00792815,1.49064992
-5.05152576,2.09010576,0.87536573,0.42419833,0.69381418,0.00000000,0.00015395,0.33458871,0.00686395,1.48947575
-5.04552276,2.04203326,0.81437164,0.41715242,0.68424743,0.00000000,0.00012524,0.30404574,0.00592831,1.48719728
-5.03951976,1.99567602,0.75798700,0.41010520,0.67523511,0.00000000,0.00010164,0.27583840,0.00511148,1.48317555
-5.03351676,1.95035493,0.70601042,0.40292604,0.66645251,0.00000000,0.00008240,0.24995224,0.00440344,1.47680636
-5.02751376,1.90542485,0.65820120,0.39549361,0.65758347,0.00000000,0.00006684,0.22635211,0.00379419,1.46754405
-5.02151076,1.86030348,0.61429213,0.38770169,0.64833323,0.00000000,0.00005441,0.20498614,0.00327394,1.45492293
-5.01550775,1.81449643,0.57400171,0.37946405,0.63844012,0.00000000,0.00004460,0.18578938,0.00283335,1.43857561
-5.00950475,1.76761739,0.53704539,0.37071836,0.62768547,0.00000000,0.00003700,0.16868718,0.00246365,1.41824727
-5.00350175,1.71940246,0.50314539,0.36142896,0.61590131,0.00000000,0.00003125,0.15359800,0.00215671,1.39380537
-4.99749875,1.66971811,0.47203880,0.35158815,0.60297558,0.00000000,0.00002705,0.14043570,0.00190515,1.36524425
-4.99149575,1.61856254,0.44348359,0.34121631,0.58885477,0.00000000,0.00002416,0.12911117,0.00170230,1.33268461
-4.98549275,1.56606047,0.41726266,0.33036054,0.57354365,0.00000000,0.00002236,0.11953325,0.00154222,1.29636771
-4.97948974,1.51245182,0.39318564,0.31909205,0.55710255,0.00000000,0.00002149,0.11160917,0.00141964,1.25664480
-4.97348674,1.45807489,0.37108891,0.30750249,0.53964210,0.00000000,0.00002139,0.10524433,0.00132993,1.21396210
-4.96748374,1.40334517,0.35083374,0.29569936,0.52131582,0.00000000,0.00002195,0.10034180,0.00126897,1.16884227
-4.96148074,1.34873076,0.33230304,0.28380067,0.50231117,0.00000000,0.00002306,0.09680142,0.00123312,1.12186306
-4.95547774,1.29472596,0.31539708,0.27192940,0.48283924,0.00000000,0.00002463,0.09451885,0.00121911,1.07363434
-4.94947474,1.24182428,0.30002844,0.26020768,0.46312397,0.00000000,0.00002660,0.09338460,0.00122397,1.02477450
-4.94347174,1.19049231,0.28611681,0.24875131,0.44339118,0.00000000,0.00002888,0.09328318,0.00124494,0.97588736
-4.93746873,1.14114588,0.27358382,0.23766468,0.42385816,0.00000000,0.00003140,0.09409266,0.00127944,0.92754062
-4.93146573,1.09412950,0.26234841,0.22703647,0.40472421,0.00000000,0.00003411,0.09568449,0.00132498,0.88024688
-4.92546273,1.04970032,0.25232296,0.21693619,0.38616261,0.00000000,0.00003695,0.09792386,0.00137916,0.83444787
-4.91945973,1.00801699,0.24341048,0.20741188,0.36831439,0.00000000,0.00003984,0.10067059,0.00143962,0.79050266
-4.91345673,0.96913418,0.23550294,0.19848885,0.35128403,0.00000000,0.00004274,0.10378052,0.00150403,0.74868021
-4.90745373,0.93300257,0.22848083,0.19016967,0.33513736,0.00000000,0.00004557,0.10710737,0.00157010,0.70915626
-4.90145073,0.89947429,0.22221405,0.18243519,0.31990148,0.00000000,0.00004829,0.11050516,0.00163564,0.67201467
-4.89544772,0.86831328,0.21656376,0.17524667,0.30556669,0.00000000,0.00005082,0.11383081,0.00169848,0.63725281
-4.88944472,0.83920980,0.21138539,0.16854871,0.29209020,0.00000000,0.00005313,0.11694713,0.00175663,0.60479044
-4.88344172,0.81179816,0.20653228,0.16227288,0.27940125,0.00000000,0.00005517,0.11972577,0.00180820,0.57448152
-4.87743872,0.78567660,0.20185985,0.15634177,0.26740733,0.00000000,0.00005687,0.12205027,0.00185152,0.54612812
-4.87143572,0.76042821,0.19723006,0.15067327,0.25600104,0.00000000,0.00005822,0.12381879,0.00188515,0.51949562
-4.86543272,0.73564169,0.19251570,0.14518491,0.24506725,0.00000000,0.00005918,0.12494654,0.00190789,0.49432821
-4.85942971,0.71093085,0.18760448,0.13979781,0.23449007,0.00000000,0.00005972,0.12536778,0.00191884,0.47036413
-4.85342671,0.68595202,0.18240246,0.13444035,0.22415932,0.00000000,0.00005984,0.12503723,0.00191742,0.44734967
-4.84742371,0.66041836,0.17683686,0.12905116,0.21397618,0.00000000,0.00005952,0.12393083,0.00190334,0.42505140
-4.84142071,0.63411079,0.17085790,0.12358143,0.20385780,0.00000000,0.00005879,0.12204584,0.00187666,0.40326623
-4.83541771,0.60688485,0.16443973,0.11799649,0.19374063,0.00000000,0.00005765,0.11940021,0.00183772,0.38182884
-4.82941471,0.57867378,0.15758038,0.11227647,0.18358255,0.00000000,0.00005612,0.11603134,0.00178718,0.36061652
-4.82341171,0.54948754,0.15030081,0.10641631,0.17336362,0.00000000,0.00005425,0.11199419,0.00172593,0.33955122
-4.81740870,0.51940845,0.14264306,0.10042499,0.16308572,0.00000000,0.00005206,0.10735892,0.00165511,0.31859920
-4.81140570,0.48858366,0.13466781,0.09432412,0.15277103,0.00000000,0.00004960,0.10220809,0.00157601,0.29776835
-4.80540270,0.45721529,0.12645128,0.08814610,0.14245971,0.00000000,0.00004691,0.09663364,0.00149008,0.27710381
-4.79939970,0.42554885,0.11808193,0.08193187,0.13220688,0.00000000,0.00004406,0.09073371,0.00139884,0.25668203
-4.79339670,0.39386063,0.10965683,0.07572843,0.12207921,0.00000000,0.00004108,0.08460946,0.00130385,0.23660407
-4.78739370,0.36244493,0.10127829,0.06958637,0.11215127,0.00000000,0.00003802,0.07836208,0.00120665,0.21698831
-4.78139070,0.33160165,0.09305045,0.06355737,0.10250200,0.00000000,0.00003494,0.07208999,0.00110872,0.19796332
-4.77538769,0.30162491,0.08507643,0.05769195,0.09321131,0.00000000,0.00003188,0.06588645,0.00101145,0.17966094
-4.76938469,0.27279313,0.07745577,0.05203745,0.08435712,0.00000000,0.00002888,0.05983755,0.00091612,0.16221025
-4.76338169,0.24536088,0.07028252,0.04663639,0.07601290,0.00000000,0.00002598,0.05402069,0.00082384,0.14573230
-4.75737869,0.21955272,0.06364375,0.04152515,0.06824569,0.00000000,0.00002319,0.04850353,0.00073554,0.13033612
-4.75137569,0.19555911,0.05761873,0.03673315,0.06111479,0.00000000,0.00002056,0.04334342,0.00065200,0.11611570
-4.74537269,0.17353423,0.05227848,0.03228232,0.05467093,0.00000000,0.00001810,0.03858726,0.00057380,0.10314831
-4.73936968,0.15359562,0.04768584,0.02818703,0.04895605,0.00000000,0.00001581,0.03427176,0.00050136,0.09149364
-4.73336668,0.13582540,0.04389579,0.02445428,0.04400338,0.00000000,0.00001372,0.03042402,0.00043492,0.08119408
-4.72736368,0.12027260,0.04095603,0.02108421,0.03983795,0.00000000,0.00001182,0.02706231,0.00037458,0.07227561
-4.72136068,0.10695654,0.03890760,0.01807079,0.03647726,0.00000000,0.00001010,0.02419707,0.00032029,0.06474920
-4.71535768,0.09587057,0.03778551,0.01540267,0.03393205,0.00000000,0.00000858,0.02183198,0.00027191,0.05861267
-4.70935468,0.08698611,0.03761923,0.01306414,0.03220708,0.00000000,0.00000723,0.01996496,0.00022918,0.05385258
-4.70335168,0.08025661,0.03843295,0.01103608,0.03130184,0.00000000,0.00000605,0.01858920,0.00019177,0.05044607
-4.69734867,0.07562107,0.04024563,0.00929696,0.03121100,0.00000000,0.00000503,0.01769403,0.00015932,0.04836265
-4.69134567,0.07300721,0.04307067,0.00782369,0.03192479,0.00000000,0.00000415,0.01726566,0.00013141,0.04756557
-4.68534267,0.07233390,0.04691530,0.00659250,0.03342898,0.00000000,0.00000340,0.01728773,0.00010761,0.04801292
-4.67933967,0.07351300,0.05177980,0.00557961,0.03570478,0.00000000,0.00000276,0.01774174,0.00008749,0.04965841
-4.67333667,0.07645061,0.05765637,0.00476190,0.03872845,0.00000000,0.00000223,0.01860719,0.00007062,0.05245178
-4.66733367,0.08104778,0.06452806,0.00411735,0.04247082,0.00000000,0.00000179,0.01986178,0.00005660,0.05633901
-4.66133067,0.08720090,0.07236763,0.00362545,0.04689675,0.00000000,0.00000142,0.02148132,0.00004503,0.06126241
-4.65532766,0.09480187,0.08113662,0.00326752,0.05196464,0.00000000,0.00000112,0.02343970,0.00003557,0.06716062
-4.64932466,0.10373835,0.09078473,0.00302689,0.05762609,0.00000000,0.00000088,0.02570882,0.00002789,0.07396888
-4.64332166,0.11389426,0.10124961,0.00288909,0.06382580,0.00000000,0.00000069,0.02825857,0.00002172,0.08161945
