energy_ev,total_up,C_s_up,C_p_up,Ca_p_up,Ca_d_up,S_s_up,S_p_up,W_p_up,W_d_up
-6.00000000,0.64593921,0.01415653,0.05679387,0.00596622,0.00000000,0.00241978,0.37583389,0.32140356,0.12532194
-5.99399700,0.71360419,0.01497955,0.06535056,0.00663175,0.00000000,0.00256404,0.41402662,0.36514936,0.13969364
-5.98799400,0.79188383,0.01583886,0.07506728,0.00737209,0.00000000,0.00274946,0.45803252,0.41498875,0.15658950
-5.98199100,0.88042577,0.01672390,0.08595158,0.00818400,0.00000000,0.00297310,0.50761224,0.47090526,0.17596285
-5.97598799,0.97871943,0.01762440,0.09799075,0.00906285,0.00000000,0.00323157,0.56243826,0.53278106,0.19772957
-5.96998499,1.08607947,0.01853047,0.11114870,0.01000250,0.00000000,0.00352099,0.62208696,0.60038226,0.22176340
-5.96398199,1.20163216,0.01943270,0.12536323,0.01099525,0.00000000,0.00383700,0.68603247,0.67334596,0.24789195
-5.95797899,1.32430615,0.02032221,0.14054383,0.01203175,0.00000000,0.00417482,0.75364308,0.75117010,0.27589358
-5.95197599,1.45282916,0.02119073,0.15657027,0.01310104,0.00000000,0.00452923,0.82418104,0.83320704,0.30549572
-5.94597299,1.58573180,0.02203061,0.17329202,0.01419064,0.00000000,0.00489466,0.89680633,0.91866183,0.33637484
-5.93996998,1.72135969,0.02283498,0.19052882,0.01528667,0.00000000,0.00526525,0.97058489,1.00659584,0.36815828
-5.93396698,1.85789414,0.02359776,0.20807236,0.01637407,0.00000000,0.00563496,1.04450163,1.09593638,0.40042836
-5.92796398,1.99338198,0.02431383,0.22568926,0.01743686,0.00000000,0.00599769,1.11747817,1.18549242,0.43272857
-5.92196098,2.12577380,0.02497910,0.24312518,0.01845853,0.00000000,0.00634738,1.18839498,1.27397654,0.46457197
-5.91595798,2.25296997,0.02559068,0.26011023,0.01942236,0.00000000,0.00667819,1.25611746,1.36003260,0.49545164
-5.90995498,2.37287297,0.02614699,0.27636528,0.02031192,0.00000000,0.00698465,1.31952513,1.44226846,0.52485284
-5.90395198,2.48344418,0.02664795,0.29160920,0.02111150,0.00000000,0.00726180,1.37754268,1.51929266,0.55226648
-5.89794897,2.58276299,0.02709505,0.30556663,0.02180657,0.00000000,0.00750535,1.42917198,1.58975381,0.57720348
-5.89194597,2.66908557,0.02749148,0.31797608,0.02238425,0.00000000,0.00771177,1.47352325,1.65238098,0.59920938
-5.88594297,2.74090092,0.02784215,0.32859794,0.02283372,0.00000000,0.00787848,1.50984431,1.70602352,0.61787860
-5.87993997,2.79698130,0.02815373,0.33722211,0.02314658,0.00000000,0.00800384,1.53754634,1.74968837,0.63286773
-5.87393697,2.83642486,0.02843448,0.34367487,0.02331717,0.00000000,0.00808727,1.55622488,1.78257330,0.64390723
-5.86793397,2.85868804,0.02869418,0.34782475,0.02334272,0.00000000,0.00812921,1.56567511,1.80409430,0.65081098
-5.86193097,2.86360637,0.02894378,0.34958695,0.02322353,0.00000000,0.00813113,1.56590039,1.81390588,0.65348322
-5.85592796,2.85140222,0.02919510,0.34892631,0.02296293,0.00000000,0.00809543,1.55711385,1.81191321,0.65192260
-5.84992496,2.82267933,0.02946036,0.34585851,0.02256718,0.00000000,0.00802535,1.53973252,1.79827548,0.64622301
-5.84392196,2.77840393,0.02975168,0.34044950,0.02204530,0.00000000,0.00792483,1.51436468,1.77340026,0.63657129
-5.83791896,2.71987366,0.03008050,0.33281327,0.02140877,0.00000000,0.00779835,1.48179054,1.73792905,0.62324181
-5.83191596,2.64867546,0.03045699,0.32310782,0.02067115,0.00000000,0.00765075,1.44293747,1.69271487,0.60658820
-5.82591296,2.56663454,0.03088945,0.31152989,0.01984763,0.00000000,0.00748702,1.39885090,1.63879279,0.58703271
-5.81990995,2.47575678,0.03138375,0.29830831,0.01895460,0.00000000,0.00731212,1.35066203,1.57734488,0.56505349
-5.81390695,2.37816715,0.03194282,0.28369654,0.01800914,0.00000000,0.00713080,1.29955408,1.50966134,0.54117060
-5.80790395,2.27604700,0.03256630,0.26796469,0.01702849,0.00000000,0.00694741,1.24672838,1.43709935,0.51593111
-5.80190095,2.17157269,0.03325023,0.25139128,0.01602962,0.00000000,0.00676578,1.19337180,1.36104180,0.48989406
-5.79589795,2.06685822,0.03398701,0.23425516,0.01502878,0.00000000,0.00658910,1.14062673,1.28285739,0.46361585
-5.78989495,1.96390379,0.03476543,0.21682793,0.01404110,0.00000000,0.00641983,1.08956467,1.20386390,0.43763648
-5.78389195,1.86455203,0.03557099,0.19936707,0.01308029,0.00000000,0.00625969,1.04116429,1.12529580,0.41246714
-5.77788894,1.77045300,0.03638630,0.18211009,0.01215841,0.00000000,0.00610966,0.99629434,1.04827746,0.38857948
-5.77188594,1.68303858,0.03719173,0.16526977,0.01128567,0.00000000,0.00597000,0.95570160,0.97380249,0.36639677
-5.76588294,1.60350617,0.03796618,0.14903070,0.01047039,0.00000000,0.00584034,0.92000397,0.90271953,0.34628705
-5.75987994,1.53281152,0.03868794,0.13354699,0.00971894,0.00000000,0.00571978,0.88968800,0.83572463,0.32855823
-5.75387694,1.47166945,0.03933565,0.11894137,0.00903580,0.00000000,0.00560706,0.86511066,0.77335968,0.31345518
-5.74787394,1.42056170,0.03988929,0.10530531,0.00842370,0.00000000,0.00550062,0.84650439,0.71601642,0.30115848
-5.74187094,1.37975013,0.04033115,0.09270019,0.00788372,0.00000000,0.00539883,0.83398471,0.66394502,0.29178475
-5.73586793,1.34929418,0.04064669,0.08115940,0.00741554,0.00000000,0.00530009,0.82755961,0.61726646,0.28538830
-5.72986493,1.32907076,0.04082535,0.07069104,0.00701755,0.00000000,0.00520299,0.82713997,0.57598748,0.28196376
-5.72386193,1.31879563,0.04086114,0.06128108,0.00668718,0.00000000,0.00510643,0.83255024,0.54001723,0.28144967
-5.71785893,1.31804481,0.04075307,0.05289692,0.00642100,0.00000000,0.00500969,0.84353892,0.50918444,0.28373263
-5.71185593,1.32627538,0.04050539,0.04549090,0.00621500,0.00000000,0.00491254,0.85978852,0.48325440,0.28865195
-5.70585293,1.34284496,0.04012756,0.03900392,0.00606476,0.00000000,0.00481527,0.88092464,0.46194502,0.29600466
-5.69984992,1.36702950,0.03963401,0.03336877,0.00596561,0.00000000,0.00471867,0.90652417,0.44494133,0.30555088
-5.69384692,1.39803952,0.03904374,0.02851323,0.00591277,0.00000000,0.00462404,0.93612279,0.43190813,0.31701939
-5.68784392,1.43503456,0.03837963,0.02436276,0.00590147,0.00000000,0.00453313,0.96922174,0.42250061,0.33011335
-5.68184092,1.47713651,0.03766771,0.02084288,0.00592708,0.00000000,0.00444806,1.00529424,0.41637281,0.34451641
-5.67583792,1.52344178,0.03693616,0.01788104,0.00598515,0.00000000,0.00437120,1.04379177,0.41318410,0.35989882
-5.66983492,1.57303293,0.03621439,0.01540813,0.00607145,0.00000000,0.00430511,1.08415033,0.41260388,0.37592386
-5.66383192,1.62498989,0.03553193,0.01335956,0.00618205,0.00000000,0.00425235,1.12579701,0.41431462,0.39225421
-5.65782891,1.67840109,0.03491742,0.01167604,0.00631331,0.00000000,0.00421538,1.16815685,0.41801369,0.40855850
-5.65182591,1.73237443,0.03439759,0.01030397,0.00646189,0.00000000,0.00419644,1.21065993,0.42341417,0.42451758
-5.64582291,1.78604817,0.03399637,0.00919566,0.00662474,0.00000000,0.00419740,1.25274870,0.43024499,0.43983068
-5.63981991,1.83860151,0.03373403,0.00830926,0.00679909,0.00000000,0.00421968,1.29388530,0.43825053,0.45422106
-5.63381691,1.88926454,0.03362652,0.00760860,0.00698244,0.00000000,0.00426412,1.33355861,0.44719006,0.46744103
-5.62781391,1.93732725,0.03368494,0.00706286,0.00717248,0.00000000,0.00433093,1.37129073,0.45683699,0.47927631
-5.62181091,1.98214730,0.03391514,0.00664621,0.00736713,0.00000000,0.00441964,1.40664266,0.46697819,0.48954934
-5.61580790,2.02315606,0.03431754,0.00633741,0.00756442,0.00000000,0.00452904,1.43921890,0.47741341,0.49812158
-5.60980490,2.05986288,0.03488710,0.00611933,0.00776251,0.00000000,0.00465722,1.46867078,0.48795476,0.50489470
-5.60380190,2.09185728,0.03561337,0.00597861,0.00795961,0.00000000,0.00480156,1.49469845,0.49842648,0.50981061
-5.59779890,2.11880914,0.03648086,0.00590519,0.00815394,0.00000000,0.00495882,1.51705151,0.50866484,0.51285029
-5.59179590,2.14046709,0.03746936,0.00589204,0.00834370,0.00000000,0.00512519,1.53552840,0.51851828,0.51403174
-5.58579290,2.15665524,0.03855454,0.00593479,0.00852704,0.00000000,0.00529636,1.54997477,0.52784780,0.51340687
-5.57978989,2.16726877,0.03970857,0.00603149,0.00870202,0.00000000,0.00546771,1.56028113,0.53652762,0.51105782
-5.57378689,2.17226890,0.04090084,0.00618243,0.00886662,0.00000000,0.00563438,1.56638006,0.54444613,0.50709269
-5.56778389,2.17167753,0.04209881,0.00638994,0.00901872,0.00000000,0.00579144,1.56824341,0.55150719,0.50164106
-5.56178089,2.16557230,0.04326885,0.00665832,0.00915610,0.00000000,0.00593403,1.56587974,0.55763171,0.49484950
-5.55577789,2.15408239,0.04437711,0.00699376,0.00927654,0.00000000,0.00605751,1.55933239,0.56275964,0.48687716
-5.54977489,2.13738530,0.04539043,0.00740427,0.00937777,0.00000000,0.00615762,1.54867828,0.56685214,0.47789176
-5.54377189,2.11570492,0.04627722,0.00789976,0.00945764,0.00000000,0.00623060,1.53402756,0.56989408,0.46806611
-5.53776888,2.08931084,0.04700829,0.00849203,0.00951409,0.00000000,0.00627334,1.51552417,0.57189659,0.45757508
-5.53176588,2.05851877,0.04755760,0.00919477,0.00954534,0.00000000,0.00628342,1.49334707,0.57289965,0.44659329
-5.52576288,2.02369168,0.04790294,0.01002369,0.00954988,0.00000000,0.00625925,1.46771197,0.57297448,0.43529320
-5.51975988,1.98524138,0.04802652,0.01099648,0.00952664,0.00000000,0.00620009,1.43887323,0.57222557,0.42384390
-5.51375688,1.94362987,0.04791539,0.01213286,0.00947504,0.00000000,0.00610607,1.40712548,0.57079211,0.41241014
-5.50775388,1.89937003,0.04756171,0.01345451,0.00939509,0.00000000,0.00597821,1.37280469,0.56884868,0.40115165
-5.50175088,1.85302495,0.04696296,0.01498500,0.00928744,0.00000000,0.00581832,1.33628821,0.56660488,0.39022269
-5.49574787,1.80520550,0.04612185,0.01674965,0.00915343,0.00000000,0.00562902,1.29799338,0.56430382,0.37977146
-5.48974487,1.75656580,0.04504623,0.01877521,0.00899510,0.00000000,0.00541358,1.25837465,0.56221934,0.36993948
-5.48374187,1.70779616,0.04374870,0.02108955,0.00881522,0.00000000,0.00517584,1.21791881,0.56065172,0.36086074
-5.47773887,1.65961356,0.04224624,0.02372120,0.00861722,0.00000000,0.00492009,1.17713848,0.55992201,0.35266054
-5.47173587,1.61274979,0.04055956,0.02669872,0.00840518,0.00000000,0.00465094,1.13656386,0.56036499,0.34545408
-5.46573287,1.56793732,0.03871253,0.03005000,0.00818367,0.00000000,0.00437315,1.09673287,0.56232074,0.33934481
-5.45972986,1.52589352,0.03673137,0.03380144,0.00795772,0.00000000,0.00409154,1.05818023,0.56612513,0.33442254
-5.45372686,1.48730374,0.03464395,0.03797698,0.00773262,0.00000000,0.00381080,1.02142556,0.57209942,0.33076142
-5.44772386,1.45280380,0.03247896,0.04259705,0.00751383,0.00000000,0.00353544,0.98696126,0.58053921,0.32841799
-5.44172086,1.42296279,0.03026518,0.04767748,0.00730676,0.00000000,0.00326962,0.95524039,0.59170322,0.32742923
-5.43571786,1.39826660,0.02803073,0.05322832,0.00711664,0.00000000,0.00301709,0.92666530,0.60580213,0.32781097
-5.42971486,1.37910327,0.02580245,0.05925266,0.00694835,0.00000000,0.00278111,0.90157722,0.62298803,0.32955656
-5.42371186,1.36575033,0.02360530,0.06574551,0.00680625,0.00000000,0.00256442,0.88024741,0.64334476,0.33263607
-5.41770885,1.35836505,0.02146190,0.07269275,0.00669401,0.00000000,0.00236917,0.86287012,0.66687971,0.33699593
-5.41170585,1.35697771,0.01939216,0.08007026,0.00661453,0.00000000,0.00219692,0.84955757,0.69351732,0.34255922
-5.40570285,1.36148835,0.01741303,0.08784317,0.00656979,0.00000000,0.00204868,0.84033723,0.72309478,0.34922652
-5.39969985,1.37166706,0.01553839,0.09596545,0.00656080,0.00000000,0.00192486,0.83515135,0.75536007,0.35687734
-5.39369685,1.38715784,0.01377896,0.10437976,0.00658753,0.00000000,0.00182536,0.83385874,0.78997281,0.36537211
-5.38769385,1.40748591,0.01214242,0.11301769,0.00664890,0.00000000,0.00174960,0.83623874,0.82650782,0.37455466
-5.38169085,1.43206837,0.01063357,0.12180036,0.00674281,0.00000000,0.00169655,0.84199727,0.86446166,0.38425513
-5.37568784,1.46022778,0.00925449,0.13063946,0.00686617,0.00000000,0.00166480,0.85077457,0.90326212,0.39429323
-5.36968484,1.49120842,0.00800491,0.13943880,0.00701504,0.00000000,0.00165263,0.86215460,0.94228037,0.40448181
-5.36368184,1.52419484,0.00688247,0.14809620,0.00718469,0.00000000,0.00165808,0.87567578,0.98084576,0.41463054
-5.35767884,1.55833217,0.00588312,0.15650583,0.00736976,0.00000000,0.00167902,0.89084269,1.01826277,0.42454988
-5.35167584,1.59274785,0.00500142,0.16456101,0.00756446,0.00000000,0.00171319,0.90713863,1.05382976,0.43405494
-5.34567284,1.62657432,0.00423099,0.17215717,0.00776271,0.00000000,0.00175834,0.92403872,1.08685888,0.44296951
-5.33966983,1.65897201,0.00356475,0.17919520,0.00795838,0.00000000,0.00181222,0.94102320,1.11669678,0.45112997
-5.33366683,1.68915237,0.00299533,0.18558482,0.00814547,0.00000000,0.00187272,0.95759080,1.14274506,0.45838915
-5.32766383,1.71640022,0.00251531,0.19124800,0.00831831,0.00000000,0.00193790,0.97327179,1.16448018,0.46462004
-5.32166083,1.74009499,0.00211751,0.19612232,0.00847176,0.00000000,0.00200607,0.98764057,1.18147176,0.46971930
-5.31565783,1.75973028,0.00179517,0.20016401,0.00860139,0.00000000,0.00207586,1.00032739,1.19339885,0.47361057
-5.30965483,1.77493116,0.00154216,0.20335066,0.00870361,0.00000000,0.00214625,1.01102901,1.20006333,0.47624731
-5.30365183,1.78546863,0.00135309,0.20568346,0.00877585,0.00000000,0.00221663,1.01951796,1.20140001,0.47761532
-5.29764882,1.79127079,0.00122342,0.20718877,0.00881660,0.00000000,0.00228683,1.02565004,1.19748288,0.47773465
-5.29164582,1.79243008,0.00114951,0.20791903,0.00882549,0.00000000,0.00235715,1.02936984,1.18852725,0.47666086
-5.28564282,1.78920621,0.00112861,0.20795290,0.00880335,0.00000000,0.00242837,1.03071397,1.17488752,0.47448550
-5.27963982,1.78202436,0.00115888,0.20739454,0.00875212,0.00000000,0.00250174,1.02981170,1.15705065,0.47133567
-5.27363682,1.77146847,0.00123929,0.20637212,0.00867487,0.00000000,0.00257891,1.02688279,1.13562536,0.46737264
-5.26763382,1.75826931,0.00136958,0.20503543,0.00857566,0.00000000,0.00266197,1.02223247,1.11132744,0.46278936
-5.26163082,1.74328758,0.00155008,0.20355278,0.00845943,0.00000000,0.00275331,1.01624340,1.08496149,0.45780683
-5.25562781,1.72749209,0.00178161,0.20210722,0.00833187,0.00000000,0.00285557,1.00936470,1.05739980,0.45266946
-5.24962481,1.71193343,0.00206529,0.20089209,0.00819919,0.00000000,0.00297153,1.00209826,1.02955886,0.44763924
-5.24362181,1.69771388,0.00240238,0.20010620,0.00806797,0.00000000,0.00310402,0.99498260,1.00237440,0.44298909
-5.23761881,1.68595416,0.00279403,0.19994859,0.00794495,0.00000000,0.00325573,0.98857461,0.97677553,0.43899526
-5.23161581,1.67775818,0.00324110,0.20061328,0.00783679,0.00000000,0.00342914,0.98342990,0.95365907,0.43592929
-5.22561281,1.67417675,0.00374394,0.20228382,0.00774987,0.00000000,0.00362638,0.98008231,0.93386458,0.43404958
-5.21960980,1.67617174,0.00430218,0.20512820,0.00769011,0.00000000,0.00384905,0.97902328,0.91815099,0.43359294
-5.21360680,1.68458176,0.00491452,0.20929400,0.00766278,0.00000000,0.00409814,0.98068203,0.90717553,0.43476654
-5.20760380,1.70009097,0.00557860,0.21490401,0.00767230,0.00000000,0.00437389,0.98540728,0.90147554,0.43774045
-5.20160080,1.72320221,0.00629081,0.22205259,0.00772215,0.00000000,0.00467574,0.99345144,0.90145367,0.44264123
-5.19559780,1.75421566,0.00704623,0.23080267,0.00781476,0.00000000,0.00500224,1.00495794,0.90736704,0.44954691
-5.18959480,1.79321426,0.00783858,0.24118375,0.00795141,0.00000000,0.00535106,1.01995245,0.91932053,0.45848356
-5.18359180,1.84005661,0.00866020,0.25319077,0.00813225,0.00000000,0.00571896,1.03833859,0.93726455,0.46942371
-5.17758879,1.89437801,0.00950217,0.26678406,0.00835624,0.00000000,0.00610186,1.05989836,0.96099730,0.48228682
-5.17158579,1.95559990,0.01035440,0.28189033,0.00862127,0.00000000,0.00649491,1.08429769,0.99017165,0.49694177
-5.16558279,2.02294767,0.01120586,0.29840474,0.00892420,0.00000000,0.00689266,1.11109678,1.02430633,0.51321152
-5.15957979,2.09547634,0.01204483,0.31619397,0.00926100,0.00000000,0.00728917,1.13976523,1.06280136,0.53087956
-5.15357679,2.17210346,0.01285920,0.33510030,0.00962689,0.00000000,0.00767819,1.16970127,1.10495717,0.54969814
-5.14757379,2.25164785,0.01363684,0.35494652,0.01001655,0.00000000,0.00805341,1.20025444,1.14999700,0.56939786
-5.14157079,2.33287293,0.01436597,0.37554153,0.01042428,0.00000000,0.00840867,1.23075081,1.19709195,0.58969823
-5.13556778,2.41453281,0.01503552,0.39668655,0.01084425,0.00000000,0.00873814,1.26051958,1.24538778,0.61031877
-5.12956478,2.49541918,0.01563558,0.41818156,0.01127070,0.00000000,0.00903657,1.28892004,1.29403276,0.63099013
-5.12356178,2.57440702,0.01615768,0.43983182,0.01169817,0.00000000,0.00929950,1.31536757,1.34220545,0.65146462
-5.11755878,2.65049696,0.01659517,0.46145425,0.01212171,0.00000000,0.00952338,1.33935740,1.38914150,0.67152579
-5.11155578,2.72285239,0.01694341,0.48288327,0.01253704,0.00000000,0.00970574,1.36048522,1.43415833,0.69099643
-5.10555278,2.79082939,0.01720000,0.50397583,0.01294071,0.00000000,0.00984525,1.37846333,1.47667664,0.70974472
-5.09954977,2.85399805,0.01736483,0.52461551,0.01333021,0.00000000,0.00994177,1.39313176,1.51623789,0.72768792
-5.09354677,2.91215385,0.01744011,0.54471526,0.01370406,0.00000000,0.00999632,1.40446364,1.55251676,0.74479377
-5.08754377,2.96531851,0.01743027,0.56421870,0.01406179,0.00000000,0.01001104,1.41256450,1.58532801,0.76107912
-5.08154077,3.01373001,0.01734174,0.58309982,0.01440390,0.00000000,0.00998902,1.41766552,1.61462727,0.77660599
-5.07553777,3.05782209,0.01718273,0.60136106,0.01473183,0.00000000,0.00993421,1.42011102,1.64050551,0.79147531
-5.06953477,3.09819406,0.01696284,0.61902978,0.01504774,0.00000000,0.00985116,1.42034060,1.66317743,0.80581839
-5.06353177,3.13557237,0.01669272,0.63615326,0.01535440,0.00000000,0.00974484,1.41886697,1.68296411,0.81978678
-5.05752876,3.17076567,0.01638360,0.65279242,0.01565492,0.00000000,0.00962040,1.41625038,1.70027074,0.83354095
-5.05152576,3.20461564,0.01604686,0.66901468,0.01595255,0.00000000,0.00948291,1.41307087,1.71556034,0.84723830
-5.04552276,3.23794614,0.01569359,0.68488619,0.01625040,0.00000000,0.00933720,1.40989984,1.72932495,0.86102134
-5.03951976,3.27151318,0.01533421,0.70046403,0.01655121,0.00000000,0.00918758,1.40727212,1.74205553,0.87500652
-5.03351676,3.30595849,0.01497808,0.71578877,0.01685711,0.00000000,0.00903774,1.40566009,1.75421233,0.88927447
-5.02751376,3.34176916,0.01463324,0.73087786,0.01716939,0.00000000,0.00889059,1.40545095,1.76619724,0.90386207
-5.02151076,3.37924554,0.01430617,0.74572038,0.01748842,0.00000000,0.00874819,1.40692843,1.77832957,0.91875709
-5.01550775,3.41847919,0.01400167,0.76027346,0.01781343,0.00000000,0.00861169,1.41025957,1.79082681,0.93389537
-5.00950475,3.45934221,0.01372283,0.77446071,0.01814257,0.00000000,0.00848139,1.41548742,1.80379122,0.94916112
-5.00350175,3.50148849,0.01347107,0.78817296,0.01847286,0.00000000,0.00835675,1.42252976,1.81720320,0.96439012
-4.99749875,3.54436688,0.01324627,0.80127113,0.01880029,0.00000000,0.00823655,1.43118393,1.83092179,0.97937572
-4.99149575,3.58724567,0.01304696,0.81359145,0.01911998,0.00000000,0.00811895,1.44113739,1.84469220,0.99387752
-4.98549275,3.62924692,0.01287060,0.82495254,0.01942634,0.00000000,0.00800170,1.45198340,1.85816011,1.00763194
-4.97948974,3.66938884,0.01271384,0.83516427,0.01971336,0.00000000,0.00788230,1.46324097,1.87089172,1.02036446
-4.97348674,3.70663377,0.01257288,0.84403768,0.01997481,0.00000000,0.00775815,1.47437788,1.88239856,1.03180262
-4.96748374,3.73993926,0.01244375,0.85139560,0.02020459,0.00000000,0.00762676,1.48483571,1.89216556,1.04168914
-4.96148074,3.76830933,0.01232266,0.85708328,0.02039697,0.00000000,0.00748586,1.49405545,1.89968075,1.04979448
-4.95547774,3.79084313,0.01220626,0.86097841,0.02054688,0.00000000,0.00733357,1.50150248,1.90446495,1.05592802
-4.94947474,3.80677852,0.01209187,0.86299999,0.02065011,0.00000000,0.00716846,1.50668969,1.90609975,1.05994748
-4.94347174,3.81552821,0.01197768,0.86311547,0.02070357,0.00000000,0.00698967,1.50919766,1.90425228,1.06176580
-4.93746873,3.81670675,0.01186282,0.86134570,0.02070535,0.00000000,0.00679692,1.50869102,1.89869534,1.06135539
-4.93146573,3.81014729,0.01174746,0.85776750,0.02065485,0.00000000,0.00659052,1.50493044,1.88932204,1.05874946
-4.92546273,3.79590730,0.01163274,0.85251356,0.02055279,0.00000000,0.00637133,1.49777971,1.87615408,1.05404039
-4.91945973,3.77426364,0.01152070,0.84576969,0.02040115,0.00000000,0.00614074,1.48720806,1.85934357,1.04737545
-4.91345673,3.74569754,0.01141413,0.83776969,0.02020310,0.00000000,0.00590056,1.47328764,1.83916835,1.03895007
-4.90745373,3.71087084,0.01131636,0.82878795,0.01996281,0.00000000,0.00565297,1.45618677,1.81602138,1.02899916
-4.90145073,3.67059512,0.01123104,0.81913038,0.01968533,0.00000000,0.00540035,1.43615949,1.79039496,1.01778707
-4.89544772,3.62579601,0.01116185,0.80912406,0.01937631,0.00000000,0.00514526,1.41353224,1.76286094,1.00559683
-4.88944472,3.57747470,0.01111229,0.79910623,0.01904178,0.00000000,0.00489027,1.38868850,1.73404804,0.99271920
-4.88344172,3.52666908,0.01108535,0.78941331,0.01868799,0.00000000,0.00463789,1.36205234,1.70461784,0.97944236
-4.87743872,3.47441667,0.01108334,0.78037038,0.01832109,0.00000000,0.00439050,1.33407185,1.67524073,0.96604251
-4.87143572,3.42172116,0.01110764,0.77228182,0.01794699,0.00000000,0.00415026,1.30520322,1.64657303,0.95277616
-4.86543272,3.36952428,0.01115860,0.76542342,0.01757120,0.00000000,0.00391907,1.27589617,1.61923665,0.93987416
-4.85942971,3.31868400,0.01123539,0.76003641,0.01719865,0.00000000,0.00369854,1.24658149,1.59380200,0.92753796
-4.85342671,3.26995966,0.01133597,0.75632355,0.01683361,0.00000000,0.00348994,1.21766086,1.57077486,0.91593780
-4.84742371,3.22400430,0.01145717,0.75444729,0.01647967,0.00000000,0.00329426,1.18949935,1.55058753,0.90521311
-4.84142071,3.18136359,0.01159471,0.75453004,0.01613967,0.00000000,0.00311217,1.16242051,1.53359435,0.89547459
-4.83541771,3.14248066,0.01174339,0.75665621,0.01581575,0.00000000,0.00294406,1.13670406,1.52007112,0.88680780
-4.82941471,3.10770567,0.01189726,0.76087564,0.01550941,0.00000000,0.00279007,1.11258573,1.51021806,0.87927773
-4.82341171,3.07730851,0.01204985,0.76720810,0.01522153,0.00000000,0.00265014,1.09025896,1.50416546,0.87293392
-4.81740870,3.05149320,0.01219444,0.77564824,0.01495254,0.00000000,0.00252403,1.06987800,1.50198104,0.86781556
-4.81140570,3.03041225,0.01232432,0.78617051,0.01470241,0.00000000,0.00241137,1.05156178,1.50367831,0.86395614
-4.80540270,3.01417949,0.01243302,0.79873350,0.01447085,0.00000000,0.00231166,1.03539826,1.50922459,0.86138714
-4.79939970,3.00288012,0.01251461,0.81328330,0.01425733,0.00000000,0.00222436,1.02144856,1.51854822,0.86014046
-4.79339670,2.99657692,0.01256388,0.82975548,0.01406118,0.00000000,0.00214886,1.00975070,1.53154403,0.86024928
-4.78739370,2.99531198,0.01257655,0.84807540,0.01388164,0.00000000,0.00208452,1.00032261,1.54807661,0.86174720
-4.78139070,2.99910389,0.01254936,0.86815696,0.01371795,0.00000000,0.00203068,0.99316420,1.56798133,0.86466584
-4.77538769,3.00794056,0.01248016,0.88989956,0.01356928,0.00000000,0.00198665,0.98825857,1.59106295,0.86903081
