energy_ev,total_up,Ag_p_up,Ag_d_up,C_s_up,C_p_up,Hf_p_up,Hf_d_up,S_s_up,S_p_up
-5.53776888,2.43596538,0.73460232,1.68258396,0.00491678,0.05766131,0.29036928,0.18719165,0.00605342,0.37403111
-5.53176588,2.49641175,0.76063439,1.72319005,0.00507977,0.06103353,0.29485147,0.19556184,0.00617023,0.37879535
-5.52576288,2.55837164,0.78705034,1.76449324,0.00524258,0.06462495,0.29967932,0.20420758,0.00630790,0.38372091
-5.51975988,2.62172688,0.81376838,1.80631879,0.00540435,0.06841860,0.30492556,0.21310196,0.00646960,0.38890662
-5.51375688,2.68640049,0.84071417,1.84853319,0.00556406,0.07239577,0.31066115,0.22221735,0.00665823,0.39445113
-5.50775388,2.75235948,0.86782030,1.89105079,0.00572056,0.07653595,0.31695228,0.23152479,0.00687627,0.40044983
-5.50175088,2.81961406,0.89502523,1.93383759,0.00587256,0.08081679,0.32385724,0.24099315,0.00712563,0.40699165
-5.49574787,2.88821293,0.92227142,1.97691138,0.00601864,0.08521397,0.33142330,0.25058822,0.00740754,0.41415589
-5.48974487,2.95823435,0.94950295,2.02033799,0.00615725,0.08970096,0.33968371,0.26027166,0.00772245,0.42200895
-5.48374187,3.02977308,0.97666274,2.06422350,0.00628677,0.09424886,0.34865502,0.26999994,0.00806994,0.43060145
-5.47773887,3.10292356,1.00368946,2.10870246,0.00640554,0.09882615,0.35833482,0.27972335,0.00844870,0.43996545
-5.47173587,3.17775987,1.03051445,2.15392250,0.00651184,0.10339851,0.36870006,0.28938519,0.00885644,0.45011209
-5.46573287,3.25431339,1.05705863,2.20002598,0.00660400,0.10792866,0.37970596,0.29892111,0.00928994,0.46102970
-5.45972986,3.33254917,1.08322977,2.24712952,0.00668043,0.11237631,0.39128564,0.30825880,0.00974509,0.47268237
-5.45372686,3.41234230,1.10892008,2.29530245,0.00673961,0.11669828,0.40335041,0.31731805,0.01021691,0.48500906
-5.44772386,3.49345575,1.13400437,2.34454536,0.00678019,0.12084868,0.41579081,0.32601120,0.01069965,0.49792339
-5.44172086,3.57552086,1.15833889,2.39477015,0.00680099,0.12477936,0.42847819,0.33424405,0.01118690,0.51131399
-5.43571786,3.65802214,1.18176078,2.44578261,0.00680104,0.12844049,0.44126695,0.34191717,0.01167172,0.52504546
-5.42971486,3.74028738,1.20408830,2.49726907,0.00677962,0.13178139,0.45399714,0.34892772,0.01214678,0.53896000
-5.42371186,3.82148426,1.22512189,2.54878788,0.00673627,0.13475151,0.46649755,0.35517156,0.01260452,0.55287960
-5.41770885,3.90062415,1.24464587,2.59976681,0.00667080,0.13730152,0.47858894,0.36054569,0.01303732,0.56660876
-5.41170585,3.97657364,1.26243094,2.64950675,0.00658329,0.13938464,0.49008753,0.36495094,0.01343767,0.57993784
-5.40570285,4.04807382,1.27823742,2.69719219,0.00647413,0.14095796,0.50080847,0.36829478,0.01379832,0.59264674
-5.39969985,4.11376698,1.29181902,2.74190823,0.00634397,0.14198376,0.51056942,0.37049403,0.01411249,0.60450904
-5.39369685,4.17223022,1.30292739,2.78266382,0.00619373,0.14243088,0.51919391,0.37147761,0.01437399,0.61529652
-5.38769385,4.22201472,1.31131697,2.81842046,0.00602459,0.14227593,0.52651472,0.37118893,0.01457741,0.62478381
-5.38169085,4.26168948,1.31675054,2.84812521,0.00583796,0.14150429,0.53237699,0.36958805,0.01471820,0.63275333
-5.37568784,4.28988777,1.31900496,2.87074690,0.00563545,0.14011103,0.53664120,0.36665332,0.01479282,0.63900021
-5.36968484,4.30535466,1.31787721,2.88531382,0.00541885,0.13810140,0.53918592,0.36238263,0.01479884,0.64333722
-5.36368184,4.30699348,1.31319067,2.89095143,0.00519011,0.13549117,0.53991035,0.35679409,0.01473498,0.64559951
-5.35767884,4.29390951,1.30480120,2.88691836,0.00495129,0.13230662,0.53873656,0.34992612,0.01460114,0.64564912
-5.35167584,4.26544882,1.29260317,2.87263904,0.00470454,0.12858414,0.53561149,0.34183706,0.01439848,0.64337903
-5.34567284,4.22123071,1.27653510,2.84773163,0.00445207,0.12436963,0.53050858,0.33260420,0.01412933,0.63871681
-5.33966983,4.16117228,1.25658458,2.81202973,0.00419612,0.11971762,0.52342910,0.32232235,0.01379720,0.63162748
-5.33366683,4.08550383,1.23279255,2.76559699,0.00393892,0.11469008,0.51440302,0.31110197,0.01340672,0.62211570
-5.32766383,3.99477457,1.20525639,2.70873393,0.00368267,0.10935514,0.50348946,0.29906697,0.01296350,0.61022711
-5.32166083,3.88984807,1.17413185,2.64197644,0.00342953,0.10378562,0.49077658,0.28635224,0.01247409,0.59604871
-5.31565783,3.77188762,1.13963356,2.56608622,0.00318160,0.09805754,0.47638096,0.27310102,0.01194581,0.57970826
-5.30965483,3.64233198,1.10203392,2.48203322,0.00294087,0.09224859,0.46044644,0.25946209,0.01138663,0.56137263
-5.30365183,3.50286231,1.06166042,2.39097111,0.00270925,0.08643666,0.44314225,0.24558706,0.01080503,0.54124527
-5.29764882,3.35536170,1.01889126,2.29420651,0.00248853,0.08069845,0.42466067,0.23162764,0.01020984,0.51956256
-5.29164582,3.20186862,0.97414937,2.19316345,0.00228038,0.07510825,0.40521405,0.21773306,0.00961010,0.49658941
-5.28564282,3.04452614,0.92789494,2.08934438,0.00208635,0.06973683,0.38503131,0.20404765,0.00901488,0.47261407
-5.27963982,2.88552881,0.88061670,1.98428931,0.00190789,0.06465053,0.36435405,0.19070867,0.00843320,0.44794228
-5.27363682,2.72706891,0.83282208,1.87953460,0.00174629,0.05991053,0.34343222,0.17784435,0.00787384,0.42289098
-5.26763382,2.57128417,0.78502677,1.77657303,0.00160274,0.05557228,0.32251955,0.16557227,0.00734525,0.39778181
-5.26163082,2.42020834,0.73774376,1.67681640,0.00147828,0.05168506,0.30186887,0.15399791,0.00685540,0.37293440
-5.25562781,2.27572642,0.69147249,1.58156193,0.00137384,0.04829171,0.28172731,0.14321357,0.00641173,0.34865986
-5.24962481,2.13953540,0.64668823,1.49196348,0.00129022,0.04542842,0.26233171,0.13329755,0.00602100,0.32525447
-5.24362181,2.01311177,0.60383214,1.40900820,0.00122807,0.04312457,0.24390412,0.12431352,0.00568924,0.30299383
-5.23761881,1.89768611,0.56330239,1.33349914,0.00118789,0.04140264,0.22664763,0.11631019,0.00542169,0.28212755
-5.23161581,1.79422512,0.52544636,1.26604386,0.00117003,0.04027812,0.21074271,0.10932118,0.00522266,0.26287462
-5.22561281,1.70342109,0.49055433,1.20704914,0.00117466,0.03975935,0.19634385,0.10336506,0.00509554,0.24541956
-5.21960980,1.62568849,0.45885471,1.15672122,0.00120174,0.03984743,0.18357694,0.09844558,0.00504272,0.22990936
-5.21360680,1.56116717,0.43051084,1.11507129,0.00125102,0.04053604,0.17253712,0.09455207,0.00506550,0.21645127
-5.20760380,1.50973151,0.40561941,1.08192552,0.00132201,0.04181127,0.16328735,0.09165994,0.00516412,0.20511150
-5.20160080,1.47100495,0.38421048,1.05693887,0.00141396,0.04365151,0.15585763,0.08973140,0.00533767,0.19591471
-5.19559780,1.44437890,0.36624894,1.03961208,0.00152582,0.04602732,0.15024496,0.08871623,0.00558414,0.18884440
-5.18959480,1.42903551,0.35163740,1.02931101,0.00165626,0.04890145,0.14641392,0.08855277,0.00590038,0.18384416
-5.18359180,1.42397354,0.34022033,1.02528769,0.00180364,0.05222900,0.14429811,0.08916907,0.00628215,0.18081958
-5.17758879,1.42803665,0.33178921,1.02670260,0.00196599,0.05595774,0.14380217,0.09048413,0.00672424,0.17964109
-5.17158579,1.43994373,0.32608880,1.03264743,0.00214109,0.06002867,0.14480456,0.09240947,0.00722051,0.18014737
-5.16558279,1.45832066,0.32282409,1.04216819,0.00232641,0.06437688,0.14716100,0.09485072,0.00776408,0.18214953
-5.15957979,1.48173318,0.32166797,1.05428806,0.00251920,0.06893267,0.15070855,0.09770958,0.00834750,0.18543586
-5.15357679,1.50872040,0.32226949,1.06802982,0.00271654,0.07362296,0.15527021,0.10088584,0.00896297,0.18977711
-5.14757379,1.53782862,0.32426241,1.08243764,0.00291539,0.07837305,0.16066000,0.10427968,0.00960262,0.19493225
-5.14157079,1.56764486,0.32727410,1.09659782,0.00311264,0.08310854,0.16668842,0.10779396,0.01025877,0.20065461
-5.13556778,1.59682972,0.33093443,1.10965835,0.00330526,0.08775750,0.17316806,0.11133679,0.01092429,0.20669816
-5.12956478,1.62414870,0.33488461,1.12084697,0.00349034,0.09225280,0.17991932,0.11482389,0.01159281,0.21282394
-5.12356178,1.64850151,0.33878584,1.12948737,0.00366520,0.09653438,0.18677591,0.11818110,0.01225914,0.21880633
-5.11755878,1.66894837,0.34232736,1.13501321,0.00382747,0.10055149,0.19359006,0.12134655,0.01291946,0.22443913
-5.11155578,1.68473248,0.34523394,1.13697957,0.00397520,0.10426473,0.20023712,0.12427267,0.01357158,0.22954101
-5.10555278,1.69529791,0.34727249,1.13507144,0.00410691,0.10764781,0.20661943,0.12692780,0.01421514,0.23396046
-5.09954977,1.70030188,0.34825757,1.12910892,0.00422164,0.11068881,0.21266918,0.12929736,0.01485164,0.23757973
-5.09354677,1.69962105,0.34805572,1.11904879,0.00431903,0.11339100,0.21835017,0.13138444,0.01548452,0.24031790
-5.08754377,1.69335105,0.34658839,1.10498234,0.00439926,0.11577305,0.22365832,0.13320980,0.01611900,0.24213269
-5.08154077,1.68179909,0.34383341,1.08712924,0.00446311,0.11786861,0.22862087,0.13481124,0.01676193,0.24302110
-5.07553777,1.66546971,0.33982495,1.06582766,0.00451188,0.11972522,0.23329421,0.13624229,0.01742149,0.24301879
-5.06953477,1.64504394,0.33465197,1.04152072,0.00454731,0.12140263,0.23776051,0.13757028,0.01810676,0.24219821
-5.06353177,1.62135255,0.32845519,1.01473986,0.00457155,0.12297054,0.24212310,0.13887385,0.01882730,0.24066554
-5.05752876,1.59534434,0.32142277,0.98608545,0.00458700,0.12450583,0.24650102,0.14023996,0.01959256,0.23855663
-5.05152576,1.56805065,0.31378483,0.95620557,0.00459620,0.12608953,0.25102278,0.14176056,0.02041137,0.23603207
-5.04552276,1.54054769,0.30580700,0.92577357,0.00460172,0.12780345,0.25581968,0.14352905,0.02129130,0.23327160
-5.03951976,1.51391802,0.29778328,0.89546542,0.00460600,0.12972687,0.26101913,0.14563664,0.02223814,0.23046813
-5.03351676,1.48921296,0.29002839,0.86593768,0.00461123,0.13193326,0.26673810,0.14816892,0.02325539,0.22782156
-5.02751376,1.46741745,0.28286990,0.83780697,0.00461926,0.13448733,0.27307719,0.15120255,0.02434383,0.22553271
-5.02151076,1.44941876,0.27664035,0.81163169,0.00463145,0.13744248,0.28011553,0.15480252,0.02550121,0.22379755
-5.01550775,1.43598017,0.27166949,0.78789671,0.00464862,0.14083874,0.28790680,0.15901981,0.02672209,0.22280184
-5.00950475,1.42772065,0.26827680,0.76700145,0.00467103,0.14470138,0.29647645,0.16388970,0.02799777,0.22271650
-5.00350175,1.42510092,0.26676446,0.74925171,0.00469830,0.14904021,0.30582041,0.16943085,0.02931649,0.22369359
-4.99749875,1.42841612,0.26741065,0.73485534,0.00472947,0.15384952,0.31590516,0.17564486,0.03066364,0.22586307
-4.99149575,1.43779485,0.27046340,0.72392160,0.00476303,0.15910866,0.32666908,0.18251662,0.03202223,0.22933032
-4.98549275,1.45320407,0.27613472,0.71646404,0.00479697,0.16478329,0.33802511,0.19001522,0.03337342,0.23417430
-4.97948974,1.47445893,0.28459526,0.71240636,0.00482891,0.17082698,0.34986435,0.19809520,0.03469717,0.24044630
-4.97348674,1.50123658,0.29596925,0.71159068,0.00485619,0.17718330,0.36206042,0.20669832,0.03597298,0.24816919
-4.96748374,1.53309266,0.31032976,0.71378771,0.00487601,0.18378799,0.37447430,0.21575539,0.03718057,0.25733701
-4.96148074,1.56947942,0.32769444,0.71870798,0.00488556,0.19057131,0.38695925,0.22518825,0.03830067,0.26791481
-4.95547774,1.60976412,0.34802167,0.72601361,0.00488217,0.19746023,0.39936576,0.23491163,0.03931566,0.27983872
-4.94947474,1.65324693,0.37120730,0.73532998,0.00486339,0.20438047,0.41154596,0.24483486,0.04021016,0.29301606
-4.94347174,1.69917740,0.39708222,0.74625678,0.00482717,0.21125823,0.42335764,0.25486339,0.04097154,0.30732569
-4.93746873,1.74676915,0.42541090,0.75837814,0.00477190,0.21802161,0.43466747,0.26489987,0.04159022,0.32261846
-4.93146573,1.79521244,0.45589133,0.77127158,0.00469652,0.22460158,0.44535358,0.27484512,0.04205991,0.33871797
-4.92546273,1.84368480,0.48815647,0.78451566,0.00460054,0.23093268,0.45530738,0.28459871,0.04237765,0.35542171
-4.91945973,1.89136009,0.52177758,0.79769652,0.00448407,0.23695338,0.46443483,0.29405944,0.04254368,0.37250268
-4.91345673,1.93741652,0.55626967,0.81041317,0.00434781,0.24260620,0.47265719,0.30312571,0.04256125,0.38971179
-4.90745373,1.98104421,0.59109917,0.82228218,0.00419303,0.24783775,0.47991158,0.31169592,0.04243632,0.40678102
-4.90145073,2.02145326,0.62569396,0.83294164,0.00402149,0.25259873,0.48615142,0.31966908,0.04217710,0.42342746
-4.89544772,2.05788275,0.65945557,0.84205496,0.00383539,0.25684406,0.49134697,0.32694564,0.04179368,0.43935846
-4.88944472,2.08961133,0.69177345,0.84931464,0.00363729,0.26053320,0.49548619,0.33342873,0.04129755,0.45427759
-4.88344172,2.11596972,0.72204093,0.85444622,0.00343000,0.26363075,0.49857596,0.33902578,0.04070116,0.46789160
-4.87743872,2.13635507,0.74967234,0.85721249,0.00321650,0.26610732,0.50064368,0.34365063,0.04001758,0.47991805
-4.87143572,2.15024708,0.77412070,0.85741800,0.00299983,0.26794083,0.50173922,0.34722601,0.03926017,0.49009340
-4.86543272,2.15722513,0.79489527,0.85491373,0.00278303,0.26911790,0.50193706,0.34968631,0.03844237,0.49818131
-4.85942971,2.15698576,0.81157814,0.84960166,0.00256905,0.26963558,0.50133851,0.35098068,0.03757751,0.50398068
-4.85342671,2.14935929,0.82383914,0.84143904,0.00236070,0.26950304,0.50007346,0.35107594,0.03667880,0.50733317
-4.84742371,2.13432459,0.83144826,0.83044191,0.00216060,0.26874324,0.49830173,0.34995952,0.03575927,0.50812970
-4.84142071,2.11202052,0.83428495,0.81668751,0.00197118,0.26739424,0.49621329,0.34764193,0.03483185,0.50631560
-4.83541771,2.08275310,0.83234366,0.80031528,0.00179461,0.26551021,0.49402735,0.34415865,0.03390943,0.50189410
-4.82941471,2.04699727,0.82573538,0.78152604,0.00163288,0.26316180,0.49198980,0.33957127,0.03300491,0.49492791
-4.82341171,2.00539250,0.81468494,0.76057919,0.00148780,0.26043579,0.49036904,0.33396774,0.03213129,0.48553868
-4.81740870,1.95873202,0.79952403,0.73778778,0.00136099,0.25743399,0.48944983,0.32746159,0.03130160,0.47390441
-4.81140570,1.90794531,0.78068034,0.71351145,0.00125400,0.25427135,0.48952547,0.32019014,0.03052893,0.46025471
-4.80540270,1.85407472,0.75866317,0.68814746,0.00116829,0.25107318,0.49088828,0.31231169,0.02982623,0.44486431
-4.79939970,1.79824656,0.73404616,0.66212002,0.00110534,0.24797174,0.49381879,0.30400177,0.02920614,0.42804487
-4.79339670,1.74163823,0.70744795,0.63586833,0.00106664,0.24510229,0.49857398,0.29544875,0.02868071,0.41013561
-4.78739370,1.68544268,0.67951171,0.60983391,0.00105381,0.24259863,0.50537525,0.28684882,0.02826111,0.39149314
-4.78139070,1.63083187,0.65088427,0.58444776,0.00106856,0.24058871,0.51439654,0.27840079,0.02795721,0.37248092
-4.77538769,1.57892129,0.62219607,0.56011792,0.00111276,0.23919015,0.52575349,0.27030087,0.02777726,0.35345893
-4.76938469,1.53073697,0.59404246,0.53721805,0.00118845,0.23850634,0.53949419,0.26273779,0.02772751,0.33477381
-4.76338169,1.48718701,0.56696745,0.51607764,0.00129780,0.23862307,0.55559216,0.25588850,0.02781193,0.31675014
-4.75737869,1.44903887,0.54145023,0.49697421,0.00144312,0.23960610,0.57394220,0.24991472,0.02803188,0.29968290
-4.75137569,1.41690351,0.51789511,0.48012798,0.00162678,0.24149979,0.59435945,0.24496043,0.02838606,0.28383164
-4.74537269,1.39122725,0.49662501,0.46569911,0.00185115,0.24432688,0.61658208,0.24115059,0.02887037,0.26941624
-4.73936968,1.37229146,0.47787862,0.45378763,0.00211851,0.24808951,0.64027759,0.23859096,0.02947805,0.25661463
-4.73336668,1.36021988,0.46181110,0.44443598,0.00243095,0.25277145,0.66505262,0.23736909,0.03019981,0.24556207
-4.72736368,1.35499303,0.44849794,0.43763399,0.00279020,0.25834140,0.69046609,0.23755624,0.03102416,0.23635215
-4.72136068,1.35646850,0.43794167,0.43332575,0.00319754,0.26475706,0.71604510,0.23921020,0.03193782,0.22903917
-4.71535768,1.36440580,0.43008073,0.43141813,0.00365361,0.27197000,0.74130286,0.24237861,0.03292619,0.22364165
-4.70935468,1.37849402,0.42480000,0.43179025,0.00415830,0.27993062,0.76575793,0.24710244,0.03397389,0.22014666
-4.70335168,1.39838067,0.42194220,0.43430335,0.00471055,0.28859314,0.78895393,0.25341948,0.03506534,0.21851469
-4.69734867,1.42369954,0.42131966,0.43881051,0.00530827,0.29792022,0.81047847,0.26136727,0.03618530,0.21868472
-4.69134567,1.45409622,0.42272575,0.44516560,0.00594818,0.30788666,0.82998078,0.27098531,0.03731940,0.22057920
-4.68534267,1.48924929,0.42594546,0.45323092,0.00662579,0.31848213,0.84718673,0.28231619,0.03845460,0.22410872
-4.67933967,1.52888626,0.43076476,0.46288327,0.00733529,0.32971250,0.86191075,0.29540548,0.03957958,0.22917612
-4.67333667,1.57279305,0.43697831,0.47401794,0.00806963,0.34159966,0.87406389,0.31030015,0.04068500,0.23567991
-4.66733367,1.62081666,0.44439541,0.48655063,0.00882050,0.35417975,0.88365760,0.32704564,0.04176366,0.24351695
-4.66133067,1.67286094,0.45284408,0.50041714,0.00957848,0.36749978,0.89080306,0.34568148,0.04281053,0.25258428
-4.65532766,1.72887573,0.46217322,0.51557100,0.01033320,0.38161287,0.89570597,0.36623576,0.04382273,0.26278027
-4.64932466,1.78884026,0.47225313,0.53197921,0.01107355,0.39657219,0.89865717,0.38871870,0.04479932,0.27400496
-4.64332166,1.85274202,0.48297436,0.54961650,0.01178793,0.41242404,0.90001932,0.41311560,0.04574108,0.28615988
