energy_ev,total_up,Os_p_up,Os_d_up,Sb_p_up,Sb_d_up,Se_s_up,Se_p_up
-6.00000000,2.07379698,0.74631519,0.80420337,0.16837384,0.00868576,0.02257964,0.98188329
-5.99399700,2.04347593,0.72501273,0.79479051,0.16012300,0.00822576,0.02264632,0.97498946
-5.98799400,2.01971642,0.70559131,0.78837080,0.15314082,0.00779858,0.02278073,0.97043506
-5.98199100,2.00201762,0.68803756,0.78471475,0.14731736,0.00740847,0.02297704,0.96797057
-5.97598799,1.98974507,0.67227175,0.78355384,0.14253907,0.00705878,0.02322738,0.96727688
-5.96998499,1.98214960,0.65815426,0.78458617,0.13869120,0.00675200,0.02352211,0.96797569
-5.96398199,1.97839192,0.64549471,0.78748374,0.13566029,0.00648966,0.02385006,0.96964296
-5.95797899,1.97757170,0.63406329,0.79190113,0.13333656,0.00627239,0.02419892,0.97182476
-5.95197599,1.97875961,0.62360367,0.79748512,0.13161628,0.00609996,0.02455563,0.97405459
-5.94597299,1.98103077,0.61384661,0.80388481,0.13040398,0.00597134,0.02490681,0.97587150
-5.93996998,1.98349777,0.60452363,0.81076172,0.12961434,0.00588477,0.02523921,0.97683784
-5.93396698,1.98534158,0.59538003,0.81779928,0.12917388,0.00583789,0.02554013,0.97655579
-5.92796398,1.98583881,0.58618650,0.82471122,0.12902216,0.00582779,0.02579782,0.97468188
-5.92196098,1.98438399,0.57674889,0.83124851,0.12911256,0.00585118,0.02600182,0.97093884
-5.91595798,1.98050595,0.56691571,0.83720453,0.12941260,0.00590443,0.02614325,0.96512411
-5.90995498,1.97387764,0.55658300,0.84241825,0.12990370,0.00598369,0.02621502,0.95711497
-5.90395198,1.96431935,0.54569670,0.84677540,0.13058050,0.00608501,0.02621198,0.94686997
-5.89794897,1.95179553,0.53425238,0.85020781,0.13144960,0.00620439,0.02613093,0.93442704
-5.89194597,1.93640571,0.52229264,0.85269101,0.13252808,0.00633785,0.02597063,0.91989834
-5.88594297,1.91837061,0.50990249,0.85424038,0.13384150,0.00648149,0.02573173,0.90346258
-5.87993997,1.89801428,0.49720314,0.85490638,0.13542175,0.00663158,0.02541657,0.88535521
-5.87393697,1.87574378,0.48434456,0.85476901,0.13730481,0.00678453,0.02502898,0.86585728
-5.86793397,1.85202741,0.47149745,0.85393209,0.13952838,0.00693698,0.02457410,0.84528349
-5.86193097,1.82737290,0.45884488,0.85251758,0.14212963,0.00708580,0.02405808,0.82397022
-5.85592796,1.80230639,0.44657424,0.85066027,0.14514313,0.00722808,0.02348780,0.80226400
-5.84992496,1.77735336,0.43486966,0.84850308,0.14859897,0.00736119,0.02287062,0.78051086
-5.84392196,1.75302189,0.42390532,0.84619305,0.15252124,0.00748273,0.02221415,0.75904703
-5.83791896,1.72978889,0.41383978,0.84387812,0.15692682,0.00759056,0.02152599,0.73819109
-5.83191596,1.70808932,0.40481145,0.84170464,0.16182457,0.00768281,0.02081352,0.71823763
-5.82591296,1.68830842,0.39693520,0.83981548,0.16721482,0.00775783,0.02008374,0.69945256
-5.81990995,1.67077672,0.39030014,0.83834865,0.17308934,0.00781423,0.01934317,0.68206977
-5.81390695,1.65576750,0.38496838,0.83743623,0.17943149,0.00785085,0.01859769,0.66628905
-5.80790395,1.64349622,0.38097476,0.83720342,0.18621673,0.00786678,0.01785253,0.65227507
-5.80190095,1.63412147,0.37832719,0.83776766,0.19341329,0.00786134,0.01711224,0.64015707
-5.79589795,1.62774713,0.37700768,0.83923745,0.20098306,0.00783413,0.01638067,0.63002927
-5.78989495,1.62442504,0.37697376,0.84171121,0.20888249,0.00778498,0.01566106,0.62195154
-5.78389195,1.62415831,0.37816016,0.84527570,0.21706362,0.00771403,0.01495606,0.61595044
-5.77788894,1.62690470,0.38048073,0.85000444,0.22547505,0.00762172,0.01426785,0.61202046
-5.77188594,1.63258022,0.38383048,0.85595607,0.23406289,0.00750881,0.01359821,0.61012545
-5.76588294,1.64106300,0.38808772,0.86317276,0.24277173,0.00737643,0.01294871,0.61020025
-5.75987994,1.65219732,0.39311629,0.87167904,0.25154547,0.00722611,0.01232072,0.61215272
-5.75387694,1.66579828,0.39876792,0.88148106,0.26032823,0.00705979,0.01171565,0.61586612
-5.74787394,1.68165709,0.40488476,0.89256664,0.26906517,0.00687985,0.01113500,0.62120206
-5.74187094,1.69954730,0.41130210,0.90490623,0.27770346,0.00668915,0.01058048,0.62800402
-5.73586793,1.71923209,0.41785133,0.91845497,0.28619321,0.00649104,0.01005414,0.63610161
-5.72986493,1.74047270,0.42436319,0.93315575,0.29448861,0.00628932,0.00955841,0.64531551
-5.72386193,1.76303802,0.43067124,0.94894355,0.30254911,0.00608829,0.00909621,0.65546304
-5.71785893,1.78671504,0.43661566,0.96575075,0.31034086,0.00589270,0.00867093,0.66636430
-5.71185593,1.81132008,0.44204711,0.98351319,0.31783811,0.00570769,0.00828646,0.67784872
-5.70585293,1.83671021,0.44683078,1.00217695,0.32502479,0.00553876,0.00794716,0.68976167
-5.69984992,1.86279431,0.45085030,1.02170520,0.33189603,0.00539170,0.00765781,0.70197101
-5.69384692,1.88954322,0.45401152,1.04208485,0.33845959,0.00527248,0.00742353,0.71437317
-5.68784392,1.91699820,0.45624583,1.06333245,0.34473705,0.00518714,0.00724962,0.72689838
-5.68184092,1.94527684,0.45751299,1.08549897,0.35076465,0.00514171,0.00714148,0.73951488
-5.67583792,1.97457604,0.45780319,1.10867278,0.35659358,0.00514203,0.00710440,0.75223157
-5.66983492,2.00517109,0.45713820,1.13298065,0.36228970,0.00519363,0.00714335,0.76509902
-5.66383192,2.03741064,0.45557151,1.15858620,0.36793250,0.00530157,0.00726284,0.77820866
-5.65782891,2.07170728,0.45318743,1.18568583,0.37361323,0.00547033,0.00746667,0.79168984
-5.65182591,2.10852356,0.45009897,1.21450184,0.37943225,0.00570360,0.00775774,0.80570498
-5.64582291,2.14835394,0.44644476,1.24527296,0.38549548,0.00600421,0.00813783,0.82044287
-5.63981991,2.19170308,0.44238485,1.27824257,0.39191026,0.00637394,0.00860747,0.83611016
-5.63381691,2.23906126,0.43809583,1.31364501,0.39878053,0.00681349,0.00916577,0.85292166
-5.62781391,2.29087811,0.43376520,1.35169055,0.40620171,0.00732235,0.00981033,0.87108955
-5.62181091,2.34753587,0.42958549,1.39254986,0.41425544,0.00789877,0.01053718,0.89081225
-5.61580790,2.40932352,0.42574819,1.43633870,0.42300445,0.00853976,0.01134081,0.91226335
-5.60980490,2.47641337,0.42243800,1.48310384,0.43248799,0.00924109,0.01221421,0.93558120
-5.60380190,2.54884131,0.41982746,1.53281085,0.44271786,0.00999742,0.01314900,0.96085972
-5.59779890,2.62649222,0.41807234,1.58533488,0.45367562,0.01080234,0.01413564,0.98814098
-5.59179590,2.70909146,0.41730801,1.64045485,0.46531089,0.01164853,0.01516369,1.01740989
-5.58579290,2.79620314,0.41764687,1.69785169,0.47754111,0.01252800,0.01622207,1.04859145
-5.57978989,2.88723569,0.41917688,1.75711095,0.49025277,0.01343221,0.01729943,1.08155067
-5.57378689,2.98145449,0.42196134,1.81772978,0.50330408,0.01435238,0.01838452,1.11609525
-5.56778389,3.07800126,0.42603969,1.87912816,0.51652902,0.01527966,0.01946649,1.15198092
-5.56178089,3.17591913,0.43142926,1.94066384,0.52974254,0.01620541,0.02053532,1.18891915
-5.55577789,3.27418236,0.43812776,2.00165038,0.54274674,0.01712142,0.02158206,1.22658682
-5.54977489,3.37172888,0.44611616,2.06137748,0.55533765,0.01802010,0.02259913,1.26463732
-5.54377189,3.46749411,0.45536188,2.11913235,0.56731225,0.01889464,0.02358047,1.30271252
-5.53776888,3.56044409,0.46582176,2.17422136,0.57847544,0.01973917,0.02452165,1.34045479
-5.53176588,3.64960613,0.47744472,2.22599050,0.58864646,0.02054879,0.02541986,1.37751850
-5.52576288,3.73409532,0.49017378,2.27384395,0.59766460,0.02131964,0.02627379,1.41358029
-5.51975988,3.81313555,0.50394726,2.31725952,0.60539375,0.02204883,0.02708346,1.44834749
-5.51375688,3.88607384,0.51869913,2.35580055,0.61172574,0.02273438,0.02784990,1.48156439
-5.50775388,3.95238767,0.53435832,2.38912348,0.61658216,0.02337512,0.02857481,1.51301578
-5.50175088,4.01168482,0.55084721,2.41698111,0.61991485,0.02397045,0.02926011,1.54252791
-5.49574787,4.06369645,0.56807929,2.43922143,0.62170484,0.02452024,0.02990754,1.56996670
-5.48974487,4.10826390,0.58595628,2.45578240,0.62196010,0.02502458,0.03051820,1.59523357
-5.48374187,4.14532068,0.60436492,2.46668327,0.62071219,0.02548358,0.03109216,1.61825918
-5.47773887,4.17487090,0.62317383,2.47201314,0.61801208,0.02589718,0.03162813,1.63899574
-5.47173587,4.19696610,0.64223058,2.47191760,0.61392544,0.02626501,0.03212318,1.65740840
-5.46573287,4.21168209,0.66135959,2.46658462,0.60852773,0.02658628,0.03257264,1.67346649
-5.45972986,4.21909752,0.68036082,2.45623038,0.60189937,0.02685963,0.03297009,1.68713536
-5.45372686,4.21927596,0.69900989,2.44108621,0.59412130,0.02708319,0.03330743,1.69836933
-5.44772386,4.21225246,0.71705941,2.42138724,0.58527120,0.02725458,0.03357518,1.70710652
-5.44172086,4.19802576,0.73424204,2.39736354,0.57542042,0.02737097,0.03376283,1.71326586
-5.43571786,4.17655663,0.75027496,2.36923403,0.56463203,0.02742925,0.03385928,1.71674659
-5.42971486,4.14777222,0.76486581,2.33720347,0.55295969,0.02742619,0.03385342,1.71743042
-5.42371186,4.11157635,0.77772001,2.30146242,0.54044771,0.02735861,0.03373470,1.71518622
-5.41770885,4.06786459,0.78854898,2.26218989,0.52713188,0.02722368,0.03349370,1.70987687
-5.41170585,4.01654336,0.79707903,2.21955834,0.51304124,0.02701906,0.03312272,1.70136810
-5.40570285,3.95755133,0.80306059,2.17374031,0.49820043,0.02674318,0.03261631,1.68953846
-5.39969985,3.89088181,0.80627719,2.12491611,0.48263249,0.02639540,0.03197163,1.67428995
-5.39369685,3.81660438,0.80655382,2.07328170,0.46636189,0.02597618,0.03118881,1.65555857
-5.38769385,3.73488422,0.80376430,2.01905608,0.44941755,0.02548720,0.03027111,1.63332405
-5.38169085,3.64599783,0.79783720,1.96248760,0.43183568,0.02493143,0.02922494,1.60761812
-5.37568784,3.55034392,0.78876003,1.90385842,0.41366215,0.02431311,0.02805977,1.57853083
-5.36968484,3.44844862,0.77658142,1.84348690,0.39495440,0.02363773,0.02678788,1.54621436
-5.36368184,3.34096471,0.76141134,1.78172754,0.37578255,0.02291192,0.02542401,1.51088416
-5.35767884,3.22866459,0.74341909,1.71896840,0.35622991,0.02214327,0.02398491,1.47281720
-5.35167584,3.11242745,0.72282928,1.65562617,0.33639258,0.02134020,0.02248880,1.43234753
-5.34567284,2.99322130,0.69991605,1.59213904,0.31637842,0.02051165,0.02095479,1.38985924
-5.33966983,2.87208066,0.67499563,1.52895795,0.29630525,0.01966692,0.01940234,1.34577731
-5.33366683,2.75008130,0.64841772,1.46653652,0.27629856,0.01881533,0.01785063,1.30055676
-5.32766383,2.62831324,0.62055600,1.40532045,0.25648872,0.01796604,0.01631809,1.25467073
-5.32166083,2.50785334,0.59179825,1.34573686,0.23700789,0.01712778,0.01482188,1.20859801
-5.31565783,2.38973899,0.56253648,1.28818427,0.21798682,0.01630865,0.01337758,1.16281080
-5.30965483,2.27494386,0.53315736,1.23302364,0.19955167,0.01551594,0.01199881,1.11776308
-5.30365183,2.16435705,0.50403355,1.18057106,0.18182101,0.01475599,0.01069709,1.07388024
-5.29764882,2.05876621,0.47551591,1.13109227,0.16490310,0.01403410,0.00948174,1.03155031
-5.29164582,1.95884520,0.44792708,1.08479933,0.14889359,0.01335450,0.00835984,0.99111705
-5.28564282,1.86514659,0.42155642,1.04184943,0.13387375,0.01272031,0.00733630,0.95287515
-5.27963982,1.77809886,0.39665639,1.00234578,0.11990917,0.01213361,0.00641406,0.91706745
-5.27363682,1.69800803,0.37344044,0.96634037,0.10704906,0.01159548,0.00559420,0.88388427
-5.26763382,1.62506318,0.35208215,0.93383827,0.09532609,0.01110613,0.00487620,0.85346437
-5.26163082,1.55934512,0.33271572,0.90480319,0.08475672,0.01066497,0.00425823,0.82589762
-5.25562781,1.50083743,0.31543733,0.87916369,0.07534195,0.01027079,0.00373732,0.80122878
-5.24962481,1.44943896,0.30030742,0.85681979,0.06706846,0.00992187,0.00330967,0.77946209
-5.24362181,1.40497698,0.28735346,0.83764941,0.05991001,0.00961610,0.00297085,0.76056644
-5.23761881,1.36722014,0.27657316,0.82151430,0.05382898,0.00935111,0.00271598,0.74448049
-5.23161581,1.33589052,0.26793768,0.80826519,0.04877811,0.00912440,0.00253992,0.73111778
-5.22561281,1.31067426,0.26139494,0.79774584,0.04470210,0.00893338,0.00243737,0.72037123
-5.21960980,1.29123047,0.25687268,0.78979587,0.04153933,0.00877549,0.00240294,0.71211705
-5.21360680,1.27719797,0.25428121,0.78425232,0.03922329,0.00864820,0.00243123,0.70621793
-5.20760380,1.26820012,0.25351592,0.78095008,0.03768406,0.00854908,0.00251686,0.70252535
-5.20160080,1.26384768,0.25445937,0.77972109,0.03684949,0.00847579,0.00265442,0.70088111
-5.19559780,1.26374003,0.25698314,0.78039281,0.03664628,0.00842605,0.00283850,0.70111819
-5.18959480,1.26746519,0.26094946,0.78278598,0.03700096,0.00839766,0.00306365,0.70306101
-5.18359180,1.27459910,0.26621267,0.78671213,0.03784066,0.00838847,0.00332435,0.70652539
-5.17758879,1.28470469,0.27262073,0.79197113,0.03909394,0.00839634,0.00361501,0.71131822
-5.17158579,1.29733124,0.28001681,0.79834906,0.04069143,0.00841911,0.00393000,0.71723736
-5.16558279,1.31201468,0.28824113,0.80561680,0.04256655,0.00845461,0.00426365,0.72407170
-5.15957979,1.32827911,0.29713312,0.81352952,0.04465625,0.00850063,0.00461031,0.73160178
-5.15357679,1.34564004,0.30653400,0.82182740,0.04690176,0.00855490,0.00496449,0.73960113
-5.14757379,1.36360954,0.31628975,0.83023755,0.04924944,0.00861516,0.00532094,0.74783834
-5.14157079,1.38170331,0.32625450,0.83847744,0.05165162,0.00867913,0.00567480,0.75608012
-5.13556778,1.39944976,0.33629430,0.84625958,0.05406753,0.00874462,0.00602184,0.76409519
-5.12956478,1.41640075,0.34629104,0.85329749,0.05646420,0.00880950,0.00635861,0.77165909
-5.12356178,1.43214366,0.35614654,0.85931272,0.05881731,0.00887182,0.00668267,0.77855969
-5.11755878,1.44631422,0.36578636,0.86404260,0.06111196,0.00892987,0.00699285,0.78460319
-5.11155578,1.45860948,0.37516338,0.86724843,0.06334323,0.00898222,0.00728940,0.78962045
-5.10555278,1.46880025,0.38426061,0.86872377,0.06551655,0.00902780,0.00757429,0.79347319
-5.09954977,1.47674202,0.39309316,0.86830214,0.06764779,0.00906597,0.00785129,0.79605988
