energy_ev,total_up,C_s_up,C_p_up,Mg_p_up,Mg_d_up,Re_p_up,Re_d_up,Te_p_up,Te_d_up
-5.27363682,2.88002321,0.01756320,0.10842699,0.41781848,0.00000000,0.59716867,2.23774436,0.88618988,0.00000000
-5.26763382,2.85221243,0.01545841,0.10671391,0.40180846,0.00000000,0.57934233,2.24306899,0.85690124,0.00000000
-5.26163082,2.81415499,0.01353261,0.10528569,0.38622234,0.00000000,0.56090810,2.23701970,0.82627708,0.00000000
-5.25562781,2.76662214,0.01179091,0.10426756,0.37132931,0.00000000,0.54215179,2.21980231,0.79483214,0.00000000
-5.24962481,2.71064251,0.01023474,0.10379091,0.35741434,0.00000000,0.52338971,2.19187049,0.76312447,0.00000000
-5.24362181,2.64747234,0.00886229,0.10399055,0.34477023,0.00000000,0.50496305,2.15391050,0.73174003,0.00000000
-5.23761881,2.57855770,0.00766905,0.10500158,0.33368890,0.00000000,0.48723119,2.10681843,0.70127596,0.00000000
-5.23161581,2.50548978,0.00664832,0.10695581,0.32445206,0.00000000,0.47056384,2.05167076,0.67232321,0.00000000
-5.22561281,2.42995491,0.00579170,0.10997797,0.31732173,0.00000000,0.45533234,1.98968926,0.64544886,0.00000000
-5.21960980,2.35368090,0.00508958,0.11418173,0.31253075,0.00000000,0.44190019,1.92220160,0.62117904,0.00000000
-5.21360680,2.27838176,0.00453150,0.11966562,0.31027375,0.00000000,0.43061307,1.85059917,0.59998266,0.00000000
-5.20760380,2.20570278,0.00410655,0.12650903,0.31069884,0.00000000,0.42178867,1.77629366,0.58225686,0.00000000
-5.20160080,2.13716789,0.00380360,0.13476837,0.31390024,0.00000000,0.41570651,1.70067416,0.56831434,0.00000000
-5.19559780,2.07413151,0.00361151,0.14447371,0.31991240,0.00000000,0.41259823,1.62506636,0.55837320,0.00000000
-5.18959480,2.01773653,0.00351931,0.15562582,0.32870557,0.00000000,0.41263857,1.55069539,0.55254958,0.00000000
-5.18359180,1.96888009,0.00351624,0.16819395,0.34018332,0.00000000,0.41593745,1.47865370,0.55085343,0.00000000
-5.17758879,1.92818855,0.00359183,0.18211447,0.35418194,0.00000000,0.42253359,1.40987513,0.55318745,0.00000000
-5.17158579,1.89600261,0.00373587,0.19729034,0.37047211,0.00000000,0.43238985,1.34511594,0.55934954,0.00000000
-5.16558279,1.87237304,0.00393839,0.21359176,0.38876265,0.00000000,0.44539068,1.28494346,0.56903853,0.00000000
-5.15957979,1.85706742,0.00418967,0.23085778,0.40870655,0.00000000,0.46134190,1.22973238,0.58186320,0.00000000
-5.15357679,1.84958730,0.00448015,0.24889911,0.42990898,0.00000000,0.47997305,1.17966872,0.59735435,0.00000000
-5.14757379,1.84919523,0.00480042,0.26750199,0.45193730,0.00000000,0.50094221,1.13476076,0.61497949,0.00000000
-5.14157079,1.85495046,0.00514124,0.28643296,0.47433264,0.00000000,0.52384352,1.09485639,0.63415989,0.00000000
-5.13556778,1.86575169,0.00549355,0.30544463,0.49662282,0.00000000,0.54821696,1.05966557,0.65428925,0.00000000
-5.12956478,1.88038508,0.00584848,0.32428196,0.51833611,0.00000000,0.57356050,1.02878680,0.67475347,0.00000000
-5.12356178,1.89757544,0.00619745,0.34268909,0.53901542,0.00000000,0.59934394,1.00173620,0.69495081,0.00000000
-5.11755878,1.91603837,0.00653227,0.36041630,0.55823234,0.00000000,0.62502415,0.97797767,0.71431166,0.00000000
-5.11155578,1.93453108,0.00684522,0.37722686,0.57560056,0.00000000,0.65006115,0.95695278,0.73231717,0.00000000
-5.10555278,1.95189979,0.00712921,0.39290361,0.59078807,0.00000000,0.67393436,0.93810897,0.74851610,0.00000000
-5.09954977,1.96712172,0.00737792,0.40725477,0.60352772,0.00000000,0.69615845,0.92092496,0.76253902,0.00000000
-5.09354677,1.97933995,0.00758589,0.42011895,0.61362560,0.00000000,0.71629811,0.90493222,0.77410953,0.00000000
-5.08754377,1.98788988,0.00774871,0.43136903,0.62096699,0.00000000,0.73398108,0.88973197,0.78305180,0.00000000
-5.08154077,1.99231643,0.00786305,0.44091487,0.62551956,0.00000000,0.74890901,0.87500703,0.78929430,0.00000000
-5.07553777,1.99238149,0.00792681,0.44870458,0.62733368,0.00000000,0.76086557,0.86052853,0.79286955,0.00000000
-5.06953477,1.98806185,0.00793912,0.45472456,0.62653989,0.00000000,0.76972155,0.84615738,0.79390984,0.00000000
-5.06353177,1.97953793,0.00790033,0.45899812,0.62334360,0.00000000,0.77543677,0.83184111,0.79263931,0.00000000
-5.05752876,1.96717462,0.00781204,0.46158297,0.61801723,0.00000000,0.77805867,0.81760643,0.78936280,0.00000000
-5.05152576,1.95149523,0.00767698,0.46256759,0.61089033,0.00000000,0.77771782,0.80354843,0.78445180,0.00000000
-5.04552276,1.93315043,0.00749891,0.46206686,0.60233782,0.00000000,0.77462048,0.78981724,0.77832859,0.00000000
-5.03951976,1.91288385,0.00728246,0.46021695,0.59276717,0.00000000,0.76903868,0.77660313,0.77144898,0.00000000
-5.03351676,1.89149627,0.00703301,0.45717001,0.58260484,0.00000000,0.76129833,0.76412104,0.76428468,0.00000000
-5.02751376,1.86981023,0.00675642,0.45308866,0.57228274,0.00000000,0.75176588,0.75259538,0.75730601,0.00000000
-5.02151076,1.84863666,0.00645888,0.44814068,0.56222500,0.00000000,0.74083413,0.74224605,0.75096579,0.00000000
-5.01550775,1.82874519,0.00614670,0.44249410,0.55283579,0.00000000,0.72890803,0.73327617,0.74568495,0.00000000
-5.00950475,1.81083906,0.00582608,0.43631284,0.54448846,0.00000000,0.71639073,0.72586225,0.74184051,0.00000000
-5.00350175,1.79553563,0.00550293,0.42975305,0.53751634,0.00000000,0.70367084,0.72014694,0.73975629,0.00000000
-4.99749875,1.78335282,0.00518271,0.42296026,0.53220543,0.00000000,0.69111108,0.71623459,0.73969641,0.00000000
-4.99149575,1.77470157,0.00487030,0.41606739,0.52878917,0.00000000,0.67903888,0.71418954,0.74186183,0.00000000
-4.98549275,1.76988393,0.00456986,0.40919356,0.52744522,0.00000000,0.66773908,0.71403682,0.74638960,0.00000000
-4.97948974,1.76909630,0.00428478,0.40244375,0.52829411,0.00000000,0.65744897,0.71576514,0.75335462,0.00000000
-4.97348674,1.77243676,0.00401764,0.39590911,0.53139979,0.00000000,0.64835568,0.71933135,0.76277351,0.00000000
-4.96748374,1.77991556,0.00377021,0.38966783,0.53677163,0.00000000,0.64059572,0.72466613,0.77460994,0.00000000
-4.96148074,1.79146756,0.00354343,0.38378652,0.54436769,0.00000000,0.63425659,0.73168011,0.78878107,0.00000000
-4.95547774,1.80696545,0.00333755,0.37832177,0.55409895,0.00000000,0.62938008,0.74027007,0.80516436,0.00000000
-4.94947474,1.82623251,0.00315212,0.37332187,0.56583417,0.00000000,0.62596698,0.75032447,0.82360431,0.00000000
-4.94347174,1.84905419,0.00298615,0.36882848,0.57940502,0.00000000,0.62398265,0.76172809,0.84391862,0.00000000
-4.93746873,1.87518738,0.00283817,0.36487809,0.59461134,0.00000000,0.62336323,0.77436535,0.86590344,0.00000000
-4.93146573,1.90436708,0.00270638,0.36150313,0.61122620,0.00000000,0.62402186,0.78812207,0.88933739,0.00000000
-4.92546273,1.93630999,0.00258875,0.35873268,0.62900064,0.00000000,0.62585465,0.80288569,0.91398436,0.00000000
-4.91945973,1.97071511,0.00248312,0.35659268,0.64766803,0.00000000,0.62874603,0.81854400,0.93959489,0.00000000
-4.91345673,2.00726153,0.00238733,0.35510554,0.66694790,0.00000000,0.63257319,0.83498242,0.96590657,0.00000000
-4.90745373,2.04560385,0.00229925,0.35428932,0.68654939,0.00000000,0.63720944,0.85208033,0.99264340,0.00000000
-4.90145073,2.08536600,0.00221692,0.35415630,0.70617430,0.00000000,0.64252638,0.86970660,1.01951470,0.00000000
-4.89544772,2.12613423,0.00213857,0.35471121,0.72551991,0.00000000,0.64839491,0.88771495,1.04621385,0.00000000
-4.88944472,2.16745009,0.00206267,0.35594911,0.74428162,0.00000000,0.65468519,0.90593939,1.07241726,0.00000000
-4.88344172,2.20880455,0.00198797,0.35785314,0.76215564,0.00000000,0.66126564,0.92419039,1.09778411,0.00000000
-4.87743872,2.24963398,0.00191348,0.36039230,0.77884185,0.00000000,0.66800134,0.94225204,1.12195707,0.00000000
-4.87143572,2.28931883,0.00183847,0.36351938,0.79404688,0.00000000,0.67475215,0.95988064,1.14456444,0.00000000
-4.86543272,2.32718577,0.00176250,0.36716936,0.80748763,0.00000000,0.68137071,0.97680500,1.16522384,0.00000000
-4.85942971,2.36251360,0.00168533,0.37125839,0.81889505,0.00000000,0.68770095,0.99272867,1.18354754,0.00000000
-4.85342671,2.39454330,0.00160696,0.37568347,0.82801852,0.00000000,0.69357715,1.00733404,1.19914944,0.00000000
-4.84742371,2.42249205,0.00152752,0.38032315,0.83463036,0.00000000,0.69882408,1.02028849,1.21165359,0.00000000
-4.84142071,2.44557116,0.00144732,0.38503917,0.83853077,0.00000000,0.70325821,1.03125222,1.22070380,0.00000000
-4.83541771,2.46300714,0.00136672,0.38967917,0.83955269,0.00000000,0.70669034,1.03988771,1.22597421,0.00000000
-4.82941471,2.47406538,0.00128617,0.39408048,0.83756671,0.00000000,0.70892952,1.04587025,1.22718029,0.00000000
-4.82341171,2.47807540,0.00120617,0.39807486,0.83248559,0.00000000,0.70978829,1.04889929,1.22408962,0.00000000
-4.81740870,2.47445660,0.00112718,0.40149410,0.82426820,0.00000000,0.70908895,1.04871004,1.21653220,0.00000000
-4.81140570,2.46274338,0.00104970,0.40417622,0.81292283,0.00000000,0.70667074,1.04508474,1.20440952,0.00000000
-4.80540270,2.44260835,0.00097417,0.40597210,0.79850942,0.00000000,0.70239745,1.03786323,1.18770210,0.00000000
-4.79939970,2.41388257,0.00090097,0.40675211,0.78114063,0.00000000,0.69616509,1.02695212,1.16647486,0.00000000
-4.79339670,2.37657159,0.00083048,0.40641257,0.76098166,0.00000000,0.68790918,1.01233221,1.14088020,0.00000000
-4.78739370,2.33086645,0.00076298,0.40488151,0.73824866,0.00000000,0.67761114,0.99406372,1.11115833,0.00000000
-4.78139070,2.27714884,0.00069870,0.40212360,0.71320563,0.00000000,0.66530340,0.97228896,1.07763489,0.00000000
-4.77538769,2.21598985,0.00063785,0.39814377,0.68615999,0.00000000,0.65107280,0.94723232,1.04071566,0.00000000
-4.76938469,2.14814216,0.00058055,0.39298936,0.65745670,0.00000000,0.63506199,0.91919727,1.00087868,0.00000000
-4.76338169,2.07452557,0.00052688,0.38675055,0.62747126,0.00000000,0.61746849,0.88856062,0.95866377,0.00000000
-4.75737869,1.99620628,0.00047690,0.37955897,0.59660156,0.00000000,0.59854158,0.85576397,0.91465990,0.00000000
-4.75137569,1.91437034,0.00043062,0.37158449,0.56525900,0.00000000,0.57857661,0.82130272,0.86949083,0.00000000
-4.74537269,1.83029236,0.00038801,0.36303019,0.53385904,0.00000000,0.55790728,0.78571285,0.82379936,0.00000000
-4.73936968,1.74530019,0.00034902,0.35412564,0.50281145,0.00000000,0.53689588,0.74955608,0.77823085,0.00000000
-4.73336668,1.66073713,0.00031358,0.34511883,0.47251062,0.00000000,0.51592190,0.71340382,0.73341651,0.00000000
-4.72736368,1.57792277,0.00028159,0.33626692,0.44332618,0.00000000,0.49536955,0.67782051,0.68995704,0.00000000
-4.72136068,1.49811402,0.00025294,0.32782635,0.41559427,0.00000000,0.47561453,0.64334692,0.64840704,0.00000000
-4.71535768,1.42246772,0.00022750,0.32004258,0.38960967,0.00000000,0.45701084,0.61048415,0.60926095,0.00000000
-4.70935468,1.35200624,0.00020512,0.31313996,0.36561910,0.00000000,0.43987792,0.57967878,0.57294070,0.00000000
-4.70335168,1.28758735,0.00018565,0.30731220,0.34381587,0.00000000,0.42448896,0.55130979,0.53978566,0.00000000
-4.69734867,1.22987942,0.00016891,0.30271392,0.32433604,0.00000000,0.41106065,0.52567776,0.51004514,0.00000000
-4.69134567,1.17934313,0.00015473,0.29945351,0.30725623,0.00000000,0.39974499,0.50299674,0.48387364,0.00000000
-4.68534267,1.13622007,0.00014291,0.29758785,0.29259324,0.00000000,0.39062351,0.48338907,0.46132897,0.00000000
-4.67933967,1.10052893,0.00013324,0.29711902,0.28030529,0.00000000,0.38370403,0.46688343,0.44237347,0.00000000
-4.67333667,1.07206931,0.00012553,0.29799317,0.27029505,0.00000000,0.37892035,0.45341606,0.42687792,0.00000000
-4.66733367,1.05043310,0.00011957,0.30010173,0.26241436,0.00000000,0.37613468,0.44283523,0.41462837,0.00000000
-4.66133067,1.03502296,0.00011513,0.30328489,0.25647035,0.00000000,0.37514289,0.43490876,0.40533535,0.00000000
-4.65532766,1.02507724,0.00011203,0.30733717,0.25223291,0.00000000,0.37568228,0.42933427,0.39864528,0.00000000
-4.64932466,1.01970040,0.00011005,0.31201495,0.24944330,0.00000000,0.37744161,0.42575175,0.39415369,0.00000000
-4.64332166,1.01789785,0.00010901,0.31704561,0.24782348,0.00000000,0.38007296,0.42375804,0.39141973,0.00000000
