energy_ev,total_up,total_down,As_p_up,As_p_down,As_d_up,As_d_down,Ni_p_up,Ni_p_down,Ni_d_up,Ni_d_down,S_s_up,S_s_down,S_p_up,S_p_down
-6.00000000,2.21022879,-2.57017009,0.33538240,-0.38155628,0.00000000,-0.00000000,0.60076446,-0.74386702,0.39953140,-0.42773233,0.03887410,-0.04759556,0.89004935,-1.04816987
-5.99399700,2.15888562,-2.51518694,0.33214029,-0.36883412,0.00000000,-0.00000000,0.58109886,-0.72241303,0.39374895,-0.42191689,0.03788193,-0.04642383,0.86400412,-1.02960178
-5.98799400,2.11068409,-2.45976902,0.33005114,-0.35737308,0.00000000,-0.00000000,0.56304538,-0.70036979,0.38829282,-0.41611639,0.03691101,-0.04527672,0.83864653,-1.00945110
-5.98199100,2.06604071,-2.40447574,0.32909537,-0.34724352,0.00000000,-0.00000000,0.54692540,-0.67806136,0.38319777,-0.41037438,0.03595422,-0.04416475,0.81425686,-0.98798317
-5.97598799,2.02534805,-2.34986410,0.32925771,-0.33849824,0.00000000,-0.00000000,0.53304751,-0.65582466,0.37850044,-0.40473231,0.03500436,-0.04309496,0.79109656,-0.96548123
-5.96998499,1.98897971,-2.29647703,0.33053054,-0.33117167,0.00000000,-0.00000000,0.52170639,-0.63400230,0.37424088,-0.39922895,0.03405469,-0.04207097,0.76940737,-0.94224019
-5.96398199,1.95729553,-2.24483359,0.33291672,-0.32528009,0.00000000,-0.00000000,0.51318194,-0.61293595,0.37046390,-0.39390022,0.03309946,-0.04109325,0.74941105,-0.91856054
-5.95797899,1.93064597,-2.19542180,0.33643156,-0.32082276,0.00000000,-0.00000000,0.50773835,-0.59296080,0.36722011,-0.38877922,0.03213439,-0.04015939,0.73130953,-0.89474259
-5.95197599,1.90937474,-2.14869410,0.34110384,-0.31778412,0.00000000,-0.00000000,0.50562259,-0.57440115,0.36456643,-0.38389669,0.03115699,-0.03926459,0.71528510,-0.87108141
-5.94597299,1.89381880,-2.10506593,0.34697543,-0.31613691,0.00000000,-0.00000000,0.50706213,-0.55756717,0.36256592,-0.37928186,0.03016678,-0.03840217,0.70150044,-0.84786254
-5.93996998,1.88430497,-2.06491684,0.35409965,-0.31584588,0.00000000,-0.00000000,0.51226147,-0.54275286,0.36128696,-0.37496352,0.02916542,-0.03756411,0.69009807,-0.82535853
-5.93396698,1.88114274,-2.02859406,0.36253809,-0.31687204,0.00000000,-0.00000000,0.52139736,-0.53023503,0.36080144,-0.37097132,0.02815665,-0.03674173,0.68119921,-0.80382647
-5.92796398,1.88461305,-1.99641768,0.37235612,-0.31917696,0.00000000,-0.00000000,0.53461262,-0.52027302,0.36118228,-0.36733730,0.02714615,-0.03592626,0.67490166,-0.78350627
-5.92196098,1.89495317,-1.96868672,0.38361699,-0.32272694,0.00000000,-0.00000000,0.55200866,-0.51310882,0.36250005,-0.36409722,0.02614123,-0.03510945,0.67127687,-0.76461970
-5.91595798,1.91233827,-1.94568511,0.39637505,-0.32749659,0.00000000,-0.00000000,0.57363677,-0.50896725,0.36481899,-0.36129186,0.02515050,-0.03428409,0.67036610,-0.74736991
-5.90995498,1.93686035,-1.92768666,0.41066808,-0.33347160,0.00000000,-0.00000000,0.59948878,-0.50805580,0.36819241,-0.35896790,0.02418337,-0.03344450,0.67217593,-0.73194124
-5.90395198,1.96850573,-1.91495809,0.42650938,-0.34065032,0.00000000,-0.00000000,0.62948734,-0.51056368,0.37265788,-0.35717835,0.02324953,-0.03258686,0.67667336,-0.71849901
-5.89794897,2.00713250,-1.90775911,0.44387987,-0.34904406,0.00000000,-0.00000000,0.66347662,-0.51665987,0.37823232,-0.35598235,0.02235846,-0.03170950,0.68378076,-0.70718909
-5.89194597,2.05244933,-1.90633916,0.46272077,-0.35867583,0.00000000,-0.00000000,0.70121392,-0.52648983,0.38490734,-0.35544423,0.02151886,-0.03081294,0.69337124,-0.69813697
-5.88594297,2.10399734,-1.91093023,0.48292733,-0.36957753,0.00000000,-0.00000000,0.74236317,-0.54017078,0.39264511,-0.35563177,0.02073816,-0.02989998,0.70526475,-0.69144618
-5.87993997,2.16113661,-1.92173570,0.50434400,-0.38178570,0.00000000,-0.00000000,0.78649072,-0.55778554,0.40137502,-0.35661371,0.02002211,-0.02897544,0.71922540,-0.68719598
-5.87393697,2.22303869,-1.93891542,0.52676155,-0.39533589,0.00000000,-0.00000000,0.83306440,-0.57937508,0.41099152,-0.35845646,0.01937442,-0.02804597,0.73496050,-0.68543825
-5.86793397,2.28868644,-1.96256763,0.54991639,-0.41025594,0.00000000,-0.00000000,0.88145614,-0.60493008,0.42135317,-0.36122017,0.01879650,-0.02711965,0.75212158,-0.68619368
-5.86193097,2.35688203,-1.99270858,0.57349239,-0.42655854,0.00000000,-0.00000000,0.93094872,-0.63438185,0.43228332,-0.36495433,0.01828739,-0.02620551,0.77030770,-0.68944749
-5.85592796,2.42626371,-2.02925096,0.59712526,-0.44423339,0.00000000,-0.00000000,0.98074671,-0.66759332,0.44357228,-0.36969307,0.01784372,-0.02531306,0.78907131,-0.69514484
-5.84992496,2.49533127,-2.07198261,0.62040957,-0.46323961,0.00000000,-0.00000000,1.02999176,-0.70435054,0.45498124,-0.37545044,0.01745985,-0.02445170,0.80792654,-0.70318638
-5.84392196,2.56247990,-2.12054702,0.64290819,-0.48349858,0.00000000,-0.00000000,1.07778181,-0.74435555,0.46624766,-0.38221597,0.01712810,-0.02363018,0.82635991,-0.71342428
-5.83791896,2.62604142,-2.17442718,0.66416397,-0.50488810,0.00000000,-0.00000000,1.12319379,-0.78722120,0.47709225,-0.38995068,0.01683911,-0.02285612,0.84384311,-0.72565916
-5.83191596,2.68433168,-2.23293424,0.68371307,-0.52723794,0.00000000,-0.00000000,1.16530912,-0.83246877,0.48722701,-0.39858404,0.01658222,-0.02213554,0.85984755,-0.73963836
-5.82591296,2.73570210,-2.29520245,0.70109971,-0.55032745,0.00000000,-0.00000000,1.20324096,-0.87952872,0.49636430,-0.40801194,0.01634598,-0.02147251,0.87386005,-0.75505590
-5.81990995,2.77859353,-2.36019151,0.71589146,-0.57388543,0.00000000,-0.00000000,1.23616223,-0.92774528,0.50422640,-0.41809594,0.01611868,-0.02086888,0.88539903,-0.77155455
-5.81390695,2.81158984,-2.42669690,0.72769456,-0.59759250,0.00000000,-0.00000000,1.26333314,-0.97638507,0.51055524,-0.42866411,0.01588881,-0.02032418,0.89403059,-0.78873004
-5.80790395,2.83346901,-2.49336878,0.73616861,-0.62108603,0.00000000,-0.00000000,1.28412702,-1.02464975,0.51512184,-0.43951327,0.01564563,-0.01983556,0.89938366,-0.80613775
-5.80190095,2.84324929,-2.55873923,0.74103982,-0.64396761,0.00000000,-0.00000000,1.29805317,-1.07169275,0.51773501,-0.45041296,0.01537962,-0.01939797,0.90116350,-0.82330164
