energy_ev,total_up,C_s_up,C_p_up,Ni_p_up,Ni_d_up,Te_p_up,Te_d_up,Y_p_up,Y_d_up
-5.68784392,2.35302297,0.02317076,0.32004983,0.37670792,0.36768298,1.05728397,0.00000000,0.46233496,0.61227113
-5.68184092,2.41203009,0.02383715,0.31543202,0.39516620,0.38382009,1.10344880,0.00000000,0.47514621,0.60890698
-5.67583792,2.46827315,0.02436690,0.31052965,0.41401338,0.39876912,1.14831924,0.00000000,0.48855199,0.60515506
-5.66983492,2.52238865,0.02475331,0.30565613,0.43333751,0.41242041,1.19186233,0.00000000,0.50278201,0.60154145
-5.66383192,2.57512852,0.02499313,0.30113516,0.45324003,0.42470126,1.23410630,0.00000000,0.51807799,0.59861041
-5.65782891,2.62734588,0.02508676,0.29729292,0.47383310,0.43558132,1.27514226,0.00000000,0.53468826,0.59691163
-5.65182591,2.67997918,0.02503829,0.29445064,0.49523637,0.44507744,1.31512438,0.00000000,0.55286189,0.59698779
-5.64582291,2.73403556,0.02485550,0.29291744,0.51757342,0.45325781,1.35426882,0.00000000,0.57284262,0.59936308
-5.63981991,2.79057378,0.02454971,0.29298408,0.54096793,0.46024522,1.39285126,0.00000000,0.59486276,0.60453285
-5.63381691,2.85068755,0.02413549,0.29491740,0.56553975,0.46621941,1.43120333,0.00000000,0.61913727,0.61295477
-5.62781391,2.91548934,0.02363034,0.29895584,0.59140095,0.47141827,1.46970789,0.00000000,0.64585836,0.62504149
-5.62181091,2.98609512,0.02305426,0.30530587,0.61865217,0.47613781,1.50879346,0.00000000,0.67519069,0.64115497
-5.61580790,3.06360979,0.02242932,0.31413940,0.64737916,0.48073060,1.54892758,0.00000000,0.70726741,0.66160218
-5.60980490,3.14911319,0.02177909,0.32559207,0.67764988,0.48560276,1.59060941,0.00000000,0.74218712,0.68663221
-5.60380190,3.24364624,0.02112819,0.33976225,0.70951206,0.49120905,1.63436129,0.00000000,0.78001175,0.71643419
-5.59779890,3.34819651,0.02050173,0.35671051,0.74299127,0.49804610,1.68071940,0.00000000,0.82076544,0.75113597
-5.59179590,3.46368258,0.01992480,0.37645954,0.77808966,0.50664349,1.73022317,0.00000000,0.86443412,0.79080301
-5.58579290,3.59093634,0.01942205,0.39899406,0.81478512,0.51755277,1.78340346,0.00000000,0.91096580,0.83543715
-5.57978989,3.73068249,0.01901714,0.42426082,0.85303083,0.53133417,1.84076925,0.00000000,0.96027119,0.88497502
-5.57378689,3.88351474,0.01873241,0.45216826,0.89275517,0.54854125,1.90279274,0.00000000,1.01222441,0.93928587
-5.56778389,4.04986819,0.01858843,0.48258605,0.93386166,0.56970360,1.96989282,0.00000000,1.06666359,0.99816859
-5.56178089,4.22998803,0.01860363,0.51534414,0.97622891,0.59530783,2.04241694,0.00000000,1.12339095,1.06134819
-5.55577789,4.42389487,0.01879396,0.55023176,1.01971031,0.62577738,2.12062153,0.00000000,1.18217226,1.12847164
-5.54977489,4.63134768,0.01917251,0.58699616,1.06413341,0.66145171,2.20465137,0.00000000,1.24273560,1.19910374
-5.54377189,4.85180567,0.01974923,0.62534147,1.10929885,0.70256554,2.29451854,0.00000000,1.30476917,1.27272309
-5.53776888,5.08439110,0.02053053,0.66492805,1.15497885,0.74922920,2.39008157,0.00000000,1.36791863,1.34871921
-5.53176588,5.32785527,0.02151903,0.70537234,1.20091533,0.80141068,2.49102590,0.00000000,1.43178384,1.42639100
-5.52576288,5.58055054,0.02271323,0.74624786,1.24681777,0.85892082,2.59684681,0.00000000,1.49591564,1.50494768
-5.51975988,5.84041118,0.02410728,0.78708753,1.29236113,0.92140227,2.70683591,0.00000000,1.55981312,1.58351246
-5.51375688,6.10494601,0.02569077,0.82738763,1.33718414,0.98832343,2.82007286,0.00000000,1.62292185,1.66112991
-5.50775388,6.37124552,0.02744861,0.86661363,1.38088827,1.05897811,2.93542326,0.00000000,1.68463378,1.73677715
-5.50175088,6.63600586,0.02936100,0.90420809,1.42303794,1.13249151,3.05154421,0.00000000,1.74428949,1.80937933
-5.49574787,6.89557130,0.03140358,0.93960046,1.46316239,1.20783307,3.16689836,0.00000000,1.80118321,1.87782927
-5.48974487,7.14599600,0.03354762,0.97221894,1.50075946,1.28383612,3.27977703,0.00000000,1.85457112,1.94101108
-5.48374187,7.38312489,0.03576046,1.00150389,1.53530183,1.35922425,3.38833284,0.00000000,1.90368314,1.99782720
-5.47773887,7.60269236,0.03800608,1.02692253,1.56624574,1.43264375,3.49062131,0.00000000,1.94773842,2.04722799
-5.47173587,7.80043629,0.04024583,1.04798438,1.59304233,1.50270121,3.58465087,0.00000000,1.98596399,2.08824290
-5.46573287,7.97222376,0.04243936,1.06425676,1.61515144,1.56800495,3.66843969,0.00000000,2.01761649,2.12001195
-5.45972986,8.11418393,0.04454564,1.07537979,1.63205749,1.62720883,3.74007770,0.00000000,2.04200597,2.14181605
-5.45372686,8.22284253,0.04652413,1.08108004,1.64328707,1.67905665,3.79779123,0.00000000,2.05852094,2.15310479
-5.44772386,8.29525221,0.04833597,1.08118216,1.64842729,1.72242516,3.84000773,0.00000000,2.06665349,2.15352034
-5.44172086,8.32911232,0.04994521,1.07561794,1.64714429,1.75636392,3.86541761,0.00000000,2.06602330,2.14291599
-5.43571786,8.32287237,0.05132005,1.06443211,1.63920081,1.78013003,3.87303019,0.00000000,2.05639914,2.12136847
-5.42971486,8.27581337,0.05243389,1.04778454,1.62447192,1.79321613,3.86222095,0.00000000,2.03771668,2.08918299
-5.42371186,8.18810267,0.05326633,1.02594871,1.60295782,1.79537039,3.83276748,0.00000000,2.01009146,2.04689066
-5.41770885,8.06081847,0.05380389,0.99930617,1.57479302,1.78660718,3.78487198,0.00000000,1.97382603,1.99523816
-5.41170585,7.89594222,0.05404056,0.96833734,1.54025105,1.76720822,3.71916885,0.00000000,1.92941068,1.93516980
-5.40570285,7.69631808,0.05397805,0.93360888,1.49974425,1.73771381,3.63671645,0.00000000,1.87751737,1.86780268
-5.39969985,7.46558068,0.05362570,0.89575809,1.45381827,1.69890448,3.53897310,0.00000000,1.81898683,1.79439591
-5.39369685,7.20805372,0.05300021,0.85547510,1.40314153,1.65177412,3.42775790,0.00000000,1.75480922,1.71631501
-5.38769385,6.92862360,0.05212494,0.81348341,1.34848965,1.59749546,3.30519803,0.00000000,1.68609908,1.63499314
-5.38169085,6.63259326,0.05102907,0.77051975,1.29072563,1.53737973,3.17366457,0.00000000,1.61406550,1.55189056
-5.37568784,6.32552266,0.04974650,0.72731396,1.23077656,1.47283216,3.03569969,0.00000000,1.53997881,1.46845402
-5.36968484,6.01306248,0.04831457,0.68456969,1.16960771,1.40530532,2.89393831,0.00000000,1.46513516,1.38607774
-5.36368184,5.70078835,0.04677267,0.64294674,1.10819535,1.33625234,2.75102763,0.00000000,1.39082068,1.30606736
-5.35767884,5.39404224,0.04516084,0.60304550,1.04749942,1.26708200,2.60954806,0.00000000,1.31827645,1.22960822
-5.35167584,5.09778757,0.04351839,0.56539413,0.98843717,1.19911739,2.47193875,0.00000000,1.24866600,1.15773901
-5.34567284,4.81648339,0.04188255,0.53043877,0.93185913,1.13355987,2.34043090,0.00000000,1.18304655,1.09133149
-5.33966983,4.55398225,0.04028731,0.49853692,0.87852811,1.07145945,2.21699130,0.00000000,1.12234500,1.03107687
-5.33366683,4.31345478,0.03876250,0.46995412,0.82910237,1.01369262,2.10327816,0.00000000,1.06733955,0.97747885
-5.32766383,4.09734289,0.03733299,0.44486372,0.78412332,0.96094816,2.00061068,0.00000000,1.01864742,0.93085335
-5.32166083,3.90734196,0.03601820,0.42334967,0.74400814,0.91372095,1.90995276,0.00000000,0.97671886,0.89133431
-5.31565783,3.74441105,0.03483195,0.40541171,0.70904746,0.87231375,1.83191123,0.00000000,0.94183733,0.85888508
-5.30965483,3.60880899,0.03378240,0.39097286,0.67940787,0.83684619,1.76674735,0.00000000,0.91412531,0.83331444
-5.30365183,3.50015301,0.03287240,0.37988844,0.65513879,0.80727027,1.71440083,0.00000000,0.89355522,0.81429642
-5.29764882,3.41749599,0.03209996,0.37195631,0.63618312,0.78339114,1.67452403,0.00000000,0.87996436,0.80139268
-5.29164582,3.35941734,0.03145892,0.36692779,0.62239095,0.76489191,1.64652443,0.00000000,0.87307300,0.79407652
-5.28564282,3.32412284,0.03093973,0.36451870,0.61353523,0.75136112,1.62961275,0.00000000,0.87250431,0.79175747
-5.27963982,3.30954797,0.03053034,0.36442022,0.60932868,0.74232144,1.62285402,0.00000000,0.87780512,0.79380535
-5.27363682,3.31346007,0.03021708,0.36630915,0.60944076,0.73725817,1.62521911,0.00000000,0.88846637,0.79957308
-5.26763382,3.33355472,0.02998557,0.36985723,0.61351396,0.73564625,1.63563408,0.00000000,0.90394216,0.80841740
-5.26163082,3.36754235,0.02982151,0.37473945,0.62117852,0.73697468,1.65302518,0.00000000,0.92366675,0.81971705
-5.25562781,3.41322217,0.02971134,0.38064113,0.63206489,0.74076726,1.67635765,0.00000000,0.94706875,0.83288781
-5.24962481,3.46854092,0.02964289,0.38726364,0.64581352,0.74659910,1.70466689,0.00000000,0.97358216,0.84739441
-5.24362181,3.53163538,0.02960573,0.39432904,0.66208168,0.75410830,1.73708101,0.00000000,1.00265409,0.86275909
-5.23761881,3.60085807,0.02959146,0.40158335,0.68054711,0.76300263,1.77283447,0.00000000,1.03374931,0.87856689
-5.23161581,3.67478699,0.02959378,0.40879891,0.70090879,0.77306133,1.81127297,0.00000000,1.06635188,0.89446809
-5.22561281,3.75222060,0.02960847,0.41577571,0.72288509,0.78413235,1.85185014,0.00000000,1.09996443,0.91017785
-5.21960980,3.83216031,0.02963320,0.42234198,0.74620965,0.79612545,1.89411720,0.00000000,1.13410575,0.92547371
-5.21360680,3.91378321,0.02966726,0.42835415,0.77062582,0.80900216,1.93770712,0.00000000,1.16830739,0.94019131
-5.20760380,3.99640805,0.02971125,0.43369637,0.79588017,0.82276321,1.98231492,0.00000000,1.20211022,0.95421876
-5.20160080,4.07945777,0.02976671,0.43827968,0.82171595,0.83743460,2.02767599,0.00000000,1.23506156,0.96749033
-5.19559780,4.16242191,0.02983576,0.44204087,0.84786705,0.85305332,2.07354445,0.00000000,1.26671372,0.97997973
-5.18959480,4.24482181,0.02992078,0.44494128,0.87405327,0.86965351,2.11967328,0.00000000,1.29662444,0.99169347
-5.18359180,4.32618133,0.03002418,0.44696546,0.89997744,0.88725427,2.16579783,0.00000000,1.32435962,1.00266472
-5.17758879,4.40600518,0.03014818,0.44811978,0.92532467,0.90584969,2.21162409,0.00000000,1.34949858,1.01294773
-5.17158579,4.48376629,0.03029475,0.44843091,0.94976413,0.92540168,2.25682253,0.00000000,1.37164170,1.02261328
-5.16558279,4.55890305,0.03046560,0.44794438,0.97295329,0.94583622,2.30102804,0.00000000,1.39042021,1.03174507
-5.15957979,4.63082629,0.03066223,0.44672303,0.99454456,0.96704291,2.34384592,0.00000000,1.40550772,1.04043710
-5.15357679,4.69893542,0.03088611,0.44484539,1.01419398,0.98887800,2.38486353,0.00000000,1.41663265,1.04879212
-5.14757379,4.76264221,0.03113886,0.44240410,1.03157144,1.01117038,2.42366663,0.00000000,1.42359095,1.05692093
-5.14157079,4.82140040,0.03142240,0.43950423,1.04637185,1.03373024,2.45985915,0.00000000,1.42625813,1.06494246
-5.13556778,4.87473867,0.03173919,0.43626167,1.05832660,1.05635959,2.49308496,0.00000000,1.42459979,1.07298431
-5.12956478,4.92229454,0.03209233,0.43280148,1.06721452,1.07886391,2.52304984,0.00000000,1.41867977,1.08118371
-5.12356178,4.96384629,0.03248560,0.42925643,1.07287162,1.10106401,2.54954195,0.00000000,1.40866527,1.08968857
-5.11755878,4.99934053,0.03292349,0.42576546,1.07519892,1.12280731,2.57244915,0.00000000,1.39482836,1.09865835
-5.11155578,5.02891298,0.03341098,0.42247256,1.07416795,1.14397758,2.59177159,0.00000000,1.37754360,1.10826470
-5.10555278,5.05290063,0.03395334,0.41952559,1.06982327,1.16450247,2.60762854,0.00000000,1.35728153,1.11869152
-5.09954977,5.07184398,0.03455574,0.41707553,1.06228191,1.18435829,2.62025845,0.00000000,1.33459845,1.13013447
-5.09354677,5.08647853,0.03522280,0.41527584,1.05172968,1.20357146,2.63001197,0.00000000,1.31012253,1.14279972
-5.08754377,5.09771571,0.03595803,0.41428217,1.03841437,1.22221661,2.63733802,0.00000000,1.28453721,1.15690204
-5.08154077,5.10661384,0.03676332,0.41425223,1.02263626,1.24041132,2.64276336,0.00000000,1.25856232,1.17266223
-5.07553777,5.11434048,0.03763831,0.41534591,1.00473629,1.25830763,2.64686678,0.00000000,1.23293411,1.19030386
-5.06953477,5.12212814,0.03857992,0.41772547,0.98508270,1.27608109,2.65024923,0.00000000,1.20838494,1.21004972
-5.06353177,5.13122573,0.03958186,0.42155591,0.96405662,1.29391770,2.65350154,0.00000000,1.18562370,1.23211792
-5.05752876,5.14284838,0.04063437,0.42700511,0.94203759,1.31199983,2.65717170,0.00000000,1.16531782,1.25671793
-5.05152576,5.15812852,0.04172404,0.43424402,0.91938959,1.33049180,2.66173357,0.00000000,1.14807762,1.28404674
-5.04552276,5.17807094,0.04283381,0.44344634,0.89644853,1.34952625,2.66755903,0.00000000,1.13444361,1.31428525
-5.03951976,5.20351428,0.04394327,0.45478791,0.87351166,1.36919212,2.67489528,0.00000000,1.12487712,1.34759511
-5.03351676,5.23510121,0.04502904,0.46844536,0.85082959,1.38952514,2.68384883,0.00000000,1.11975445,1.38411582
-5.02751376,5.27325876,0.04606546,0.48459407,0.82860122,1.41050149,2.69437724,0.00000000,1.11936440,1.42396234
-5.02151076,5.31818973,0.04702530,0.50340516,0.80697183,1.43203515,2.70628946,0.00000000,1.12390904,1.46722284
-5.01550775,5.36987564,0.04788084,0.52504147,0.78603446,1.45397940,2.71925478,0.00000000,1.13350705,1.51395659
-5.00950475,5.42809053,0.04860478,0.54965241,0.76583430,1.47613231,2.73282029,0.00000000,1.14819921,1.56419166
-5.00350175,5.49242466,0.04917144,0.57736769,0.74637587,1.49824623,2.74643603,0.00000000,1.16795523,1.61792218
-4.99749875,5.56231660,0.04955780,0.60828995,0.72763259,1.52004092,2.75948658,0.00000000,1.19268131,1.67510497
-4.99149575,5.63709139,0.04974454,0.64248638,0.70955801,1.54121950,2.77132760,0.00000000,1.22222763,1.73565524
-4.98549275,5.71600266,0.04971693,0.67997973,0.69209821,1.56148676,2.78132551,0.00000000,1.25639524,1.79944140
-4.97948974,5.79827616,0.04946566,0.72073878,0.67520453,1.58056857,2.78889818,0.00000000,1.29494194,1.86627890
-4.97348674,5.88315235,0.04898736,0.76466890,0.65884601,1.59823175,2.79355474,0.00000000,1.33758679,1.93592331
-4.96748374,5.96992580,0.04828494,0.81160318,0.64302070,1.61430307,2.79493229,0.00000000,1.38401318,2.00806304
-4.96148074,6.05797965,0.04736776,0.86129458,0.62776535,1.62868664,2.79282781,0.00000000,1.43387058,2.08231220
-4.95547774,6.14681359,0.04625145,0.91340991,0.61316279,1.64137855,2.78722357,0.00000000,1.48677529,2.15820420
-4.94947474,6.23606448,0.04495761,0.96752608,0.59934669,1.65247803,2.77830476,0.00000000,1.54231039,2.23518702
-4.94347174,6.32551906,0.04351325,1.02312945,0.58650332,1.66219450,2.76646835,0.00000000,1.60002580,2.31262089
-4.93746873,6.41511873,0.04195006,1.07961845,0.57487018,1.67084988,2.75232268,0.00000000,1.65943853,2.38977918
-4.93146573,6.50495679,0.04030353,1.13631024,0.56473144,1.67887593,2.73667772,0.00000000,1.72003406,2.46585327
-4.92546273,6.59526876,0.03861205,1.19245124,0.55641047,1.68680650,2.72052608,0.00000000,1.78126914,2.53996201
-4.91945973,6.68641655,0.03691585,1.24723181,0.55025958,1.69526475,2.70501561,0.00000000,1.84257630,2.61116590
-4.91345673,6.77886770,0.03525601,1.29980476,0.54664751,1.70494560,2.69141444,0.00000000,1.90337047,2.67848622
-4.90745373,6.87317036,0.03367346,1.34930712,0.54594500,1.71659400,2.68106981,0.00000000,1.96305753,2.74092862
-4.90145073,6.96992532,0.03220806,1.39488463,0.54850930,1.73097953,2.67536211,0.00000000,2.02104465,2.79751057
-4.89544772,7.06975568,0.03089772,1.43571797,0.55466800,1.74886832,2.67565578,0.00000000,2.07675219,2.84729165
-4.88944472,7.17327529,0.02977770,1.47104962,0.56470303,1.77099307,2.68324902,0.00000000,2.12962644,2.88940532
-4.88344172,7.28105638,0.02887999,1.50021023,0.57883553,1.79802238,2.69932390,0.00000000,2.17915281,2.92309078
-4.87743872,7.39359739,0.02823278,1.52264315,0.59721212,1.83053050,2.72489884,0.00000000,2.22486853,2.94772311
-4.87143572,7.51129140,0.02786013,1.53792604,0.61989335,1.86896869,2.76078527,0.00000000,2.26637442,2.96284009
-4.86543272,7.63439617,0.02778168,1.54578833,0.64684484,1.91363930,2.80754990,0.00000000,2.30334495,2.96816417
-4.85942971,7.76300626,0.02801253,1.54612359,0.67793143,1.96467394,2.86548434,0.00000000,2.33553605,2.96361811
-4.85342671,7.89702835,0.02856319,1.53899613,0.71291489,2.02201646,2.93458304,0.00000000,2.36279031,2.94933324
-4.84742371,8.03616050,0.02943957,1.52464130,0.75145516,2.08541202,3.01453071,0.00000000,2.38503929,2.92564968
-4.84142071,8.17987643,0.03064314,1.50345947,0.79311533,2.15440259,3.10469967,0.00000000,2.40230285,2.89310818
-4.83541771,8.32741560,0.03217101,1.47600368,0.83737008,2.22832963,3.20415757,0.00000000,2.41468562,2.85243379
-4.82941471,8.47778018,0.03401618,1.44296159,0.88361749,2.30634398,3.31168524,0.00000000,2.42237090,2.80451205
-4.82341171,8.62973928,0.03616773,1.40513248,0.93119359,2.38742290,3.42580422,0.00000000,2.42561218,2.75035857
-4.81740870,8.78184128,0.03861104,1.36340023,0.97938930,2.47039383,3.54481306,0.00000000,2.42472298,2.69108370
-4.81140570,8.93243401,0.04132808,1.31870352,1.02746894,2.55396422,3.66683123,0.00000000,2.42006527,2.62785354
-4.80540270,9.07969289,0.04429760,1.27200453,1.07468963,2.63675621,3.78984893,0.00000000,2.41203727,2.56184954
-4.79939970,9.22165632,0.04749545,1.22425749,1.12032094,2.71734520,3.91178119,0.00000000,2.40106077,2.49422818
-4.79339670,9.35626729,0.05089476,1.17637842,1.16366373,2.79430066,4.03052417,0.00000000,2.38756880,2.42608279
-4.78739370,9.48142013,0.05446624,1.12921720,1.20406783,2.86622773,4.14401169,0.00000000,2.37199380,2.35840908
-4.78139070,9.59501069,0.05817839,1.08353308,1.24094760,2.93180799,4.25027001,0.00000000,2.35475669,2.29207584
-4.77538769,9.69498839,0.06199779,1.03997460,1.27379504,2.98983788,4.34746893,0.00000000,2.33625712,2.22780191
-4.76938469,9.77940826,0.06588932,0.99906431,1.30218999,3.03926339,4.43396755,0.00000000,2.31686508,2.16614025
-4.76338169,9.84648132,0.06981651,0.96118898,1.32580727,3.07920960,4.50835339,0.00000000,2.29691403,2.10746949
-4.75737869,9.89462172,0.07374179,0.92659520,1.34442063,3.10900438,4.56947377,0.00000000,2.27669572,2.05199303
-4.75137569,9.92248920,0.07762691,0.89539042,1.35790366,3.12819528,4.61645881,0.00000000,2.25645664,1.99974537
-4.74537269,9.92902586,0.08143331,0.86754901,1.36622794,3.13655939,4.64873590,0.00000000,2.23639634,1.95060512
-4.73936968,9.91348646,0.08512257,0.84292296,1.36945873,3.13410607,4.66603557,0.00000000,2.21666755,1.90431369
-4.73336668,9.87546165,0.08865699,0.82125636,1.36774876,3.12107275,4.66838942,0.00000000,2.19737816,1.86049875
-4.72736368,9.81489414,0.09200010,0.80220304,1.36133052,3.09791444,4.65612071,0.00000000,2.17859505,1.81870106
-4.72136068,9.73208755,0.09511738,0.78534646,1.35050759,3.06528745,4.62982856,0.00000000,2.16034955,1.77840346
-4.71535768,9.62770842,0.09797690,0.77022089,1.33564560,3.02402853,4.59036687,0.00000000,2.14264465,1.73906067
-4.70935468,9.50278135,0.10055007,0.75633308,1.31716294,2.97513010,4.53881892,0.00000000,2.12546336,1.70012857
-4.70335168,9.35867781,0.10281234,0.74318355,1.29552193,2.91971291,4.47646884,0.00000000,2.10877820,1.66109186
-4.69734867,9.19709871,0.10474398,0.73028661,1.27122030,2.85899695,4.40477078,0.00000000,2.09256121,1.62148888
-4.69134567,9.02005097,0.10633069,0.71718867,1.24478331,2.79427156,4.32531661,0.00000000,2.07679401,1.58093283
-4.68534267,8.82981830,0.10756419,0.70348394,1.21675635,2.72686574,4.23980286,0.00000000,2.06147732,1.53912867
-4.67933967,8.62892619,0.10844274,0.68882741,1.18769802,2.65811916,4.14999720,0.00000000,2.04663934,1.49588510
-4.67333667,8.42010115,0.10897135,0.67294464,1.15817344,2.58935452,4.05770496,0.00000000,2.03234237,1.45112161
-4.66733367,8.20622449,0.10916200,0.65563817,1.12874760,2.52185168,3.96473573,0.00000000,2.01868701,1.40487024
-4.66133067,7.99028072,0.10903347,0.63679074,1.09997853,2.45682378,3.87287026,0.00000000,2.00581366,1.35727259
-4.65532766,7.77530116,0.10861105,0.61636521,1.07241006,2.39539558,3.78382774,0.00000000,1.99390073,1.30857218
-4.64932466,7.56430347,0.10792596,0.59440160,1.04656411,2.33858417,3.69923364,0.00000000,1.98315965,1.25910284
-4.64332166,7.36022810,0.10701457,0.57101151,1.02293228,2.28728201,3.62058838,0.00000000,1.97382653,1.20927390
