energy_ev,total_up,Au_p_up,Au_d_up,C_s_up,C_p_up,S_s_up,S_p_up
-5.75387694,3.45661622,0.37766485,2.57189798,0.00640779,0.34333684,0.04294095,0.35018922
-5.74787394,3.59539405,0.40068974,2.67785049,0.00655883,0.35712227,0.04418102,0.36300540
-5.74187094,3.73809429,0.42464394,2.78653269,0.00671397,0.37084183,0.04535531,0.37646260
-5.73586793,3.88377112,0.44936312,2.89732215,0.00687321,0.38438919,0.04644735,0.39041086
-5.72986493,4.03137066,0.47466672,3.00951183,0.00703635,0.39765773,0.04744168,0.40468997
-5.72386193,4.17975402,0.50036027,3.12232509,0.00720292,0.41054350,0.04832426,0.41913359
-5.71785893,4.32772348,0.52623851,3.23493305,0.00737217,0.42294809,0.04908289,0.43357369
-5.71185593,4.47405060,0.55208888,3.34647347,0.00754302,0.43478140,0.04970755,0.44784496
-5.70585293,4.61750520,0.57769559,3.45607056,0.00771412,0.44596419,0.05019067,0.46178924
-5.69984992,4.75688405,0.60284396,3.56285479,0.00788378,0.45643023,0.05052736,0.47525953
-5.69384692,4.89103822,0.62732512,3.66598208,0.00805004,0.46612805,0.05071549,0.48812362
-5.68784392,5.01889821,0.65094068,3.76465172,0.00821070,0.47502209,0.05075573,0.50026706
-5.68184092,5.13949594,0.67350741,3.85812246,0.00836330,0.48309331,0.05065145,0.51159552
-5.67583792,5.25198312,0.69486167,3.94572636,0.00850524,0.49033916,0.05040856,0.52203625
-5.66983492,5.35564537,0.71486345,4.02688005,0.00863378,0.49677295,0.05003521,0.53153885
-5.66383192,5.44991198,0.73339974,4.10109326,0.00874610,0.50242261,0.04954150,0.54007517
-5.65782891,5.53436105,0.75038724,4.16797443,0.00883942,0.50732894,0.04893909,0.54763845
-5.65182591,5.60872018,0.76577408,4.22723352,0.00891103,0.51154329,0.04824079,0.55424179
-5.64582291,5.67286284,0.77954053,4.27868202,0.00895839,0.51512497,0.04746013,0.55991598
-5.63981991,5.72680083,0.79169858,4.32223045,0.00897920,0.51813826,0.04661093,0.56470679
-5.63381691,5.77067324,0.80229038,4.35788350,0.00897152,0.52064930,0.04570693,0.56867203
-5.62781391,5.80473252,0.81138551,4.38573325,0.00893382,0.52272292,0.04476144,0.57187821
-5.62181091,5.82932838,0.81907719,4.40595079,0.00886509,0.52441953,0.04378700,0.57439725
-5.61580790,5.84489021,0.82547762,4.41877665,0.00876487,0.52579222,0.04279517,0.57630322
-5.60980490,5.85190882,0.83071262,4.42451053,0.00863335,0.52688420,0.04179635,0.57766926
-5.60380190,5.85091850,0.83491575,4.42350088,0.00847141,0.52772672,0.04079964,0.57856493
-5.59779890,5.84247999,0.83822245,4.41613465,0.00828061,0.52833745,0.03981280,0.57905392
-5.59179590,5.82716545,0.84076430,4.40282788,0.00806322,0.52871964,0.03884229,0.57919249
-5.58579290,5.80554594,0.84266383,4.38401737,0.00782220,0.52886189,0.03789329,0.57902842
-5.57978989,5.77818213,0.84403029,4.36015398,0.00756115,0.52873875,0.03696985,0.57860080
-5.57378689,5.74561861,0.84495652,4.33169765,0.00728424,0.52831204,0.03607503,0.57794044
-5.56778389,5.70838204,0.84551720,4.29911433,0.00699615,0.52753290,0.03521109,0.57707110
-5.56178089,5.66698305,0.84576862,4.26287490,0.00670191,0.52634454,0.03437966,0.57601122
-5.55577789,5.62192154,0.84574994,4.22345576,0.00640683,0.52468551,0.03358201,0.57477633
-5.54977489,5.57369472,0.84548590,4.18134080,0.00611633,0.52249341,0.03281920,0.57338171
-5.54377189,5.52280717,0.84499075,4.13702433,0.00583583,0.51970886,0.03209232,0.57184534
-5.53776888,5.46978146,0.84427303,4.09101420,0.00557057,0.51627946,0.03140266,0.57019077
-5.53176588,5.41516844,0.84334096,4.04383450,0.00532550,0.51216366,0.03075184,0.56844977
-5.52576288,5.35955546,0.84220780,3.99602702,0.00510514,0.50733417,0.03014195,0.56666446
-5.51975988,5.30357158,0.84089686,3.94815080,0.00491343,0.50178081,0.02957557,0.56488885
-5.51375688,5.24788816,0.83944550,3.90077904,0.00475367,0.49551259,0.02905580,0.56318933
-5.50775388,5.19321435,0.83790799,3.85449295,0.00462839,0.48855883,0.02858621,0.56164431
-5.50175088,5.14028656,0.83635651,3.80987228,0.00453932,0.48096926,0.02817071,0.56034264
-5.49574787,5.08985198,0.83488043,3.76748255,0.00448732,0.47281300,0.02781337,0.55938099
-5.48974487,5.04264642,0.83358351,3.72785922,0.00447238,0.46417655,0.02751826,0.55886020
-5.48374187,4.99936744,0.83257932,3.69148958,0.00449362,0.45516072,0.02728909,0.55888074
-5.47773887,4.96064397,0.83198487,3.65879308,0.00454933,0.44587673,0.02712901,0.55953756
-5.47173587,4.92700436,0.83191304,3.63010140,0.00463699,0.43644168,0.02704023,0.56091457
-5.46573287,4.89884477,0.83246418,3.60563953,0.00475340,0.42697363,0.02702377,0.56307912
-5.45972986,4.87640020,0.83371742,3.58550925,0.00489474,0.41758646,0.02707916,0.56607681
-5.45372686,4.85972042,0.83572245,3.56967638,0.00505667,0.40838502,0.02720420,0.56992703
-5.44772386,4.84865277,0.83849230,3.55796306,0.00523449,0.39946058,0.02739477,0.57461953
-5.44172086,4.84283358,0.84199768,3.55004603,0.00542326,0.39088703,0.02764480,0.58011224
-5.43571786,4.84168951,0.84616351,3.54546154,0.00561791,0.38271799,0.02794618,0.58633068
-5.42971486,4.84444930,0.85086779,3.54361719,0.00581341,0.37498494,0.02828893,0.59316891
-5.42371186,4.85016592,0.85594321,3.54381036,0.00600491,0.36769652,0.02866132,0.60049217
-5.41770885,4.85774831,0.86118140,3.54525269,0.00618782,0.36083901,0.02905023,0.60814092
-5.41170585,4.86600130,0.86633972,3.54709930,0.00635798,0.35437793,0.02944146,0.61593631
-5.40570285,4.87367156,0.87115018,3.54848146,0.00651172,0.34826064,0.02982024,0.62368655
-5.39969985,4.87949712,0.87533019,3.54854079,0.00664595,0.34241974,0.03017167,0.63119398
-5.39369685,4.88225762,0.87859424,3.54646308,0.00675824,0.33677714,0.03048126,0.63826238
-5.38769385,4.88082238,0.88066618,3.54150985,0.00684678,0.33124844,0.03073547,0.64470405
-5.38169085,4.87419352,0.88129104,3.53304569,0.00691047,0.32574738,0.03092217,0.65034637
-5.37568784,4.86154163,0.88024601,3.52055998,0.00694886,0.32019016,0.03103109,0.65503730
-5.36968484,4.84223206,0.87734976,3.50368159,0.00696213,0.31449935,0.03105420,0.65864974
-5.36368184,4.81584045,0.87246963,3.48218599,0.00695100,0.30860717,0.03098595,0.66108437
-5.35767884,4.78215689,0.86552635,3.45599443,0.00691669,0.30245810,0.03082343,0.66227095
-5.35167584,4.74117897,0.85649610,3.42516554,0.00686082,0.29601057,0.03056641,0.66216817
-5.34567284,4.69309447,0.84540980,3.38988015,0.00678530,0.28923787,0.03021728,0.66076194
-5.33966983,4.63825542,0.83234983,3.35042058,0.00669225,0.28212813,0.02978085,0.65806264
-5.33366683,4.57714550,0.81744446,3.30714594,0.00658392,0.27468368,0.02926402,0.65410134
-5.32766383,4.51034333,0.80086046,3.26046532,0.00646254,0.26691963,0.02867551,0.64892547
-5.32166083,4.43848424,0.78279433,3.21081061,0.00633030,0.25886205,0.02802534,0.64259434
-5.31565783,4.36222318,0.76346279,3.15861095,0.00618927,0.25054583,0.02732442,0.63517475
-5.30965483,4.28220115,0.74309322,3.10427023,0.00604130,0.24201239,0.02658409,0.62673707
-5.30365183,4.19901720,0.72191441,3.04814915,0.00588807,0.23330736,0.02581561,0.61735214
-5.29764882,4.11320736,0.70014835,2.99055256,0.00573101,0.22447851,0.02502983,0.60708903
-5.29164582,4.02523171,0.67800338,2.93172279,0.00557129,0.21557385,0.02423677,0.59601389
-5.28564282,3.93546951,0.65566899,2.87183880,0.00540989,0.20664022,0.02344537,0.58418995
-5.27963982,3.84422232,0.63331253,2.81102094,0.00524760,0.19772212,0.02266327,0.57167838
-5.27363682,3.75172407,0.61107774,2.74934039,0.00508502,0.18886108,0.02189671,0.55854009
-5.26763382,3.65815678,0.58908519,2.68683227,0.00492266,0.18009534,0.02115049,0.54483820
-5.26163082,3.56367024,0.56743424,2.62351127,0.00476097,0.17145990,0.02042800,0.53064079
-5.25562781,3.46840386,0.54620643,2.55938824,0.00460035,0.16298682,0.01973138,0.51602378
-5.24962481,3.37250874,0.52546977,2.49448660,0.00444128,0.15470567,0.01906165,0.50107361
-5.24362181,3.27616830,0.50528369,2.42885733,0.00428427,0.14664416,0.01841894,0.48588948
-5.23761881,3.17961591,0.48570413,2.36259142,0.00412999,0.13882868,0.01780269,0.47058482
-5.23161581,3.08314842,0.46678854,2.29582927,0.00397925,0.13128490,0.01721196,0.45528798
-5.22561281,2.98713472,0.44860029,2.22876639,0.00383306,0.12403812,0.01664561,0.44014191
-5.21960980,2.89201909,0.43121236,2.16165539,0.00369263,0.11711359,0.01610255,0.42530289
-5.21360680,2.79831928,0.41471000,2.09480436,0.00355940,0.11053656,0.01558190,0.41093825
-5.20760380,2.70661979,0.39919228,2.02857203,0.00343508,0.10433220,0.01508318,0.39722332
-5.20160080,2.61756099,0.38477246,1.96336032,0.00332160,0.09852533,0.01460643,0.38433759
-5.19559780,2.53182504,0.37157721,1.89960486,0.00322114,0.09313999,0.01415224,0.37246042
-5.18959480,2.45011953,0.35974464,1.83776436,0.00313612,0.08819890,0.01372184,0.36176645
-5.18359180,2.37315985,0.34942147,1.77830944,0.00306915,0.08372287,0.01331707,0.35242095
-5.17758879,2.30165138,0.34075922,1.72171150,0.00302303,0.07973011,0.01294035,0.34457527
-5.17158579,2.23627204,0.33390979,1.66843234,0.00300071,0.07623563,0.01259464,0.33836264
-5.16558279,2.17765611,0.32902051,1.61891458,0.00300522,0.07325058,0.01228332,0.33389443
-5.15957979,2.12637949,0.32622886,1.57357338,0.00303959,0.07078173,0.01201011,0.33125704
-5.15357679,2.08294673,0.32565699,1.53278922,0.00310680,0.06883098,0.01177896,0.33050935
-5.14757379,2.04777990,0.32740625,1.49690179,0.00320969,0.06739499,0.01159387,0.33168094
-5.14157079,2.02120899,0.33155184,1.46620477,0.00335081,0.06646492,0.01145883,0.33477092
-5.13556778,2.00346383,0.33813770,1.44094122,0.00353239,0.06602625,0.01137762,0.33974738
-5.12956478,1.99466722,0.34717186,1.42129925,0.00375611,0.06605869,0.01135366,0.34654747
-5.12356178,1.99482898,0.35862222,1.40740792,0.00402307,0.06653624,0.01138991,0.35507795
-5.11755878,2.00384093,0.37241318,1.39933309,0.00433365,0.06742725,0.01148865,0.36521615
-5.11155578,2.02147277,0.38842291,1.39707321,0.00468735,0.06869466,0.01165139,0.37681145
-5.10555278,2.04736901,0.40648173,1.40055522,0.00508276,0.07029627,0.01187870,0.38968706
-5.09954977,2.08104717,0.42637165,1.40963072,0.00551743,0.07218511,0.01217007,0.40364222
-5.09354677,2.12189797,0.44782708,1.42407283,0.00598789,0.07430993,0.01252385,0.41845482
-5.08754377,2.16918772,0.47053714,1.44357404,0.00648957,0.07661575,0.01293708,0.43388450
-5.08154077,2.22206382,0.49414943,1.46774580,0.00701688,0.07904458,0.01340553,0.44967618
-5.07553777,2.27956369,0.51827538,1.49612006,0.00756326,0.08153618,0.01392358,0.46556424
-5.06953477,2.34062781,0.54249736,1.52815342,0.00812129,0.08402904,0.01448435,0.48127717
-5.06353177,2.40411701,0.56637715,1.56323413,0.00868287,0.08646141,0.01507971,0.49654290
-5.05752876,2.46883418,0.58946597,1.60069222,0.00923939,0.08877243,0.01570044,0.51109458
-5.05152576,2.53355014,0.61131560,1.63981267,0.00978199,0.09090339,0.01633642,0.52467688
-5.04552276,2.59703310,0.63149031,1.67985153,0.01030178,0.09279902,0.01697687,0.53705245
-5.03951976,2.65808099,0.64957922,1.72005454,0.01079014,0.09440880,0.01761064,0.54800868
-5.03351676,2.71555533,0.66520865,1.75967763,0.01123899,0.09568826,0.01822652,0.55736404
-5.02751376,2.76841536,0.67805381,1.79800849,0.01164102,0.09660015,0.01881364,0.56497420
-5.02151076,2.81575093,0.68784942,1.83438830,0.01198995,0.09711548,0.01936177,0.57073721
-5.01550775,2.85681242,0.69439865,1.86823265,0.01228077,0.09721443,0.01986175,0.57459770
-5.00950475,2.89103618,0.69757997,1.89905061,0.01250984,0.09688690,0.02030579,0.57654963
-5.00350175,2.91806406,0.69735144,1.92646090,0.01267503,0.09613283,0.02068778,0.57663752
-4.99749875,2.93775585,0.69375216,1.95020450,0.01277576,0.09496219,0.02100354,0.57495580
-4.99149575,2.95019383,0.68690087,1.97015293,0.01281301,0.09339460,0.02125103,0.57164629
-4.98549275,2.95567897,0.67699139,1.98631181,0.01278918,0.09145865,0.02143042,0.56689386
-4.97948974,2.95471897,0.66428536,1.99881950,0.01270804,0.08919083,0.02154419,0.56092022
-4.97348674,2.94800840,0.64910241,2.00794104,0.01257447,0.08663427,0.02159700,0.55397630
-4.96748374,2.93640218,0.63180823,2.01405750,0.01239429,0.08383716,0.02159564,0.54633325
-4.96148074,2.92088348,0.61280110,2.01765169,0.01217399,0.08085102,0.02154883,0.53827272
-4.95547774,2.90252777,0.59249752,2.01929055,0.01192045,0.07772897,0.02146695,0.53007671
-4.94947474,2.88246475,0.57131762,2.01960554,0.01164072,0.07452384,0.02136183,0.52201751
-4.94347174,2.86184004,0.54967110,2.01927163,0.01134171,0.07128652,0.02124638,0.51434827
-4.93746873,2.84177831,0.52794419,2.01898608,0.01103004,0.06806437,0.02113436,0.50729458
-4.93146573,2.82334965,0.50648842,2.01944763,0.01071178,0.06489986,0.02104008,0.50104749
-4.92546273,2.80754027,0.48561156,2.02133713,0.01039239,0.06182955,0.02097813,0.49575832
-4.91945973,2.79522862,0.46557103,2.02529995,0.01007658,0.05888329,0.02096319,0.49153540
-4.91345673,2.78716764,0.44657010,2.03193065,0.00976827,0.05608391,0.02100987,0.48844292
-4.90745373,2.78397298,0.42875680,2.04176016,0.00947067,0.05344708,0.02113259,0.48650178
-4.90145073,2.78611732,0.41222550,2.05524542,0.00918627,0.05098161,0.02134549,0.48569233
-4.89544772,2.79392999,0.39702085,2.07276138,0.00891699,0.04869005,0.02166244,0.48595887
-4.88944472,2.80760116,0.38314368,2.09459506,0.00866429,0.04656939,0.02209698,0.48721532
-4.88344172,2.82718942,0.37055849,2.12094146,0.00842932,0.04461215,0.02266238,0.48935199
-4.87743872,2.85263189,0.35920186,2.15190079,0.00821309,0.04280736,0.02337157,0.49224268
-4.87143572,2.88375533,0.34899133,2.18747686,0.00801661,0.04114180,0.02423714,0.49575201
-4.86543272,2.92028768,0.33983413,2.22757631,0.00784101,0.03960105,0.02527127,0.49974227
-4.85942971,2.96186868,0.33163531,2.27200839,0.00768763,0.03817052,0.02648552,0.50407955
-4.85342671,3.00805936,0.32430478,2.32048552,0.00755813,0.03683641,0.02789069,0.50863894
-4.84742371,3.05834974,0.31776292,2.37262424,0.00745447,0.03558636,0.02949645,0.51330832
-4.84142071,3.11216473,0.31194458,2.42794720,0.00737892,0.03441003,0.03131099,0.51799081
-4.83541771,3.16886833,0.30680126,2.48588598,0.00733393,0.03329940,0.03334054,0.52260584
-4.82941471,3.22776659,0.30230149,2.54578532,0.00732213,0.03224884,0.03558885,0.52708875
-4.82341171,3.28810975,0.29842960,2.60690886,0.00734605,0.03125505,0.03805657,0.53138926
-4.81740870,3.34909424,0.29518292,2.66844682,0.00740808,0.03031677,0.04074071,0.53546876
-4.81140570,3.40986526,0.29256784,2.72952564,0.00751016,0.02943438,0.04363396,0.53929706
-4.80540270,3.46952059,0.29059497,2.78921983,0.00765365,0.02860939,0.04672421,0.54284846
-4.79939970,3.52711612,0.28927387,2.84656595,0.00783910,0.02784387,0.04999404,0.54609782
-4.79339670,3.58167375,0.28860767,2.90057852,0.00806610,0.02713991,0.05342038,0.54901674
-4.78739370,3.63219173,0.28858800,2.95026775,0.00833308,0.02649902,0.05697432,0.55157016
-4.78139070,3.67765765,0.28919064,2.99465851,0.00863724,0.02592172,0.06062109,0.55371370
-4.77538769,3.71706406,0.29037205,3.03281020,0.00897449,0.02540713,0.06432034,0.55539183
-4.76938469,3.74942631,0.29206720,3.06383685,0.00933940,0.02495268,0.06802658,0.55653710
-4.76338169,3.77380235,0.29418875,3.08692701,0.00972529,0.02455408,0.07168993,0.55707040
-4.75737869,3.78931386,0.29662775,3.10136265,0.01012434,0.02420522,0.07525712,0.55690237
-4.75137569,3.79516813,0.29925570,3.10653669,0.01052774,0.02389842,0.07867271,0.55593585
-4.74537269,3.79067993,0.30192819,3.10196860,0.01092592,0.02362464,0.08188057,0.55406922
-4.73936968,3.77529285,0.30448958,3.08731763,0.01130886,0.02337393,0.08482556,0.55120056
-4.73336668,3.74859915,0.30677883,3.06239340,0.01166632,0.02313584,0.08745525,0.54723244
-4.72736368,3.71035776,0.30863602,3.02716362,0.01198825,0.02289997,0.08972180,0.54207694
-4.72136068,3.66050955,0.30990929,2.98175882,0.01226505,0.02265654,0.09158382,0.53566100
-4.71535768,3.59918956,0.31046186,2.92647412,0.01248797,0.02239694,0.09300815,0.52793143
-4.70935468,3.52673563,0.31017877,2.86176792,0.01264936,0.02211424,0.09397145,0.51885977
-4.70335168,3.44369305,0.30897305,2.78825788,0.01274297,0.02180368,0.09446162,0.50844639
-4.69734867,3.35081502,0.30679092,2.70671404,0.01276414,0.02146304,0.09447890,0.49672392
-4.69134567,3.24905866,0.30361593,2.61804946,0.01271002,0.02109296,0.09403659,0.48375962
-4.68534267,3.13957655,0.29947159,2.52330849,0.01257960,0.02069709,0.09316139,0.46965676
-4.67933967,3.02370362,0.29442250,2.42365274,0.01237380,0.02028217,0.09189331,0.45455462
-4.67333667,2.90293971,0.28857394,2.32034515,0.01209538,0.01985797,0.09028506,0.43862742
-4.66733367,2.77892771,0.28206973,2.21473206,0.01174885,0.01943705,0.08840106,0.42208186
-4.66133067,2.65342775,0.27508852,2.10822369,0.01134028,0.01903449,0.08631598,0.40515348
-4.65532766,2.52828767,0.26783874,2.00227303,0.01087711,0.01866746,0.08411285,0.38810184
-4.64932466,2.40541028,0.26055212,1.89835346,0.01036783,0.01835466,0.08188091,0.37120476
-4.64332166,2.28671791,0.25347627,1.79793519,0.00982173,0.01811574,0.07971304,0.35475159
-4.63731866,2.17411491,0.24686645,1.70246093,0.00924857,0.01797061,0.07770311,0.33903587
-4.63131566,2.06944884,0.24097687,1.61332098,0.00865824,0.01793873,0.07594317,0.32434753
-4.62531266,1.97447108,0.23605177,1.53182808,0.00806051,0.01803836,0.07452053,0.31096486
-4.61930965,1.89079772,0.23231668,1.45919248,0.00746471,0.01828582,0.07351502,0.29914645
-4.61330665,1.81987164,0.22997012,1.39649764,0.00687948,0.01869480,0.07299628,0.28912346
-4.60730365,1.76292674,0.22917606,1.34467702,0.00631259,0.01927562,0.07302139,0.28109241
-4.60130065,1.72095521,0.23005733,1.30449252,0.00577076,0.02003474,0.07363270,0.27520861
-4.59529765,1.69467876,0.23269031,1.27651516,0.00525959,0.02097415,0.07485615,0.27158071
-4.58929465,1.68452483,0.23710107,1.26110843,0.00478342,0.02209107,0.07670000,0.27026629
-4.58329165,1.69060848,0.24326304,1.25841506,0.00434540,0.02337766,0.07915402,0.27126893
-4.57728864,1.71272082,0.25109645,1.26834759,0.00394750,0.02482092,0.08218933,0.27453658
-4.57128564,1.75032470,0.26046937,1.29058333,0.00359055,0.02640277,0.08575869,0.27996172
-4.56528264,1.80255792,0.27120063,1.32456417,0.00327440,0.02810030,0.08979747,0.28738303
-4.55927964,1.86824467,0.28306421,1.36950147,0.00299803,0.02988613,0.09422512,0.29658872
-4.55327664,1.94591494,0.29579535,1.42438639,0.00275968,0.03172901,0.09894721,0.30732153
-4.54727364,2.03383209,0.30909783,1.48800569,0.00255708,0.03359456,0.10385794,0.31928516
-4.54127064,2.13002811,0.32265248,1.55896299,0.00238753,0.03544612,0.10884312,0.33215210
-4.53526763,2.23234590,0.33612651,1.63570520,0.00224816,0.03724570,0.11378346,0.34557253
-4.52926463,2.33848779,0.34918329,1.71655377,0.00213603,0.03895507,0.11855810,0.35918420
-4.52326163,2.44606911,0.36149248,1.79974012,0.00204830,0.04053685,0.12304826,0.37262275
-4.51725863,2.55267534,0.37273985,1.88344449,0.00198238,0.04195559,0.12714097,0.38553240
-4.51125563,2.65592150,0.38263667,1.96583727,0.00193600,0.04317884,0.13073259,0.39757640
-4.50525263,2.75351169,0.39092826,2.04512171,0.00190736,0.04417818,0.13373212,0.40844703
-4.49924962,2.84329736,0.39740144,2.11957677,0.00189517,0.04492999,0.13606416,0.41787480
-4.49324662,2.92333217,0.40189047,2.18759893,0.00189869,0.04541627,0.13767134,0.42563640
-4.48724362,2.99192175,0.40428153,2.24774157,0.00191782,0.04562510,0.13851625,0.43156123
-4.48124062,3.04766685,0.40451537,2.29875076,0.00195302,0.04555097,0.13858267,0.43553615
-4.47523762,3.08949815,0.40258824,2.33959615,0.00200538,0.04519494,0.13787611,0.43750845
-4.46923462,3.11670187,0.39855092,2.36949607,0.00207655,0.04456446,0.13642367,0.43748670
-4.46323162,3.12893498,0.39250614,2.38793584,0.00216869,0.04367312,0.13427319,0.43553973
-4.45722861,3.12622985,0.38460437,2.39467876,0.00228443,0.04254008,0.13149172,0.43179352
-4.45122561,3.10898792,0.37503821,2.38976928,0.00242676,0.04118939,0.12816334,0.42642639
-4.44522261,3.07796284,0.36403570,2.37352831,0.00259899,0.03964920,0.12438656,0.41966251
-4.43921961,3.03423361,0.35185274,2.34654084,0.00280458,0.03795078,0.12027118,0.41176401
-4.43321661,2.97916876,0.33876491,2.30963619,0.00304710,0.03612756,0.11593488,0.40302211
-4.42721361,2.91438274,0.32505911,2.26386166,0.00333006,0.03421408,0.11149963,0.39374742
-4.42121061,2.84168607,0.31102514,2.21045046,0.00365679,0.03224503,0.10708798,0.38425989
-4.41520760,2.76303098,0.29694763,2.15078492,0.00403032,0.03025424,0.10281941,0.37487870
-4.40920460,2.68045424,0.28309846,2.08635637,0.00445324,0.02827387,0.09880690,0.36591240
-4.40320160,2.59601907,0.26972998,2.01872278,0.00492754,0.02633363,0.09515365,0.35764964
-4.39719860,2.51175790,0.25706906,1.94946577,0.00545452,0.02446013,0.09195022,0.35035077
-4.39119560,2.42961782,0.24531228,1.88014810,0.00603463,0.02267643,0.08927212,0.34424051
-4.38519260,2.35141025,0.23462215,1.81227309,0.00666735,0.02100167,0.08717786,0.33950187
-4.37918959,2.27876622,0.22512457,1.74724720,0.00735113,0.01945091,0.08570754,0.33627157
-4.37318659,2.21309871,0.21690740,1.68634669,0.00808329,0.01803503,0.08488202,0.33463695
-4.36718359,2.15557273,0.21002030,1.63068942,0.00885997,0.01676085,0.08470269,0.33463446
-4.36118059,2.10708418,0.20447557,1.58121252,0.00967615,0.01563130,0.08515180,0.33624983
-4.35517759,2.06824771,0.20025014,1.53865635,0.01052566,0.01464572,0.08619341,0.33941974
-4.34917459,2.03939387,0.19728846,1.50355517,0.01140126,0.01380021,0.08777480,0.34403507
-4.34317159,2.02057541,0.19550621,1.47623461,0.01229477,0.01308811,0.08982848,0.34994558
-4.33716858,2.01158231,0.19479478,1.45681573,0.01319720,0.01250041,0.09227457,0.35696581
-4.33116558,2.01196483,0.19502630,1.44522547,0.01409903,0.01202630,0.09502353,0.36488207
-4.32516258,2.02106369,0.19605903,1.44121281,0.01499037,0.01165368,0.09797928,0.37346034
-4.31915958,2.03804617,0.19774307,1.44437003,0.01586135,0.01136965,0.10104236,0.38245470
-4.31315658,2.06194678,0.19992602,1.45415812,0.01670232,0.01116100,0.10411329,0.39161621
-4.30715358,2.09171087,0.20245865,1.46993536,0.01750423,0.01101469,0.10709586,0.40070164
