energy_ev,total_up,Cd_p_up,Cd_d_up,Se_s_up,Se_p_up,Si_p_up,Si_d_up
-5.77788894,1.13843733,0.83254054,0.19118605,0.03310273,0.20749651,0.25861925,0.00000000
-5.77188594,1.13891716,0.80416272,0.19401521,0.03539960,0.19680963,0.26358873,0.00000000
-5.76588294,1.14373963,0.78019407,0.19721137,0.03794411,0.18826535,0.26952557,0.00000000
-5.75987994,1.15285231,0.76076557,0.20073656,0.04074189,0.18191960,0.27639545,0.00000000
-5.75387694,1.16613165,0.74590105,0.20454982,0.04380011,0.17778664,0.28414560,0.00000000
-5.74787394,1.18339273,0.73552460,0.20860895,0.04712724,0.17584102,0.29270722,0.00000000
-5.74187094,1.20439794,0.72946923,0.21287192,0.05073249,0.17602001,0.30199791,0.00000000
-5.73586793,1.22886414,0.72748634,0.21729778,0.05462494,0.17822631,0.31192374,0.00000000
-5.72986493,1.25646781,0.72925561,0.22184706,0.05881243,0.18233109,0.32238100,0.00000000
-5.72386193,1.28684821,0.73439486,0.22648169,0.06330016,0.18817711,0.33325754,0.00000000
-5.71785893,1.31960836,0.74246979,0.23116430,0.06808919,0.19558192,0.34443357,0.00000000
-5.71185593,1.35431453,0.75300350,0.23585729,0.07317475,0.20434117,0.35578219,0.00000000
-5.70585293,1.39049436,0.76548557,0.24052149,0.07854465,0.21423187,0.36716950,0.00000000
-5.69984992,1.42763471,0.77938104,0.24511467,0.08417766,0.22501584,0.37845463,0.00000000
-5.69384692,1.46517960,0.79413911,0.24959011,0.09004227,0.23644312,0.38948975,0.00000000
-5.68784392,1.50252947,0.80920184,0.25389531,0.09609561,0.24825561,0.40012031,0.00000000
-5.68184092,1.53904217,0.82401290,0.25797101,0.10228295,0.26019074,0.41018559,0.00000000
-5.67583792,1.57403664,0.83802642,0.26175070,0.10853758,0.27198545,0.41951986,0.00000000
-5.66983492,1.60679954,0.85071604,0.26516069,0.11478136,0.28338024,0.42795412,0.00000000
-5.66383192,1.63659536,0.86158404,0.26812084,0.12092585,0.29412341,0.43531860,0.00000000
-5.65782891,1.66267983,0.87017053,0.27054594,0.12687407,0.30397548,0.44144596,0.00000000
-5.65182591,1.68431645,0.87606242,0.27234777,0.13252280,0.31271353,0.44617513,0.00000000
-5.64582291,1.70079577,0.87890211,0.27343771,0.13776545,0.32013561,0.44935572,0.00000000
-5.63981991,1.71145643,0.87839546,0.27372982,0.14249523,0.32606492,0.45085278,0.00000000
-5.63381691,1.71570726,0.87431883,0.27314427,0.14660869,0.33035367,0.45055173,0.00000000
-5.62781391,1.71304916,0.86652488,0.27161084,0.15000930,0.33288651,0.44836312,0.00000000
-5.62181091,1.70309574,0.85494683,0.26907241,0.15261094,0.33358339,0.44422703,0.00000000
-5.61580790,1.68559157,0.83960089,0.26548817,0.15434127,0.33240163,0.43811688,0.00000000
-5.60980490,1.66042687,0.82058676,0.26083637,0.15514454,0.32933714,0.43004224,0.00000000
-5.60380190,1.62764789,0.79808605,0.25511647,0.15498394,0.32442475,0.42005067,0.00000000
-5.59779890,1.58746213,0.77235851,0.24835054,0.15384331,0.31773749,0.40822825,0.00000000
-5.59179590,1.54023818,0.74373626,0.24058377,0.15172798,0.30938489,0.39469884,0.00000000
-5.58579290,1.48649982,0.71261610,0.23188416,0.14866493,0.29951028,0.37962197,0.00000000
-5.57978989,1.42691471,0.67945013,0.22234127,0.14470204,0.28828720,0.36318952,0.00000000
-5.57378689,1.36227805,0.64473497,0.21206420,0.13990671,0.27591507,0.34562125,0.00000000
-5.56778389,1.29349193,0.60899997,0.20117872,0.13436364,0.26261410,0.32715931,0.00000000
-5.56178089,1.22154124,0.57279473,0.18982398,0.12817221,0.24861986,0.30806211,0.00000000
-5.55577789,1.14746725,0.53667643,0.17814859,0.12144328,0.23417754,0.28859766,0.00000000
-5.54977489,1.07234000,0.50119716,0.16630660,0.11429587,0.21953614,0.26903676,0.00000000
-5.54377189,0.99723054,0.46689178,0.15445329,0.10685362,0.20494278,0.24964619,0.00000000
-5.53776888,0.92318425,0.43426661,0.14274114,0.09924135,0.19063736,0.23068231,0.00000000
-5.53176588,0.85119615,0.40378901,0.13131604,0.09158187,0.17684767,0.21238514,0.00000000
-5.52576288,0.78218900,0.37587833,0.12031388,0.08399300,0.16378507,0.19497322,0.00000000
-5.51975988,0.71699489,0.35089815,0.10985769,0.07658519,0.15164094,0.17863930,0.00000000
-5.51375688,0.65634058,0.32914997,0.10005538,0.06945947,0.14058376,0.16354701,0.00000000
-5.50775388,0.60083703,0.31086842,0.09099802,0.06270605,0.13075707,0.14982850,0.00000000
-5.50175088,0.55097284,0.29621788,0.08275888,0.05640338,0.12227810,0.13758309,0.00000000
-5.49574787,0.50711160,0.28529058,0.07539297,0.05061779,0.11523709,0.12687683,0.00000000
-5.48974487,0.46949275,0.27810605,0.06893718,0.04540348,0.10969732,0.11774298,0.00000000
-5.48374187,0.43823545,0.27461190,0.06341092,0.04080298,0.10569554,0.11018315,0.00000000
-5.47773887,0.41334500,0.27468589,0.05881710,0.03684785,0.10324302,0.10416924,0.00000000
-5.47173587,0.39472124,0.27813911,0.05514348,0.03355952,0.10232677,0.09964579,0.00000000
-5.46573287,0.38216835,0.28472042,0.05236420,0.03095035,0.10291110,0.09653279,0.00000000
-5.45972986,0.37540552,0.29412196,0.05044141,0.02902449,0.10493937,0.09472884,0.00000000
-5.45372686,0.37407809,0.30598562,0.04932698,0.02777888,0.10833574,0.09411448,0.00000000
-5.44772386,0.37776871,0.31991064,0.04896422,0.02720392,0.11300703,0.09455563,0.00000000
-5.44172086,0.38600824,0.33546199,0.04928942,0.02728407,0.11884452,0.09590712,0.00000000
-5.43571786,0.39828617,0.35217959,0.05023341,0.02799819,0.12572578,0.09801614,0.00000000
-5.42971486,0.41406042,0.36958816,0.05172287,0.02931971,0.13351639,0.10072571,0.00000000
-5.42371186,0.43276650,0.38720750,0.05368159,0.03121657,0.14207171,0.10387792,0.00000000
-5.41770885,0.45382593,0.40456299,0.05603156,0.03365111,0.15123856,0.10731705,0.00000000
-5.41170585,0.47665410,0.42119612,0.05869391,0.03657977,0.16085699,0.11089251,0.00000000
-5.40570285,0.50066750,0.43667464,0.06158981,0.03995287,0.17076203,0.11446149,0.00000000
-5.39969985,0.52529060,0.45060212,0.06464123,0.04371439,0.18078558,0.11789135,0.00000000
-5.39369685,0.54996236,0.46262668,0.06777170,0.04780197,0.19075834,0.12106168,0.00000000
-5.38769385,0.57414248,0.47244848,0.07090702,0.05214696,0.20051193,0.12386609,0.00000000
-5.38169085,0.59731763,0.47982585,0.07397595,0.05667495,0.20988115,0.12621354,0.00000000
-5.37568784,0.61900748,0.48457987,0.07691100,0.06130639,0.21870639,0.12802941,0.00000000
-5.36968484,0.63877086,0.48659725,0.07964915,0.06595768,0.22683617,0.12925611,0.00000000
-5.36368184,0.65621180,0.48583150,0.08213267,0.07054258,0.23412985,0.12985340,0.00000000
-5.35767884,0.67098561,0.48230236,0.08430995,0.07497383,0.24046044,0.12979827,0.00000000
-5.35167584,0.68280480,0.47609375,0.08613638,0.07916518,0.24571741,0.12908463,0.00000000
-5.34567284,0.69144488,0.46735025,0.08757520,0.08303350,0.24980951,0.12772256,0.00000000
-5.33966983,0.69674977,0.45627251,0.08859836,0.08650110,0.25266753,0.12573748,0.00000000
-5.33366683,0.69863675,0.44311169,0.08918735,0.08949802,0.25424679,0.12316904,0.00000000
-5.32766383,0.69710076,0.42816346,0.08933394,0.09196426,0.25452949,0.12006986,0.00000000
-5.32166083,0.69221789,0.41176165,0.08904079,0.09385187,0.25352653,0.11650429,0.00000000
-5.31565783,0.68414783,0.39427200,0.08832196,0.09512669,0.25127908,0.11254703,0.00000000
-5.30965483,0.67313511,0.37608610,0.08720324,0.09576976,0.24785942,0.10828182,0.00000000
-5.30365183,0.65950903,0.35761594,0.08572225,0.09577830,0.24337132,0.10380014,0.00000000
-5.29764882,0.64368205,0.33928894,0.08392833,0.09516616,0.23794969,0.09920000,0.00000000
-5.29164582,0.62614661,0.32154366,0.08188221,0.09396378,0.23175954,0.09458475,0.00000000
-5.28564282,0.60747019,0.30482619,0.07965538,0.09221758,0.22499423,0.09006201,0.00000000
-5.27963982,0.58828870,0.28958693,0.07732920,0.08998886,0.21787299,0.08574261,0.00000000
-5.27363682,0.56929796,0.27627782,0.07499381,0.08735221,0.21063767,0.08173952,0.00000000
-5.26763382,0.55124348,0.26534951,0.07274663,0.08439353,0.20354892,0.07816684,0.00000000
-5.26163082,0.53490842,0.25724849,0.07069078,0.08120764,0.19688154,0.07513863,0.00000000
-5.25562781,0.52109985,0.25241352,0.06893311,0.07789571,0.19091941,0.07276769,0.00000000
-5.24962481,0.51063331,0.25127143,0.06758209,0.07456245,0.18594974,0.07116415,0.00000000
-5.24362181,0.50431589,0.25423170,0.06674546,0.07131326,0.18225695,0.07043384,0.00000000
-5.23761881,0.50292797,0.26167984,0.06652771,0.06825138,0.18011606,0.07067650,0.00000000
-5.23161581,0.50720370,0.27396926,0.06702738,0.06547510,0.17978592,0.07198367,0.00000000
-5.22561281,0.51781071,0.29141178,0.06833434,0.06307515,0.18150215,0.07443636,0.00000000
-5.21960980,0.53532932,0.31426671,0.07052696,0.06113232,0.18547013,0.07810255,0.00000000
-5.21360680,0.56023171,0.34272886,0.07366926,0.05971530,0.19185803,0.08303453,0.00000000
-5.20760380,0.59286164,0.37691590,0.07780826,0.05887895,0.20079025,0.08926611,0.00000000
-5.20160080,0.63341544,0.41685541,0.08297135,0.05866276,0.21234126,0.09680997,0.00000000
-5.19559780,0.68192502,0.46247258,0.08916411,0.05908982,0.22653034,0.10565511,0.00000000
-5.18959480,0.73824373,0.51357903,0.09636837,0.06016617,0.24331720,0.11576473,0.00000000
-5.18359180,0.80203606,0.56986378,0.10454086,0.06188051,0.26259901,0.12707453,0.00000000
-5.17758879,0.87277191,0.63088721,0.11361242,0.06420438,0.28420896,0.13949172,0.00000000
-5.17158579,0.94972659,0.69607869,0.12348796,0.06709285,0.30791661,0.15289492,0.00000000
-5.16558279,1.03198691,0.76473882,0.13404722,0.07048554,0.33343034,0.16713497,0.00000000
-5.15957979,1.11846426,0.83604673,0.14514647,0.07430817,0.36040195,0.18203692,0.00000000
-5.15357679,1.20791478,0.90907288,0.15662103,0.07847449,0.38843360,0.19740316,0.00000000
-5.14757379,1.29896672,0.98279743,0.16828880,0.08288869,0.41708704,0.21301771,0.00000000
-5.14157079,1.39015462,1.05613413,0.17995466,0.08744807,0.44589493,0.22865168,0.00000000
-5.13556778,1.47995961,1.12795910,0.19141565,0.09204607,0.47437420,0.24406972,0.00000000
-5.12956478,1.56685473,1.19714380,0.20246680,0.09657555,0.50204093,0.25903732,0.00000000
-5.12356178,1.64935381,1.26259103,0.21290741,0.10093219,0.52842639,0.27332868,0.00000000
-5.11755878,1.72606205,1.32327267,0.22254764,0.10501789,0.55309356,0.28673477,0.00000000
-5.11155578,1.79572645,1.37826744,0.23121500,0.10874414,0.57565364,0.29907145,0.00000000
-5.10555278,1.85728371,1.42679721,0.23876058,0.11203514,0.59578172,0.31018696,0.00000000
-5.09954977,1.90990359,1.46825987,0.24506476,0.11483065,0.61323097,0.31996864,0.00000000
-5.09354677,1.95302544,1.50225736,0.25004203,0.11708831,0.62784466,0.32834841,0.00000000
-5.08754377,1.98638609,1.52861711,0.25364470,0.11878544,0.63956535,0.33530667,0.00000000
-5.08154077,2.01003747,1.54740580,0.25586544,0.11992020,0.64844083,0.34087443,0.00000000
-5.07553777,2.02435281,1.55893446,0.25673827,0.12051199,0.65462629,0.34513331,0.00000000
-5.06953477,2.03002074,1.56375433,0.25633813,0.12060112,0.65838259,0.34821360,0.00000000
-5.06353177,2.02802721,1.56264343,0.25477886,0.12024767,0.66007046,0.35029004,0.00000000
-5.05752876,2.01962566,1.55658423,0.25220978,0.11952966,0.66014089,0.35157569,0.00000000
-5.05152576,2.00629649,1.54673294,0.24881083,0.11854047,0.65912182,0.35231409,0.00000000
-5.04552276,1.98969730,1.53438193,0.24478662,0.11738569,0.65760169,0.35276982,0.00000000
-5.03951976,1.97160586,1.52091637,0.24035956,0.11617943,0.65621044,0.35321811,0.00000000
-5.03351676,1.95385804,1.50776709,0.23576230,0.11504031,0.65559847,0.35393377,0.00000000
-5.02751376,1.93828316,1.49636132,0.23122983,0.11408718,0.65641457,0.35518002,0.00000000
-5.02151076,1.92663932,1.48807335,0.22699160,0.11343485,0.65928334,0.35719767,0.00000000
-5.01550775,1.92055109,1.48417695,0.22326380,0.11318982,0.66478315,0.36019512,0.00000000
-5.00950475,1.92145193,1.48580117,0.22024225,0.11344633,0.67342517,0.36433965,0.00000000
-5.00350175,1.93053342,1.49389128,0.21809608,0.11428275,0.68563432,0.36975032,0.00000000
-4.99749875,1.94870291,1.50917594,0.21696234,0.11575849,0.70173263,0.37649280,0.00000000
-4.99149575,1.97655097,1.53214164,0.21694182,0.11791159,0.72192567,0.38457632,0.00000000
-4.98549275,2.01432949,1.56301508,0.21809607,0.12075685,0.74629235,0.39395277,0.00000000
-4.97948974,2.06194089,1.60175387,0.22044575,0.12428493,0.77477832,0.40451798,0.00000000
-4.97348674,2.11893846,1.64804545,0.22397028,0.12846205,0.80719338,0.41611509,0.00000000
-4.96748374,2.18453753,1.70131415,0.22860872,0.13323058,0.84321267,0.42853973,0.00000000
-4.96148074,2.25763677,1.76073589,0.23426195,0.13851040,0.88238188,0.44154678,0.00000000
-4.95547774,2.33684864,1.82525974,0.24079579,0.14420094,0.92412611,0.45485838,0.00000000
-4.94947474,2.42053794,1.89363573,0.24804516,0.15018391,0.96776233,0.46817285,0.00000000
-4.94347174,2.50686698,1.96444778,0.25581902,0.15632661,1.01251506,0.48117406,0.00000000
-4.93746873,2.59384599,2.03615097,0.26390593,0.16248567,1.05753490,0.49354105,0.00000000
-4.93146573,2.67938733,2.10711184,0.27208008,0.16851114,1.10191939,0.50495729,0.00000000
-4.92546273,2.76136184,2.17565096,0.28010762,0.17425085,1.14473579,0.51511961,0.00000000
-4.91945973,2.83765580,2.24008640,0.28775310,0.17955475,1.18504507,0.52374621,0.00000000
-4.91345673,2.90622709,2.29877715,0.29478587,0.18427926,1.22192651,0.53058382,0.00000000
-4.90745373,2.96515892,2.35016546,0.30098624,0.18829139,1.25450228,0.53541366,0.00000000
-4.90145073,3.01270988,2.39281689,0.30615125,0.19147250,1.28196109,0.53805620,0.00000000
-4.89544772,3.04735890,2.42545715,0.31010000,0.19372163,1.30358046,0.53837470,0.00000000
-4.88944472,3.06784394,2.44700474,0.31267818,0.19495822,1.31874656,0.53627747,0.00000000
-4.88344172,3.07319342,2.45659846,0.31376194,0.19512425,1.32697134,0.53171892,0.00000000
-4.87743872,3.06274954,2.45361900,0.31326078,0.19418558,1.32790595,0.52469941,0.00000000
-4.87143572,3.03618267,2.43770389,0.31111952,0.19213253,1.32135026,0.51526409,0.00000000
-4.86543272,2.99349670,2.40875551,0.30731925,0.18897980,1.30725797,0.50350075,0.00000000
-4.85942971,2.93502495,2.36694155,0.30187721,0.18476551,1.28573713,0.48953675,0.00000000
-4.85342671,2.86141694,2.31268818,0.29484566,0.17954965,1.25704600,0.47353530,0.00000000
-4.84742371,2.77361654,2.24666590,0.28630975,0.17341180,1.22158445,0.45569104,0.00000000
-4.84142071,2.67283216,2.16976872,0.27638451,0.16644843,1.17988114,0.43622512,0.00000000
-4.83541771,2.56050013,2.08308715,0.26521106,0.15876974,1.13257711,0.41537993,0.00000000
-4.82941471,2.43824255,1.98787620,0.25295209,0.15049616,1.08040620,0.39341355,0.00000000
-4.82341171,2.30782126,1.88551940,0.23978699,0.14175480,1.02417332,0.37059415,0.00000000
-4.81740870,2.17108936,1.77749024,0.22590660,0.13267582,0.96473118,0.34719436,0.00000000
-4.81140570,2.02994233,1.66531235,0.21150784,0.12338894,0.90295661,0.32348586,0.00000000
-4.80540270,1.88627018,1.55051995,0.19678851,0.11402017,0.83972711,0.29973423,0.00000000
-4.79939970,1.74191245,1.43462002,0.18194230,0.10468891,0.77589874,0.27619439,0.00000000
-4.79339670,1.59861757,1.31905729,0.16715421,0.09550542,0.71228582,0.25310641,0.00000000
-4.78739370,1.45800764,1.20518346,0.15259668,0.08656883,0.64964341,0.23069218,0.00000000
-4.78139070,1.32154972,1.09423125,0.13842623,0.07796561,0.58865269,0.20915279,0.00000000
-4.77538769,1.19053430,0.98729424,0.12478098,0.06976863,0.52990997,0.18866666,0.00000000
-4.76938469,1.06606113,0.88531259,0.11177896,0.06203665,0.47391908,0.16938864,0.00000000
-4.76338169,0.94903244,0.78906489,0.09951717,0.05481441,0.42108749,0.15144985,0.00000000
-4.75737869,0.84015318,0.69916591,0.08807145,0.04813306,0.37172571,0.13495833,0.00000000
-4.75137569,0.73993771,0.61606974,0.07749706,0.04201096,0.32604988,0.12000045,0.00000000
-4.74537269,0.64872189,0.54007778,0.06782983,0.03645489,0.28418696,0.10664283,0.00000000
-4.73936968,0.56667976,0.47135063,0.05908790,0.03146132,0.24618219,0.09493478,0.00000000
-4.73336668,0.49384351,0.40992308,0.05127376,0.02701796,0.21200821,0.08491107,0.00000000
-4.72736368,0.43012552,0.35572120,0.04437662,0.02310527,0.18157521,0.07659473,0.00000000
-4.72136068,0.37534150,0.30858054,0.03837491,0.01969808,0.15474179,0.06999999,0.00000000
-4.71535768,0.32923335,0.26826444,0.03323875,0.01676704,0.13132585,0.06513482,0.00000000
-4.70935468,0.29149094,0.23448189,0.02893245,0.01428001,0.11111513,0.06200333,0.00000000
-4.70335168,0.26177196,0.20690392,0.02541671,0.01220331,0.09387709,0.06060755,0.00000000
-4.69734867,0.23971906,0.18517820,0.02265071,0.01050277,0.07936778,0.06094866,0.00000000
-4.69134567,0.22497396,0.16894136,0.02059377,0.00914460,0.06733957,0.06302764,0.00000000
-4.68534267,0.21718816,0.15782880,0.01920679,0.00809606,0.05754759,0.06684515,0.00000000
-4.67933967,0.21603019,0.15148200,0.01845331,0.00732596,0.04975487,0.07240076,0.00000000
-4.67333667,0.22118941,0.14955326,0.01830015,0.00680494,0.04373620,0.07969149,0.00000000
-4.66733367,0.23237674,0.15170819,0.01871783,0.00650566,0.03928076,0.08870987,0.00000000
-4.66133067,0.24932241,0.15762613,0.01968061,0.00640282,0.03619377,0.09944141,0.00000000
-4.65532766,0.27177146,0.16699901,0.02116622,0.00647311,0.03429713,0.11186179,0.00000000
-4.64932466,0.29947721,0.17952885,0.02315546,0.00669502,0.03342940,0.12593384,0.00000000
-4.64332166,0.33219349,0.19492454,0.02563146,0.00704872,0.03344516,0.14160446,0.00000000
-4.63731866,0.36966601,0.21289822,0.02857891,0.00751581,0.03421402,0.15880174,0.00000000
-4.63131566,0.41162358,0.23316164,0.03198316,0.00807917,0.03561940,0.17743235,0.00000000
-4.62531266,0.45776951,0.25542294,0.03582920,0.00872278,0.03755715,0.19737933,0.00000000
-4.61930965,0.50777390,0.27938412,0.04010072,0.00943159,0.03993429,0.21850061,0.00000000
-4.61330665,0.56126711,0.30473937,0.04477914,0.01019146,0.04266778,0.24062820,0.00000000
-4.60730365,0.61783474,0.33117455,0.04984273,0.01098915,0.04568355,0.26356812,0.00000000
-4.60130065,0.67701457,0.35836781,0.05526586,0.01181237,0.04891563,0.28710136,0.00000000
-4.59529765,0.73829546,0.38599128,0.06101835,0.01264981,0.05230572,0.31098560,0.00000000
-4.58929465,0.80111852,0.41371403,0.06706499,0.01349130,0.05580275,0.33495794,0.00000000
-4.58329165,0.86488051,0.44120587,0.07336528,0.01432797,0.05936291,0.35873842,0.00000000
-4.57728864,0.92893951,0.46814202,0.07987332,0.01515230,0.06294966,0.38203432,0.00000000
-4.57128564,0.99262260,0.49420838,0.08653798,0.01595833,0.06653407,0.40454522,0.00000000
-4.56528264,1.05523568,0.51910712,0.09330327,0.01674166,0.07009509,0.42596851,0.00000000
-4.55927964,1.11607484,0.54256249,0.10010884,0.01749957,0.07362000,0.44600537,0.00000000
-4.55327664,1.17443925,0.56432635,0.10689086,0.01823087,0.07710478,0.46436700,0.00000000
-4.54727364,1.22964511,0.58418351,0.11358292,0.01893590,0.08055446,0.48078092,0.00000000
-4.54127064,1.28104019,0.60195636,0.12011719,0.01961625,0.08398335,0.49499711,0.00000000
-4.53526763,1.32801865,0.61750888,0.12642571,0.02027453,0.08741510,0.50679398,0.00000000
-4.52926463,1.37003550,0.63074964,0.13244173,0.02091403,0.09088260,0.51598375,0.00000000
-4.52326163,1.40662035,0.64163386,0.13810114,0.02153833,0.09442765,0.52241734,0.00000000
-4.51725863,1.43738988,0.65016444,0.14334388,0.02215084,0.09810038,0.52598838,0.00000000
-4.51125563,1.46205849,0.65639176,0.14811529,0.02275441,0.10195838,0.52663637,0.00000000
-4.50525263,1.48044682,0.66041253,0.15236741,0.02335088,0.10606561,0.52434887,0.00000000
-4.49924962,1.49248770,0.66236752,0.15606007,0.02394070,0.11049103,0.51916248,0.00000000
-4.49324662,1.49822919,0.66243835,0.15916185,0.02452264,0.11530690,0.51116285,0.00000000
-4.48724362,1.49783463,0.66084347,0.16165078,0.02509357,0.12058695,0.50048342,0.00000000
-4.48124062,1.49157953,0.65783348,0.16351481,0.02564836,0.12640435,0.48730313,0.00000000
-4.47523762,1.47984550,0.65368593,0.16475202,0.02617990,0.13282948,0.47184309,0.00000000
-4.46923462,1.46311127,0.64869993,0.16537057,0.02667930,0.13992775,0.45436234,0.00000000
-4.46323162,1.44194137,0.64319069,0.16538842,0.02713615,0.14775741,0.43515283,0.00000000
-4.45722861,1.41697279,0.63748431,0.16483281,0.02753896,0.15636758,0.41453382,0.00000000
-4.45122561,1.38890026,0.63191314,0.16373952,0.02787568,0.16579646,0.39284599,0.00000000
-4.44522261,1.35846090,0.62681178,0.16215206,0.02813430,0.17607004,0.37044528,0.00000000
-4.43921961,1.32641888,0.62251421,0.16012067,0.02830352,0.18720132,0.34769692,0.00000000
-4.43321661,1.29355084,0.61935201,0.15770139,0.02837346,0.19919020,0.32496966,0.00000000
-4.42721361,1.26063269,0.61765392,0.15495494,0.02833628,0.21202406,0.30263056,0.00000000
-4.42121061,1.22842846,0.61774676,0.15194589,0.02818683,0.22567928,0.28104037,0.00000000
-4.41520760,1.19768151,0.61995769,0.14874169,0.02792324,0.24012349,0.26054960,0.00000000
-4.40920460,1.16910845,0.62461758,0.14541193,0.02754733,0.25531877,0.24149550,0.00000000
-4.40320160,1.14339576,0.63206532,0.14202772,0.02706496,0.27122548,0.22419964,0.00000000
-4.39719860,1.12119893,0.64265251,0.13866113,0.02648624,0.28780678,0.20896637,0.00000000
-4.39119560,1.10314375,0.65674815,0.13538481,0.02582561,0.30503345,0.19608166,0.00000000
-4.38519260,1.08982914,0.67474266,0.13227161,0.02510176,0.32288885,0.18581246,0.00000000
-4.37918959,1.08183077,0.69705046,0.12939434,0.02433745,0.34137362,0.17840614,0.00000000
-4.37318659,1.07970446,0.72411054,0.12682543,0.02355922,0.36050974,0.17408985,0.00000000
-4.36718359,1.08398858,0.75638413,0.12463657,0.02279695,0.38034362,0.17306960,0.00000000
-4.36118059,1.09520437,0.79434895,0.12289822,0.02208344,0.40094780,0.17552871,0.00000000
-4.35517759,1.11385334,0.83848951,0.12167897,0.02145383,0.42242085,0.18162556,0.00000000
-4.34917459,1.14041108,0.88928314,0.12104462,0.02094503,0.44488529,0.19149051,0.00000000
-4.34317159,1.17531703,0.94718163,0.12105713,0.02059518,0.46848332,0.20522184,0.00000000
-4.33716858,1.21895998,1.01258880,0.12177319,0.02044297,0.49337020,0.22288086,0.00000000
-4.33116558,1.27165953,1.08583445,0.12324265,0.02052709,0.51970551,0.24448632,0.00000000
-4.32516258,1.33364410,1.16714568,0.12550672,0.02088558,0.54764235,0.27000827,0.00000000
-4.31915958,1.40502628,1.25661669,0.12859595,0.02155527,0.57731502,0.29936181,0.00000000
-4.31315658,1.48577683,1.35417852,0.13252831,0.02257111,0.60882565,0.33240103,0.00000000
-4.30715358,1.57569888,1.45957065,0.13730708,0.02396562,0.64223038,0.36891375,0.00000000
