energy_ev,total_up,Ag_p_up,Ag_d_up,Sn_p_up,Sn_d_up,Te_p_up,Te_d_up
-5.58579290,0.22315217,0.13544418,0.12719976,0.03105608,0.00004661,0.04106929,0.00000000
-5.57978989,0.18769178,0.11235401,0.10708149,0.02596223,0.00003918,0.03458897,0.00000000
-5.57378689,0.15753307,0.09287252,0.08992721,0.02162895,0.00003275,0.02910723,0.00000000
-5.56778389,0.13217134,0.07659237,0.07545886,0.01797835,0.00002721,0.02453036,0.00000000
-5.56178089,0.11112406,0.06313257,0.06340935,0.01493621,0.00002248,0.02076936,0.00000000
-5.55577789,0.09393796,0.05214264,0.05352664,0.01243304,0.00001847,0.01774115,0.00000000
-5.54977489,0.08019380,0.04330500,0.04557654,0.01040481,0.00001510,0.01536939,0.00000000
-5.54377189,0.06950924,0.03633606,0.03934446,0.00879337,0.00001228,0.01358497,0.00000000
-5.53776888,0.06153985,0.03098608,0.03463617,0.00754662,0.00000994,0.01232605,0.00000000
-5.53176588,0.05597863,0.02703828,0.03127760,0.00661848,0.00000802,0.01153791,0.00000000
-5.52576288,0.05255434,0.02430726,0.02911413,0.00596872,0.00000647,0.01117250,0.00000000
-5.51975988,0.05102886,0.02263702,0.02800916,0.00556262,0.00000522,0.01118786,0.00000000
-5.51375688,0.05119393,0.02189888,0.02784239,0.00537058,0.00000424,0.01154741,0.00000000
-5.50775388,0.05286750,0.02198939,0.02850779,0.00536772,0.00000348,0.01221919,0.00000000
-5.50175088,0.05588993,0.02282844,0.02991152,0.00553348,0.00000291,0.01317510,0.00000000
-5.49574787,0.06012043,0.02435764,0.03196986,0.00585119,0.00000251,0.01439016,0.00000000
-5.48974487,0.06543371,0.02653928,0.03460721,0.00630778,0.00000226,0.01584190,0.00000000
-5.48374187,0.07171723,0.02935567,0.03775446,0.00689351,0.00000215,0.01750988,0.00000000
-5.47773887,0.07886916,0.03280909,0.04134761,0.00760186,0.00000216,0.01937534,0.00000000
-5.47173587,0.08679705,0.03692236,0.04532680,0.00842942,0.00000230,0.02142110,0.00000000
-5.46573287,0.09541743,0.04173996,0.04963582,0.00937602,0.00000257,0.02363160,0.00000000
-5.45972986,0.10465626,0.04732952,0.05422200,0.01044487,0.00000297,0.02599320,0.00000000
-5.45372686,0.11445021,0.05378384,0.05903663,0.01164277,0.00000353,0.02849462,0.00000000
-5.44772386,0.12474866,0.06122303,0.06403575,0.01298045,0.00000426,0.03112760,0.00000000
-5.44172086,0.13551631,0.06979660,0.06918125,0.01447293,0.00000520,0.03388762,0.00000000
-5.43571786,0.14673607,0.07968542,0.07444230,0.01613980,0.00000636,0.03677476,0.00000000
-5.42971486,0.15841219,0.09110302,0.07979682,0.01800553,0.00000779,0.03979450,0.00000000
-5.42371186,0.17057305,0.10429607,0.08523299,0.02009963,0.00000954,0.04295850,0.00000000
-5.41770885,0.18327347,0.11954363,0.09075063,0.02245666,0.00001164,0.04628515,0.00000000
-5.41170585,0.19659617,0.13715491,0.09636216,0.02511602,0.00001415,0.04979997,0.00000000
-5.40570285,0.21065204,0.15746505,0.10209323,0.02812146,0.00001713,0.05353561,0.00000000
-5.39969985,0.22557889,0.18082895,0.10798269,0.03152034,0.00002064,0.05753145,0.00000000
-5.39369685,0.24153847,0.20761262,0.11408176,0.03536243,0.00002472,0.06183281,0.00000000
-5.38769385,0.25871168,0.23818222,0.12045259,0.03969845,0.00002945,0.06648960,0.00000000
-5.38169085,0.27729179,0.27289069,0.12716577,0.04457820,0.00003487,0.07155444,0.00000000
-5.37568784,0.29747572,0.31206218,0.13429723,0.05004834,0.00004104,0.07708036,0.00000000
-5.36968484,0.31945373,0.35597468,0.14192416,0.05614990,0.00004800,0.08311800,0.00000000
-5.36368184,0.34339767,0.40484120,0.15012050,0.06291557,0.00005577,0.08971244,0.00000000
-5.35767884,0.36944820,0.45879044,0.15895178,0.07036682,0.00006437,0.09689986,0.00000000
-5.35167584,0.39770177,0.51784753,0.16846990,0.07851114,0.00007380,0.10470400,0.00000000
-5.34567284,0.42819773,0.58191593,0.17870772,0.08733927,0.00008404,0.11313280,0.00000000
-5.33966983,0.46090650,0.65076156,0.18967419,0.09682285,0.00009505,0.12217525,0.00000000
-5.33366683,0.49571932,0.72400012,0.20134988,0.10691248,0.00010676,0.13179874,0.00000000
-5.32766383,0.53244062,0.80108875,0.21368358,0.11753638,0.00011908,0.14194702,0.00000000
-5.32166083,0.57078335,0.88132297,0.22658999,0.12859984,0.00013190,0.15253906,0.00000000
-5.31565783,0.61036803,0.96383958,0.23994881,0.13998548,0.00014508,0.16346886,0.00000000
-5.30965483,0.65072590,1.04762624,0.25360551,0.15155457,0.00015845,0.17460636,0.00000000
-5.30365183,0.69130630,1.13153787,0.26737370,0.16314922,0.00017184,0.18579950,0.00000000
-5.29764882,0.73148850,1.21431987,0.28103921,0.17459565,0.00018504,0.19687743,0.00000000
-5.29164582,0.77059749,1.29463762,0.29436583,0.18570836,0.00019785,0.20765487,0.00000000
-5.28564282,0.80792355,1.37111163,0.30710249,0.19629511,0.00021005,0.21793735,0.00000000
-5.27963982,0.84274478,1.44235703,0.31899163,0.20616255,0.00022143,0.22752735,0.00000000
-5.27363682,0.87435178,1.50702605,0.32977854,0.21512233,0.00023178,0.23623094,0.00000000
-5.26763382,0.90207350,1.56385171,0.33922111,0.22299734,0.00024090,0.24386474,0.00000000
-5.26163082,0.92530309,1.61169099,0.34709975,0.22962796,0.00024862,0.25026291,0.00000000
-5.25562781,0.94352270,1.64956540,0.35322689,0.23487792,0.00025479,0.25528377,0.00000000
-5.24962481,0.95632605,1.67669730,0.35745573,0.23863960,0.00025931,0.25881589,0.00000000
-5.24362181,0.96343773,1.69254010,0.35968782,0.24083840,0.00026209,0.26078323,0.00000000
-5.23761881,0.96472832,1.69680105,0.35987907,0.24143616,0.00026310,0.26114918,0.00000000
-5.23161581,0.96022475,1.68945538,0.35804401,0.24043322,0.00026234,0.25991934,0.00000000
-5.22561281,0.95011520,1.67075135,0.35425796,0.23786929,0.00025987,0.25714277,0.00000000
-5.21960980,0.93474858,1.64120567,0.34865720,0.23382286,0.00025579,0.25291184,0.00000000
-5.21360680,0.91462840,1.60158987,0.34143697,0.22840930,0.00025022,0.24736056,0.00000000
-5.20760380,0.89040146,1.55290802,0.33284752,0.22177773,0.00024335,0.24066151,0.00000000
-5.20160080,0.86284175,1.49636703,0.32318823,0.21410674,0.00023538,0.23302155,0.00000000
-5.19559780,0.83283033,1.43334081,0.31280023,0.20559923,0.00022655,0.22467647,0.00000000
-5.18959480,0.80133201,1.36533005,0.30205764,0.19647650,0.00021712,0.21588470,0.00000000
-5.18359180,0.76936960,1.29391922,0.29135789,0.18697197,0.00020736,0.20692061,0.00000000
-5.17758879,0.73799693,1.22073265,0.28111129,0.17732458,0.00019754,0.19806727,0.00000000
-5.17158579,0.70827123,1.14739136,0.27173047,0.16777236,0.00018795,0.18960930,0.00000000
-5.16558279,0.68122613,1.07547230,0.26361965,0.15854616,0.00017886,0.18182576,0.00000000
-5.15957979,0.65784567,1.00647106,0.25716439,0.14986389,0.00017053,0.17498339,0.00000000
-5.15357679,0.63904027,0.94176942,0.25272182,0.14192538,0.00016320,0.16933046,0.00000000
-5.14757379,0.62562509,0.88260811,0.25061166,0.13490797,0.00015707,0.16509112,0.00000000
-5.14157079,0.61830111,0.83006548,0.25110828,0.12896292,0.00015235,0.16246065,0.00000000
-5.13556778,0.61763941,0.78504196,0.25443378,0.12421271,0.00014918,0.16160136,0.00000000
-5.12956478,0.62406865,0.74825032,0.26075235,0.12074922,0.00014769,0.16263946,0.00000000
-5.12356178,0.63786588,0.72021116,0.27016583,0.11863275,0.00014796,0.16566263,0.00000000
-5.11755878,0.65915080,0.70125323,0.28271072,0.11789187,0.00015003,0.17071851,0.00000000
-5.11155578,0.68788331,0.69151787,0.29835646,0.11852404,0.00015391,0.17781386,0.00000000
-5.10555278,0.72386436,0.69096683,0.31700515,0.12049690,0.00015958,0.18691459,0.00000000
-5.09954977,0.76673990,0.69939281,0.33849267,0.12375018,0.00016698,0.19794638,0.00000000
-5.09354677,0.81600796,0.71643207,0.36259115,0.12819815,0.00017600,0.21079609,0.00000000
-5.08754377,0.87102857,0.74157849,0.38901287,0.13373251,0.00018652,0.22531366,0.00000000
-5.08154077,0.93103643,0.77419871,0.41741533,0.14022566,0.00019839,0.24131474,0.00000000
-5.07553777,0.99515609,0.81354785,0.44740776,0.14753427,0.00021142,0.25858386,0.00000000
-5.06953477,1.06241939,0.85878573,0.47855856,0.15550305,0.00022541,0.27687803,0.00000000
-5.06353177,1.13178488,0.90899321,0.51040393,0.16396869,0.00024014,0.29593103,0.00000000
-5.05752876,1.20215892,0.96318885,0.54245716,0.17276378,0.00025538,0.31545798,0.00000000
-5.05152576,1.27241792,1.02034559,0.57421874,0.18172083,0.00027089,0.33516039,0.00000000
-5.04552276,1.34143139,1.07940762,0.60518673,0.19067604,0.00028641,0.35473155,0.00000000
-5.03951976,1.40808529,1.13930736,0.63486745,0.19947297,0.00030170,0.37386219,0.00000000
-5.03351676,1.47130503,1.19898251,0.66278590,0.20796588,0.00031652,0.39224620,0.00000000
-5.02751376,1.53007771,1.25739316,0.68849599,0.21602272,0.00033064,0.40958659,0.00000000
-5.02151076,1.58347294,1.31353876,0.71158998,0.22352764,0.00034383,0.42560122,0.00000000
-5.01550775,1.63066168,1.36647468,0.73170706,0.23038301,0.00035591,0.44002842,0.00000000
-5.00950475,1.67093274,1.41532826,0.74854085,0.23651088,0.00036668,0.45263233,0.00000000
-5.00350175,1.70370634,1.45931378,0.76184546,0.24185375,0.00037599,0.46320770,0.00000000
-4.99749875,1.72854436,1.49774624,0.77144009,0.24637483,0.00038373,0.47158416,0.00000000
-4.99149575,1.74515719,1.53005318,0.77721195,0.25005753,0.00038978,0.47762974,0.00000000
-4.98549275,1.75340677,1.55578446,0.77911757,0.25290441,0.00039409,0.48125357,0.00000000
-4.97948974,1.75330588,1.57461942,0.77718224,0.25493560,0.00039662,0.48240769,0.00000000
-4.97348674,1.74501380,1.58637113,0.77149792,0.25618663,0.00039738,0.48108776,0.00000000
-4.96748374,1.72882838,1.59098747,0.76221943,0.25670599,0.00039638,0.47733287,0.00000000
-4.96148074,1.70517492,1.58854898,0.74955933,0.25655230,0.00039368,0.47122416,0.00000000
-4.95547774,1.67459226,1.57926335,0.73378138,0.25579140,0.00038938,0.46288251,0.00000000
-4.94947474,1.63771654,1.56345680,0.71519310,0.25449339,0.00038358,0.45246523,0.00000000
-4.94347174,1.59526324,1.54156257,0.69413751,0.25272983,0.00037639,0.44016185,0.00000000
-4.93746873,1.54800814,1.51410698,0.67098432,0.25057112,0.00036799,0.42618925,0.00000000
-4.93146573,1.49676783,1.48169356,0.64612101,0.24808436,0.00035851,0.41078613,0.00000000
-4.92546273,1.44238046,1.44498589,0.61994390,0.24533158,0.00034812,0.39420716,0.00000000
-4.91945973,1.38568739,1.40468983,0.59284963,0.24236865,0.00033701,0.37671690,0.00000000
-4.91345673,1.32751623,1.36153588,0.56522724,0.23924468,0.00032535,0.35858372,0.00000000
-4.90745373,1.26866588,1.31626224,0.53745106,0.23600213,0.00031332,0.34007399,0.00000000
-4.90145073,1.20989386,1.26959931,0.50987461,0.23267746,0.00030108,0.32144659,0.00000000
-4.89544772,1.15190625,1.22225602,0.48282563,0.22930231,0.00028882,0.30294806,0.00000000
-4.88944472,1.09535033,1.17490845,0.45660231,0.22590523,0.00027670,0.28480837,0.00000000
-4.88344172,1.04080991,1.12819087,0.43147071,0.22251356,0.00026487,0.26723751,0.00000000
-4.87743872,0.98880321,1.08268939,0.40766333,0.21915562,0.00025350,0.25042294,0.00000000
-4.87143572,0.93978303,1.03893804,0.38537884,0.21586290,0.00024274,0.23452783,0.00000000
-4.86543272,0.89413882,0.99741714,0.36478261,0.21267205,0.00023273,0.21969021,0.00000000
-4.85942971,0.85220021,0.95855357,0.34600814,0.20962660,0.00022362,0.20602285,0.00000000
-4.85342671,0.81424155,0.92272258,0.32915900,0.20677831,0.00021554,0.19361375,0.00000000
-4.84742371,0.78048704,0.89025072,0.31431121,0.20418785,0.00020865,0.18252733,0.00000000
-4.84142071,0.75111578,0.86141937,0.30151581,0.20192497,0.00020307,0.17280593,0.00000000
-4.83541771,0.72626671,0.83646854,0.29080149,0.20006791,0.00019894,0.16447174,0.00000000
-4.82941471,0.70604276,0.81560051,0.28217713,0.19870222,0.00019639,0.15752879,0.00000000
-4.82341171,0.69051434,0.79898313,0.27563409,0.19791890,0.00019556,0.15196516,0.00000000
-4.81740870,0.67972180,0.78675252,0.27114834,0.19781210,0.00019656,0.14775508,0.00000000
-4.81140570,0.67367711,0.77901511,0.26868216,0.19847633,0.00019950,0.14486096,0.00000000
-4.80540270,0.67236474,0.77584917,0.26818572,0.20000353,0.00020450,0.14323533,0.00000000
-4.79939970,0.67574196,0.77730569,0.26959829,0.20247992,0.00021163,0.14282254,0.00000000
-4.79339670,0.68373890,0.78340901,0.27284937,0.20598313,0.00022097,0.14356037,0.00000000
-4.78739370,0.69625857,0.79415721,0.27785973,0.21057942,0.00023258,0.14538142,0.00000000
-4.78139070,0.71317715,0.80952257,0.28454239,0.21632148,0.00024649,0.14821439,0.00000000
-4.77538769,0.73434480,0.82945211,0.29280373,0.22324664,0.00026271,0.15198520,0.00000000
-4.76938469,0.75958719,0.85386851,0.30254475,0.23137580,0.00028123,0.15661809,0.00000000
-4.76338169,0.78870781,0.88267127,0.31366243,0.24071293,0.00030202,0.16203658,0.00000000
-4.75737869,0.82149104,0.91573814,0.32605127,0.25124532,0.00032502,0.16816439,0.00000000
-4.75137569,0.85770591,0.95292671,0.33960491,0.26294430,0.00035017,0.17492632,0.00000000
-4.74537269,0.89711018,0.99407593,0.35421786,0.27576652,0.00037737,0.18224903,0.00000000
-4.73936968,0.93945468,1.03900727,0.36978698,0.28965551,0.00040652,0.19006171,0.00000000
-4.73336668,0.98448713,1.08752533,0.38621292,0.30454345,0.00043751,0.19829662,0.00000000
-4.72736368,1.03195544,1.13941749,0.40340110,0.32035284,0.00047021,0.20688945,0.00000000
-4.72136068,1.08160970,1.19445247,0.42126212,0.33699806,0.00050449,0.21577944,0.00000000
-4.71535768,1.13320280,1.25237754,0.43971173,0.35438654,0.00054021,0.22490919,0.00000000
-4.70935468,1.18648916,1.31291442,0.45866986,0.37241938,0.00057722,0.23422427,0.00000000
-4.70335168,1.24122164,1.37575388,0.47805909,0.39099157,0.00061538,0.24367245,0.00000000
-4.69734867,1.29714654,1.44054926,0.49780229,0.40999144,0.00065452,0.25320266,0.00000000
-4.69134567,1.35399703,1.50690944,0.51781964,0.42929980,0.00069447,0.26276369,0.00000000
-4.68534267,1.41148526,1.57439172,0.53802523,0.44878848,0.00073502,0.27230279,0.00000000
-4.67933967,1.46929396,1.64249526,0.55832337,0.46831875,0.00077596,0.28176412,0.00000000
-4.67333667,1.52706810,1.71065599,0.57860496,0.48773973,0.00081705,0.29108722,0.00000000
-4.66733367,1.58440752,1.77824369,0.59874428,0.50688698,0.00085800,0.30020579,0.00000000
-4.66133067,1.64086147,1.84456205,0.61859639,0.52558168,0.00089849,0.30904664,0.00000000
-4.65532766,1.69592587,1.90885246,0.63799570,0.54363054,0.00093818,0.31752915,0.00000000
-4.64932466,1.74904398,1.97030191,0.65675570,0.56082676,0.00097665,0.32556537,0.00000000
-4.64332166,1.79961123,2.02805555,0.67467043,0.57695211,0.00101348,0.33306065,0.00000000
-4.63731866,1.84698438,2.08123361,0.69151745,0.59178035,0.00104820,0.33991514,0.00000000
-4.63131566,1.89049513,2.12895271,0.70706268,0.60508183,0.00108032,0.34602587,0.00000000
-4.62531266,1.92946789,2.17035077,0.72106671,0.61662933,0.00110933,0.35128960,0.00000000
-4.61930965,1.96324113,2.20461467,0.73329263,0.62620486,0.00113473,0.35560626,0.00000000
-4.61330665,1.99119128,2.23100951,0.74351475,0.63360710,0.00115604,0.35888277,0.00000000
-4.60730365,2.01275820,2.24890810,0.75152811,0.63865924,0.00117280,0.36103716,0.00000000
-4.60130065,2.02747056,2.25781906,0.75715790,0.64121661,0.00118460,0.36200272,0.00000000
-4.59529765,2.03496999,2.25741218,0.76026855,0.64117387,0.00119112,0.36173191,0.00000000
-4.58929465,2.03503219,2.24753947,0.76077166,0.63847112,0.00119210,0.36019992,0.00000000
-4.58329165,2.02758383,2.22825049,0.75863249,0.63309870,0.00118740,0.35740749,0.00000000
-4.57728864,2.01271401,2.19980118,0.75387435,0.62510019,0.00117697,0.35338294,0.00000000
-4.57128564,1.99067937,2.16265524,0.74658064,0.61457349,0.00116089,0.34818320,0.00000000
-4.56528264,1.96190230,2.11747791,0.73689438,0.60166981,0.00113937,0.34189379,0.00000000
-4.55927964,1.92696227,2.06512219,0.72501505,0.58659051,0.00111271,0.33462765,0.00000000
-4.55327664,1.88658040,2.00660799,0.71119302,0.56958197,0.00108135,0.32652297,0.00000000
-4.54727364,1.84159819,1.94309521,0.69572162,0.55092875,0.00104582,0.31774004,0.00000000
-4.54127064,1.79295124,1.87585188,0.67892750,0.53094525,0.00100675,0.30845727,0.00000000
-4.53526763,1.74163949,1.80621886,0.66115954,0.50996646,0.00096482,0.29886665,0.00000000
-4.52926463,1.68869549,1.73557268,0.64277708,0.48833809,0.00092080,0.28916875,0.00000000
-4.52326163,1.63515218,1.66528825,0.62413802,0.46640669,0.00087546,0.27956755,0.00000000
-4.51725863,1.58201191,1.59670282,0.60558737,0.44451019,0.00082958,0.27026541,0.00000000
-4.51125563,1.53021804,1.53108288,0.58744683,0.42296922,0.00078396,0.26145815,0.00000000
-4.50525263,1.48063045,1.46959486,0.57000590,0.40207971,0.00073934,0.25333065,0.00000000
-4.49924962,1.43400573,1.41328080,0.55351486,0.38210689,0.00069642,0.24605293,0.00000000
-4.49324662,1.39098281,1.36303928,0.53817973,0.36328091,0.00065584,0.23977683,0.00000000
-4.48724362,1.35207406,1.31961199,0.52415957,0.34579420,0.00061818,0.23463337,0.00000000
-4.48124062,1.31766186,1.28357575,0.51156569,0.32980049,0.00058390,0.23073069,0.00000000
-4.47523762,1.28800027,1.25533964,0.50046296,0.31541531,0.00055339,0.22815256,0.00000000
-4.46923462,1.26322084,1.23514667,0.49087266,0.30271790,0.00052695,0.22695742,0.00000000
-4.46323162,1.24334206,1.22307917,0.48277668,0.29175415,0.00050478,0.22717782,0.00000000
-4.45722861,1.22828121,1.21906740,0.47612263,0.28254044,0.00048698,0.22882024,0.00000000
-4.45122561,1.21786785,1.22290023,0.47082947,0.27506797,0.00047357,0.23186510,0.00000000
-4.44522261,1.21185794,1.23423768,0.46679324,0.26930735,0.00046447,0.23626719,0.00000000
-4.43921961,1.20994788,1.25262436,0.46389275,0.26521327,0.00045954,0.24195616,0.00000000
-4.43321661,1.21178797,1.27750371,0.46199473,0.26272900,0.00045857,0.24883739,0.00000000
-4.42721361,1.21699470,1.30823268,0.46095844,0.26179050,0.00046129,0.25679314,0.00000000
-4.42121061,1.22516192,1.34409675,0.46063971,0.26233021,0.00046737,0.26568407,0.00000000
-4.41520760,1.23587069,1.38432539,0.46089417,0.26428024,0.00047644,0.27535125,0.00000000
-4.40920460,1.24869800,1.42810791,0.46158001,0.26757514,0.00048812,0.28561865,0.00000000
-4.40320160,1.26322454,1.47460983,0.46256016,0.27215400,0.00050199,0.29629626,0.00000000
-4.39719860,1.27904182,1.52298973,0.46370412,0.27796213,0.00051763,0.30718379,0.00000000
-4.39119560,1.29575865,1.57241660,0.46488957,0.28495211,0.00053463,0.31807498,0.00000000
-4.38519260,1.31300738,1.62208718,0.46600381,0.29308437,0.00055257,0.32876232,0.00000000
-4.37918959,1.33044970,1.67124320,0.46694516,0.30232716,0.00057108,0.33904227,0.00000000
-4.37318659,1.34778201,1.71918764,0.46762428,0.31265595,0.00058981,0.34872062,0.00000000
-4.36718359,1.36474012,1.76529955,0.46796548,0.32405219,0.00060845,0.35761777,0.00000000
-4.36118059,1.38110293,1.80904649,0.46790786,0.33650145,0.00062673,0.36557384,0.00000000
-4.35517759,1.39669481,1.84999384,0.46740619,0.34999089,0.00064443,0.37245318,0.00000000
-4.34917459,1.41138611,1.88781029,0.46643149,0.36450600,0.00066141,0.37814805,0.00000000
-4.34317159,1.42509167,1.92226877,0.46497098,0.38002680,0.00067755,0.38258133,0.00000000
-4.33716858,1.43776691,1.95324262,0.46302751,0.39652341,0.00069278,0.38570800,0.00000000
-4.33116558,1.44940147,1.98069678,0.46061820,0.41395135,0.00070711,0.38751531,0.00000000
-4.32516258,1.46001051,2.00467427,0.45777235,0.43224654,0.00072054,0.38802150,0.00000000
-4.31915958,1.46962395,2.02527857,0.45452868,0.45132044,0.00073312,0.38727333,0.00000000
-4.31315658,1.47827417,2.04265276,0.45093182,0.47105561,0.00074492,0.38534234,0.00000000
-4.30715358,1.48598296,2.05695669,0.44702852,0.49130188,0.00075601,0.38232009,0.00000000
