energy_ev,total_up,Hf_p_up,Hf_d_up,N_s_up,N_p_up,Te_p_up,Te_d_up
-6.00000000,1.57787784,0.72589459,0.28771963,0.00213191,0.49287862,0.48937961,0.00000000
-5.99399700,1.63251142,0.76605413,0.28715885,0.00209931,0.49162958,0.53296564,0.00000000
-5.98799400,1.68975966,0.80844229,0.28685443,0.00208316,0.48969315,0.57964878,0.00000000
-5.98199100,1.74938003,0.85289139,0.28685690,0.00208566,0.48718072,0.62907445,0.00000000
-5.97598799,1.81110006,0.89918336,0.28721619,0.00210868,0.48421678,0.68084424,0.00000000
-5.96998499,1.87461338,0.94704871,0.28797983,0.00215372,0.48093664,0.73451643,0.00000000
-5.96398199,1.93957564,0.99616653,0.28919104,0.00222184,0.47748370,0.78960743,0.00000000
-5.95797899,2.00560066,1.04616585,0.29088682,0.00231366,0.47400624,0.84559407,0.00000000
-5.95197599,2.07225699,1.09662808,0.29309616,0.00242926,0.47065368,0.90191701,0.00000000
-5.94597299,2.13906545,1.14709090,0.29583828,0.00256819,0.46757259,0.95798535,0.00000000
-5.93996998,2.20549766,1.19705329,0.29912116,0.00272946,0.46490241,1.01318249,0.00000000
-5.93396698,2.27097623,1.24598191,0.30294026,0.00291149,0.46277102,1.06687321,0.00000000
-5.92796398,2.33487672,1.29331869,0.30727761,0.00311216,0.46129049,1.11841211,0.00000000
-5.92196098,2.39653176,1.33848960,0.31210126,0.00332876,0.46055298,1.16715310,0.00000000
-5.91595798,2.45523756,1.38091445,0.31736510,0.00355809,0.46062718,1.21245991,0.00000000
-5.90995498,2.51026287,1.42001768,0.32300924,0.00379647,0.46155535,1.25371744,0.00000000
-5.90395198,2.56086050,1.45523991,0.32896079,0.00403981,0.46335121,1.29034362,0.00000000
-5.89794897,2.60628134,1.48605013,0.33513518,0.00428366,0.46599888,1.32180154,0.00000000
-5.89194597,2.64579064,1.51195820,0.34143790,0.00452337,0.46945288,1.34761147,0.00000000
-5.88594297,2.67868618,1.53252755,0.34776678,0.00475413,0.47363946,1.36736242,0.00000000
-5.87993997,2.70431797,1.54738759,0.35401466,0.00497113,0.47845904,1.38072288,0.00000000
-5.87393697,2.72210885,1.55624571,0.36007236,0.00516968,0.48379009,1.38745032,0.00000000
-5.86793397,2.73157529,1.55889834,0.36583208,0.00534532,0.48949405,1.38739918,0.00000000
-5.86193097,2.73234779,1.55524083,0.37119085,0.00549399,0.49542136,1.38052681,0.00000000
-5.85592796,2.72418984,1.54527569,0.37605429,0.00561210,0.50141835,1.36689742,0.00000000
-5.84992496,2.70701494,1.52911894,0.38034022,0.00569668,0.50733480,1.34668341,0.00000000
-5.84392196,2.68090074,1.50700407,0.38398235,0.00574545,0.51303188,1.32016434,0.00000000
-5.83791896,2.64609960,1.47928353,0.38693367,0.00575692,0.51839010,1.28772311,0.00000000
-5.83191596,2.60304501,1.44642729,0.38916959,0.00573040,0.52331709,1.24983963,0.00000000
-5.82591296,2.55235334,1.40901843,0.39069072,0.00566603,0.52775473,1.20708198,0.00000000
-5.81990995,2.49482051,1.36774562,0.39152501,0.00556481,0.53168541,1.16009527,0.00000000
-5.81390695,2.43141349,1.32339246,0.39172933,0.00542849,0.53513698,1.10958848,0.00000000
-5.80790395,2.36325646,1.27682382,0.39139033,0.00525958,0.53818618,1.05631962,0.00000000
-5.80190095,2.29161182,1.22896929,0.39062434,0.00506123,0.54096033,1.00107967,0.00000000
-5.79589795,2.21785636,1.18080412,0.38957645,0.00483710,0.54363690,0.94467561,0.00000000
-5.78989495,2.14345298,1.13332794,0.38841851,0.00459129,0.54644101,0.88791322,0.00000000
-5.78389195,2.06991860,1.08754175,0.38734606,0.00432816,0.54964063,0.83157996,0.00000000
-5.77788894,1.99878902,1.04442385,0.38657420,0.00405224,0.55353963,0.77642841,0.00000000
-5.77188594,1.93158144,1.00490517,0.38633238,0.00376803,0.55846861,0.72316081,0.00000000
-5.76588294,1.86975585,0.96984476,0.38685816,0.00347997,0.56477384,0.67241507,0.00000000
-5.75987994,1.81467599,0.94000618,0.38839002,0.00319223,0.57280448,0.62475247,0.00000000
-5.75387694,1.76757136,0.91603546,0.39115952,0.00290868,0.58289862,0.58064756,0.00000000
-5.74787394,1.72950106,0.89844151,0.39538284,0.00263277,0.59536840,0.54048031,0.00000000
-5.74187094,1.70132092,0.88757944,0.40125207,0.00236749,0.61048495,0.50453071,0.00000000
-5.73586793,1.68365499,0.88363782,0.40892661,0.00211532,0.62846370,0.47297597,0.00000000
-5.72986493,1.67687237,0.88663011,0.41852493,0.00187823,0.64945069,0.44589021,0.00000000
-5.72386193,1.68107075,0.89639108,0.43011723,0.00165766,0.67351070,0.42324675,0.00000000
-5.71785893,1.69606726,0.91257842,0.44371927,0.00145456,0.70061771,0.40492273,0.00000000
-5.71185593,1.72139760,0.93467975,0.45928785,0.00126938,0.73064845,0.39070605,0.00000000
