energy_ev,total_up,Ru_p_up,Ru_d_up,Si_p_up,Si_d_up,Te_p_up,Te_d_up
-5.85592796,3.97840607,2.15296057,2.20140035,0.80638705,0.00000000,0.90111017,0.00000000
-5.84992496,3.87593650,2.15836147,2.14742830,0.78379797,0.00000000,0.87209984,0.00000000
-5.84392196,3.79092954,2.17843083,2.10154833,0.76621030,0.00000000,0.84859234,0.00000000
-5.83791896,3.72680281,2.21508011,2.06571031,0.75447808,0.00000000,0.83132860,0.00000000
-5.83191596,3.68665856,2.27007652,2.04171876,0.74938352,0.00000000,0.82093377,0.00000000
-5.82591296,3.67320121,2.34498984,2.03118431,0.75162032,0.00000000,0.81790080,0.00000000
-5.81990995,3.68866135,2.44114033,2.03547819,0.76177809,0.00000000,0.82257640,0.00000000
-5.81390695,3.73472875,2.55954984,2.05569124,0.78032822,0.00000000,0.83514996,0.00000000
-5.80790395,3.81249626,2.70089770,2.09259867,0.80761138,0.00000000,0.85564569,0.00000000
-5.80190095,3.92241672,2.86548335,2.14663165,0.84382697,0.00000000,0.88391837,0.00000000
-5.79589795,4.06427449,3.05319717,2.21785685,0.88902468,0.00000000,0.91965308,0.00000000
-5.78989495,4.23717292,3.26350080,2.30596478,0.94309843,0.00000000,0.96236886,0.00000000
-5.78389195,4.43953853,3.49541783,2.41026731,1.00578292,0.00000000,1.01142670,0.00000000
-5.77788894,4.66914229,3.74753533,2.52970491,1.07665291,0.00000000,1.06604161,0.00000000
-5.77188594,4.92313768,4.01801609,2.66286339,1.15512547,0.00000000,1.12529863,0.00000000
-5.76588294,5.19811466,4.30462137,2.80800000,1.24046525,0.00000000,1.18817257,0.00000000
-5.75987994,5.49016829,4.60474293,2.96307812,1.33179290,0.00000000,1.25355082,0.00000000
-5.75387694,5.79497984,4.91544348,3.12580969,1.42809653,0.00000000,1.32025884,0.00000000
-5.74787394,6.10790831,5.23350370,3.29370430,1.52824617,0.00000000,1.38708730,0.00000000
-5.74187094,6.42408936,5.55547450,3.46412337,1.63101110,0.00000000,1.45282034,0.00000000
-5.73586793,6.73853901,5.87773259,3.63433815,1.73507984,0.00000000,1.51626380,0.00000000
-5.72986493,7.04625889,6.19653800,3.80158970,1.83908232,0.00000000,1.57627265,0.00000000
-5.72386193,7.34234028,6.50809189,3.96314942,1.94161416,0.00000000,1.63177667,0.00000000
-5.71785893,7.62206410,6.80859382,4.11637844,2.04126226,0.00000000,1.68180361,0.00000000
-5.71185593,7.88099451,7.09429727,4.25878439,2.13663157,0.00000000,1.72549910,0.00000000
-5.70585293,8.11506394,7.36156326,4.38807433,2.22637223,0.00000000,1.76214279,0.00000000
-5.69984992,8.32064810,7.60691161,4.50220255,2.30920670,0.00000000,1.79116041,0.00000000
-5.69384692,8.49462981,7.82706989,4.59941246,2.38395626,0.00000000,1.81213147,0.00000000
-5.68784392,8.63445086,8.01902035,4.67827172,2.44956626,0.00000000,1.82479271,0.00000000
-5.68184092,8.73815188,8.18004491,4.73770020,2.50512965,0.00000000,1.82903757,0.00000000
-5.67583792,8.80440003,8.30776829,4.77699044,2.54990805,0.00000000,1.82491184,0.00000000
-5.66983492,8.83250510,8.40019942,4.79582047,2.58335008,0.00000000,1.81260618,0.00000000
-5.66383192,8.82242441,8.45577063,4.79425900,2.60510624,0.00000000,1.79244599,0.00000000
-5.65782891,8.77475728,8.47337404,4.77276321,2.61503998,0.00000000,1.76487929,0.00000000
-5.65182591,8.69072954,8.45239426,4.73216928,2.61323461,0.00000000,1.73046313,0.00000000
-5.64582291,8.57216903,8.39273598,4.67367615,2.59999575,0.00000000,1.68984927,0.00000000
-5.63981991,8.42147238,8.29484513,4.59882275,2.57584906,0.00000000,1.64376957,0.00000000
-5.63381691,8.24156405,8.15972184,4.50945946,2.54153326,0.00000000,1.59302145,0.00000000
-5.62781391,8.03584780,7.98892370,4.40771418,2.49798842,0.00000000,1.53845402,0.00000000
-5.62181091,7.80815160,7.78455782,4.29595374,2.44633971,0.00000000,1.48095475,0.00000000
-5.61580790,7.56266631,7.54926058,4.17674153,2.38787699,0.00000000,1.42143726,0.00000000
-5.60980490,7.30387919,7.28616450,4.05279202,2.32403059,0.00000000,1.36082989,0.00000000
-5.60380190,7.03650304,6.99885197,3.92692330,2.25634392,0.00000000,1.30006537,0.00000000
-5.59779890,6.76540209,6.69129645,3.80200845,2.18644357,0.00000000,1.24007135,0.00000000
-5.59179590,6.49551595,6.36779236,3.68092703,2.11600780,0.00000000,1.18176182,0.00000000
-5.58579290,6.23178302,6.03287529,3.56651742,2.04673395,0.00000000,1.12602919,0.00000000
-5.57978989,5.97906472,5.69123484,3.46153143,1.98030601,0.00000000,1.07373710,0.00000000
-5.57378689,5.74207225,5.34762296,3.36859173,1.91836280,0.00000000,1.02571368,0.00000000
-5.56778389,5.52529708,5.00676045,3.29015323,1.86246783,0.00000000,0.98274521,0.00000000
-5.56178089,5.33294667,4.67324478,3.22846881,1.81408130,0.00000000,0.94557019,0.00000000
-5.55577789,5.16888633,4.35146213,3.18556003,1.77453499,0.00000000,0.91487345,0.00000000
-5.54977489,5.03658809,4.04550630,3.16319298,1.74501032,0.00000000,0.89128055,0.00000000
-5.54377189,4.93908714,3.75910663,3.16285920,1.72652002,0.00000000,0.87535208,0.00000000
-5.53776888,4.87894591,3.49556687,3.18576163,1.71989348,0.00000000,0.86757797,0.00000000
-5.53176588,4.85822579,3.25771609,3.23280511,1.72576582,0.00000000,0.86837164,0.00000000
-5.52576288,4.87846611,3.04787238,3.30459091,1.74457070,0.00000000,0.87806411,0.00000000
-5.51975988,4.94066984,2.86781933,3.40141474,1.77653658,0.00000000,0.89689782,0.00000000
-5.51375688,5.04529553,2.71879519,3.52326768,1.82168630,0.00000000,0.92502047,0.00000000
-5.50775388,5.19225470,2.60149375,3.66983931,1.87983974,0.00000000,0.96247889,0.00000000
-5.50175088,5.38091431,2.51607607,3.84052272,1.95061927,0.00000000,1.00921301,0.00000000
-5.49574787,5.61010386,2.46219187,4.03442086,2.03345774,0.00000000,1.06505042,0.00000000
-5.48974487,5.87812687,2.43900935,4.25035416,2.12760884,0.00000000,1.12970161,0.00000000
-5.48374187,6.18277675,2.44525208,4.48686930,2.23215962,0.00000000,1.20275633,0.00000000
-5.47773887,6.52135721,2.47924199,4.74224917,2.34604490,0.00000000,1.28368161,0.00000000
-5.47173587,6.89070758,2.53894713,5.01452429,2.46806354,0.00000000,1.37182156,0.00000000
-5.46573287,7.28723321,2.62203342,5.30148600,2.59689629,0.00000000,1.46639968,0.00000000
-5.45972986,7.70694163,2.72591937,5.60070173,2.73112500,0.00000000,1.56652378,0.00000000
-5.45372686,8.14548456,2.84783298,5.90953279,2.86925313,0.00000000,1.67119391,0.00000000
-5.44772386,8.59820607,2.98487004,6.22515493,3.00972712,0.00000000,1.77931332,0.00000000
-5.44172086,9.06019684,3.13405292,6.54458210,3.15095833,0.00000000,1.88970273,0.00000000
-5.43571786,9.52635427,3.29238899,6.86469340,3.29134541,0.00000000,2.00111738,0.00000000
-5.42971486,9.99144786,3.45692766,7.18226356,3.42929644,0.00000000,2.11226698,0.00000000
-5.42371186,10.45018913,3.62481501,7.49399670,3.56325068,0.00000000,2.22183781,0.00000000
-5.41770885,10.89730488,3.79334478,7.79656337,3.69169950,0.00000000,2.32851655,0.00000000
-5.41170585,11.32761265,3.96000444,8.08664057,3.81320609,0.00000000,2.43101506,0.00000000
-5.40570285,11.73609674,4.12251524,8.36095431,3.92642368,0.00000000,2.52809540,0.00000000
-5.39969985,12.11798335,4.27886496,8.61632429,4.03011200,0.00000000,2.61859415,0.00000000
-5.39369685,12.46881303,4.42733232,8.84970996,4.12315175,0.00000000,2.70144532,0.00000000
-5.38769385,12.78450886,4.56650213,9.05825730,4.20455699,0.00000000,2.77570095,0.00000000
-5.38169085,13.06143864,4.69527071,9.23934531,4.27348520,0.00000000,2.84054870,0.00000000
-5.37568784,13.29646949,4.81284114,9.39063131,4.32924514,0.00000000,2.89532591,0.00000000
-5.36968484,13.48701353,4.91870865,9.51009373,4.37130231,0.00000000,2.93952943,0.00000000
-5.36368184,13.63106323,5.01263647,9.59607131,4.39928206,0.00000000,2.97282120,0.00000000
-5.35767884,13.72721545,5.09462325,9.64729728,4.41297034,0.00000000,2.99502916,0.00000000
-5.35167584,13.77468332,5.16486323,9.66292724,4.41231209,0.00000000,3.00614372,0.00000000
-5.34567284,13.77329549,5.22370103,9.64255951,4.39740731,0.00000000,3.00630993,0.00000000
-5.33966983,13.72348262,5.27158290,9.58624668,4.36850473,0.00000000,2.99581577,0.00000000
-5.33366683,13.62625142,5.30900684,9.49449769,4.32599333,0.00000000,2.97507709,0.00000000
-5.32766383,13.48314686,5.33647375,9.36826958,4.27039165,0.00000000,2.94461985,0.00000000
-5.32166083,13.29620374,5.35444220,9.20894890,4.20233519,0.00000000,2.90506054,0.00000000
-5.31565783,13.06788929,5.36328888,9.01832283,4.12256214,0.00000000,2.85708546,0.00000000
-5.30965483,12.80103869,5.36327699,8.79854094,4.03189775,0.00000000,2.80142987,0.00000000
-5.30365183,12.49878593,5.35453411,8.55206840,3.93123778,0.00000000,2.73885779,0.00000000
-5.29764882,12.16449254,5.33704096,8.28163261,3.82153160,0.00000000,2.67014338,0.00000000
-5.29164582,11.80167691,5.31063171,7.99016484,3.70376542,0.00000000,2.59605445,0.00000000
-5.28564282,11.41394683,5.27500610,7.68073937,3.57894622,0.00000000,2.51733887,0.00000000
-5.27963982,11.00493777,5.22975279,7.35651224,3.44808694,0.00000000,2.43471423,0.00000000
-5.27363682,10.57825889,5.17438303,7.02066198,3.31219351,0.00000000,2.34886108,0.00000000
-5.26763382,10.13744863,5.10837290,6.67633451,3.17225388,0.00000000,2.26041979,0.00000000
-5.26163082,9.68594075,5.03121198,6.32659402,3.02922958,0.00000000,2.16999096,0.00000000
-5.25562781,9.22704133,4.94245595,5.97438135,2.88404971,0.00000000,2.07813904,0.00000000
-5.24962481,8.76391653,4.84178033,5.62248072,2.73760740,0.00000000,1.98539872,0.00000000
-5.24362181,8.29959004,4.72903235,5.27349560,2.59075856,0.00000000,1.89228345,0.00000000
-5.23761881,7.83694900,4.60427822,4.92983332,2.44432240,0.00000000,1.79929542,0.00000000
-5.23161581,7.37875636,4.46784302,4.59369817,2.29908351,0.00000000,1.70693620,0.00000000
-5.22561281,6.92766746,4.32034105,4.26709204,2.15579473,0.00000000,1.61571719,0.00000000
-5.21960980,6.48624863,4.16269474,3.95182116,2.01518035,0.00000000,1.52616921,0.00000000
-5.21360680,6.05699539,3.99614102,3.64950779,1.87793913,0.00000000,1.43885043,0.00000000
-5.20760380,5.64234826,3.82222449,3.36160502,1.74474657,0.00000000,1.35435214,0.00000000
-5.20160080,5.24470423,3.64277759,3.08941333,1.61625613,0.00000000,1.27330173,0.00000000
-5.19559780,4.86642262,3.45988839,2.83409735,1.49309899,0.00000000,1.19636270,0.00000000
-5.18959480,4.50982430,3.27585751,2.59670160,1.37588238,0.00000000,1.12423142,0.00000000
-5.18359180,4.17718395,3.09314571,2.37816418,1.26518640,0.00000000,1.05763068,0.00000000
-5.17758879,3.87071517,2.91431453,2.17932760,1.16155941,0.00000000,0.99730007,0.00000000
-5.17158579,3.59254907,2.74196225,2.00094627,1.06551225,0.00000000,0.94398348,0.00000000
-5.16558279,3.34470712,2.57865768,1.84369043,0.97751168,0.00000000,0.89841410,0.00000000
-5.15957979,3.12906916,2.42687428,1.70814652,0.89797320,0.00000000,0.86129727,0.00000000
-5.15357679,2.94733805,2.28892685,1.59481410,0.82725390,0.00000000,0.83329185,0.00000000
-5.14757379,2.80100227,2.16691292,1.50409986,0.76564538,0.00000000,0.81499057,0.00000000
-5.14157079,2.69129787,2.06266068,1.43630895,0.71336743,0.00000000,0.80690004,0.00000000
-5.13556778,2.61917135,1.97768475,1.39163459,0.67056251,0.00000000,0.80942114,0.00000000
-5.12956478,2.58524474,1.91315105,1.37014616,0.63729141,0.00000000,0.82283035,0.00000000
-5.12356178,2.58978437,1.86985145,1.37177690,0.61353020,0.00000000,0.84726286,0.00000000
-5.11755878,2.63267444,1.84818853,1.39631155,0.59916870,0.00000000,0.88269806,0.00000000
-5.11155578,2.71339675,1.84817077,1.44337490,0.59401039,0.00000000,0.92894812,0.00000000
-5.10555278,2.83101739,1.86941779,1.51242175,0.59777392,0.00000000,0.98565030,0.00000000
-5.09954977,2.98418140,1.91117530,1.60272902,0.61009612,0.00000000,1.05226351,0.00000000
-5.09354677,3.17111605,1.97233930,1.71339050,0.63053648,0.00000000,1.12806967,0.00000000
-5.08754377,3.38964320,2.05148836,1.84331478,0.65858291,0.00000000,1.21218015,0.00000000
-5.08154077,3.63720083,2.14692330,1.99122671,0.69365882,0.00000000,1.30354740,0.00000000
-5.07553777,3.91087385,2.25671292,2.15567269,0.73513110,0.00000000,1.40098194,0.00000000
-5.06953477,4.20743343,2.37874436,2.33502977,0.78231912,0.00000000,1.50317426,0.00000000
-5.06353177,4.52338435,2.51077681,2.52751866,0.83450417,0.00000000,1.60872133,0.00000000
-5.05752876,4.85501898,2.65049669,2.73122032,0.89093935,0.00000000,1.71615694,0.00000000
-5.05152576,5.19847648,2.79557286,2.94409582,0.95085958,0.00000000,1.82398489,0.00000000
-5.04552276,5.54980559,2.94370994,3.16400895,1.01349133,0.00000000,1.93071410,0.00000000
-5.03951976,5.90502882,3.09269816,3.38875100,1.07806200,0.00000000,2.03489420,0.00000000
-5.03351676,6.26020623,3.24045815,3.61606697,1.14380850,0.00000000,2.13515034,0.00000000
-5.02751376,6.61149658,3.38507917,3.84368258,1.20998495,0.00000000,2.23021581,0.00000000
-5.02151076,6.95521408,3.52484982,4.06933137,1.27586934,0.00000000,2.31896117,0.00000000
-5.01550775,7.28787901,3.65828032,4.29078125,1.34076892,0.00000000,2.40041874,0.00000000
-5.00950475,7.60626088,3.78411586,4.50585998,1.40402452,0.00000000,2.47380131,0.00000000
-5.00350175,7.90741334,3.90134126,4.71247920,1.46501362,0.00000000,2.53851454,0.00000000
-4.99749875,8.18870030,4.00917709,4.90865666,1.52315259,0.00000000,2.59416244,0.00000000
-4.99149575,8.44781330,4.10706829,5.09253661,1.57789799,0.00000000,2.64054596,0.00000000
-4.98549275,8.68278074,4.19466633,5.26240822,1.62874753,0.00000000,2.67765489,0.00000000
-4.97948974,8.89196974,4.27180646,5.41672220,1.67524069,0.00000000,2.70565362,0.00000000
-4.97348674,9.07408183,4.33848160,5.55410560,1.71695944,0.00000000,2.72486166,0.00000000
-4.96748374,9.22814385,4.39481461,5.67337506,1.75352934,0.00000000,2.73573003,0.00000000
-4.96148074,9.35349545,4.44103057,5.77354859,1.78462113,0.00000000,2.73881472,0.00000000
-4.95547774,9.44977466,4.47743055,5.85385581,1.80995298,0.00000000,2.73474867,0.00000000
-4.94947474,9.51690259,4.50436814,5.91374686,1.82929347,0.00000000,2.72421352,0.00000000
-4.94347174,9.55506836,4.52222955,5.95289959,1.84246517,0.00000000,2.70791252,0.00000000
-4.93746873,9.56471494,4.53141797,5.97122505,1.84934870,0.00000000,2.68654571,0.00000000
-4.93146573,9.54652607,4.53234215,5.96887080,1.84988692,0.00000000,2.66078833,0.00000000
-4.92546273,9.50141446,4.52540920,5.94622180,1.84408901,0.00000000,2.63127315,0.00000000
-4.91945973,9.43051088,4.51102098,5.90389845,1.83203395,0.00000000,2.59857724,0.00000000
-4.91345673,9.33515364,4.48957334,5.84275139,1.81387302,0.00000000,2.56321323,0.00000000
-4.90745373,9.21687779,4.46145739,5.76385278,1.78983103,0.00000000,2.52562510,0.00000000
-4.90145073,9.07740326,4.42706186,5.66848387,1.76020576,0.00000000,2.48618811,0.00000000
-4.89544772,8.91862132,4.38677563,5.55811869,1.72536553,0.00000000,2.44521230,0.00000000
-4.88944472,8.74257852,4.34098976,5.43440392,1.68574465,0.00000000,2.40294907,0.00000000
-4.88344172,8.55145783,4.29009845,5.29913519,1.64183677,0.00000000,2.35959985,0.00000000
-4.87743872,8.34755659,4.23449866,5.15423012,1.59418632,0.00000000,2.31532628,0.00000000
-4.87143572,8.13326118,4.17458831,5.00169848,1.54337803,0.00000000,2.27026093,0.00000000
-4.86543272,7.91101876,4.11076341,4.84361025,1.49002523,0.00000000,2.22451800,0.00000000
-4.85942971,7.68330627,4.04341421,4.68206206,1.43475700,0.00000000,2.17820322,0.00000000
-4.85342671,7.45259741,3.97292136,4.51914291,1.37820497,0.00000000,2.13142250,0.00000000
-4.84742371,7.22132824,3.89965220,4.35689974,1.32099010,0.00000000,2.08428892,0.00000000
-4.84142071,6.99186231,3.82395813,4.19730374,1.26371005,0.00000000,2.03692784,0.00000000
-4.83541771,6.76645606,3.74617339,4.04221806,1.20692759,0.00000000,1.98947991,0.00000000
-4.82941471,6.54722540,3.66661557,3.89336752,1.15116044,0.00000000,1.94210215,0.00000000
-4.82341171,6.33611431,3.58558810,3.75231100,1.09687304,0.00000000,1.89496702,0.00000000
-4.81740870,6.13486614,3.50338445,3.62041696,1.04447016,0.00000000,1.84825982,0.00000000
-4.81140570,5.94499832,3.42029392,3.49884266,0.99429284,0.00000000,1.80217466,0.00000000
-4.80540270,5.76778089,3.33660832,3.38851721,0.94661638,0.00000000,1.75690916,0.00000000
-4.79939970,5.60421955,3.25262894,3.29012915,0.90165039,0.00000000,1.71265851,0.00000000
-4.79339670,5.45504335,3.16867306,3.20411837,0.85954079,0.00000000,1.66960893,0.00000000
-4.78739370,5.32069736,3.08507910,3.13067294,0.82037331,0.00000000,1.62793113,0.00000000
-4.78139070,5.20134062,3.00220977,3.06973074,0.78417838,0.00000000,1.58777395,0.00000000
-4.77538769,5.09684939,2.92045255,3.02098605,0.75093695,0.00000000,1.54925858,0.00000000
-4.76938469,5.00682580,2.84021710,2.98390105,0.72058689,0.00000000,1.51247371,0.00000000
-4.76338169,4.93061197,2.76192938,2.95772216,0.69302974,0.00000000,1.47747173,0.00000000
-4.75737869,4.86730942,2.68602261,2.94150101,0.66813739,0.00000000,1.44426635,0.00000000
-4.75137569,4.81580377,2.61292539,2.93411982,0.64575859,0.00000000,1.41283177,0.00000000
-4.74537269,4.77479427,2.54304757,2.93432055,0.62572488,0.00000000,1.38310352,0.00000000
-4.73936968,4.74282799,2.47676465,2.94073761,0.60785614,0.00000000,1.35498102,0.00000000
-4.73336668,4.71833791,2.41440173,2.95193314,0.59196535,0.00000000,1.32833190,0.00000000
-4.72736368,4.69968440,2.35621803,2.96643425,0.57786279,0.00000000,1.30299803,0.00000000
-4.72136068,4.68519909,2.30239298,2.98277124,0.56535969,0.00000000,1.27880295,0.00000000
-4.71535768,4.67323015,2.25301495,2.99951574,0.55427131,0.00000000,1.25556074,0.00000000
-4.70935468,4.66218781,2.20807343,3.01531777,0.54441967,0.00000000,1.23308570,0.00000000
-4.70335168,4.65058880,2.16745545,3.02894054,0.53563597,0.00000000,1.21120280,0.00000000
-4.69734867,4.63709835,2.13094645,3.03929192,0.52776293,0.00000000,1.18975823,0.00000000
-4.69134567,4.62056838,2.09823603,3.04545150,0.52065693,0.00000000,1.16862978,0.00000000
-4.68534267,4.60007045,2.06892833,3.04669230,0.51419027,0.00000000,1.14773646,0.00000000
-4.67933967,4.57492233,2.04255673,3.04249638,0.50825336,0.00000000,1.12704699,0.00000000
-4.67333667,4.54470706,2.01860217,3.03256376,0.50275699,0.00000000,1.10658672,0.00000000
-4.66733367,4.50928358,1.99651439,3.01681423,0.49763442,0.00000000,1.08644252,0.00000000
-4.66133067,4.46878854,1.97573497,2.99538211,0.49284343,0.00000000,1.06676547,0.00000000
-4.65532766,4.42362886,1.95572113,2.96860397,0.48836802,0.00000000,1.04777104,0.00000000
-4.64932466,4.37446535,1.93596909,2.93699998,0.48421958,0.00000000,1.02973657,0.00000000
-4.64332166,4.32218764,1.91603589,2.90124952,0.48043753,0.00000000,1.01299620,0.00000000
-4.63731866,4.26788146,1.89555855,2.86216200,0.47708911,0.00000000,0.99793313,0.00000000
-4.63131566,4.21278926,1.87426967,2.82064423,0.47426821,0.00000000,0.98496957,0.00000000
-4.62531266,4.15826563,1.85200870,2.77766546,0.47209320,0.00000000,0.97455448,0.00000000
-4.61930965,4.10572911,1.82872826,2.73422165,0.47070362,0.00000000,0.96714963,0.00000000
-4.61330665,4.05661227,1.80449533,2.69130032,0.47025580,0.00000000,0.96321432,0.00000000
-4.60730365,4.01231175,1.77948715,2.64984739,0.47091743,0.00000000,0.96318930,0.00000000
-4.60130065,3.97414026,1.75398213,2.61073719,0.47286127,0.00000000,0.96748044,0.00000000
-4.59529765,3.94328211,1.72834611,2.57474690,0.47625815,0.00000000,0.97644269,0.00000000
-4.58929465,3.92075414,1.70301476,2.54253613,0.48126968,0.00000000,0.99036494,0.00000000
-4.58329165,3.90737316,1.67847297,2.51463239,0.48804070,0.00000000,1.00945643,0.00000000
-4.57728864,3.90373126,1.65523213,2.49142271,0.49669220,0.00000000,1.03383507,0.00000000
-4.57128564,3.91017963,1.63380650,2.47315165,0.50731469,0.00000000,1.06351833,0.00000000
-4.56528264,3.92682153,1.61468979,2.45992533,0.51996264,0.00000000,1.09841706,0.00000000
-4.55927964,3.95351441,1.59833287,2.45172120,0.53465015,0.00000000,1.13833255,0.00000000
-4.55327664,3.98988110,1.58512390,2.44840278,0.55134814,0.00000000,1.18295720,0.00000000
-4.54727364,4.03532940,1.57537153,2.44973863,0.56998324,0.00000000,1.23187868,0.00000000
-4.54127064,4.08907935,1.56929192,2.45542453,0.59043849,0.00000000,1.28458784,0.00000000
-4.53526763,4.15019696,1.56700017,2.46510773,0.61255583,0.00000000,1.34049006,0.00000000
-4.52926463,4.21763312,1.56850633,2.47841241,0.63614023,0.00000000,1.39891982,0.00000000
-4.52326163,4.29026607,1.57371604,2.49496485,0.66096537,0.00000000,1.45915803,0.00000000
-4.51725863,4.36694587,1.58243567,2.51441768,0.68678053,0.00000000,1.52045167,0.00000000
-4.51125563,4.44653903,1.59438151,2.53647178,0.71331836,0.00000000,1.58203496,0.00000000
-4.50525263,4.52797154,1.60919239,2.56089530,0.74030314,0.00000000,1.64315144,0.00000000
-4.49924962,4.61026869,1.62644508,2.58753875,0.76745920,0.00000000,1.70307598,0.00000000
-4.49324662,4.69258986,1.64567158,2.61634567,0.79451898,0.00000000,1.76113601,0.00000000
-4.48724362,4.77425690,1.66637733,2.64735825,0.82123040,0.00000000,1.81673099,0.00000000
-4.48124062,4.85477486,1.68805954,2.68071771,0.84736331,0.00000000,1.86934929,0.00000000
-4.47523762,4.93384386,1.71022466,2.71665916,0.87271452,0.00000000,1.91858180,0.00000000
-4.46923462,5.01136160,1.73240427,2.75550098,0.89711145,0.00000000,1.96413150,0.00000000
-4.46323162,5.08741594,1.75416850,2.79762887,0.92041412,0.00000000,2.00581846,0.00000000
-4.45722861,5.16226764,1.77513666,2.84347505,0.94251545,0.00000000,2.04358011,0.00000000
-4.45122561,5.23632378,1.79498460,2.89349311,0.96334009,0.00000000,2.07746644,0.00000000
-4.44522261,5.31010251,1.81344851,2.94812930,0.98284162,0.00000000,2.10763038,0.00000000
-4.43921961,5.38419068,1.83032537,3.00779132,1.00099857,0.00000000,2.13431368,0.00000000
-4.43321661,5.45919594,1.84547002,3.07281576,1.01780931,0.00000000,2.15782886,0.00000000
-4.42721361,5.53569548,1.85878950,3.14343559,1.03328625,0.00000000,2.17853801,0.00000000
-4.42121061,5.61418381,1.87023491,3.21974916,1.04744948,0.00000000,2.19682955,0.00000000
-4.41520760,5.69502238,1.87979167,3.30169240,1.06032039,0.00000000,2.21309404,0.00000000
-4.40920460,5.77839364,1.88746892,3.38901574,1.07191541,0.00000000,2.22770023,0.00000000
-4.40320160,5.86426248,1.89328876,3.48126748,1.08224028,0.00000000,2.24097287,0.00000000
-4.39719860,5.95234758,1.89727622,3.57778490,1.09128513,0.00000000,2.25317320,0.00000000
-4.39119560,6.04210489,1.89945074,3.67769438,1.09902073,0.00000000,2.26448361,0.00000000
-4.38519260,6.13272501,1.89981965,3.77992145,1.10539589,0.00000000,2.27499714,0.00000000
-4.37918959,6.22314566,1.89837439,3.88321100,1.11033647,0.00000000,2.28471262,0.00000000
-4.37318659,6.31207939,1.89508949,3.98615785,1.11374594,0.00000000,2.29353585,0.00000000
-4.36718359,6.39805619,1.88992463,4.08724676,1.11550754,0.00000000,2.30128676,0.00000000
-4.36118059,6.47947941,1.88282946,4.18490086,1.11548811,0.00000000,2.30771232,0.00000000
-4.35517759,6.55469278,1.87375100,4.27753668,1.11354332,0.00000000,2.31250434,0.00000000
-4.34917459,6.62205531,1.86264282,4.36362339,1.10952424,0.00000000,2.31532126,0.00000000
-4.34317159,6.68002050,1.84947546,4.44174371,1.10328490,0.00000000,2.31581260,0.00000000
-4.33716858,6.72721531,1.83424703,4.51065335,1.09469047,0.00000000,2.31364448,0.00000000
-4.33116558,6.76251478,1.81699317,4.56933608,1.08362576,0.00000000,2.30852467,0.00000000
-4.32516258,6.78510760,1.79779546,4.61705114,1.07000347,0.00000000,2.30022561,0.00000000
-4.31915958,6.79454879,1.77678720,4.65337060,1.05377179,0.00000000,2.28860379,0.00000000
-4.31315658,6.79079589,1.75415613,4.67820400,1.03492095,0.00000000,2.27361434,0.00000000
-4.30715358,6.77422616,1.73014336,4.69180881,1.01348817,0.00000000,2.25531975,0.00000000
