energy_ev,total_up,P_s_up,P_p_up,S_s_up,S_p_up,Ti_p_up,Ti_d_up
-6.00000000,0.00245198,0.00000218,0.00124520,0.00001212,0.00015715,0.00124024,0.00068184
-5.99399700,0.00313842,0.00000278,0.00159416,0.00001553,0.00020069,0.00158697,0.00087323
-5.98799400,0.00398937,0.00000353,0.00202691,0.00001977,0.00025450,0.00201661,0.00111071
-5.98199100,0.00503625,0.00000444,0.00255948,0.00002500,0.00032045,0.00254493,0.00140312
-5.97598799,0.00631437,0.00000555,0.00320995,0.00003139,0.00040066,0.00318962,0.00176049
-5.96998499,0.00786291,0.00000688,0.00399837,0.00003916,0.00049744,0.00397027,0.00219394
-5.96398199,0.00972478,0.00000848,0.00494675,0.00004852,0.00061328,0.00490830,0.00271571
-5.95797899,0.01194623,0.00001038,0.00607885,0.00005972,0.00075081,0.00602675,0.00333904
-5.95197599,0.01457643,0.00001262,0.00741997,0.00007302,0.00091278,0.00735003,0.00407809
-5.94597299,0.01766667,0.00001523,0.00899658,0.00008870,0.00110199,0.00890353,0.00494771
-5.93996998,0.02126952,0.00001825,0.01083587,0.00010705,0.00132120,0.01071314,0.00596325
-5.93396698,0.02543765,0.00002172,0.01296519,0.00012836,0.00157308,0.01280468,0.00714022
-5.92796398,0.03022257,0.00002568,0.01541141,0.00015293,0.00186010,0.01520318,0.00849399
-5.92196098,0.03567311,0.00003015,0.01820015,0.00018105,0.00218443,0.01793213,0.01003936
-5.91595798,0.04183383,0.00003516,0.02135500,0.00021299,0.00254780,0.02101267,0.01179016
-5.90995498,0.04874334,0.00004074,0.02489666,0.00024902,0.00295147,0.02446266,0.01375878
-5.90395198,0.05643262,0.00004689,0.02884211,0.00028936,0.00339605,0.02829583,0.01595573
-5.89794897,0.06492338,0.00005361,0.03320373,0.00033421,0.00388142,0.03252092,0.01838921
-5.89194597,0.07422662,0.00006092,0.03798865,0.00038370,0.00440671,0.03714092,0.02106469
-5.88594297,0.08434144,0.00006880,0.04319804,0.00043794,0.00497017,0.04215242,0.02398465
-5.87993997,0.09525414,0.00007723,0.04882675,0.00049697,0.00556921,0.04754512,0.02714828
-5.87393697,0.10693785,0.00008619,0.05486303,0.00056077,0.00620037,0.05330157,0.03055146
-5.86793397,0.11935263,0.00009567,0.06128864,0.00062926,0.00685940,0.05939722,0.03418675
-5.86193097,0.13244617,0.00010565,0.06807912,0.00070232,0.00754140,0.06580061,0.03804365
-5.85592796,0.14615516,0.00011611,0.07520455,0.00077976,0.00824089,0.07247408,0.04210901
-5.84992496,0.16040736,0.00012706,0.08263053,0.00086133,0.00895208,0.07937463,0.04636760
-5.84392196,0.17512425,0.00013853,0.09031958,0.00094677,0.00966910,0.08645517,0.05080297
-5.83791896,0.19022441,0.00015057,0.09823282,0.00103577,0.01038627,0.09366614,0.05539840
-5.83191596,0.20562744,0.00016326,0.10633196,0.00112803,0.01109846,0.10095726,0.06013809
-5.82591296,0.22125829,0.00017676,0.11458159,0.00122324,0.01180142,0.10827964,0.06500847
-5.81990995,0.23705201,0.00019125,0.12295151,0.00132111,0.01249212,0.11558794,0.06999957
-5.81390695,0.25295857,0.00020700,0.13141930,0.00142140,0.01316916,0.12284262,0.07510655
-5.80790395,0.26894762,0.00022436,0.13997275,0.00152391,0.01383309,0.13001227,0.08033109
-5.80190095,0.28501305,0.00024375,0.14861224,0.00162854,0.01448671,0.13707563,0.08568276
-5.79589795,0.30117703,0.00026569,0.15735281,0.00173525,0.01513535,0.14402358,0.09118032
-5.78989495,0.31749322,0.00029079,0.16622591,0.00184411,0.01578703,0.15086069,0.09685261
-5.78389195,0.33404917,0.00031978,0.17528064,0.00195529,0.01645259,0.15760634,0.10273935
-5.77788894,0.35096743,0.00035346,0.18458435,0.00206907,0.01714565,0.16429541,0.10889141
-5.77188594,0.36840535,0.00039273,0.19422264,0.00218586,0.01788254,0.17097829,0.11537077
-5.76588294,0.38655346,0.00043858,0.20429848,0.00230616,0.01868201,0.17772033,0.12224990
-5.75987994,0.40563219,0.00049205,0.21493063,0.00243055,0.01956489,0.18460056,0.12961076
-5.75387694,0.42588716,0.00055425,0.22625121,0.00255973,0.02055357,0.19170978,0.13754320
-5.74787394,0.44758291,0.00062627,0.23840248,0.00269444,0.02167138,0.19914804,0.14614293
-5.74187094,0.47099536,0.00070923,0.25153298,0.00283551,0.02294186,0.20702147,0.15550902
-5.73586793,0.49640315,0.00080419,0.26579305,0.00298378,0.02438791,0.21543878,0.16574109
-5.72986493,0.52407823,0.00091213,0.28133001,0.00314014,0.02603092,0.22450731,0.17693620
-5.72386193,0.55427606,0.00103391,0.29828308,0.00330547,0.02788982,0.23432894,0.18918563
-5.71785893,0.58722597,0.00117024,0.31677840,0.00348069,0.02998015,0.24499603,0.20257167
-5.71185593,0.62312196,0.00132163,0.33692432,0.00366670,0.03231322,0.25658759,0.21716469
-5.70585293,0.66211468,0.00148836,0.35880723,0.00386441,0.03489526,0.26916573,0.23302039
-5.69984992,0.70430490,0.00167044,0.38248828,0.00407477,0.03772680,0.28277288,0.25017776
-5.69384692,0.74973906,0.00186761,0.40800106,0.00429876,0.04080224,0.29742966,0.26865758
-5.68784392,0.79840708,0.00207931,0.43535054,0.00453740,0.04410951,0.31313373,0.28846173
-5.68184092,0.85024287,0.00230467,0.46451336,0.00479183,0.04763020,0.32985964,0.30957337
-5.67583792,0.90512748,0.00254251,0.49543954,0.00506328,0.05133973,0.34755973,0.33195799
-5.66983492,0.96289498,0.00279139,0.52805545,0.00535315,0.05520801,0.36616617,0.35556531
-5.66383192,1.02334064,0.00304962,0.56226811,0.00566298,0.05920026,0.38559391,0.38033191
-5.65782891,1.08623127,0.00331526,0.59797040,0.00599452,0.06327815,0.40574449,0.40618453
-5.65182591,1.15131689,0.00358625,0.63504697,0.00634969,0.06740111,0.42651050,0.43304368
-5.64582291,1.21834313,0.00386039,0.67338043,0.00673062,0.07152784,0.44778041,0.46082744
-5.63981991,1.28706365,0.00413542,0.71285743,0.00713958,0.07561797,0.46944349,0.48945518
-5.63381691,1.35725142,0.00440911,0.75337407,0.00757896,0.07963360,0.49139451,0.51885071
-5.62781391,1.42870832,0.00467928,0.79484029,0.00805120,0.08354095,0.51353784,0.54894484
-5.62181091,1.50127207,0.00494385,0.83718280,0.00855868,0.08731171,0.53579078,0.57967691
-5.61580790,1.57481984,0.00520092,0.88034619,0.00910365,0.09092424,0.55808571,0.61099517
-5.60980490,1.64926811,0.00544878,0.92429200,0.00968808,0.09436441,0.58037095,0.64285582
-5.60380190,1.72456851,0.00568593,0.96899571,0.01031354,0.09762608,0.60261028,0.67522078
-5.59779890,1.80069962,0.00591111,1.01444159,0.01098105,0.10071114,0.62478098,0.70805414
-5.59179590,1.87765520,0.00612325,1.06061578,0.01169091,0.10362915,0.64687051,0.74131750
-5.58579290,1.95542922,0.00632151,1.10749782,0.01244263,0.10639650,0.66887214,0.77496449
-5.57978989,2.03399886,0.00650522,1.15505125,0.01323476,0.10903519,0.69077960,0.80893481
-5.57378689,2.11330626,0.00667384,1.20321379,0.01406480,0.11157126,0.71258130,0.84314817
-5.56778389,2.19324055,0.00682694,1.25188795,0.01492919,0.11403295,0.73425444,0.87749869
-5.56178089,2.27362131,0.00696416,1.30093266,0.01582322,0.11644874,0.75575939,0.91185012
-5.55577789,2.35418488,0.00708513,1.35015670,0.01674112,0.11884527,0.77703501,0.94603243
-5.54977489,2.43457464,0.00718947,1.39931456,0.01767613,0.12124535,0.79799498,0.97984009
-5.54377189,2.51433637,0.00727678,1.44810523,0.01862059,0.12366624,0.81852583,1.01303248
-5.53776888,2.59291937,0.00734656,1.49617431,0.01956615,0.12611809,0.83848664,1.04533644
-5.53176588,2.66968370,0.00739828,1.54311956,0.02050398,0.12860285,0.85771078,1.07645114
-5.52576288,2.74391368,0.00743135,1.58849987,0.02142503,0.13111366,0.87600952,1.10605519
-5.51975988,2.81483703,0.00744512,1.63184734,0.02232033,0.13363468,0.89317753,1.13381566
-5.51375688,2.88164910,0.00743899,1.67268191,0.02318124,0.13614148,0.90899990,1.15939872
-5.50775388,2.94354085,0.00741236,1.71052795,0.02399979,0.13860190,0.92326050,1.18248130
-5.50175088,2.99972917,0.00736475,1.74493186,0.02476896,0.14097744,0.93575100,1.20276327
-5.49574787,3.04948799,0.00729582,1.77547981,0.02548290,0.14322488,0.94628023,1.21997944
-5.48974487,3.09217828,0.00720543,1.80181447,0.02613716,0.14529835,0.95468320,1.23391070
-5.48374187,3.12727534,0.00709368,1.82364999,0.02672887,0.14715144,0.96082932,1.24439363
-5.47773887,3.15439162,0.00696096,1.84078406,0.02725675,0.14873940,0.96462923,1.25132809
-5.47173587,3.17329388,0.00680797,1.85310658,0.02772120,0.15002130,0.96603996,1.25468231
-5.46573287,3.18391350,0.00663574,1.86060424,0.02812417,0.15096198,0.96506794,1.25449501
-5.45972986,3.18634938,0.00644565,1.86336072,0.02846907,0.15153365,0.96176974,1.25087468
-5.45372686,3.18086338,0.00623939,1.86155264,0.02876052,0.15171726,0.95625064,1.24399573
-5.44772386,3.16786836,0.00601896,1.85544127,0.02900408,0.15150337,0.94866085,1.23409199
-5.44172086,3.14790986,0.00578661,1.84536074,0.02920594,0.15089260,0.93918992,1.22144777
-5.43571786,3.12164244,0.00554484,1.83170335,0.02937255,0.14989570,0.92805953,1.20638705
-5.42971486,3.08980222,0.00529629,1.81490290,0.02951025,0.14853319,0.91551525,1.18926148
-5.42371186,3.05317742,0.00504372,1.79541717,0.02962493,0.14683470,0.90181768,1.17043783
-5.41770885,3.01257871,0.00478996,1.77371053,0.02972165,0.14483808,0.88723376,1.15028570
-5.41170585,2.96881117,0.00453784,1.75023781,0.02980436,0.14258825,0.87202858,1.12916614
-5.40570285,2.92264968,0.00429014,1.72543044,0.02987569,0.14013614,0.85645837,1.10742191
-5.39969985,2.87481913,0.00404957,1.69968559,0.02993673,0.13753752,0.84076508,1.08536985
-5.39369685,2.82598053,0.00381873,1.67335900,0.02998704,0.13485202,0.82517280,1.06329578
-5.38769385,2.77672375,0.00360009,1.64676177,0.03002454,0.13214223,0.80988630,1.04145219
-5.38169085,2.72756709,0.00339601,1.62016132,0.03004574,0.12947309,0.79509169,1.02005868
-5.37568784,2.67896343,0.00320875,1.59378616,0.03004580,0.12691144,0.78095910,0.99930514
-5.36968484,2.63131219,0.00304043,1.56783410,0.03001888,0.12452583,0.76764705,0.97935711
-5.36368184,2.58497605,0.00289314,1.54248315,0.02995840,0.12238642,0.75530829,0.96036318
-5.35767884,2.54030085,0.00276893,1.51790428,0.02985743,0.12056507,0.74409638,0.94246348
-5.35167584,2.49763716,0.00266984,1.49427495,0.02970907,0.11913546,0.73417267,0.92579877
-5.34567284,2.45736148,0.00259795,1.47179235,0.02950684,0.11817306,0.72571291,0.91051943
-5.33966983,2.41989547,0.00255539,1.45068529,0.02924509,0.11775506,0.71891300,0.89679337
-5.33366683,2.38572135,0.00254437,1.43122372,0.02891933,0.11796000,0.71399318,0.88481254
-5.32766383,2.35539215,0.00256717,1.41372509,0.02852657,0.11886712,0.71120032,0.87479708
-5.32166083,2.32953553,0.00262614,1.39855674,0.02806551,0.12055523,0.71080776,0.86699698
-5.31565783,2.30885055,0.00272366,1.38613408,0.02753676,0.12310130,0.71311262,0.86169064
-5.30965483,2.29409701,0.00286210,1.37691422,0.02694294,0.12657849,0.71843038,0.85918051
-5.30365183,2.28607755,0.00304373,1.37138536,0.02628865,0.13105390,0.72708677,0.85978557
-5.29764882,2.28561329,0.00327066,1.37005209,0.02558044,0.13658587,0.73940736,0.86383121
-5.29164582,2.29351385,0.00354472,1.37341757,0.02482667,0.14322112,0.75570515,0.87163666
-5.28564282,2.31054348,0.00386734,1.38196309,0.02403725,0.15099172,0.77626670,0.88350084
-5.27963982,2.33738497,0.00423946,1.39612641,0.02322345,0.15991217,0.80133759,0.89968708
-5.27363682,2.37460328,0.00466138,1.41627982,0.02239753,0.16997658,0.83110784,0.92040782
-5.26763382,2.42261112,0.00513265,1.44270925,0.02157243,0.18115628,0.86569825,0.94580990
-5.26163082,2.48163840,0.00565200,1.47559564,0.02076141,0.19339802,0.90514841,0.97596153
-5.25562781,2.55170762,0.00621721,1.51499966,0.01997771,0.20662279,0.94940712,1.01084159
-5.24962481,2.63261676,0.00682513,1.56085083,0.01923421,0.22072558,0.99832605,1.05033212
-5.24362181,2.72393112,0.00747156,1.61294181,0.01854311,0.23557600,1.05165709,1.09421455
-5.23761881,2.82498489,0.00815138,1.67092835,0.01791570,0.25102000,1.10905385,1.14217006
-5.23161581,2.93489282,0.00885852,1.73433518,0.01736210,0.26688252,1.17007745,1.19378429
-5.22561281,3.05257192,0.00958610,1.80256774,0.01689116,0.28297115,1.23420657,1.24855645
-5.21960980,3.17677236,0.01032655,1.87492935,0.01651028,0.29908069,1.30085153,1.30591238
-5.21360680,3.30611633,0.01107181,1.95064313,0.01622544,0.31499838,1.36937185,1.36522131
-5.20760380,3.43914322,0.01181350,2.02887764,0.01604118,0.33050962,1.43909654,1.42581545
-5.20160080,3.57435883,0.01254316,2.10877513,0.01596064,0.34540411,1.50934630,1.48701156
-5.19559780,3.71028647,0.01325249,2.18948096,0.01598573,0.35948186,1.57945656,1.54813362
-5.18959480,3.84551722,0.01393358,2.27017279,0.01611724,0.37255903,1.64880020,1.60853531
-5.18359180,3.97875693,0.01457915,2.35008800,0.01635499,0.38447328,1.71680893,1.66762141
-5.17758879,4.10886754,0.01518272,2.42854816,0.01669808,0.39508829,1.78299213,1.72486691
-5.17158579,4.23490072,0.01573885,2.50497908,0.01714503,0.40429735,1.84695234,1.77983299
-5.16558279,4.35612207,0.01624323,2.57892570,0.01769397,0.41202583,1.90839640,1.83217904
-5.15957979,4.47202468,0.01669280,2.65006095,0.01834284,0.41823235,1.96714191,1.88167014
-5.15357679,4.58233168,0.01708575,2.71818828,0.01908949,0.42290871,2.02311849,1.92817969
-5.14757379,4.68698748,0.01742158,2.78323784,0.01993183,0.42607856,2.07636389,1.97168709
-5.14157079,4.78613865,0.01770099,2.84525658,0.02086785,0.42779484,2.12701521,2.01227065
-5.13556778,4.88010544,0.01792580,2.90439295,0.02189570,0.42813634,2.17529562,2.05009619
-5.12956478,4.96934559,0.01809881,2.96087706,0.02301364,0.42720329,2.22149735,2.08540189
-5.12356178,5.05441267,0.01822361,3.01499742,0.02422003,0.42511250,2.26596183,2.11848032
-5.11755878,5.13591100,0.01830440,3.06707567,0.02551317,0.42199214,2.30905798,2.14965845
-5.11155578,5.21444968,0.01834577,3.11744034,0.02689124,0.41797653,2.35115972,2.17927676
-5.10555278,5.29059813,0.01835252,3.16640131,0.02835210,0.41320109,2.39262376,2.20766837
-5.09954977,5.36484511,0.01832944,3.21422594,0.02989314,0.40779790,2.43376871,2.23513919
-5.09354677,5.43756337,0.01828113,3.26111807,0.03151110,0.40189175,2.47485627,2.26194998
-5.08754377,5.50898131,0.01821185,3.30720084,0.03320184,0.39559718,2.51607549,2.28830101
-5.08154077,5.57916268,0.01812538,3.35250381,0.03496019,0.38901632,2.55753035,2.31431982
-5.07553777,5.64799511,0.01802495,3.39695499,0.03677973,0.38223777,2.59923127,2.34005266
-5.06953477,5.71518734,0.01791313,3.44037768,0.03865269,0.37533638,2.64109055,2.36545957
-5.06353177,5.78027512,0.01779183,3.48249233,0.04056975,0.36837392,2.68292179,2.39041329
-5.05752876,5.84263490,0.01766231,3.52292274,0.04251999,0.36140047,2.72444314,2.41470180
-5.05152576,5.90150440,0.01752517,3.56120652,0.04449083,0.35445650,2.76528400,2.43803419
-5.04552276,5.95600881,0.01738040,3.59680887,0.04646799,0.34757529,2.80499479,2.46004958
-5.03951976,6.00519136,0.01722748,3.62913919,0.04843556,0.34078562,2.84305937,2.48032849
-5.03351676,6.04804673,0.01706542,3.65756974,0.05037608,0.33411459,2.87890950,2.49840630
-5.02751376,6.08355609,0.01689286,3.68145564,0.05227074,0.32759021,2.91194103,2.51378821
-5.02151076,6.11072238,0.01670815,3.70015548,0.05409953,0.32124383,2.94153105,2.52596519
-5.01550775,6.12860476,0.01650949,3.71305201,0.05584158,0.31511209,2.96705583,2.53443047
-5.00950475,6.13635123,0.01629495,3.71957223,0.05747548,0.30923845,2.98790891,2.53869599
-5.00350175,6.13322862,0.01606263,3.71920647,0.05897967,0.30367409,3.00351912,2.53830863
-4.99749875,6.11864932,0.01581071,3.71152608,0.06033288,0.29847828,3.01336795,2.53286551
-4.99149575,6.09219426,0.01553754,3.69619926,0.06151464,0.29371812,3.01700620,2.52202836
-4.98549275,6.05363172,0.01524173,3.67300486,0.06250577,0.28946780,3.01406935,2.50553631
-4.97948974,6.00293182,0.01492220,3.64184388,0.06328890,0.28580728,3.00429149,2.48321723
-4.97348674,5.94027647,0.01457826,3.60274840,0.06384901,0.28282055,2.98751743,2.45499695
-4.96748374,5.86606463,0.01420964,3.55588793,0.06417389,0.28059364,2.96371279,2.42090658
-4.96148074,5.78091298,0.01381658,3.50157280,0.06425466,0.27921225,2.93297161,2.38108741
-4.95547774,5.68565183,0.01339978,3.44025480,0.06408611,0.27875934,2.89552148,2.33579358
-4.94947474,5.58131662,0.01296052,3.37252478,0.06366705,0.27931262,2.85172580,2.28539218
-4.94347174,5.46913492,0.01250059,3.29910740,0.06300050,0.28094207,2.80208311,2.23036097
-4.93746873,5.35050933,0.01202230,3.22085289,0.06209386,0.28370765,2.74722337,2.17128365
-4.93146573,5.22699663,0.01152847,3.13872625,0.06095887,0.28765714,2.68790122,2.10884281
-4.92546273,5.10028353,0.01102237,3.05379391,0.05961148,0.29282433,2.62498633,2.04381065
-4.91945973,4.97215970,0.01050768,2.96720809,0.05807162,0.29922753,2.55945097,1.97703786
-4.91345673,4.84448859,0.00998840,2.88018951,0.05636281,0.30686838,2.49235510,1.90944070
-4.90745373,4.71917679,0.00946876,2.79400846,0.05451170,0.31573120,2.42482939,1.84198677
-4.90145073,4.59814263,0.00895315,2.70996501,0.05254748,0.32578267,2.35805641,1.77567963
-4.89544772,4.48328478,0.00844600,2.62936856,0.05050120,0.33697194,2.29325068,1.71154273
-4.88944472,4.37645151,0.00795167,2.55351731,0.04840512,0.34923121,2.23163774,1.65060290
-4.88344172,4.27941112,0.00747433,2.48367791,0.04629193,0.36247666,2.17443294,1.59387363
-4.87743872,4.19382429,0.00701784,2.42106566,0.04419401,0.37660972,2.12282024,1.54233857
-4.87143572,4.12121832,0.00658569,2.36682557,0.04214270,0.39151869,2.07793133,1.49693518
-4.86543272,4.06296383,0.00618085,2.32201424,0.04016760,0.40708054,2.04082546,1.45853900
-4.85942971,4.02025378,0.00580573,2.28758287,0.03829600,0.42316298,2.01247020,1.42794836
-4.85342671,3.99408475,0.00546208,2.26436125,0.03655225,0.43962661,1.99372319,1.40586977
-4.84742371,3.98524042,0.00515098,2.25304272,0.03495739,0.45632713,1.98531509,1.39290404
-4.84142071,3.99427691,0.00487280,2.25417010,0.03352873,0.47311755,1.98783380,1.38953313
-4.83541771,4.02150988,0.00462716,2.26812250,0.03227965,0.48985038,2.00170996,1.39610780
-4.82941471,4.06700308,0.00441304,2.29510301,0.03121945,0.50637967,2.02720387,1.41283630
-4.82341171,4.13055840,0.00422873,2.33512739,0.03035329,0.52256292,2.06439401,1.43977412
-4.81740870,4.21170744,0.00407195,2.38801392,0.02968229,0.53826285,2.11316717,1.47681513
-4.81140570,4.30970483,0.00393990,2.45337473,0.02920361,0.55334892,2.17321074,1.52368449
-4.80540270,4.42352370,0.00382939,2.53060903,0.02891075,0.56769866,2.24400717,1.57993356
-4.79939970,4.55185395,0.00373692,2.61889883,0.02879375,0.58119883,2.32483134,1.64493743
-4.79339670,4.69310406,0.00365879,2.71720762,0.02883957,0.59374635,2.41475106,1.71789538
-4.78739370,4.84540720,0.00359128,2.82428290,0.02903243,0.60524901,2.51263133,1.79783483
-4.78139070,5.00663267,0.00353068,2.93866302,0.02935421,0.61562613,2.61714277,1.88361915
-4.77538769,5.17440325,0.00347347,3.05868902,0.02978488,0.62480898,2.72677467,1.97395970
-4.76938469,5.34611955,0.00341639,3.18252202,0.03030291,0.63274119,2.83985297,2.06743225
-4.76338169,5.51899148,0.00335654,3.30816629,0.03088569,0.63937902,2.95456329,2.16249791
-4.75737869,5.69007734,0.00329144,3.43349825,0.03150994,0.64469173,3.06897902,2.25752828
-4.75137569,5.85633027,0.00321910,3.55630110,0.03215220,0.64866180,3.18109426,2.35083465
-4.74537269,6.01465164,0.00313803,3.67430462,0.03278916,0.65128538,3.28886094,2.44070053
-4.73936968,6.16195042,0.00304729,3.78522945,0.03339812,0.65257263,3.39022965,2.52541686
-4.73336668,6.29520719,0.00294643,3.88683458,0.03395736,0.65254827,3.48319295,2.60331883
-4.72736368,6.41154120,0.00283550,3.97696696,0.03444653,0.65125213,3.56583019,2.67282330
-4.72136068,6.50827837,0.00271500,4.05361155,0.03484698,0.64873979,3.63635228,2.73246561
-4.71535768,6.58301804,0.00258582,4.11494020,0.03514213,0.64508322,3.69314525,2.78093454
-4.70935468,6.63369609,0.00244919,4.15935766,0.03531771,0.64037141,3.73481076,2.81710411
-4.70335168,6.65864211,0.00230659,4.18554301,0.03536210,0.63471088,3.76020242,2.84006126
-4.69734867,6.65662814,0.00215966,4.19248489,0.03526647,0.62822603,3.76845631,2.84912819
-4.69134567,6.62690711,0.00201018,4.17950918,0.03502500,0.62105916,3.75901466,2.84387871
-4.68534267,6.56923904,0.00185995,4.14629793,0.03463496,0.61337018,3.73164162,2.82414783
-4.67933967,6.48390387,0.00171074,4.09289879,0.03409676,0.60533581,3.68643044,2.79003440
