energy_ev,total_up,C_s_up,C_p_up,Ca_p_up,Ca_d_up,Hf_p_up,Hf_d_up,S_s_up,S_p_up
-5.71785893,8.28768035,0.09937305,0.60102084,0.05065238,0.00000000,2.84448921,1.38687598,0.09435010,4.78612457
-5.71185593,8.27478822,0.09879582,0.60516258,0.05025083,0.00000000,2.82254793,1.39329611,0.09406271,4.77544275
-5.70585293,8.24837740,0.09828372,0.60795782,0.04973604,0.00000000,2.79594056,1.39677323,0.09403714,4.75723534
-5.69984992,8.20676946,0.09784146,0.60926849,0.04910778,0.00000000,2.76424028,1.39701596,0.09423338,4.73049951
-5.69384692,8.14836298,0.09747017,0.60897273,0.04836683,0.00000000,2.72704451,1.39375829,0.09460391,4.69426763
-5.68784392,8.07173577,0.09716746,0.60696995,0.04751541,0.00000000,2.68401476,1.38677342,0.09509541,4.64767095
-5.68184092,7.97574031,0.09692758,0.60318504,0.04655747,0.00000000,2.63491409,1.37588630,0.09565058,4.58999977
-5.67583792,7.85958755,0.09674177,0.59757150,0.04549893,0.00000000,2.57964006,1.36098409,0.09621011,4.52075694
-5.66983492,7.72291460,0.09659862,0.59011355,0.04434788,0.00000000,2.51825107,1.34202427,0.09671456,4.43970183
-5.66383192,7.56583324,0.09648460,0.58082695,0.04311456,0.00000000,2.45098450,1.31903997,0.09710628,4.34688266
-5.65782891,7.38895736,0.09638461,0.56975881,0.04181131,0.00000000,2.37826569,1.29214247,0.09733114,4.24265584
-5.65182591,7.19340838,0.09628260,0.55698637,0.04045234,0.00000000,2.30070731,1.26152083,0.09734024,4.12769155
-5.64582291,6.98079953,0.09616223,0.54261484,0.03905346,0.00000000,2.21909934,1.22743887,0.09709124,4.00296587
-5.63981991,6.75320035,0.09600751,0.52677466,0.03763166,0.00000000,2.13439030,1.19022985,0.09654962,3.86974037
-5.63381691,6.51308431,0.09580338,0.50961815,0.03620465,0.00000000,2.04766112,1.15028911,0.09568957,3.72953058
-5.62781391,6.26326274,0.09553629,0.49131590,0.03479033,0.00000000,1.96009309,1.10806527,0.09449460,3.58406553
-5.62181091,6.00680893,0.09519463,0.47205305,0.03340629,0.00000000,1.87293184,1.06405039,0.09295789,3.43524061
-5.61580790,5.74697661,0.09476908,0.45202552,0.03206927,0.00000000,1.78744942,1.01876961,0.09108226,3.28506647
-5.60980490,5.48711648,0.09425279,0.43143650,0.03079472,0.00000000,1.70490629,0.97277071,0.08887989,3.13561625
-5.60380190,5.23059469,0.09364149,0.41049306,0.02959637,0.00000000,1.62651514,0.92661384,0.08637174,2.98897381
-5.59779890,4.98071638,0.09293336,0.38940319,0.02848593,0.00000000,1.55340821,0.88086199,0.08358672,2.84718480
-5.59179590,4.74065673,0.09212886,0.36837303,0.02747281,0.00000000,1.48660921,0.83607209,0.08056063,2.71221246
-5.58579290,4.51340130,0.09123040,0.34760448,0.02656409,0.00000000,1.42701085,0.79278702,0.07733494,2.58589915
-5.57978989,4.30169681,0.09024192,0.32729306,0.02576441,0.00000000,1.37535845,0.75152866,0.07395544,2.46993458
-5.57378689,4.10801240,0.08916844,0.30762595,0.02507613,0.00000000,1.33223956,0.71279162,0.07047085,2.36583074
-5.56778389,3.93451105,0.08801555,0.28878023,0.02449946,0.00000000,1.29807953,0.67703785,0.06693137,2.27490343
-5.56178089,3.78303022,0.08678894,0.27092117,0.02403274,0.00000000,1.27314222,0.64469181,0.06338724,2.19825978
-5.55577789,3.65507016,0.08549393,0.25420060,0.02367272,0.00000000,1.25753517,0.61613608,0.05988747,2.13679078
-5.54977489,3.55178836,0.08413514,0.23875524,0.02341495,0.00000000,1.25121814,0.59170722,0.05647860,2.09116783
-5.54377189,3.47399830,0.08271621,0.22470505,0.02325405,0.00000000,1.25401405,0.57169173,0.05320361,2.06184215
-5.53776888,3.42217101,0.08123959,0.21215153,0.02318415,0.00000000,1.26562124,0.55632204,0.05010106,2.04904593
-5.53176588,3.39643786,0.07970657,0.20117604,0.02319913,0.00000000,1.28562620,0.54577242,0.04720430,2.05279440
-5.52576288,3.39659378,0.07811729,0.19183811,0.02329292,0.00000000,1.31351598,0.54015497,0.04454102,2.07288798
-5.51975988,3.42210025,0.07647092,0.18417398,0.02345970,0.00000000,1.34868979,0.53951557,0.04213283,2.10891441
-5.51375688,3.47208814,0.07476595,0.17819514,0.02369408,0.00000000,1.39046951,0.54383018,0.03999513,2.16025058
-5.50775388,3.54536091,0.07300052,0.17388734,0.02399110,0.00000000,1.43810910,0.55300163,0.03813712,2.22606464
-5.50175088,3.64039922,0.07117277,0.17120979,0.02434634,0.00000000,1.49080304,0.56685721,0.03656191,2.30531891
-5.49574787,3.75536828,0.06928121,0.17009497,0.02475580,0.00000000,1.54769439,0.58514742,0.03526689,2.39677472
-5.48974487,3.88812976,0.06732517,0.17044892,0.02521588,0.00000000,1.60788277,0.60754627,0.03424410,2.49900005
-5.48374187,4.03625981,0.06530507,0.17215222,0.02572321,0.00000000,1.67043313,0.63365334,0.03348078,2.61038141
-5.47773887,4.19707507,0.06322273,0.17506160,0.02627457,0.00000000,1.73438571,0.66299805,0.03295999,2.72914082
-5.47173587,4.36766784,0.06108158,0.17901238,0.02686674,0.00000000,1.79876785,0.69504630,0.03266127,2.85335901
-5.46573287,4.54495131,0.05888681,0.18382155,0.02749644,0.00000000,1.86260805,0.72920948,0.03256142,2.98100530
-5.45972986,4.72571520,0.05664543,0.18929162,0.02816026,0.00000000,1.92495225,0.76485602,0.03263526,3.10997433
-5.45372686,4.90669114,0.05436617,0.19521501,0.02885462,0.00000000,1.98488251,0.80132510,0.03285647,3.23812927
-5.44772386,5.08462643,0.05205947,0.20137907,0.02957587,0.00000000,2.04153741,0.83794238,0.03319831,3.36335070
-5.44172086,5.25636420,0.04973721,0.20757133,0.03032031,0.00000000,2.09413374,0.87403710,0.03363451,3.48358954
-5.43571786,5.41892674,0.04741249,0.21358502,0.03108436,0.00000000,2.14198844,0.90896014,0.03413993,3.59692225
-5.42971486,5.56959881,0.04509939,0.21922452,0.03186470,0.00000000,2.18453965,0.94210202,0.03469127,3.70160582
-5.42371186,5.70600678,0.04281256,0.22431061,0.03265846,0.00000000,2.22136575,0.97291038,0.03526764,3.79613002
-5.41770885,5.82618963,0.04056694,0.22868519,0.03346340,0.00000000,2.25220098,1.00090590,0.03585106,3.87926424
-5.41170585,5.92865793,0.03837738,0.23221538,0.03427805,0.00000000,2.27694646,1.02569593,0.03642684,3.95009611
-5.40570285,6.01243717,0.03625830,0.23479675,0.03510180,0.00000000,2.29567573,1.04698511,0.03698372,4.00805991
-5.39969985,6.07709268,0.03422338,0.23635549,0.03593501,0.00000000,2.30863369,1.06458249,0.03751399,4.05295253
-5.39369685,6.12273433,0.03228518,0.23684956,0.03677897,0.00000000,2.31622890,1.07840464,0.03801341,4.08493598
-5.38769385,6.15000000,0.03045497,0.23626852,0.03763582,0.00000000,2.31901892,1.08847450,0.03848092,4.10452589
-5.38169085,6.16001843,0.02874239,0.23463236,0.03850839,0.00000000,2.31768915,1.09491627,0.03891833,4.11256618
-5.37568784,6.15435291,0.02715532,0.23198909,0.03939997,0.00000000,2.31302600,1.09794620,0.03932980,4.11019098
-5.36968484,6.13492853,0.02569974,0.22841151,0.04031406,0.00000000,2.30588555,1.09786015,0.03972126,4.09877572
-5.36368184,6.10394671,0.02437959,0.22399302,0.04125401,0.00000000,2.29715920,1.09501823,0.04009983,4.07987964
-5.35767884,6.06379128,0.02319676,0.21884296,0.04222270,0.00000000,2.28773793,1.08982757,0.04047311,4.05518275
-5.35167584,6.01693108,0.02215114,0.21308158,0.04322224,0.00000000,2.27847716,1.08272405,0.04084858,4.02642030
-5.34567284,5.96582373,0.02124063,0.20683492,0.04425360,0.00000000,2.27016377,1.07415375,0.04123304,3.99531812
-5.33966983,5.91282545,0.02046130,0.20022977,0.04531645,0.00000000,2.26348723,1.06455537,0.04163207,3.96353171
-5.33366683,5.86011095,0.01980756,0.19338916,0.04640890,0.00000000,2.25901595,1.05434402,0.04204967,3.93259200
-5.32766383,5.80960674,0.01927237,0.18642828,0.04752747,0.00000000,2.25718014,1.04389744,0.04248801,3.90385981
-5.32166083,5.76294022,0.01884749,0.17945124,0.04866706,0.00000000,2.25826172,1.03354491,0.04294729,3.87849062
-5.31565783,5.72140582,0.01852372,0.17254861,0.04982102,0.00000000,2.26239155,1.02355928,0.04342577,3.85741052
-5.30965483,5.68594827,0.01829123,0.16579584,0.05098134,0.00000000,2.26955370,1.01415217,0.04391991,3.84130327
-5.30365183,5.65716217,0.01813984,0.15925262,0.05213887,0.00000000,2.27959613,1.00547234,0.04442465,3.83060817
-5.29764882,5.63530593,0.01805928,0.15296300,0.05328364,0.00000000,2.29224676,0.99760691,0.04493372,3.82552721
-5.29164582,5.62032760,0.01803946,0.14695630,0.05440511,0.00000000,2.30713361,0.99058499,0.04544008,3.82604023
-5.28564282,5.61189959,0.01807072,0.14124853,0.05549257,0.00000000,2.32380760,0.98438334,0.04593632,3.83192586
-5.27963982,5.60945899,0.01814397,0.13584433,0.05653539,0.00000000,2.34176649,0.97893334,0.04641509,3.84278648
-5.27363682,5.61225052,0.01825091,0.13073915,0.05752331,0.00000000,2.36047847,0.97412886,0.04686949,3.85807501
-5.26763382,5.61936905,0.01838401,0.12592154,0.05844670,0.00000000,2.37940407,0.96983435,0.04729334,3.87712196
-5.26163082,5.62979965,0.01853666,0.12137541,0.05929667,0.00000000,2.39801537,0.96589283,0.04768150,3.89916113
-5.25562781,5.64245316,0.01870306,0.11708207,0.06006519,0.00000000,2.41581173,0.96213328,0.04802991,3.92335313
-5.24962481,5.65619656,0.01887820,0.11302206,0.06074516,0.00000000,2.43233153,0.95837723,0.04833571,3.94880600
-5.24362181,5.66987761,0.01905774,0.10917660,0.06133035,0.00000000,2.44715983,0.95444442,0.04859712,3.97459288
-5.23761881,5.68234429,0.01923784,0.10552863,0.06181537,0.00000000,2.45993222,0.95015751,0.04881334,3.99976702
-5.23161581,5.69245976,0.01941503,0.10206351,0.06219560,0.00000000,2.47033519,0.94534579,0.04898433,4.02337461
-5.22561281,5.69911413,0.01958605,0.09876932,0.06246705,0.00000000,2.47810387,0.93984817,0.04911056,4.04446636
-5.21960980,5.70123443,0.01974762,0.09563689,0.06262634,0.00000000,2.48301779,0.93351559,0.04919274,4.06210850
-5.21360680,5.69779421,0.01989635,0.09265950,0.06267057,0.00000000,2.48489556,0.92621295,0.04923159,4.07539427
-5.20760380,5.68782407,0.02002861,0.08983254,0.06259736,0.00000000,2.48358943,0.91782084,0.04922754,4.08345637
-5.20160080,5.67042397,0.02014047,0.08715297,0.06240482,0.00000000,2.47898028,0.90823729,0.04918062,4.08548094
-5.19559780,5.64477812,0.02022762,0.08461878,0.06209160,0.00000000,2.47097367,0.89737945,0.04909030,4.08072321
-5.18959480,5.61017237,0.02028548,0.08222863,0.06165704,0.00000000,2.45949755,0.88518551,0.04895546,4.06852481
-5.18359180,5.56601384,0.02030923,0.07998140,0.06110127,0.00000000,2.44450151,0.87161660,0.04877442,4.04833204
-5.17758879,5.51185219,0.02029396,0.07787611,0.06042540,0.00000000,2.42595781,0.85665888,0.04854505,4.01971470
-5.17158579,5.44740132,0.02023485,0.07591181,0.05963164,0.00000000,2.40386397,0.84032546,0.04826494,3.98238437
-5.16558279,5.37256014,0.02012740,0.07408780,0.05872355,0.00000000,2.37824644,0.82265815,0.04793161,3.93621118
-5.15957979,5.28743128,0.01996770,0.07240391,0.05770611,0.00000000,2.34916514,0.80372892,0.04754277,3.88123809
-5.15357679,5.19233607,0.01975261,0.07086091,0.05658589,0.00000000,2.31671814,0.78364077,0.04709658,3.81769155
-5.14757379,5.08782461,0.01948011,0.06946111,0.05537108,0.00000000,2.28104624,0.76252800,0.04659194,3.74598778
-5.14157079,4.97468005,0.01914950,0.06820883,0.05407152,0.00000000,2.24233675,0.74055567,0.04602868,3.66673398
-5.13556778,4.85391616,0.01876161,0.06711097,0.05269863,0.00000000,2.20082624,0.71791823,0.04540778,3.58072410
-5.12956478,4.72676792,0.01831899,0.06617750,0.05126529,0.00000000,2.15680188,0.69483730,0.04473151,3.48892902
-5.12356178,4.59467516,0.01782604,0.06542178,0.04978570,0.00000000,2.11060130,0.67155849,0.04400352,3.39248134
-5.11755878,4.45925951,0.01728908,0.06486077,0.04827509,0.00000000,2.06261079,0.64834750,0.04322885,3.29265510
-5.11155578,4.32229535,0.01671635,0.06451499,0.04674949,0.00000000,2.01326193,0.62548536,0.04241383,3.19084113
-5.10555278,4.18567557,0.01611799,0.06440831,0.04522538,0.00000000,1.96302681,0.60326314,0.04156605,3.08851885
-5.09954977,4.05137325,0.01550592,0.06456747,0.04371941,0.00000000,1.91241196,0.58197614,0.04069411,2.98722522
-5.09354677,3.92140038,0.01489372,0.06502137,0.04224798,0.00000000,1.86195127,0.56191770,0.03980743,2.88852201
-5.08754377,3.79776476,0.01429641,0.06580017,0.04082700,0.00000000,1.81219806,0.54337290,0.03891600,2.79396218
-5.08154077,3.68242613,0.01373021,0.06693412,0.03947146,0.00000000,1.76371659,0.52661213,0.03803012,2.70505617
-5.07553777,3.57725282,0.01321232,0.06845229,0.03819524,0.00000000,1.71707318,0.51188485,0.03716005,2.62323915
-5.06953477,3.48397967,0.01276062,0.07038115,0.03701076,0.00000000,1.67282706,0.49941358,0.03631583,2.54983968
-5.06353177,3.40416816,0.01239336,0.07274310,0.03592880,0.00000000,1.63152113,0.48938826,0.03550692,2.48605054
-5.05752876,3.33916968,0.01212888,0.07555503,0.03495830,0.00000000,1.59367274,0.48196121,0.03474204,2.43290216
-5.05152576,3.29009240,0.01198531,0.07882685,0.03410621,0.00000000,1.55976443,0.47724266,0.03402889,2.39123926
-5.04552276,3.25777273,0.01198025,0.08256033,0.03337744,0.00000000,1.53023496,0.47529715,0.03337406,2.36170087
-5.03951976,3.24275167,0.01213047,0.08674799,0.03277474,0.00000000,1.50547039,0.47614085,0.03278286,2.34470438
-5.03351676,3.24525704,0.01245163,0.09137237,0.03229876,0.00000000,1.48579565,0.47973988,0.03225924,2.34043373
-5.02751376,3.26519188,0.01295791,0.09640564,0.03194805,0.00000000,1.47146645,0.48600984,0.03180580,2.34883227
-5.02151076,3.30212977,0.01366181,0.10180959,0.03171918,0.00000000,1.46266188,0.49481665,0.03142374,2.36960053
-5.01550775,3.35531756,0.01457374,0.10753608,0.03160682,0.00000000,1.45947790,0.50597867,0.03111298,2.40219922
-5.00950475,3.42368588,0.01570183,0.11352790,0.03160391,0.00000000,1.46192184,0.51927029,0.03087219,2.44585771
-5.00350175,3.50586772,0.01705152,0.11972019,0.03170187,0.00000000,1.46990837,0.53442693,0.03069895,2.49958809
-4.99749875,3.60022516,0.01862538,0.12604215,0.03189081,0.00000000,1.48325701,0.55115140,0.03058985,2.56220492
-4.99149575,3.70488407,0.02042278,0.13241935,0.03215975,0.00000000,1.50169157,0.56912154,0.03054068,2.63235047
-4.98549275,3.81777623,0.02243965,0.13877613,0.03249690,0.00000000,1.52484172,0.58799900,0.03054654,2.70852510
-4.97948974,3.93668824,0.02466831,0.14503844,0.03288995,0.00000000,1.55224673,0.60743884,0.03060207,2.78912232
-4.97348674,4.05931601,0.02709726,0.15113674,0.03332630,0.00000000,1.58336173,0.62709980,0.03070156,2.87246773
-4.96748374,4.18332342,0.02971110,0.15700886,0.03379337,0.00000000,1.61756624,0.64665475,0.03083909,2.95686089
-4.96148074,4.30640357,0.03249053,0.16260285,0.03427885,0.00000000,1.65417514,0.66580112,0.03100870,3.04061897
-4.95547774,4.42634069,0.03541237,0.16787953,0.03477094,0.00000000,1.69245177,0.68427070,0.03120448,3.12212093
-4.94947474,4.54107071,0.03844972,0.17281466,0.03525859,0.00000000,1.73162303,0.70183865,0.03142066,3.19985077
-4.94347174,4.64873849,0.04157228,0.17740070,0.03573168,0.00000000,1.77089609,0.71833108,0.03165174,3.27243858
-4.93746873,4.74774972,0.04474665,0.18164791,0.03618124,0.00000000,1.80947634,0.73363115,0.03189249,3.33869784
-4.93146573,4.83681558,0.04793690,0.18558488,0.03659952,0.00000000,1.84658619,0.74768315,0.03213809,3.39765789
-4.92546273,4.91498878,0.05110509,0.18925828,0.03698017,0.00000000,1.88148415,0.76049451,0.03238418,3.44859025
-4.91945973,4.98168952,0.05421206,0.19273199,0.03731832,0.00000000,1.91348370,0.77213563,0.03262688,3.49102812
-4.91345673,5.03672059,0.05721816,0.19608551,0.03761062,0.00000000,1.94197144,0.78273740,0.03286295,3.52477823
-4.90745373,5.08027111,0.06008418,0.19941166,0.03785532,0.00000000,1.96642390,0.79248663,0.03308983,3.54992484
-4.90145073,5.11290898,0.06277220,0.20281382,0.03805230,0.00000000,1.98642262,0.80161953,0.03330575,3.56682576
-4.89544772,5.13556218,0.06524657,0.20640264,0.03820307,0.00000000,2.00166688,0.81041339,0.03350990,3.57610066
-4.88944472,5.14949000,0.06747482,0.21029245,0.03831081,0.00000000,2.01198370,0.81917703,0.03370251,3.57861215
-4.88344172,5.15624505,0.06942855,0.21459739,0.03838035,0.00000000,2.01733472,0.82824018,0.03388501,3.57544038
-4.87743872,5.15762756,0.07108418,0.21942758,0.03841816,0.00000000,2.01781961,0.83794231,0.03406014,3.56785214
-4.87143572,5.15563353,0.07242369,0.22488531,0.03843233,0.00000000,2.01367581,0.84862142,0.03423208,3.55726543
-4.86543272,5.15239848,0.07343511,0.23106150,0.03843248,0.00000000,2.00527447,0.86060306,0.03440650,3.54521080
-4.85942971,5.15013847,0.07411292,0.23803247,0.03842974,0.00000000,1.99311249,0.87419012,0.03459058,3.53329049
-4.85342671,5.15109021,0.07445818,0.24585720,0.03843655,0.00000000,1.97780084,0.88965361,0.03479299,3.52313673
-4.84742371,5.15745201,0.07447850,0.25457522,0.03846660,0.00000000,1.96004933,0.90722485,0.03502372,3.51637023
-4.84142071,5.17132694,0.07418781,0.26420502,0.03853456,0.00000000,1.94064813,0.92708919,0.03529394,3.51455989
-4.83541771,5.19466980,0.07360586,0.27474325,0.03865582,0.00000000,1.92044655,0.94938141,0.03561562,3.51918481
-4.82941471,5.22923886,0.07275758,0.28616458,0.03884624,0.00000000,1.90032958,0.97418292,0.03600122,3.53159923
-4.82341171,5.27655364,0.07167227,0.29842229,0.03912174,0.00000000,1.88119297,1.00152073,0.03646315,3.55300118
-4.81740870,5.33785928,0.07038261,0.31144949,0.03949793,0.00000000,1.86391736,1.03136802,0.03701324,3.58440532
-4.81140570,5.41409811,0.06892358,0.32516109,0.03998964,0.00000000,1.84934260,1.06364637,0.03766218,3.62662043
-4.80540270,5.50588900,0.06733139,0.33945620,0.04061048,0.00000000,1.83824267,1.09822924,0.03841881,3.68023175
-4.79939970,5.61351431,0.06564231,0.35422115,0.04137234,0.00000000,1.83130239,1.13494673,0.03928956,3.74558839
-4.79339670,5.73691480,0.06389157,0.36933283,0.04228489,0.00000000,1.82909643,1.17359109,0.04027781,3.82279578
-4.78739370,5.87569215,0.06211240,0.38466235,0.04335518,0.00000000,1.83207145,1.21392313,0.04138337,3.91171330
-4.78139070,6.02911885,0.06033512,0.40007891,0.04458717,0.00000000,1.84053189,1.25567882,0.04260204,4.01195683
-4.77538769,6.19615515,0.05858643,0.41545369,0.04598137,0.00000000,1.85462999,1.29857636,0.04392529,4.12290613
-4.76938469,6.37547237,0.05688887,0.43066373,0.04753458,0.00000000,1.87436019,1.34232309,0.04534015,4.24371690
-4.76338169,6.56548223,0.05526050,0.44559565,0.04923968,0.00000000,1.89955834,1.38662232,0.04682917,4.37333710
-4.75737869,6.76437119,0.05371475,0.46014907,0.05108553,0.00000000,1.92990537,1.43117989,0.04837067,4.51052744
-4.75137569,6.97013939,0.05226053,0.47423971,0.05305702,0.00000000,1.96493567,1.47571027,0.04993913,4.65388540
-4.74537269,7.18064299,0.05090242,0.48780194,0.05513517,0.00000000,2.00404945,1.51994217,0.05150573,4.80187262
-4.73936968,7.39363928,0.04964114,0.50079088,0.05729743,0.00000000,2.04652902,1.56362363,0.05303914,4.95284498
-4.73336668,7.60683337,0.04847404,0.51318384,0.05951807,0.00000000,2.09155803,1.60652644,0.05450635,5.10508487
-4.72736368,7.81792564,0.04739575,0.52498113,0.06176861,0.00000000,2.13824335,1.64844996,0.05587372,5.25683503
-4.72136068,8.02465860,0.04639880,0.53620616,0.06401848,0.00000000,2.18563860,1.68922421,0.05710797,5.40633320
-4.71535768,8.22486221,0.04547435,0.54690489,0.06623563,0.00000000,2.23276862,1.72871233,0.05817730,5.55184675
-4.70935468,8.41649638,0.04461278,0.55714453,0.06838732,0.00000000,2.27865412,1.76681216,0.05905243,5.69170649
-4.70335168,8.59768961,0.04380430,0.56701172,0.07044083,0.00000000,2.32233565,1.80345716,0.05970758,5.82433868
-4.69734867,8.76677242,0.04303943,0.57660993,0.07236424,0.00000000,2.36289615,1.83861637,0.06012138,5.94829431
-4.69134567,8.92230475,0.04230940,0.58605644,0.07412723,0.00000000,2.39948148,1.87229351,0.06027754,6.06227480
-4.68534267,9.06309620,0.04160637,0.59547877,0.07570176,0.00000000,2.43131824,1.90452505,0.06016541,6.16515312
-4.67933967,9.18821843,0.04092362,0.60501077,0.07706273,0.00000000,2.45772843,1.93537726,0.05978033,6.25598971
-4.67333667,9.29700923,0.04025554,0.61478834,0.07818850,0.00000000,2.47814069,1.96494220,0.05912372,6.33404257
-4.66733367,9.38906798,0.03959757,0.62494496,0.07906138,0.00000000,2.49209776,1.99333255,0.05820297,6.39877110
-4.66133067,9.46424254,0.03894606,0.63560712,0.07966791,0.00000000,2.49926037,2.02067542,0.05703113,6.44983360
-4.65532766,9.52260814,0.03829803,0.64688972,0.07999903,0.00000000,2.49940736,2.04710516,0.05562639,6.48707861
-4.64932466,9.56443919,0.03765093,0.65889157,0.08005016,0.00000000,2.49243259,2.07275523,0.05401138,6.51053052
-4.64332166,9.59017493,0.03700241,0.67169109,0.07982105,0.00000000,2.47833878,2.09774955,0.05221232,6.52037020
