energy_ev,total_up,C_s_up,C_p_up,Mg_p_up,Mg_d_up,Mo_p_up,Mo_d_up,S_s_up,S_p_up
-5.65182591,6.79034737,0.01179836,1.75568607,0.56335938,0.00000000,3.09479071,3.23797927,0.12778632,1.91049160
-5.64582291,6.48825917,0.01193924,1.66344223,0.53946573,0.00000000,2.89693459,3.08561049,0.12525928,1.84427767
-5.63981991,6.19537641,0.01210701,1.57059435,0.51766786,0.00000000,2.71011415,2.93211401,0.12276764,1.78469277
-5.63381691,5.91423852,0.01229966,1.47829167,0.49782703,0.00000000,2.53568893,2.77948854,0.12030203,1.73178455
-5.62781391,5.64726044,0.01251656,1.38763444,0.47980571,0.00000000,2.37486584,2.62966053,0.11785662,1.68558301
-5.62181091,5.39670802,0.01275844,1.29965793,0.46347451,0.00000000,2.22869931,2.48445151,0.11543024,1.64610699
-5.61580790,5.16467608,0.01302744,1.21532002,0.44871798,0.00000000,2.09809357,2.34555051,0.11302721,1.61336788
-5.60980490,4.95306855,0.01332697,1.13549213,0.43543902,0.00000000,1.98380628,2.21449188,0.11065799,1.58736986
-5.60380190,4.76357979,0.01366165,1.06095338,0.42356176,0.00000000,1.88645299,2.09263829,0.10833944,1.56810679
-5.59779890,4.59767659,0.01403707,0.99238760,0.41303279,0.00000000,1.80651155,1.98116854,0.10609483,1.55555562
-5.59179590,4.45658064,0.01445956,0.93038256,0.40382086,0.00000000,1.74432623,1.88106989,0.10395340,1.54966688
-5.58579290,4.34125134,0.01493590,0.87543118,0.39591498,0.00000000,1.70011090,1.79313427,0.10194962,1.55035296
-5.57978989,4.25236964,0.01547300,0.82793393,0.38932139,0.00000000,1.67395128,1.71795789,0.10012209,1.55747506
-5.57378689,4.19032315,0.01607754,0.78820204,0.38405944,0.00000000,1.66580594,1.65594382,0.09851226,1.57083001
-5.56778389,4.15519387,0.01675561,0.75646110,0.38015688,0.00000000,1.67550625,1.60730693,0.09716281,1.59013806
-5.56178089,4.14674916,0.01751234,0.73285455,0.37764477,0.00000000,1.70275540,1.57208096,0.09611605,1.61503287
-5.55577789,4.16443722,0.01835158,0.71744675,0.37655242,0.00000000,1.74712680,1.55012717,0.09541219,1.64505476
-5.54977489,4.20738786,0.01927556,0.71022564,0.37690272,0.00000000,1.80806218,1.54114435,0.09508766,1.67964806
-5.54377189,4.27441928,0.02028464,0.71110451,0.37870795,0.00000000,1.88486975,1.54468004,0.09517353,1.71816326
-5.53776888,4.36405139,0.02137707,0.71992325,0.38196652,0.00000000,1.97672296,1.56014246,0.09569416,1.75986411
-5.53176588,4.47452551,0.02254882,0.73644893,0.38666052,0.00000000,2.08266019,1.58681330,0.09666601,1.80393980
-5.52576288,4.60383048,0.02379354,0.76037588,0.39275441,0.00000000,2.20158581,1.62386086,0.09809672,1.84952165
-5.51975988,4.74973430,0.02510244,0.79132567,0.40019459,0.00000000,2.33227302,1.67035371,0.09998447,1.89570377
-5.51375688,4.90982067,0.02646444,0.82884716,0.40891000,0.00000000,2.47336884,1.72527444,0.10231766,1.94156667
-5.50775388,5.08152917,0.02786620,0.87241697,0.41881347,0.00000000,2.62340164,1.78753375,0.10507482,1.98620266
-5.50175088,5.26219806,0.02929237,0.92144079,0.42980391,0.00000000,2.78079137,1.85598443,0.10822480,2.02874183
-5.49574787,5.44910834,0.03072581,0.97525586,0.44176885,0.00000000,2.94386294,1.92943556,0.11172722,2.06837729
-5.48974487,5.63952815,0.03214791,1.03313495,0.45458753,0.00000000,3.11086276,2.00666671,0.11553311,2.10438861
-5.48374187,5.83075630,0.03353898,1.09429216,0.46813410,0.00000000,3.27997869,2.08644217,0.11958578,2.13616220
-5.47773887,6.02016430,0.03487865,1.15789072,0.48228101,0.00000000,3.44936331,2.16752544,0.12382178,2.16320796
-5.47173587,6.20523607,0.03614631,1.22305294,0.49690231,0.00000000,3.61716044,2.24869381,0.12817207,2.18517153
-5.46573287,6.38360515,0.03732165,1.28887229,0.51187689,0.00000000,3.78153458,2.32875316,0.13256323,2.20184174
-5.45972986,6.55308881,0.03838511,1.35442757,0.52709149,0.00000000,3.94070285,2.40655294,0.13691883,2.21315329
-5.45372686,6.71171900,0.03931839,1.41879877,0.54244358,0.00000000,4.09296878,2.48100127,0.14116080,2.21918473
-5.44772386,6.85776997,0.04010497,1.48108435,0.55784378,0.00000000,4.23675698,2.55108002,0.14521089,2.22015212
-5.44172086,6.98978219,0.04073053,1.54041944,0.57321807,0.00000000,4.37064776,2.61585952,0.14899213,2.21639886
-5.43571786,7.10658226,0.04118341,1.59599422,0.58850948,0.00000000,4.49341047,2.67451273,0.15243030,2.20838228
-5.42971486,7.20729846,0.04145493,1.64707191,0.60367932,0.00000000,4.60403409,2.72632823,0.15545536,2.19665760
-5.42371186,7.29137122,0.04153971,1.69300563,0.61870776,0.00000000,4.70175387,2.77072181,0.15800288,2.18185996
-5.41770885,7.35855792,0.04143584,1.73325324,0.63359376,0.00000000,4.78607248,2.80724586,0.16001532,2.16468500
-5.41170585,7.40893129,0.04114500,1.76738970,0.64835412,0.00000000,4.85677453,2.83559620,0.16144325,2.14586854
-5.40570285,7.44287066,0.04067243,1.79511618,0.66302163,0.00000000,4.91393330,2.85561582,0.16224636,2.12616592
-5.39969985,7.46104577,0.04002681,1.81626547,0.67764234,0.00000000,4.95790892,2.86729505,0.16239437,2.10633121
-5.39369685,7.46439253,0.03922007,1.83080336,0.69227171,0.00000000,4.98933761,2.87076807,0.16186767,2.08709682
-5.38769385,7.45408112,0.03826704,1.83882599,0.70696995,0.00000000,5.00911195,2.86630539,0.16065773,2.06915372
-5.38169085,7.43147677,0.03718500,1.84055297,0.72179639,0.00000000,5.01835252,2.85430266,0.15876731,2.05313272
-5.37568784,7.39809416,0.03599326,1.83631681,0.73680338,0.00000000,5.01837207,2.83526591,0.15621033,2.03958714
-5.36968484,7.35554715,0.03471256,1.82654892,0.75202968,0.00000000,5.01063331,2.80979384,0.15301150,2.02897732
-5.36368184,7.30549555,0.03336453,1.81176299,0.76749398,0.00000000,4.99670221,2.77855779,0.14920577,2.02165751
-5.35767884,7.24959138,0.03197106,1.79253631,0.78318872,0.00000000,4.97819876,2.74228034,0.14483740,2.01786572
-5.35167584,7.18942728,0.03055381,1.76949009,0.79907486,0.00000000,4.95674754,2.70171345,0.13995891,2.01771704
-5.34567284,7.12648963,0.02913360,1.74326952,0.81507792,0.00000000,4.93393016,2.65761716,0.13462984,2.02120106
-5.33966983,7.06211921,0.02773004,1.71452459,0.83108583,0.00000000,4.91124204,2.61074001,0.12891534,2.02818390
-5.33366683,6.99748163,0.02636109,1.68389236,0.84694888,0.00000000,4.89005531,2.56180187,0.12288469,2.03841519
-5.32766383,6.93354944,0.02504281,1.65198157,0.86248209,0.00000000,4.87158955,2.51148031,0.11660978,2.05154030
-5.32166083,6.87109722,0.02378916,1.61935994,0.87747018,0.00000000,4.85689157,2.46040074,0.11016357,2.06711764
-5.31565783,6.81071008,0.02261194,1.58654478,0.89167502,0.00000000,4.84682474,2.40913101,0.10361860,2.08464077
-5.30965483,6.75280515,0.02152083,1.55399686,0.90484554,0.00000000,4.84206804,2.35818023,0.09704564,2.10356473
-5.30365183,6.69766473,0.02052348,1.52211769,0.91672958,0.00000000,4.84312414,2.30800176,0.09051244,2.12333549
-5.29764882,6.64547889,0.01962567,1.49124992,0.92708724,0.00000000,4.85033535,2.25899982,0.08408261,2.14342137
-5.29164582,6.59639453,0.01883163,1.46168039,0.93570506,0.00000000,4.86390582,2.21153878,0.07781475,2.16334489
-5.28564282,6.55056743,0.01814425,1.43364536,0.94241018,0.00000000,4.88392788,2.16595441,0.07176171,2.18271320
-5.27963982,6.50821303,0.01756538,1.40733722,0.94708366,0.00000000,4.91041018,2.12256572,0.06597013,2.20124553
-5.27363682,6.46965228,0.01709611,1.38291199,0.94967216,0.00000000,4.94330517,2.08168634,0.06048007,2.21879568
-5.26763382,6.43534812,0.01673702,1.36049677,0.95019698,0.00000000,4.98253362,2.04363414,0.05532491,2.23536802
-5.26163082,6.40592955,0.01648832,1.34019667,0.94875992,0.00000000,5.02800404,2.00873822,0.05053138,2.25112550
-5.25562781,6.38220017,0.01634999,1.32210037,0.94554526,0.00000000,5.07962521,1.97734215,0.04611974,2.26638880
-5.24962481,6.36512950,0.01632180,1.30628403,0.94081753,0.00000000,5.13731073,1.94980301,0.04210401,2.28162593
-5.24362181,6.35582635,0.01640330,1.29281319,0.93491496,0.00000000,5.20097497,1.92648585,0.03849240,2.29743230
-5.23761881,6.35549458,0.01659363,1.28174255,0.92823860,0.00000000,5.27052057,1.90775356,0.03528770,2.31450175
-5.23161581,6.36537313,0.01689140,1.27311365,0.92123767,0.00000000,5.34581838,1.89395263,0.03248773,2.33358973
-5.22561281,6.38666310,0.01729438,1.26695074,0.91439154,0.00000000,5.42668122,1.88539542,0.03008578,2.35547007
-5.21960980,6.42044582,0.01779925,1.26325530,0.90818928,0.00000000,5.51283371,1.88233994,0.02807109,2.38088766
-5.21360680,6.46759657,0.01840130,1.26199957,0.90310769,0.00000000,5.60388051,1.88496851,0.02642924,2.41050917
-5.20760380,6.52869927,0.01909415,1.26311993,0.89958904,0.00000000,5.69927585,1.89336661,0.02514257,2.44487474
-5.20160080,6.60396761,0.01986949,1.26651068,0.89801943,0.00000000,5.79829735,1.90750336,0.02419053,2.48435313
-5.19559780,6.69317776,0.02071692,1.27201881,0.89870916,0.00000000,5.90002674,1.92721525,0.02354998,2.52910310
-5.18959480,6.79561778,0.02162382,1.27944059,0.90187597,0.00000000,6.00334011,1.95219429,0.02319557,2.57904322
-5.18359180,6.91005759,0.02257541,1.28852029,0.90763217,0.00000000,6.10690961,1.98198176,0.02309998,2.63383228
-5.17758879,7.03474245,0.02355480,1.29895150,0.91597627,0.00000000,6.20921804,2.01596836,0.02323424,2.69286159
-5.17158579,7.16741193,0.02454328,1.31038128,0.92678969,0.00000000,6.30858682,2.05340130,0.02356804,2.75526005
-5.16558279,7.30534435,0.02552066,1.32241707,0.93983873,0.00000000,6.40321711,2.09339832,0.02407004,2.81991217
-5.15957979,7.44542581,0.02646570,1.33463635,0.95478164,0.00000000,6.49124297,2.13496837,0.02470826,2.88548852
-5.15357679,7.58424118,0.02735671,1.34659864,0.97118068,0.00000000,6.57079456,2.17703826,0.02545041,2.95048728
-5.14757379,7.71818327,0.02817213,1.35785927,0.98851835,0.00000000,6.64006863,2.21848416,0.02626436,3.01328534
-5.14157079,7.84357520,0.02889123,1.36798443,1.00621720,0.00000000,6.69740309,2.25816673,0.02711855,3.07219626
-5.13556778,7.95680058,0.02949475,1.37656663,1.02366219,0.00000000,6.74135167,2.29496809,0.02798243,3.12553273
-5.12956478,8.05443510,0.02996558,1.38323992,1.04022447,0.00000000,6.77075489,2.32782918,0.02882700,3.17167046
-5.12356178,8.13337340,0.03028935,1.38769390,1.05528564,0.00000000,6.78480318,2.35578559,0.02962519,3.20911041
-5.11755878,8.19094527,0.03045497,1.38968594,1.06826117,0.00000000,6.78308845,2.37800039,0.03035239,3.23653667
-5.11155578,8.22501545,0.03045502,1.38905079,1.07862204,0.00000000,6.76564074,2.39379217,0.03098677,3.25286718
-5.10555278,8.23406275,0.03028603,1.38570714,1.08591372,0.00000000,6.73294731,2.40265740,0.03150972,3.25729513
-5.09954977,8.21723458,0.02994866,1.37966063,1.08977160,0.00000000,6.68595231,2.40428576,0.03190610,3.24931922
-5.09354677,8.17437483,0.02944763,1.37100311,1.08993239,0.00000000,6.62603618,2.39856811,0.03216442,3.22876167
-5.08754377,8.10602398,0.02879162,1.35990818,1.08624106,0.00000000,6.55497472,2.38559667,0.03227704,3.19577346
-5.08154077,8.01339195,0.02799293,1.34662302,1.07865329,0.00000000,6.47487922,2.36565755,0.03224013,3.15082682
-5.07553777,7.89830532,0.02706705,1.33145701,1.06723345,0.00000000,6.38811963,2.33921621,0.03205364,3.09469567
-5.06953477,7.76313177,0.02603215,1.31476748,1.05214840,0.00000000,6.29723382,2.30689646,0.03172111,3.02842540
-5.06353177,7.61068572,0.02490846,1.29694331,1.03365769,0.00000000,6.20482685,2.26945422,0.03124946,2.95329347
-5.05752876,7.44411954,0.02371758,1.27838715,1.01210064,0.00000000,6.11346450,2.22774715,0.03064864,2.87076297
-5.05152576,7.26680578,0.02248183,1.25949701,0.98788121,0.00000000,6.02556605,2.18270168,0.02993123,2.78243145
-5.04552276,7.08221547,0.02122352,1.24064812,0.96145130,0.00000000,5.94330102,2.13527876,0.02911202,2.68997725
-5.03951976,6.89379791,0.01996434,1.22217591,0.93329334,0.00000000,5.86849489,2.08644000,0.02820750,2.59510570
-5.03351676,6.70486697,0.01872475,1.20436091,0.90390302,0.00000000,5.80254832,2.03711523,0.02723536,2.49949738
-5.02751376,6.51849833,0.01752347,1.18741625,0.87377282,0.00000000,5.74637369,1.98817315,0.02621402,2.40476031
-5.02151076,6.33744146,0.01637705,1.17147841,0.84337693,0.00000000,5.70035244,1.94039575,0.02516207,2.31238772
-5.01550775,6.16404925,0.01529959,1.15660169,0.81315816,0.00000000,5.66431531,1.89445764,0.02409784,2.22372266
-5.00950475,6.00022731,0.01430247,1.14275657,0.78351721,0.00000000,5.63754692,1.85091070,0.02303896,2.13993012
-5.00350175,5.84740386,0.01339433,1.12983223,0.75480439,0.00000000,5.61881469,1.81017445,0.02200194,2.06197739
-4.99749875,5.70652044,0.01258098,1.11764299,0.72731409,0.00000000,5.60642129,1.77253228,0.02100186,1.99062236
-4.99149575,5.57804226,0.01186557,1.10593849,0.70128178,0.00000000,5.59827837,1.73813324,0.02005209,1.92640972
-4.98549275,5.46198677,0.01124870,1.09441707,0.67688350,0.00000000,5.59199849,1.70699911,0.01916406,1.86967434
-4.97948974,5.35796795,0.01072868,1.08274186,0.65423759,0.00000000,5.58500121,1.67903605,0.01834710,1.82055102
-4.97348674,5.26525337,0.01030182,1.07055866,0.63340821,0.00000000,5.57462863,1.65405011,0.01760842,1.77898965
-4.96748374,5.18283079,0.00996273,1.05751492,0.61441048,0.00000000,5.55826523,1.63176572,0.01695299,1.74477466
-4.96148074,5.10948089,0.00970466,1.04327888,0.59721670,0.00000000,5.53345639,1.61184614,0.01638365,1.71754764
-4.95547774,5.04385255,0.00951983,1.02755789,0.58176340,0.00000000,5.49802056,1.59391503,0.01590116,1.69683219
-4.94947474,4.98453756,0.00939977,1.01011524,0.56795875,0.00000000,5.45014971,1.57757794,0.01550434,1.68205973
-4.94347174,4.93014165,0.00933562,0.99078444,0.55569009,0.00000000,5.38849389,1.56244315,0.01519027,1.67259574
-4.93746873,4.87934927,0.00931843,0.96948055,0.54483132,0.00000000,5.31222600,1.54814073,0.01495449,1.66776531
-4.93146573,4.83098020,0.00933942,0.94620790,0.53524985,0.00000000,5.22108430,1.53433945,0.01479125,1.66687771
-4.92546273,4.78403630,0.00939016,0.92106390,0.52681312,0.00000000,5.11539099,1.52076078,0.01469377,1.66924923
-4.91945973,4.73773752,0.00946282,0.89423883,0.51939438,0.00000000,4.99604645,1.50718990,0.01465454,1.67422414
-4.91345673,4.69154672,0.00955026,0.86601166,0.51287784,0.00000000,4.86449991,1.49348319,0.01466562,1.68119331
-4.90745373,4.64518337,0.00964620,0.83674214,0.50716302,0.00000000,4.72269840,1.47957250,0.01471888,1.68961045
-4.90145073,4.59862657,0.00974526,0.80685959,0.50216838,0.00000000,4.57301667,1.46546604,0.01480635,1.69900568
-4.89544772,4.55210818,0.00984307,0.77684895,0.49783416,0.00000000,4.41817168,1.45124626,0.01492046,1.70899638
-4.88944472,4.50609709,0.00993623,0.74723477,0.49412447,0.00000000,4.26112582,1.43706490,0.01505427,1.71929512
-4.88344172,4.46127586,0.01002239,0.71856388,0.49102856,0.00000000,4.10498316,1.42313574,0.01520168,1.72971463
-4.87743872,4.41851097,0.01010018,0.69138752,0.48856129,0.00000000,3.95288342,1.40972530,0.01535764,1.74016956
-4.87143572,4.37881806,0.01016916,0.66624371,0.48676282,0.00000000,3.80789799,1.39714213,0.01551821,1.75067515
-4.86543272,4.34332345,0.01022981,0.64364053,0.48569743,0.00000000,3.67293213,1.38572502,0.01568071,1.76134248
-4.85942971,4.31322320,0.01028342,0.62404105,0.48545144,0.00000000,3.55063686,1.37583063,0.01584366,1.77237060
-4.85342671,4.28974107,0.01033202,0.60785034,0.48613035,0.00000000,3.44333367,1.36782107,0.01600683,1.78403541
-4.84742371,4.27408651,0.01037825,0.59540508,0.48785515,0.00000000,3.35295409,1.36205182,0.01617108,1.79667573
-4.84142071,4.26741389,0.01042527,0.58696601,0.49075780,0.00000000,3.28099587,1.35886027,0.01633827,1.81067679
-4.83541771,4.27078420,0.01047663,0.58271338,0.49497622,0.00000000,3.22849630,1.35855560,0.01651107,1.82645169
-4.82941471,4.28513026,0.01053615,0.58274549,0.50064867,0.00000000,3.19602285,1.36140990,0.01669271,1.84442157
-4.82341171,4.31122652,0.01060778,0.58708006,0.50790791,0.00000000,3.18368037,1.36765117,0.01688677,1.86499520
-4.81740870,4.34966454,0.01069554,0.59565843,0.51687531,0.00000000,3.19113364,1.37745826,0.01709691,1.88854881
-4.81140570,4.40083474,0.01080334,0.60835206,0.52765516,0.00000000,3.21764344,1.39095788,0.01732661,1.91540724
-4.80540270,4.46491539,0.01093493,0.62497110,0.54032951,0.00000000,3.26211413,1.40822376,0.01757888,1.94582717
-4.79939970,4.54186901,0.01109383,0.64527443,0.55495366,0.00000000,3.32314998,1.42927801,0.01785608,1.97998333
-4.79339670,4.63144636,0.01128323,0.66898081,0.57155275,0.00000000,3.39911780,1.45409434,0.01815971,2.01795847
-4.78739370,4.73319783,0.01150600,0.69578043,0.59011948,0.00000000,3.48821290,1.48260302,0.01849023,2.05973745
-4.78139070,4.84649153,0.01176465,0.72534643,0.61061305,0.00000000,3.58852571,1.51469717,0.01884698,2.10520594
-4.77538769,4.97053713,0.01206134,0.75734590,0.63295963,0.00000000,3.69810617,1.55023993,0.01922814,2.15415367
-4.76938469,5.10441414,0.01239787,0.79144975,0.65705390,0.00000000,3.81502357,1.58907187,0.01963074,2.20628201
-4.76338169,5.24710280,0.01277574,0.82734110,0.68276201,0.00000000,3.93741932,1.63101831,0.02005074,2.26121536
-4.75737869,5.39751598,0.01319616,0.86472181,0.70992536,0.00000000,4.06355104,1.67589563,0.02048315,2.31851568
-4.75137569,5.55452991,0.01366005,0.90331688,0.73836514,0.00000000,4.19182627,1.72351637,0.02092225,2.37769914
-4.74537269,5.71701182,0.01416811,0.94287657,0.76788720,0.00000000,4.32082502,1.77369234,0.02136175,2.43825381
-4.73936968,5.88384288,0.01472077,0.98317610,0.79828702,0.00000000,4.44931055,1.82623559,0.02179512,2.49965737
-4.73336668,6.05393479,0.01531816,1.02401324,0.82935419,0.00000000,4.57622875,1.88095698,0.02221583,2.56139360
-4.72736368,6.22623921,0.01596009,1.06520370,0.86087638,0.00000000,4.70069681,1.93766228,0.02261764,2.62296674
-4.72136068,6.39974935,0.01664597,1.10657484,0.89264221,0.00000000,4.82198231,1.99614607,0.02299491,2.68391290
-4.71535768,6.57349418,0.01737465,1.14795817,0.92444311,0.00000000,4.93947490,2.05618378,0.02334287,2.74380786
-4.70935468,6.74652574,0.01814435,1.18918097,0.95607385,0.00000000,5.05265247,2.11752244,0.02365788,2.80227119
-4.70335168,6.91790129,0.01895249,1.23005790,0.98733199,0.00000000,5.16104455,2.17987092,0.02393766,2.85896654
-4.69734867,7.08666204,0.01979553,1.27038299,1.01801622,0.00000000,5.26419570,2.24289051,0.02418150,2.91359854
-4.69134567,7.25181094,0.02066885,1.30992284,1.04792394,0.00000000,5.36163146,2.30618675,0.02439037,2.96590699
-4.68534267,7.41229216,0.02156661,1.34841156,1.07684835,0.00000000,5.45282966,2.36930342,0.02456709,3.01565918
-4.67933967,7.56697478,0.02248163,1.38554791,1.10457564,0.00000000,5.53719927,2.43171966,0.02471631,3.06264130
-4.67333667,7.71464334,0.02340540,1.42099523,1.13088245,0.00000000,5.61406859,2.49285069,0.02484458,3.10665018
-4.66733367,7.85399714,0.02432803,1.45438422,1.15553429,0.00000000,5.68268409,2.55205293,0.02496026,3.14748625
-4.66133067,7.98365981,0.02523838,1.48531880,1.17828520,0.00000000,5.74222024,2.60863351,0.02507341,3.18494867
-4.65532766,8.10219985,0.02612415,1.51338488,1.19887893,0.00000000,5.79180022,2.66186423,0.02519562,3.21883343
-4.64932466,8.20816184,0.02697217,1.53816176,1.21705189,0.00000000,5.83052637,2.71099955,0.02533979,3.24893457
-4.64332166,8.30010728,0.02776862,1.55923570,1.23253794,0.00000000,5.85751864,2.75529792,0.02551983,3.27504876
