energy_ev,total_up,Ir_p_up,Ir_d_up,N_s_up,N_p_up,S_s_up,S_p_up,Ti_p_up,Ti_d_up
-3.06453227,1.03112258,0.03244417,0.73249762,0.00278454,0.05492090,0.00279280,0.07436263,0.19383183,0.11408024
-3.05852926,1.09456870,0.03520776,0.77954280,0.00306533,0.05784427,0.00301225,0.07832920,0.20484851,0.12077569
-3.05252626,1.16455957,0.03830592,0.83192130,0.00337513,0.06107091,0.00325447,0.08279982,0.21650699,0.12796502
-3.04652326,1.24084061,0.04173287,0.88964001,0.00371140,0.06459550,0.00351709,0.08775168,0.22864935,0.13551916
-3.04052026,1.32306572,0.04547677,0.95262915,0.00407109,0.06840687,0.00379746,0.09315440,0.24110645,0.14330614
-3.03451726,1.41078701,0.04951882,1.02072882,0.00445061,0.07248706,0.00409258,0.09896893,0.25370030,0.15119331
-3.02851426,1.50344684,0.05383265,1.09367741,0.00484585,0.07681068,0.00439915,0.10514675,0.26624695,0.15904958
-3.02251126,1.60037282,0.05838387,1.17110245,0.00525220,0.08134442,0.00471360,0.11162935,0.27855979,0.16674771
-3.01650825,1.70077653,0.06312987,1.25251447,0.00566458,0.08604691,0.00503207,0.11834805,0.29045322,0.17416655
-3.01050525,1.80375614,0.06802002,1.33730461,0.00607751,0.09086889,0.00535052,0.12522428,0.30174676,0.18119326
-3.00450225,1.90830343,0.07299613,1.42474613,0.00648515,0.09575371,0.00566471,0.13217027,0.31226929,0.18772533
-2.99849925,2.01331518,0.07799326,1.51400002,0.00688146,0.10063820,0.00597034,0.13909019,0.32186340,0.19367251
-2.99249625,2.11760883,0.08294089,1.60412501,0.00726023,0.10545377,0.00626306,0.14588176,0.33038980,0.19895850
-2.98649325,2.21994206,0.08776443,1.69409150,0.00761531,0.11012794,0.00653862,0.15243825,0.33773140,0.20352229
-2.98049025,2.31903591,0.09238691,1.78279943,0.00794064,0.11458600,0.00679293,0.15865078,0.34379710,0.20731931
-2.97448724,2.41360060,0.09673102,1.86909942,0.00823050,0.11875288,0.00702215,0.16441094,0.34852501,0.21032210
-2.96848424,2.50236345,0.10072116,1.95181665,0.00847961,0.12255518,0.00722283,0.16961357,0.35188497,0.21252069
-2.96248124,2.58409781,0.10428568,2.02977685,0.00868328,0.12592318,0.00739198,0.17415958,0.35388026,0.21392252
-2.95647824,2.65765220,0.10735900,2.10183345,0.00883755,0.12879283,0.00752717,0.17795874,0.35454831,0.21455203
-2.95047524,2.72197852,0.10988366,2.16689508,0.00893932,0.13110767,0.00762661,0.18093231,0.35396042,0.21444974
-2.94447224,2.77615839,0.11181218,2.22395256,0.00898644,0.13282045,0.00768923,0.18301546,0.35222034,0.21367107
-2.93846923,2.81942674,0.11310863,2.27210440,0.00897779,0.13389465,0.00771467,0.18415919,0.34946184,0.21228470
-2.93246623,2.85119168,0.11374981,2.31058007,0.00891332,0.13430554,0.00770336,0.18433196,0.34584510,0.21037068
-2.92646323,2.87105001,0.11372608,2.33876018,0.00879406,0.13404096,0.00765650,0.18352068,0.34155227,0.20801820
-2.92046023,2.87879787,0.11304175,2.35619286,0.00862210,0.13310173,0.00757601,0.18173127,0.33678213,0.20532320
-2.91445723,2.87443600,0.11171493,2.36260597,0.00840050,0.13150166,0.00746449,0.17898849,0.33174403,0.20238575
-2.90845423,2.85816961,0.10977705,2.35791457,0.00813326,0.12926717,0.00732513,0.17533539,0.32665149,0.19930743
-2.90245123,2.83040272,0.10727188,2.34222350,0.00782518,0.12643657,0.00716162,0.17083206,0.32171547,0.19618857
-2.89644822,2.79172744,0.10425420,2.31582506,0.00748170,0.12305899,0.00697802,0.16555402,0.31713770,0.19312569
-2.89044522,2.74290833,0.10078816,2.27919178,0.00710877,0.11919310,0.00677864,0.15959015,0.31310437,0.19020904
-2.88444222,2.68486273,0.09694541,2.23296467,0.00671268,0.11490552,0.00656786,0.15304032,0.30978026,0.18752028
-2.87843922,2.61863756,0.09280305,2.17793738,0.00629991,0.11026915,0.00635007,0.14601281,0.30730372,0.18513068
-2.87243622,2.54538361,0.08844157,2.11503673,0.00587693,0.10536137,0.00612943,0.13862157,0.30578272,0.18309947
-2.86643322,2.46632813,0.08394275,2.04530036,0.00545005,0.10026220,0.00590985,0.13098352,0.30529190,0.18147279
-2.86043022,2.38274668,0.07938766,1.96985222,0.00502532,0.09505248,0.00569481,0.12321590,0.30587113,0.18028305
-2.85442721,2.29593508,0.07485489,1.88987667,0.00460837,0.08981220,0.00548730,0.11543374,0.30752522,0.17954882
-2.84842421,2.20718242,0.07041887,1.80659200,0.00420431,0.08461881,0.00528978,0.10774764,0.31022507,0.17927517
-2.84242121,2.11774569,0.06614860,1.72122411,0.00381768,0.07954581,0.00510409,0.10026177,0.31391007,0.17945450
-2.83641821,2.02882681,0.06210649,1.63498112,0.00345238,0.07466143,0.00493153,0.09307216,0.31849157,0.18006786
-2.83041521,1.94155234,0.05834758,1.54902948,0.00311165,0.07002756,0.00477278,0.08626543,0.32385728,0.18108649
-2.82441221,1.85695631,0.05491904,1.46447223,0.00279810,0.06569883,0.00462805,0.07991769,0.32987635,0.18247373
-2.81840920,1.77596623,0.05185978,1.38232980,0.00251367,0.06172191,0.00449704,0.07409393,0.33640481,0.18418700
-2.81240620,1.69939232,0.04920045,1.30352363,0.00225972,0.05813496,0.00437912,0.06884755,0.34329109,0.18617992
-2.80640320,1.62791986,0.04696349,1.22886291,0.00203706,0.05496733,0.00427336,0.06422020,0.35038139,0.18840425
-2.80040020,1.56210438,0.04516332,1.15903447,0.00184601,0.05223933,0.00417866,0.06024192,0.35752449,0.19081174
-2.79439720,1.50236962,0.04380666,1.09459593,0.00168648,0.04996221,0.00409385,0.05693127,0.36457595,0.19335571
-2.78839420,1.44900773,0.04289289,1.03597191,0.00155803,0.04813831,0.00401779,0.05429580,0.37140141,0.19599227
-2.78239120,1.40218167,0.04241443,0.98345322,0.00145993,0.04676122,0.00394945,0.05233246,0.37787885,0.19868127
-2.77638819,1.36192949,0.04235714,0.93719894,0.00139125,0.04581622,0.00388801,0.05102825,0.38389994,0.20138678
-2.77038519,1.32817023,0.04270071,0.89724100,0.00135091,0.04528075,0.00383294,0.05036076,0.38937037,0.20407731
-2.76438219,1.30071146,0.04341902,0.86349125,0.00133772,0.04512500,0.00378400,0.05029897,0.39420929,0.20672570
-2.75837919,1.27925837,0.04448059,0.83575065,0.00135047,0.04531266,0.00374134,0.05080391,0.39834813,0.20930881
-2.75237619,1.26342426,0.04584900,0.81372035,0.00138792,0.04580182,0.00370547,0.05182956,0.40172894,0.21180708
-2.74637319,1.25274262,0.04748333,0.79701460,0.00144887,0.04654588,0.00367728,0.05332369,0.40430239,0.21420405
-2.74037019,1.24668065,0.04933873,0.78517503,0.00153219,0.04749466,0.00365803,0.05522888,0.40602594,0.21648591
-2.73436718,1.24465427,0.05136706,0.77768620,0.00163682,0.04859564,0.00364931,0.05748356,0.40686213,0.21864124
-2.72836418,1.24604450,0.05351760,0.77399218,0.00176181,0.04979513,0.00365300,0.06002320,0.40677735,0.22066088
-2.72236118,1.25021489,0.05573792,0.77351362,0.00190634,0.05103968,0.00367125,0.06278161,0.40574121,0.22253812
-2.71635818,1.25652992,0.05797483,0.77566532,0.00206971,0.05227737,0.00370635,0.06569222,0.40372653,0.22426900
-2.71035518,1.26437373,0.06017549,0.77987354,0.00225137,0.05345916,0.00376074,0.06868955,0.40071002,0.22585292
-2.70435218,1.27316875,0.06228849,0.78559295,0.00245090,0.05454014,0.00383687,0.07171062,0.39667369,0.22729331
-2.69834917,1.28239357,0.06426512,0.79232245,0.00266802,0.05548072,0.00393715,0.07469639,0.39160663,0.22859844
-2.69234617,1.29159940,0.06606052,0.79961969,0.00290260,0.05624762,0.00406384,0.07759310,0.38550727,0.22978210
-2.68634317,1.30042440,0.06763492,0.80711352,0.00315461,0.05681474,0.00421901,0.08035354,0.37838583,0.23086423
-2.68034017,1.30860519,0.06895464,0.81451418,0.00342412,0.05716373,0.00440440,0.08293814,0.37026662,0.23187123
-2.67433717,1.31598493,0.06999315,0.82162059,0.00371126,0.05728438,0.00462136,0.08531578,0.36119025,0.23283600
-2.66833417,1.32251767,0.07073174,0.82832467,0.00401617,0.05717474,0.00487079,0.08746444,0.35121533,0.23379760
-2.66233117,1.32826839,0.07116016,0.83461228,0.00433896,0.05684093,0.00515305,0.08937144,0.34041962,0.23480048
-2.65632816,1.33340896,0.07127686,0.84056076,0.00467965,0.05629675,0.00546795,0.09103342,0.32890059,0.23589333
-2.65032516,1.33820992,0.07108908,0.84633324,0.00503807,0.05556303,0.00581469,0.09245594,0.31677515,0.23712763
-2.64432216,1.34302858,0.07061254,0.85216969,0.00541385,0.05466678,0.00619187,0.09365283,0.30417884,0.23855591
-2.63831916,1.34829387,0.06987103,0.85837522,0.00580627,0.05364021,0.00659755,0.09464516,0.29126429,0.24022995
-2.63231616,1.35448890,0.06889560,0.86530613,0.00621427,0.05251962,0.00702926,0.09545999,0.27819927,0.24219894
-2.62631316,1.36213180,0.06772363,0.87335408,0.00663630,0.05134425,0.00748413,0.09612897,0.26516434,0.24450786
-2.62031016,1.37175611,0.06639773,0.88292929,0.00707035,0.05015510,0.00795903,0.09668677,0.25235032,0.24719615
-2.61430715,1.38389149,0.06496447,0.89444335,0.00751384,0.04899382,0.00845069,0.09716944,0.23995579,0.25029689
-2.60830415,1.39904570,0.06347315,0.90829236,0.00796366,0.04790171,0.00895591,0.09761288,0.22818467,0.25383642
-2.60230115,1.41768882,0.06197442,0.92484118,0.00841615,0.04691874,0.00947176,0.09805141,0.21724410,0.25783472
-2.59629815,1.44024021,0.06051905,0.94440943,0.00886715,0.04608287,0.00999579,0.09851645,0.20734261,0.26230627
-2.59029515,1.46705883,0.05915679,0.96725974,0.00931204,0.04542935,0.01052623,0.09903551,0.19868876,0.26726157
-2.58429215,1.49843705,0.05793522,0.99358871,0.00974586,0.04499032,0.01106222,0.09963152,0.19148998,0.27270911
-2.57828914,1.53459817,0.05689892,1.02352101,0.01016342,0.04479444,0.01160390,0.10032234,0.18595185,0.27865767
-2.57228614,1.57569719,0.05608866,1.05710654,0.01055942,0.04486675,0.01215263,0.10112073,0.18227738,0.28511881
-2.56628314,1.62182464,0.05554083,1.09432083,0.01092863,0.04522850,0.01271096,0.10203455,0.18066644,0.29210924
-2.56028014,1.67301277,0.05528699,1.13506849,0.01126604,0.04589719,0.01328270,0.10306731,0.18131494,0.29965295
-2.55427714,1.72924332,0.05535357,1.17918926,0.01156704,0.04688657,0.01387280,0.10421886,0.18441367,0.30778284
-2.54827414,1.79045624,0.05576174,1.22646641,0.01182759,0.04820664,0.01448722,0.10548634,0.19014666,0.31654161
-2.54227114,1.85655819,0.05652725,1.27663677,0.01204436,0.04986369,0.01513269,0.10686519,0.19868887,0.32598181
-2.53626813,1.92743039,0.05766050,1.32940191,0.01221485,0.05186033,0.01581641,0.10835018,0.21020313,0.33616492
-2.53026513,2.00293466,0.05916652,1.38443961,0.01233751,0.05419539,0.01654568,0.10993635,0.22483623,0.34715932
-2.52426213,2.08291736,0.06104504,1.44141513,0.01241180,0.05686388,0.01732746,0.11161992,0.24271428,0.35903733
-2.51825913,2.16721056,0.06329052,1.49999144,0.01243819,0.05985685,0.01816798,0.11339884,0.26393730,0.37187123
-2.51225613,2.25563021,0.06589221,1.55983788,0.01241819,0.06316128,0.01907223,0.11527326,0.28857325,0.38572847
-2.50625313,2.34797133,0.06883418,1.62063672,0.01235424,0.06675995,0.02004353,0.11724562,0.31665169,0.40066638
-2.50025013,2.44400030,0.07209529,1.68208722,0.01224965,0.07063128,0.02108313,0.11932043,0.34815735,0.41672644
-2.49424712,2.54344462,0.07564928,1.74390685,0.01210845,0.07474930,0.02218989,0.12150383,0.38302382,0.43392859
-2.48824412,2.64598079,0.07946473,1.80582977,0.01193523,0.07908367,0.02335999,0.12380285,0.42112788,0.45226580
-2.48224112,2.75122096,0.08350516,1.86760250,0.01173498,0.08359970,0.02458680,0.12622437,0.46228458,0.47169919
-2.47623812,2.85869940,0.08772921,1.92897714,0.01151287,0.08825862,0.02586085,0.12877408,0.50624359,0.49215415
-2.47023512,2.96785953,0.09209079,1.98970256,0.01127407,0.09301790,0.02716993,0.13145519,0.55268707,0.51351749
-2.46423212,3.07804282,0.09653947,2.04951425,0.01102359,0.09783169,0.02849929,0.13426723,0.60122928,0.53563610
-2.45822911,3.18848035,0.10102093,2.10812356,0.01076606,0.10265144,0.02983203,0.13720490,0.65141826,0.55831703
-2.45222611,3.29828813,0.10547762,2.16520705,0.01050562,0.10742664,0.03114951,0.14025706,0.70273961,0.58132931
-2.44622311,3.40646703,0.10984949,2.22039716,0.01024579,0.11210562,0.03243193,0.14340603,0.75462250,0.60440727
-2.44022011,3.51190785,0.11407492,2.27327471,0.00998940,0.11663656,0.03365895,0.14662710,0.80644790,0.62725555
-2.43421711,3.61340217,0.11809184,2.32336440,0.00973853,0.12096840,0.03481037,0.14988851,0.85755884,0.64955544
-2.42821411,3.70965909,0.12183888,2.37013379,0.00949451,0.12505200,0.03586677,0.15315172,0.90727265,0.67097246
-2.42221111,3.79932777,0.12525668,2.41299648,0.00925794,0.12884109,0.03681021,0.15637216,0.95489467,0.69116494
-2.41620810,3.88102537,0.12828924,2.45131966,0.00902876,0.13229336,0.03762480,0.15950028,0.99973331,0.70979314
-2.41020510,3.95336975,0.13088528,2.48443616,0.00880629,0.13537139,0.03829729,0.16248302,1.04111589,0.72652881
-2.40420210,4.01501593,0.13299957,2.51166085,0.00858938,0.13804354,0.03881743,0.16526550,1.07840483,0.74106460
-2.39819910,4.06469500,0.13459420,2.53231074,0.00837650,0.14028465,0.03917834,0.16779293,1.11101373,0.75312313
-2.39219610,4.10125416,0.13563964,2.54572810,0.00816588,0.14207660,0.03937667,0.17001265,1.13842272,0.76246538
-2.38619310,4.12369610,0.13611576,2.55130568,0.00795560,0.14340876,0.03941263,0.17187609,1.16019277,0.76889799
-2.38019010,4.13121631,0.13601246,2.54851263,0.00774377,0.14427810,0.03928990,0.17334071,1.17597827,0.77227935
-2.37418709,4.12323639,0.13533021,2.53692004,0.00752858,0.14468920,0.03901540,0.17437167,1.18553764,0.77252421
-2.36818409,4.09943196,0.13408019,2.51622459,0.00730843,0.14465400,0.03859897,0.17494319,1.18874151,0.76960668
-2.36218109,4.05975386,0.13228419,2.48626909,0.00708201,0.14419134,0.03805289,0.17503955,1.18557826,0.76356156
-2.35617809,4.00444131,0.12997424,2.44705871,0.00684836,0.14332632,0.03739143,0.17465564,1.17615667,0.75448391
-2.35017509,3.93402653,0.12719189,2.39877190,0.00660691,0.14208944,0.03663021,0.17379699,1.16070572,0.74252711
-2.34417209,3.84933027,0.12398735,2.34176532,0.00635752,0.14051564,0.03578571,0.17247942,1.13957147,0.72789924
-2.33816908,3.75144840,0.12041830,2.27657232,0.00610049,0.13864322,0.03487462,0.17072816,1.11321117,0.71085823
-2.33216608,3.64172994,0.11654861,2.20389490,0.00583651,0.13651266,0.03391334,0.16857661,1.08218492,0.69170576
-2.32616308,3.52174733,0.11244689,2.12458956,0.00556673,0.13416546,0.03291749,0.16606476,1.04714505,0.67078036
-2.32016008,3.39326038,0.10818500,2.03964734,0.00529263,0.13164297,0.03190147,0.16323747,1.00882371,0.64844980
-2.31415708,3.25817496,0.10383654,1.95016928,0.00501602,0.12898530,0.03087813,0.16014252,0.96801905,0.62510313
-2.30815408,3.11849850,0.09947542,1.85733809,0.00473900,0.12623040,0.02985855,0.15682876,0.92558042,0.60114263
-2.30215108,2.97629367,0.09517446,1.76238748,0.00446387,0.12341317,0.02885187,0.15334432,0.88239306,0.57697592
-2.29614807,2.83363222,0.09100419,1.66657041,0.00419311,0.12056488,0.02786528,0.14973503,0.83936272,0.55300839
-2.29014507,2.69255040,0.08703174,1.57112749,0.00392926,0.11771272,0.02690403,0.14604314,0.79740039,0.52963613
-2.28414207,2.55500750,0.08331997,1.47725693,0.00367491,0.11487957,0.02597157,0.14230639,0.75740776,0.50723964
-2.27813907,2.42284851,0.07992678,1.38608701,0.00343258,0.11208396,0.02506975,0.13855744,0.72026330,0.48617806
-2.27213607,2.29777187,0.07690453,1.29865189,0.00320472,0.10934023,0.02419908,0.13482366,0.68680934,0.46678435
-2.26613307,2.18130260,0.07429966,1.21587157,0.00299360,0.10665884,0.02335900,0.13112735,0.65783997,0.44936101
-2.26013007,2.07477120,0.07215247,1.13853626,0.00280129,0.10404683,0.02254816,0.12748614,0.63409004,0.43417658
-2.25412706,1.97929802,0.07049695,1.06729537,0.00262957,0.10150828,0.02176478,0.12391375,0.61622485,0.42146264
-2.24812406,1.89578281,0.06936064,1.00265101,0.00247993,0.09904487,0.02100687,0.12042085,0.60483061,0.41141135
-2.24212106,1.82489884,0.06876461,0.94495579,0.00235354,0.09665643,0.02027254,0.11701594,0.60040560,0.40417326
-2.23611806,1.76709109,0.06872337,0.89441447,0.00225118,0.09434145,0.01956016,0.11370633,0.60335164,0.39985547
-2.23011506,1.72257765,0.06924472,0.85108894,0.00217325,0.09209745,0.01886857,0.11049887,0.61396606,0.39852003
-2.22411206,1.69135393,0.07032966,0.81490612,0.00211979,0.08992129,0.01819713,0.10740062,0.63243409,0.40018244
-2.21810905,1.67319896,0.07197215,0.78566797,0.00209044,0.08780945,0.01754584,0.10441926,0.65882164,0.40481049
-2.21210605,1.66768368,0.07415889,0.76306337,0.00208449,0.08575804,0.01691524,0.10156323,0.69306871,0.41232324
-2.20610305,1.67418075,0.07686906,0.74668121,0.00210091,0.08376285,0.01630645,0.09884165,0.73498373,0.42259051
-2.20010005,1.69187615,0.08007408,0.73602437,0.00213839,0.08181928,0.01572099,0.09626401,0.78423909,0.43543283
-2.19409705,1.71978241,0.08373746,0.73052430,0.00219537,0.07992219,0.01516073,0.09383961,0.84036833,0.45062204
-2.18809405,1.75675395,0.08781464,0.72955588,0.00227015,0.07806582,0.01462767,0.09157689,0.90276547,0.46788277
-2.18209105,1.80150464,0.09225308,0.73245249,0.00236094,0.07624366,0.01412387,0.08948271,0.97068688,0.48689500
-2.17608804,1.85262788,0.09699250,0.73852100,0.00246592,0.07444840,0.01365126,0.08756157,1.04325636,0.50729766
-2.17008504,1.90861946,0.10196531,0.74705668,0.00258339,0.07267194,0.01321151,0.08581489,1.11947353,0.52869353
-2.16408204,1.96790320,0.10709732,0.75735776,0.00271179,0.07090557,0.01280598,0.08424046,1.19822615,0.55065550
-2.15807904,2.02885930,0.11230873,0.76873963,0.00284982,0.06914019,0.01243560,0.08283205,1.27830628,0.57273394
-2.15207604,2.08985508,0.11751538,0.78054836,0.00299652,0.06736663,0.01210088,0.08157923,1.35843037,0.59446542
-2.14607304,2.14927757,0.12263021,0.79217336,0.00315131,0.06557614,0.01180191,0.08046742,1.43726310,0.61538230
-2.14007004,2.20556730,0.12756509,0.80305904,0.00331409,0.06376091,0.01153838,0.07947828,1.51344441,0.63502309
-2.13406703,2.25725226,0.13223263,0.81271494,0.00348520,0.06191464,0.01130968,0.07859022,1.58561929,0.65294334
-2.12806403,2.30298104,0.13654835,0.82072435,0.00366551,0.06003316,0.01111498,0.07777924,1.65246927,0.66872650
-2.12206103,2.34155401,0.14043270,0.82675090,0.00385634,0.05811502,0.01095333,0.07701988,1.71274483,0.68199456
-2.11605803,2.37195137,0.14381323,0.83054308,0.00405942,0.05616205,0.01082377,0.07628627,1.76529751,0.69241797
-2.11005503,2.39335698,0.14662654,0.83193636,0.00427684,0.05417980,0.01072547,0.07555335,1.80911052,0.69972452
-2.10405203,2.40517690,0.14882013,0.83085300,0.00451092,0.05217798,0.01065776,0.07479798,1.84332674,0.70370666
-2.09804902,2.40705202,0.15035393,0.82729935,0.00476408,0.05017065,0.01062023,0.07400007,1.86727285,0.70422727
-2.09204602,2.39886404,0.15120160,0.82136088,0.00503867,0.04817637,0.01061276,0.07314357,1.88047869,0.70122323
-2.08604302,2.38073466,0.15135133,0.81319512,0.00533683,0.04621817,0.01063555,0.07221732,1.88269089,0.69470707
-2.08004002,2.35301797,0.15080631,0.80302276,0.00566027,0.04432340,0.01068903,0.07121574,1.87388018,0.68476627
-2.07403702,2.31628631,0.14958475,0.79111741,0.00601013,0.04252343,0.01077386,0.07013924,1.85424202,0.67156050
-2.06803402,2.27131040,0.14771942,0.77779431,0.00638673,0.04085325,0.01089082,0.06899452,1.82419047,0.65531681
-2.06203102,2.21903446,0.14525681,0.76339872,0.00678952,0.03935092,0.01104070,0.06779456,1.78434553,0.63632298
-2.05602801,2.16054752,0.14225590,0.74829436,0.00721686,0.03805705,0.01122416,0.06655844,1.73551446,0.61491940
-2.05002501,2.09705212,0.13878655,0.73285238,0.00766598,0.03701405,0.01144162,0.06531105,1.67866786,0.59148974
-2.04402201,2.02983176,0.13492774,0.71744155,0.00813292,0.03626547,0.01169312,0.06408258,1.61491146,0.56645085
-2.03801901,1.96021840,0.13076545,0.70241981,0.00861255,0.03585524,0.01197818,0.06290790,1.54545486,0.54024223
-2.03201601,1.88956115,0.12639060,0.68812760,0.00909861,0.03582690,0.01229574,0.06182595,1.47157835,0.51331557
-2.02601301,1.81919747,0.12189686,0.67488326,0.00958387,0.03622286,0.01264408,0.06087901,1.39459924,0.48612456
-2.02001001,1.75042744,0.11737851,0.66298030,0.01006028,0.03708359,0.01302073,0.06011197,1.31583879,0.45911552
-2.01400700,1.68449208,0.11292842,0.65268675,0.01051917,0.03844691,0.01342251,0.05957168,1.23659101,0.43271888
-2.00800400,1.62255577,0.10863622,0.64424620,0.01095157,0.04034724,0.01384556,0.05930622,1.15809415,0.40734188
-2.00200100,1.56569305,0.10458663,0.63788030,0.01134847,0.04281492,0.01428534,0.05936428,1.08150590,0.38336257
-1.99599800,1.51487956,0.10085802,0.63379228,0.01170110,0.04587556,0.01473680,0.05979454,1.00788260,0.36112501
-1.98999500,1.47098664,0.09752128,0.63217108,0.01200131,0.04954940,0.01519443,0.06064503,0.93816294,0.34093594
-1.98399200,1.43477912,0.09463880,0.63319557,0.01224184,0.05385078,0.01565243,0.06196258,0.87315621,0.32306254
-1.97798899,1.40691549,0.09226387,0.63703831,0.01241656,0.05878770,0.01610484,0.06379213,0.81353494,0.30773129
-1.97198599,1.38794968,0.09044008,0.64386854,0.01252076,0.06436135,0.01654572,0.06617609,0.75983166,0.29512781
-1.96598299,1.37833383,0.08920112,0.65385395,0.01255131,0.07056592,0.01696928,0.06915359,0.71243940,0.28539732
-1.95997999,1.37842127,0.08857062,0.66716099,0.01250678,0.07738839,0.01737005,0.07275973,0.67161530,0.27864574
-1.95397699,1.38846925,0.08856219,0.68395364,0.01238747,0.08480851,0.01774301,0.07702468,0.63748684,0.27494113
-1.94797399,1.40864117,0.08917966,0.70439064,0.01219547,0.09279894,0.01808371,0.08197282,0.61006014,0.27431533
-1.94197099,1.43900806,0.09041737,0.72862139,0.01193448,0.10132556,0.01838840,0.08762180,0.58922971,0.27676586
-1.93596798,1.47954958,0.09226070,0.75678074,0.01160978,0.11034794,0.01865410,0.09398162,0.57478927,0.28225771
-1.92996498,1.53015466,0.09468662,0.78898326,0.01122794,0.11982000,0.01887868,0.10105377,0.56644325,0.29072529
-1.92396198,1.59062237,0.09766454,0.82531734,0.01079664,0.12969080,0.01906089,0.10883050,0.56381858,0.30207438
-1.91795898,1.66066345,0.10115716,0.86583974,0.01032437,0.13990560,0.01920041,0.11729423,0.56647667,0.31618418
-1.91195598,1.73990322,0.10512155,0.91057115,0.00982018,0.15040692,0.01929785,0.12641721,0.57392536,0.33290937
-1.90595298,1.82788614,0.10951040,0.95949325,0.00929335,0.16113581,0.01935475,0.13616147,0.58563076,0.35208247
-1.89994997,1.92408282,0.11427326,1.01254769,0.00875315,0.17203313,0.01937352,0.14647905,0.60102897,0.37351629
-1.89394697,2.02789935,0.11935802,1.06963724,0.00820860,0.18304090,0.01935741,0.15731263,0.61953749,0.39700662
-1.88794397,2.13868930,0.12471237,1.13062926,0.00766818,0.19410354,0.01931043,0.16859649,0.64056640,0.42233511
-1.88194097,2.25576802,0.13028521,1.19536134,0.00713975,0.20516910,0.01923724,0.18025782,0.66352913,0.44927234
-1.87593797,2.37842877,0.13602807,1.26364896,0.00663034,0.21619028,0.01914306,0.19221830,0.68785270,0.47758094
-1.86993497,2.50596010,0.14189636,1.33529465,0.00614612,0.22712523,0.01903353,0.20439600,0.71298730,0.50701865
-1.86393197,2.63766352,0.14785043,1.41009797,0.00569232,0.23793817,0.01891453,0.21670735,0.73841497,0.53734138
-1.85792896,2.77287039,0.15385632,1.48786579,0.00527327,0.24859967,0.01879202,0.22906924,0.76365716,0.56830581
-1.85192596,2.91095703,0.15988631,1.56842182,0.00489244,0.25908657,0.01867189,0.24140098,0.78828105,0.59967181
-1.84592296,3.05135696,0.16591897,1.65161476,0.00455249,0.26938171,0.01855970,0.25362627,0.81190436,0.63120423
-1.83991996,3.19356930,0.17193899,1.73732413,0.00425543,0.27947323,0.01846054,0.26567471,0.83419855,0.66267423
-1.83391696,3.33716254,0.17793657,1.82546321,0.00400267,0.28935368,0.01837886,0.27748308,0.85489031,0.69386000
-1.82791396,3.48177328,0.18390658,1.91597850,0.00379519,0.29901893,0.01831826,0.28899619,0.87376132,0.72454700
-1.82191096,3.62709963,0.18984734,2.00884535,0.00363362,0.30846686,0.01828137,0.30016716,0.89064647,0.75452765
-1.81590795,3.77288944,0.19575932,2.10405969,0.00351839,0.31769602,0.01826976,0.31095729,0.90543052,0.78360079
-1.80990495,3.91892400,0.20164371,2.20162603,0.00344980,0.32670439,0.01828384,0.32133546,0.91804360,0.81157086
-1.80390195,4.06499771,0.20750096,2.30154206,0.00342808,0.33548804,0.01832290,0.33127698,0.92845569,0.83824719
-1.79789895,4.21089512,0.21332940,2.40378063,0.00345346,0.34404019,0.01838505,0.34076223,0.93667059,0.86344339
-1.79189595,4.35636647,0.21912413,2.50826989,0.00352618,0.35235035,0.01846738,0.34977496,0.94271959,0.88697725
-1.78589295,4.50110313,0.22487601,2.61487262,0.00364647,0.36040377,0.01856605,0.35830044,0.94665516,0.90867101
-1.77988994,4.64471451,0.23057109,2.72336606,0.00381453,0.36818120,0.01867643,0.36632367,0.94854516,0.92835245
-1.77388694,4.78670779,0.23619027,2.83342329,0.00403047,0.37565897,0.01879334,0.37382763,0.94846755,0.94585647
-1.76788394,4.92647183,0.24170932,2.94459744,0.00429420,0.38280921,0.01891123,0.38079182,0.94650605,0.96102750
-1.76188094,5.06326625,0.24709923,3.05630993,0.00460537,0.38960043,0.01902443,0.38719113,0.94274666,0.97372239
-1.75587794,5.19621664,0.25232677,3.16784354,0.00496322,0.39599815,0.01912734,0.39299514,0.93727518,0.98381373
-1.74987494,5.32431642,0.25735529,3.27834132,0.00536650,0.40196558,0.01921470,0.39816786,0.93017567,0.99119343
-1.74387194,5.44643541,0.26214559,3.38681168,0.00581332,0.40746440,0.01928168,0.40266803,0.92152973,0.99577629
-1.73786893,5.56133533,0.26665693,3.49213998,0.00630106,0.41245534,0.01932410,0.40644986,0.91141645,0.99750324
-1.73186593,5.66769149,0.27084795,3.59310655,0.00682626,0.41689875,0.01933850,0.40946425,0.89991285,0.99634425
-1.72586293,5.76412023,0.27467748,3.68841083,0.00738454,0.42075493,0.01932221,0.41166039,0.88709468,0.99230031
-1.71985993,5.84921108,0.27810538,3.77670072,0.00797059,0.42398436,0.01927332,0.41298768,0.87303732,0.98540476
-1.71385693,5.92156261,0.28109303,3.85660655,0.00857812,0.42654775,0.01919071,0.41339780,0.85781665,0.97572348
-1.70785393,5.97982065,0.28360387,3.92677809,0.00919987,0.42840604,0.01907394,0.41284701,0.84150978,0.96335411
-1.70185093,6.02271756,0.28560368,3.98592350,0.00982772,0.42952032,0.01892314,0.41129832,0.82419560,0.94842438
