energy_ev,total_up,total_down,Mn_p_up,Mn_p_down,Mn_d_up,Mn_d_down,N_s_up,N_s_down,N_p_up,N_p_down,Te_p_up,Te_p_down,Te_d_up,Te_d_down,Zn_p_up,Zn_p_down,Zn_d_up,Zn_d_down
-5.90395198,1.48636982,-1.15454122,0.38735348,-0.38440170,0.42848816,-0.23346978,0.00960292,-0.01093420,0.27410351,-0.20492773,0.40120595,-0.38445902,0.00000000,-0.00000000,0.30843920,-0.41793453,0.05359872,-0.06588495
-5.89794897,1.47986930,-1.09410230,0.38953953,-0.35745069,0.42600332,-0.22069623,0.00919937,-0.01093572,0.27342135,-0.19329636,0.39908000,-0.36448117,0.00000000,-0.00000000,0.31082916,-0.39270638,0.05299696,-0.06167904
-5.89194597,1.46697064,-1.03984735,0.38982990,-0.33382486,0.42138597,-0.20963908,0.00878128,-0.01087799,0.27121214,-0.18368088,0.39568885,-0.34563795,0.00000000,-0.00000000,0.31217961,-0.36915582,0.05228785,-0.05762405
-5.88594297,1.44788883,-0.99236789,0.38813384,-0.31353082,0.41472967,-0.20040580,0.00835581,-0.01076234,0.26749368,-0.17609187,0.39111934,-0.32818708,0.00000000,-0.00000000,0.31244822,-0.34753622,0.05147704,-0.05377010
-5.87993997,1.42300607,-0.95215567,0.38441511,-0.29654694,0.40617493,-0.19308165,0.00793000,-0.01059139,0.26231632,-0.17052256,0.38550005,-0.31235906,0.00000000,-0.00000000,0.31163659,-0.32805561,0.05057641,-0.05016192
-5.87393697,1.39286029,-0.91958505,0.37869190,-0.28281982,0.39590529,-0.18772634,0.00751066,-0.01036894,0.25576131,-0.16694623,0.37899729,-0.29835145,0.00000000,-0.00000000,0.30978978,-0.31087177,0.04960358,-0.04683775
-5.86793397,1.35812858,-0.89489837,0.37103491,-0.27226123,0.38414227,-0.18437117,0.00710416,-0.01009978,0.24793830,-0.16531368,0.37180975,-0.28632416,0.00000000,-0.00000000,0.30699415,-0.29608871,0.04858125,-0.04382852
-5.86193097,1.31960618,-0.87819495,0.36156374,-0.26474572,0.37113918,-0.18301686,0.00671643,-0.00978958,0.23898215,-0.16555126,0.36416173,-0.27639598,0.00000000,-0.00000000,0.30337361,-0.28375473,0.04753632,-0.04115727
-5.85592796,1.27818158,-0.86942434,0.35044167,-0.26010933,0.35717409,-0.18363209,0.00635276,-0.00944462,0.22904903,-0.16755946,0.35629523,-0.26864233,0.00000000,-0.00000000,0.29908445,-0.27386205,0.04649886,-0.03883891
-5.84992496,1.23480874,-0.86838392,0.33786907,-0.25814942,0.34254220,-0.18615297,0.00601777,-0.00907161,0.21831217,-0.17121223,0.34846125,-0.26309430,0.00000000,-0.00000000,0.29430877,-0.26634823,0.04550088,-0.03688024
-5.84392196,1.19047718,-0.87472135,0.32407571,-0.25862588,0.32754778,-0.19048339,0.00571529,-0.00867746,0.20695714,-0.17635729,0.34091040,-0.25973906,0.00000000,-0.00000000,0.28924699,-0.26109907,0.04457511,-0.03528025
-5.83791896,1.14618113,-0.88794153,0.30931231,-0.26126370,0.31249606,-0.19649623,0.00544838,-0.00826905,0.19517705,-0.18281725,0.33388332,-0.25852148,0.00000000,-0.00000000,0.28410963,-0.25795317,0.04375364,-0.03403063
-5.83191596,1.10288888,-0.90741813,0.29384167,-0.26575699,0.29768528,-0.20403560,0.00521920,-0.00785306,0.18316772,-0.19039185,0.32760118,-0.25934694,0.00000000,-0.00000000,0.27910865,-0.25670777,0.04306665,-0.03311648
-5.82591296,1.06151327,-0.93240926,0.27792975,-0.27177427,0.28339908,-0.21291984,0.00502905,-0.00743578,0.17112294,-0.19886102,0.32225675,-0.26208521,0.00000000,-0.00000000,0.27444890,-0.25712591,0.04254112,-0.03251723
-5.81990995,1.02288451,-0.96207677,0.26183704,-0.27896495,0.26989961,-0.22294527,0.00487831,-0.00702299,0.15923008,-0.20798891,0.31800624,-0.26657517,0.00000000,-0.00000000,0.27031980,-0.25894451,0.04219969,-0.03220762
-5.81390695,0.98772627,-0.99550852,0.24581063,-0.28696675,0.25742144,-0.23389069,0.00476649,-0.00661981,0.14766608,-0.21752862,0.31496243,-0.27263042,0.00000000,-0.00000000,0.26688786,-0.26188315,0.04205967,-0.03215881
-5.80790395,0.95663579,-1.03174298,0.23007718,-0.29541388,0.24616650,-0.24552225,0.00469221,-0.00623071,0.13659390,-0.22722755,0.31318938,-0.28004522,0.00000000,-0.00000000,0.26429015,-0.26565330,0.04213222,-0.03233947
-5.80190095,0.93006872,-1.06979519,0.21483711,-0.30394561,0.23630009,-0.25759881,0.00465324,-0.00585941,0.12615966,-0.23683321,0.31269890,-0.28860099,0.00000000,-0.00000000,0.26262907,-0.26996765,0.04242173,-0.03271695
-5.79589795,0.90832914,-1.10868317,0.20026010,-0.31221492,0.22794810,-0.26987731,0.00464658,-0.00550895,0.11649021,-0.24609910,0.31344905,-0.29807277,0.00000000,-0.00000000,0.26196860,-0.27454919,0.04292555,-0.03325832
-5.78989495,0.89156485,-1.14745396,0.18648214,-0.31989693,0.22119546,-0.28211827,0.00466851,-0.00518171,0.10769151,-0.25479068,0.31534473,-0.30823571,0.00000000,-0.00000000,0.26233222,-0.27913975,0.04363385,-0.03393143
-5.78389195,0.87976815,-1.18520821,0.17360397,-0.32669672,0.21608568,-0.29409104,0.00471468,-0.00487947,0.09984749,-0.26269102,0.31824048,-0.31887119,0.00000000,-0.00000000,0.26370242,-0.28350771,0.04452984,-0.03470579
-5.77788894,0.87278161,-1.22112252,0.16169110,-0.33235631,0.21262160,-0.30557863,0.00478023,-0.00460351,0.09301950,-0.26960586,0.32194524,-0.32977247,0.00000000,-0.00000000,0.26602193,-0.28745449,0.04559021,-0.03555337
-5.77188594,0.87030869,-1.25446873,0.15077501,-0.33666043,0.21076704,-0.31638214,0.00485991,-0.00435472,0.08724634,-0.27536812,0.32622909,-0.34074968,0.00000000,-0.00000000,0.26919636,-0.29081974,0.04678583,-0.03644924
-5.76588294,0.87192833,-1.28462941,0.14085575,-0.33944086,0.21044943,-0.32632444,0.00494821,-0.00413367,0.08254468,-0.27984141,0.33083153,-0.35163394,0.00000000,-0.00000000,0.27309832,-0.29348483,0.04808263,-0.03737206
-5.75987994,0.87711301,-1.31110908,0.13190531,-0.34057925,0.21156306,-0.33525311,0.00503952,-0.00394074,0.07890990,-0.28292258,0.33547113,-0.36228046,0.00000000,-0.00000000,0.27757259,-0.29537474,0.04944269,-0.03830436
-5.75387694,0.88524924,-1.33354087,0.12387193,-0.34000823,0.21397300,-0.34304256,0.00512827,-0.00377617,0.07631719,-0.28454310,0.33985596,-0.37257067,0.00000000,-0.00000000,0.28244219,-0.29645801,0.05082546,-0.03923267
-5.74787394,0.89565973,-1.35168830,0.11668478,-0.33771083,0.21751938,-0.34959530,0.00520910,-0.00364015,0.07472306,-0.28466942,0.34369454,-0.38241310,0.00000000,-0.00000000,0.28751498,-0.29674508,0.05218899,-0.04014751
-5.74187094,0.90762632,-1.36544238,0.11025895,-0.33371824,0.22202195,-0.35484226,0.00527700,-0.00353283,0.07406683,-0.28330210,0.34670670,-0.39174315,0.00000000,-0.00000000,0.29259054,-0.29628477,0.05349131,-0.04104311
-5.73586793,0.92041271,-1.37481426,0.10450049,-0.32810603,0.22728481,-0.35874236,0.00532744,-0.00345439,0.07427253,-0.28047394,0.34863393,-0.40052178,0.00000000,-0.00000000,0.29746702,-0.29515935,0.05469165,-0.04191709
-5.72986493,0.93328638,-1.37992377,0.09931121,-0.32098909,0.23310113,-0.36128121,0.00535652,-0.00340498,0.07525073,-0.27624720,0.34924883,-0.40873301,0.00000000,-0.00000000,0.30194770,-0.29347824,0.05575171,-0.04276993
-5.72386193,0.94553887,-1.38098461,0.09459309,-0.31251541,0.23925785,-0.36246921,0.00536105,-0.00338472,0.07690066,-0.27071001,0.34836315,-0.41638058,0.00000000,-0.00000000,0.30584699,-0.29137075,0.05663672,-0.04360435
-5.71785893,0.95650400,-1.37828671,0.09025223,-0.30285911,0.24554021,-0.36233900,0.00533863,-0.00339363,0.07911227,-0.26397221,0.34583426,-0.42348376,0.00000000,-0.00000000,0.30899567,-0.28897811,0.05731639,-0.04442459
-5.71185593,0.96557355,-1.37217689,0.08620208,-0.29221297,0.25173608,-0.36094249,0.00528773,-0.00343157,0.08176856,-0.25616079,0.34156965,-0.43007254,0.00000000,-0.00000000,0.31124538,-0.28644522,0.05776571,-0.04523564
-5.70585293,0.97221024,-1.36303837,0.08236609,-0.28078076,0.25764012,-0.35834759,0.00520769,-0.00349814,0.08474788,-0.24741516,0.33552950,-0.43618249,0.00000000,-0.00000000,0.31247204,-0.28391243,0.05796545,-0.04604251
-5.69984992,0.97595788,-1.35127038,0.07867955,-0.26876979,0.26305762,-0.35463475,0.00509871,-0.00359264,0.08792636,-0.23788241,0.32772714,-0.44184938,0.00000000,-0.00000000,0.31257837,-0.28150786,0.05790258,-0.04684940
-5.69384692,0.97644866,-1.33726849,0.07509081,-0.25638387,0.26780814,-0.34989351,0.00496183,-0.00371394,0.09118043,-0.22771281,0.31822753,-0.44710398,0.00000000,-0.00000000,0.31149546,-0.27934044,0.05757038,-0.04765899
-5.68784392,0.97340788,-1.32140666,0.07156185,-0.24381695,0.27172882,-0.34421906,0.00479887,-0.00386043,0.09438934,-0.21705564,0.30714400,-0.45196721,0.00000000,-0.00000000,0.30918345,-0.27749412,0.05696843,-0.04847185
-5.68184092,0.96665624,-1.30402163,0.06806828,-0.23124767,0.27467741,-0.33770912,0.00461235,-0.00402995,0.09743772,-0.20605552,0.29463343,-0.45644587,0.00000000,-0.00000000,0.30563145,-0.27602342,0.05610240,-0.04928588
-5.67583792,0.95610999,-1.28540034,0.06459891,-0.21883506,0.27653493,-0.33046105,0.00440537,-0.00421976,0.10021809,-0.19484931,0.28089014,-0.46052927,0.00000000,-0.00000000,0.30085678,-0.27495054,0.05498369,-0.05009595
-5.66983492,0.94177942,-1.26577075,0.06115497,-0.20671528,0.27720810,-0.32256942,0.00418153,-0.00442652,0.10263325,-0.18356367,0.26613901,-0.46418686,0.00000000,-0.00000000,0.29490373,-0.27426420,0.05362896,-0.05089371
-5.66383192,0.92376577,-1.24529641,0.05774906,-0.19499960,0.27663121,-0.31412398,0.00394478,-0.00464632,0.10459853,-0.17231325,0.25062812,-0.46736711,0.00000000,-0.00000000,0.28784197,-0.27392016,0.05205959,-0.05166753
-5.65782891,0.90225718,-1.22407483,0.05440409,-0.18377362,0.27476775,-0.30520817,0.00369934,-0.00487471,0.10604379,-0.16119957,0.23462132,-0.46999765,0.00000000,-0.00000000,0.27976468,-0.27384333,0.05030108,-0.05240268
-5.65182591,0.87752378,-1.20213964,0.05115209,-0.17309751,0.27161142,-0.29589815,0.00344953,-0.00510680,0.10691508,-0.15031046,0.21839109,-0.47198677,0.00000000,-0.00000000,0.27078658,-0.27393152,0.04838241,-0.05308168
-5.64582291,0.84991224,-1.17946633,0.04803317,-0.16300728,0.26718672,-0.28626227,0.00319972,-0.00533733,0.10717600,-0.13972009,0.20221211,-0.47322630,0.00000000,-0.00000000,0.26104203,-0.27406047,0.04633545,-0.05368482
-5.63981991,0.81984006,-1.15598103,0.04509464,-0.15351692,0.26154904,-0.27636115,0.00295419,-0.00556085,0.10680855,-0.12948941,0.18635562,-0.47359558,0.00000000,-0.00000000,0.25068316,-0.27408994,0.04419438,-0.05419079
-5.63381691,0.78778960,-1.13157207,0.04239027,-0.14462119,0.25478408,-0.26624812,0.00271711,-0.00577183,0.10581360,-0.11966706,0.17108505,-0.47296666,0.00000000,-0.00000000,0.23987809,-0.27387059,0.04199515,-0.05457755
-5.62781391,0.75430209,-1.10610343,0.03997988,-0.13629891,0.24700690,-0.25597008,0.00249242,-0.00596483,0.10421077,-0.11029046,0.15665272,-0.47121017,0.00000000,-0.00000000,0.22880945,-0.27325134,0.03977502,-0.05482321
-5.62181091,0.71997165,-1.07942954,0.03792905,-0.12851655,0.23836022,-0.24556867,0.00228380,-0.00613472,0.10203793,-0.10138722,0.14329796,-0.46820190,0.00000000,-0.00000000,0.21767297,-0.27208673,0.03757215,-0.05490695
-5.61580790,0.68543926,-1.05141065,0.03630915,-0.12123196,0.22901240,-0.23508171,0.00209469,-0.00627677,0.09935014,-0.09297660,0.13124633,-0.46382951,0.00000000,-0.00000000,0.20667629,-0.27024414,0.03542528,-0.05481004
-5.60980490,0.65138673,-1.02192803,0.03519745,-0.11439805,0.21915486,-0.22454480,0.00192822,-0.00638690,0.09621820,-0.08507099,0.12070999,-0.45799925,0.00000000,-0.00000000,0.19603795,-0.26761038,0.03337340,-0.05451675
-5.60380190,0.61853060,-0.99089817,0.03467745,-0.10796626,0.20899912,-0.21399289,0.00178726,-0.00646176,0.09272683,-0.07767748,0.11188901,-0.45064215,0.00000000,-0.00000000,0.18598640,-0.26409746,0.03145555,-0.05401521
-5.59779890,0.58761579,-0.95828553,0.03483920,-0.10188974,0.19877352,-0.20346194,0.00167437,-0.00649890,0.08897252,-0.07079929,0.10497334,-0.44171959,0.00000000,-0.00000000,0.17675907,-0.25964729,0.02971059,-0.05329817
-5.59179590,0.55940902,-0.92411308,0.03577955,-0.09612606,0.18871972,-0.19299040,0.00159190,-0.00649682,0.08506114,-0.06443706,0.10014511,-0.43122773,0.00000000,-0.00000000,0.16860144,-0.25423512,0.02817700,-0.05236358
-5.58579290,0.53469175,-0.88847026,0.03760231,-0.09063948,0.17908896,-0.18262047,0.00154190,-0.00645509,0.08110545,-0.05859011,0.09758115,-0.41920075,0.00000000,-0.00000000,0.16176589,-0.24787164,0.02689268,-0.05121504
-5.57978989,0.51425260,-0.85151809,0.04041818,-0.08540269,0.17013824,-0.17239916,0.00152624,-0.00637435,0.07722248,-0.05325749,0.09745517,-0.40571261,0.00000000,-0.00000000,0.15651048,-0.24060369,0.02589467,-0.04986198
-5.57378689,0.49887892,-0.81349116,0.04434437,-0.08039801,0.16212648,-0.16237899,0.00154651,-0.00625629,0.07353093,-0.04843882,0.09993952,-0.39087733,0.00000000,-0.00000000,0.15309721,-0.23251361,0.02521891,-0.04831969
-5.56778389,0.48934755,-0.77469660,0.04950371,-0.07561803,0.15531058,-0.15261835,0.00160410,-0.00610363,0.07014867,-0.04413507,0.10520610,-0.37484770,0.00000000,-0.00000000,0.15179011,-0.22371727,0.02489985,-0.04660913
-5.56178089,0.48641451,-0.73551000,0.05602344,-0.07106580,0.14994148,-0.14318152,0.00170011,-0.00592005,0.06719030,-0.04034904,0.11342633,-0.35781256,0.00000000,-0.00000000,0.15285261,-0.21436097,0.02496999,-0.04475652
-5.55577789,0.49080344,-0.69636862,0.06403328,-0.06675454,0.14626031,-0.13413823,0.00183538,-0.00571004,0.06476495,-0.03708572,0.12476986,-0.33999271,0.00000000,-0.00000000,0.15654447,-0.20461744,0.02545938,-0.04279278
-5.54977489,0.50319292,-0.65776221,0.07366312,-0.06270697,0.14449435,-0.12556293,0.00201040,-0.00547883,0.06297411,-0.03435251,0.13940202,-0.32163571,0.00000000,-0.00000000,0.16311802,-0.19468094,0.02639494,-0.04075279
-5.54377189,0.52420245,-0.62022179,0.08503991,-0.05895436,0.14485309,-0.11753370,0.00222527,-0.00523221,0.06190982,-0.03215913,0.15747989,-0.30300975,0.00000000,-0.00000000,0.17281364,-0.18476189,0.02779979,-0.03867452
-5.53776888,0.55437716,-0.58430688,0.09828419,-0.05553521,0.14752418,-0.11013086,0.00247964,-0.00497638,0.06165290,-0.03051747,0.17914713,-0.28439696,0.00000000,-0.00000000,0.18585466,-0.17508116,0.02969242,-0.03659812
-5.53176588,0.59417168,-0.55059171,0.11350597,-0.05249391,0.15266927,-0.10343528,0.00277266,-0.00471774,0.06227148,-0.02944118,0.20452754,-0.26608637,0.00000000,-0.00000000,0.20244140,-0.16586419,0.03208581,-0.03456487
-5.52576288,0.64393306,-0.51965083,0.13080025,-0.04987912,0.16041980,-0.09752656,0.00310285,-0.00446280,0.06381959,-0.02894510,0.23371766,-0.24836680,0.00000000,-0.00000000,0.22274474,-0.15733520,0.03498655,-0.03261617
-5.51975988,0.70388347,-0.49204451,0.15024227,-0.04774218,0.17087283,-0.09248099,0.00346810,-0.00421795,0.06633598,-0.02904449,0.26677863,-0.23152000,0.00000000,-0.00000000,0.24689905,-0.14971161,0.03839393,-0.03079253
-5.51375688,0.77410301,-0.46830456,0.17188248,-0.04613547,0.18408675,-0.08836950,0.00386558,-0.00398931,0.06984312,-0.02975414,0.30372764,-0.21581422,0.00000000,-0.00000000,0.27499494,-0.14319883,0.04229908,-0.02913258
-5.50775388,0.85451343,-0.44892074,0.19574172,-0.04511084,0.20007730,-0.08525557,0.00429174,-0.00378261,0.07434634,-0.03108727,0.34452936,-0.20149849,0.00000000,-0.00000000,0.30707171,-0.13798551,0.04668423,-0.02767216
-5.50175088,0.94486337,-0.43432822,0.22180642,-0.04471808,0.21881372,-0.08319316,0.00474221,-0.00360307,0.07983313,-0.03305435,0.38908785,-0.18879763,0.00000000,-0.00000000,0.34311014,-0.13423939,0.05152201,-0.02644349
-5.49574787,1.04471603,-0.42489631,0.25002441,-0.04500351,0.24021550,-0.08222485,0.00521192,-0.00345522,0.08627272,-0.03566181,0.43723920,-0.17790824,0.00000000,-0.00000000,0.38302567,-0.13210369,0.05677511,-0.02547444
-5.48974487,1.15344014,-0.42091887,0.28030125,-0.04600875,0.26414971,-0.08238012,0.00569505,-0.00334289,0.09361584,-0.03891076,0.48874560,-0.16899557,0.00000000,-0.00000000,0.42666248,-0.13169427,0.06239601,-0.02478793
-5.48374187,1.27020505,-0.42260641,0.31249750,-0.04776965,0.29042926,-0.08367394,0.00618516,-0.00326910,0.10179489,-0.04279567,0.54329112,-0.16219157,0.00000000,-0.00000000,0.47378875,-0.13309747,0.06832708,-0.02440144
-5.47773887,1.39398072,-0.43008036,0.34642702,-0.05031539,0.31881236,-0.08610565,0.00667523,-0.00323596,0.11072428,-0.04730322,0.60047957,-0.15759378,0.00000000,-0.00000000,0.52409358,-0.13636867,0.07450102,-0.02432662
-5.47173587,1.52354339,-0.44336953,0.38185657,-0.05366796,0.34900326,-0.08965839,0.00715786,-0.00324474,0.12030134,-0.05241123,0.65983494,-0.15526528,0.00000000,-0.00000000,0.57718587,-0.14153171,0.08084157,-0.02456914
-5.46573287,1.65748732,-0.46240903,0.41850672,-0.05784181,0.38065463,-0.09429887,0.00762539,-0.00329573,0.13040754,-0.05808791,0.72080443,-0.15523567,0.00000000,-0.00000000,0.63259544,-0.14857906,0.08726465,-0.02512853
-5.45972986,1.79424299,-0.48704184,0.45605436,-0.06284387,0.41337162,-0.09997780,0.00807007,-0.00338834,0.14091022,-0.06429138,0.78276443,-0.15750282,0.00000000,-0.00000000,0.68977680,-0.15747293,0.09367977,-0.02599831
-5.45372686,1.93210183,-0.51702312,0.49413666,-0.06867391,0.44671771,-0.10663081,0.00848431,-0.00352106,0.15166482,-0.07096960,0.84502934,-0.16203556,0.00000000,-0.00000000,0.74811559,-0.16814722,0.09999185,-0.02716618
-5.44772386,2.06924710,-0.55202732,0.53235665,-0.07532529,0.48022233,-0.11418006,0.00886083,-0.00369153,0.16251750,-0.07806074,0.90686322,-0.16877714,0.00000000,-0.00000000,0.80693778,-0.18051039,0.10610325,-0.02861434
-5.44172086,2.20379054,-0.59165818,0.57029025,-0.08278606,0.51339031,-0.12253643,0.00919292,-0.00389657,0.17330830,-0.08549401,0.96749401,-0.17764939,0.00000000,-0.00000000,0.86552172,-0.19444921,0.11191605,-0.03032006
-5.43571786,2.33381383,-0.63546140,0.60749470,-0.09104042,0.54571269,-0.13160228,0.00947457,-0.00413228,0.18387465,-0.09319103,1.02613000,-0.18855744,0.00000000,-0.00000000,0.92311268,-0.20983344,0.11733451,-0.03225628
-5.42971486,2.45741383,-0.68293978,0.64351814,-0.10007050,0.57667891,-0.14127469,0.00970074,-0.00439415,0.19405512,-0.10106760,1.08197812,-0.20139501,0.00000000,-0.00000000,0.97893966,-0.22652117,0.12226756,-0.03439241
-5.42371186,2.57275010,-0.73357050,0.67791006,-0.10985843,0.60578987,-0.15144918,0.00986744,-0.00467712,0.20369351,-0.10903598,1.13426342,-0.21604997,0.00000000,-0.00000000,1.03223401,-0.24436490,0.12663130,-0.03669518
-5.41770885,2.67809319,-0.78682385,0.71023253,-0.12038849,0.63257141,-0.16202365,0.00997188,-0.00497574,0.21264291,-0.11700750,1.18224915,-0.23241001,0.00000000,-0.00000000,1.08224928,-0.26321801,0.13035133,-0.03912970
-5.41170585,2.77187203,-0.84218284,0.74007150,-0.13164935,0.65658774,-0.17290241,0.01001256,-0.00528429,0.22076971,-0.12489542,1.22525680,-0.25036836,0.00000000,-0.00000000,1.12828165,-0.28294149,0.13336497,-0.04166046
-5.40570285,2.85271851,-0.89916272,0.76704823,-0.14363618,0.67745437,-0.18400012,0.00998930,-0.00559698,0.22795749,-0.13261792,1.26268521,-0.26982903,0.00000000,-0.00000000,1.16969009,-0.30341054,0.13562304,-0.04425240
-5.39969985,2.91950758,-0.95732950,0.79083000,-0.15635244,0.69484986,-0.19524543,0.00990325,-0.00590801,0.23411039,-0.14010104,1.29402821,-0.29071153,0.00000000,-0.00000000,1.20591561,-0.32452072,0.13709136,-0.04687205
-5.39369685,2.97139125,-1.01631640,0.81114009,-0.16981121,0.70852593,-0.20658400,0.00975680,-0.00621181,0.23915613,-0.14728143,1.31888989,-0.31295460,0.00000000,-0.00000000,1.23649867,-0.34619335,0.13775174,-0.04948848
-5.38769385,3.00782483,-1.07583719,0.82776629,-0.18403582,0.71831556,-0.21798081,0.00955357,-0.00650314,0.24304825,-0.15410879,1.33699712,-0.33651877,0.00000000,-0.00000000,1.26109391,-0.36837967,0.13760255,-0.05207428
-5.38169085,3.02858444,-1.13569533,0.84056786,-0.19905968,0.72413850,-0.22942145,0.00929820,-0.00677722,0.24576763,-0.16054770,1.34820845,-0.36138735,0.00000000,-0.00000000,1.27948170,-0.39106348,0.13665868,-0.05460625
-5.37568784,3.03377464,-1.19578821,0.84948036,-0.21492510,0.72600407,-0.24091227,0.00899624,-0.00702991,0.24732317,-0.16657885,1.35251930,-0.38756573,0.00000000,-0.00000000,1.29157562,-0.41426189,0.13495101,-0.05706602
-5.36968484,3.02382580,-1.25610570,0.85451825,-0.23168103,0.72401093,-0.25247933,0.00865398,-0.00725770,0.24775152,-0.17219951,1.35006285,-0.41507868,0.00000000,-0.00000000,1.29742565,-0.43802404,0.13252544,-0.05944036
-5.36368184,2.99948111,-1.31672265,0.85577496,-0.24937965,0.71834384,-0.26416601,0.00827821,-0.00745788,0.24711586,-0.17742311,1.34110673,-0.44396578,0.00000000,-0.00000000,1.29721659,-0.46242744,0.12944131,-0.06172125
-5.35767884,2.96177333,-1.37778536,0.85342043,-0.26807193,0.70926756,-0.27602937,0.00787604,-0.00762851,0.24550384,-0.18227798,1.32604538,-0.47427475,0.00000000,-0.00000000,1.29126176,-0.48757221,0.12576959,-0.06390569
-5.35167584,2.91199227,-1.43949229,0.84769599,-0.28780219,0.69711786,-0.28813537,0.00745471,-0.00776846,0.24302452,-0.18680534,1.30538839,-0.50605306,0.00000000,-0.00000000,1.27999199,-0.51357302,0.12159056,-0.06599522
-5.34567284,2.85164385,-1.50206984,0.83890679,-0.30860184,0.68229029,-0.30055315,0.00702136,-0.00787736,0.23980469,-0.19105643,1.27974514,-0.53933813,0.00000000,-0.00000000,1.26394038,-0.54054922,0.11699138,-0.06799518
