energy_ev,total_up,Fe_p_up,Fe_d_up,N_s_up,N_p_up,S_s_up,S_p_up,Zr_p_up,Zr_d_up
-5.82591296,5.99396207,1.30653611,0.48579440,0.00549102,1.28278293,0.10824215,2.26781064,1.18812066,0.86919651
-5.81990995,5.95780267,1.26760250,0.47953507,0.00569618,1.32123509,0.10454364,2.20780503,1.23797303,0.90029356
-5.81390695,5.95057470,1.23308539,0.47508412,0.00596512,1.36694318,0.10135226,2.15821819,1.29730016,0.93807588
-5.80790395,5.97258966,1.20304823,0.47248949,0.00629763,1.41996113,0.09868692,2.11922065,1.36633009,0.98255797
-5.80190095,6.02370005,1.17746128,0.47175154,0.00669225,1.48025799,0.09655914,2.09078984,1.44517513,1.03366369
-5.79589795,6.10331105,1.15621478,0.47282558,0.00714621,1.54770952,0.09497352,2.07272483,1.53381767,1.09122064
-5.78989495,6.21039516,1.13913315,0.47562551,0.00765542,1.62208888,0.09392814,2.06466354,1.63209549,1.15495475
-5.78389195,6.34350948,1.12598975,0.48002837,0.00821454,1.70305722,0.09341489,2.06610185,1.73968758,1.22448550
-5.77788894,6.50081607,1.11652142,0.48587974,0.00881696,1.79015485,0.09341977,2.07641392,1.85610114,1.29932230
-5.77188594,6.68010547,1.11044232,0.49299971,0.00945500,1.88279380,0.09392308,2.09487308,1.98066088,1.37886243
-5.76588294,6.87882391,1.10745661,0.50118920,0.01011995,1.98025264,0.09489955,2.12067265,2.11250156,1.46239125
-5.75987994,7.09410473,1.10726929,0.51023647,0.01080231,2.08167441,0.09631852,2.15294627,2.25056486,1.54908498
-5.75387694,7.32280425,1.10959518,0.51992361,0.01149193,2.18606846,0.09814408,2.19078702,2.39360131,1.63801660
-5.74787394,7.56154240,1.11416545,0.53003268,0.01217831,2.29231658,0.10033521,2.23326515,2.54017815,1.72816503
-5.74187094,7.80674804,1.12073178,0.54035139,0.01285080,2.39918417,0.10284603,2.27944385,2.68869351,1.81842790
-5.73586793,8.05470886,1.12906802,0.55067817,0.01349884,2.50533624,0.10562615,2.32839284,2.83739731,1.90763777
-5.72986493,8.30162509,1.13896942,0.56082625,0.01411229,2.60935850,0.10862105,2.37919961,2.98441853,1.99458170
-5.72386193,8.54366661,1.15024971,0.57062690,0.01468160,2.70978299,0.11177263,2.43097817,3.12779882,2.07802378
-5.71785893,8.77703222,1.16273637,0.57993154,0.01519807,2.80511781,0.11501985,2.48287545,3.26553135,2.15673015
-5.71185593,8.99801011,1.17626445,0.58861276,0.01565406,2.89387997,0.11829955,2.53407547,3.39560417,2.22949577
-5.70585293,9.20303839,1.19066964,0.59656432,0.01604316,2.97463050,0.12154730,2.58380163,3.51604653,2.29517214
-5.69984992,9.38876422,1.20578110,0.60370014,0.01636025,3.04601046,0.12469843,2.63131753,3.62497683,2.35269513
-5.69384692,9.55210065,1.22141483,0.60995242,0.01660165,3.10677678,0.12768916,2.67592706,3.72065033,2.40111189
-5.68784392,9.69027979,1.23736805,0.61526916,0.01676513,3.15583633,0.13045773,2.71697404,3.80150497,2.43960587
-5.68184092,9.80090135,1.25341548,0.61961119,0.01684983,3.19227712,0.13294572,2.75384248,3.86620354,2.46751911
-5.67583792,9.88197572,1.26930770,0.62294907,0.01685629,3.21539528,0.13509923,2.78595768,3.91367049,2.48437072
-5.66983492,9.93196065,1.28477232,0.62526004,0.01678627,3.22471677,0.13687026,2.81278901,3.94312195,2.48987104
-5.66383192,9.94979098,1.29951787,0.62652527,0.01664269,3.22001295,0.13821785,2.83385462,3.95408782,2.48393071
-5.65782891,9.93490071,1.31324059,0.62672775,0.01642941,3.20130926,0.13910936,2.84872834,3.94642493,2.46666439
-5.65182591,9.88723706,1.32563395,0.62585079,0.01615111,3.16888667,0.13952150,2.85704869,3.92032080,2.43838874
-5.64582291,9.80726581,1.33640024,0.62387746,0.01581311,3.12327586,0.13944128,2.85852990,3.87628796,2.39961482
-5.63981991,9.69596785,1.34526397,0.62079090,0.01542119,3.06524415,0.13886678,2.85297427,3.81514890,2.35103515
-5.63381691,9.55482630,1.35198602,0.61657557,0.01498145,2.99577569,0.13780768,2.84028531,3.73801248,2.29350566
-5.62781391,9.38580415,1.35637776,0.61121919,0.01450014,2.91604568,0.13628555,2.82048059,3.64624262,2.22802338
-5.62181091,9.19131204,1.35831421,0.60471544,0.01398355,2.82738934,0.13433385,2.79370340,3.54142051,2.15570043
-5.61580790,8.97416644,1.35774522,0.59706700,0.01343794,2.73126690,0.13199760,2.76023208,3.42530185,2.07773532
-5.60980490,8.73753805,1.35470384,0.58828878,0.01286938,2.62922557,0.12933271,2.72048584,3.29977062,1.99538244
-5.60380190,8.48489111,1.34931108,0.57841103,0.01228377,2.52286001,0.12640499,2.67502626,3.16679096,1.90992070
-5.59779890,8.21991426,1.34177649,0.56748203,0.01168673,2.41377230,0.12328880,2.62455350,3.02835888,1.82262243
-5.59179590,7.94644388,1.33239429,0.55557011,0.01108360,2.30353286,0.12006537,2.56989685,2.88645520,1.73472337
-5.58579290,7.66838146,1.32153482,0.54276475,0.01047944,2.19364333,0.11682086,2.51199923,2.74300111,1.64739460
-5.57978989,7.38960672,1.30963172,0.52917666,0.00987894,2.08550264,0.11364412,2.45189577,2.59981759,1.56171739
-5.57378689,7.11388863,1.29716509,0.51493655,0.00928650,1.98037698,0.11062427,2.39068708,2.45858963,1.47866133
-5.56778389,6.84479673,1.28464146,0.50019288,0.00870615,1.87937466,0.10784817,2.32950779,2.32083601,1.39906654
-5.56178089,6.58561546,1.27257154,0.48510825,0.00814156,1.78342625,0.10539783,2.26949164,2.18788518,1.32363012
-5.55577789,6.33926424,1.26144665,0.46985496,0.00759604,1.69327060,0.10334779,2.21173449,2.06085753,1.25289721
-5.54977489,6.10822619,1.25171521,0.45460961,0.00707250,1.60944676,0.10176274,2.15725667,1.94065419,1.18725670
-5.54377189,5.89448806,1.24376035,0.43954729,0.00657346,1.53229204,0.10069516,2.10696659,1.82795227,1.12694149
-5.53776888,5.69949399,1.23787982,0.42483541,0.00610099,1.46194596,0.10018344,2.06162701,1.72320617,1.07203320
-5.53176588,5.52411489,1.23426931,0.41062769,0.00565674,1.39835979,0.10025020,2.02182580,1.62665487,1.02247096
-5.52576288,5.36863525,1.23301003,0.39705857,0.00524188,1.34131128,0.10090113,1.98795246,1.53833434,0.97806383
-5.51975988,5.23275807,1.23406112,0.38423825,0.00485714,1.29042394,0.10212430,1.96018170,1.45809471,0.93850642
-5.51375688,5.11562834,1.23725751,0.37224887,0.00450279,1.24519009,0.10389002,1.93846490,1.38562145,0.90339708
-5.50775388,5.01587434,1.24231322,0.36114173,0.00417864,1.20499697,0.10615115,1.92253001,1.32045971,0.87225793
-5.50175088,4.93166581,1.24882998,0.35093601,0.00388412,1.16915486,0.10884415,1.91188995,1.26204121,0.84455623
-5.49574787,4.86078680,1.25631089,0.34161884,0.00361825,1.13692641,0.11189053,1.90585943,1.20971266,0.81972610
-5.48974487,4.80072088,1.26417845,0.33314681,0.00337973,1.10755604,0.11519886,1.90357942,1.16276495,0.79719018
-5.48374187,4.74874547,1.27179608,0.32544887,0.00316698,1.08029852,0.11866728,1.90404832,1.12046229,0.77638035
-5.47773887,4.70203200,1.27849225,0.31843038,0.00297821,1.05444589,0.12218635,1.90615873,1.08207045,0.75675692
-5.47173587,4.65774807,1.28358610,0.31197825,0.00281153,1.02935178,0.12564220,1.90873811,1.04688328,0.73782579
-5.46573287,4.61315803,1.28641348,0.30596672,0.00266495,1.00445240,0.12891994,1.91059183,1.01424685,0.71915310
-5.45972986,4.56571814,1.28635216,0.30026373,0.00253653,0.97928373,0.13190707,1.91054686,0.98358064,0.70037689
-5.45372686,4.51316300,1.28284542,0.29473735,0.00242442,0.95349436,0.13449688,1.90749425,0.95439503,0.68121575
-5.44772386,4.45358027,1.27542276,0.28926213,0.00232694,0.92685384,0.13659173,1.90042886,0.92630495,0.66147408
-5.44172086,4.38547099,1.26371722,0.28372503,0.00224263,0.89925623,0.13810599,1.88848471,0.89903921,0.64104415
-5.43571786,4.30779383,1.24747851,0.27803062,0.00217030,0.87071926,0.13896862,1.87096468,0.87244535,0.61990498
-5.42971486,4.21999176,1.22658159,0.27210538,0.00210909,0.84137900,0.13912527,1.84736344,0.84649019,0.59811825
-5.42371186,4.12200085,1.20103045,0.26590099,0.00205844,0.81148064,0.13853984,1.81738295,0.82125587,0.57582162
-5.41770885,4.01424115,1.17095719,0.25939628,0.00201815,0.78136580,0.13719540,1.78094002,0.79693187,0.55321970
-5.41170585,3.89759069,1.13661639,0.25259805,0.00198833,0.75145699,0.13509447,1.73816580,0.77380333,0.53057331
-5.40570285,3.77334380,1.09837528,0.24554049,0.00196939,0.72223976,0.13225871,1.68939760,0.75223594,0.50818728
-5.39969985,3.64315614,1.05670026,0.23828355,0.00196197,0.69424352,0.12872799,1.63516346,0.73265823,0.48639741
-5.39369685,3.50897851,1.01214027,0.23091001,0.00196692,0.66802138,0.12455888,1.57616037,0.71554169,0.46555705
-5.38769385,3.37298265,0.96530786,0.22352179,0.00198520,0.64413002,0.11982269,1.51322726,0.70137953,0.44602375
-5.38169085,3.23748189,0.91685883,0.21623535,0.00201783,0.62311017,0.11460317,1.44731397,0.69066477,0.42814638
-5.37568784,3.10484985,0.86747104,0.20917670,0.00206577,0.60546829,0.10899388,1.37944769,0.68386852,0.41225325
-5.36968484,2.97744056,0.81782351,0.20247598,0.00212985,0.59166016,0.10309541,1.31069823,0.68141913,0.39864139
-5.36368184,2.85751291,0.76857632,0.19626214,0.00221071,0.58207679,0.09701268,1.24214361,0.68368314,0.38756755
-5.35767884,2.74716224,0.72035220,0.19065776,0.00230867,0.57703319,0.09085215,1.17483740,0.69094866,0.37924087
-5.35167584,2.64826175,0.67372032,0.18577429,0.00242371,0.57676032,0.08471936,1.10977885,0.70341198,0.37381773
-5.34567284,2.56241543,0.62918278,0.18170802,0.00255537,0.58140044,0.07871660,1.04788718,0.72116786,0.37139861
-5.33966983,2.49092437,0.58716423,0.17853684,0.00270274,0.59100607,0.07294107,0.98998040,0.74420429,0.37202732
-5.33366683,2.43476693,0.54800474,0.17631789,0.00286443,0.60554253,0.06748321,0.93675969,0.77240163,0.37569228
-5.32766383,2.39459337,0.51195608,0.17508634,0.00303854,0.62489400,0.06242560,0.88879921,0.80553669,0.38233003
-5.32166083,2.37073418,0.47918131,0.17485515,0.00322273,0.64887273,0.05784209,0.84654155,0.84329140,0.39183066
-5.31565783,2.36322131,0.44975748,0.17561589,0.00341421,0.67723113,0.05379742,0.81029847,0.88526598,0.40404491
-5.30965483,2.37182034,0.42368112,0.17734049,0.00360986,0.70967606,0.05034697,0.78025644,0.93099595,0.41879270
-5.30365183,2.39607146,0.40087620,0.17998384,0.00380624,0.74588466,0.04753692,0.75648618,0.97997231,0.43587256
-5.29764882,2.43533655,0.38120390,0.18348696,0.00399977,0.78552097,0.04540448,0.73895534,1.03166396,0.45507159
-5.29164582,2.48884931,0.36447382,0.18778068,0.00418677,0.82825234,0.04397825,0.72754337,1.08554114,0.47617541
-5.28564282,2.55576528,0.35045595,0.19278949,0.00436362,0.87376476,0.04327862,0.72205748,1.14109869,0.49897754
-5.27963982,2.63520878,0.33889288,0.19843545,0.00452688,0.92177609,0.04331815,0.72224865,1.19787781,0.52328764
-5.27363682,2.72631357,0.32951167,0.20464178,0.00467341,0.97204645,0.04410180,0.72782684,1.25548503,0.54893828
-5.26763382,2.82825504,0.32203495,0.21133609,0.00480046,1.02438484,0.04562716,0.73847450,1.31360722,0.57578954
-5.26163082,2.94027190,0.31619075,0.21845303,0.00490579,1.07865158,0.04788447,0.75385778,1.37202159,0.60373138
-5.25562781,3.06167607,0.31172083,0.22593623,0.00498776,1.13475619,0.05085655,0.77363507,1.43060004,0.63268342
-5.24962481,3.19185060,0.30838717,0.23373948,0.00504537,1.19265060,0.05451860,0.79746261,1.48930731,0.66259212
-5.24362181,3.33023603,0.30597663,0.24182723,0.00507831,1.25231808,0.05883799,0.82499736,1.54819317,0.69342559
-5.23761881,3.47630665,0.30430365,0.25017434,0.00508695,1.31375843,0.06377397,0.85589723,1.60737875,0.72516617
-5.23161581,3.62953877,0.30321122,0.25876538,0.00507237,1.37697028,0.06927753,0.88981945,1.66703801,0.75780143
-5.22561281,3.78937416,0.30257018,0.26759345,0.00503627,1.44193170,0.07529126,0.92641742,1.72737547,0.79131406
-5.21960980,3.95518176,0.30227730,0.27665889,0.00498092,1.50858053,0.08174948,0.96533707,1.78860161,0.82567155
-5.21360680,4.12622160,0.30225227,0.28596805,0.00490911,1.57679576,0.08857860,1.00621345,1.85090760,0.86081620
-5.20760380,4.30161458,0.30243409,0.29553232,0.00482401,1.64638164,0.09569769,1.04866823,1.91444128,0.89665661
-5.20160080,4.48032138,0.30277726,0.30536756,0.00472910,1.71705581,0.10301946,1.09230906,1.97928597,0.93306108
-5.19559780,4.66113370,0.30324801,0.31549430,0.00462803,1.78844266,0.11045148,1.13673114,2.04544374,0.96985374
-5.18959480,4.84267958,0.30382097,0.32593850,0.00452452,1.86007297,0.11789771,1.18152143,2.11282459,1.00681400
-5.18359180,5.02344423,0.30447649,0.33673320,0.00442223,1.93139026,0.12526034,1.22626566,2.18124231,1.04367934
-5.17758879,5.20180625,0.30519885,0.34792075,0.00432472,2.00176399,0.13244180,1.27055799,2.25041761,1.08015173
-5.17158579,5.37608805,0.30597535,0.35955564,0.00423528,2.07050936,0.13934689,1.31401289,2.31998843,1.11590748
-5.16558279,5.54461838,0.30679636,0.37170760,0.00415690,2.13691272,0.14588499,1.35627870,2.38952696,1.15060987
-5.15957979,5.70580340,0.30765621,0.38446479,0.00409222,2.20026152,0.15197220,1.39705200,2.45856219,1.18392421
-5.15357679,5.85820240,0.30855475,0.39793658,0.00404343,2.25987719,0.15753333,1.43609183,2.52660674,1.21553414
-5.14757379,6.00060345,0.30949940,0.41225561,0.00401232,2.31514894,0.16250368,1.47323271,2.59318599,1.24515852
-5.14157079,6.13209385,0.31050728,0.42757881,0.00400017,2.36556676,0.16683046,1.50839542,2.65786761,1.27256761
-5.13556778,6.25212089,0.31160735,0.44408684,0.00400784,2.41075133,0.17047392,1.54159452,2.72028951,1.29759758
-5.12956478,6.36053806,0.31284205,0.46198180,0.00403571,2.45047927,0.17340793,1.57294181,2.78018423,1.32016246
-5.12356178,6.45763339,0.31426827,0.48148294,0.00408372,2.48470183,0.17562021,1.60264502,2.83739801,1.34026253
-5.11755878,6.54413695,0.31595745,0.50282010,0.00415137,2.51355596,0.17711212,1.63100140,2.89190331,1.35798874
-5.11155578,6.62120607,0.31799459,0.52622524,0.00423780,2.53736677,0.17789793,1.65838612,2.94380382,1.37352262
-5.10555278,6.69038808,0.32047613,0.55192177,0.00434174,2.55664123,0.17800384,1.68523573,2.99333150,1.38713155
-5.09954977,6.75356173,0.32350667,0.58011242,0.00446160,2.57205305,0.17746656,1.71202708,3.04083594,1.39915978
-5.09354677,6.81285954,0.32719468,0.61096576,0.00459545,2.58441956,0.17633177,1.73925284,3.08676652,1.41001526
-5.08754377,6.87057481,0.33164728,0.64460220,0.00474108,2.59467160,0.17465225,1.76739440,3.13164858,1.42015325
-5.08154077,6.92905765,0.33696446,0.68108003,0.00489603,2.60381789,0.17248610,1.79689361,3.17605486,1.43005736
-5.07553777,6.99060511,0.34323290,0.72038225,0.00505760,2.61290556,0.16989477,1.82812484,3.22057418,1.44021898
-5.06953477,7.05735094,0.35051986,0.76240512,0.00522289,2.62297866,0.16694132,1.86136865,3.26577885,1.45111613
-5.06353177,7.13116042,0.35886746,0.80694901,0.00538886,2.63503661,0.16368867,1.89678871,3.31219276,1.46319271
-5.05752876,7.21353539,0.36828764,0.85371257,0.00555232,2.64999429,0.16019813,1.93441322,3.36026190,1.47683916
-5.05152576,7.30553416,0.37875828,0.90229044,0.00571004,2.66864548,0.15652807,1.97412196,3.41032847,1.49237517
-5.04552276,7.40770998,0.39022059,0.95217535,0.00585875,2.69163104,0.15273291,2.01563993,3.46261002,1.51003529
-5.03951976,7.52007097,0.40257808,1.00276463,0.00599521,2.71941285,0.14886226,2.05853808,3.51718410,1.52995790
-5.03351676,7.64206295,0.41569732,1.05337128,0.00611632,2.75225441,0.14496046,2.10224144,3.57397906,1.55217765
-5.02751376,7.77257592,0.42941030,1.10323934,0.00621913,2.79020839,0.14106622,2.14604439,3.63277075,1.57662183
-5.02151076,7.90997326,0.44351860,1.15156332,0.00630094,2.83311142,0.13721256,2.18913267,3.69318516,1.60311025
-5.01550775,8.05214209,0.45779903,1.19751069,0.00635938,2.88058581,0.13342695,2.23061115,3.75470613,1.63135878
-5.00950475,8.19656207,0.47201066,1.24024699,0.00639244,2.93204799,0.12973162,2.26953622,3.81668759,1.66098591
-5.00350175,8.34038928,0.48590286,1.27896216,0.00639861,2.98672290,0.12614392,2.30495136,3.87836939,1.69152225
-4.99749875,8.48055120,0.49922394,1.31289720,0.00637686,3.04366382,0.12267690,2.33592426,3.93889594,1.72242234
-4.99149575,8.61384873,0.51173021,1.34136992,0.00632673,3.10177672,0.11933982,2.36158377,3.99733663,1.75307835
-4.98549275,8.73706071,0.52319483,1.36379851,0.00624834,3.15984836,0.11613879,2.38115502,4.05270754,1.78283534
-4.97948974,8.84704699,0.53341624,1.37972198,0.00614244,3.21657722,0.11307730,2.39399106,4.10399358,1.81100744
-4.97348674,8.94084616,0.54222569,1.38881641,0.00601035,3.27060653,0.11015676,2.39959957,4.15017064,1.83689475
-4.96748374,9.01576451,0.54949367,1.39090632,0.00585399,3.32055845,0.10737699,2.39766350,4.19022756,1.85980048
-4.96148074,9.06945354,0.55513502,1.38597065,0.00567579,3.36506867,0.10473658,2.38805483,4.22318735,1.87904798
-4.95547774,9.09997395,0.55911237,1.37414302,0.00547869,3.40282063,0.10223317,2.37084088,4.24812786,1.89399741
-4.94947474,9.10584465,0.56143819,1.35570645,0.00526601,3.43257863,0.09986366,2.34628311,4.26420151,1.90406161
-4.94347174,9.08607626,0.56217508,1.33108269,0.00504137,3.45321897,0.09762429,2.31482874,4.27065415,1.90872102
-4.93746873,9.04018891,0.56143472,1.30081687,0.00480863,3.46375862,0.09551065,2.27709573,4.26684276,1.90753711
-4.93146573,8.96821515,0.55937538,1.26555816,0.00457175,3.46338047,0.09351763,2.23385216,4.25225191,1.90016432
-4.92546273,8.87068880,0.55619838,1.22603749,0.00433466,3.45145478,0.09163928,2.18599115,4.22650863,1.88635991
-4.91945973,8.74862141,0.55214360,1.18304324,0.00410121,3.42755597,0.08986870,2.13450260,4.18939524,1.86599156
-4.91345673,8.60346795,0.54748442,1.13739625,0.00387503,3.39147450,0.08819786,2.08044339,4.14085990,1.83904251
-4.90745373,8.43708367,0.54252220,1.08992499,0.00365944,3.34322324,0.08661747,2.02490715,4.08102417,1.80561386
-4.90145073,8.25167410,0.53758062,1.04144218,0.00345738,3.28303827,0.08511693,1.96899517,4.01018725,1.76592408
-4.89544772,8.04974003,0.53300003,0.99272352,0.00327134,3.21137379,0.08368426,1.91378947,3.92882639,1.72030541
-4.88944472,7.83401944,0.52913189,0.94448948,0.00310329,3.12889145,0.08230615,1.86032907,3.83759311,1.66919737
-4.88344172,7.60742783,0.52633356,0.89739054,0.00295468,3.03644417,0.08096807,1.80958994,3.73730493,1.61313736
-4.87743872,7.37299859,0.52496318,0.85199626,0.00282639,2.93505512,0.07965452,1.76246921,3.62893269,1.55274866
-4.87143572,7.13382447,0.52537488,0.80878833,0.00271877,2.82589232,0.07834926,1.71977364,3.51358337,1.48872607
-4.86543272,6.89300135,0.52791416,0.76815741,0.00263161,2.71023978,0.07703572,1.68221221,3.39247889,1.42181973
-4.85942971,6.65357490,0.53291329,0.73040361,0.00256421,2.58946619,0.07569737,1.65039235,3.26693136,1.35281752
-4.85342671,6.41849096,0.54068673,0.69574009,0.00251540,2.46499206,0.07431819,1.62481943,3.13831545,1.28252665
-4.84742371,6.19054998,0.55152646,0.66429926,0.00248363,2.33825643,0.07288318,1.60589862,3.00803888,1.21175513
-4.84142071,5.97236594,0.56569703,0.63614099,0.00246699,2.21068444,0.07137876,1.59393850,2.87751179,1.14129356
-4.83541771,5.76632990,0.58343052,0.61126224,0.00246333,2.08365644,0.06979326,1.58915561,2.74811628,1.07189800
-4.82941471,5.57457853,0.60492116,0.58960733,0.00247030,1.95847998,0.06811733,1.59167935,2.62117693,1.00427439
-4.82341171,5.39896746,0.63031991,0.57107836,0.00248547,1.83636509,0.06634423,1.60155653,2.49793346,0.93906494
-4.81740870,5.24104989,0.65972893,0.55554532,0.00250635,1.71840378,0.06447008,1.61875525,2.37951628,0.87683696
-4.81140570,5.10206015,0.69319626,0.54285521,0.00253054,1.60555397,0.06249408,1.64316781,2.26692571,0.81807431
-4.80540270,4.98290253,0.73071089,0.53284018,0.00255573,1.49862812,0.06041851,1.67461259,2.16101541,0.76317166
-4.79939970,4.88414515,0.77219842,0.52532415,0.00257980,1.39828665,0.05824872,1.71283494,2.06248034,0.71243150
-4.79339670,4.80601901,0.81751766,0.52012797,0.00260087,1.30503575,0.05599295,1.75750735,1.97184933,0.66606387
-4.78739370,4.74842194,0.86645845,0.51707312,0.00261733,1.21922935,0.05366216,1.80822917,1.88948224,0.62418865
-4.78139070,4.71092746,0.91874082,0.51598390,0.00262789,1.14107478,0.05126963,1.86452645,1.81557141,0.58683996
-4.77538769,4.69279819,0.97401586,0.51668842,0.00263156,1.07064137,0.04883065,1.92585211,1.75014698,0.55397247
-4.76938469,4.69300368,1.03186834,0.51901840,0.00262770,1.00787138,0.04636199,1.99158715,1.69308558,0.52546920
-4.76338169,4.71024212,1.09182109,0.52280831,0.00261596,0.95259268,0.04388145,2.06104306,1.64412171,0.50115028
-4.75737869,4.74296567,1.15334125,0.52789372,0.00259633,0.90453234,0.04140734,2.13346586,1.60286139,0.48078238
-4.75137569,4.78940883,1.21584813,0.53410952,0.00256902,0.86333074,0.03895796,2.20804194,1.56879713,0.46408841
-4.74537269,4.84761925,1.27872253,0.54128794,0.00253451,0.82855551,0.03655109,2.28390571,1.54132409,0.45075700
-4.73936968,4.91549057,1.34131724,0.54925681,0.00249343,0.79971503,0.03420354,2.36014910,1.51975645,0.44045167
-4.73336668,4.99079648,1.40296826,0.55783811,0.00244657,0.77627111,0.03193069,2.43583255,1.50334411,0.43281931
-4.72736368,5.07122565,1.46300654,0.56684699,0.00239479,0.75765081,0.02974614,2.50999740,1.49128888,0.42749787
-4.72136068,5.15441669,1.52076954,0.57609144,0.00233900,0.74325716,0.02766143,2.58167913,1.48276042,0.42412310
-4.71535768,5.23799285,1.57561250,0.58537252,0.00228007,0.73247898,0.02568583,2.64992113,1.47691147,0.42233441
-4.70935468,5.31959593,1.62691886,0.59448535,0.00221885,0.72469978,0.02382618,2.71378851,1.47289248,0.42177984
-4.70335168,5.39691890,1.67410954,0.60322069,0.00215610,0.71930595,0.02208685,2.77238157,1.46986549,0.42212007
-4.69734867,5.46773717,1.71665094,0.61136713,0.00209246,0.71569436,0.02046983,2.82484851,1.46701749,0.42303187
-4.69134567,5.52993802,1.75406147,0.61871383,0.00202845,0.71327962,0.01897478,2.87039719,1.46357293,0.42421073
-4.68534267,5.58154832,1.78591655,0.62505374,0.00196447,0.71150097,0.01759927,2.90830564,1.45880574,0.42537322
-4.67933967,5.62076023,1.81185221,0.63018710,0.00190077,0.70982908,0.01633898,2.93793127,1.45205053,0.42625878
-4.67333667,5.64595492,1.83156738,0.63392520,0.00183751,0.70777263,0.01518804,2.95871883,1.44271307,0.42663142
-4.66733367,5.65572441,1.84482513,0.63609431,0.00177472,0.70488478,0.01413936,2.97020706,1.43027979,0.42628118
-4.66133067,5.64889124,1.85145304,0.63653957,0.00171238,0.70076931,0.01318496,2.97203432,1.41432635,0.42502545
-4.65532766,5.62452613,1.85134312,0.63512878,0.00165041,0.69508638,0.01231634,2.96394329,1.39452482,0.42271027
-4.64932466,5.58196345,1.84445139,0.63175601,0.00158871,0.68755777,0.01152488,2.94578485,1.37064950,0.41921151
-4.64332166,5.52081426,1.83079735,0.62634497,0.00152720,0.67797124,0.01080213,2.91752151,1.34258106,0.41443587
