energy_ev,total_up,Cr_p_up,Cr_d_up,Hf_p_up,Hf_d_up,N_s_up,N_p_up,S_s_up,S_p_up
-5.45372686,4.71725380,1.42657797,0.77880342,2.54252397,0.74998782,0.00184063,1.19428588,0.03248141,1.86631913
-5.44772386,4.63815657,1.41034701,0.77420611,2.47079075,0.73361704,0.00180600,1.16636313,0.03200165,1.84697720
-5.44172086,4.56008429,1.39500627,0.76727798,2.40683604,0.71827714,0.00176746,1.14176703,0.03140963,1.82480119
-5.43571786,4.48366122,1.38081829,0.75810748,2.35097168,0.70405391,0.00172487,1.12060828,0.03071517,1.80006579
-5.42971486,4.40953962,1.36804251,0.74684268,2.30337862,0.69101773,0.00167834,1.10294877,0.02993060,1.77312552
-5.42371186,4.33839540,1.35693128,0.73368790,2.26411588,0.67922446,0.00162824,1.08880600,0.02907042,1.74440739
-5.41770885,4.27092095,1.34772542,0.71889801,2.23313131,0.66871667,0.00157519,1.07815820,0.02815080,1.71440025
-5.41170585,4.20781533,1.34064968,0.70277067,2.21027352,0.65952502,0.00152003,1.07094997,0.02718912,1.68364160
-5.40570285,4.14977251,1.33590810,0.68563694,2.19530461,0.65166989,0.00146379,1.06709829,0.02620337,1.65270222
-5.39969985,4.09746825,1.33367959,0.66785070,2.18791331,0.64516311,0.00140770,1.06649885,0.02521164,1.62216947
-5.39369685,4.05154643,1.33411378,0.64977716,2.18772821,0.64000977,0.00135310,1.06903231,0.02423155,1.59262989
-5.38769385,4.01260545,1.33732733,0.63178138,2.19433073,0.63621014,0.00130142,1.07457059,0.02327972,1.56465180
-5.38169085,3.98118529,1.34340075,0.61421679,2.20726757,0.63376143,0.00125413,1.08298279,0.02237136,1.53876872
-5.37568784,3.95775591,1.35237583,0.59741463,2.22606241,0.63265951,0.00121271,1.09414070,0.02151980,1.51546407
-5.36968484,3.94270708,1.36425361,0.58167443,2.25022674,0.63290031,0.00117858,1.10792358,0.02073620,1.49515776
-5.36368184,3.93634002,1.37899296,0.56725587,2.27926946,0.63448093,0.00115307,1.12422211,0.02002934,1.47819502
-5.35767884,3.93886074,1.39650964,0.55437244,2.31270531,0.63740023,0.00113736,1.14294118,0.01940542,1.46483770
-5.35167584,3.95037489,1.41667582,0.54318679,2.35006178,0.64165892,0.00113248,1.16400147,0.01886804,1.45525819
-5.34567284,3.97088389,1.43931993,0.53380799,2.39088439,0.64725892,0.00113922,1.18733950,0.01841824,1.44953594
-5.33966983,4.00028191,1.46422688,0.52629059,2.43474020,0.65420215,0.00115816,1.21290613,0.01805457,1.44765654
-5.33366683,4.03835329,1.49113844,0.52063540,2.48121941,0.66248840,0.00118958,1.24066327,0.01777332,1.44951298
-5.32766383,4.08476997,1.51975397,0.51679172,2.52993485,0.67211265,0.00123350,1.27057901,0.01756875,1.45490907
-5.32166083,4.13908874,1.54973129,0.51466100,2.58051928,0.68306164,0.00128965,1.30262093,0.01743334,1.46356457
-5.31565783,4.20074801,1.58068795,0.51410149,2.63262056,0.69530988,0.00135741,1.33674797,0.01735814,1.47512179
-5.30965483,4.26906419,1.61220295,0.51493375,2.68589466,0.70881530,0.00143590,1.37290103,0.01733310,1.48915340
-5.30365183,4.34322788,1.64381891,0.51694677,2.73999671,0.72351466,0.00152391,1.41099257,0.01734740,1.50517123
-5.29764882,4.42230039,1.67504520,0.51990447,2.79457044,0.73931905,0.00161998,1.45089582,0.01738979,1.52263581
-5.29164582,4.50521107,1.70536180,0.52355239,2.84923653,0.75610969,0.00172237,1.49243393,0.01744887,1.54096658
-5.28564282,4.59075644,1.73422442,0.52762446,2.90358037,0.77373436,0.00182913,1.53536991,0.01751343,1.55955264
-5.27963982,4.67760209,1.76107090,0.53184960,2.95714013,0.79200471,0.00193810,1.57939782,0.01757268,1.57776397
-5.27363682,4.76428815,1.78532895,0.53595828,3.00939598,0.81069484,0.00204701,1.62413603,0.01761648,1.59496319
-5.26763382,4.84923957,1.80642546,0.53968868,3.05976146,0.82954125,0.00215350,1.66912307,0.01763554,1.61051765
-5.26163082,4.93078182,1.82379712,0.54279262,3.10757786,0.84824456,0.00225518,1.71381681,0.01762157,1.62381203
-5.25562781,5.00716286,1.83690246,0.54504111,3.15211276,0.86647289,0.00234971,1.75759737,0.01756740,1.63426113
-5.24962481,5.07658144,1.84523484,0.54622947,3.19256322,0.88386722,0.00243485,1.79977405,0.01746710,1.64132289
-5.24362181,5.13722187,1.84833626,0.54618198,3.22806449,0.90004845,0.00250851,1.83959657,0.01731597,1.64451131
-5.23761881,5.18729468,1.84581135,0.54475597,3.25770426,0.91462620,0.00256885,1.87627037,0.01711065,1.64340901
-5.23161581,5.22508207,1.83734113,0.54184526,3.28054272,0.92720899,0.00261430,1.90897577,0.01684908,1.63767914
-5.22561281,5.24898701,1.82269592,0.53738288,3.29563766,0.93741549,0.00264361,1.93689043,0.01653050,1.62707606
-5.21960980,5.25758382,1.80174670,0.53134300,3.30207420,0.94488649,0.00265589,1.95921434,0.01615541,1.61145448
-5.21360680,5.24966840,1.77447443,0.52374177,3.29899767,0.94929695,0.00265065,1.97519626,0.01572551,1.59077648
-5.20760380,5.22430552,1.74097663,0.51463731,3.28564841,0.95036773,0.00262779,1.98416066,0.01524363,1.56511599
-5.20160080,5.18087081,1.70147081,0.50412842,3.26139666,0.94787642,0.00258762,1.98553376,0.01471365,1.53466035
-5.19559780,5.11908515,1.65629432,0.49235220,3.22577578,0.94166667,0.00253079,1.97886753,0.01414038,1.49970849
-5.18959480,5.03903920,1.60590043,0.47948051,3.17851182,0.93165564,0.00245836,1.96386039,0.01352948,1.46066577
-5.18359180,4.94120638,1.55085062,0.46571522,3.11954785,0.91783907,0.00237168,1.94037346,0.01288728,1.41803522
-5.17758879,4.82644308,1.49180308,0.45128244,3.04906128,0.90029372,0.00227235,1.90844153,0.01222074,1.37240535
-5.17158579,4.69597537,1.42949797,0.43642591,2.96747309,0.87917701,0.00216221,1.86827800,0.01153721,1.32443489
-5.16558279,4.55137234,1.36473959,0.42139953,2.87544809,0.85472375,0.00204324,1.82027351,0.01084438,1.27483489
-5.15957979,4.39450673,1.29837652,0.40645956,2.77388580,0.82724011,0.00191752,1.76498800,0.01015010,1.22434866
-5.15357679,4.22750428,1.23128000,0.39185657,2.66390225,0.79709502,0.00178714,1.70313670,0.00946225,1.17373052
-5.14757379,4.05268384,1.16432185,0.37782749,2.54680310,0.76470946,0.00165418,1.63557042,0.00878865,1.12372397
-5.14157079,3.87249055,1.09835237,0.36458811,2.42404941,0.73054390,0.00152062,1.56325108,0.00813692,1.07504033
-5.13556778,3.68942520,1.03417937,0.35232637,2.29721737,0.69508469,0.00138831,1.48722352,0.00751437,1.02833856
-5.12956478,3.50597251,0.97254891,0.34119658,2.16795382,0.65882974,0.00125894,1.40858487,0.00692796,0.98420722
-5.12356178,3.32453153,0.91412853,0.33131501,2.03792955,0.62227430,0.00113399,1.32845272,0.00638420,0.94314918
-5.11755878,3.14735101,0.85949345,0.32275688,1.90879231,0.58589724,0.00101474,1.24793357,0.00588912,0.90556975
-5.11155578,2.97647216,0.80911619,0.31555499,1.78212162,0.55014854,0.00090221,1.16809270,0.00544822,0.87176863
-5.10555278,2.81368111,0.76335979,0.30969995,1.65938706,0.51543830,0.00079721,1.08992673,0.00506643,0.84193584
-5.09954977,2.66047236,0.72247463,0.30514210,1.54191176,0.48212775,0.00070033,1.01433983,0.00474815,0.81615174
-5.09354677,2.51802443,0.68659884,0.30179486,1.43084219,0.45052239,0.00061194,0.94212433,0.00449721,0.79439096
-5.08754377,2.38718776,0.65576192,0.29953949,1.32712519,0.42086747,0.00053222,0.87394619,0.00431687,0.77652981
-5.08154077,2.26848472,0.62989128,0.29823090,1.23149282,0.39334588,0.00046117,0.81033566,0.00420986,0.76235675
-5.07553777,2.16212079,0.60882113,0.29770431,1.14445496,0.36807817,0.00039867,0.75168314,0.00417832,0.75158526
-5.06953477,2.06800561,0.59230329,0.29778240,1.06629962,0.34512467,0.00034445,0.69823982,0.00422381,0.74386836
-5.06353177,1.98578209,0.58001924,0.29828254,0.99710020,0.32448944,0.00029817,0.65012294,0.00434734,0.73881409
-5.05752876,1.91486184,0.57159298,0.29902396,0.93672912,0.30612559,0.00025939,0.60732480,0.00454925,0.73600116
-5.05152576,1.85446463,0.56660406,0.29983427,0.88487662,0.28994176,0.00022765,0.56972498,0.00482924,0.73499408
-5.04552276,1.80366009,0.56460043,0.30055532,0.84107376,0.27580937,0.00020245,0.53710495,0.00518626,0.73535720
-5.03951976,1.76140951,0.56511064,0.30104796,0.80471835,0.26357015,0.00018325,0.50916422,0.00561845,0.73666711
-5.03351676,1.72660615,0.56765519,0.30119569,0.77510274,0.25304379,0.00016954,0.48553731,0.00612309,0.73852302
-5.02751376,1.69811268,0.57175664,0.30090696,0.75144226,0.24403536,0.00016080,0.46581080,0.00669650,0.74055496
-5.02151076,1.67479450,0.57694859,0.30011625,0.73290344,0.23634218,0.00015651,0.44953988,0.00733393,0.74242967
-5.01550775,1.65554843,0.58278331,0.29878379,0.71863089,0.22976010,0.00015617,0.43626374,0.00802955,0.74385422
-5.00950475,1.63932612,0.58883802,0.29689422,0.70777240,0.22408892,0.00015932,0.42551955,0.00877635,0.74457762
-5.00350175,1.62515227,0.59472010,0.29445415,0.69950143,0.21913694,0.00016547,0.41685468,0.00956614,0.74439055
-4.99749875,1.61213783,0.60007104,0.29148902,0.69303664,0.21472472,0.00017418,0.40983690,0.01038955,0.74312366
-4.99149575,1.59948855,0.60456952,0.28803930,0.68765826,0.21068783,0.00018500,0.40406270,0.01123608,0.74064479
-4.98549275,1.58650942,0.60793360,0.28415648,0.68272096,0.20687886,0.00019749,0.39916354,0.01209417,0.73685546
-4.97948974,1.57260579,0.60992216,0.27989884,0.67766346,0.20316865,0.00021124,0.39481022,0.01295136,0.73168706
-4.97348674,1.55728185,0.61033581,0.27532747,0.67201464,0.19944693,0.00022581,0.39071559,0.01379448,0.72509698
-4.96748374,1.54013705,0.60901718,0.27050263,0.66539668,0.19562231,0.00024081,0.38663574,0.01460984,0.71706507
-4.96148074,1.52086124,0.60585089,0.26548061,0.65752511,0.19162187,0.00025584,0.38236978,0.01538358,0.70759056
-4.95547774,1.49922906,0.60076293,0.26031120,0.64820639,0.18739044,0.00027050,0.37775872,0.01610191,0.69668953
-4.94947474,1.47509385,0.59371984,0.25503595,0.63733306,0.18288950,0.00028442,0.37268331,0.01675153,0.68439313
-4.94347174,1.44838167,0.58472731,0.24968711,0.62487707,0.17809597,0.00029728,0.36706136,0.01731988,0.67074628
-4.93746873,1.41908530,0.57382852,0.24428734,0.61088148,0.17300083,0.00030874,0.36084454,0.01779560,0.65580710
-4.93146573,1.38725856,0.56110188,0.23885007,0.59545101,0.16760764,0.00031852,0.35401479,0.01816879,0.63964656
-4.92546273,1.35301078,0.54665848,0.23338046,0.57874177,0.16193106,0.00032639,0.34658069,0.01843137,0.62234851
-4.91945973,1.31650134,0.53063896,0.22787677,0.56095045,0.15599531,0.00033215,0.33857355,0.01857729,0.60400977
-4.91345673,1.27793431,0.51320998,0.22233215,0.54230348,0.14983262,0.00033565,0.33004366,0.01860281,0.58474010
-4.90745373,1.23755289,0.49456023,0.21673652,0.52304630,0.14348175,0.00033680,0.32105642,0.01850655,0.56466196
-4.90145073,1.19563362,0.47489613,0.21107857,0.50343310,0.13698652,0.00033556,0.31168871,0.01828963,0.54390989
-4.89544772,1.15248029,0.45443716,0.20534762,0.48371724,0.13039435,0.00033194,0.30202532,0.01795556,0.52262948
-4.88944472,1.10841750,0.43341111,0.19953537,0.46414269,0.12375490,0.00032602,0.29215553,0.01751024,0.50097589
-4.88344172,1.06378398,0.41204915,0.19363726,0.44493645,0.11711882,0.00031792,0.28217001,0.01696169,0.47911187
-4.87743872,1.01892565,0.39058108,0.18765363,0.42630234,0.11053647,0.00030779,0.27215791,0.01631984,0.45720544
-4.87143572,0.97418874,0.36923078,0.18159040,0.40841613,0.10405688,0.00029586,0.26220424,0.01559622,0.43542728
-4.86543272,0.92991300,0.34821201,0.17545943,0.39142204,0.09772676,0.00028235,0.25238771,0.01480360,0.41394794
-4.85942971,0.88642547,0.32772476,0.16927851,0.37543082,0.09158965,0.00026752,0.24277884,0.01395559,0.39293507
-4.85342671,0.84403474,0.30795216,0.16307105,0.36051916,0.08568526,0.00025166,0.23343864,0.01306625,0.37255070
-4.84742371,0.80302627,0.28905824,0.15686548,0.34673057,0.08004894,0.00023503,0.22441769,0.01214970,0.35294888
-4.84142071,0.76365863,0.27118627,0.15069448,0.33407744,0.07471135,0.00021793,0.21575573,0.01121974,0.33427364
-4.83541771,0.72616100,0.25445810,0.14459409,0.32254429,0.06969827,0.00020062,0.20748175,0.01028947,0.31665738
-4.82941471,0.69073192,0.23897401,0.13860271,0.31209182,0.06503056,0.00018336,0.19961456,0.00937105,0.30021982
-4.82341171,0.65753921,0.22481352,0.13276015,0.30266177,0.06072435,0.00016638,0.19216368,0.00847542,0.28506743
-4.81740870,0.62672097,0.21203652,0.12710668,0.29418207,0.05679124,0.00014989,0.18513072,0.00761208,0.27129326
-4.81140570,0.59838753,0.20068507,0.12168221,0.28657224,0.05323866,0.00013407,0.17851087,0.00678905,0.25897724
-4.80540270,0.57262397,0.19078533,0.11652544,0.27974859,0.05007028,0.00011905,0.17229462,0.00601272,0.24818669
-4.79939970,0.54949308,0.18234976,0.11167328,0.27362901,0.04728651,0.00010496,0.16646947,0.00528790,0.23897698
-4.79339670,0.52903831,0.17537920,0.10716025,0.26813720,0.04488488,0.00009187,0.16102155,0.00461787,0.23139227
-4.78739370,0.51128644,0.16986484,0.10301797,0.26320597,0.04286051,0.00007984,0.15593708,0.00400441,0.22546606
-4.78139070,0.49624986,0.16578986,0.09927475,0.25877960,0.04120649,0.00006888,0.15120347,0.00344803,0.22122165
-4.77538769,0.48392802,0.16313073,0.09595523,0.25481510,0.03991414,0.00005900,0.14681011,0.00294804,0.21867221
-4.76938469,0.47430813,0.16185814,0.09308000,0.25128235,0.03897327,0.00005017,0.14274875,0.00250278,0.21782069
-4.76338169,0.46736505,0.16193740,0.09066529,0.24816325,0.03837229,0.00004236,0.13901340,0.00210977,0.21865932
-4.75737869,0.46306038,0.16332860,0.08872267,0.24544986,0.03809830,0.00003551,0.13559993,0.00176589,0.22116903
-4.75137569,0.46134099,0.16598644,0.08725880,0.24314186,0.03813707,0.00002955,0.13250526,0.00146761,0.22531868
-4.74537269,0.46213724,0.16985987,0.08627521,0.24124341,0.03847299,0.00002442,0.12972627,0.00121106,0.23106433
-4.73936968,0.46536113,0.17489176,0.08576815,0.23975979,0.03908907,0.00002003,0.12725866,0.00099228,0.23834873
-4.73336668,0.47090480,0.18101859,0.08572858,0.23869401,0.03996686,0.00001631,0.12509564,0.00080724,0.24710109
-4.72736368,0.47863959,0.18817049,0.08614231,0.23804378,0.04108649,0.00001319,0.12322679,0.00065205,0.25723739
-4.72136068,0.48841612,0.19627152,0.08699021,0.23779886,0.04242676,0.00001059,0.12163711,0.00052295,0.26866127
-4.71535768,0.50006540,0.20524048,0.08824873,0.23793935,0.04396526,0.00000844,0.12030638,0.00041642,0.28126556
-4.70935468,0.51340128,0.21499210,0.08989050,0.23843471,0.04567868,0.00000668,0.11920886,0.00032924,0.29493452
-4.70335168,0.52822419,0.22543874,0.09188511,0.23924385,0.04754312,0.00000525,0.11831348,0.00025845,0.30954674
-4.69734867,0.54432597,0.23649244,0.09420012,0.24031621,0.04953455,0.00000409,0.11758450,0.00020144,0.32497846
-4.69134567,0.56149580,0.24806731,0.09680207,0.24159379,0.05162927,0.00000317,0.11698257,0.00015588,0.34110739
-4.68534267,0.57952671,0.26008189,0.09965760,0.24301398,0.05380445,0.00000244,0.11646619,0.00011977,0.35781646
-4.67933967,0.59822226,0.27246163,0.10273452,0.24451307,0.05603864,0.00000186,0.11599351,0.00009136,0.37499761
-4.67333667,0.61740313,0.28514099,0.10600280,0.24603010,0.05831220,0.00000141,0.11552433,0.00006920,0.39255499
-4.66733367,0.63691291,0.29806511,0.10943541,0.24751088,0.06060772,0.00000106,0.11502214,0.00005204,0.41040762
-4.66133067,0.65662274,0.31119082,0.11300892,0.24891189,0.06291026,0.00000079,0.11445620,0.00003885,0.42849098
-4.65532766,0.67643444,0.32448696,0.11670383,0.25020367,0.06520743,0.00000059,0.11380330,0.00002880,0.44675758
-4.64932466,0.69628176,0.33793370,0.12050455,0.25137370,0.06748937,0.00000043,0.11304941,0.00002119,0.46517619
-4.64332166,0.71612954,0.35152104,0.12439908,0.25242827,0.06974847,0.00000032,0.11219071,0.00001549,0.48372987
