energy_ev,total_up,As_p_up,As_d_up,Au_p_up,Au_d_up,Te_p_up,Te_d_up
-6.00000000,5.25045169,0.15720109,0.00000000,0.56343462,4.65750377,0.37154533,0.00000000
-5.99399700,5.01715686,0.15284273,0.00000000,0.55478113,4.44002405,0.36351124,0.00000000
-5.98799400,4.78803480,0.14872597,0.00000000,0.54857178,4.22284402,0.35808327,0.00000000
-5.98199100,4.56615734,0.14495400,0.00000000,0.54523024,4.00858050,0.35555519,0.00000000
-5.97598799,4.35444124,0.14162536,0.00000000,0.54515205,3.79976854,0.35617161,0.00000000
-5.96998499,4.15556744,0.13882938,0.00000000,0.54868542,3.59879535,0.36011856,0.00000000
-5.96398199,3.97190526,0.13664195,0.00000000,0.55611322,3.40783728,0.36751516,0.00000000
-5.95797899,3.80544483,0.13512186,0.00000000,0.56763685,3.22880254,0.37840669,0.00000000
-5.95197599,3.65774086,0.13430786,0.00000000,0.58336275,3.06328237,0.39275936,0.00000000
-5.94597299,3.52987064,0.13421653,0.00000000,0.60329219,2.91251305,0.41045715,0.00000000
-5.93996998,3.42240848,0.13484114,0.00000000,0.62731491,2.77735071,0.43130089,0.00000000
-5.93396698,3.33541823,0.13615150,0.00000000,0.65520703,2.65826030,0.45500994,0.00000000
-5.92796398,3.26846493,0.13809483,0.00000000,0.68663347,2.55531953,0.48122648,0.00000000
-5.92196098,3.22064523,0.14059759,0.00000000,0.72115495,2.46823767,0.50952259,0.00000000
-5.91595798,3.19063590,0.14356832,0.00000000,0.75823946,2.39638847,0.53940996,0.00000000
-5.90995498,3.17675852,0.14690109,0.00000000,0.79727782,2.33885577,0.57035219,0.00000000
-5.90395198,3.17705754,0.15047978,0.00000000,0.83760289,2.29448959,0.60177917,0.00000000
-5.89794897,3.18938849,0.15418263,0.00000000,0.87851154,2.26197005,0.63310335,0.00000000
-5.89194597,3.21151222,0.15788715,0.00000000,0.91928869,2.23987598,0.66373716,0.00000000
-5.88594297,3.24119077,0.16147494,0.00000000,0.95923219,2.22675485,0.69311105,0.00000000
-5.87993997,3.27628055,0.16483632,0.00000000,0.99767754,2.22119073,0.72069134,0.00000000
-5.87393697,3.31481813,0.16787456,0.00000000,1.03402125,2.22186671,0.74599714,0.00000000
-5.86793397,3.35509475,0.17050941,0.00000000,1.06774168,2.22761908,0.76861562,0.00000000
-5.86193097,3.39571576,0.17267985,0.00000000,1.09841634,2.23748040,0.78821488,0.00000000
-5.85592796,3.43564242,0.17434590,0.00000000,1.12573476,2.25070976,0.80455367,0.00000000
-5.84992496,3.47421390,0.17548943,0.00000000,1.14950610,2.26680878,0.81748767,0.00000000
-5.84392196,3.51114883,0.17611391,0.00000000,1.16966128,2.28552302,0.82697176,0.00000000
-5.83791896,3.54652651,0.17624312,0.00000000,1.18624923,2.30682905,0.83305831,0.00000000
-5.83191596,3.58074925,0.17591894,0.00000000,1.19942759,2.33090830,0.83589139,0.00000000
-5.82591296,3.61448824,0.17519828,0.00000000,1.20944824,2.35810972,0.83569728,0.00000000
-5.81990995,3.64861612,0.17414942,0.00000000,1.21663848,2.38890346,0.83277167,0.00000000
-5.81390695,3.68413062,0.17284781,0.00000000,1.22137883,2.42382877,0.82746428,0.00000000
-5.80790395,3.72207362,0.17137173,0.00000000,1.22407872,2.46343933,0.82016161,0.00000000
-5.80190095,3.76345052,0.16979791,0.00000000,1.22515147,2.50824945,0.81126876,0.00000000
-5.79589795,3.80915478,0.16819741,0.00000000,1.22498984,2.55868436,0.80119136,0.00000000
-5.78989495,3.85990208,0.16663199,0.00000000,1.22394377,2.61503785,0.79031834,0.00000000
-5.78389195,3.91617785,0.16515106,0.00000000,1.22230134,2.67743960,0.77900665,0.00000000
-5.77788894,3.97820139,0.16378952,0.00000000,1.22027427,2.74583442,0.76756852,0.00000000
-5.77188594,4.04590839,0.16256649,0.00000000,1.21798858,2.81997435,0.75626197,0.00000000
-5.76588294,4.11895282,0.16148494,0.00000000,1.21548103,2.89942426,0.74528494,0.00000000
-5.75987994,4.19672778,0.16053236,0.00000000,1.21270148,2.98358025,0.73477318,0.00000000
-5.75387694,4.27840367,0.15968233,0.00000000,1.20952089,3.07169972,0.72480191,0.00000000
-5.74787394,4.36298116,0.15889681,0.00000000,1.20574461,3.16294097,0.71539101,0.00000000
-5.74187094,4.44935525,0.15812924,0.00000000,1.20112979,3.25640968,0.70651317,0.00000000
-5.73586793,4.53638616,0.15732794,0.00000000,1.19540616,3.35120912,0.69810442,0.00000000
-5.72986493,4.62297233,0.15643992,0.00000000,1.18829858,3.44649073,0.69007633,0.00000000
-5.72386193,4.70812063,0.15541467,0.00000000,1.17955012,3.54150156,0.68232892,0.00000000
-5.71785893,4.79100920,0.15420782,0.00000000,1.16894423,3.63562534,0.67476345,0.00000000
-5.71185593,4.87103853,0.15278444,0.00000000,1.15632455,3.72841439,0.66729434,0.00000000
-5.70585293,4.94786749,0.15112177,0.00000000,1.14161130,3.81960990,0.65985928,0.00000000
-5.69984992,5.02143171,0.14921131,0.00000000,1.12481317,3.90914911,0.65242714,0.00000000
-5.69384692,5.09194293,0.14706008,0.00000000,1.10603397,3.99715866,0.64500299,0.00000000
-5.68784392,5.15986908,0.14469101,0.00000000,1.08547371,4.08393414,0.63763006,0.00000000
-5.68184092,5.22589624,0.14214249,0.00000000,1.06342401,4.16990693,0.63038859,0.00000000
-5.67583792,5.29087442,0.13946707,0.00000000,1.04025809,4.25560008,0.62339163,0.00000000
-5.66983492,5.35575046,0.13672934,0.00000000,1.01641583,4.34157583,0.61677807,0.00000000
-5.66383192,5.42149203,0.13400318,0.00000000,0.99238487,4.42837776,0.61070356,0.00000000
-5.65782891,5.48900712,0.13136846,0.00000000,0.96867865,4.51647106,0.60532971,0.00000000
-5.65182591,5.55906393,0.12890741,0.00000000,0.94581264,4.60618446,0.60081239,0.00000000
-5.64582291,5.63221600,0.12670078,0.00000000,0.92428005,4.69765750,0.59728998,0.00000000
-5.63981991,5.70873705,0.12482404,0.00000000,0.90452829,4.79079628,0.59487211,0.00000000
-5.63381691,5.78856970,0.12334373,0.00000000,0.88693738,4.88524061,0.59362984,0.00000000
-5.62781391,5.87129113,0.12231424,0.00000000,0.87180157,4.98034488,0.59358780,0.00000000
-5.62181091,5.95609827,0.12177505,0.00000000,0.85931484,5.07517400,0.59471884,0.00000000
-5.61580790,6.04181365,0.12174873,0.00000000,0.84956137,5.16851537,0.59694156,0.00000000
-5.60980490,6.12691221,0.12223955,0.00000000,0.84251104,5.25890652,0.60012097,0.00000000
-5.60380190,6.20956806,0.12323305,0.00000000,0.83802056,5.34467772,0.60407220,0.00000000
-5.59779890,6.28771926,0.12469637,0.00000000,0.83583986,5.42400766,0.60856721,0.00000000
-5.59179590,6.35914779,0.12657946,0.00000000,0.83562355,5.49498990,0.61334414,0.00000000
-5.58579290,6.42157080,0.12881705,0.00000000,0.83694684,5.55570709,0.61811877,0.00000000
-5.57978989,6.47273898,0.13133127,0.00000000,0.83932511,5.60430969,0.62259755,0.00000000
-5.57378689,6.51053733,0.13403492,0.00000000,0.84223628,5.63909531,0.62649149,0.00000000
-5.56778389,6.53308341,0.13683508,0.00000000,0.84514471,5.65858532,0.62953015,0.00000000
-5.56178089,6.53881837,0.13963703,0.00000000,0.84752576,5.66159477,0.63147503,0.00000000
-5.55577789,6.52658627,0.14234824,0.00000000,0.84888968,5.64729258,0.63213156,0.00000000
-5.54977489,6.49569786,0.14488218,0.00000000,0.84880385,5.61524882,0.63135916,0.00000000
-5.54377189,6.44597553,0.14716196,0.00000000,0.84691236,5.56546694,0.62907875,0.00000000
-5.53776888,6.37777726,0.14912345,0.00000000,0.84295219,5.49839920,0.62527736,0.00000000
-5.53176588,6.29199825,0.15071790,0.00000000,0.83676521,5.41494429,0.62000969,0.00000000
-5.52576288,6.19004999,0.15191378,0.00000000,0.82830578,5.31642722,0.61339633,0.00000000
-5.51975988,6.07381764,0.15269800,0.00000000,0.81764357,5.20456206,0.60561911,0.00000000
-5.51375688,5.94559776,0.15307629,0.00000000,0.80496177,5.08139908,0.59691348,0.00000000
-5.50775388,5.80801911,0.15307279,0.00000000,0.79055094,4.94925859,0.58755874,0.00000000
-5.50175088,5.66395025,0.15272905,0.00000000,0.77479885,4.81065431,0.57786628,0.00000000
-5.49574787,5.51639837,0.15210227,0.00000000,0.75817703,4.66820963,0.56816678,0.00000000
-5.48974487,5.36840387,0.15126312,0.00000000,0.74122470,4.52457054,0.55879684,0.00000000
-5.48374187,5.22293572,0.15029311,0.00000000,0.72453090,4.38231902,0.55008587,0.00000000
-5.47773887,5.08279224,0.14928176,0.00000000,0.70871559,4.24389072,0.54234374,0.00000000
-5.47173587,4.95051178,0.14832361,0.00000000,0.69441054,4.11150048,0.53584989,0.00000000
-5.46573287,4.82829711,0.14751529,0.00000000,0.68224073,3.98707888,0.53084428,0.00000000
-5.45972986,4.71795650,0.14695273,0.00000000,0.67280676,3.87222229,0.52752058,0.00000000
-5.45372686,4.62086354,0.14672849,0.00000000,0.66666892,3.76815830,0.52602174,0.00000000
-5.44772386,4.53793688,0.14692953,0.00000000,0.66433311,3.67572749,0.52643804,0.00000000
-5.44172086,4.46963957,0.14763514,0.00000000,0.66623878,3.59538170,0.52880743,0.00000000
-5.43571786,4.41599716,0.14891533,0.00000000,0.67274909,3.52719813,0.53311807,0.00000000
-5.42971486,4.37663228,0.15082935,0.00000000,0.68414299,3.47090762,0.53931251,0.00000000
-5.42371186,4.35081296,0.15342470,0.00000000,0.70060935,3.42593503,0.54729336,0.00000000
-5.41770885,4.33751104,0.15673612,0.00000000,0.72224266,3.39144893,0.55692971,0.00000000
-5.41170585,4.33546706,0.16078495,0.00000000,0.74904029,3.36641731,0.56806407,0.00000000
-5.40570285,4.34325746,0.16557847,0.00000000,0.78090102,3.34966627,0.58051916,0.00000000
-5.39969985,4.35936033,0.17110944,0.00000000,0.81762474,3.33993811,0.59410431,0.00000000
-5.39369685,4.38221638,0.17735563,0.00000000,0.85891327,3.33594597,0.60862115,0.00000000
-5.38769385,4.41028212,0.18427954,0.00000000,0.90437223,3.33642234,0.62386828,0.00000000
-5.38169085,4.44207330,0.19182813,0.00000000,0.95351422,3.34015935,0.63964491,0.00000000
-5.37568784,4.47619738,0.19993279,0.00000000,1.00576332,3.34603942,0.65575353,0.00000000
-5.36968484,4.51137454,0.20850950,0.00000000,1.06046129,3.35305567,0.67200161,0.00000000
-5.36368184,4.54644787,0.21745936,0.00000000,1.11687563,3.36032212,0.68820265,0.00000000
-5.35767884,4.58038407,0.22666944,0.00000000,1.17420974,3.36707444,0.70417676,0.00000000
-5.35167584,4.61226634,0.23601407,0.00000000,1.23161545,3.37266263,0.71975123,0.00000000
-5.34567284,4.64128205,0.24535672,0.00000000,1.28820784,3.37653741,0.73476110,0.00000000
-5.33966983,4.66670756,0.25455235,0.00000000,1.34308249,3.37823263,0.74905038,0.00000000
-5.33366683,4.68789295,0.26345024,0.00000000,1.39533482,3.37734566,0.76247381,0.00000000
-5.32766383,4.70424873,0.27189742,0.00000000,1.44408125,3.37351840,0.77489946,0.00000000
-5.32166083,4.71523677,0.27974242,0.00000000,1.48848158,3.36642060,0.78621210,0.00000000
-5.31565783,4.72036664,0.28683934,0.00000000,1.52776195,3.35573729,0.79631735,0.00000000
-5.30965483,4.71919824,0.29305210,0.00000000,1.56123752,3.34116160,0.80514638,0.00000000
-5.30365183,4.71135060,0.29825862,0.00000000,1.58833403,3.32239343,0.81266072,0.00000000
-5.29764882,4.69651637,0.30235489,0.00000000,1.60860725,3.29914423,0.81885713,0.00000000
-5.29164582,4.67448059,0.30525859,0.00000000,1.62175931,3.27114732,0.82377179,0.00000000
-5.28564282,4.64514204,0.30691217,0.00000000,1.62765119,3.23817279,0.82748352,0.00000000
-5.27963982,4.60853499,0.30728525,0.00000000,1.62631054,3.20004560,0.83011559,0.00000000
-5.27363682,4.56484912,0.30637609,0.00000000,1.61793414,3.15666521,0.83183576,0.00000000
-5.26763382,4.51444524,0.30421219,0.00000000,1.60288486,3.10802494,0.83285417,0.00000000
-5.26163082,4.45786483,0.30084984,0.00000000,1.58168282,3.05422920,0.83341896,0.00000000
-5.25562781,4.39583178,0.29637267,0.00000000,1.55499089,2.99550698,0.83380968,0.00000000
-5.24962481,4.32924508,0.29088923,0.00000000,1.52359505,2.93222014,0.83432835,0.00000000
-5.24362181,4.25916206,0.28452973,0.00000000,1.48838007,2.86486555,0.83528870,0.00000000
-5.23761881,4.18677246,0.27744195,0.00000000,1.45030154,2.79407041,0.83700383,0.00000000
-5.23161581,4.11336405,0.26978659,0.00000000,1.41035518,2.72058079,0.83977299,0.00000000
-5.22561281,4.04028159,0.26173231,0.00000000,1.36954475,2.64524373,0.84386795,0.00000000
-5.21960980,3.96888114,0.25345043,0.00000000,1.32884970,2.56898377,0.84951997,0.00000000
-5.21360680,3.90048229,0.24510976,0.00000000,1.28919402,2.49277530,0.85690784,0.00000000
-5.20760380,3.83632115,0.23687165,0.00000000,1.25141746,2.41761215,0.86614802,0.00000000
-5.20160080,3.77750699,0.22888542,0.00000000,1.21625046,2.34447635,0.87728747,0.00000000
-5.19559780,3.72498526,0.22128446,0.00000000,1.18429363,2.27430782,0.89029975,0.00000000
-5.18959480,3.67950943,0.21418304,0.00000000,1.15600287,2.20797676,0.90508488,0.00000000
-5.18359180,3.64162369,0.20767395,0.00000000,1.13168056,2.14626042,0.92147332,0.00000000
-5.17758879,3.61165759,0.20182709,0.00000000,1.11147331,2.08982545,0.93923395,0.00000000
-5.17158579,3.58973354,0.19668899,0.00000000,1.09537614,2.03921685,0.95808603,0.00000000
-5.16558279,3.57578654,0.19228321,0.00000000,1.08324309,1.99485392,0.97771473,0.00000000
-5.15957979,3.56959546,0.18861161,0.00000000,1.07480350,1.95703327,0.99778947,0.00000000
-5.15357679,3.57082383,0.18565636,0.00000000,1.06968322,1.92593843,1.01798444,0.00000000
-5.14757379,3.57906779,0.18338258,0.00000000,1.06742979,1.90165508,1.03800018,0.00000000
-5.14157079,3.59390816,0.18174139,0.00000000,1.06754021,1.88419074,1.05758513,0.00000000
-5.13556778,3.61496325,0.18067334,0.00000000,1.06948997,1.87349720,1.07655598,0.00000000
-5.12956478,3.64193894,0.18011185,0.00000000,1.07276195,1.86949403,1.09481570,0.00000000
-5.12356178,3.67467254,0.17998667,0.00000000,1.07687369,1.87209127,1.11236801,0.00000000
-5.11755878,3.71316721,0.18022708,0.00000000,1.08140166,1.88120949,1.12932744,0.00000000
-5.11155578,3.75761429,0.18076472,0.00000000,1.08600139,1.89679570,1.14592406,0.00000000
-5.10555278,3.80840141,0.18153597,0.00000000,1.09042237,1.91883363,1.16250236,0.00000000
-5.09954977,3.86610514,0.18248373,0.00000000,1.09451706,1.94734754,1.17951394,0.00000000
-5.09354677,3.93146781,0.18355859,0.00000000,1.09824362,1.98239893,1.19750408,0.00000000
-5.08754377,4.00535905,0.18471936,0.00000000,1.10166217,2.02407619,1.21709243,0.00000000
