energy_ev,total_up,Au_p_up,Au_d_up,C_s_up,C_p_up,Mg_p_up,Mg_d_up,Se_s_up,Se_p_up
-5.75987994,1.47074331,0.33682540,0.94368363,0.03746227,0.01002734,0.18474336,0.00000000,0.00968786,0.42073428
-5.75387694,1.43748181,0.33291653,0.91652313,0.03757300,0.01007749,0.18258812,0.00000000,0.00956997,0.41499734
-5.74787394,1.40000927,0.32752165,0.88739906,0.03742366,0.01010133,0.17972415,0.00000000,0.00942563,0.40754766
-5.74187094,1.35920302,0.32075124,0.85709507,0.03701674,0.01010393,0.17618410,0.00000000,0.00925698,0.39848482
-5.73586793,1.31604743,0.31275264,0.82643886,0.03636015,0.01009223,0.17202452,0.00000000,0.00906772,0.38795465
-5.72986493,1.27160769,0.30370574,0.79628037,0.03546686,0.01007500,0.16732440,0.00000000,0.00886306,0.37614506
-5.72386193,1.22700033,0.29381738,0.76746891,0.03435456,0.01006265,0.16218277,0.00000000,0.00864963,0.36328008
-5.71785893,1.18336145,0.28331463,0.74083005,0.03304501,0.01006705,0.15671564,0.00000000,0.00843529,0.34961267
-5.71185593,1.14181367,0.27243745,0.71714268,0.03156333,0.01010122,0.15105219,0.00000000,0.00822901,0.33541632
-5.70585293,1.10343274,0.26143070,0.69711712,0.02993720,0.01017904,0.14533049,0.00000000,0.00804055,0.32097595
-5.69984992,1.06921514,0.25053615,0.68137461,0.02819598,0.01031479,0.13969298,0.00000000,0.00788021,0.30657846
-5.69384692,1.04004736,0.23998454,0.67042894,0.02636986,0.01052273,0.13428165,0.00000000,0.00775854,0.29250331
-5.68784392,1.01667810,0.22998815,0.66467059,0.02448893,0.01081664,0.12923341,0.00000000,0.00768597,0.27901342
-5.68184092,0.99969412,0.22073410,0.66435387,0.02258242,0.01120930,0.12467552,0.00000000,0.00767252,0.26634685
-5.67583792,0.98950062,0.21237866,0.66958743,0.02067793,0.01171201,0.12072148,0.00000000,0.00772742,0.25470952
-5.66983492,0.98630674,0.20504267,0.68032848,0.01880084,0.01233406,0.11746733,0.00000000,0.00785875,0.24426913
-5.66383192,0.99011680,0.19880846,0.69638100,0.01697380,0.01308228,0.11498856,0.00000000,0.00807316,0.23515066
-5.65782891,1.00072752,0.19371798,0.71739805,0.01521635,0.01396060,0.11333774,0.00000000,0.00837555,0.22743336
-5.65182591,1.01773158,0.18977258,0.74288835,0.01354471,0.01496966,0.11254285,0.00000000,0.00876875,0.22114949
-5.64582291,1.04052732,0.18693415,0.77222704,0.01197168,0.01610653,0.11260643,0.00000000,0.00925336,0.21628465
-5.63981991,1.06833455,0.18512759,0.80467043,0.01050669,0.01736449,0.11350553,0.00000000,0.00982754,0.21277975
-5.63381691,1.10021609,0.18424460,0.83937464,0.00915588,0.01873292,0.11519249,0.00000000,0.01048687,0.21053442
-5.62781391,1.13510427,0.18414842,0.87541747,0.00792241,0.02019733,0.11759640,0.00000000,0.01122435,0.20941171
-5.62181091,1.17183186,0.18467953,0.91182310,0.00680670,0.02173946,0.12062540,0.00000000,0.01203040,0.20924391
-5.61580790,1.20916632,0.18566191,0.94758893,0.00580682,0.02333760,0.12416952,0.00000000,0.01289302,0.20983917
-5.60980490,1.24584634,0.18690967,0.98171368,0.00491884,0.02496700,0.12810416,0.00000000,0.01379791,0.21098873
-5.60380190,1.28061954,0.18823382,1.01322594,0.00413724,0.02660036,0.13229404,0.00000000,0.01472883,0.21247444
-5.59779890,1.31227992,0.18944889,1.04121216,0.00345529,0.02820855,0.13659742,0.00000000,0.01566795,0.21407631
-5.59179590,1.33970395,0.19037915,1.06484319,0.00286543,0.02976131,0.14087060,0.00000000,0.01659625,0.21557984
-5.58579290,1.36188399,0.19086430,1.08339836,0.00235958,0.03122817,0.14497253,0.00000000,0.01749406,0.21678288
-5.57978989,1.37795786,0.19076434,1.09628633,0.00192944,0.03257928,0.14876929,0.00000000,0.01834162,0.21750173
-5.57378689,1.38723360,0.18996347,1.10306184,0.00156676,0.03378639,0.15213842,0.00000000,0.01911959,0.21757644
-5.56778389,1.38920855,0.18837310,1.10343790,0.00126352,0.03482373,0.15497287,0.00000000,0.01980970,0.21687503
-5.56178089,1.38358224,0.18593362,1.09729292,0.00101212,0.03566891,0.15718448,0.00000000,0.02039529,0.21529655
-5.55577789,1.37026266,0.18261519,1.08467265,0.00080547,0.03630372,0.15870690,0.00000000,0.02086181,0.21277307
-5.54977489,1.34936584,0.17841739,1.06578688,0.00063707,0.03671480,0.15949768,0.00000000,0.02119735,0.20927030
-5.54377189,1.32120900,0.17336795,1.04100120,0.00050108,0.03689422,0.15953976,0.00000000,0.02139295,0.20478717
-5.53776888,1.28629773,0.16752055,1.01082428,0.00039230,0.03683986,0.15884190,0.00000000,0.02144294,0.19935433
-5.53176588,1.24530770,0.16095193,0.97589116,0.00030620,0.03655562,0.15743848,0.00000000,0.02134513,0.19303155
-5.52576288,1.19906206,0.15375843,0.93694347,0.00023886,0.03605152,0.15538822,0.00000000,0.02110081,0.18590448
-5.51975988,1.14850530,0.14605217,0.89480728,0.00018696,0.03534350,0.15277230,0.00000000,0.02071478,0.17808062
-5.51375688,1.09467474,0.13795701,0.85036957,0.00014772,0.03445318,0.14969162,0.00000000,0.02019510,0.16968488
-5.50775388,1.03867087,0.12960451,0.80455419,0.00011883,0.03340737,0.14626350,0.00000000,0.01955288,0.16085491
-5.50175088,0.98162756,0.12113011,0.75829821,0.00009844,0.03223749,0.14261787,0.00000000,0.01880190,0.15173630
-5.49574787,0.92468314,0.11266949,0.71252930,0.00008508,0.03097893,0.13889319,0.00000000,0.01795815,0.14247790
-5.48974487,0.86895344,0.10435549,0.66814503,0.00007762,0.02967030,0.13523212,0.00000000,0.01703940,0.13322750
-5.48374187,0.81550738,0.09631550,0.62599443,0.00007522,0.02835259,0.13177731,0.00000000,0.01606468,0.12412786
-5.47773887,0.76534583,0.08866941,0.58686233,0.00007730,0.02706846,0.12866726,0.00000000,0.01505372,0.11531330
-5.47173587,0.71938411,0.08152819,0.55145658,0.00008350,0.02586143,0.12603263,0.00000000,0.01402653,0.10690697
-5.46573287,0.67843839,0.07499309,0.52039846,0.00009367,0.02477516,0.12399296,0.00000000,0.01300288,0.09901876
-5.45972986,0.64321608,0.06915535,0.49421603,0.00010779,0.02385280,0.12265403,0.00000000,0.01200194,0.09174399
-5.45372686,0.61430996,0.06409645,0.47334044,0.00012602,0.02313639,0.12210587,0.00000000,0.01104189,0.08516271
-5.44772386,0.59219613,0.05988871,0.45810493,0.00014865,0.02266630,0.12242157,0.00000000,0.01013966,0.07933977
-5.44172086,0.57723506,0.05659623,0.44874623,0.00017607,0.02248086,0.12365676,0.00000000,0.00931072,0.07432541
-5.43571786,0.56967566,0.05427600,0.44540812,0.00020878,0.02261589,0.12584984,0.00000000,0.00856892,0.07015643
-5.42971486,0.56966166,0.05297906,0.44814669,0.00024738,0.02310436,0.12902289,0.00000000,0.00792638,0.06685774
-5.42371186,0.57723998,0.05275163,0.45693708,0.00029254,0.02397610,0.13318309,0.00000000,0.00739349,0.06444425
-5.41770885,0.59237043,0.05363605,0.47168135,0.00034501,0.02525748,0.13832465,0.00000000,0.00697886,0.06292293
-5.41170585,0.61493638,0.05567149,0.49221720,0.00040558,0.02697105,0.14443097,0.00000000,0.00668932,0.06229491
-5.40570285,0.64475587,0.05889427,0.51832712,0.00047511,0.02913525,0.15147695,0.00000000,0.00652998,0.06255766
-5.39969985,0.68159274,0.06333788,0.54974795,0.00055447,0.03176399,0.15943134,0.00000000,0.00650421,0.06370691
-5.39369685,0.72516742,0.06903252,0.58618042,0.00064453,0.03486626,0.16825885,0.00000000,0.00661364,0.06573835
-5.38769385,0.77516699,0.07600420,0.62729842,0.00074619,0.03844566,0.17792203,0.00000000,0.00685819,0.06864912
-5.38169085,0.83125434,0.08427357,0.67275798,0.00086030,0.04249996,0.18838267,0.00000000,0.00723600,0.07243877
-5.37568784,0.89307602,0.09385430,0.72220551,0.00098770,0.04702057,0.19960278,0.00000000,0.00774341,0.07710996
-5.36968484,0.96026875,0.10475127,0.77528521,0.00112915,0.05199210,0.21154504,0.00000000,0.00837490,0.08266861
-5.36368184,1.03246435,0.11695860,0.83164544,0.00128536,0.05739194,0.22417270,0.00000000,0.00912302,0.08912371
-5.35767884,1.10929314,0.13045766,0.89094384,0.00145697,0.06318994,0.23744903,0.00000000,0.00997837,0.09648658
-5.35167584,1.19038558,0.14521517,0.95285107,0.00164451,0.06934815,0.25133634,0.00000000,0.01092958,0.10476989
-5.34567284,1.27537241,0.16118149,1.01705296,0.00184843,0.07582079,0.26579472,0.00000000,0.01196332,0.11398619
-5.33966983,1.36388312,0.17828929,1.08325108,0.00206909,0.08255441,0.28078059,0.00000000,0.01306438,0.12414630
-5.33366683,1.45554318,0.19645263,1.15116170,0.00230675,0.08948819,0.29624519,0.00000000,0.01421579,0.13525731
-5.32766383,1.54996990,0.21556659,1.22051306,0.00256156,0.09655455,0.31213317,0.00000000,0.01539903,0.14732057
-5.32166083,1.64676736,0.23550744,1.29104120,0.00283360,0.10368000,0.32838136,0.00000000,0.01659431,0.16032956
-5.31565783,1.74552064,0.25613347,1.36248446,0.00312285,0.11078620,0.34491788,0.00000000,0.01778095,0.17426773
-5.30965483,1.84578961,0.27728636,1.43457689,0.00342918,0.11779129,0.36166159,0.00000000,0.01893772,0.18910646
-5.30365183,1.94710264,0.29879318,1.50704102,0.00375238,0.12461138,0.37852194,0.00000000,0.02004341,0.20480317
-5.29764882,2.04895068,0.32046876,1.57958025,0.00409212,0.13116225,0.39539931,0.00000000,0.02107727,0.22129962
-5.29164582,2.15078196,0.34211860,1.65187142,0.00444791,0.13736107,0.41218561,0.00000000,0.02201960,0.23852054
-5.28564282,2.25199785,0.36354192,1.72355797,0.00481914,0.14312827,0.42876535,0.00000000,0.02285225,0.25637259
-5.27963982,2.35195017,0.38453497,1.79424426,0.00520497,0.14838930,0.44501684,0.00000000,0.02355917,0.27474373
-5.27363682,2.44994035,0.40489436,1.86349151,0.00560433,0.15307636,0.46081366,0.00000000,0.02412684,0.29350313
-5.26763382,2.54522092,0.42442033,1.93081577,0.00601585,0.15712994,0.47602615,0.00000000,0.02454469,0.31250146
-5.26163082,2.63699947,0.44291986,1.99568847,0.00643781,0.16050020,0.49052301,0.00000000,0.02480541,0.33157195
-5.25562781,2.72444551,0.46020960,2.05753976,0.00686811,0.16314805,0.50417281,0.00000000,0.02490511,0.35053190
-5.24962481,2.80670037,0.47611855,2.11576485,0.00730421,0.16504593,0.51684546,0.00000000,0.02484344,0.36918497
-5.24362181,2.88289026,0.49049049,2.16973366,0.00774306,0.16617839,0.52841376,0.00000000,0.02462356,0.38732402
-5.23761881,2.95214245,0.50318617,2.21880342,0.00818116,0.16654217,0.53875477,0.00000000,0.02425195,0.40473474
-5.23161581,3.01360451,0.51408532,2.26233442,0.00861450,0.16614617,0.54775144,0.00000000,0.02373820,0.42119984
-5.22561281,3.06646628,0.52308852,2.29970823,0.00903863,0.16501096,0.55529419,0.00000000,0.02309462,0.43650386
-5.21960980,3.10998402,0.53011898,2.33034815,0.00944867,0.16316817,0.56128283,0.00000000,0.02233581,0.45043848
-5.21360680,3.14350633,0.53512426,2.35374110,0.00983948,0.16065963,0.56562865,0.00000000,0.02147819,0.46280820
-5.20760380,3.16650081,0.53807795,2.36946022,0.01020571,0.15753627,0.56825681,0.00000000,0.02053950,0.47343632
-5.20160080,3.17858057,0.53898140,2.37718733,0.01054197,0.15385704,0.56910899,0.00000000,0.01953824,0.48217084
-5.19559780,3.17952955,0.53786525,2.37673410,0.01084303,0.14968764,0.56814637,0.00000000,0.01849318,0.48889027
-5.18959480,3.16932538,0.53479096,2.36806119,0.01110399,0.14509925,0.56535256,0.00000000,0.01742289,0.49350901
-5.18359180,3.14815852,0.52985198,2.35129398,0.01132049,0.14016730,0.56073673,0.00000000,0.01634533,0.49598202
-5.17758879,3.11644649,0.52317463,2.32673424,0.01148890,0.13497022,0.55433639,0.00000000,0.01527746,0.49630857
-5.17158579,3.07484204,0.51491834,2.29486664,0.01160652,0.12958821,0.54621989,0.00000000,0.01423501,0.49453488
-5.16558279,3.02423417,0.50527529,2.25635938,0.01167173,0.12410209,0.53648822,0.00000000,0.01323223,0.49075534
-5.15957979,2.96574130,0.49446907,2.21205860,0.01168415,0.11859219,0.52527607,0.00000000,0.01228176,0.48511222
-5.15357679,2.90069611,0.48275247,2.16297596,0.01164471,0.11313726,0.51275175,0.00000000,0.01139458,0.47779370
-5.14757379,2.83062178,0.47040403,2.11026965,0.01155567,0.10781344,0.49911601,0.00000000,0.01057998,0.46903033
-5.14157079,2.75720000,0.45772354,2.05521891,0.01142065,0.10269325,0.48459959,0.00000000,0.00984560,0.45908971
-5.13556778,2.68223129,0.44502633,1.99919275,0.01124452,0.09784460,0.46945940,0.00000000,0.00919751,0.44826976
-5.12956478,2.60758876,0.43263656,1.94361366,0.01103327,0.09332986,0.45397351,0.00000000,0.00864028,0.43689058
-5.12356178,2.53516661,0.42087951,1.88991750,0.01079385,0.08920495,0.43843498,0.00000000,0.00817710,0.42528526
-5.11755878,2.46682523,0.41007325,1.83951091,0.01053391,0.08551849,0.42314481,0.00000000,0.00780989,0.41379000
-5.11155578,2.40433495,0.40051988,1.79372783,0.01026155,0.08231107,0.40840427,0.00000000,0.00753940,0.40273377
-5.10555278,2.34932044,0.39249667,1.75378674,0.00998499,0.07961458,0.39450685,0.00000000,0.00736531,0.39242810
-5.09954977,2.30320833,0.38624754,1.72075052,0.00971234,0.07745175,0.38173033,0.00000000,0.00728630,0.38315726
-5.09354677,2.26718007,0.38197514,1.69549028,0.00945122,0.07583578,0.37032929,0.00000000,0.00730016,0.37516941
-5.08754377,2.24213223,0.37983403,1.67865518,0.00920850,0.07477032,0.36052830,0.00000000,0.00740382,0.36866887
-5.08154077,2.22864606,0.37992529,1.67064917,0.00899006,0.07424954,0.35251634,0.00000000,0.00759349,0.36381010
-5.07553777,2.22696787,0.38229275,1.67161610,0.00880056,0.07425855,0.34644247,0.00000000,0.00786468,0.36069348
-5.06953477,2.23700109,0.38692121,1.68143379,0.00864327,0.07477407,0.34241314,0.00000000,0.00821235,0.35936312
-5.06353177,2.25831081,0.39373670,1.69971758,0.00851996,0.07576533,0.34049109,0.00000000,0.00863096,0.35980680
-5.05752876,2.29014047,0.40260891,1.72583322,0.00843090,0.07719522,0.34069600,0.00000000,0.00911465,0.36195803
-5.05152576,2.33144034,0.41335560,1.75891883,0.00837482,0.07902163,0.34300660,0.00000000,0.00965737,0.36570016
-5.04552276,2.38090657,0.42574896,1.79791503,0.00834906,0.08119892,0.34736427,0.00000000,0.01025304,0.37087220
-5.03951976,2.43702908,0.43952362,1.84160198,0.00834966,0.08367951,0.35367767,0.00000000,0.01089573,0.37727627
-5.03351676,2.49814634,0.45438580,1.88864191,0.00837162,0.08641541,0.36182827,0.00000000,0.01157986,0.38468617
-5.02751376,2.56250454,0.47002350,1.93762523,0.00840907,0.08935974,0.37167625,0.00000000,0.01230033,0.39285665
-5.02151076,2.62831856,0.48611686,1.98711842,0.00845559,0.09246804,0.38306638,0.00000000,0.01305273,0.40153312
-5.01550775,2.69383207,0.50234855,2.03571150,0.00850450,0.09569939,0.39583374,0.00000000,0.01383343,0.41046113
-5.00950475,2.75737420,0.51841346,2.08206323,0.00854910,0.09901722,0.40980853,0.00000000,0.01463969,0.41939529
-5.00350175,2.81741022,0.53402740,2.12494217,0.00858303,0.10238983,0.42482013,0.00000000,0.01546966,0.42810729
-4.99749875,2.87258443,0.54893430,2.16326190,0.00860045,0.10579044,0.44069983,0.00000000,0.01632236,0.43639262
-4.99149575,2.92175350,0.56291176,2.19610923,0.00859637,0.10919702,0.45728241,0.00000000,0.01719758,0.44407574
-4.98549275,2.96400921,0.57577461,2.22276442,0.00856674,0.11259160,0.47440633,0.00000000,0.01809570,0.45101358
-4.97948974,2.99869032,0.58737661,2.24271291,0.00850869,0.11595949,0.49191289,0.00000000,0.01901745,0.45709732
-4.97348674,3.02538348,0.59761014,2.25564864,0.00842055,0.11928804,0.50964432,0.00000000,0.01996360,0.46225247
-4.96748374,3.04391413,0.60640422,2.26146922,0.00830196,0.12256542,0.52744125,0.00000000,0.02093464,0.46643736
-4.96148074,3.05432849,0.61372105,2.26026378,0.00815379,0.12577929,0.54513989,0.00000000,0.02193043,0.46964039
-4.95547774,3.05686840,0.61955147,2.25229472,0.00797815,0.12891554,0.56256929,0.00000000,0.02294977,0.47187610
-4.94947474,3.05194101,0.62390971,2.23797464,0.00777824,0.13195715,0.57954907,0.00000000,0.02399013,0.47318069
-4.94347174,3.04008531,0.62682790,2.21783999,0.00755822,0.13488340,0.59588800,0.00000000,0.02504731,0.47360704
-4.93746873,3.02193780,0.62835071,2.19252307,0.00732306,0.13766935,0.61138386,0.00000000,0.02611525,0.47321982
-4.93146573,2.99819924,0.62853058,2.16272386,0.00707834,0.14028573,0.62582451,0.00000000,0.02718585,0.47209082
-4.92546273,2.96960425,0.62742364,2.12918313,0.00683003,0.14269927,0.63899070,0.00000000,0.02824902,0.47029490
-4.91945973,2.93689506,0.62508686,2.09265794,0.00658433,0.14487346,0.65066017,0.00000000,0.02929274,0.46790669
-4.91345673,2.90080053,0.62157619,2.05390050,0.00634744,0.14676966,0.66061334,0.00000000,0.03030329,0.46499812
-4.90745373,2.86202077,0.61694590,2.01364081,0.00612539,0.14834859,0.66863996,0.00000000,0.03126562,0.46163699
-4.90145073,2.82121745,0.61124896,1.97257354,0.00592386,0.14957202,0.67454660,0.00000000,0.03216380,0.45788625
-4.89544772,2.77900931,0.60453824,1.93134892,0.00574806,0.15040458,0.67816446,0.00000000,0.03298158,0.45380420
-4.88944472,2.73597222,0.59686829,1.89056746,0.00560259,0.15081561,0.67935699,0.00000000,0.03370299,0.44944518
-4.88344172,2.69264265,0.58829745,1.85077781,0.00549138,0.15078086,0.67802689,0.00000000,0.03431302,0.44486076
-4.87743872,2.64952335,0.57888984,1.81247728,0.00541760,0.15028399,0.67412190,0.00000000,0.03479823,0.44010103
-4.87143572,2.60709011,0.56871712,1.77611413,0.00538366,0.14931767,0.66763903,0.00000000,0.03514740,0.43521589
-4.86543272,2.56579841,0.55785963,1.74209089,0.00539120,0.14788433,0.65862700,0.00000000,0.03535207,0.43025612
-4.85942971,2.52608890,0.54640683,1.71076814,0.00544109,0.14599638,0.64718642,0.00000000,0.03540695,0.42527411
-4.85342671,2.48839107,0.53445684,1.68246800,0.00553354,0.14367600,0.63346796,0.00000000,0.03531032,0.42032409
-4.84742371,2.45312455,0.52211518,1.65747712,0.00566811,0.14095439,0.61766827,0.00000000,0.03506413,0.41546186
-4.84142071,2.42069789,0.50949273,1.63604863,0.00584384,0.13787066,0.60002412,0.00000000,0.03467409,0.41074402
-4.83541771,2.39150495,0.49670305,1.61840317,0.00605935,0.13447026,0.58080480,0.00000000,0.03414951,0.40622681
-4.82941471,2.36591914,0.48385927,1.60472885,0.00631297,0.13080325,0.56030341,0.00000000,0.03350303,0.40196458
-4.82341171,2.34428612,0.47107081,1.59518046,0.00660285,0.12692233,0.53882742,0.00000000,0.03275021,0.39800808
-4.81740870,2.32691551,0.45844024,1.58987787,0.00692713,0.12288093,0.51668892,0.00000000,0.03190902,0.39440274
-4.81140570,2.31407229,0.44606035,1.58890417,0.00728406,0.11873122,0.49419520,0.00000000,0.03099921,0.39118699
-4.80540270,2.30596855,0.43401190,1.59230346,0.00767215,0.11452245,0.47164002,0.00000000,0.03004166,0.38839082
-4.79939970,2.30275599,0.42236199,1.60007889,0.00809028,0.11029949,0.44929593,0.00000000,0.02905765,0.38603469
-4.79339670,2.30451978,0.41116322,1.61219068,0.00853783,0.10610163,0.42740806,0.00000000,0.02806820,0.38412877
-4.78739370,2.31127381,0.40045372,1.62855455,0.00901478,0.10196190,0.40618943,0.00000000,0.02709342,0.38267261
-4.78139070,2.32295764,0.39025797,1.64904052,0.00952176,0.09790665,0.38581801,0.00000000,0.02615188,0.38165520
-4.77538769,2.33943499,0.38058822,1.67347194,0.01006010,0.09395553,0.36643539,0.00000000,0.02526013,0.38105543
-4.76938469,2.36049372,0.37144653,1.70162492,0.01063183,0.09012184,0.34814709,0.00000000,0.02443224,0.38084278
-4.76338169,2.38584708,0.36282708,1.73322809,0.01123965,0.08641316,0.33102414,0.00000000,0.02367956,0.38097825
-4.75737869,2.41513617,0.35471861,1.76796259,0.01188684,0.08283219,0.31510592,0.00000000,0.02301047,0.38141549
-4.75137569,2.44793324,0.34710685,1.80546244,0.01257717,0.07937773,0.30040379,0.00000000,0.02243035,0.38210191
-4.74537269,2.48374602,0.33997658,1.84531547,0.01331468,0.07604576,0.28690529,0.00000000,0.02194160,0.38297989
-4.73936968,2.52202274,0.33331339,1.88706471,0.01410352,0.07283056,0.27457867,0.00000000,0.02154379,0.38398788
-4.73336668,2.56215827,0.32710487,1.93021078,0.01494771,0.06972567,0.26337744,0.00000000,0.02123390,0.38506152
-4.72736368,2.60350118,0.32134128,1.97421528,0.01585084,0.06672486,0.25324473,0.00000000,0.02100660,0.38613472
-4.72136068,2.64536217,0.31601560,2.01850553,0.01681583,0.06382287,0.24411734,0.00000000,0.02085469,0.38714070
-4.71535768,2.68702391,0.31112316,2.06248095,0.01784458,0.06101600,0.23592929,0.00000000,0.02076949,0.38801306
-4.70935468,2.72775251,0.30666072,2.10552111,0.01893772,0.05830255,0.22861494,0.00000000,0.02074125,0.38868691
-4.70335168,2.76681070,0.30262538,2.14699569,0.02009430,0.05568302,0.22211145,0.00000000,0.02075972,0.38910008
-4.69734867,2.80347271,0.29901322,2.18627627,0.02131156,0.05316020,0.21636086,0.00000000,0.02081452,0.38919449
-4.69134567,2.83704073,0.29581803,2.22274969,0.02258473,0.05073907,0.21131166,0.00000000,0.02089563,0.38891756
-4.68534267,2.86686260,0.29303006,2.25583296,0.02390689,0.04842658,0.20691991,0.00000000,0.02099383,0.38822380
-4.67933967,2.89235030,0.29063511,2.28498898,0.02526885,0.04623133,0.20315016,0.00000000,0.02110108,0.38707649
-4.67333667,2.91299872,0.28861399,2.30974281,0.02665924,0.04416327,0.19997604,0.00000000,0.02121080,0.38544932
-4.66733367,2.92840395,0.28694230,2.32969773,0.02806453,0.04223320,0.19738064,0.00000000,0.02131825,0.38332808
-4.66133067,2.93828035,0.28559084,2.34455047,0.02946928,0.04045238,0.19535684,0.00000000,0.02142067,0.38071219
-4.65532766,2.94247569,0.28452636,2.35410488,0.03085640,0.03883214,0.19390735,0.00000000,0.02151744,0.37761599
-4.64932466,2.94098348,0.28371278,2.35828345,0.03220753,0.03738343,0.19304471,0.00000000,0.02161017,0.37406984
-4.64332166,2.93395186,0.28311280,2.35713602,0.03350352,0.03611647,0.19279110,0.00000000,0.02170271,0.37012071
