energy_ev,total_up,Ag_p_up,Ag_d_up,C_s_up,C_p_up,Fe_p_up,Fe_d_up,Se_s_up,Se_p_up
-5.05752876,4.66383401,0.50110801,3.50669897,0.00604150,0.04658844,0.07678129,0.43188297,0.04720547,0.66610876
-5.05152576,4.59977417,0.51831876,3.40373679,0.00671248,0.04830295,0.07905761,0.44707780,0.05003557,0.68679226
-5.04552276,4.53432046,0.53857716,3.29687694,0.00744119,0.05031348,0.08158096,0.46291461,0.05285642,0.70855989
-5.03951976,4.46832732,0.56167923,3.18755818,0.00822044,0.05260497,0.08432623,0.47912933,0.05563158,0.73109455
-5.03351676,4.40248335,0.58733351,3.07714654,0.00904174,0.05515332,0.08725983,0.49543087,0.05832324,0.75403493
-5.02751376,4.33728815,0.61516282,2.96690165,0.00989533,0.05792539,0.09034006,0.51150687,0.06089294,0.77698114
-5.02151076,4.27303976,0.64470889,2.85795032,0.01077042,0.06087942,0.09351775,0.52703034,0.06330231,0.79950211
-5.01550775,4.20983356,0.67544006,2.75126839,0.01165528,0.06396562,0.09673724,0.54166714,0.06551381,0.82114454
-5.00950475,4.14757266,0.70676189,2.64767140,0.01253760,0.06712716,0.09993762,0.55508391,0.06749160,0.84144333
-5.00350175,4.08598957,0.73803061,2.54781390,0.01340476,0.07030143,0.10305416,0.56695647,0.06920222,0.85993313
-4.99749875,4.02467786,0.76856919,2.45219719,0.01424420,0.07342157,0.10602005,0.57697833,0.07061547,0.87616079
-4.99149575,3.96313242,0.79768536,2.36118443,0.01504381,0.07641820,0.10876826,0.58486901,0.07170509,0.88969820
-4.98549275,3.90079604,0.82469123,2.27502194,0.01579237,0.07922137,0.11123348,0.59038205,0.07244942,0.90015520
-4.97948974,3.83710996,0.84892378,2.19386500,0.01647990,0.08176263,0.11335419,0.59331230,0.07283206,0.90719199
-4.97348674,3.77156540,0.86976526,2.11780641,0.01709813,0.08397708,0.11507462,0.59350219,0.07284233,0.91053062
-4.96748374,3.70375335,0.88666300,2.04690582,0.01764074,0.08580547,0.11634665,0.59084695,0.07247565,0.90996493
-4.96148074,3.63340964,0.89914747,1.98121786,0.01810376,0.08719611,0.11713150,0.58529819,0.07173379,0.90536866
-4.95547774,3.56045261,0.90684795,1.92081722,0.01848568,0.08810659,0.11740116,0.57686604,0.07062496,0.89670111
-4.94947474,3.48501120,0.90950508,1.86581919,0.01878760,0.08850523,0.11713947,0.56561946,0.06916375,0.88401017
-4.94347174,3.40744159,0.90697961,1.81639419,0.01901324,0.08837218,0.11634285,0.55168474,0.06737082,0.86743247
-4.93746873,3.32833135,0.89925696,1.77277556,0.01916884,0.08770011,0.11502056,0.53524224,0.06527256,0.84719048
-4.93146573,3.24849052,0.88644740,1.73525997,0.01926292,0.08649446,0.11319446,0.51652149,0.06290043,0.82358667
-4.92546273,3.16893012,0.86878170,1.70420070,0.01930602,0.08477330,0.11089843,0.49579467,0.06029031,0.79699493
-4.91945973,3.09082893,0.84660251,1.67999402,0.01931025,0.08256667,0.10817720,0.47336892,0.05748157,0.76784946
-4.91345673,3.01549045,0.82035187,1.66305983,0.01928881,0.07991561,0.10508494,0.44957760,0.05451612,0.73663175
-4.90745373,2.94429218,0.79055542,1.65381768,0.01925551,0.07687073,0.10168339,0.42477100,0.05143745,0.70385603
-4.90145073,2.87863009,0.75780402,1.65265992,0.01922409,0.07349059,0.09803978,0.39930673,0.04828949,0.67005387
-4.89544772,2.81986126,0.72273368,1.65992372,0.01920776,0.06983984,0.09422468,0.37354037,0.04511560,0.63575863
-4.88944472,2.76924800,0.68600466,1.67586400,0.01921853,0.06598718,0.09030965,0.34781649,0.04195759,0.60149041
-4.88344172,2.72790642,0.64828074,1.70062912,0.01926676,0.06200340,0.08636505,0.32246064,0.03885477,0.56774205
-4.87743872,2.69676264,0.61020943,1.73424123,0.01936064,0.05795938,0.08245794,0.29777247,0.03584317,0.53496685
-4.87143572,2.67651881,0.57240407,1.77658288,0.01950587,0.05392429,0.07865026,0.27402018,0.03295486,0.50356846
-4.86543272,2.66763133,0.53542836,1.82739121,0.01970535,0.04996398,0.07499728,0.25143654,0.03021749,0.47389323
-4.85942971,2.67030237,0.49978388,1.88626063,0.01995900,0.04613964,0.07154646,0.23021650,0.02765394,0.44622533
-4.85342671,2.68448545,0.46590098,1.95265450,0.02026379,0.04250678,0.06833669,0.21051642,0.02528218,0.42078460
-4.84742371,2.70990503,0.43413315,2.02592565,0.02061372,0.03911447,0.06539798,0.19245472,0.02311529,0.39772717
-4.84142071,2.74608907,0.40475484,2.10534535,0.02100009,0.03600501,0.06275150,0.17611398,0.02116167,0.37714859
-4.83541771,2.79241311,0.37796251,2.19013957,0.02141177,0.03321379,0.06041012,0.16154408,0.01942535,0.35908916
-4.82941471,2.84815356,0.35387866,2.27953096,0.02183560,0.03076953,0.05837915,0.14876629,0.01790643,0.34354102
-4.82341171,2.91254721,0.33255820,2.37278457,0.02225688,0.02869466,0.05665747,0.13777786,0.01660160,0.33045655
-4.81740870,2.98485396,0.31399684,2.46925504,0.02265989,0.02700587,0.05523874,0.12855695,0.01550475,0.31975758
-4.81140570,3.06441889,0.29814061,2.56843248,0.02302847,0.02571488,0.05411288,0.12106753,0.01460756,0.31134473
-4.80540270,3.15073022,0.28489620,2.66998450,0.02334663,0.02482905,0.05326742,0.11526398,0.01390011,0.30510649
-4.79939970,3.24346937,0.27414124,2.77379150,0.02359908,0.02435219,0.05268889,0.11109516,0.01337143,0.30092752
-4.79339670,3.34254997,0.26573411,2.87997266,0.02377183,0.02428508,0.05236408,0.10850777,0.01301002,0.29869570
-4.78739370,3.44814262,0.25952290,2.98890036,0.02385265,0.02462602,0.05228107,0.10744876,0.01280425,0.29830759
-4.78139070,3.56068346,0.25535282,3.10120117,0.02383152,0.02537116,0.05243004,0.10786688,0.01274272,0.29967214
-4.77538769,3.68086466,0.25307213,3.21774212,0.02370092,0.02651458,0.05280382,0.10971310,0.01281446,0.30271243
-4.76938469,3.80960666,0.25253624,3.33960181,0.02345614,0.02804832,0.05339810,0.11294014,0.01300903,0.30736551
-4.76338169,3.94801220,0.25360994,3.46802642,0.02309535,0.02996208,0.05421137,0.11750112,0.01331659,0.31358028
-4.75737869,4.09730377,0.25616790,3.60437204,0.02261970,0.03224286,0.05524458,0.12334743,0.01372775,0.32131386
-4.75137569,4.25874698,0.26009357,3.75003500,0.02203317,0.03487444,0.05650057,0.13042606,0.01423346,0.33052649
-4.74537269,4.43356321,0.26527678,3.90637318,0.02134248,0.03783679,0.05798327,0.13867663,0.01482478,0.34117559
-4.73936968,4.62283582,0.27161029,4.07462182,0.02055679,0.04110551,0.05969679,0.14802831,0.01549266,0.35320919
-4.73336668,4.82741494,0.27898579,4.25580789,0.01968740,0.04465126,0.06164449,0.15839696,0.01622765,0.36655943
-4.72736368,5.04782593,0.28728964,4.45066751,0.01874736,0.04843936,0.06382799,0.16968261,0.01701966,0.38113645
-4.72136068,5.28418727,0.29639892,4.65957118,0.01775108,0.05242955,0.06624633,0.18176777,0.01785780,0.39682328
-4.71535768,5.53614270,0.30617794,4.88246117,0.01671387,0.05657603,0.06889527,0.19451648,0.01873020,0.41347203
-4.70935468,5.80281275,0.31647583,5.11880532,0.01565157,0.06082769,0.07176679,0.20777447,0.01962401,0.43090190
-4.70335168,6.08276921,0.32712522,5.36757072,0.01458013,0.06512874,0.07484888,0.22137047,0.02052539,0.44889913
-4.69734867,6.37403564,0.33794248,5.62721976,0.01351523,0.06941956,0.07812562,0.23511869,0.02141969,0.46721916
-4.69134567,6.67411513,0.34872931,5.89573012,0.01247203,0.07363796,0.08157761,0.24882251,0.02229168,0.48559093
-4.68534267,6.98004558,0.35927596,6.17063884,0.01146487,0.07772061,0.08518258,0.26227918,0.02312590,0.50372330
-4.67933967,7.28848080,0.36936581,6.44910932,0.01050714,0.08160474,0.08891645,0.27528546,0.02390709,0.52131333
-4.67333667,7.59579454,0.37878121,6.72801897,0.00961116,0.08522994,0.09275444,0.28764392,0.02462067,0.53805601
-4.66733367,7.89820287,0.38731022,7.00406371,0.00878816,0.08854010,0.09667244,0.29916956,0.02525325,0.55365516
-4.66133067,8.19189954,0.39475394,7.27387469,0.00804827,0.09148523,0.10064843,0.30969660,0.02579319,0.56783471
-4.65532766,8.47319764,0.40093414,7.53414181,0.00740067,0.09402322,0.10466388,0.31908492,0.02623111,0.58035001
-4.64932466,8.73867077,0.40570053,7.78173791,0.00685364,0.09612137,0.10870505,0.32722587,0.02656033,0.59099849
-4.64332166,8.98528654,0.40893763,8.01383769,0.00641476,0.09775756,0.11276407,0.33404720,0.02677725,0.59962904
