energy_ev,total_up,Ag_p_up,Ag_d_up,C_s_up,C_p_up,Fe_p_up,Fe_d_up,Se_s_up,Se_p_up
-6.00000000,17.63014017,3.41248393,11.98809885,0.03415053,1.06249489,1.16116159,0.61430306,0.11390306,2.74312132
-5.99399700,17.49946731,3.45571540,11.84621351,0.03445422,1.04540608,1.17274461,0.61475754,0.11315235,2.75201025
-5.98799400,17.34589980,3.49520520,11.69008621,0.03474645,1.02957065,1.18218297,0.61375544,0.11212849,2.75510443
-5.98199100,17.16981228,3.53104935,11.52023232,0.03503761,1.01497170,1.18924002,0.61134444,0.11084282,2.75231578
-5.97598799,16.97234724,3.56343173,11.33766634,0.03533907,1.00159414,1.19374988,0.60760903,0.10931144,2.74372852
-5.96998499,16.75536135,3.59260402,11.14386673,0.03566249,0.98942301,1.19561802,0.60266740,0.10755471,2.72959034
-5.96398199,16.52134341,3.61886285,10.94072208,0.03601928,0.97844114,1.19481900,0.59666741,0.10559649,2.71029749
-5.95797899,16.27330840,3.64252540,10.73046126,0.03641991,0.96862636,1.19139166,0.58978144,0.10346339,2.68637471
-5.95197599,16.01467333,3.66390492,10.51557126,0.03687339,0.95994844,1.18543223,0.58220075,0.10118382,2.65845094
-5.94597299,15.74912145,3.68328763,10.29870672,0.03738676,0.95236613,1.17708591,0.57412934,0.09878715,2.62723230
-5.93996998,15.48046171,3.70091237,10.08259564,0.03796474,0.94582445,1.16653743,0.56577779,0.09630278,2.59347388
-5.93396698,15.21249064,3.71695430,9.86994567,0.03860953,0.94025261,1.15400131,0.55735725,0.09375929,2.55795158
-5.92796398,14.94886316,3.73151372,9.66335543,0.03932074,0.93556264,1.13971247,0.54907401,0.09118367,2.52143572
-5.92196098,14.69297841,3.74461058,9.46523455,0.04009547,0.93164891,1.12391764,0.54112461,0.08860072,2.48466758
-5.91595798,14.44788533,3.75618539,9.27773591,0.04092866,0.92838873,1.10686826,0.53369201,0.08603257,2.44833981
-5.90995498,14.21621152,3.76610609,9.10270245,0.04181343,0.92564391,1.08881502,0.52694259,0.08349835,2.41308171
-5.90395198,14.00011734,3.77418090,8.94163008,0.04274164,0.92326327,1.07000440,0.52102428,0.08101414,2.37944954
-5.89794897,13.80127563,3.78017597,8.79564751,0.04370455,0.92108607,1.05067717,0.51606563,0.07859296,2.34792196
-5.89194597,13.62087605,3.78383695,8.66551258,0.04469347,0.91894607,1.03106871,0.51217582,0.07624505,2.31890038
-5.88594297,13.45965132,3.78491285,8.55162392,0.04570046,0.91667606,1.01141088,0.50944538,0.07397824,2.29271345
-5.87993997,13.31792189,3.78318078,8.45404628,0.04671893,0.91411271,0.99193504,0.50794747,0.07179840,2.26962479
-5.87393697,13.19565450,3.77846967,8.37254685,0.04774421,0.91110127,0.97287563,0.50773954,0.06971005,2.24984304
-5.86793397,13.09252956,3.77068159,8.30663983,0.04877393,0.90750019,0.95447376,0.50886504,0.06771689,2.23353281
-5.86193097,13.00801228,3.75980888,8.25563620,0.04980828,0.90318520,0.93698026,0.51135505,0.06582237,2.22082552
-5.85592796,12.94142260,3.74594615,8.21869572,0.05085002,0.89805274,0.92065747,0.51522968,0.06403023,2.21182894
-5.84992496,12.89199939,3.72929598,8.19487809,0.05190429,0.89202281,0.90577953,0.52049896,0.06234488,2.20663456
-5.84392196,12.85895536,3.71016810,8.18319086,0.05297823,0.88504077,0.89263064,0.52716324,0.06077171,2.20532207
-5.83791896,12.84151975,3.68897175,8.18263186,0.05408040,0.87707846,0.88150108,0.53521300,0.05931723,2.20796049
-5.83191596,12.83896723,3.66620183,8.19222445,0.05521999,0.86813444,0.87268113,0.54462820,0.05798906,2.21460594
-5.82591296,12.85063221,3.64241949,8.21104444,0.05640595,0.85823338,0.86645287,0.55537703,0.05679581,2.22529620
-5.81990995,12.87590897,3.61822838,8.23823806,0.05764599,0.84742478,0.86308023,0.56741436,0.05574672,2.24004254
-5.81390695,12.91423884,3.59424811,8.27303091,0.05894561,0.83578114,0.86279786,0.58068003,0.05485130,2.25881959
-5.80790395,12.96508641,3.57108635,8.31472816,0.06030712,0.82339550,0.86579931,0.59509707,0.05411877,2.28155410
-5.80190095,13.02790745,3.54931149,8.36270671,0.06172884,0.81037869,0.87222529,0.61057006,0.05355749,2.30811374
-5.79589795,13.10211145,3.52942736,8.41640064,0.06320438,0.79685620,0.88215276,0.62698397,0.05317437,2.33829682
-5.78989495,13.18702194,3.51185168,8.47528102,0.06472219,0.78296493,0.89558547,0.64420343,0.05297426,2.37182412
-5.78389195,13.28183806,3.49689937,8.53883200,0.06626540,0.76884971,0.91244678,0.66207277,0.05295940,2.40833372
-5.77788894,13.38560011,3.48477189,8.60652475,0.06781189,0.75465986,0.93257533,0.68041684,0.05312895,2.44737946
-5.77188594,13.49716229,3.47555299,8.67779126,0.06933471,0.74054571,0.95572384,0.69904280,0.05347867,2.48843375
-5.76588294,13.61517490,3.46921135,8.75199986,0.07080276,0.72665523,0.98156160,0.71774281,0.05400067,2.53089487
-5.75987994,13.73807809,3.46560975,8.82843446,0.07218180,0.71313078,1.00968050,0.73629766,0.05468337,2.57409881
-5.75387694,13.86410875,3.46452031,8.90627923,0.07343564,0.70010614,1.03960478,0.75448135,0.05551161,2.61733549
-5.74787394,13.99132142,3.46564497,8.98461053,0.07452752,0.68770374,1.07080399,0.77206634,0.05646690,2.65986877
-5.74187094,14.11762356,3.46864006,9.06239733,0.07542168,0.67603237,1.10270894,0.78882961,0.05752788,2.70095956
-5.73586793,14.24082501,3.47314364,9.13851129,0.07608486,0.66518531,1.13472991,0.80455904,0.05867087,2.73989124
-5.72986493,14.35870052,3.47880430,9.21174712,0.07648787,0.65523901,1.16627660,0.81906017,0.05987059,2.77599623
-5.72386193,14.46906390,3.48530979,9.28085332,0.07660700,0.64625238,1.19677877,0.83216292,0.06110094,2.80868270
-5.71785893,14.56985145,3.49241430,9.34457277,0.07642524,0.63826673,1.22570712,0.84372810,0.06233589,2.83746026
-5.71185593,14.65921167,3.49996291,9.40169217,0.07593337,0.63130646,1.25259320,0.85365352,0.06355034,2.86196355
-5.70585293,14.73559798,3.50791208,9.45109855,0.07513059,0.62538033,1.27704786,0.86187926,0.06472102,2.88197262
-5.69984992,14.79786032,3.51634532,9.49184052,0.07402504,0.62048341,1.29877725,0.86839205,0.06582734,2.89742921
-5.69384692,14.84533133,3.52548321,9.52319133,0.07263380,0.61659954,1.31759593,0.87322844,0.06685210,2.90844815
-5.68784392,14.87790273,3.53568727,9.54471056,0.07098271,0.61370414,1.33343636,0.87647652,0.06778215,2.91532319
-5.68184092,14.89608721,3.54745740,9.55630073,0.06910577,0.61176730,1.34635447,0.87827626,0.06860886,2.91852690
-5.67583792,14.90106176,3.56142285,9.55825538,0.06704430,0.61075680,1.35653097,0.87881801,0.06932843,2.91870438
-5.66983492,14.89468849,3.57832690,9.55129492,0.06484585,0.61064102,1.36426832,0.87833953,0.06994197,2.91666074
-5.66383192,14.87950999,3.59900553,9.53658743,0.06256296,0.61139136,1.36998327,0.87712124,0.07045547,2.91334262
-5.65782891,14.85871707,3.62436079,9.51575155,0.06025167,0.61298407,1.37419525,0.87547991,0.07087942,2.90981420
-5.65182591,14.83608799,3.65532944,9.49084003,0.05797010,0.61540133,1.37751083,0.87376102,0.07122843,2.90722811
-5.64582291,14.81589952,3.69284794,9.46430303,0.05577688,0.61863141,1.38060467,0.87232985,0.07152046,2.90679240
-5.63981991,14.80281162,3.73781463,9.43893143,0.05372971,0.62266782,1.38419759,0.87156160,0.07177609,2.90973425
-5.63381691,14.80172896,3.79105051,9.41778162,0.05188390,0.62750758,1.38903229,0.87183099,0.07201755,2.91726161
-5.62781391,14.81764374,3.85325967,9.40408422,0.05029114,0.63314853,1.39584766,0.87350147,0.07226774,2.93052416
-5.62181091,14.85546561,3.92499089,9.40114005,0.04899829,0.63958593,1.40535229,0.87691463,0.07254917,2.95057460
-5.61580790,14.91984523,4.00660179,9.41220783,0.04804641,0.64680853,1.41819816,0.88237993,0.07288296,2.97833176
-5.60980490,15.01499866,4.09822679,9.44038818,0.04746995,0.65479428,1.43495544,0.89016534,0.07328783,3.01454681
-5.60380190,15.14454025,4.19975041,9.48850931,0.04729606,0.66350610,1.45608917,0.90048902,0.07377928,3.05977362
-5.59779890,15.31133097,4.31078699,9.55901932,0.04754412,0.67288794,1.48193876,0.91351241,0.07436879,3.11434450
-5.59179590,15.51734928,4.43066799,9.65389023,0.04822541,0.68286139,1.51270100,0.92933489,0.07506332,3.17835213
-5.58579290,15.76358996,4.55843760,9.77453785,0.04934296,0.69332316,1.54841738,0.94799021,0.07586484,3.25163837
-5.57978989,16.04999572,4.69285734,9.92176098,0.05089145,0.70414370,1.58896607,0.96944470,0.07677021,3.33379044
-5.57378689,16.37542415,4.83241975,10.09570253,0.05285733,0.71516699,1.63405916,0.99359725,0.07777119,3.42414450
-5.56778389,16.73765158,4.97537115,10.29583367,0.05521901,0.72621168,1.68324516,1.02028105,0.07885464,3.52179678
-5.56178089,17.13341323,5.11974286,10.52096122,0.05794716,0.73707363,1.73591690,1.04926688,0.08000296,3.62562151
-5.55577789,17.55847727,5.26339023,10.76925715,0.06100515,0.74752961,1.79132460,1.08026789,0.08119462,3.73429537
-5.54977489,18.00774939,5.40403809,11.03830809,0.06434956,0.75734227,1.84859365,1.11294541,0.08240493,3.84632732
-5.54377189,18.47540259,5.53933135,11.32518178,0.06793078,0.76626590,1.90674664,1.14691588,0.08360675,3.96009296
-5.53776888,18.95502626,5.66688904,11.62650676,0.07169379,0.77405289,1.96472878,1.18175833,0.08477143,4.07387215
-5.53176588,19.43978819,5.78435997,11.93856125,0.07557900,0.78046056,2.02143591,1.21702247,0.08586968,4.18588859
-5.52576288,19.92260248,5.88947819,12.25736687,0.07952314,0.78525802,2.07574409,1.25223691,0.08687240,4.29435024
-5.51975988,20.39629705,5.98011650,12.57878325,0.08346040,0.78823277,2.12653976,1.28691759,0.08775155,4.39748922
-5.51375688,20.85377466,6.05433620,12.89859963,0.08732350,0.78919675,2.17274934,1.32057604,0.08848090,4.49360009
-5.50775388,21.28816214,6.11043176,13.21262035,0.09104497,0.78799165,2.21336742,1.35272750,0.08903662,4.58107543
-5.50175088,21.69294389,6.14696893,13.51674176,0.09455837,0.78449322,2.24748246,1.38289882,0.08939791,4.65843800
-5.49574787,22.06207640,6.16281551,13.80701877,0.09779968,0.77861446,2.27429925,1.41063600,0.08954732,4.72436855
-5.48974487,22.39008211,6.15716400,14.07972011,0.10070854,0.77030767,2.29315744,1.43551139,0.08947108,4.77772899
-5.48374187,22.67212183,6.12954581,14.33137229,0.10322958,0.75956526,2.30354564,1.45713051,0.08915927,4.81758045
-5.47773887,22.90404598,6.07983701,14.55879236,0.10531365,0.74641948,2.30511079,1.47513839,0.08860581,4.84319606
-5.47173587,23.08242593,6.00825572,14.75911090,0.10691886,0.73094100,2.29766261,1.48922547,0.08780848,4.85406853
-5.46573287,23.20456700,5.91535169,14.92978617,0.10801160,0.71323658,2.28117331,1.49913293,0.08676873,4.84991259
-5.45972986,23.26850565,5.80198875,15.06861129,0.10856731,0.69344601,2.25577268,1.50465727,0.08549148,4.83066246
-5.45372686,23.27299301,5.66932073,15.17371596,0.10857100,0.67173826,2.22173900,1.50565423,0.08398488,4.79646491
-5.44772386,23.21746757,5.51876199,15.24356429,0.10801763,0.64830731,2.17948639,1.50204171,0.08226003,4.74766805
-5.44172086,23.10201922,5.35195340,15.27695021,0.10691215,0.62336755,2.12954899,1.49380164,0.08033063,4.68480649
-5.43571786,22.92734716,5.17072482,15.27299165,0.10526933,0.59714904,2.07256299,1.48098074,0.07821269,4.60858347
-5.42971486,22.69471341,4.97705505,15.23112431,0.10311334,0.56989278,2.00924696,1.46368991,0.07592420,4.51985033
-5.42371186,22.40589394,4.77303049,15.15109582,0.10047701,0.54184592,1.94038142,1.44210234,0.07348483,4.41958415
-5.41770885,22.06312869,4.56080313,15.03296049,0.09740099,0.51325725,1.86678824,1.41645017,0.07091559,4.30886403
-5.41170585,21.66907170,4.34254926,14.87707490,0.09393260,0.48437288,1.78931066,1.38701984,0.06823855,4.18884686
-5.40570285,21.22674239,4.12042947,14.68409418,0.09012461,0.45543223,1.70879439,1.35414613,0.06547653,4.06074294
-5.39969985,20.73947862,3.89655095,14.45496874,0.08603386,0.42666440,1.62607038,1.31820509,0.06265280,3.92579238
-5.39369685,20.21089218,3.67293283,14.19094110,0.08171982,0.39828491,1.54193965,1.27960603,0.05979081,3.78524265
-5.38769385,19.64482701,3.45147526,13.89354235,0.07724317,0.37049290,1.45716046,1.23878280,0.05691382,3.64032792
-5.38169085,19.04532035,3.23393271,13.56458765,0.07266436,0.34346882,1.37243790,1.19618472,0.05404468,3.49225059
-5.37568784,18.41656687,3.02189206,13.20617025,0.06804225,0.31737260,1.28841612,1.15226732,0.05120550,3.34216532
-5.36968484,17.76288554,2.81675571,12.82065333,0.06343286,0.29234232,1.20567305,1.10748330,0.04841732,3.19116587
-5.36368184,17.08868898,2.61972986,12.41065914,0.05888830,0.26849341,1.12471747,1.06227404,0.04569986,3.04027480
-5.35767884,16.39845467,2.43181805,11.97905468,0.05445582,0.24591835,1.04598827,1.01706167,0.04307122,2.89043595
-5.35167584,15.69669738,2.25381966,11.52893349,0.05017705,0.22468687,0.96985559,0.97224222,0.04054767,2.74250972
-5.34567284,14.98794206,2.08633321,11.06359288,0.04608748,0.20484665,0.89662349,0.92817983,0.03814335,2.59727072
-5.33966983,14.27669645,1.92976388,10.58650646,0.04221609,0.18642435,0.82653396,0.88520210,0.03587017,2.45540754
-5.33366683,13.56742248,1.78433477,10.10129139,0.03858524,0.16942713,0.75977167,0.84359673,0.03373762,2.31752425
-5.32766383,12.86450592,1.65010123,9.61167070,0.03521068,0.15384439,0.69646939,0.80360940,0.03175270,2.18414323
-5.32166083,12.17222375,1.52696748,9.12143060,0.03210177,0.13964972,0.63671360,0.76544276,0.02991990,2.05570881
-5.31565783,11.49470904,1.41470488,8.63437343,0.02926185,0.12680311,0.58055013,0.72925651,0.02824120,1.93259143
-5.30965483,10.83591334,1.31297102,8.15426690,0.02668876,0.11525311,0.52798946,0.69516841,0.02671619,1.81509196
-5.30365183,10.19956710,1.22132899,7.68479068,0.02437539,0.10493908,0.47901177,0.66325609,0.02534219,1.70344587
-5.29764882,9.58913874,1.13926622,7.22948164,0.02231042,0.09579328,0.43357134,0.63355943,0.02411446,1.59782710
-5.29164582,9.00779347,1.06621236,6.79167903,0.02047899,0.08774286,0.39160047,0.60608349,0.02302644,1.49835159
-5.28564282,8.45835305,1.00155573,6.37447134,0.01886350,0.08071169,0.35301274,0.58080173,0.02207000,1.40508037
-5.27963982,7.94325810,0.94465814,5.98064633,0.01744435,0.07462193,0.31770575,0.55765949,0.02123580,1.31802234
-5.27363682,7.46453415,0.89486783,5.61264585,0.01620067,0.06939535,0.28556343,0.53657757,0.02051360,1.23713681
-5.26763382,7.02376328,0.85153049,5.27252685,0.01511102,0.06495443,0.25645779,0.51745585,0.01989258,1.16233607
-5.26163082,6.62206235,0.81399843,4.96192983,0.01415403,0.06122319,0.23025054,0.50017700,0.01936171,1.09348798
-5.25562781,6.26006910,0.78163799,4.68205569,0.01330898,0.05812786,0.20679436,0.48461002,0.01891011,1.03041894
-5.24962481,5.93793699,0.75383540,4.43365163,0.01255628,0.05559728,0.18593416,0.47061382,0.01852735,0.97291732
-5.24362181,5.65533900,0.73000133,4.21700639,0.01187787,0.05356322,0.16750827,0.45804077,0.01820375,0.92073734
-5.23761881,5.41148086,0.70957442,4.03195476,0.01125757,0.05196052,0.15134974,0.44674007,0.01793071,0.87360370
-5.23161581,5.20512313,0.69202400,3.87789113,0.01068123,0.05072724,0.13728764,0.43656117,0.01770093,0.83121681
-5.22561281,5.03461176,0.67685229,3.75379124,0.01013698,0.04980473,0.12514861,0.42735706,0.01750863,0.79325853
-5.21960980,4.89791617,0.66359631,3.65824144,0.00961517,0.04913767,0.11475848,0.41898752,0.01734976,0.75939854
-5.21360680,4.79267386,0.65182967,3.58947440,0.00910842,0.04867420,0.10594404,0.41132213,0.01722211,0.72930095
-5.20760380,4.71624023,0.64116436,3.54541010,0.00861154,0.04836605,0.09853486,0.40424330,0.01712542,0.70263119
-5.20160080,4.66574233,0.63125259,3.52370100,0.00812133,0.04816877,0.09236526,0.39764895,0.01706145,0.67906280
-5.19559780,4.63813523,0.62178879,3.52178035,0.00763648,0.04804193,0.08727615,0.39145496,0.01703395,0.65828408
-5.18959480,4.63025981,0.61251164,3.53691236,0.00715727,0.04794950,0.08311688,0.38559726,0.01704865,0.64000425
-5.18359180,4.63890052,0.60320610,3.56624366,0.00668541,0.04786009,0.07974693,0.38003351,0.01711311,0.62395895
-5.17758879,4.66084228,0.59370532,3.60685476,0.00622374,0.04774737,0.07703744,0.37474422,0.01723662,0.60991498
-5.17158579,4.69292537,0.58389230,3.65581116,0.00577604,0.04759036,0.07487240,0.36973329,0.01742997,0.59767397
-5.16558279,4.73209740,0.57370105,3.71021314,0.00534676,0.04737372,0.07314969,0.36502793,0.01770516,0.58707495
-5.15957979,4.77546172,0.56311731,3.76724385,0.00494085,0.04708801,0.07178163,0.36067779,0.01807514,0.57799574
-5.15357679,4.82032136,0.55217832,3.82421496,0.00456354,0.04672979,0.07069530,0.35675334,0.01855337,0.57035293
-5.14757379,4.86421803,0.54097187,3.87860935,0.00422019,0.04630163,0.06983245,0.35334355,0.01915349,0.56410073
-5.14157079,4.90496541,0.52963421,3.92812032,0.00391614,0.04581205,0.06914905,0.35055279,0.01988880,0.55922839
-5.13556778,4.94067630,0.51834690,3.97068643,0.00365663,0.04527520,0.06861455,0.34849697,0.02077185,0.55575650
-5.12956478,4.96978291,0.50733247,4.00452163,0.00344670,0.04471051,0.06821073,0.34729916,0.02181390,0.55373214
-5.12356178,4.99105000,0.49684891,4.02813971,0.00329107,0.04414211,0.06793045,0.34708469,0.02302444,0.55322307
-5.11755878,5.00358031,0.48718296,4.04037250,0.00319414,0.04359812,0.06777598,0.34797579,0.02441073,0.55431108
-5.11155578,5.00681195,0.47864233,4.04038119,0.00315989,0.04310984,0.06775734,0.35008615,0.02597736,0.55708476
-5.10555278,5.00050771,0.47154688,4.02766023,0.00319185,0.04271077,0.06789041,0.35351532,0.02772577,0.56163182
-5.09954977,4.98473621,0.46621899,4.00203337,0.00329302,0.04243556,0.06819504,0.35834335,0.02965398,0.56803126
-5.09354677,4.95984518,0.46297316,3.96364181,0.00346578,0.04231888,0.06869312,0.36462573,0.03175626,0.57634557
-5.08754377,4.92642739,0.46210525,3.91292448,0.00371186,0.04239421,0.06940672,0.37238881,0.03402298,0.58661324
-5.08154077,4.88528013,0.46388140,3.85059076,0.00403218,0.04269262,0.07035630,0.38162591,0.03644044,0.59884174
-5.07553777,4.83735930,0.46852706,3.77758665,0.00442681,0.04324160,0.07155912,0.39229432,0.03899093,0.61300135
-5.06953477,4.78372959,0.47621640,3.69505506,0.00489479,0.04406384,0.07302769,0.40431319,0.04165277,0.62901984
-5.06353177,4.72551250,0.48706240,3.60429184,0.00543410,0.04517614,0.07476856,0.41756245,0.04440057,0.64677836
