energy_ev,total_up,C_s_up,C_p_up,Os_p_up,Os_d_up,Se_s_up,Se_p_up
-5.32166083,1.10846718,0.00129144,0.14493260,0.20774093,0.51354512,0.02028199,0.38330006
-5.31565783,1.14006602,0.00143524,0.15513716,0.21834853,0.52785425,0.02007412,0.38871325
-5.30965483,1.17354664,0.00160167,0.16552211,0.22912731,0.54322675,0.01979994,0.39462791
-5.30365183,1.20929088,0.00179285,0.17601756,0.24004664,0.55985420,0.01947113,0.40126810
-5.29764882,1.24759381,0.00201076,0.18654407,0.25106574,0.57788209,0.01909999,0.40883114
-5.29164582,1.28863920,0.00225710,0.19701298,0.26213215,0.59739820,0.01869898,0.41747650
-5.28564282,1.33247852,0.00253329,0.20732691,0.27318074,0.61842281,0.01828024,0.42731566
-5.27963982,1.37901458,0.00284040,0.21738083,0.28413310,0.64090131,0.01785511,0.43840376
-5.27363682,1.42799087,0.00317902,0.22706323,0.29489759,0.66469975,0.01743381,0.45073326
-5.26763382,1.47898763,0.00354927,0.23625787,0.30537004,0.68960367,0.01702499,0.46423013
-5.26163082,1.53142493,0.00395070,0.24484570,0.31543513,0.71532058,0.01663557,0.47875281
-5.25562781,1.58457339,0.00438228,0.25270720,0.32496850,0.74148609,0.01627053,0.49409412
-5.24962481,1.63757222,0.00484232,0.25972499,0.33383953,0.76767371,0.01593287,0.50998609
-5.24362181,1.68945437,0.00532847,0.26578660,0.34191478,0.79340811,0.01562363,0.52610768
-5.23761881,1.73917782,0.00583773,0.27078747,0.34906194,0.81818135,0.01534206,0.54209509
-5.23161581,1.78566211,0.00636640,0.27463393,0.35515417,0.84147168,0.01508581,0.55755423
-5.22561281,1.82782852,0.00691013,0.27724621,0.36007478,0.86276396,0.01485124,0.57207498
-5.21960980,1.86464231,0.00746396,0.27856120,0.36372184,0.88157109,0.01463382,0.58524647
-5.21360680,1.89515528,0.00802238,0.27853504,0.36601280,0.89745530,0.01442845,0.59667286
-5.20760380,1.91854656,0.00857936,0.27714530,0.36688870,0.91004854,0.01422994,0.60598882
-5.20160080,1.93415999,0.00912851,0.27439260,0.36631786,0.91907090,0.01403336,0.61287417
-5.19559780,1.94153608,0.00966314,0.27030181,0.36429883,0.92434610,0.01383446,0.61706685
-5.18959480,1.94043728,0.01017639,0.26492245,0.36086251,0.92581335,0.01362996,0.61837378
-5.18359180,1.93086503,0.01066141,0.25832850,0.35607321,0.92353493,0.01341785,0.61667918
-5.17758879,1.91306793,0.01111149,0.25061745,0.35002860,0.91769893,0.01319756,0.61194991
-5.17158579,1.88754047,0.01152022,0.24190867,0.34285860,0.90861693,0.01297008,0.60423769
-5.16558279,1.85501225,0.01188170,0.23234109,0.33472303,0.89671672,0.01273797,0.59367823
-5.15957979,1.81642824,0.01219064,0.22207032,0.32580828,0.88253005,0.01250528,0.58048731
-5.15357679,1.77292076,0.01244259,0.21126529,0.31632304,0.86667606,0.01227747,0.56495406
-5.14757379,1.72577444,0.01263407,0.20010441,0.30649313,0.84984094,0.01206112,0.54743187
-5.14157079,1.67638563,0.01276268,0.18877163,0.29655582,0.83275461,0.01186371,0.52832732
-5.13556778,1.62621802,0.01282722,0.17745226,0.28675373,0.81616542,0.01169329,0.50808768
-5.12956478,1.57675617,0.01282777,0.16632888,0.27732850,0.80081391,0.01155817,0.48718749
-5.12356178,1.52945889,0.01276572,0.15557741,0.26851461,0.78740661,0.01146657,0.46611489
-5.11755878,1.48571422,0.01264374,0.14536343,0.26053336,0.77659109,0.01142632,0.44535798
-5.11155578,1.44679763,0.01246577,0.13583884,0.25358744,0.76893301,0.01144454,0.42539190
-5.10555278,1.41383496,0.01223690,0.12713908,0.24785611,0.76489625,0.01152742,0.40666694
-5.09954977,1.38777114,0.01196324,0.11938068,0.24349111,0.76482675,0.01167999,0.38959791
-5.09354677,1.36934554,0.01165175,0.11265948,0.24061355,0.76894064,0.01190605,0.37455508
-5.08754377,1.35907472,0.01131005,0.10704932,0.23931172,0.77731696,0.01220801,0.36185679
-5.08154077,1.35724246,0.01094613,0.10260119,0.23963986,0.78989530,0.01258697,0.35176380
-5.07553777,1.36389737,0.01056816,0.09934296,0.24161794,0.80647815,0.01304269,0.34447531
-5.06953477,1.37885745,0.01018421,0.09727949,0.24523228,0.82673784,0.01357373,0.34012664
-5.06353177,1.40172132,0.00980198,0.09639315,0.25043708,0.85022776,0.01417759,0.33878840
-5.05752876,1.43188517,0.00942857,0.09664474,0.25715664,0.87639717,0.01485083,0.34046713
-5.05152576,1.46856470,0.00907027,0.09797469,0.26528820,0.90460914,0.01558929,0.34510707
-5.04552276,1.51082109,0.00873236,0.10030455,0.27470527,0.93416078,0.01638820,0.35259314
-5.03951976,1.55758994,0.00841898,0.10353878,0.28526129,0.96430505,0.01724238,0.36275485
-5.03351676,1.60771229,0.00813300,0.10756671,0.29679353,0.99427334,0.01814633,0.37537103
-5.02751376,1.65996666,0.00787603,0.11226481,0.30912704,1.02329800,0.01909431,0.39017534
-5.02151076,1.71310117,0.00764837,0.11749909,0.32207859,1.05063421,0.02008037,0.40686237
-5.01550775,1.76586503,0.00744907,0.12312773,0.33546039,1.07558033,0.02109835,0.42509427
-5.00950475,1.81703849,0.00727606,0.12900392,0.34908364,1.09749629,0.02214184,0.44450784
-5.00350175,1.86546059,0.00712628,0.13497875,0.36276168,1.11581941,0.02320403,0.46472194
-4.99749875,1.91005426,0.00699586,0.14090425,0.37631279,1.13007742,0.02427765,0.48534506
-4.99149575,1.94984817,0.00688029,0.14663652,0.38956253,1.13989829,0.02535479,0.50598312
-4.98549275,1.98399498,0.00677471,0.15203876,0.40234566,1.14501675,0.02642679,0.52624704
-4.97948974,2.01178585,0.00667406,0.15698425,0.41450762,1.14527758,0.02748413,0.54576027
-4.97348674,2.03266090,0.00657337,0.16135913,0.42590556,1.14063564,0.02851635,0.56416593
-4.96748374,2.04621565,0.00646793,0.16506495,0.43640901,1.13115288,0.02951202,0.58113334
-4.96148074,2.05220349,0.00635347,0.16802078,0.44590027,1.11699261,0.03045880,0.59636409
-4.95547774,2.05053426,0.00622637,0.17016496,0.45427450,1.09841131,0.03134354,0.60959706
-4.94947474,2.04126920,0.00608372,0.17145624,0.46143966,1.07574843,0.03215251,0.62061275
-4.94347174,2.02461256,0.00592347,0.17187446,0.46731641,1.04941454,0.03287164,0.62923640
-4.93746873,2.00090023,0.00574443,0.17142049,0.47183790,1.01987826,0.03348690,0.63534014
-4.93146573,1.97058578,0.00554627,0.17011564,0.47494974,0.98765244,0.03398468,0.63884397
-4.92546273,1.93422451,0.00532956,0.16800042,0.47660993,0.95327999,0.03435225,0.63971565
-4.91945973,1.89245581,0.00509562,0.16513277,0.47678902,0.91731970,0.03457823,0.63796952
-4.91345673,1.84598454,0.00484650,0.16158572,0.47547037,0.88033245,0.03465304,0.63366433
-4.90745373,1.79556188,0.00458480,0.15744474,0.47265051,0.84286822,0.03456933,0.62690018
-4.90145073,1.74196613,0.00431362,0.15280468,0.46833962,0.80545394,0.03432236,0.61781473
-4.89544772,1.68598410,0.00403634,0.14776657,0.46256199,0.76858280,0.03391029,0.60657880
-4.88944472,1.62839349,0.00375656,0.14243442,0.45535640,0.73270485,0.03333439,0.59339147
-4.88344172,1.56994667,0.00347793,0.13691198,0.44677646,0.69821930,0.03259913,0.57847500
-4.87743872,1.51135636,0.00320402,0.13129975,0.43689059,0.66546865,0.03171214,0.56206953
-4.87143572,1.45328351,0.00293824,0.12569231,0.42578184,0.63473454,0.03068407,0.54442784
-4.86543272,1.39632756,0.00268377,0.12017600,0.41354723,0.60623566,0.02952834,0.52581037
-4.85942971,1.34101947,0.00244344,0.11482710,0.40029678,0.58012743,0.02826079,0.50648041
-4.85342671,1.28781742,0.00221974,0.10971050,0.38615209,0.55650373,0.02689921,0.48669980
-4.84742371,1.23710531,0.00201479,0.10487900,0.37124454,0.53540023,0.02546286,0.46672510
-4.84142071,1.18919393,0.00183030,0.10037299,0.35571316,0.51679949,0.02397189,0.44680428
-4.83541771,1.14432462,0.00166765,0.09622084,0.33970215,0.50063744,0.02244683,0.42717404
-4.82941471,1.10267505,0.00152786,0.09243962,0.32335829,0.48681096,0.02090801,0.40805763
-4.82341171,1.06436683,0.00141164,0.08903626,0.30682821,0.47518646,0.01937505,0.38966329
-4.81740870,1.02947430,0.00131946,0.08600903,0.29025570,0.46560878,0.01786637,0.37218307
-4.81140570,0.99803408,0.00125157,0.08334924,0.27377915,0.45791028,0.01639885,0.35579214
-4.80540270,0.97005464,0.00120804,0.08104301,0.25752917,0.45191959,0.01498747,0.34064827
-4.79939970,0.94552540,0.00118879,0.07907309,0.24162659,0.44746961,0.01364509,0.32689157
-4.79339670,0.92442458,0.00119366,0.07742058,0.22618080,0.44440437,0.01238231,0.31464422
-4.78739370,0.90672547,0.00122237,0.07606640,0.21128845,0.44258450,0.01120741,0.30401013
-4.78139070,0.89240042,0.00127455,0.07499262,0.19703263,0.44189089,0.01012636,0.29507443
-4.77538769,0.88142256,0.00134975,0.07418338,0.18348244,0.44222651,0.00914288,0.28790274
-4.76938469,0.87376477,0.00144741,0.07362548,0.17069295,0.44351621,0.00825863,0.28254014
-4.76338169,0.86939630,0.00156684,0.07330867,0.15870544,0.44570465,0.00747333,0.27900988
-4.75737869,0.86827694,0.00170720,0.07322549,0.14754805,0.44875242,0.00678501,0.27731188
-4.75137569,0.87034948,0.00186747,0.07337092,0.13723651,0.45263072,0.00619022,0.27742117
-4.74537269,0.87553092,0.00204643,0.07374164,0.12777517,0.45731504,0.00568423,0.27928635
-4.73936968,0.88370319,0.00224265,0.07433521,0.11915812,0.46277811,0.00526133,0.28282827
-4.73336668,0.89470428,0.00245444,0.07514910,0.11137038,0.46898293,0.00491499,0.28793923
-4.72736368,0.90832068,0.00267993,0.07617963,0.10438921,0.47587621,0.00463807,0.29448280
-4.72136068,0.92428184,0.00291703,0.07742109,0.09818546,0.48338289,0.00442307,0.30229455
-4.71535768,0.94225771,0.00316352,0.07886489,0.09272494,0.49140214,0.00426223,0.31118378
-4.70935468,0.96185966,0.00341708,0.08049898,0.08796986,0.49980531,0.00414774,0.32093659
-4.70335168,0.98264542,0.00367542,0.08230746,0.08388036,0.50843613,0.00407187,0.33132003
-4.69734867,1.00412819,0.00393633,0.08427054,0.08041603,0.51711317,0.00402711,0.34208770
-4.69134567,1.02578966,0.00419788,0.08636475,0.07753750,0.52563477,0.00400626,0.35298639
-4.68534267,1.04709686,0.00445845,0.08856344,0.07520805,0.53378613,0.00400260,0.36376377
-4.67933967,1.06752188,0.00471695,0.09083754,0.07339530,0.54134833,0.00400994,0.37417690
-4.67333667,1.08656391,0.00497293,0.09315654,0.07207276,0.54810883,0.00402274,0.38400102
-4.66733367,1.10377236,0.00522668,0.09548958,0.07122139,0.55387292,0.00403624,0.39303856
-4.66133067,1.11876991,0.00547937,0.09780666,0.07083099,0.55847553,0.00404647,0.40112761
-4.65532766,1.13127438,0.00573309,0.10007977,0.07090143,0.56179278,0.00405041,0.40814979
-4.64932466,1.14111817,0.00599091,0.10228408,0.07144357,0.56375251,0.00404600,0.41403670
-4.64332166,1.14826407,0.00625689,0.10439887,0.07247987,0.56434344,0.00403223,0.41877504
-4.63731866,1.15281668,0.00653598,0.10640831,0.07404462,0.56362217,0.00400919,0.42240964
-4.63131566,1.15502856,0.00683398,0.10830203,0.07618372,0.56171779,0.00397809,0.42504453
-4.62531266,1.15530064,0.00715733,0.11007539,0.07895397,0.55883365,0.00394130,0.42684175
-4.61930965,1.15417681,0.00751292,0.11172952,0.08242184,0.55524633,0.00390234,0.42801781
-4.61330665,1.15233253,0.00790785,0.11327102,0.08666182,0.55130152,0.00386589,0.42883809
-4.60730365,1.15055805,0.00834911,0.11471147,0.09175418,0.54740709,0.00383774,0.42960917
-4.60130065,1.14973657,0.00884329,0.11606672,0.09778237,0.54402358,0.00382478,0.43066938
-4.59529765,1.15081835,0.00939622,0.11735596,0.10483005,0.54165230,0.00383493,0.43237804
-4.58929465,1.15479154,0.01001263,0.11860068,0.11297783,0.54082158,0.00387706,0.43510360
-4.58329165,1.16265090,0.01069582,0.11982355,0.12229978,0.54207158,0.00396088,0.43921128
-4.57728864,1.17536546,0.01144741,0.12104725,0.13285998,0.54593825,0.00409684,0.44505058
-4.57128564,1.19384627,0.01226701,0.12229330,0.14470903,0.55293687,0.00429596,0.45294302
-4.56528264,1.21891536,0.01315212,0.12358101,0.15788079,0.56354583,0.00456967,0.46317075
-4.55927964,1.25127689,0.01409795,0.12492640,0.17238943,0.57819103,0.00492962,0.47596616
-4.55327664,1.29149136,0.01509742,0.12634135,0.18822689,0.59723163,0.00538737,0.49150301
-4.54727364,1.33995388,0.01614119,0.12783285,0.20536087,0.62094726,0.00595422,0.50988915
-4.54127064,1.39687681,0.01721785,0.12940239,0.22373348,0.64952748,0.00664080,0.53116124
-4.53526763,1.46227763,0.01831411,0.13104559,0.24326052,0.68306346,0.00745680,0.55528140
-4.52926463,1.53597208,0.01941511,0.13275194,0.26383158,0.72154248,0.00841059,0.58213597
-4.52326163,1.61757293,0.02050485,0.13450482,0.28531084,0.76484509,0.00950881,0.61153637
-4.51725863,1.70649427,0.02156658,0.13628160,0.30753869,0.81274538,0.01075605,0.64322192
-4.51125563,1.80196128,0.02258328,0.13805403,0.33033408,0.86491410,0.01215438,0.67686462
-4.50525263,1.90302505,0.02353815,0.13978875,0.35349752,0.92092464,0.01370310,0.71207565
-4.49924962,2.00858218,0.02441509,0.14144797,0.37681478,0.98026168,0.01539836,0.74841348
-4.49324662,2.11739836,0.02519916,0.14299035,0.40006105,1.04233220,0.01723296,0.78539332
-4.48724362,2.22813547,0.02587699,0.14437196,0.42300556,1.10647842,0.01919622,0.82249771
-4.48124062,2.33938119,0.02643711,0.14554738,0.44541643,1.17199233,0.02127388,0.85918798
-4.47523762,2.44968037,0.02687029,0.14647089,0.46706572,1.23813110,0.02344826,0.89491632
-4.46923462,2.55756720,0.02716966,0.14709771,0.48773442,1.30413302,0.02569843,0.92913813
-4.46323162,2.66159724,0.02733087,0.14738527,0.50721732,1.36923318,0.02800060,0.96132447
-4.45722861,2.76037838,0.02735213,0.14729447,0.52532757,1.43267855,0.03032863,0.99097424
-4.45122561,2.85259983,0.02723411,0.14679087,0.54190074,1.49374184,0.03265469,1.01762575
-4.44522261,2.93705842,0.02697985,0.14584582,0.55679831,1.55173374,0.03495003,1.04086759
-4.43921961,3.01268149,0.02659459,0.14443745,0.56991049,1.60601332,0.03718583,1.06034824
-4.43321661,3.07854586,0.02608545,0.14255154,0.58115819,1.65599631,0.03933421,1.07578446
-4.42721361,3.13389255,0.02546128,0.14018209,0.59049411,1.70116131,0.04136912,1.08696804
-4.42121061,3.17813707,0.02473227,0.13733186,0.59790296,1.74105397,0.04326738,1.09377071
-4.41520760,3.21087529,0.02390969,0.13401249,0.60340068,1.77528935,0.04500959,1.09614724
-4.40920460,3.23188495,0.02300559,0.13024450,0.60703293,1.80355280,0.04658092,1.09413639
-4.40320160,3.24112334,0.02203252,0.12605699,0.60887257,1.82559966,0.04797186,1.08785982
-4.39719860,3.23872130,0.02100329,0.12148714,0.60901658,1.84125432,0.04917872,1.07751897
-4.39119560,3.22497427,0.01993069,0.11657944,0.60758232,1.85040876,0.05020397,1.06338991
-4.38519260,3.20033075,0.01882731,0.11138474,0.60470342,1.85302123,0.05105636,1.04581636
-4.37918959,3.16537886,0.01770538,0.10595914,0.60052538,1.84911503,0.05175078,1.02520110
-4.37318659,3.12083138,0.01657659,0.10036273,0.59520116,1.83877768,0.05230797,1.00199595
-4.36718359,3.06750980,0.01545200,0.09465825,0.58888688,1.82216046,0.05275386,0.97669076
-4.36118059,3.00632772,0.01434189,0.08890967,0.58173778,1.79947816,0.05311889,0.94980152
-4.35517759,2.93827382,0.01325575,0.08318084,0.57390465,1.77100891,0.05343697,0.92185815
-4.34917459,2.86439478,0.01220216,0.07753411,0.56553084,1.73709370,0.05374440,0.89339223
-4.34317159,2.78577801,0.01118878,0.07202909,0.55674984,1.69813515,0.05407865,0.86492498
-4.33716858,2.70353451,0.01022228,0.06672151,0.54768354,1.65459544,0.05447706,0.83695586
-4.33116558,2.61878180,0.00930838,0.06166228,0.53844124,1.60699266,0.05497555,0.80995211
-4.32516258,2.53262700,0.00845177,0.05689671,0.52911918,1.55589562,0.05560727,0.78433940
-4.31915958,2.44615028,0.00765617,0.05246395,0.51980069,1.50191682,0.05640142,0.76049394
-4.31315658,2.36038871,0.00692435,0.04839664,0.51055684,1.44570360,0.05738213,0.73873613
-4.30715358,2.27632093,0.00625812,0.04472086,0.50144737,1.38792761,0.05856746,0.71932589
