energy_ev,total_up,Ga_p_up,Ga_d_up,Pt_p_up,Pt_d_up,Se_s_up,Se_p_up
-6.00000000,1.98370489,0.04637831,0.00000000,0.32496427,0.90330855,0.04512387,0.58924635
-5.99399700,2.04931098,0.04905978,0.00000000,0.31927437,0.94833759,0.04531167,0.62882973
-5.98799400,2.11663455,0.05200406,0.00000000,0.31382840,0.99453377,0.04566840,0.66713184
-5.98199100,2.18515917,0.05521431,0.00000000,0.30873428,1.04151708,0.04620930,0.70358594
-5.97598799,2.25421070,0.05868421,0.00000000,0.30407448,1.08882419,0.04694327,0.73762975
-5.96998499,2.32296047,0.06239700,0.00000000,0.29990212,1.13591234,0.04787199,0.76872051
-5.96398199,2.39043634,0.06632511,0.00000000,0.29623859,1.18216710,0.04898936,0.79634988
-5.95797899,2.45554146,0.07043008,0.00000000,0.29307282,1.22691391,0.05028123,0.82005844
-5.95197599,2.51708067,0.07466304,0.00000000,0.29036228,1.26943308,0.05172552,0.83944895
-5.94597299,2.57379348,0.07896568,0.00000000,0.28803562,1.30897810,0.05329269,0.85419791
-5.93996998,2.62439281,0.08327169,0.00000000,0.28599684,1.34479644,0.05494659,0.86406513
-5.93396698,2.66760782,0.08750868,0.00000000,0.28413080,1.37615231,0.05664562,0.86890067
-5.92796398,2.70222924,0.09160045,0.00000000,0.28230980,1.40235037,0.05834425,0.86864911
-5.92196098,2.72715519,0.09546964,0.00000000,0.28040073,1.42275961,0.05999473,0.86335090
-5.91595798,2.74143552,0.09904057,0.00000000,0.27827271,1.43683622,0.06154896,0.85314091
-5.90995498,2.74431275,0.10224210,0.00000000,0.27580450,1.44414459,0.06296052,0.83824415
-5.90395198,2.73525751,0.10501056,0.00000000,0.27289155,1.44437547,0.06418656,0.81896896
-5.89794897,2.71399702,0.10729246,0.00000000,0.26945220,1.43736038,0.06518972,0.79569808
-5.89194597,2.68053498,0.10904686,0.00000000,0.26543277,1.42308166,0.06593977,0.76887777
-5.88594297,2.63516202,0.11024739,0.00000000,0.26081128,1.40167749,0.06641504,0.73900570
-5.87993997,2.57845588,0.11088366,0.00000000,0.25559965,1.37344181,0.06660345,0.70661777
-5.87393697,2.51127127,0.11096214,0.00000000,0.24984422,1.33881878,0.06650317,0.67227463
-5.86793397,2.43471968,0.11050636,0.00000000,0.24362463,1.29839214,0.06612288,0.63654808
-5.86193097,2.35013973,0.10955633,0.00000000,0.23705113,1.25286971,0.06548151,0.60000790
-5.85592796,2.25905937,0.10816747,0.00000000,0.23026039,1.20306384,0.06460766,0.56320948
-5.84992496,2.16315133,0.10640876,0.00000000,0.22341007,1.14986830,0.06353846,0.52668242
-5.84392196,2.06418359,0.10436043,0.00000000,0.21667239,1.09423282,0.06231821,0.49092050
-5.83791896,1.96396695,0.10211115,0.00000000,0.21022701,1.03713620,0.06099664,0.45637306
-5.83191596,1.86430171,0.09975500,0.00000000,0.20425350,0.97955906,0.05962699,0.42343799
-5.82591296,1.76692569,0.09738812,0.00000000,0.19892375,0.92245736,0.05826395,0.39245636
-5.81990995,1.67346546,0.09510551,0.00000000,0.19439467,0.86673771,0.05696156,0.36370871
-5.81390695,1.58539280,0.09299780,0.00000000,0.19080148,0.81323544,0.05577116,0.33741303
-5.80790395,1.50398802,0.09114843,0.00000000,0.18825186,0.76269617,0.05473954,0.31372426
-5.80190095,1.43031120,0.08963113,0.00000000,0.18682116,0.71576151,0.05390722,0.29273538
-5.79589795,1.36518265,0.08850797,0.00000000,0.18654904,0.67295935,0.05330713,0.27447990
-5.78989495,1.30917282,0.08782795,0.00000000,0.18743736,0.63469888,0.05296352,0.25893558
-5.78389195,1.26260193,0.08762634,0.00000000,0.18944976,0.60127036,0.05289137,0.24602944
-5.77788894,1.22554900,0.08792450,0.00000000,0.19251270,0.57284943,0.05309611,0.23564364
-5.77188594,1.19786957,0.08873054,0.00000000,0.19651796,0.54950552,0.05357376,0.22762224
-5.76588294,1.17922115,0.09004041,0.00000000,0.20132660,0.53121373,0.05431145,0.22177865
-5.75987994,1.16909486,0.09183959,0.00000000,0.20677407,0.51786953,0.05528826,0.21790343
-5.75387694,1.16685192,0.09410514,0.00000000,0.21267643,0.50930536,0.05647635,0.21577232
-5.74787394,1.17176298,0.09680802,0.00000000,0.21883726,0.50530828,0.05784232,0.21515431
-5.74187094,1.18304854,0.09991557,0.00000000,0.22505510,0.50563774,0.05934868,0.21581935
-5.73586793,1.19991862,0.10339395,0.00000000,0.23113110,0.51004249,0.06095542,0.21754566
-5.72986493,1.22160970,0.10721036,0.00000000,0.23687652,0.51827595,0.06262159,0.22012624
-5.72386193,1.24741749,0.11133506,0.00000000,0.24211993,0.53010912,0.06430678,0.22337457
-5.71785893,1.27672404,0.11574292,0.00000000,0.24671361,0.54534056,0.06597247,0.22712913
-5.71185593,1.30901810,0.12041441,0.00000000,0.25053916,0.56380294,0.06758321,0.23125675
