energy_ev,total_up,Cu_p_up,Cu_d_up,N_s_up,N_p_up,S_s_up,S_p_up
-6.00000000,3.95412142,1.17938897,0.51842201,0.04482287,0.15938687,0.03846528,1.77813067
-5.99399700,3.95270736,1.18263894,0.52126389,0.04355238,0.16406383,0.03854250,1.77157061
-5.98799400,3.94727952,1.18623873,0.52380481,0.04215587,0.16832730,0.03873709,1.76367062
-5.98199100,3.93826811,1.19025785,0.52609476,0.04066094,0.17213772,0.03906066,1.75467578
-5.97598799,3.92647720,1.19484754,0.52824197,0.03909685,0.17547136,0.03953016,1.74499463
-5.96998499,3.91309057,1.20025307,0.53041369,0.03749391,0.17832250,0.04016771,1.73520106
-5.96398199,3.89966371,1.20682207,0.53283465,0.03588273,0.18070487,0.04100028,1.72603004
-5.95797899,3.88810059,1.21500793,0.53578330,0.03429367,0.18265239,0.04205906,1.71836665
-5.95197599,3.88061490,1.22536752,0.53958553,0.03275621,0.18421907,0.04337876,1.71322830
-5.94597299,3.87967535,1.23855267,0.54460602,0.03129844,0.18547795,0.04499655,1.71173998
-5.93996998,3.88793602,1.25529517,0.55123725,0.02994654,0.18651920,0.04695091,1.71510291
-5.93396698,3.90815302,1.27638544,0.55988648,0.02872441,0.18744723,0.04928024,1.72455724
-5.92796398,3.94308954,1.30264527,0.57096097,0.02765323,0.18837707,0.05202131,1.74133971
-5.92196098,3.99541245,1.33489570,0.58485192,0.02675118,0.18943004,0.05520767,1.76663750
-5.91595798,4.06758361,1.37392084,0.60191767,0.02603314,0.19072895,0.05886790,1.80153987
-5.90995498,4.16175030,1.42042951,0.62246677,0.02551047,0.19239298,0.06302389,1.84698936
-5.90395198,4.27963885,1.47501604,0.64674160,0.02519086,0.19453249,0.06768921,1.90373444
-5.89794897,4.42245643,1.53812229,0.67490334,0.02507816,0.19724407,0.07286759,1.97228572
-5.89194597,4.59080520,1.61000258,0.70701877,0.02517237,0.20060597,0.07855157,2.05287765
-5.88594297,4.78461337,1.69069356,0.74304981,0.02546959,0.20467412,0.08472151,2.14543769
-5.87993997,5.00308680,1.77999054,0.78284623,0.02596215,0.20947914,0.09134482,2.24956458
-5.87393697,5.24468423,1.87743165,0.82614203,0.02663869,0.21502415,0.09837570,2.36451712
-5.86793397,5.50711816,1.98229119,0.87255580,0.02748446,0.22128383,0.10575526,2.48921441
-5.86193097,5.78738257,2.09358261,0.92159532,0.02848153,0.22820459,0.11341206,2.62224806
-5.85592796,6.08180715,2.21007139,0.97266616,0.02960926,0.23570583,0.12126321,2.76190635
-5.84992496,6.38613684,2.33029776,1.02508434,0.03084470,0.24368234,0.12921580,2.90620980
-5.84392196,6.69563403,2.45260842,1.07809240,0.03216309,0.25200763,0.13716884,3.05295702
-5.83791896,7.00519986,2.57519611,1.13087853,0.03353846,0.26053813,0.14501545,3.19977937
-5.83191596,7.30951007,2.69614564,1.18259791,0.03494418,0.26911788,0.15264544,3.34420233
-5.82591296,7.60316023,2.81348444,1.23239551,0.03635359,0.27758370,0.15994798,3.48371131
-5.81990995,7.88081461,2.92523568,1.27942947,0.03774057,0.28577046,0.16681440,3.61581947
-5.81390695,8.13735305,3.02947183,1.32289419,0.03908012,0.29351636,0.17314099,3.73813477
-5.80790395,8.36801011,3.12436651,1.36204218,0.04034887,0.30066776,0.17883164,3.84842394
-5.80190095,8.56850134,3.20824269,1.39620394,0.04152554,0.30708373,0.18380037,3.94467077
-5.79589795,8.73513231,3.27961554,1.42480511,0.04259132,0.31263981,0.18797341,4.02512685
-5.78989495,8.86488678,3.33722836,1.44738042,0.04353017,0.31723116,0.19129103,4.08835305
-5.78389195,8.95549148,3.38008062,1.46358398,0.04432902,0.32077481,0.19370892,4.13325043
-5.77788894,9.00545627,3.40744744,1.47319562,0.04497788,0.32321118,0.19519904,4.15908003
-5.77188594,9.01408941,3.41889020,1.47612340,0.04546989,0.32450472,0.19575010,4.16547134
-5.76588294,8.98148869,3.41425852,1.47240229,0.04580126,0.32464390,0.19536745,4.15241965
