energy_ev,total_up,Ir_p_up,Ir_d_up,N_s_up,N_p_up,Se_s_up,Se_p_up,Ti_p_up,Ti_d_up
-2.86643322,0.80138750,0.05521657,0.46486737,0.00039524,0.01178608,0.00112400,0.05394768,0.36224112,0.14589129
-2.86043022,0.80626022,0.05569192,0.46346416,0.00036720,0.01237201,0.00106602,0.05265898,0.37130751,0.14851132
-2.85442721,0.81350184,0.05626668,0.46395727,0.00034192,0.01307238,0.00101843,0.05146110,0.38059057,0.15138107
-2.84842421,0.82275276,0.05693542,0.46623020,0.00031895,0.01387392,0.00097954,0.05036540,0.38985075,0.15438995
-2.84242121,0.83368465,0.05769382,0.47019168,0.00029793,0.01476358,0.00094773,0.04938565,0.39885396,0.15743018
-2.83641821,0.84600036,0.05853803,0.47576891,0.00027861,0.01572848,0.00092151,0.04853657,0.40737819,0.16040023
-2.83041521,0.85943356,0.05946404,0.48290054,0.00026083,0.01675587,0.00089954,0.04783250,0.41521974,0.16320816
-2.82441221,0.87374811,0.06046710,0.49152991,0.00024449,0.01783310,0.00088067,0.04728610,0.42219917,0.16577469
-2.81840920,0.88873729,0.06154127,0.50159887,0.00022958,0.01894765,0.00086396,0.04690737,0.42816654,0.16803599
-2.81240620,0.90422319,0.06267907,0.51304226,0.00021616,0.02008710,0.00084874,0.04670277,0.43300594,0.16994603
-2.80640320,0.92005629,0.06387124,0.52578366,0.00020438,0.02123925,0.00083455,0.04667469,0.43663917,0.17147846
-2.80040020,0.93611544,0.06510668,0.53973228,0.00019444,0.02239223,0.00082125,0.04682117,0.43902844,0.17262811
-2.79439720,0.95230847,0.06637255,0.55478152,0.00018662,0.02353464,0.00080892,0.04713592,0.44017823,0.17341189
-2.78839420,0.96857338,0.06765451,0.57080912,0.00018129,0.02465578,0.00079794,0.04760854,0.44013611,0.17386926
-2.78239120,0.98488043,0.06893715,0.58767902,0.00017892,0.02574591,0.00078896,0.04822509,0.43899272,0.17406216
-2.77638819,1.00123489,0.07020453,0.60524492,0.00018007,0.02679653,0.00078287,0.04896883,0.43688089,0.17407456
-2.77038519,1.01768057,0.07144086,0.62335551,0.00018542,0.02780071,0.00078078,0.04982118,0.43397397,0.17401145
-2.76438219,1.03430379,0.07263128,0.64186097,0.00019575,0.02875342,0.00078407,0.05076278,0.43048334,0.17399748
-2.75837919,1.05123758,0.07376264,0.66062058,0.00021202,0.02965179,0.00079426,0.05177464,0.42665536,0.17417509
-2.75237619,1.06866573,0.07482435,0.67951097,0.00023529,0.03049549,0.00081309,0.05283940,0.42276753,0.17470232
-2.74637319,1.08682609,0.07580917,0.69843451,0.00026683,0.03128686,0.00084241,0.05394240,0.41912401,0.17575015
-2.74037019,1.10601259,0.07671388,0.71732731,0.00030803,0.03203113,0.00088421,0.05507276,0.41605054,0.17749940
-2.73436718,1.12657555,0.07753980,0.73616615,0.00036048,0.03273643,0.00094057,0.05622429,0.41388858,0.18013726
-2.72836418,1.14891935,0.07829318,0.75497387,0.00042596,0.03341370,0.00101360,0.05739613,0.41298886,0.18385337
-2.72236118,1.17349733,0.07898533,0.77382264,0.00050638,0.03407655,0.00110548,0.05859316,0.41370410,0.18883551
-2.71635818,1.20080322,0.07963246,0.79283455,0.00060384,0.03474084,0.00121836,0.05982614,0.41638117,0.19526489
-2.71035518,1.23135906,0.08025529,0.81217935,0.00072057,0.03542426,0.00135436,0.06111149,0.42135259,0.20331114
-2.70435218,1.26569947,0.08087840,0.83206906,0.00085891,0.03614568,0.00151553,0.06247081,0.42892748,0.21312705
-2.69834917,1.30435257,0.08152930,0.85274943,0.00102129,0.03692448,0.00170384,0.06392999,0.43938220,0.22484318
-2.69234617,1.34781800,0.08223728,0.87448857,0.00121013,0.03777969,0.00192115,0.06551822,0.45295089,0.23856241
-2.68634317,1.39654277,0.08303213,0.89756304,0.00142784,0.03872921,0.00216915,0.06726654,0.46981613,0.25435478
-2.68034017,1.45089593,0.08394267,0.92224203,0.00167671,0.03978890,0.00244939,0.06920642,0.49010009,0.27225260
-2.67433717,1.51114321,0.08499532,0.94877045,0.00195885,0.04097182,0.00276324,0.07136810,0.51385664,0.29224619
-2.66833417,1.57742290,0.08621266,0.97735164,0.00227611,0.04228743,0.00311186,0.07377895,0.54106465,0.31428037
-2.66233117,1.64972444,0.08761211,1.00813089,0.00262995,0.04374102,0.00349621,0.07646187,0.57162300,0.33825205
-2.65632816,1.72787085,0.08920477,1.04118044,0.00302141,0.04533325,0.00391706,0.07943382,0.60534765,0.36400893
-2.65032516,1.81150646,0.09099454,1.07648721,0.00345097,0.04705984,0.00437494,0.08270453,0.64197100,0.39134963
-2.64432216,1.90009078,0.09297755,1.11394377,0.00391846,0.04891159,0.00487015,0.08627552,0.68114395,0.42002528
-2.63831916,1.99289942,0.09514185,1.15334342,0.00442306,0.05087446,0.00540281,0.09013943,0.72244055,0.44974271
-2.63231616,2.08903243,0.09746754,1.19437980,0.00496315,0.05293004,0.00597276,0.09427969,0.76536548,0.48016912
-2.62631316,2.18743009,0.09992721,1.23665111,0.00553634,0.05505607,0.00657964,0.09867062,0.80936410,0.51093835
-2.62031016,2.28689600,0.10248672,1.27966915,0.00613942,0.05722723,0.00722283,0.10327788,0.85383491,0.54165835
-2.61430715,2.38612650,0.10510627,1.32287263,0.00676841,0.05941606,0.00790142,0.10805932,0.89814388,0.57191997
-2.60830415,2.48374561,0.10774175,1.36564439,0.00741856,0.06159394,0.00861424,0.11296619,0.94164043,0.60130646
-2.60230115,2.57834390,0.11034622,1.40733165,0.00808450,0.06373213,0.00935975,0.11794454,0.98367412,0.62940364
-2.59629815,2.66851986,0.11287150,1.44726843,0.00876025,0.06580284,0.01013603,0.12293699,1.02361175,0.65581028
-2.59029515,2.75292184,0.11526985,1.48479902,0.00943945,0.06778014,0.01094073,0.12788446,1.06085391,0.68014818
-2.58429215,2.83028888,0.11749552,1.51930141,0.01011546,0.06964086,0.01177099,0.13272817,1.09485045,0.70207195
-2.57828914,2.89948857,0.11950624,1.55020956,0.01078157,0.07136531,0.01262340,0.13741137,1.12511421,0.72127765
-2.57228614,2.95955036,0.12126452,1.57703344,0.01143117,0.07293776,0.01349390,0.14188120,1.15123252,0.73751040
-2.56628314,3.00969293,0.12273866,1.59937592,0.01205793,0.07434679,0.01437776,0.14609014,1.17287588,0.75057042
-2.56028014,3.04934461,0.12390364,1.61694585,0.01265605,0.07558542,0.01526952,0.14999737,1.18980377,0.76031741
-2.55427714,3.07815601,0.12474157,1.62956658,0.01322033,0.07665100,0.01616296,0.15356971,1.20186725,0.76667314
-2.54827414,3.09600467,0.12524196,1.63717998,0.01374642,0.07754497,0.01705113,0.15678226,1.20900848,0.76962216
-2.54227114,3.10299192,0.12540169,1.63984556,0.01423083,0.07827247,0.01792634,0.15961865,1.21125734,0.76921073
-2.53626813,3.09943219,0.12522476,1.63773526,0.01467110,0.07884178,0.01878030,0.16207096,1.20872554,0.76554402
-2.53026513,3.08583598,0.12472181,1.63112407,0.01506575,0.07926380,0.01960416,0.16413930,1.20159855,0.75878178
-2.52426213,3.06288734,0.12390952,1.62037736,0.01541432,0.07955143,0.02038872,0.16583104,1.19012603,0.74913285
-2.51825913,3.03141750,0.12280987,1.60593559,0.01571729,0.07971904,0.02112465,0.16715990,1.17461133,0.73684860
-2.51225613,2.99237594,0.12144943,1.58829732,0.01597599,0.07978199,0.02180267,0.16814476,1.15540061,0.72221573
-2.50625313,2.94680055,0.11985854,1.56800151,0.01619245,0.07975627,0.02241390,0.16880847,1.13287238,0.70554883
-2.50025013,2.89578837,0.11807064,1.54561002,0.01636927,0.07965826,0.02295013,0.16917660,1.10742767,0.68718283
-2.49424712,2.84046811,0.11612162,1.52169107,0.01650945,0.07950466,0.02340419,0.16927624,1.07948159,0.66746577
-2.48824412,2.78197564,0.11404928,1.49680457,0.01661615,0.07931251,0.02377021,0.16913499,1.04945639,0.64675209
-2.48224112,2.72143324,0.11189294,1.47148964,0.01669261,0.07909940,0.02404402,0.16878007,1.01777624,0.62539660
-2.47623812,2.65993299,0.10969311,1.44625491,0.01674192,0.07888374,0.02422340,0.16823775,0.98486378,0.60374928
-2.47023512,2.59852460,0.10749126,1.42157164,0.01676693,0.07868508,0.02430831,0.16753296,0.95113834,0.58215091
-2.46423212,2.53820723,0.10532975,1.39786961,0.01677015,0.07852448,0.02430116,0.16668920,0.91701550,0.56092962
-2.45822911,2.47992512,0.10325167,1.37553561,0.01675368,0.07842477,0.02420684,0.16572875,0.88290777,0.54039814
-2.45222611,2.42456596,0.10130077,1.35491404,0.01671918,0.07841083,0.02403283,0.16467300,0.84922584,0.52085176
-2.44622311,2.37296132,0.09952136,1.33630919,0.01666793,0.07850962,0.02378911,0.16354302,0.81638012,0.50256672
-2.44022011,2.32588801,0.09795804,1.31998851,0.01660085,0.07875010,0.02348803,0.16236026,0.78478184,0.48579894
-2.43421711,2.28406934,0.09665549,1.30618619,0.01651859,0.07916293,0.02314407,0.16114715,0.75484359,0.47078289
-2.42821411,2.24817539,0.09565793,1.29510660,0.01642166,0.07977989,0.02277346,0.15992784,0.72697858,0.45773035
-2.42221111,2.21882140,0.09500861,1.28692680,0.01631047,0.08063314,0.02239384,0.15872863,0.70159868,0.44682904
-2.41620810,2.19656376,0.09474900,1.28179795,0.01618554,0.08175421,0.02202368,0.15757837,0.67911069,0.43824086
-2.41020510,2.18189325,0.09491798,1.27984504,0.01604751,0.08317281,0.02168181,0.15650852,0.65991112,0.43209989
-2.40420210,2.17522548,0.09555073,1.28116507,0.01589726,0.08491548,0.02138675,0.15555289,0.64437919,0.42850996
-2.39819910,2.17688884,0.09667770,1.28582362,0.01573596,0.08700416,0.02115616,0.15474720,0.63286847,0.42754201
-2.39219610,2.18711050,0.09832340,1.29384992,0.01556508,0.08945473,0.02100621,0.15412816,0.62569729,0.42923119
-2.38619310,2.20600118,0.10050527,1.30523110,0.01538640,0.09227561,0.02095097,0.15373238,0.62313831,0.43357407
-2.38019010,2.23353979,0.10323249,1.31990571,0.01520192,0.09546642,0.02100194,0.15359496,0.62540772,0.44052601
-2.37418709,2.26955899,0.10650501,1.33775747,0.01501383,0.09901694,0.02116753,0.15374790,0.63265443,0.44999888
-2.36818409,2.31373280,0.11031263,1.35860952,0.01482440,0.10290630,0.02145270,0.15421840,0.64494989,0.46185960
-2.36218109,2.36556736,0.11463435,1.38222008,0.01463585,0.10710245,0.02185867,0.15502713,0.66227900,0.47592936
-2.35617809,2.42439598,0.11943792,1.40827975,0.01445027,0.11156211,0.02238278,0.15618654,0.68453251,0.49198408
-2.35017509,2.48937910,0.12467963,1.43641114,0.01426945,0.11623104,0.02301847,0.15769940,0.71150149,0.50975596
-2.34417209,2.55950987,0.13030452,1.46617101,0.01409486,0.12104485,0.02375532,0.15955754,0.74287419,0.52893639
-2.33816908,2.63362565,0.13624674,1.49705509,0.01392751,0.12593008,0.02457932,0.16174094,0.77823557,0.54918028
-2.33216608,2.71042533,0.14243034,1.52850556,0.01376792,0.13080581,0.02547322,0.16421726,0.81706983,0.57011164
-2.32616308,2.78849229,0.14877032,1.55992108,0.01361613,0.13558554,0.02641695,0.16694183,0.85876599,0.59133043
-2.32016008,2.86632221,0.15517395,1.59066891,0.01347165,0.14017937,0.02738821,0.16985810,0.90262654,0.61242048
-2.31415708,2.94235510,0.16154239,1.62009878,0.01333357,0.14449640,0.02836311,0.17289863,0.94787913,0.63295829
-2.30815408,3.01501023,0.16777252,1.64755788,0.01320058,0.14844721,0.02931685,0.17598654,0.99369108,0.65252236
-2.30215108,3.08272284,0.17375891,1.67240639,0.01307111,0.15194636,0.03022448,0.17903736,1.03918636,0.67070285
-2.29614807,3.14398130,0.17939604,1.69403284,0.01294339,0.15491487,0.03106158,0.18196135,1.08346460,0.68711108
-2.29014507,3.19736335,0.18458043,1.71186881,0.01281556,0.15728246,0.03180507,0.18466598,1.12562178,0.70138876
-2.28414207,3.24157004,0.18921301,1.72540227,0.01268581,0.15898952,0.03243379,0.18705866,1.16477165,0.71321633
-2.27813907,3.27545630,0.19320125,1.73418914,0.01255245,0.15998881,0.03292918,0.18904956,1.20006760,0.72232037
-2.27213607,3.29805705,0.19646137,1.73786267,0.01241397,0.16024668,0.03327573,0.19055435,1.23072395,0.72847968
-2.26613307,3.30860791,0.19892030,1.73614050,0.01226911,0.15974390,0.03346143,0.19149680,1.25603609,0.73152976
-2.26013007,3.30656017,0.20051747,1.72882901,0.01211689,0.15847604,0.03347805,0.19181113,1.27539866,0.73136572
-2.25412706,3.29158942,0.20120632,1.71582532,0.01195658,0.15645328,0.03332122,0.19144399,1.28832122,0.72794340
-2.24812406,3.26359798,0.20095551,1.69711673,0.01178772,0.15369990,0.03299055,0.19035605,1.29444063,0.72127873
-2.24212106,3.22271116,0.19974977,1.67277803,0.01161004,0.15025329,0.03248944,0.18852307,1.29352990,0.71144546
-2.23611806,3.16926793,0.19759035,1.64296679,0.01142345,0.14616257,0.03182488,0.18593647,1.28550291,0.69857128
-2.23011506,3.10380639,0.19449508,1.60791720,0.01122790,0.14148697,0.03100711,0.18260339,1.27041507,0.68283266
-2.22411206,3.02704504,0.19049800,1.56793251,0.01102341,0.13629396,0.03004919,0.17854623,1.24845970,0.66444857
-2.21810905,2.93986057,0.18564855,1.52337678,0.01080996,0.13065726,0.02896651,0.17380174,1.21996045,0.64367336
-2.21210605,2.84326319,0.18001046,1.47466602,0.01058745,0.12465475,0.02777625,0.16841967,1.18535995,0.62078917
-2.20610305,2.73837047,0.17366019,1.42225916,0.01035572,0.11836644,0.02649680,0.16246110,1.14520531,0.59609810
-2.20010005,2.62638057,0.16668513,1.36664919,0.01011451,0.11187252,0.02514728,0.15599656,1.10013096,0.56991447
-2.19409705,2.50854586,0.15918155,1.30835452,0.00986350,0.10525157,0.02374691,0.14910391,1.05083965,0.54255740
-2.18809405,2.38614757,0.15125237,1.24791087,0.00960235,0.09857896,0.02231458,0.14186621,0.99808218,0.51434404
-2.18209105,2.26047212,0.14300489,1.18586375,0.00933079,0.09192554,0.02086844,0.13436956,0.94263695,0.48558345
-2.17608804,2.13278981,0.13454841,1.12276158,0.00904867,0.08535651,0.01942548,0.12670108,0.88528975,0.45657152
-2.17008504,2.00433597,0.12599206,1.05914948,0.00875609,0.07893071,0.01800126,0.11894703,0.82681472,0.42758669
-2.16408204,1.87629500,0.11744259,0.99556373,0.00845344,0.07270000,0.01660976,0.11119111,0.76795708,0.39888684
-2.15807904,1.74978720,0.10900253,0.93252679,0.00814157,0.06670909,0.01526315,0.10351308,0.70941796,0.37070698
-2.15207604,1.62585842,0.10076844,0.87054291,0.00782179,0.06099545,0.01397183,0.09598758,0.65184196,0.34325806
-2.14607304,1.50547238,0.09282955,0.81009425,0.00749601,0.05558951,0.01274435,0.08868332,0.59580738,0.31672636
-2.14007004,1.38950539,0.08526658,0.75163730,0.00716674,0.05051500,0.01158754,0.08166241,0.54181947,0.29127379
-2.13406703,1.27874314,0.07815099,0.69559985,0.00683714,0.04578935,0.01050655,0.07498007,0.49030645,0.26703858
-2.12806403,1.17387933,0.07154438,0.64237809,0.00651101,0.04142433,0.00950505,0.06868448,0.44161827,0.24413651
-2.12206103,1.07551577,0.06549824,0.59233420,0.00619277,0.03742653,0.00858531,0.06281687,0.39602774,0.22266236
-2.11605803,0.98416362,0.06005390,0.54579405,0.00588737,0.03379805,0.00774843,0.05741171,0.35373379,0.20269155
-2.11005503,0.90024550,0.05524270,0.50304535,0.00560027,0.03053702,0.00699446,0.05249703,0.31486641,0.18428188
-2.10405203,0.82409824,0.05108629,0.46433595,0.00533726,0.02763820,0.00632258,0.04809483,0.27949287,0.16747516
-2.09804902,0.75597607,0.04759705,0.42987265,0.00510442,0.02509348,0.00573123,0.04422145,0.24762482,0.15229881
-2.09204602,0.69605406,0.04477860,0.39982019,0.00490790,0.02289229,0.00521822,0.04088806,0.21922588,0.13876734
-2.08604302,0.64443183,0.04262639,0.37430085,0.00475384,0.02102201,0.00478089,0.03810103,0.19421937,0.12688362
-2.08004002,0.60113727,0.04112823,0.35339433,0.00464813,0.01946830,0.00441613,0.03586228,0.17249587,0.11664001
-2.07403702,0.56613056,0.04026492,0.33713827,0.00459631,0.01821536,0.00412048,0.03416963,0.15392032,0.10801931
-2.06803402,0.53930819,0.04001081,0.32552925,0.00460337,0.01724615,0.00389016,0.03301705,0.13833864,0.10099557
-2.06203102,0.52050727,0.04033439,0.31852441,0.00467360,0.01654260,0.00372115,0.03239484,0.12558347,0.09553473
-2.05602801,0.50951013,0.04119893,0.31604366,0.00481038,0.01608579,0.00360914,0.03228983,0.11547924,0.09159521
-2.05002501,0.50604918,0.04256299,0.31797258,0.00501613,0.01585608,0.00354961,0.03268549,0.10784639,0.08912833
-2.04402201,0.50981230,0.04438111,0.32416592,0.00529206,0.01583333,0.00353781,0.03356206,0.10250478,0.08807875
-2.03801901,0.52044863,0.04660446,0.33445184,0.00563815,0.01599703,0.00356880,0.03489662,0.09927642,0.08838482
-2.03201601,0.53757495,0.04918153,0.34863665,0.00605300,0.01632652,0.00363744,0.03666324,0.09798748,0.08997892
-2.02601301,0.56078251,0.05205892,0.36651025,0.00653379,0.01680122,0.00373842,0.03883315,0.09846980,0.09278785
-2.02001001,0.58964449,0.05518211,0.38785198,0.00707627,0.01740083,0.00386632,0.04137492,0.10056195,0.09673320
-2.01400700,0.62372381,0.05849640,0.41243686,0.00767474,0.01810562,0.00401563,0.04425478,0.10410980,0.10173177
-2.00800400,0.66258138,0.06194776,0.44004213,0.00832211,0.01889670,0.00418083,0.04743692,0.10896699,0.10769610
-2.00200100,0.70578448,0.06548378,0.47045380,0.00900999,0.01975631,0.00435640,0.05088399,0.11499502,0.11453495
-1.99599800,0.75291517,0.06905462,0.50347313,0.00972885,0.02066813,0.00453697,0.05455755,0.12206331,0.12215401
-1.98999500,0.80357855,0.07261389,0.53892267,0.01046817,0.02161753,0.00471737,0.05841878,0.13004909,0.13045656
-1.98399200,0.85741041,0.07611952,0.57665183,0.01121667,0.02259194,0.00489270,0.06242904,0.13883723,0.13934433
-1.97798899,0.91408428,0.07953447,0.61654151,0.01196255,0.02358102,0.00505845,0.06655072,0.14832002,0.14871830
-1.97198599,0.97331739,0.08282737,0.65850774,0.01269381,0.02457696,0.00521063,0.07074795,0.15839692,0.15847976
-1.96598299,1.03487539,0.08597301,0.70250400,0.01339849,0.02557469,0.00534579,0.07498743,0.16897419,0.16853125
-1.95997999,1.09857562,0.08895265,0.74852217,0.01406501,0.02657206,0.00546117,0.07923924,0.17996456,0.17877777
-1.95397699,1.16428876,0.09175411,0.79659182,0.01468244,0.02756996,0.00555473,0.08347755,0.19128682,0.18912785
-1.94797399,1.23193877,0.09437176,0.84677803,0.01524082,0.02857248,0.00562528,0.08768142,0.20286545,0.19949479
-1.94197099,1.30150104,0.09680625,0.89917747,0.01573136,0.02958695,0.00567247,0.09183534,0.21463011,0.20979790
-1.93596798,1.37299901,0.09906415,0.95391311,0.01614671,0.03062403,0.00569685,0.09592986,0.22651534,0.21996375
-1.92996498,1.44649916,0.10115740,1.01112751,0.01648110,0.03169769,0.00569989,0.09996190,0.23846021,0.22992747
-1.92396198,1.52210481,0.10310271,1.07097503,0.01673043,0.03282520,0.00568396,0.10393510,0.25040810,0.23963400
-1.91795898,1.59994885,0.10492084,1.13361327,0.01689239,0.03402713,0.00565228,0.10785995,0.26230665,0.24903942
-1.91195598,1.68018578,0.10663591,1.19919390,0.01696642,0.03532721,0.00560893,0.11175374,0.27410792,0.25811221
-1.90595298,1.76298346,0.10827469,1.26785345,0.01695366,0.03675224,0.00555868,0.11564042,0.28576869,0.26683452
-1.89994997,1.84851469,0.10986589,1.33970424,0.01685684,0.03833190,0.00550698,0.11955024,0.29725109,0.27520334
-1.89394697,1.93694906,0.11143964,1.41482574,0.01668019,0.04009849,0.00545979,0.12351928,0.30852336,0.28323174
-1.88794397,2.02844524,0.11302692,1.49325677,0.01642918,0.04208662,0.00542345,0.12758881,0.31956087,0.29094980
-1.88194097,2.12314379,0.11465920,1.57498864,0.01611035,0.04433278,0.00540456,0.13180443,0.33034722,0.29840554
-1.87593797,2.22116058,0.11636804,1.65995941,0.01573112,0.04687477,0.00540977,0.13621516,0.34087540,0.30566552
-1.86993497,2.32258086,0.11818492,1.74804937,0.01529951,0.04975102,0.00544564,0.14087233,0.35114889,0.31281520
-1.86393197,2.42745376,0.12014095,1.83907772,0.01482397,0.05299982,0.00551846,0.14582824,0.36118259,0.31995890
-1.85792896,2.53578713,0.12226678,1.93280051,0.01431314,0.05665829,0.00563405,0.15113486,0.37100345,0.32721921
-1.85192596,2.64754266,0.12459230,2.02890959,0.01377569,0.06076137,0.00579760,0.15684225,0.38065072,0.33473596
-1.84592296,2.76263090,0.12714647,2.12703273,0.01322016,0.06534053,0.00601350,0.16299694,0.39017555,0.34266442
-1.83991996,2.88090633,0.12995698,2.22673460,0.01265479,0.07042253,0.00628520,0.16964026,0.39964019,0.35117285
-1.83391696,3.00216224,0.13304977,2.32751867,0.01208749,0.07602806,0.00661504,0.17680658,0.40911637,0.36043927
-1.82791396,3.12612553,0.13644857,2.42882995,0.01152567,0.08217041,0.00700416,0.18452162,0.41868312,0.37064746
-1.82191096,3.25245172,0.14017419,2.53005866,0.01097626,0.08885420,0.00745244,0.19280081,0.42842397,0.38198222
-1.81590795,3.38072020,0.14424377,2.63054467,0.01044563,0.09607426,0.00795841,0.20164779,0.43842365,0.39462396
-1.80990495,3.51043041,0.14866996,2.72958312,0.00993962,0.10381468,0.00851928,0.21105308,0.44876437,0.40874267
-1.80390195,3.64099909,0.15346004,2.82643106,0.00946350,0.11204823,0.00913096,0.22099312,0.45952195,0.42449164
-1.79789895,3.77175938,0.15861505,2.92031533,0.00902197,0.12073598,0.00978818,0.23142959,0.47076188,0.44200080
-1.79189595,3.90196219,0.16412900,3.01044189,0.00861921,0.12982746,0.01048455,0.24230913,0.48253566,0.46137030
-1.78589295,4.03078027,0.16998820,3.09600652,0.00825889,0.13926114,0.01121280,0.25356361,0.49487750,0.48266430
-1.77988994,4.15731547,0.17617077,3.17620692,0.00794413,0.14896545,0.01196497,0.26511082,0.50780168,0.50590547
-1.77388694,4.28060939,0.18264638,3.25025625,0.00767754,0.15886013,0.01273267,0.27685573,0.52130070,0.53107039
-1.76788394,4.39965760,0.18937626,3.31739777,0.00746125,0.16885810,0.01350737,0.28869220,0.53534441,0.55808616
-1.76188094,4.51342728,0.19631353,3.37692042,0.00729682,0.17886762,0.01428068,0.30050524,0.54988010,0.58682852
-1.75587794,4.62087795,0.20340387,3.42817481,0.00718532,0.18879479,0.01504470,0.31217367,0.56483372,0.61712159
-1.74987494,4.72098490,0.21058648,3.47058936,0.00712722,0.19854618,0.01579227,0.32357303,0.58011213,0.64873953
-1.74387194,4.81276452,0.21779534,3.50368572,0.00712242,0.20803159,0.01651733,0.33457892,0.59560627,0.68141004
-1.73786893,4.89530071,0.22496076,3.52709320,0.00717020,0.21716677,0.01721512,0.34507025,0.61119517,0.71481981
-1.73186593,4.96777143,0.23201114,3.54056134,0.00726918,0.22587597,0.01788242,0.35493264,0.62675060,0.74862175
-1.72586293,5.02947428,0.23887488,3.54397016,0.00741728,0.23409431,0.01851768,0.36406165,0.64214207,0.78244386
-1.71985993,5.07985003,0.24548237,3.53733758,0.00761174,0.24176968,0.01912119,0.37236571,0.65724208,0.81589944
-1.71385693,5.11850317,0.25176798,3.52082342,0.00784903,0.24886427,0.01969501,0.37976873,0.67193116,0.84859828
-1.70785393,5.14521845,0.25767201,3.49472992,0.00812490,0.25535562,0.02024299,0.38621222,0.68610261,0.88015840
-1.70185093,5.15997255,0.26314244,3.45949838,0.00843440,0.26123705,0.02077064,0.39165687,0.69966654,0.91021792
-1.69584792,5.16294046,0.26813652,3.41570201,0.00877186,0.26651760,0.02128492,0.39608347,0.71255320,0.93844650
-1.68984492,5.15449593,0.27262207,3.36403518,0.00913103,0.27122140,0.02179399,0.39949328,0.72471515,0.96455592
-1.68384192,5.13520597,0.27657840,3.30529929,0.00950510,0.27538650,0.02230694,0.40190770,0.73612833,0.98830921
-1.67783892,5.10581935,0.27999695,3.24038574,0.00988687,0.27906333,0.02283339,0.40336735,0.74679194,1.00952806
-1.67183592,5.06724953,0.28288147,3.17025658,0.01026885,0.28231262,0.02338315,0.40393059,0.75672694,1.02809807
-1.66583292,5.02055236,0.28524793,3.09592348,0.01064346,0.28520318,0.02396584,0.40367157,0.76597349,1.04397153
-1.65982991,4.96689945,0.28712386,3.01842569,0.01100319,0.28780935,0.02459049,0.40267786,0.77458712,1.05716774
-1.65382691,4.90754804,0.28854755,2.93880779,0.01134085,0.29020832,0.02526518,0.40104776,0.78263406,1.06777065
-1.64782391,4.84380829,0.28956677,2.85809790,0.01164970,0.29247749,0.02599674,0.39888742,0.79018581,1.07592408
-1.64182091,4.77700935,0.29023726,2.77728708,0.01192372,0.29469176,0.02679041,0.39630791,0.79731324,1.08182468
-1.63581791,4.70846514,0.29062099,2.69731046,0.01215779,0.29692106,0.02764972,0.39342225,0.80408048,1.08571285
-1.62981491,4.63944109,0.29078432,2.61903068,0.01234781,0.29922797,0.02857621,0.39034250,0.81053899,1.08786229
-1.62381191,4.57112302,0.29079591,2.54322400,0.01249091,0.30166565,0.02956948,0.38717715,0.81672209,1.08856839
-1.61780890,4.50458901,0.29072475,2.47056940,0.01258549,0.30427606,0.03062707,0.38402863,0.82264020,1.08813621
-1.61180590,4.44078533,0.29063807,2.40164068,0.01263127,0.30708855,0.03174458,0.38099124,0.82827718,1.08686852
-1.60580290,4.38050696,0.29059947,2.33690183,0.01262934,0.31011876,0.03291580,0.37814934,0.83358789,1.08505439
-1.59979990,4.32438329,0.29066711,2.27670519,0.01258202,0.31336800,0.03413286,0.37557591,0.83849728,1.08295892
-1.59379690,4.27286933,0.29089207,2.22129259,0.01249284,0.31682299,0.03538651,0.37333161,0.84290094,1.08081446
-1.58779390,4.22624231,0.29131700,2.17079884,0.01236632,0.32045604,0.03666635,0.37146400,0.84666731,1.07881357
-1.58179090,4.18460380,0.29197499,2.12525736,0.01220779,0.32422564,0.03796117,0.37000729,0.84964138,1.07710418
-1.57578789,4.14788661,0.29288872,2.08460749,0.01202315,0.32807743,0.03925918,0.36898232,0.85164981,1.07578673
-1.56978489,4.11586628,0.29406991,2.04870303,0.01181865,0.33194557,0.04054835,0.36839684,0.85250721,1.07491348
-1.56378189,4.08817617,0.29551903,2.01732167,0.01160057,0.33575437,0.04181664,0.36824600,0.85202327,1.07448980
-1.55777889,4.06432548,0.29722534,1.99017472,0.01137500,0.33942024,0.04305225,0.36851309,0.85001059,1.07447726
-1.55177589,4.04371937,0.29916713,1.96691704,0.01114757,0.34285392,0.04424378,0.36917033,0.84629249,1.07479805
-1.54577289,4.02568013,0.30131225,1.94715668,0.01092323,0.34596270,0.04538037,0.37017980,0.84071084,1.07534069
-1.53976988,4.00946877,0.30361880,1.93046410,0.01070608,0.34865292,0.04645175,0.37149441,0.83313320,1.07596639
-1.53376688,3.99430617,0.30603609,1.91638085,0.01049923,0.35083230,0.04744831,0.37305886,0.82345905,1.07651577
-1.52776388,3.97939318,0.30850567,1.90442762,0.01030467,0.35241233,0.04836104,0.37481062,0.81162492,1.07681574
-1.52176088,3.96392920,0.31096253,1.89411165,0.01012329,0.35331047,0.04918148,0.37668082,0.79760799,1.07668603
-1.51575788,3.94712892,0.31333640,1.88493364,0.00995487,0.35345214,0.04990167,0.37859518,0.78142814,1.07594532
-1.50975488,3.92823709,0.31555312,1.87639414,0.00979816,0.35277247,0.05051403,0.38047487,0.76314837,1.07441675
-1.50375188,3.90654122,0.31753606,1.86799963,0.00965097,0.35121782,0.05101131,0.38223736,0.74287363,1.07193268
