energy_ev,total_up,C_s_up,C_p_up,Rh_p_up,Rh_d_up,Sc_p_up,Sc_d_up,Te_p_up,Te_d_up
-5.53176588,2.75296014,0.02107367,0.19610958,1.17450028,1.27628389,0.59490051,0.33350077,1.18438801,0.00000000
-5.52576288,2.63589518,0.02113792,0.18375146,1.11116917,1.21951796,0.57162105,0.32715604,1.13751602,0.00000000
-5.51975988,2.52503797,0.02134756,0.17217052,1.05041291,1.16521491,0.54958153,0.32204245,1.09270240,0.00000000
-5.51375688,2.42170813,0.02170110,0.16151392,0.99304951,1.11398716,0.52907169,0.31820861,1.05056720,0.00000000
-5.50775388,2.32697295,0.02219257,0.15190849,0.93976821,1.06635803,0.51031247,0.31565814,1.01161679,0.00000000
-5.50175088,2.24162713,0.02281161,0.14345998,0.89111579,1.02275075,0.49345267,0.31435026,0.97623226,0.00000000
-5.49574787,2.16618350,0.02354362,0.13625301,0.84748833,0.98348163,0.47856882,0.31420194,0.94466293,0.00000000
-5.48974487,2.10087450,0.02437009,0.13035146,0.80912837,0.94875741,0.46566791,0.31509186,0.91702531,0.00000000
-5.48374187,2.04566412,0.02526909,0.12579931,0.77612746,0.91867666,0.45469279,0.31686585,0.89330727,0.00000000
-5.47773887,2.00026921,0.02621587,0.12262178,0.74843357,0.89323497,0.44553012,0.31934364,0.87337708,0.00000000
-5.47173587,1.96418892,0.02718357,0.12082663,0.72586300,0.87233347,0.43802021,0.32232670,0.85699687,0.00000000
-5.46573287,1.93674063,0.02814406,0.12040553,0.70811597,0.85579005,0.43196839,0.32560668,0.84383962,0.00000000
-5.45972986,1.91710043,0.02906883,0.12133539,0.69479516,0.84335272,0.42715726,0.32897436,0.83350898,0.00000000
-5.45372686,1.90434637,0.02992988,0.12357968,0.68542637,0.83471434,0.42335933,0.33222841,0.82556083,0.00000000
-5.44772386,1.89750228,0.03070071,0.12708952,0.67948041,0.82952791,0.42034939,0.33518383,0.81952566,0.00000000
-5.44172086,1.89558042,0.03135716,0.13180475,0.67639527,0.82742194,0.41791600,0.33767960,0.81493069,0.00000000
-5.43571786,1.89762116,0.03187828,0.13765478,0.67559791,0.82801506,0.41587179,0.33958522,0.81132090,0.00000000
-5.42971486,1.90272814,0.03224701,0.14455942,0.67652476,0.83092942,0.41406197,0.34080582,0.80827796,0.00000000
-5.42371186,1.91009779,0.03245078,0.15242964,0.67864038,0.83580246,0.41237070,0.34128573,0.80543642,0.00000000
-5.41770885,1.91904224,0.03248195,0.16116837,0.68145370,0.84229664,0.41072531,0.34101027,0.80249656,0.00000000
-5.41170585,1.92900517,0.03233801,0.17067142,0.68453144,0.85010704,0.40909800,0.34000572,0.79923346,0.00000000
-5.40570285,1.93957032,0.03202167,0.18082851,0.68750850,0.85896661,0.40750520,0.33833752,0.79550216,0.00000000
-5.39969985,1.95046299,0.03154068,0.19152454,0.69009500,0.86864930,0.40600462,0.33610673,0.79123874,0.00000000
-5.39369685,1.96154485,0.03090751,0.20264112,0.69208023,0.87897099,0.40469028,0.33344501,0.78645764,0.00000000
-5.38769385,1.97280292,0.03013888,0.21405829,0.69333337,0.88978867,0.40368578,0.33050832,0.78124544,0.00000000
-5.38169085,1.98433373,0.02925504,0.22565651,0.69380142,0.90099792,0.40313619,0.32746963,0.77575164,0.00000000
-5.37568784,1.99632362,0.02827908,0.23731884,0.69350441,0.91252923,0.40319909,0.32451097,0.77017701,0.00000000
-5.36968484,2.00902660,0.02723604,0.24893321,0.69252861,0.92434335,0.40403507,0.32181524,0.76476024,0.00000000
-5.36368184,2.02274094,0.02615206,0.26039476,0.69101783,0.93642616,0.40579838,0.31955805,0.75976350,0.00000000
-5.35767884,2.03778569,0.02505343,0.27160805,0.68916360,0.94878323,0.40862801,0.31790009,0.75545791,0.00000000
-5.35167584,2.05447839,0.02396580,0.28248918,0.68719446,0.96143455,0.41263971,0.31698015,0.75210936,0.00000000
-5.34567284,2.07311483,0.02291338,0.29296751,0.68536513,0.97440954,0.41791937,0.31690934,0.74996558,0.00000000
-5.33966983,2.09395180,0.02191826,0.30298711,0.68394570,0.98774267,0.42451796,0.31776647,0.74924487,0.00000000
-5.33366683,2.11719342,0.02099985,0.31250760,0.68321147,1.00146967,0.43244835,0.31959503,0.75012708,0.00000000
-5.32766383,2.14298150,0.02017452,0.32150461,0.68343379,1.01562456,0.44168405,0.32240158,0.75274709,0.00000000
-5.32166083,2.17138994,0.01945536,0.32996952,0.68487194,1.03023748,0.45215998,0.32615590,0.75719096,0.00000000
-5.31565783,2.20242335,0.01885207,0.33790871,0.68776654,1.04533319,0.46377504,0.33079255,0.76349486,0.00000000
-5.30965483,2.23601936,0.01837104,0.34534227,0.69233430,1.06093027,0.47639657,0.33621392,0.77164650,0.00000000
-5.30365183,2.27205427,0.01801560,0.35230209,0.69876430,1.07704083,0.48986609,0.34229454,0.78158897,0.00000000
-5.29764882,2.31035134,0.01778632,0.35882970,0.70721566,1.09367051,0.50400630,0.34888634,0.79322649,0.00000000
-5.29164582,2.35069093,0.01768142,0.36497363,0.71781629,1.11081876,0.51862881,0.35582477,0.80643158,0.00000000
-5.28564282,2.39282171,0.01769730,0.37078661,0.73066278,1.12847900,0.53354206,0.36293521,0.82105322,0.00000000
-5.27963982,2.43647197,0.01782902,0.37632270,0.74582084,1.14663871,0.54855926,0.37003970,0.83692528,0.00000000
-5.27363682,2.48136019,0.01807082,0.38163442,0.76332620,1.16527916,0.56350567,0.37696331,0.85387475,0.00000000
-5.26763382,2.52720422,0.01841656,0.38677002,0.78318563,1.18437471,0.57822485,0.38354017,0.87172921,0.00000000
-5.26163082,2.57372823,0.01886020,0.39177101,0.80537771,1.20389170,0.59258377,0.38961876,0.89032297,0.00000000
-5.25562781,2.62066719,0.01939602,0.39667002,0.82985326,1.22378681,0.60647611,0.39506620,0.90950173,0.00000000
-5.24962481,2.66776839,0.02001889,0.40148912,0.85653519,1.24400507,0.61982394,0.39977149,0.92912528,0.00000000
-5.24362181,2.71479019,0.02072432,0.40623857,0.88531771,1.26447751,0.63257749,0.40364762,0.94906822,0.00000000
-5.23761881,2.76149791,0.02150844,0.41091615,0.91606490,1.28511872,0.64471314,0.40663233,0.96921882,0.00000000
-5.23161581,2.80765753,0.02236780,0.41550690,0.94860881,1.30582443,0.65622968,0.40868776,0.98947597,0.00000000
-5.22561281,2.85302754,0.02329914,0.41998351,0.98274717,1.32646933,0.66714317,0.40979907,1.00974469,0.00000000
-5.21960980,2.89734976,0.02429897,0.42430709,1.01824109,1.34690544,0.67748075,0.40997198,1.02993052,0.00000000
-5.21360680,2.94034001,0.02536322,0.42842844,1.05481297,1.36696105,0.68727361,0.40922966,1.04993322,0.00000000
-5.20760380,2.98167934,0.02648673,0.43228960,1.09214506,1.38644066,0.69654986,0.40760910,1.06964043,0.00000000
-5.20160080,3.02100673,0.02766283,0.43582581,1.12987897,1.40512576,0.70532742,0.40515719,1.08892165,0.00000000
-5.19559780,3.05791406,0.02888293,0.43896755,1.16761640,1.42277677,0.71360775,0.40192672,1.10762316,0.00000000
-5.18959480,3.09194387,0.03013617,0.44164274,1.20492150,1.43913600,0.72137045,0.39797264,1.12556436,0.00000000
-5.18359180,3.12259037,0.03140926,0.44377891,1.24132490,1.45393161,0.72856940,0.39334874,1.14253577,0.00000000
-5.17758879,3.14930404,0.03268633,0.44530534,1.27632957,1.46688248,0.73513052,0.38810485,1.15829905,0.00000000
-5.17158579,3.17149967,0.03394904,0.44615496,1.30941856,1.47770377,0.74095137,0.38228476,1.17258917,0.00000000
-5.16558279,3.18856781,0.03517679,0.44626604,1.34006428,1.48611297,0.74590266,0.37592493,1.18511868,0.00000000
-5.15957979,3.19988914,0.03634715,0.44558360,1.36773939,1.49183627,0.74983161,0.36905401,1.19558400,0.00000000
-5.15357679,3.20485112,0.03743637,0.44406049,1.39192872,1.49461491,0.75256698,0.36169307,1.20367345,0.00000000
-5.14757379,3.20286648,0.03842007,0.44165816,1.41214187,1.49421135,0.75392555,0.35385656,1.20907671,0.00000000
-5.14157079,3.19339241,0.03927403,0.43834709,1.42792618,1.49041512,0.75371971,0.34555385,1.21149522,0.00000000
-5.13556778,3.17595000,0.03997504,0.43410698,1.43887940,1.48304807,0.75176572,0.33679121,1.21065316,0.00000000
-5.12956478,3.15014286,0.04050175,0.42892672,1.44466169,1.47196900,0.74789234,0.32757405,1.20630836,0.00000000
-5.12356178,3.11567430,0.04083554,0.42280419,1.44500649,1.45707759,0.74194927,0.31790932,1.19826270,0.00000000
-5.11755878,3.07236245,0.04096128,0.41574598,1.43972979,1.43831763,0.73381509,0.30780786,1.18637168,0.00000000
-5.11155578,3.02015268,0.04086802,0.40776708,1.42873758,1.41567953,0.72340431,0.29728657,1.17055247,0.00000000
-5.10555278,2.95912705,0.04054955,0.39889067,1.41203116,1.38920212,0.71067316,0.28637030,1.15079040,0.00000000
-5.09954977,2.88951042,0.04000470,0.38914792,1.38971010,1.35897392,0.69562397,0.27509333,1.12714348,0.00000000
-5.09354677,2.81167317,0.03923759,0.37857800,1.36197293,1.32513378,0.67830795,0.26350045,1.09974482,0.00000000
-5.08754377,2.72613050,0.03825753,0.36722812,1.32911538,1.28787095,0.65882619,0.25164749,1.06880296,0.00000000
-5.08154077,2.63353834,0.03707886,0.35515373,1.29152644,1.24742472,0.63732915,0.23960145,1.03460009,0.00000000
-5.07553777,2.53468623,0.03572050,0.34241876,1.24968223,1.20408341,0.61401436,0.22744010,0.99748831,0.00000000
-5.06953477,2.43048723,0.03420540,0.32909591,1.20413805,1.15818279,0.58912277,0.21525120,0.95788406,0.00000000
-5.06353177,2.32196528,0.03255984,0.31526682,1.15551869,1.11010394,0.56293382,0.20313134,0.91626102,0.00000000
-5.05752876,2.21024032,0.03081259,0.30102210,1.10450746,1.06027028,0.53575945,0.19118454,0.87314168,0.00000000
-5.05152576,2.09651156,0.02899406,0.28646120,1.05183400,1.00914386,0.50793734,0.17952057,0.82908789,0.00000000
-5.04552276,1.98203909,0.02713542,0.27169196,0.99826135,0.95722082,0.47982363,0.16825313,0.78469075,0.00000000
-5.03951976,1.86812453,0.02526768,0.25682981,0.94457251,0.90502596,0.45178537,0.15749798,0.74055996,0.00000000
-5.03351676,1.75609064,0.02342086,0.24199666,0.89155662,0.85310638,0.42419293,0.14737097,0.69731304,0.00000000
-5.02751376,1.64726065,0.02162327,0.22731932,0.83999521,0.80202431,0.39741260,0.13798615,0.65556457,0.00000000
-5.02151076,1.54293731,0.01990078,0.21292771,0.79064859,0.75234916,0.37179950,0.12945380,0.61591565,0.00000000
-5.01550775,1.44438215,0.01827633,0.19895259,0.74424268,0.70464889,0.34769108,0.12187863,0.57894381,0.00000000
-5.00950475,1.35279520,0.01676945,0.18552316,0.70145639,0.65948087,0.32540110,0.11535795,0.54519339,0.00000000
-5.00350175,1.26929544,0.01539603,0.17276442,0.66290976,0.61738246,0.30521439,0.10997995,0.51516652,0.00000000
-4.99749875,1.19490221,0.01416811,0.16079447,0.62915302,0.57886141,0.28738229,0.10582199,0.48931490,0.00000000
-4.99149575,1.13051785,0.01309380,0.14972183,0.60065670,0.54438644,0.27211879,0.10294901,0.46803219,0.00000000
-4.98549275,1.07691182,0.01217742,0.13964282,0.57780290,0.51437808,0.25959749,0.10141197,0.45164725,0.00000000
-4.97948974,1.03470649,0.01141954,0.13063923,0.56087793,0.48920006,0.24994920,0.10124631,0.44041825,0.00000000
-4.97348674,1.00436478,0.01081732,0.12277622,0.55006635,0.46915151,0.24326028,0.10247062,0.43452756,0.00000000
-4.96748374,0.98617997,0.01036471,0.11610054,0.54544663,0.45446003,0.23957167,0.10508531,0.43407765,0.00000000
-4.96148074,0.98026779,0.01005283,0.11063928,0.54698851,0.44527589,0.23887851,0.10907151,0.43908797,0.00000000
-4.95547774,0.98656107,0.00987035,0.10639893,0.55455220,0.44166756,0.24113049,0.11439013,0.44949293,0.00000000
-4.94947474,1.00480722,0.00980388,0.10336503,0.56788957,0.44361861,0.24623277,0.12098122,0.46514113,0.00000000
-4.94347174,1.03456867,0.00983838,0.10150222,0.58664729,0.45102613,0.25404753,0.12876365,0.48579585,0.00000000
-4.93746873,1.07522656,0.00995762,0.10075484,0.61037224,0.46370093,0.26439620,0.13763515,0.51113706,0.00000000
-4.93146573,1.12598787,0.01014455,0.10104796,0.63851896,0.48136931,0.27706227,0.14747287,0.54076498,0.00000000
-4.92546273,1.18589610,0.01038175,0.10228886,0.67045928,0.50367684,0.29179474,0.15813439,0.57420531,0.00000000
-4.91945973,1.25384563,0.01065185,0.10436891,0.70549406,0.53019380,0.30831224,0.16945931,0.61091611,0.00000000
-4.91345673,1.32859968,0.01093785,0.10716585,0.74286682,0.56042262,0.32630767,0.18127142,0.65029657,0.00000000
-4.90745373,1.40881185,0.01122354,0.11054638,0.78177913,0.59380701,0.34545349,0.19338144,0.69169733,0.00000000
-4.90145073,1.49305087,0.01149379,0.11436905,0.82140740,0.62974287,0.36540745,0.20559026,0.73443243,0.00000000
-4.89544772,1.57982828,0.01173490,0.11848734,0.86092077,0.66759057,0.38581878,0.21769279,0.77779263,0.00000000
-4.88944472,1.66762840,0.01193476,0.12275292,0.89949964,0.70668865,0.40633469,0.22948209,0.82105985,0.00000000
-4.88344172,1.75493996,0.01208314,0.12701895,0.93635431,0.74636835,0.42660706,0.24075391,0.86352231,0.00000000
-4.87743872,1.84028849,0.01217181,0.13114347,0.97074329,0.78596874,0.44629921,0.25131133,0.90449005,0.00000000
-4.87143572,1.92226864,0.01219463,0.13499261,1.00199053,0.82485195,0.46509245,0.26096948,0.94331030,0.00000000
-4.86543272,1.99957531,0.01214761,0.13844372,1.02950130,0.86241807,0.48269248,0.26956006,0.97938220,0.00000000
-4.85942971,2.07103265,0.01202888,0.14138821,1.05277586,0.89811910,0.49883522,0.27693559,1.01217039,0.00000000
-4.85342671,2.13561979,0.01183859,0.14373403,1.07142073,0.93147156,0.51329203,0.28297320,1.04121696,0.00000000
-4.84742371,2.19249254,0.01157886,0.14540780,1.08515688,0.96206724,0.52587410,0.28757770,1.06615125,0.00000000
-4.84142071,2.24100005,0.01125350,0.14635639,1.09382479,0.98958162,0.53643597,0.29068402,1.08669725,0.00000000
-4.83541771,2.28069592,0.01086787,0.14654801,1.09738599,1.01377966,0.54487783,0.29225866,1.10267814,0.00000000
-4.82941471,2.31134321,0.01042860,0.14597264,1.09592111,1.03451879,0.55114684,0.29230032,1.11401787,0.00000000
-4.82341171,2.33291327,0.00994332,0.14464195,1.08962446,1.05174880,0.55523702,0.29083945,1.12073974,0.00000000
-4.81740870,2.34557834,0.00942037,0.14258853,1.07879532,1.06550879,0.55718811,0.28793691,1.12296191,0.00000000
-4.81140570,2.34969823,0.00886850,0.13986458,1.06382636,1.07592134,0.55708305,0.28368171,1.12089014,0.00000000
-4.80540270,2.34580167,0.00829664,0.13654007,1.04518947,1.08318399,0.55504434,0.27818789,1.11480796,0.00000000
-4.79939970,2.33456302,0.00771358,0.13270034,1.02341955,1.08755857,0.55122939,0.27159066,1.10506477,0.00000000
-4.79339670,2.31677529,0.00712777,0.12844338,0.99909697,1.08935882,0.54582480,0.26404210,1.09206219,0.00000000
-4.78739370,2.29332053,0.00654711,0.12387678,0.97282905,1.08893674,0.53904000,0.25570628,1.07623931,0.00000000
-4.78139070,2.26513859,0.00597875,0.11911443,0.94523147,1.08666835,0.53110017,0.24675433,1.05805746,0.00000000
-4.77538769,2.23319560,0.00542902,0.11427317,0.91691006,1.08293932,0.52223887,0.23735931,1.03798482,0.00000000
-4.76938469,2.19845312,0.00490329,0.10946936,0.88844356,1.07813113,0.51269052,0.22769138,1.01648178,0.00000000
-4.76338169,2.16183897,0.00440595,0.10481567,0.86036795,1.07260815,0.50268289,0.21791315,0.99398722,0.00000000
-4.75737869,2.12422089,0.00394039,0.10041794,0.83316273,1.06670617,0.49243004,0.20817559,0.97090643,0.00000000
-4.75137569,2.08638348,0.00350901,0.09637239,0.80723959,1.06072259,0.48212576,0.19861443,0.94760085,0.00000000
-4.74537269,2.04900933,0.00311328,0.09276317,0.78293365,1.05490869,0.47193792,0.18934731,0.92438006,0.00000000
-4.73936968,2.01266458,0.00275384,0.08966030,0.76049758,1.04946394,0.46200372,0.18047168,0.90149607,0.00000000
-4.73336668,1.97778931,0.00243053,0.08711805,0.74009851,1.04453264,0.45242629,0.17206347,0.87914010,0.00000000
-4.72736368,1.94469272,0.00214255,0.08517383,0.72181791,1.04020259,0.44327250,0.16417654,0.85744182,0.00000000
-4.72136068,1.91355311,0.00188856,0.08384752,0.70565416,1.03650598,0.43457232,0.15684296,0.83647092,0.00000000
-4.71535768,1.88442244,0.00166678,0.08314135,0.69152775,1.03342216,0.42631959,0.15007393,0.81624083,0.00000000
-4.70935468,1.85723508,0.00147514,0.08304018,0.67928875,1.03088220,0.41847429,0.14386144,0.79671440,0.00000000
-4.70335168,1.83182036,0.00131135,0.08351235,0.66872631,1.02877494,0.41096613,0.13818041,0.77781116,0.00000000
-4.69734867,1.80791825,0.00117303,0.08451087,0.65957980,1.02695442,0.40369940,0.13299129,0.75941583,0.00000000
-4.69134567,1.78519779,0.00105781,0.08597506,0.65155105,1.02524832,0.39655886,0.12824304,0.74138777,0.00000000
-4.68534267,1.76327730,0.00096340,0.08783251,0.64431747,1.02346721,0.38941631,0.12387619,0.72357078,0.00000000
-4.67933967,1.74174592,0.00088766,0.09000139,0.63754541,1.02141430,0.38213777,0.11982611,0.70580312,0.00000000
-4.67333667,1.72018558,0.00082866,0.09239292,0.63090331,1.01889554,0.37459064,0.11602611,0.68792717,0.00000000
-4.66733367,1.69819269,0.00078474,0.09491409,0.62407437,1.01572962,0.36665085,0.11241045,0.66979839,0.00000000
-4.66133067,1.67539882,0.00075453,0.09747039,0.61676806,1.01175763,0.35820934,0.10891704,0.65129334,0.00000000
-4.65532766,1.65148963,0.00073695,0.09996864,0.60873031,1.00685210,0.34917791,0.10548975,0.63231646,0.00000000
-4.64932466,1.62622132,0.00073127,0.10231967,0.59975198,1.00092507,0.33949379,0.10208040,0.61280527,0.00000000
-4.64332166,1.59943404,0.00073702,0.10444087,0.58967529,0.99393475,0.32912317,0.09865017,0.59273404,0.00000000
