energy_ev,total_up,total_down,C_s_up,C_s_down,C_p_up,C_p_down,Co_p_up,Co_p_down,Co_d_up,Co_d_down,Mn_p_up,Mn_p_down,Mn_d_up,Mn_d_down,Te_p_up,Te_p_down,Te_d_up,Te_d_down
-5.86193097,4.79164444,-5.95885122,0.06701078,-0.08807525,0.78520341,-1.05248326,0.72732636,-0.88500530,0.29542092,-0.49585669,1.82938373,-2.60810182,1.06880637,-0.75927695,1.86783882,-2.50725872,0.00000000,-0.00000000
-5.85592796,4.62188486,-6.00699897,0.06691204,-0.08959998,0.76890991,-1.07492576,0.68927533,-0.87112247,0.27955225,-0.50146295,1.72686564,-2.61430303,1.07464361,-0.78489802,1.77565702,-2.50273342,0.00000000,-0.00000000
-5.84992496,4.44920250,-6.02557606,0.06671947,-0.09065278,0.75234139,-1.09198061,0.65145401,-0.85312250,0.26302294,-0.50463392,1.62662561,-2.60694464,1.07923190,-0.80661822,1.68248801,-2.48598937,0.00000000,-0.00000000
-5.84392196,4.27644370,-6.01399931,0.06643655,-0.09121245,0.73574206,-1.10326326,0.61448593,-0.83129362,0.24609541,-0.50531306,1.53019925,-2.58599074,1.08258938,-0.82400007,1.58990789,-2.45727191,0.00000000,-0.00000000
-5.83791896,4.10633487,-5.97217388,0.06606788,-0.09126565,0.71934675,-1.10849121,0.57894537,-0.80597950,0.22902816,-0.50347934,1.43897455,-2.55165304,1.08476422,-0.83668100,1.49941180,-2.41700921,0.00000000,-0.00000000
-5.83191596,3.94141440,-5.90050406,0.06561886,-0.09080752,0.70337282,-1.10749405,0.54534578,-0.77757085,0.21206968,-0.49914828,1.35416019,-2.50439045,1.08582845,-0.84438514,1.41238131,-2.36580296,0.00000000,-0.00000000
-5.82591296,3.78397349,-5.79989347,0.06509538,-0.08984191,0.68801278,-1.10022053,0.51413064,-0.74649658,0.19545311,-0.49237216,1.27676032,-2.44490202,1.08587094,-0.84693283,1.33005724,-2.30441641,0.00000000,-0.00000000
-5.81990995,3.63600776,-5.67173403,0.06450346,-0.08838158,0.67342767,-1.08674228,0.48566704,-0.71321454,0.17939181,-0.48323974,1.20755625,-2.37411329,1.08498990,-0.84424749,1.25351865,-2.23375953,0.00000000,-0.00000000
-5.81390695,3.49918067,-5.51788329,0.06384900,-0.08644797,0.65974177,-1.06725382,0.46024189,-0.67820231,0.16407604,-0.47187527,1.14709554,-2.29315631,1.08328544,-0.83635938,1.18366814,-2.15487194,0.00000000,-0.00000000
-5.80790395,3.37479929,-5.34063030,0.06313755,-0.08407091,0.64703859,-1.04206876,0.43806065,-0.64194807,0.14967066,-0.45843671,1.09568818,-2.20334393,1.08085238,-0.82340602,1.12122348,-2.06890377,0.00000000,-0.00000000
-5.80190095,3.26380263,-5.14265066,0.06237402,-0.08128797,0.63535844,-1.01161233,0.41924843,-0.60494182,0.13631381,-0.44311335,1.05340990,-2.10613918,1.07777395,-0.80562919,1.06671523,-1.97709483,0.00000000,-0.00000000
-5.79589795,3.16676183,-4.92695155,0.06156263,-0.07814364,0.62469762,-0.97641039,0.40385325,-0.56766713,0.12411662,-0.42612269,1.02011181,-2.00312061,1.07411656,-0.78336854,1.02048991,-1.88075249,0.00000000,-0.00000000
-5.78989495,3.08389161,-4.69680838,0.06070677,-0.07468829,0.61500929,-0.93707527,0.39185103,-0.53059347,0.11316372,-0.40770667,0.99543598,-1.89594495,1.06992605,-0.75705215,0.98271782,-1.78122873,0.00000000,-0.00000000
-5.78389195,3.01507146,-4.45569459,0.05980902,-0.07097701,0.60620599,-0.89428912,0.38315208,-0.49416922,0.10351435,-0.38812733,0.97883604,-1.78630817,1.06522542,-0.72718418,0.95340487,-1.67989668,0.00000000,-0.00000000
-5.77788894,2.95987529,-4.20720685,0.05887119,-0.06706831,0.59816371,-0.84878530,0.37760866,-0.45881553,0.09520410,-0.36766203,0.96960197,-1.67590621,1.06001438,-0.69433044,0.93240733,-1.57812717,0.00000000,-0.00000000
-5.77188594,2.91760750,-3.95498765,0.05789442,-0.06302274,0.59072731,-0.80132849,0.37502329,-0.42492088,0.08824692,-0.34659826,0.96688802,-1.56639667,1.05427042,-0.65910213,0.91944863,-1.47726576,0.00000000,-0.00000000
-5.76588294,2.88734379,-3.70264778,0.05687940,-0.05890151,0.58371716,-0.75269442,0.37515742,-0.39283652,0.08263726,-0.32522825,0.96974291,-1.45936249,1.04795149,-0.62213864,0.91413726,-1.37861053,0.00000000,-0.00000000
-5.75987994,2.86797461,-3.45369087,0.05582649,-0.05476511,0.57693658,-0.70364983,0.37774012,-0.36287271,0.07835233,-0.30384349,0.97714125,-1.35627865,1.04099993,-0.58409010,0.91598493,-1.28339114,0.00000000,-0.00000000
-5.75387694,2.85824933,-3.21144215,0.05473601,-0.05067206,0.57017993,-0.65493337,0.38247657,-0.33529566,0.07535416,-0.28272933,0.98801516,-1.25848271,1.03334725,-0.54560014,0.92442412,-1.19274951,0.00000000,-0.00000000
-5.74787394,2.85681939,-2.97898342,0.05360843,-0.04667768,0.56324083,-0.60723824,0.38905602,-0.31032532,0.07359152,-0.26215974,1.00128514,-1.16714980,1.02491955,-0.50728978,0.93882450,-1.10772238,0.00000000,-0.00000000
-5.74187094,2.86227877,-2.75909592,0.05244459,-0.04283314,0.55592026,-0.56119690,0.39715905,-0.28813375,0.07300149,-0.24239247,1.01588948,-1.08327248,1.01564301,-0.46974285,0.95850777,-1.02922603,0.00000000,-0.00000000
-5.73586793,2.87320043,-2.55421232,0.05124586,-0.03918457,0.54803417,-0.51736843,0.40646400,-0.26884426,0.07351083,-0.22366461,1.03081108,-1.00764580,1.00544907,-0.43349341,0.98276043,-0.95804343,0.00000000,-0.00000000
-5.72986493,2.88816773,-2.36637894,0.05001426,-0.03577241,0.53942019,-0.47622878,0.41665244,-0.25253117,0.07503701,-0.20618871,1.04510140,-0.94085753,0.99427892,-0.39901560,1.01084456,-0.89481393,0.00000000,-0.00000000
-5.72386193,2.90580022,-2.19722870,0.04875255,-0.03263099,0.52994332,-0.43816414,0.42741366,-0.23922010,0.07748900,-0.19014951,1.05790062,-0.88328364,0.98208696,-0.36671615,1.04200654,-0.84002561,0.00000000,-0.00000000
-5.71785893,2.92477355,-2.04796508,0.04746416,-0.02978826,0.51950020,-0.40346737,0.43844822,-0.22888903,0.08076784,-0.17570133,1.06845385,-0.83508872,0.96884311,-0.33692953,1.07548396,-0.79401031,0.00000000,-0.00000000
-5.71185593,2.94383366,-1.91935692,0.04615320,-0.02726573,0.50802192,-0.37233754,0.44947064,-0.22146981,0.08476721,-0.16296609,1.07612302,-0.79623126,0.95453368,-0.30991596,1.11051107,-0.75694156,0.00000000,-0.00000000
-5.70585293,2.96180584,-1.81174378,0.04482425,-0.02507861,0.49547531,-0.34488232,0.46021134,-0.21685042,0.08937388,-0.15203204,1.08039440,-0.76647314,0.93916105,-0.28586191,1.14632319,-0.72883510,0.00000000,-0.00000000
-5.69984992,2.97759954,-1.72505107,0.04348220,-0.02323605,0.48186266,-0.32112303,0.47041791,-0.21487777,0.09446836,-0.14295312,1.08088189,-0.74539339,0.92274211,-0.26488311,1.18216070,-0.70955224,0.00000000,-0.00000000
-5.69384692,2.99020993,-1.65881422,0.04213202,-0.02174153,0.46722002,-0.30100191,0.47985610,-0.21536126,0.09992565,-0.13574891,1.07732625,-0.73240534,0.90530579,-0.24702961,1.21727305,-0.69880592,0.00000000,-0.00000000
-5.68784392,2.99871770,-1.61221085,0.04077854,-0.02059341,0.45161432,-0.28439133,0.48831049,-0.21807689,0.10561634,-0.13040521,1.06959080,-0.72677708,0.88689000,-0.23229262,1.25092350,-0.69616928,0.00000000,-0.00000000
-5.68184092,3.00228816,-1.58409986,0.03942615,-0.01978544,0.43513938,-0.27110450,0.49558521,-0.22277211,0.11140801,-0.12687508,1.05765398,-0.72765453,0.86753842,-0.22061275,1.28239483,-0.70108688,0.00000000,-0.00000000
-5.67583792,3.00017111,-1.57306621,0.03807865,-0.01930740,0.41791125,-0.26090722,0.50150475,-0.22917132,0.11716695,-0.12508049,1.04159959,-0.73408669,0.84729734,-0.21188927,1.31099668,-0.71288824,0.00000000,-0.00000000
-5.66983492,2.99170245,-1.57747029,0.03673901,-0.01914578,0.40006317,-0.25353014,0.50591509,-0.23698187,0.12276034,-0.12491436,1.02160524,-0.74505262,0.82621324,-0.20598984,1.33607449,-0.73080370,0.00000000,-0.00000000
-5.66383192,2.97630838,-1.59550040,0.03540933,-0.01928441,0.38174029,-0.24868135,0.50868526,-0.24590069,0.12805867,-0.12624307,0.99792976,-0.75948935,0.80433106,-0.20276054,1.35702020,-0.75398227,0.00000000,-0.00000000
-5.65782891,2.95351265,-1.62522734,0.03409071,-0.01970508,0.36309466,-0.24605861,0.50970922,-0.25562124,0.13293852,-0.12890944,0.97090038,-0.77632034,0.78169378,-0.20203560,1.37328464,-0.78151132,0.00000000,-0.00000000
-5.65182591,2.92294699,-1.66465943,0.03278334,-0.02038819,0.34428063,-0.24536096,0.50890825,-0.26584071,0.13728548,-0.13273600,0.94090009,-0.79448364,0.75834311,-0.20364659,1.38439110,-0.81243766,0.00000000,-0.00000000
-5.64582291,2.88436443,-1.71179698,0.03148657,-0.02131332,0.32545087,-0.24629937,0.50623362,-0.27626733,0.14099713,-0.13752881,0.90835596,-0.81295921,0.73432156,-0.20743074,1.38994974,-0.84578977,0.00000000,-0.00000000
-5.63981991,2.83765482,-1.76468462,0.03019906,-0.02245974,0.30675316,-0.24860611,0.50166946,-0.28662746,0.14398605,-0.14308142,0.87372869,-0.83079451,0.70967566,-0.21323810,1.38967216,-0.88060045,0.00000000,-0.00000000
-5.63381691,2.78286162,-1.82146029,0.02891905,-0.02380687,0.28832805,-0.25204247,0.49523567,-0.29667232,0.14618253,-0.14917930,0.83750368,-0.84712784,0.68446008,-0.22093724,1.38338530,-0.91592963,0.00000000,-0.00000000
-5.62781391,2.72019868,-1.88039950,0.02764457,-0.02533471,0.27030748,-0.25640478,0.48699063,-0.30618415,0.14753704,-0.15560437,0.80018386,-0.86120855,0.65874257,-0.23041950,1.37104391,-0.95088641,0.00000000,-0.00000000
-5.62181091,2.65006568,-1.93995372,0.02637374,-0.02702413,0.25281410,-0.26152852,0.47703349,-0.31498133,0.14802224,-0.16213976,0.76228421,-0.87241369,0.63260909,-0.24160145,1.35274086,-0.98464987,0.00000000,-0.00000000
-5.61580790,2.57306083,-1.99878183,0.02510503,-0.02885712,0.23596147,-0.26729040,0.46550582,-0.32292258,0.14763436,-0.16857455,0.72432780,-0.88026042,0.60616890,-0.25442557,1.32871438,-1.01648795,0.00000000,-0.00000000
-5.60980490,2.48998940,-2.05577346,0.02383753,-0.03081697,0.21985489,-0.27360840,0.45259238,-0.32990970,0.14639405,-0.17470851,0.68684329,-0.88441386,0.57955917,-0.26885931,1.29935164,-1.04577355,0.00000000,-0.00000000
-5.60380190,2.40186710,-2.11006387,0.02257115,-0.03288834,0.20459255,-0.28043998,0.43852084,-0.33588896,0.14434639,-0.18035652,0.65036332,-0.88469010,0.55294870,-0.28489227,1.26518832,-1.07199746,0.00000000,-0.00000000
-5.59779890,2.30991710,-2.16103952,0.02130679,-0.03505725,0.19026716,-0.28777840,0.42356029,-0.34085084,0.14156030,-0.18535274,0.61542365,-0.88105435,0.52654040,-0.30253197,1.22690353,-1.09477743,0.00000000,-0.00000000
-5.59179590,2.21556029,-2.20833456,0.02004644,-0.03731098,0.17696755,-0.29564744,0.40801850,-0.34482823,0.13812714,-0.18955420,0.58256240,-0.87361422,0.50057241,-0.32179818,1.18531036,-1.11386299,0.00000000,-0.00000000
-5.58579290,2.12039846,-2.25181821,0.01879319,-0.03963793,0.16478023,-0.30409494,0.39223777,-0.34789307,0.13415872,-0.19284382,0.55231923,-0.86260866,0.47531747,-0.34271624,1.14134179,-1.12913586,0.00000000,-0.00000000
-5.57978989,2.02619037,-2.29157379,0.01755121,-0.04202738,0.15379082,-0.31318516,0.37658952,-0.35015156,0.12978462,-0.19513265,0.52523382,-0.84839285,0.45108062,-0.36530947,1.09603260,-1.14060578,0.00000000,-0.00000000
-5.57378689,1.93482125,-2.32787027,0.01632561,-0.04446918,0.14408496,-0.32299069,0.36146767,-0.35173808,0.12514905,-0.19636123,0.50184351,-0.83141983,0.42819520,-0.38959132,1.05049739,-1.14840198,0.00000000,-0.00000000
-5.56778389,1.84826633,-2.36112768,0.01512232,-0.04695350,0.13574897,-0.33358407,0.34728082,-0.35280818,0.12040733,-0.19650012,0.48267970,-0.81221966,0.40701714,-0.41555737,1.00590572,-1.15276058,0.00000000,-0.00000000
-5.56178089,1.76854944,-2.39187806,0.01394786,-0.04947038,0.12886983,-0.34502960,0.33444354,-0.35353083,0.11572200,-0.19554942,0.46826292,-0.79137695,0.38791788,-0.44317780,0.96345476,-1.15400854,0.00000000,-0.00000000
-5.55577789,1.69769773,-2.42072366,0.01280909,-0.05200949,0.12353471,-0.35737573,0.32336694,-0.35408034,0.11125888,-0.19353749,0.45909641,-0.76950785,0.37127597,-0.47239061,0.92434048,-1.15254492,0.00000000,-0.00000000
-5.54977489,1.63769387,-2.44829452,0.01171298,-0.05455977,0.11982988,-0.37064843,0.31444864,-0.35462836,0.10718298,-0.19051877,0.45565823,-0.74723735,0.35746769,-0.50309595,0.88972808,-1.14882013,0.00000000,-0.00000000
-5.54377189,1.59042695,-2.47520731,0.01066634,-0.05710912,0.11783911,-0.38484572,0.30806257,-0.35533628,0.10365461,-0.18657087,0.45839205,-0.72517792,0.34685698,-0.53515200,0.86072254,-1.14331453,0.00000000,-0.00000000
-5.53776888,1.55764345,-2.50202764,0.00967555,-0.05964425,0.11764160,-0.39993377,0.30454869,-0.35634837,0.10082551,-0.18179109,0.46769680,-0.70391031,0.33978502,-0.56837257,0.83834007,-1.13651703,0.00000000,-0.00000000
-5.53176588,1.54089971,-2.52923731,0.00874642,-0.06215049,0.11930948,-0.41584465,0.30420294,-0.35778609,0.09883537,-0.17629254,0.48391546,-0.68396721,0.33655962,-0.60252656,0.82348121,-1.12890499,0.00000000,-0.00000000
-5.52576288,1.54151694,-2.55720838,0.00788392,-0.06461170,0.12290500,-0.43247577,0.30726779,-0.35974380,0.09780856,-0.17019997,0.50732338,-0.66582039,0.33744497,-0.63733952,0.81690622,-1.12092632,0.00000000,-0.00000000
-5.51975988,1.56054014,-2.58618504,0.00709211,-0.06701037,0.12847751,-0.44969118,0.31392348,-0.36228594,0.09785133,-0.16364559,0.53811663,-0.64987176,0.34265181,-0.67249715,0.81921337,-1.11298455,0.00000000,-0.00000000
-5.51375688,1.59870207,-2.61627403,0.00637399,-0.06932765,0.13606038,-0.46732438,0.32428036,-0.36544609,0.09904934,-0.15676498,0.57640080,-0.63644842,0.35232850,-0.70765077,0.83082072,-1.10542764,0.00000000,-0.00000000
-5.50775388,1.65639312,-2.64744415,0.00573149,-0.07154363,0.14566791,-0.48518277,0.33837249,-0.36922761,0.10146570,-0.14969338,0.62218080,-0.62580180,0.36655322,-0.74242438,0.85195176,-1.09854093,0.00000000,-0.00000000
-5.50175088,1.73363828,-2.67953433,0.00516543,-0.07363751,0.15729250,-0.50305329,0.35615289,-0.37360609,0.10513945,-0.14256230,0.67535222,-0.61811066,0.38532749,-0.77642330,0.88262537,-1.09254450,0.00000000,-0.00000000
-5.49574787,1.83008192,-2.71226993,0.00467557,-0.07558801,0.17090206,-0.52070904,0.37749043,-0.37853323,0.11008456,-0.13549680,0.73569473,-0.61348763,0.40857143,-0.80924380,0.92265045,-1.08759479,0.00000000,-0.00000000
-5.48974487,1.94498116,-2.74528602,0.00426067,-0.07737371,0.18643794,-0.53791665,0.40216888,-0.38394208,0.11628933,-0.12861335,0.80286793,-0.61198856,0.43612089,-0.84048342,0.97162534,-1.08379027,0.00000000,-0.00000000
-5.48374187,2.07720852,-2.77815626,0.00391857,-0.07897344,0.20381340,-0.55444391,0.42988806,-0.38975323,0.12371648,-0.12201828,0.87641015,-0.61362434,0.46772674,-0.86975170,1.02894249,-1.08118067,0.00000000,-0.00000000
-5.47773887,2.22526424,-2.81042571,0.00364635,-0.08036672,0.22291276,-0.57006751,0.46026735,-0.39588160,0.13230358,-0.11580702,0.95574038,-0.61837406,0.50305643,-0.89668063,1.09379815,-1.07977888,0.00000000,-0.00000000
-5.47173587,2.38729846,-2.84164552,0.00344039,-0.08153413,0.24359138,-0.58458037,0.49285157,-0.40224355,0.14196407,-0.11006384,1.04016344,-0.62619895,0.54169801,-0.92093468,1.16520732,-1.07957474,0.00000000,-0.00000000
-5.46573287,2.56114335,-2.87140766,0.00329655,-0.08245774,0.26567642,-0.59779853,0.52711932,-0.40876363,0.15258889,-0.10486212,1.12887862,-0.63705620,0.58316676,-0.94221992,1.24202370,-1.08054974,0.00000000,-0.00000000
-5.45972986,2.74435478,-2.89937774,0.00321029,-0.08312149,0.28896857,-0.60956713,0.56249359,-0.41538091,0.16404843,-0.10026515,1.22099137,-0.65091174,0.62691420,-0.96029196,1.32296431,-1.08269150,0.00000000,-0.00000000
-5.45372686,2.93426284,-2.92532386,0.00317679,-0.08351146,0.31324463,-0.61976538,0.59835457,-0.42205424,0.17619517,-0.09632715,1.31552801,-0.66775136,0.67233968,-0.97496235,1.40663843,-1.08600708,0.00000000,-0.00000000
-5.44772386,3.12803025,-2.94914029,0.00319112,-0.08361627,0.33826093,-0.62831041,0.63405431,-0.42876619,0.18886658,-0.09309454,1.41145293,-0.68758936,0.71880409,-0.98610352,1.49158018,-1.09053421,0.00000000,-0.00000000
-5.44172086,3.32271727,-2.97086419,0.00324827,-0.08342726,0.36375763,-0.63515985,0.66893288,-0.43552557,0.20188859,-0.09060725,1.50768772,-0.71047432,0.76564552,-0.99365179,1.57628388,-1.09634957,0.00000000,-0.00000000
-5.43571786,3.51535128,-2.99068489,0.00334335,-0.08293878,0.38946368,-0.64031304,0.70233563,-0.44236813,0.21507923,-0.08890000,1.60313183,-0.73649146,0.81219651,-0.99760874,1.65924130,-1.10357358,0.00000000,-0.00000000
-5.42971486,3.70299924,-3.00894481,0.00347162,-0.08214836,0.41510233,-0.64381099,0.73363094,-0.44935553,0.22825263,-0.08800347,1.69668377,-0.76576148,0.85780226,-0.99804070,1.73897974,-1.11237131,0.00000000,-0.00000000
-5.42371186,3.88284051,-3.02613214,0.00362855,-0.08105685,0.44039714,-0.64573502,0.76222785,-0.45657258,0.24122309,-0.08794514,1.78726246,-0.79843570,0.90183918,-0.99507662,1.81409970,-1.12294935,0.00000000,-0.00000000
-5.41770885,4.05223789,-3.04286546,0.00380995,-0.07966856,0.46507812,-0.64620418,0.78759307,-0.46412288,0.25380918,-0.08874993,1.87382798,-0.83468777,0.94373338,-0.98890427,1.88331087,-1.13554883,0.00000000,-0.00000000
-5.41170585,4.20880447,-3.05987097,0.00401195,-0.07799130,0.48888798,-0.64537146,0.80926657,-0.47212304,0.26583780,-0.09044045,1.95540107,-0.87470211,0.98297802,-0.97976507,1.94546541,-1.15043480,0.00000000,-0.00000000
-5.40570285,4.35046386,-3.07795342,0.00423107,-0.07603641,0.51158815,-0.64341909,0.82687540,-0.48069585,0.27714803,-0.09303694,2.03108099,-0.91865974,1.01914915,-0.96794763,1.99958722,-1.16788272,0.00000000,-0.00000000
-5.39969985,4.47550190,-3.09796199,0.00446427,-0.07381873,0.53296446,-0.64055287,0.84014489,-0.48996278,0.28759461,-0.09655683,2.10006125,-0.96672196,1.05191919,-0.95378017,2.04489631,-1.18816267,0.00000000,-0.00000000
-5.39369685,4.58260801,-3.12075270,0.00470891,-0.07135649,0.55283221,-0.63699570,0.84890713,-0.50003608,0.29705108,-0.10101404,2.16164308,-1.01901281,1.08106751,-0.93762224,2.08082742,-1.21152230,0.00000000,-0.00000000
-5.38769385,4.67090479,-3.14714910,0.00496281,-0.06867111,0.57104050,-0.63298067,0.85310615,-0.51101116,0.30541244,-0.10641796,2.21524641,-1.07560097,1.10648752,-0.91985564,2.10704239,-1.23816930,0.00000000,-0.00000000
-5.38169085,4.73996516,-3.17790280,0.00522424,-0.06578700,0.58747564,-0.62874363,0.85279976,-0.52295938,0.31259724,-0.11277229,2.26041835,-1.13648218,1.12819009,-0.90087505,2.12343591,-1.26825465,0.00000000,-0.00000000
-5.37568784,4.78981645,-3.21365582,0.00549189,-0.06273118,0.60206347,-0.62451562,0.84815798,-0.53592188,0.31854911,-0.12007368,2.29683937,-1.20156306,1.14630276,-0.88107846,2.13013466,-1.30185734,0.00000000,-0.00000000
-5.36968484,4.82093181,-3.25490623,0.00576492,-0.05953290,0.61477057,-0.62051537,0.83945806,-0.54990470,0.32323769,-0.12831039,2.32432715,-1.27064717,1.16106497,-0.86085765,2.12749014,-1.33897156,0.00000000,-0.00000000
-5.36368184,4.83420938,-3.30197870,0.00604290,-0.05622316,0.62560425,-0.61694191,0.82707650,-0.56487538,0.32665909,-0.13746094,2.34283844,-1.34342412,1.17281925,-0.84058895,2.11606567,-1.37949714,0.00000000,-0.00000000
-5.35767884,4.83094056,-3.35500105,0.00632582,-0.05283413,0.63461130,-0.61396782,0.81147826,-0.58076138,0.32883568,-0.14749283,2.35246902,-1.41946261,1.18199868,-0.82062454,2.09661819,-1.42323363,0.00000000,-0.00000000
-5.35167584,4.81276852,-3.41388806,0.00661407,-0.04939860,0.64187558,-0.61173312,0.79320367,-0.59745027,0.32981552,-0.15836156,2.35345197,-1.49820780,1.18911106,-0.80128444,2.07007585,-1.46987854,0.00000000,-0.00000000
-5.34567284,4.78163886,-3.47833297,0.00690841,-0.04594929,0.64751442,-0.61034008,0.77285360,-0.61479179,0.32967133,-0.17000976,2.34615430,-1.57898345,1.19472034,-0.78284948,2.03751232,-1.51902985,0.00000000,-0.00000000
