energy_ev,total_up,As_p_up,As_d_up,Sc_p_up,Sc_d_up,Te_p_up,Te_d_up
-6.00000000,3.06081512,0.37129575,0.00000000,0.57586446,0.29579133,1.84495446,0.00000000
-5.99399700,3.14016012,0.38138049,0.00000000,0.59040149,0.30441871,1.89134392,0.00000000
-5.98799400,3.20918989,0.39009285,0.00000000,0.60289578,0.31203133,1.93165020,0.00000000
-5.98199100,3.26794426,0.39743319,0.00000000,0.61334593,0.31862639,1.96592426,0.00000000
-5.97598799,3.31669537,0.40344149,0.00000000,0.62179741,0.32423030,1.99434459,0.00000000
-5.96998499,3.35593599,0.40819710,0.00000000,0.62834081,0.32889861,2.01720813,0.00000000
-5.96398199,3.38636057,0.41181737,0.00000000,0.63310878,0.33271510,2.03491718,0.00000000
-5.95797899,3.40883971,0.41445506,0.00000000,0.63627169,0.33578996,2.04796296,0.00000000
-5.95197599,3.42438911,0.41629461,0.00000000,0.63803214,0.33825719,2.05690620,0.00000000
-5.94597299,3.43413401,0.41754752,0.00000000,0.63861864,0.34027129,2.06235573,0.00000000
-5.93996998,3.43927064,0.41844683,0.00000000,0.63827853,0.34200331,2.06494579,0.00000000
-5.93396698,3.44102614,0.41924103,0.00000000,0.63727061,0.34363651,2.06531308,0.00000000
-5.92796398,3.44061874,0.42018756,0.00000000,0.63585751,0.34536165,2.06407444,0.00000000
-5.92196098,3.43921957,0.42154620,0.00000000,0.63429837,0.34737220,2.06180613,0.00000000
-5.91595798,3.43791796,0.42357248,0.00000000,0.63284186,0.34985958,2.05902564,0.00000000
-5.90995498,3.43769137,0.42651145,0.00000000,0.63171994,0.35300860,2.05617665,0.00000000
-5.90395198,3.43938132,0.43059193,0.00000000,0.63114253,0.35699321,2.05361797,0.00000000
-5.89794897,3.44367608,0.43602147,0.00000000,0.63129320,0.36197283,2.05161670,0.00000000
-5.89194597,3.45110076,0.44298211,0.00000000,0.63232614,0.36808913,2.05034605,0.00000000
-5.88594297,3.46201490,0.45162709,0.00000000,0.63436433,0.37546354,2.04988762,0.00000000
-5.87993997,3.47661735,0.46207849,0.00000000,0.63749888,0.38419547,2.05023797,0.00000000
-5.87393697,3.49495793,0.47442593,0.00000000,0.64178965,0.39436110,2.05131918,0.00000000
-5.86793397,3.51695479,0.48872618,0.00000000,0.64726684,0.40601299,2.05299240,0.00000000
-5.86193097,3.54241637,0.50500367,0.00000000,0.65393345,0.41918028,2.05507386,0.00000000
-5.85592796,3.57106657,0.52325185,0.00000000,0.66176837,0.43386938,2.05735224,0.00000000
-5.84992496,3.60257133,0.54343520,0.00000000,0.67073002,0.45006523,2.05960633,0.00000000
-5.84392196,3.63656531,0.56549186,0.00000000,0.68076002,0.46773291,2.06162210,0.00000000
-5.83791896,3.67267691,0.58933660,0.00000000,0.69178695,0.48681951,2.06320801,0.00000000
-5.83191596,3.71055036,0.61486408,0.00000000,0.70372977,0.50725616,2.06420788,0.00000000
-5.82591296,3.74986355,0.64195223,0.00000000,0.71650090,0.52896009,2.06451050,0.00000000
-5.81990995,3.79034095,0.67046548,0.00000000,0.73000860,0.55183669,2.06405559,0.00000000
-5.81390695,3.83176069,0.70025790,0.00000000,0.74415882,0.57578131,2.06283577,0.00000000
-5.80790395,3.87395597,0.73117582,0.00000000,0.75885618,0.60068084,2.06089461,0.00000000
-5.80190095,3.91681065,0.76306009,0.00000000,0.77400435,0.62641494,2.05832093,0.00000000
-5.79589795,3.96024959,0.79574765,0.00000000,0.78950567,0.65285689,2.05523989,0.00000000
-5.78989495,4.00422452,0.82907246,0.00000000,0.80526027,0.67987391,2.05180141,0.00000000
-5.78389195,4.04869643,0.86286575,0.00000000,0.82116465,0.70732714,2.04816681,0.00000000
-5.77788894,4.09361572,0.89695545,0.00000000,0.83711008,0.73507111,2.04449453,0.00000000
-5.77188594,4.13890141,0.93116509,0.00000000,0.85298075,0.76295283,2.04092579,0.00000000
-5.76588294,4.18442092,0.96531209,0.00000000,0.86865215,0.79081069,2.03757122,0.00000000
-5.75987994,4.22997166,0.99920566,0.00000000,0.88398966,0.81847314,2.03449927,0.00000000
-5.75387694,4.27526600,1.03264457,0.00000000,0.89884762,0.84575744,2.03172720,0.00000000
-5.74787394,4.31992066,1.06541503,0.00000000,0.91306910,0.87246866,2.02921512,0.00000000
-5.74187094,4.36345157,1.09728893,0.00000000,0.92648649,0.89839912,2.02686378,0.00000000
-5.73586793,4.40527511,1.12802285,0.00000000,0.93892305,0.92332854,2.02451619,0.00000000
-5.72986493,4.44471619,1.15735807,0.00000000,0.95019547,0.94702506,2.02196312,0.00000000
