energy_ev,total_up,Ca_p_up,Ca_d_up,Cd_p_up,Cd_d_up,N_s_up,N_p_up,Te_p_up,Te_d_up
-5.54377189,1.23198311,0.01041404,0.00000000,0.62197342,0.11307396,0.09499905,0.11466930,0.63653907,0.00000000
-5.53776888,1.30419824,0.01085109,0.00000000,0.66441596,0.11795606,0.10099522,0.12455162,0.67601058,0.00000000
-5.53176588,1.38400922,0.01136485,0.00000000,0.71358851,0.12356098,0.10704473,0.13573810,0.71887425,0.00000000
-5.52576288,1.47068669,0.01195036,0.00000000,0.76948196,0.12983770,0.11302843,0.14822121,0.76467264,0.00000000
-5.51975988,1.56333084,0.01260116,0.00000000,0.83195072,0.13671895,0.11882297,0.16196733,0.81286840,0.00000000
-5.51375688,1.66088820,0.01330942,0.00000000,0.90070781,0.14412254,0.12430431,0.17691542,0.86285562,0.00000000
-5.50775388,1.76217261,0.01406615,0.00000000,0.97532310,0.15195304,0.12935141,0.19297622,0.91397321,0.00000000
-5.50175088,1.86588975,0.01486138,0.00000000,1.05522500,0.16010372,0.13384984,0.21003209,0.96551998,0.00000000
-5.49574787,1.97066437,0.01568437,0.00000000,1.13970555,0.16845879,0.13769541,0.22793756,1.01677098,0.00000000
-5.48974487,2.07506959,0.01652388,0.00000000,1.22792899,0.17689584,0.14079738,0.24652064,1.06699442,0.00000000
-5.48374187,2.17765723,0.01736837,0.00000000,1.31894362,0.18528829,0.14308141,0.26558480,1.11546874,0.00000000
-5.47773887,2.27698829,0.01820634,0.00000000,1.41169685,0.19350800,0.14449187,0.28491178,1.16149919,0.00000000
-5.47173587,2.37166283,0.01902647,0.00000000,1.50505314,0.20142780,0.14499365,0.30426497,1.20443340,0.00000000
-5.46573287,2.46034830,0.01981795,0.00000000,1.59781436,0.20892396,0.14457321,0.32339360,1.24367544,0.00000000
-5.45972986,2.54180572,0.02057065,0.00000000,1.68874224,0.21587850,0.14323896,0.34203735,1.27869801,0.00000000
-5.45372686,2.61491300,0.02127532,0.00000000,1.77658233,0.22218138,0.14102087,0.35993153,1.30905242,0.00000000
-5.44772386,2.67868499,0.02192382,0.00000000,1.86008890,0.22773241,0.13796939,0.37681253,1.33437611,0.00000000
-5.44172086,2.73228995,0.02250920,0.00000000,1.93805014,0.23244297,0.13415375,0.39242354,1.35439765,0.00000000
-5.43571786,2.77506217,0.02302585,0.00000000,2.00931304,0.23623744,0.12965966,0.40652022,1.36893921,0.00000000
-5.42971486,2.80651063,0.02346960,0.00000000,2.07280732,0.23905436,0.12458657,0.41887630,1.37791663,0.00000000
-5.42371186,2.82632389,0.02383775,0.00000000,2.12756779,0.24084733,0.11904455,0.42928895,1.38133714,0.00000000
-5.41770885,2.83437117,0.02412908,0.00000000,2.17275450,0.24158554,0.11315107,0.43758354,1.37929518,0.00000000
-5.41170585,2.83069994,0.02434387,0.00000000,2.20767023,0.24125414,0.10702757,0.44361793,1.37196641,0.00000000
-5.40570285,2.81553011,0.02448380,0.00000000,2.23177482,0.23985420,0.10079620,0.44728596,1.35960034,0.00000000
-5.39969985,2.78924532,0.02455195,0.00000000,2.24469596,0.23740244,0.09457661,0.44852007,1.34251189,0.00000000
-5.39369685,2.75238139,0.02455262,0.00000000,2.24623618,0.23393071,0.08848308,0.44729293,1.32107210,0.00000000
-5.38769385,2.70561230,0.02449125,0.00000000,2.23637584,0.22948516,0.08262192,0.44361815,1.29569836,0.00000000
-5.38169085,2.64973407,0.02437422,0.00000000,2.21527208,0.22412518,0.07708932,0.43754980,1.26684432,0.00000000
-5.37568784,2.58564662,0.02420872,0.00000000,2.18325368,0.21792211,0.07196950,0.42918100,1.23498971,0.00000000
-5.36968484,2.51433415,0.02400248,0.00000000,2.14081215,0.21095770,0.06733343,0.41864147,1.20063023,0.00000000
-5.36368184,2.43684412,0.02376361,0.00000000,2.08858908,0.20332240,0.06323783,0.40609412,1.16426764,0.00000000
-5.35767884,2.35426536,0.02350032,0.00000000,2.02736028,0.19511353,0.05972463,0.39173090,1.12640017,0.00000000
-5.35167584,2.26770556,0.02322072,0.00000000,1.95801712,0.18643322,0.05682080,0.37576794,1.08751329,0.00000000
-5.34567284,2.17826872,0.02293253,0.00000000,1.88154559,0.17738641,0.05453852,0.35844011,1.04807105,0.00000000
-5.33966983,2.08703284,0.02264288,0.00000000,1.79900355,0.16807870,0.05287556,0.33999540,1.00850799,0.00000000
-5.33366683,1.99502868,0.02235806,0.00000000,1.71149716,0.15861432,0.05181601,0.32068894,0.96922180,0.00000000
-5.32766383,1.90321986,0.02208328,0.00000000,1.62015675,0.14909412,0.05133122,0.30077727,0.93056695,0.00000000
-5.32166083,1.81248506,0.02182257,0.00000000,1.52611308,0.13961372,0.05138087,0.28051266,0.89284924,0.00000000
-5.31565783,1.72360291,0.02157855,0.00000000,1.43047464,0.13026191,0.05191430,0.26013792,0.85632169,0.00000000
-5.30965483,1.63723989,0.02135241,0.00000000,1.33430646,0.12111920,0.05287192,0.23988167,0.82118171,0.00000000
-5.30365183,1.55394192,0.02114382,0.00000000,1.23861111,0.11225670,0.05418682,0.21995438,0.78756982,0.00000000
-5.29764882,1.47412976,0.02095094,0.00000000,1.14431233,0.10373536,0.05578643,0.20054502,0.75557004,0.00000000
-5.29164582,1.39809856,0.02077055,0.00000000,1.05224167,0.09560545,0.05759433,0.18181863,0.72521181,0.00000000
-5.28564282,1.32602137,0.02059812,0.00000000,0.96312828,0.08790647,0.05953209,0.16391471,0.69647372,0.00000000
-5.27963982,1.25795668,0.02042803,0.00000000,0.87759217,0.08066732,0.06152119,0.14694634,0.66928874,0.00000000
-5.27363682,1.19385942,0.02025382,0.00000000,0.79614075,0.07390677,0.06348491,0.13100024,0.64355083,0.00000000
-5.26763382,1.13359506,0.02006846,0.00000000,0.71916859,0.06763429,0.06535017,0.11613746,0.61912285,0.00000000
-5.26163082,1.07695605,0.01986466,0.00000000,0.64696020,0.06185094,0.06704933,0.10239468,0.59584520,0.00000000
-5.25562781,1.02367987,0.01963520,0.00000000,0.57969549,0.05655058,0.06852180,0.08978613,0.57354504,0.00000000
-5.24962481,0.97346784,0.01937328,0.00000000,0.51745743,0.05172107,0.06971550,0.07830584,0.55204566,0.00000000
-5.24362181,0.92600381,0.01907280,0.00000000,0.46024152,0.04734558,0.07058799,0.06793024,0.53117551,0.00000000
-5.23761881,0.88097189,0.01872867,0.00000000,0.40796658,0.04340382,0.07110742,0.05862089,0.51077648,0.00000000
-5.23161581,0.83807242,0.01833706,0.00000000,0.36048637,0.03987326,0.07125307,0.05032727,0.49071124,0.00000000
-5.22561281,0.79703557,0.01789557,0.00000000,0.31760142,0.03673020,0.07101556,0.04298963,0.47086907,0.00000000
-5.21960980,0.75763202,0.01740336,0.00000000,0.27907093,0.03395066,0.07039671,0.03654152,0.45117017,0.00000000
-5.21360680,0.71968040,0.01686121,0.00000000,0.24462401,0.03151113,0.06940904,0.03091234,0.43156813,0.00000000
-5.20760380,0.68305137,0.01627155,0.00000000,0.21397021,0.02938913,0.06807488,0.02602949,0.41205062,0.00000000
-5.20160080,0.64766834,0.01563830,0.00000000,0.18680892,0.02756352,0.06642527,0.02182027,0.39263829,0.00000000
-5.19559780,0.61350504,0.01496679,0.00000000,0.16283760,0.02601470,0.06449850,0.01821349,0.37338204,0.00000000
-5.18959480,0.58058046,0.01426355,0.00000000,0.14175864,0.02472457,0.06233857,0.01514079,0.35435887,0.00000000
-5.18359180,0.54895143,0.01353607,0.00000000,0.12328485,0.02367643,0.05999344,0.01253760,0.33566662,0.00000000
-5.17758879,0.51870367,0.01279253,0.00000000,0.10714368,0.02285468,0.05751325,0.01034386,0.31741792,0.00000000
-5.17158579,0.48994179,0.01204152,0.00000000,0.09308019,0.02224458,0.05494860,0.00850446,0.29973369,0.00000000
-5.16558279,0.46277895,0.01129172,0.00000000,0.08085887,0.02183186,0.05234888,0.00696949,0.28273665,0.00000000
-5.15957979,0.43732684,0.01055169,0.00000000,0.07026454,0.02160239,0.04976080,0.00569428,0.26654501,0.00000000
-5.15357679,0.41368640,0.00982953,0.00000000,0.06110248,0.02154190,0.04722706,0.00463926,0.25126682,0.00000000
-5.14757379,0.39193990,0.00913272,0.00000000,0.05319782,0.02163569,0.04478536,0.00376976,0.23699513,0.00000000
-5.14157079,0.37214458,0.00846792,0.00000000,0.04639460,0.02186851,0.04246758,0.00305567,0.22380419,0.00000000
-5.13556778,0.35432812,0.00784078,0.00000000,0.04055442,0.02222445,0.04029932,0.00247110,0.21174670,0.00000000
-5.12956478,0.33848600,0.00725590,0.00000000,0.03555491,0.02268695,0.03829969,0.00199395,0.20085238,0.00000000
-5.12356178,0.32458082,0.00671676,0.00000000,0.03128818,0.02323890,0.03648133,0.00160550,0.19112750,0.00000000
-5.11755878,0.31254318,0.00622571,0.00000000,0.02765922,0.02386277,0.03485074,0.00129002,0.18255558,0.00000000
-5.11155578,0.30227420,0.00578397,0.00000000,0.02458437,0.02454090,0.03340869,0.00103436,0.17509895,0.00000000
-5.10555278,0.29364911,0.00539175,0.00000000,0.02198993,0.02525568,0.03215087,0.00082759,0.16870103,0.00000000
-5.09954977,0.28652179,0.00504828,0.00000000,0.01981095,0.02598986,0.03106864,0.00066067,0.16328915,0.00000000
-5.09354677,0.28072977,0.00475194,0.00000000,0.01799005,0.02672684,0.03014979,0.00052619,0.15877767,0.00000000
-5.08754377,0.27609935,0.00450039,0.00000000,0.01647651,0.02745087,0.02937931,0.00041803,0.15507125,0.00000000
-5.08154077,0.27245073,0.00429067,0.00000000,0.01522543,0.02814728,0.02874022,0.00033122,0.15206807,0.00000000
-5.07553777,0.26960262,0.00411934,0.00000000,0.01419706,0.02880267,0.02821429,0.00026169,0.14966280,0.00000000
-5.06953477,0.26737642,0.00398257,0.00000000,0.01335618,0.02940494,0.02778265,0.00020614,0.14774935,0.00000000
-5.06353177,0.26559961,0.00387631,0.00000000,0.01267164,0.02994342,0.02742636,0.00016187,0.14622313,0.00000000
-5.05752876,0.26410856,0.00379632,0.00000000,0.01211589,0.03040877,0.02712691,0.00012673,0.14498302,0.00000000
-5.05152576,0.26275050,0.00373832,0.00000000,0.01166465,0.03079304,0.02686654,0.00009894,0.14393283,0.00000000
-5.04552276,0.26138492,0.00369802,0.00000000,0.01129662,0.03108949,0.02662852,0.00007709,0.14298245,0.00000000
-5.03951976,0.25988444,0.00367125,0.00000000,0.01099315,0.03129256,0.02639735,0.00006006,0.14204859,0.00000000
-5.03351676,0.25813522,0.00365398,0.00000000,0.01073807,0.03139775,0.02615892,0.00004695,0.14105538,0.00000000
-5.02751376,0.25603712,0.00364238,0.00000000,0.01051746,0.03140152,0.02590053,0.00003708,0.13993469,0.00000000
-5.02151076,0.25350377,0.00363286,0.00000000,0.01031952,0.03130124,0.02561103,0.00002992,0.13862641,0.00000000
-5.01550775,0.25046249,0.00362217,0.00000000,0.01013444,0.03109518,0.02528075,0.00002514,0.13707859,0.00000000
-5.00950475,0.24685433,0.00360734,0.00000000,0.00995432,0.03078245,0.02490159,0.00002252,0.13524766,0.00000000
-5.00350175,0.24263421,0.00358580,0.00000000,0.00977312,0.03036311,0.02446702,0.00002202,0.13309862,0.00000000
-4.99749875,0.23777115,0.00355538,0.00000000,0.00958668,0.02983819,0.02397209,0.00002375,0.13060527,0.00000000
-4.99149575,0.23224858,0.00351429,0.00000000,0.00939274,0.02920980,0.02341345,0.00002799,0.12775045,0.00000000
-4.98549275,0.22606473,0.00346122,0.00000000,0.00919104,0.02848123,0.02278937,0.00003522,0.12452625,0.00000000
-4.97948974,0.21923298,0.00339526,0.00000000,0.00898347,0.02765706,0.02209970,0.00004616,0.12093426,0.00000000
-4.97348674,0.21178209,0.00331598,0.00000000,0.00877420,0.02674325,0.02134593,0.00006182,0.11698562,0.00000000
-4.96748374,0.20375636,0.00322336,0.00000000,0.00856996,0.02574720,0.02053106,0.00008353,0.11270104,0.00000000
-4.96148074,0.19521544,0.00311780,0.00000000,0.00838029,0.02467780,0.01965959,0.00011304,0.10811064,0.00000000
-4.95547774,0.18623394,0.00300011,0.00000000,0.00821787,0.02354538,0.01873740,0.00015260,0.10325360,0.00000000
-4.94947474,0.17690073,0.00287143,0.00000000,0.00809889,0.02236169,0.01777159,0.00020503,0.09817763,0.00000000
-4.94347174,0.16731787,0.00273324,0.00000000,0.00804345,0.02113977,0.01677029,0.00027387,0.09293828,0.00000000
-4.93746873,0.15759935,0.00258724,0.00000000,0.00807607,0.01989381,0.01574249,0.00036343,0.08759807,0.00000000
-4.93146573,0.14786951,0.00243538,0.00000000,0.00822611,0.01863896,0.01469773,0.00047900,0.08222546,0.00000000
-4.92546273,0.13826134,0.00227971,0.00000000,0.00852830,0.01739111,0.01364589,0.00062690,0.07689374,0.00000000
-4.91945973,0.12891466,0.00212241,0.00000000,0.00902320,0.01616665,0.01259693,0.00081466,0.07167993,0.00000000
-4.91345673,0.11997423,0.00196566,0.00000000,0.00975768,0.01498224,0.01156055,0.00105110,0.06666353,0.00000000
-4.90745373,0.11158792,0.00181162,0.00000000,0.01078528,0.01385457,0.01054603,0.00134648,0.06192545,0.00000000
-4.90145073,0.10390491,0.00166238,0.00000000,0.01216642,0.01280010,0.00956192,0.00171250,0.05754687,0.00000000
-4.89544772,0.09707404,0.00151991,0.00000000,0.01396853,0.01183490,0.00861591,0.00216239,0.05360826,0.00000000
-4.88944472,0.09124215,0.00138603,0.00000000,0.01626583,0.01097443,0.00771461,0.00271088,0.05018847,0.00000000
-4.88344172,0.08655263,0.00126238,0.00000000,0.01913894,0.01023337,0.00686351,0.00337412,0.04736378,0.00000000
-4.87743872,0.08314379,0.00115039,0.00000000,0.02267401,0.00962547,0.00606683,0.00416947,0.04520719,0.00000000
-4.87143572,0.08114737,0.00105130,0.00000000,0.02696151,0.00916341,0.00532758,0.00511533,0.04378749,0.00000000
-4.86543272,0.08068678,0.00096611,0.00000000,0.03209457,0.00885867,0.00464754,0.00623073,0.04316851,0.00000000
-4.85942971,0.08187519,0.00089561,0.00000000,0.03816675,0.00872138,0.00402732,0.00753489,0.04340811,0.00000000
-4.85342671,0.08481329,0.00084038,0.00000000,0.04526936,0.00876017,0.00346647,0.00904665,0.04455713,0.00000000
-4.84742371,0.08958678,0.00080076,0.00000000,0.05348832,0.00898200,0.00296362,0.01078384,0.04665826,0.00000000
-4.84142071,0.09626344,0.00077691,0.00000000,0.06290045,0.00939196,0.00251656,0.01276246,0.04974457,0.00000000
-4.83541771,0.10488999,0.00076878,0.00000000,0.07356954,0.00999304,0.00212248,0.01499588,0.05383809,0.00000000
-4.82941471,0.11548856,0.00077611,0.00000000,0.08554212,0.01078592,0.00177803,0.01749393,0.05894809,0.00000000
-4.82341171,0.12805316,0.00079846,0.00000000,0.09884313,0.01176870,0.00147953,0.02026205,0.06506943,0.00000000
-4.81740870,0.14254618,0.00083519,0.00000000,0.11347171,0.01293665,0.00122309,0.02330034,0.07218083,0.00000000
-4.81140570,0.15889512,0.00088547,0.00000000,0.12939739,0.01428199,0.00100477,0.02660277,0.08024334,0.00000000
-4.80540270,0.17698992,0.00094830,0.00000000,0.14655679,0.01579371,0.00082065,0.03015655,0.08919903,0.00000000
-4.79939970,0.19668103,0.00102248,0.00000000,0.16485118,0.01745746,0.00066698,0.03394152,0.09897004,0.00000000
-4.79339670,0.21777868,0.00110664,0.00000000,0.18414512,0.01925549,0.00054022,0.03792993,0.10945821,0.00000000
-4.78739370,0.24005336,0.00119924,0.00000000,0.20426643,0.02116680,0.00043714,0.04208638,0.12054538,0.00000000
-4.78139070,0.26323803,0.00129861,0.00000000,0.22500763,0.02316729,0.00035485,0.04636812,0.13209437,0.00000000
-4.77538769,0.28703197,0.00140293,0.00000000,0.24612901,0.02523020,0.00029087,0.05072569,0.14395090,0.00000000
-4.76938469,0.31110652,0.00151030,0.00000000,0.26736336,0.02732659,0.00024313,0.05510384,0.15594643,0.00000000
-4.76338169,0.33511269,0.00161873,0.00000000,0.28842247,0.02942609,0.00020999,0.05944288,0.16790182,0.00000000
-4.75737869,0.35869041,0.00172624,0.00000000,0.30900508,0.03149769,0.00019029,0.06368034,0.17963191,0.00000000
-4.75137569,0.38147943,0.00183086,0.00000000,0.32880624,0.03351075,0.00018330,0.06775282,0.19095086,0.00000000
-4.74537269,0.40313128,0.00193072,0.00000000,0.34752774,0.03543607,0.00018880,0.07159819,0.20167798,0.00000000
-4.73936968,0.42332207,0.00202407,0.00000000,0.36488929,0.03724705,0.00020700,0.07515785,0.21164409,0.00000000
-4.73336668,0.44176558,0.00210936,0.00000000,0.38063984,0.03892084,0.00023860,0.07837908,0.22069788,0.00000000
-4.72736368,0.45822596,0.00218531,0.00000000,0.39456880,0.04043950,0.00028479,0.08121734,0.22871221,0.00000000
-4.72136068,0.47252959,0.00225094,0.00000000,0.40651647,0.04179102,0.00034717,0.08363839,0.23558992,0.00000000
-4.71535768,0.48457543,0.00230560,0.00000000,0.41638320,0.04297023,0.00042786,0.08562024,0.24126896,0.00000000
-4.70935468,0.49434321,0.00234906,0.00000000,0.42413686,0.04397955,0.00052936,0.08715465,0.24572647,0.00000000
-4.70335168,0.50189913,0.00238147,0.00000000,0.42981813,0.04482938,0.00065460,0.08824828,0.24898158,0.00000000
-4.69734867,0.50739843,0.00240343,0.00000000,0.43354330,0.04553834,0.00080687,0.08892329,0.25109684,0.00000000
-4.69134567,0.51108470,0.00241594,0.00000000,0.43550433,0.04613307,0.00098977,0.08921738,0.25217798,0.00000000
-4.68534267,0.51328568,0.00242038,0.00000000,0.43596604,0.04664779,0.00120715,0.08918329,0.25237201,0.00000000
-4.67933967,0.51440553,0.00241851,0.00000000,0.43526036,0.04712342,0.00146299,0.08888768,0.25186363,0.00000000
-4.67333667,0.51491373,0.00241239,0.00000000,0.43377794,0.04760648,0.00176129,0.08840949,0.25087010,0.00000000
-4.66733367,0.51533101,0.00240429,0.00000000,0.43195721,0.04814756,0.00210598,0.08783777,0.24963463,0.00000000
-4.66133067,0.51621247,0.00239669,0.00000000,0.43027124,0.04879962,0.00250071,0.08726912,0.24841850,0.00000000
-4.65532766,0.51812885,0.00239210,0.00000000,0.42921311,0.04961608,0.00294869,0.08680477,0.24749230,0.00000000
-4.64932466,0.52164633,0.00239305,0.00000000,0.42927998,0.05064866,0.00345254,0.08654745,0.24712655,0.00000000
-4.64332166,0.52730572,0.00240193,0.00000000,0.43095680,0.05194529,0.00401406,0.08659815,0.24758198,0.00000000
