energy_ev,total_up,Au_p_up,Au_d_up,S_s_up,S_p_up,Si_p_up,Si_d_up
-6.00000000,4.40619709,0.46860789,4.04791232,0.00054320,0.16933643,0.11280345,0.00000000
-5.99399700,4.34234881,0.46991392,3.98574454,0.00051703,0.16816201,0.10844183,0.00000000
-5.98799400,4.26658635,0.46930017,3.91297696,0.00049022,0.16639103,0.10395989,0.00000000
-5.98199100,4.17922922,0.46666880,3.82996206,0.00046348,0.16400893,0.09936561,0.00000000
-5.97598799,4.08085681,0.46198010,3.73727506,0.00043758,0.16101797,0.09467495,0.00000000
-5.96998499,3.97232059,0.45525448,3.63572493,0.00041333,0.15743796,0.08991183,0.00000000
-5.96398199,3.85474733,0.44657269,3.52635761,0.00039156,0.15330638,0.08510782,0.00000000
-5.95797899,3.72953285,0.43607430,3.41045086,0.00037312,0.14867796,0.08030141,0.00000000
-5.95197599,3.59832604,0.42395429,3.28950064,0.00035889,0.14362361,0.07553710,0.00000000
-5.94597299,3.46300351,0.41045824,3.16519910,0.00034971,0.13822888,0.07086417,0.00000000
-5.93996998,3.32563543,0.39587594,3.03940479,0.00034646,0.13259193,0.06633537,0.00000000
-5.93396698,3.18844361,0.38053395,2.91410582,0.00035000,0.12682105,0.06200543,0.00000000
-5.92796398,3.05375294,0.36478718,2.79137709,0.00036115,0.12103194,0.05792960,0.00000000
-5.92196098,2.92393776,0.34900995,2.67333275,0.00038075,0.11534470,0.05416215,0.00000000
-5.91595798,2.80136463,0.33358666,2.56207543,0.00040957,0.10988075,0.05075501,0.00000000
-5.90995498,2.68833323,0.31890246,2.45964356,0.00044835,0.10475969,0.04775644,0.00000000
-5.90395198,2.58701724,0.30533417,2.36795854,0.00049777,0.10009628,0.04520992,0.00000000
-5.89794897,2.49940654,0.29324164,2.28877296,0.00055840,0.09599749,0.04315308,0.00000000
-5.89194597,2.42725281,0.28295977,2.22362172,0.00063073,0.09255992,0.04161693,0.00000000
-5.88594297,2.37201971,0.27479140,2.17377720,0.00071510,0.08986738,0.04062518,0.00000000
-5.87993997,2.33483927,0.26900109,2.14020997,0.00081169,0.08798894,0.04019370,0.00000000
