energy_ev,total_up,N_s_up,N_p_up,Te_p_up,Te_d_up,Zn_p_up,Zn_d_up
-6.00000000,2.09565846,0.02355301,0.23871019,0.66834638,0.00000000,2.01061946,0.28606355
-5.99399700,2.14238183,0.02339032,0.24397125,0.68776784,0.00000000,2.05615266,0.28902608
-5.98799400,2.18620610,0.02336719,0.24861762,0.70602437,0.00000000,2.09645909,0.29202750
-5.98199100,2.22608132,0.02347663,0.25251008,0.72282429,0.00000000,2.13060709,0.29491444
-5.97598799,2.26103864,0.02370951,0.25552523,0.73789965,0.00000000,2.15776998,0.29754031
-5.96998499,2.29022440,0.02405480,0.25756005,0.75101518,0.00000000,2.17725745,0.29977052
-5.96398199,2.31292831,0.02449977,0.25853560,0.76197574,0.00000000,2.18854136,0.30148688
-5.95797899,2.32860450,0.02503021,0.25839966,0.77063182,0.00000000,2.19127463,0.30259107
-5.95197599,2.33688447,0.02563067,0.25712813,0.77688273,0.00000000,2.18530223,0.30300693
-5.94597299,2.33758130,0.02628462,0.25472531,0.78067750,0.00000000,2.17066363,0.30268155
-5.93996998,2.33068535,0.02697471,0.25122285,0.78201331,0.00000000,2.14758671,0.30158518
-5.93396698,2.31635182,0.02768294,0.24667766,0.78093172,0.00000000,2.11647370,0.29970996
-5.92796398,2.29488141,0.02839093,0.24116880,0.77751295,0.00000000,2.07787992,0.29706778
-5.92196098,2.26669529,0.02908013,0.23479354,0.77186867,0.00000000,2.03248674,0.29368725
-5.91595798,2.23230643,0.02973213,0.22766297,0.76413382,0.00000000,1.98107049,0.28961013
-5.90995498,2.19228885,0.03032890,0.21989719,0.75445802,0.00000000,1.92446901,0.28488753
-5.90395198,2.14724715,0.03085313,0.21162056,0.74299713,0.00000000,1.86354796,0.27957601
-5.89794897,2.09778781,0.03128857,0.20295703,0.72990560,0.00000000,1.79916861,0.27373394
-5.89194597,2.04449420,0.03162030,0.19402604,0.71532996,0.00000000,1.73215871,0.26741830
-5.88594297,1.98790640,0.03183511,0.18493894,0.69940389,0.00000000,1.66328813,0.26068212
-5.87993997,1.92850686,0.03192182,0.17579616,0.68224516,0.00000000,1.59324985,0.25357257
-5.87393697,1.86671219,0.03187153,0.16668526,0.66395435,0.00000000,1.52264729,0.24613000
-5.86793397,1.80287125,0.03167791,0.15767975,0.64461555,0.00000000,1.45198782,0.23838763
-5.86193097,1.73726888,0.03133735,0.14883882,0.62429855,0.00000000,1.38168243,0.23037213
-5.85592796,1.67013460,0.03084913,0.14020778,0.60306257,0.00000000,1.31205072,0.22210469
-5.84992496,1.60165499,0.03021548,0.13181908,0.58096075,0.00000000,1.24333049,0.21360270
-5.84392196,1.53198853,0.02944151,0.12369395,0.55804529,0.00000000,1.17569058,0.20488161
-5.83791896,1.46128153,0.02853517,0.11584425,0.53437257,0.00000000,1.10924588,0.19595706
-5.83191596,1.38968361,0.02750700,0.10827460,0.51000789,0.00000000,1.04407312,0.18684682
-5.82591296,1.31736170,0.02636995,0.10098444,0.48502945,0.00000000,0.98022629,0.17757254
-5.81990995,1.24451140,0.02513899,0.09397009,0.45953120,0.00000000,0.91775069,0.16816121
-5.81390695,1.17136497,0.02383082,0.08722649,0.43362448,0.00000000,0.85669473,0.15864608
-5.80790395,1.09819562,0.02246341,0.08074869,0.40743819,0.00000000,0.79711888,0.14906708
-5.80190095,1.02531781,0.02105560,0.07453302,0.38111760,0.00000000,0.73910161,0.13947075
-5.79589795,0.95308394,0.01962673,0.06857780,0.35482193,0.00000000,0.68274207,0.12990964
-5.78989495,0.88187769,0.01819623,0.06288380,0.32872080,0.00000000,0.62815990,0.12044130
-5.78389195,0.81210484,0.01678325,0.05745426,0.30298991,0.00000000,0.57549243,0.11112689
-5.77788894,0.74418226,0.01540641,0.05229479,0.27780619,0.00000000,0.52488979,0.10202960
-5.77188594,0.67852598,0.01408354,0.04741288,0.25334278,0.00000000,0.47650869,0.09321294
-5.76588294,0.61553912,0.01283154,0.04281741,0.22976413,0.00000000,0.43050537,0.08473900
-5.75987994,0.55560060,0.01166625,0.03851806,0.20722152,0.00000000,0.38702838,0.07666688
