energy_ev,total_up,Ga_p_up,Ga_d_up,Te_p_up,Te_d_up,Ti_p_up,Ti_d_up
-6.00000000,0.18750272,0.00585617,0.00000000,0.10802687,0.00000000,0.13658520,0.02926435
-5.99399700,0.17489523,0.00546041,0.00000000,0.10147160,0.00000000,0.12431158,0.02802673
-5.98799400,0.16532559,0.00520466,0.00000000,0.09651023,0.00000000,0.11372260,0.02732467
-5.98199100,0.15890302,0.00508573,0.00000000,0.09321218,0.00000000,0.10487542,0.02719148
-5.97598799,0.15576070,0.00510196,0.00000000,0.09166237,0.00000000,0.09783654,0.02766427
-5.96998499,0.15605265,0.00525306,0.00000000,0.09195844,0.00000000,0.09268211,0.02878317
-5.96398199,0.15994978,0.00553978,0.00000000,0.09420748,0.00000000,0.08949800,0.03059034
-5.95797899,0.16763503,0.00596359,0.00000000,0.09852252,0.00000000,0.08837982,0.03312872
-5.95197599,0.17929766,0.00652627,0.00000000,0.10501863,0.00000000,0.08943253,0.03644061
-5.94597299,0.19512673,0.00722956,0.00000000,0.11380875,0.00000000,0.09276971,0.04056606
-5.93996998,0.21530373,0.00807467,0.00000000,0.12499933,0.00000000,0.09851234,0.04554112
-5.93396698,0.23999456,0.00906192,0.00000000,0.13868569,0.00000000,0.10678694,0.05139589
-5.92796398,0.26934097,0.01019032,0.00000000,0.15494734,0.00000000,0.11772307,0.05815259
-5.92196098,0.30345154,0.01145717,0.00000000,0.17384320,0.00000000,0.13145005,0.06582360
-5.91595798,0.34239264,0.01285772,0.00000000,0.19540693,0.00000000,0.14809296,0.07440952
-5.90995498,0.38617940,0.01438494,0.00000000,0.21964243,0.00000000,0.16776787,0.08389739
-5.90395198,0.43476731,0.01602926,0.00000000,0.24651975,0.00000000,0.19057632,0.09425924
-5.89794897,0.48804447,0.01777848,0.00000000,0.27597146,0.00000000,0.21659927,0.10545084
-5.89194597,0.54582520,0.01961776,0.00000000,0.30788976,0.00000000,0.24589060,0.11741089
-5.88594297,0.60784512,0.02152964,0.00000000,0.34212440,0.00000000,0.27847029,0.13006083
-5.87993997,0.67375816,0.02349431,0.00000000,0.37848169,0.00000000,0.31431777,0.14330496
-5.87393697,0.74313582,0.02548982,0.00000000,0.41672459,0.00000000,0.35336539,0.15703141
-5.86793397,0.81546884,0.02749253,0.00000000,0.45657406,0.00000000,0.39549269,0.17111353
-5.86193097,0.89017155,0.02947759,0.00000000,0.49771177,0.00000000,0.44052157,0.18541197
-5.85592796,0.96658885,0.03141945,0.00000000,0.53978412,0.00000000,0.48821276,0.19977733
-5.84992496,1.04400596,0.03329254,0.00000000,0.58240758,0.00000000,0.53826404,0.21405330
-5.84392196,1.12166059,0.03507191,0.00000000,0.62517534,0.00000000,0.59031034,0.22808021
-5.83791896,1.19875752,0.03673387,0.00000000,0.66766493,0.00000000,0.64392605,0.24169892
-5.83191596,1.27448502,0.03825663,0.00000000,0.70944697,0.00000000,0.69862973,0.25475482
-5.82591296,1.34803283,0.03962099,0.00000000,0.75009452,0.00000000,0.75389122,0.26710192
-5.81990995,1.41861103,0.04081079,0.00000000,0.78919292,0.00000000,0.80914111,0.27860678
-5.81390695,1.48546931,0.04181346,0.00000000,0.82634987,0.00000000,0.86378244,0.28915217
