energy_ev,total_up,Mo_p_up,Mo_d_up,P_s_up,P_p_up,S_s_up,S_p_up
-5.84392196,1.15265433,0.96601800,0.52444691,0.00623342,0.46506839,0.01195293,0.23169826
-5.83791896,1.24102681,1.03567703,0.56639646,0.00682492,0.49978714,0.01315192,0.25219432
-5.83191596,1.34208843,1.11633299,0.61498915,0.00744821,0.54047022,0.01437942,0.27463898
-5.82591296,1.45465200,1.20705406,0.66979227,0.00809491,0.58673393,0.01561956,0.29874485
-5.81990995,1.57742222,1.30680618,0.73032802,0.00875582,0.63815517,0.01685520,0.32419738
-5.81390695,1.70900802,1.41446564,0.79607562,0.00942110,0.69427411,0.01806835,0.35065823
-5.80790395,1.84793775,1.52883338,0.86647437,0.01008039,0.75459749,0.01924065,0.37776956
-5.80190095,1.99267719,1.64865137,0.94092778,0.01072307,0.81860274,0.02035386,0.40515945
-5.79589795,2.14165037,1.77262078,1.01880875,0.01133845,0.88574281,0.02139044,0.43244820
-5.78989495,2.29326262,1.89942182,1.09946581,0.01191604,0.95545167,0.02233414,0.45925549
-5.78389195,2.44592562,2.02773493,1.18223035,0.01244580,1.02715056,0.02317057,0.48520809
-5.77788894,2.59808353,2.15626265,1.26642457,0.01291837,1.10025470,0.02388770,0.50994811
-5.77188594,2.74823940,2.28375180,1.35137008,0.01332537,1.17418033,0.02447639,0.53314120
-5.76588294,2.89498097,2.40901495,1.43639667,0.01365956,1.24835179,0.02493070,0.55448472
-5.75987994,3.03700478,2.53095056,1.52085108,0.01391510,1.32220850,0.02524822,0.57371524
-5.75387694,3.17313768,2.64856102,1.60410537,0.01408765,1.39521144,0.02543019,0.59061537
-5.74787394,3.30235469,2.76096771,1.68556454,0.01417450,1.46684894,0.02548152,0.60501937
-5.74187094,3.42379267,2.86742262,1.76467318,0.01417463,1.53664152,0.02541063,0.61681741
-5.73586793,3.53675887,2.96731576,1.84092076,0.01408875,1.60414556,0.02522918,0.62595830
-5.72986493,3.64073431,3.06017837,1.91384547,0.01391919,1.66895573,0.02495169,0.63245046
-5.72386193,3.73537160,3.14568154,1.98303651,0.01366988,1.73070606,0.02459497,0.63636115
-5.71785893,3.82048750,3.22363049,2.04813476,0.01334614,1.78906965,0.02417753,0.63781387
-5.71185593,3.89605070,3.29395489,2.10883191,0.01295456,1.84375726,0.02371886,0.63698415
-5.70585293,3.96216531,3.35669580,2.16486832,0.01250275,1.89451481,0.02323871,0.63409380
-5.69984992,4.01905119,3.41199004,2.21602980,0.01199911,1.94112017,0.02275635,0.62940380
-5.69384692,4.06702219,3.46005295,2.26214371,0.01145262,1.98337963,0.02228986,0.62320632
-5.68784392,4.10646345,3.50116063,2.30307478,0.01087250,2.02112426,0.02185541,0.61581594
-5.68184092,4.13780916,3.53563281,2.33872102,0.01026807,2.05420679,0.02146675,0.60756061
-5.67583792,4.16152193,3.56381736,2.36901022,0.00964843,2.08249919,0.02113466,0.59877267
-5.66983492,4.17807503,3.58607753,2.39389736,0.00902229,2.10589155,0.02086668,0.58978024
-5.66383192,4.18793834,3.60278267,2.41336324,0.00839778,2.12429219,0.02066682,0.58089931
-5.65782891,4.19156882,3.61430296,2.42741452,0.00778232,2.13762954,0.02053557,0.57242690
-5.65182591,4.18940579,3.62100850,2.43608528,0.00718247,2.14585555,0.02046996,0.56463535
-5.64582291,4.18187115,3.62327275,2.43943993,0.00660388,2.14895067,0.02046382,0.55776800
-5.63981991,4.16937420,3.62147984,2.43757744,0.00605126,2.14693017,0.02050815,0.55203633
-5.63381691,4.15232039,3.61603515,2.43063632,0.00552835,2.13985131,0.02059161,0.54761848
-5.62781391,4.13112319,3.60737826,2.41880007,0.00503800,2.12782100,0.02070112,0.54465906
-5.62181091,4.10621771,3.59599698,2.40230257,0.00458221,2.11100335,0.02082251,0.54327027
-5.61580790,4.07807500,3.58244131,2.38143271,0.00416219,2.08962637,0.02094122,0.54353381
-5.60980490,4.04721538,3.56733589,2.35653784,0.00377853,2.06398743,0.02104298,0.54550368
-5.60380190,4.01421970,3.55138956,2.32802548,0.00343126,2.03445655,0.02111452,0.54920930
-5.59779890,3.97973710,3.53540101,2.29636280,0.00312003,2.00147745,0.02114415,0.55465890
-5.59179590,3.94448849,3.52025944,2.26207370,0.00284417,1.96556551,0.02112235,0.56184278
-5.58579290,3.90926473,3.50693941,2.22573320,0.00260291,1.92730279,0.02104216,0.57073630
-5.57978989,3.87491952,3.49648972,2.18795925,0.00239541,1.88732986,0.02089954,0.58130234
-5.57378689,3.84235648,3.49001604,2.14940202,0.00222091,1.84633449,0.02069351,0.59349318
-5.56778389,3.81251120,3.48865763,2.11073117,0.00207880,1.80503773,0.02042622,0.60725168
-5.56178089,3.78632849,3.49355889,2.07262125,0.00196869,1.76417752,0.02010284,0.62251176
-5.55577789,3.76473596,3.50583639,2.03573602,0.00189048,1.72449060,0.01973133,0.63919822
-5.54977489,3.74861498,3.52654268,2.00071217,0.00184434,1.68669325,0.01932210,0.65722606
-5.54377189,3.73877024,3.55662821,1.96814299,0.00183075,1.65146170,0.01888752,0.67649930
-5.53776888,3.73589924,3.59690264,1.93856273,0.00185047,1.61941274,0.01844146,0.69690965
-5.53176588,3.74056311,3.64799715,1.91243202,0.00190448,1.59108550,0.01799861,0.71833506
-5.52576288,3.75315991,3.71032923,1.89012503,0.00199395,1.56692481,0.01757394,0.74063835
-5.51975988,3.77390173,3.78407139,1.87191860,0.00212014,1.54726691,0.01718203,0.76366626
-5.51375688,3.80279639,3.86912512,1.85798386,0.00228433,1.53232799,0.01683648,0.78724883
-5.50775388,3.83963486,3.96510146,1.84838038,0.00248770,1.52219589,0.01654938,0.81119946
-5.50175088,3.88398485,4.07130908,1.84305324,0.00273127,1.51682536,0.01633081,0.83531566
-5.49574787,3.93519117,4.18675101,1.84183301,0.00301573,1.51603707,0.01618848,0.85938051
-5.48974487,3.99238308,4.31013051,1.84443871,0.00334140,1.51952036,0.01612740,0.88316502
-5.48374187,4.05448877,4.43986668,1.85048383,0.00370811,1.52683989,0.01614973,0.90643121
-5.47773887,4.12025684,4.57411993,1.85948527,0.00411511,1.53744602,0.01625471,0.92893603
-5.47173587,4.18828443,4.71082716,1.87087525,0.00456104,1.55068862,0.01643872,0.95043593
-5.46573287,4.25705151,4.84774621,1.88401585,0.00504388,1.56583416,0.01669546,0.97069203
-5.45972986,4.32496052,4.98250879,1.89821615,0.00556090,1.58208564,0.01701618,0.98947569
-5.45372686,4.39038046,5.11268056,1.91275151,0.00610871,1.59860473,0.01739008,1.00657446
-5.44772386,4.45169401,5.23582678,1.92688457,0.00668327,1.61453570,0.01780471,1.02179795
-5.44172086,4.50734647,5.34958166,1.93988755,0.00727995,1.62903034,0.01824648,1.03498368
-5.43571786,4.55589471,5.45171890,1.95106512,0.00789360,1.64127306,0.01870116,1.04600245
-5.42971486,4.59605439,5.54022105,1.95977702,0.00851869,1.65050546,0.01915441,1.05476314
-5.42371186,4.62674366,5.61334490,1.96545978,0.00914935,1.65604940,0.01959231,1.06121659
-5.41770885,4.64712124,5.66968018,1.96764656,0.00977959,1.65732769,0.02000184,1.06535841
-5.41170585,4.65661747,5.70819894,1.96598418,0.01040335,1.65388164,0.02037132,1.06723046
-5.40570285,4.65495643,5.72829325,1.96024664,0.01101470,1.64538477,0.02069079,1.06692096
-5.39969985,4.64216805,5.72979938,1.95034433,0.01160793,1.63165188,0.02095230,1.06456303
-5.39369685,4.61858932,5.71300695,1.93632834,0.01217767,1.61264325,0.02115010,1.06033173
-5.38769385,4.58485431,5.67865240,1.91838957,0.01271902,1.58846371,0.02128075,1.05443959
-5.38169085,4.54187308,5.62789684,1.89685245,0.01322764,1.55935639,0.02134313,1.04713093
-5.37568784,4.49080044,5.56228906,1.87216353,0.01369980,1.52569173,0.02133838,1.03867499
-5.36968484,4.43299567,5.48371527,1.84487525,0.01413245,1.48795189,0.02126969,1.02935841
-5.36368184,4.36997519,5.39433779,1.81562566,0.01452329,1.44671157,0.02114210,1.01947721
-5.35767884,4.30336042,5.29652560,1.78511499,0.01487072,1.40261589,0.02096218,1.00932884
-5.35167584,4.23482314,5.19277977,1.75408023,0.01517392,1.35635651,0.02073772,0.99920467
-5.34567284,4.16603129,5.08565741,1.72326878,0.01543283,1.30864714,0.02047736,0.98938316
-5.33966983,4.09859750,4.97769737,1.69341269,0.01564812,1.26019929,0.02019019,0.98012437
-5.33366683,4.03403294,4.87135099,1.66520439,0.01582117,1.21169978,0.01988550,0.97166573
-5.32766383,3.97370839,4.76892053,1.63927532,0.01595407,1.16379048,0.01957237,0.96421947
-5.32166083,3.91882414,4.67250774,1.61617816,0.01604959,1.11705152,0.01925946,0.95797176
-5.31565783,3.87038946,4.58397373,1.59637337,0.01611113,1.07198816,0.01895476,0.95308328
-5.30965483,3.82921219,4.50491112,1.58022056,0.01614266,1.02902201,0.01866545,0.94969134
-5.30365183,3.79589774,4.43662836,1.56797452,0.01614872,0.98848640,0.01839779,0.94791295
-5.29764882,3.77085681,4.38014523,1.55978593,0.01613428,0.95062589,0.01815708,0.94784859
-5.29164582,3.75432000,4.33619843,1.55570615,0.01610473,0.91559961,0.01794764,0.94958626
-5.28564282,3.74635762,4.30525492,1.55569532,0.01606572,0.88348762,0.01777291,0.95320508
-5.27963982,3.74690234,4.28753104,1.55963299,0.01602309,0.85429984,0.01763547,0.95877825
-5.27363682,3.75577253,4.28301483,1.56733018,0.01598270,0.82798665,0.01753713,0.96637462
-5.26763382,3.77269396,4.29148927,1.57854189,0.01595024,0.80445029,0.01747908,0.97605873
-5.26163082,3.79731816,4.31255424,1.59297916,0.01593114,0.78355639,0.01746189,0.98788896
-5.25562781,3.82923565,4.34564550,1.61031964,0.01593031,0.76514481,0.01748566,1.00191368
-5.24962481,3.86798334,4.39004956,1.63021629,0.01595196,0.74903922,0.01754998,1.01816552
-5.24362181,3.91304548,4.44491362,1.65230349,0.01599945,0.73505510,0.01765398,1.03665392
-5.23761881,3.96384850,4.50925067,1.67620066,0.01607506,0.72300565,0.01779631,1.05735637
-5.23161581,4.01975058,4.58194040,1.70151325,0.01617987,0.71270575,0.01797505,1.08020889
-5.22561281,4.08002724,4.66172689,1.72783155,0.01631364,0.70397391,0.01818765,1.10509635
-5.21960980,4.14385498,4.74721472,1.75472794,0.01647469,0.69663248,0.01843084,1.13184345
-5.21360680,4.21029490,4.83686538,1.78175319,0.01665991,0.69050642,0.01870056,1.16020702
-5.20760380,4.27827877,4.92899583,1.80843269,0.01686476,0.68542116,0.01899182,1.18987049
-5.20160080,4.34659975,5.02178147,1.83426364,0.01708331,0.68119990,0.01929868,1.22044115
-5.19559780,4.41390985,5.11326493,1.85871383,0.01730843,0.67766101,0.01961423,1.25145092
-5.18959480,4.47872589,5.20137254,1.88122292,0.01753194,0.67461583,0.01993061,1.28236079
-5.18359180,4.53944518,5.28393919,1.90120679,0.01774488,0.67186738,0.02023906,1.31256947
-5.17758879,4.59437143,5.35874216,1.91806534,0.01793774,0.66921030,0.02053012,1.34142604
-5.17158579,4.64175100,5.42354367,1.93119372,0.01810083,0.66643219,0.02079376,1.36824643
-5.16558279,4.67981846,5.47614136,1.93999708,0.01822457,0.66331646,0.02101971,1.39233325
-5.15957979,4.70685014,5.51442517,1.94390816,0.01829985,0.65964661,0.02119770,1.41299831
-5.15357679,4.72122346,5.53643866,1.94240709,0.01831840,0.65521183,0.02131784,1.42958694
-5.14757379,4.72147940,5.54044207,1.93504262,0.01827300,0.64981368,0.02137097,1.44150295
-5.14157079,4.70638512,5.52497459,1.92145347,0.01815789,0.64327333,0.02134901,1.44823329
-5.13556778,4.67499350,5.48891244,1.90138881,0.01796888,0.63543913,0.02124536,1.44937105
-5.12956478,4.62669638,5.43152010,1.87472651,0.01770360,0.62619397,0.02105517,1.44463572
-5.12356178,4.56126847,5.35249156,1.84148818,0.01736159,0.61546190,0.02077561,1.43388970
-5.11755878,4.47889920,5.25197926,1.80184987,0.01694433,0.60321369,0.02040611,1.41714998
-5.11155578,4.38021058,5.13060870,1.75614757,0.01645521,0.58947087,0.01994843,1.39459452
-5.10555278,4.26625933,4.98947741,1.70487708,0.01589948,0.57430790,0.01940676,1.36656258
-5.09954977,4.13852286,4.83013761,1.64868783,0.01528402,0.55785241,0.01878762,1.33354912
-5.09354677,3.99886889,4.65456286,1.58837075,0.01461720,0.54028315,0.01809972,1.29619304
-5.08754377,3.84950994,4.46509949,1.52484039,0.01390856,0.52182591,0.01735378,1.25525999
-5.08154077,3.69294402,4.26440467,1.45911209,0.01316857,0.50274737,0.01656221,1.21162001
-5.07553777,3.53188394,4.05537333,1.39227480,0.01240828,0.48334712,0.01573876,1.16622119
-5.06953477,3.36917800,3.84105691,1.32546088,0.01163900,0.46394825,0.01489809,1.12006015
-5.06353177,3.20772526,3.62457699,1.25981377,0.01087201,0.44488678,0.01405541,1.07415066
-5.05752876,3.05038861,3.40903741,1.19645504,0.01011820,0.42650047,0.01322597,1.02949154
-5.05152576,2.89990920,3.19743816,1.13645193,0.00938784,0.40911740,0.01242463,0.98703508
-5.04552276,2.75882524,2.99259437,1.08078666,0.00869029,0.39304489,0.01166550,0.94765728
-5.03951976,2.62939842,2.79706337,1.03032861,0.00803379,0.37855913,0.01096146,0.91213080
-5.03351676,2.51355014,2.61308223,0.98581032,0.00742535,0.36589597,0.01032391,0.88110174
-5.02751376,2.41281002,2.44251790,0.94780810,0.00687053,0.35524328,0.00976239,0.85507092
-5.02151076,2.32827787,2.28683118,0.91672775,0.00637345,0.34673507,0.00928442,0.83438031
-5.01550775,2.26060034,2.14705527,0.89279592,0.00593674,0.34044772,0.00889528,0.81920481
-5.00950475,2.20996248,2.02378912,0.87605704,0.00556152,0.33639833,0.00859794,0.80954973
-5.00350175,2.17609413,1.91720497,0.86637595,0.00524749,0.33454530,0.00839299,0.80525381
-4.99749875,2.15829057,1.82706920,0.86344603,0.00499303,0.33479112,0.00827868,0.80599752
-4.99149575,2.15544631,1.75277508,0.86680225,0.00479527,0.33698722,0.00825098,0.81131629
-4.98549275,2.16610055,1.69338566,0.87583894,0.00465029,0.34094075,0.00830377,0.82061809
-4.97948974,2.18849279,1.64768492,0.88983142,0.00455324,0.34642300,0.00842896,0.83320468
-4.97348674,2.22062650,1.61423498,0.90796091,0.00449857,0.35317927,0.00861680,0.84829583
-4.96748374,2.26033881,1.59143737,0.92934201,0.00448016,0.36093975,0.00885609,0.86505556
-4.96148074,2.30537410,1.57759605,0.95305178,0.00449157,0.36943120,0.00913456,0.88261969
-4.95547774,2.35345911,1.57098041,0.97815975,0.00452620,0.37838896,0.00943917,0.90012364
-4.94947474,2.40237752,1.56988614,1.00375792,0.00457750,0.38756893,0.00975649,0.91672984
-4.94347174,2.45004161,1.57269239,1.02898979,0.00463911,0.39675920,0.01007305,0.93165365
-4.93746873,2.49455902,1.57791368,1.05307776,0.00470510,0.40579085,0.01037570,0.94418720
-4.93146573,2.53429254,1.58424518,1.07534789,0.00477004,0.41454760,0.01065200,0.95372044
-4.92546273,2.56791118,1.59060042,1.09525126,0.00482920,0.42297403,0.01089052,0.95975861
-4.91945973,2.59443084,1.59614040,1.11238129,0.00487859,0.43108178,0.01108114,0.96193582
-4.91345673,2.61324327,1.60029361,1.12648627,0.00491511,0.43895376,0.01121533,0.96002429
-4.90745373,2.62413239,1.60276647,1.13747668,0.00493652,0.44674581,0.01128631,0.95393900
-4.90145073,2.62727708,1.60354410,1.14542681,0.00494156,0.45468580,0.01128922,0.94373763
-4.89544772,2.62324042,1.60288141,1.15057063,0.00492982,0.46306985,0.01122123,0.92961596
-4.88944472,2.61294537,1.60128488,1.15329171,0.00490182,0.47225574,0.01108147,0.91189882
-4.88344172,2.59763751,1.59948565,1.15410756,0.00485886,0.48265334,0.01087109,0.89102698
-4.87743872,2.57883599,1.59840456,1.15364861,0.00480293,0.49471237,0.01059303,0.86754051
-4.87143572,2.55827408,1.59911047,1.15263262,0.00473665,0.50890744,0.01025196,0.84205918
-4.86543272,2.53783129,1.60277277,1.15183515,0.00466308,0.52572097,0.00985396,0.81526054
-4.85942971,2.51945931,1.61060997,1.15205730,0.00458559,0.54562415,0.00940635,0.78785662
-4.85342671,2.50510437,1.62383567,1.15409164,0.00450771,0.56905666,0.00891734,0.76056987
-4.84742371,2.49662880,1.64360399,1.15868786,0.00443295,0.59640577,0.00839578,0.73410936
-4.84142071,2.49573463,1.67095610,1.16651917,0.00436471,0.62798556,0.00785082,0.70914792
-4.83541771,2.50389221,1.70676997,1.17815115,0.00430607,0.66401699,0.00729163,0.68630104
-4.82941471,2.52227660,1.75171505,1.19401395,0.00425971,0.70460987,0.00672717,0.66610830
-4.82341171,2.55171433,1.80621375,1.21437947,0.00422781,0.74974736,0.00616587,0.64901783
-4.81740870,2.59264265,1.87041119,1.23934418,0.00421197,0.79927406,0.00561549,0.63537434
-4.81140570,2.64508317,1.94415461,1.26881858,0.00421317,0.85288826,0.00508295,0.62541104
-4.80540270,2.70863102,2.02698338,1.30252396,0.00423174,0.91013915,0.00457418,0.61924565
-4.79939970,2.78246020,2.11813025,1.33999650,0.00426739,0.97042927,0.00409406,0.61688057
-4.79339670,2.86534515,2.21653396,1.38059887,0.00431928,1.03302270,0.00364641,0.61820700
-4.78739370,2.95569769,2.32086306,1.42353891,0.00438601,1.09705883,0.00323397,0.62301287
-4.78139070,3.05161820,2.42955001,1.46789470,0.00446583,1.16157160,0.00285844,0.63099408
-4.77538769,3.15095897,2.54083454,1.51264517,0.00455665,1.22551372,0.00252059,0.64176850
-4.76938469,3.25139724,2.65281472,1.55670498,0.00465623,1.28778513,0.00222030,0.65489231
-4.76338169,3.35051515,2.76350362,1.59896227,0.00476229,1.34726467,0.00195669,0.66987769
-4.75737869,3.44588336,2.87088963,1.63831788,0.00487267,1.40284397,0.00172825,0.68621149
-4.75137569,3.53514500,2.97299788,1.67372444,0.00498544,1.45346207,0.00153294,0.70337382
-4.74537269,3.61609673,3.06795061,1.70422363,0.00509905,1.49813954,0.00136832,0.72085613
-4.73936968,3.68676365,3.15402400,1.72898043,0.00521245,1.53601063,0.00123167,0.73817797
-4.73336668,3.74546540,3.22969935,1.74731284,0.00532513,1.56635212,0.00112009,0.75490195
-4.72736368,3.79087095,3.29370691,1.75871605,0.00543729,1.58860778,0.00103057,0.77064643
-4.72136068,3.82204032,3.34506071,1.76288038,0.00554978,1.60240726,0.00096015,0.78509554
-4.71535768,3.83845203,3.38308344,1.75970225,0.00566419,1.60757892,0.00090589,0.79800644
-4.70935468,3.84001572,3.40742083,1.74928824,0.00578284,1.60415586,0.00086502,0.80921362
-4.70335168,3.82707020,3.41804543,1.73195218,0.00590869,1.59237526,0.00083495,0.81863031
-4.69734867,3.80036744,3.41525014,1.70820571,0.00604529,1.57267105,0.00081328,0.82624723
-4.69134567,3.76104409,3.39963245,1.67874306,0.00619672,1.54566038,0.00079790,0.83212880
-4.68534267,3.71058198,3.37207027,1.64442080,0.00636738,1.51212469,0.00078693,0.83640728
-4.67933967,3.65075997,3.33369110,1.60623357,0.00656192,1.47298618,0.00077879,0.83927508
-4.67333667,3.58359918,3.28583580,1.56528697,0.00678502,1.42928088,0.00077217,0.84097576
-4.66733367,3.51130406,3.23001884,1.52276856,0.00704121,1.38212933,0.00076605,0.84179407
-4.66133067,3.43620153,3.16788649,1.47991813,0.00733466,1.33270618,0.00075968,0.84204547
-4.65532766,3.36068028,3.10117452,1.43799819,0.00766900,1.28220964,0.00075256,0.84206546
-4.64932466,3.28713208,3.03166663,1.39826541,0.00804708,1.23183204,0.00074444,0.84219912
-4.64332166,3.21789667,2.96115482,1.36194381,0.00847081,1.18273206,0.00073529,0.84279113
-4.63731866,3.15521126,2.89140237,1.33020011,0.00894095,1.13600962,0.00072530,0.84417635
-4.63131566,3.10116554,2.82411013,1.30412160,0.00945697,1.09268372,0.00071482,0.84667143
-4.62531266,3.05766271,2.76088629,1.28469670,0.01001693,1.05367359,0.00070433,0.85056725
-4.61930965,3.02638649,2.70321995,1.27279821,0.01061739,1.01978336,0.00069445,0.85612245
-4.61330665,3.00877423,2.65245815,1.26916922,0.01125340,0.99169014,0.00068589,0.86355806
-4.60730365,3.00599561,2.60978648,1.27441152,0.01191850,0.96993542,0.00067939,0.87305313
-4.60130065,3.01893671,2.57621283,1.28897623,0.01260481,0.95491951,0.00067572,0.88474134
-4.59529765,3.04818873,2.55255403,1.31315668,0.01330316,0.94689881,0.00067565,0.89870864
-4.58929465,3.09404103,2.53942522,1.34708305,0.01400328,0.94598555,0.00067991,0.91499163
-4.58329165,3.15647790,2.53723167,1.39071887,0.01469406,0.95214971,0.00068914,0.93357675
-4.57728864,3.23517874,2.54616292,1.44385923,0.01536382,0.96522286,0.00070390,0.95440006
-4.57128564,3.32952132,2.56618926,1.50613060,0.01600066,0.98490377,0.00072464,0.97734768
-4.56528264,3.43858795,2.59706051,1.57699248,0.01659278,1.01076546,0.00075167,1.00225656
-4.55927964,3.56117449,2.63830723,1.65574082,0.01712886,1.04226376,0.00078514,1.02891577
-4.55327664,3.69580244,2.68924454,1.74151345,0.01759840,1.07874718,0.00082508,1.05706811
-4.54727364,3.84073404,2.74897884,1.83329783,0.01799208,1.11946806,0.00087133,1.08641211
-4.54127064,3.99399089,2.81641753,1.92994113,0.01830200,1.16359507,0.00092361,1.11660446
-4.53526763,4.15337635,2.89028208,2.03016306,0.01852196,1.21022692,0.00098148,1.14726290
-4.52926463,4.31650196,2.96912468,2.13257156,0.01864764,1.25840731,0.00104441,1.17796974
-4.52326163,4.48081850,3.05134852,2.23568143,0.01867672,1.30714101,0.00111176,1.20827608
-4.51725863,4.64365157,3.13523192,2.33793608,0.01860889,1.35541102,0.00118287,1.23770691
-4.51125563,4.80224209,3.21895617,2.43773229,0.01844584,1.40219656,0.00125705,1.26576730
-4.50525263,4.95379158,3.30063703,2.53344778,0.01819116,1.44649168,0.00133366,1.29194958
-4.49924962,5.09551189,3.37835946,2.62347133,0.01785015,1.48732421,0.00141216,1.31574190
-4.49324662,5.22467873,3.45021526,2.70623490,0.01742960,1.52377474,0.00149216,1.33663788
-4.48724362,5.33868844,3.51434286,2.78024722,0.01693755,1.55499509,0.00157347,1.35414751
-4.48124062,5.43511636,3.56896839,2.84412789,0.01638296,1.58022597,0.00165618,1.36780896
-4.47523762,5.51177571,3.61244722,2.89664125,0.01577545,1.59881322,0.00174069,1.37720121
-4.46923462,5.56677504,3.64330457,2.93672880,0.01512496,1.61022229,0.00182778,1.38195688
-4.46323162,5.59857223,3.66027416,2.96353905,0.01444148,1.61405036,0.00191860,1.38177509
-4.45722861,5.60602304,3.66233333,2.97645383,0.01373481,1.61003572,0.00201475,1.37643362
-4.45122561,5.58842212,3.64873354,2.97510959,0.01301431,1.59806406,0.00211825,1.36579981
-4.44522261,5.54553417,3.61902470,2.95941290,0.01228872,1.57817135,0.00223152,1.34983976
-4.43921961,5.47761376,3.57307239,2.92954911,0.01156605,1.55054306,0.00235738,1.32862501
-4.43321661,5.38541201,3.51106682,2.88598346,0.01085347,1.51550972,0.00249897,1.30233647
-4.42721361,5.27016918,3.43352299,2.82945425,0.01015726,1.47353882,0.00265966,1.27126501
-4.42121061,5.13359269,3.34127153,2.76095777,0.00948280,1.42522319,0.00284299,1.23580850
-4.41520760,4.97782051,3.23544031,2.68172537,0.00883460,1.37126620,0.00305252,1.19646528
-4.40920460,4.80537077,3.11742715,2.59319299,0.00821634,1.31246416,0.00329170,1.15382391
-4.40320160,4.61907881,2.98886437,2.49696420,0.00763094,1.24968652,0.00356371,1.10854970
-4.39719860,4.42202380,2.85157634,2.39476763,0.00708063,1.18385434,0.00387130,1.06136820
-4.39119560,4.21744727,2.70753148,2.28841063,0.00656700,1.11591784,0.00421666,1.01304637
-4.38519260,4.00866643,2.55879041,2.17973033,0.00609115,1.04683370,0.00460122,0.96437207
-4.37918959,3.79898560,2.40745204,2.07054426,0.00565367,0.97754273,0.00502552,0.91613264
-4.37318659,3.59160891,2.25559976,1.96260213,0.00525480,0.90894874,0.00548911,0.86909337
-4.36718359,3.38955753,2.10524951,1.85754058,0.00489444,0.84189910,0.00599045,0.82397685
-4.36118059,3.19559464,1.95830159,1.75684264,0.00457221,0.77716769,0.00652684,0.78144379
-4.35517759,3.01216070,1.81649806,1.66180331,0.00428753,0.71544047,0.00709443,0.74207622
-4.34917459,2.84132144,1.68138682,1.57350249,0.00403967,0.65730430,0.00768824,0.70636369
-4.34317159,2.68473019,1.55429365,1.49278614,0.00382780,0.60323891,0.00830230,0.67469285
-4.33716858,2.54360565,1.43630287,1.42025621,0.00365103,0.55361236,0.00892971,0.64734086
-4.33116558,2.41872553,1.32824684,1.35626955,0.00350852,0.50867980,0.00956291,0.62447280
-4.32516258,2.31043582,1.23070432,1.30094550,0.00339952,0.46858552,0.01019388,0.60614303
-4.31915958,2.21867473,1.14400721,1.25418173,0.00332347,0.43336784,0.01081443,0.59230044
-4.31315658,2.14300990,1.06825498,1.21567724,0.00328004,0.40296680,0.01141649,0.58279711
-4.30715358,2.08268676,1.00333560,1.18496163,0.00326929,0.37723392,0.01199244,0.57740020
