energy_ev,total_up,N_s_up,N_p_up,S_s_up,S_p_up,V_p_up,V_d_up,Zn_p_up,Zn_d_up
-5.43571786,1.00886848,0.00052216,0.17042383,0.00511411,0.38063798,0.40514585,0.15191042,0.34287373,0.03045444
-5.42971486,1.10125979,0.00060544,0.18256914,0.00503202,0.42134769,0.44722647,0.16464759,0.37241999,0.03366783
-5.42371186,1.19805653,0.00070057,0.19528554,0.00505381,0.46394782,0.49133370,0.17809640,0.40305574,0.03707652
-5.41770885,1.29828596,0.00080811,0.20840977,0.00516370,0.50805816,0.53706586,0.19208946,0.43454964,0.04064871
-5.41170585,1.40086516,0.00092856,0.22177163,0.00534683,0.55323706,0.58395934,0.20644693,0.46664200,0.04434816
-5.40570285,1.50461114,0.00106231,0.23519496,0.00558921,0.59898669,0.63149274,0.22097800,0.49904704,0.04813453
-5.39969985,1.60825611,0.00120961,0.24849896,0.00587767,0.64476081,0.67909363,0.23548317,0.53145608,0.05196389
-5.39369685,1.71046775,0.00137054,0.26150020,0.00619992,0.68997518,0.72614802,0.24975717,0.56354196,0.05578948
-5.38769385,1.80987405,0.00154496,0.27401497,0.00654444,0.73402028,0.77201218,0.26359259,0.59496435,0.05956260
-5.38169085,1.90509211,0.00173248,0.28586219,0.00690057,0.77627592,0.81602666,0.27678405,0.62537600,0.06323367
-5.37568784,1.99475979,0.00193244,0.29686662,0.00725844,0.81612717,0.85753188,0.28913273,0.65442969,0.06675341
-5.36968484,2.07756910,0.00214385,0.30686235,0.00760901,0.85298119,0.89588483,0.30045118,0.68178565,0.07007403
-5.36368184,2.15229993,0.00236541,0.31569633,0.00794415,0.88628395,0.93047617,0.31056803,0.70711912,0.07315044
-5.35767884,2.21785247,0.00259549,0.32323192,0.00825661,0.91553640,0.96074700,0.31933253,0.73012785,0.07594147
-5.35167584,2.27327721,0.00283212,0.32935210,0.00854008,0.94030916,0.98620465,0.32661860,0.75053917,0.07841088
-5.34567284,2.31780074,0.00307304,0.33396239,0.00878926,0.96025518,1.00643679,0.33232820,0.76811637,0.08052833
-5.33966983,2.35084653,0.00331571,0.33699318,0.00899982,0.97511979,1.02112322,0.33639389,0.78266409,0.08227008
-5.33366683,2.37204940,0.00355735,0.33840140,0.00916850,0.98474759,1.03004485,0.33878038,0.79403266,0.08361950
-5.32766383,2.38126349,0.00379505,0.33817148,0.00929303,0.98908608,1.03308955,0.33948502,0.80212109,0.08456734
-5.32166083,2.37856303,0.00402580,0.33631547,0.00937219,0.98818580,1.03025462,0.33853728,0.80687869,0.08511175
-5.31565783,2.36423636,0.00424660,0.33287244,0.00940574,0.98219705,1.02164582,0.33599705,0.80830547,0.08525807
-5.30965483,2.33877352,0.00445457,0.32790702,0.00939437,0.97136357,1.00747317,0.33195221,0.80645114,0.08501842
-5.30365183,2.30284819,0.00464706,0.32150737,0.00933966,0.95601339,0.98804359,0.32651521,0.80141306,0.08441107
-5.29764882,2.25729502,0.00482174,0.31378243,0.00924399,0.93654751,0.96375107,0.31981914,0.79333320,0.08345972
-5.29164582,2.20308353,0.00497671,0.30485887,0.00911044,0.91342703,0.93506455,0.31201342,0.78239434,0.08219263
-5.28564282,2.14128989,0.00511063,0.29487762,0.00894274,0.88715919,0.90251428,0.30325926,0.76881568,0.08064174
-5.27963982,2.07306782,0.00522276,0.28399030,0.00874511,0.85828317,0.86667714,0.29372518,0.75284817,0.07884178
-5.27363682,1.99961981,0.00531306,0.27235558,0.00852220,0.82735608,0.82816158,0.28358275,0.73476955,0.07682935
-5.26763382,1.92216967,0.00538219,0.26013571,0.00827896,0.79493981,0.78759257,0.27300278,0.71487938,0.07464217
-5.26163082,1.84193736,0.00543158,0.24749325,0.00802056,0.76158898,0.74559725,0.26215191,0.69349413,0.07231827
-5.25562781,1.76011644,0.00546337,0.23458809,0.00775227,0.72784037,0.70279157,0.25118994,0.67094233,0.06989541
-5.24962481,1.67785475,0.00548037,0.22157484,0.00747940,0.69420403,0.65976810,0.24026762,0.64755978,0.06741052
-5.24362181,1.59623819,0.00548598,0.20860060,0.00720717,0.66115604,0.61708560,0.22952513,0.62368491,0.06489926
-5.23761881,1.51627766,0.00548407,0.19580313,0.00694064,0.62913284,0.57525999,0.21909108,0.59965407,0.06239562
-5.23161581,1.43889877,0.00547886,0.18330938,0.00668465,0.59852715,0.53475724,0.20908194,0.57579689,0.05993167
-5.22561281,1.36493403,0.00547475,0.17123437,0.00644370,0.56968504,0.49598782,0.19960179,0.55243155,0.05753725
-5.21960980,1.29511703,0.00547610,0.15968032,0.00622191,0.54290416,0.45930280,0.19074236,0.52985995,0.05523977
-5.21360680,1.23007831,0.00548710,0.14873609,0.00602294,0.51843273,0.42499147,0.18258307,0.50836289,0.05306398
-5.20760380,1.17034244,0.00551156,0.13847675,0.00584992,0.49646923,0.39328042,0.17519122,0.48819525,0.05103174
-5.20160080,1.11632626,0.00555271,0.12896336,0.00570544,0.47716263,0.36433377,0.16862203,0.46958132,0.04916185
-5.19559780,1.06833793,0.00561305,0.12024283,0.00559143,0.46061295,0.33825467,0.16291867,0.45271042,0.04746979
-5.18959480,1.02657702,0.00569420,0.11234793,0.00550920,0.44687232,0.31508779,0.15811211,0.43773299,0.04596754
-5.18359180,0.99113560,0.00579681,0.10529744,0.00545942,0.43594648,0.29482273,0.15422098,0.42475743,0.04466340
-5.17758879,0.96200068,0.00592047,0.09909631,0.00544207,0.42779671,0.27739836,0.15125136,0.41384777,0.04356187
-5.17158579,0.93905812,0.00606368,0.09373609,0.00545654,0.42234252,0.26270780,0.14919668,0.40502259,0.04266358
-5.16558279,0.92209842,0.00622387,0.08919543,0.00550165,0.41946500,0.25060418,0.14803767,0.39825511,0.04196530
-5.15957979,0.91082455,0.00639748,0.08544080,0.00557571,0.41901103,0.24090688,0.14774265,0.39347481,0.04146009
-5.15357679,0.90486198,0.00658004,0.08242746,0.00567665,0.42079838,0.23340835,0.14826803,0.39057043,0.04113753
-5.14757379,0.90377093,0.00676634,0.08010061,0.00580212,0.42462170,0.22788114,0.14955924,0.38939452,0.04098407
-5.14157079,0.90706069,0.00695059,0.07839681,0.00594965,0.43025928,0.22408519,0.15155207,0.38976927,0.04098354
-5.13556778,0.91420579,0.00712665,0.07724569,0.00611680,0.43748048,0.22177517,0.15417433,0.39149356,0.04111771
-5.12956478,0.92466345,0.00728824,0.07657180,0.00630135,0.44605351,0.22070753,0.15734804,0.39435081,0.04136699
-5.12356178,0.93789173,0.00742920,0.07629680,0.00650144,0.45575342,0.22064735,0.16099184,0.39811753,0.04171112
-5.11755878,0.95336776,0.00754372,0.07634165,0.00671579,0.46636966,0.22137444,0.16502363,0.40257190,0.04212996
-5.11155578,0.97060502,0.00762651,0.07662904,0.00694382,0.47771319,0.22268887,0.16936338,0.40750225,0.04260424
-5.10555278,0.98916919,0.00767311,0.07708578,0.00718583,0.48962239,0.22441541,0.17393592,0.41271482,0.04311621
-5.09954977,1.00869145,0.00767993,0.07764521,0.00744312,0.50196779,0.22640703,0.17867347,0.41804062,0.04365029
-5.09354677,1.02887890,0.00764451,0.07824943,0.00771808,0.51465502,0.22854714,0.18351803,0.42334084,0.04419352
-5.08754377,1.04952133,0.00756550,0.07885138,0.00801424,0.52762600,0.23075072,0.18842325,0.42851084,0.04473591
-5.08154077,1.07049430,0.00744279,0.07941668,0.00833631,0.54085825,0.23296417,0.19335581,0.43348234,0.04527062
-5.07553777,1.09175817,0.00727747,0.07992510,0.00869014,0.55436225,0.23516406,0.19829625,0.43822386,0.04579397
-5.06953477,1.11335357,0.00707180,0.08037171,0.00908265,0.56817715,0.23735497,0.20323924,0.44273953,0.04630525
-5.06353177,1.13539345,0.00682914,0.08076751,0.00952175,0.58236510,0.23956636,0.20819314,0.44706625,0.04680647
-5.05752876,1.15805250,0.00655379,0.08113979,0.01001613,0.59700453,0.24184900,0.21317917,0.45126974,0.04730191
-5.05152576,1.18155461,0.00625091,0.08153188,0.01057511,0.61218280,0.24427093,0.21823006,0.45543949,0.04779758
-5.04552276,1.20615922,0.00592634,0.08200255,0.01120837,0.62798894,0.24691336,0.22338832,0.45968327,0.04830076
-5.03951976,1.23214760,0.00558639,0.08262499,0.01192571,0.64450670,0.24986673,0.22870438,0.46412137,0.04881931
-5.03351676,1.25980976,0.00523773,0.08348537,0.01273674,0.66180857,0.25322709,0.23423451,0.46888110,0.04936125
-5.02751376,1.28943278,0.00488721,0.08468101,0.01365057,0.67995111,0.25709307,0.24003891,0.47409176,0.04993422
-5.02151076,1.32129112,0.00454168,0.08631837,0.01467545,0.69897182,0.26156341,0.24617973,0.47988048,0.05054514
-5.01550775,1.35563934,0.00420790,0.08851056,0.01581844,0.71888774,0.26673533,0.25271944,0.48636892,0.05119995
-5.00950475,1.39270715,0.00389239,0.09137481,0.01708507,0.73969579,0.27270344,0.25971933,0.49367105,0.05190349
-5.00350175,1.43269672,0.00360137,0.09502963,0.01847901,0.76137459,0.27955939,0.26723820,0.50189191,0.05265943
-4.99749875,1.47578183,0.00334071,0.09959186,0.02000169,0.78388764,0.28739184,0.27533134,0.51112716,0.05347042
-4.99149575,1.52210820,0.00311582,0.10517357,0.02165207,0.80718719,0.29628673,0.28404947,0.52146322,0.05433820
-4.98549275,1.57179428,0.00293170,0.11187890,0.02342635,0.83121855,0.30632756,0.29343780,0.53297773,0.05526382
-4.97948974,1.62493156,0.00279289,0.11980080,0.02531774,0.85592416,0.31759534,0.30353496,0.54573989,0.05624786
-4.97348674,1.68158376,0.00270343,0.12901782,0.02731636,0.88124685,0.33016809,0.31437172,0.55981044,0.05729060
-4.96748374,1.74178398,0.00266693,0.13959086,0.02940910,0.90713193,0.34411952,0.32596954,0.57524090,0.05839215
-4.96148074,1.80552940,0.00268647,0.15156001,0.03157969,0.93352763,0.35951688,0.33833861,0.59207184,0.05955246
-4.95547774,1.87277325,0.00276464,0.16494158,0.03380874,0.96038368,0.37641778,0.35147576,0.61033007,0.06077122
-4.94947474,1.94341400,0.00290348,0.17972528,0.03607400,0.98764798,0.39486594,0.36536193,0.63002456,0.06204771
-4.94347174,2.01728218,0.00310441,0.19587180,0.03835058,1.01526140,0.41488607,0.37995947,0.65114148,0.06338035
-4.93746873,2.09412553,0.00336820,0.21331070,0.04061143,1.04315110,0.43647805,0.39520941,0.67363822,0.06476638
-4.93146573,2.17359336,0.00369487,0.23193893,0.04282778,1.07122275,0.45961056,0.41102877,0.69743705,0.06620127
-4.92546273,2.25522146,0.00408357,0.25161993,0.04496975,1.09935225,0.48421468,0.42730832,0.72241872,0.06767822
-4.91945973,2.33841891,0.00453254,0.27218353,0.04700697,1.12737776,0.51017790,0.44391081,0.74841652,0.06918757
-4.91345673,2.42245814,0.00503894,0.29342670,0.04890932,1.15509259,0.53733878,0.46067009,0.77521150,0.07071638
-4.90745373,2.50646975,0.00559883,0.31511526,0.05064761,1.18223992,0.56548309,0.47739129,0.80252922,0.07224805
-4.90145073,2.58944330,0.00620706,0.33698665,0.05219437,1.20850983,0.59434155,0.49385220,0.83003875,0.07376210
-4.89544772,2.67023488,0.00685721,0.35875374,0.05352449,1.23353929,0.62358976,0.50980601,0.85735418,0.07523419
-4.88944472,2.74758235,0.00754166,0.38010971,0.05461592,1.25691544,0.65285059,0.52498551,0.88403899,0.07663631
-4.88344172,2.82012809,0.00825154,0.40073392,0.05545023,1.27818245,0.68169910,0.53910864,0.90961342,0.07793729
-4.87743872,2.88644923,0.00897685,0.42029867,0.05601309,1.29685170,0.70967021,0.55188535,0.93356482,0.07910345
-4.87143572,2.94509438,0.00970663,0.43847675,0.05629462,1.31241527,0.73626887,0.56302553,0.95536065,0.08009955
-4.86543272,2.99462574,0.01042910,0.45494947,0.05628962,1.32436200,0.76098255,0.57224769,0.97446375,0.08088990
-4.85942971,3.03366489,0.01113194,0.46941503,0.05599767,1.33219558,0.78329561,0.57928818,0.99034938,0.08143954
-4.85342671,3.06094028,0.01180252,0.48159681,0.05542308,1.33545377,0.80270499,0.58391036,1.00252314,0.08171564
-4.84742371,3.07533434,0.01242830,0.49125151,0.05457473,1.33372780,0.81873660,0.58591344,1.01053908,0.08168877
-4.84142071,3.07592788,0.01299711,0.49817650,0.05346573,1.32668096,0.83096177,0.58514054,1.01401715,0.08133424
-4.83541771,3.06203961,0.01349751,0.50221638,0.05211307,1.31406541,0.83901276,0.58148554,1.01265909,0.08063317
-4.82941471,3.03325892,0.01391917,0.50326825,0.05053709,1.29573636,0.84259698,0.57489837,1.00626191,0.07957354
-4.82341171,2.98947001,0.01425317,0.50128561,0.04876096,1.27166274,0.84150880,0.56538857,0.99472844,0.07815088
-4.81740870,2.93086633,0.01449227,0.49628056,0.04681006,1.24193393,0.83563882,0.55302672,0.97807430,0.07636874
-4.81140570,2.85795444,0.01463121,0.48832429,0.04471141,1.20676217,0.82497974,0.53794393,0.95643098,0.07423884
-4.80540270,2.77154706,0.01466684,0.47754574,0.04249300,1.16648036,0.80962879,0.52032914,0.93004480,0.07178093
-4.79939970,2.67274570,0.01459823,0.46412857,0.04018325,1.12153560,0.78978660,0.50042461,0.89927201,0.06902236
-4.79339670,2.56291362,0.01442671,0.44830640,0.03781047,1.07247865,0.76575239,0.47851953,0.86457002,0.06599729
-4.78739370,2.44364041,0.01415580,0.43035672,0.03540231,1.01994992,0.73791592,0.45494234,0.82648540,0.06274584
-4.78139070,2.31669993,0.01379112,0.41059347,0.03298536,0.96466261,0.70674652,0.43005189,0.78563920,0.05931284
-4.77538769,2.18400345,0.01334013,0.38935886,0.03058475,0.90738391,0.67277972,0.40422792,0.74271012,0.05574665
-4.76938469,2.04755009,0.01281195,0.36701458,0.02822388,0.84891505,0.63660212,0.37786133,0.69841655,0.05209776
-4.76338169,1.90937668,0.01221698,0.34393281,0.02592414,0.79007108,0.59883523,0.35134450,0.65349794,0.04841747
-4.75737869,1.77150893,0.01156659,0.32048738,0.02370480,0.73166127,0.56011890,0.32506213,0.60869653,0.04475660
-4.75137569,1.63591586,0.01087275,0.29704541,0.02158282,0.67447075,0.52109507,0.29938282,0.56473986,0.04116428
-4.74537269,1.50446867,0.01014769,0.27395966,0.01957288,0.61924409,0.48239245,0.27465183,0.52232473,0.03768689
-4.73936968,1.37890552,0.00940349,0.25156185,0.01768736,0.56667121,0.44461263,0.25118487,0.48210300,0.03436720
-4.73336668,1.26080253,0.00865182,0.23015710,0.01593637,0.51737596,0.40831798,0.22926331,0.44466957,0.03124359
-4.72736368,1.15155161,0.00790361,0.21001957,0.01432783,0.47190732,0.37402166,0.20913069,0.41055254,0.02834965
-4.72136068,1.05234489,0.00716883,0.19138933,0.01286763,0.43073337,0.34217990,0.19099050,0.38020576,0.02571376
-4.71535768,0.96416531,0.00645627,0.17447035,0.01155969,0.39423773,0.31318633,0.17500503,0.35400343,0.02335897
-4.70935468,0.88778272,0.00577345,0.15942966,0.01040618,0.36271810,0.28736861,0.16129538,0.33223677,0.02130299
-4.70335168,0.82375460,0.00512653,0.14639732,0.00940760,0.33638668,0.26498674,0.14994211,0.31511240,0.01955831
-4.69734867,0.77243041,0.00452026,0.13546723,0.00856298,0.31537197,0.24623307,0.14098660,0.30275210,0.01813238
-4.69134567,0.73395858,0.00395803,0.12669845,0.00786998,0.29972147,0.23123356,0.13443286,0.29519381,0.01702788
-4.68534267,0.70829522,0.00344196,0.12011687,0.00732506,0.28940512,0.22004998,0.13024955,0.29239357,0.01624301
-4.67933967,0.69521378,0.00297297,0.11571713,0.00692353,0.28431894,0.21268273,0.12837214,0.29422810,0.01577176
-4.67333667,0.69431504,0.00255091,0.11346454,0.00665972,0.28428877,0.20907405,0.12870515,0.30049810,0.01560424
-4.66733367,0.70503718,0.00217475,0.11329693,0.00652699,0.28907399,0.20911132,0.13112430,0.31093206,0.01572688
-4.66133067,0.72666562,0.00184266,0.11512640,0.00651783,0.29837120,0.21263053,0.13547871,0.32519065,0.01612274
-4.65532766,0.75834297,0.00155227,0.11884090,0.00662385,0.31181782,0.21941953,0.14159300,0.34287176,0.01677163
-4.64932466,0.79907915,0.00130072,0.12430564,0.00683590,0.32899595,0.22922141,0.14926957,0.36351631,0.01765041
-4.64332166,0.84776237,0.00108487,0.13136453,0.00714400,0.34943657,0.24173784,0.15829092,0.38661492,0.01873310
