energy_ev,total_up,total_down,Cr_p_up,Cr_p_down,Cr_d_up,Cr_d_down,N_s_up,N_s_down,N_p_up,N_p_down,Sc_p_up,Sc_p_down,Sc_d_up,Sc_d_down,Te_p_up,Te_p_down,Te_d_up,Te_d_down
-5.93996998,0.69936261,-2.50284451,0.95660688,-1.58658746,0.14158597,-0.77874785,0.00229458,-0.00227050,0.06895464,-0.46776045,0.22060777,-0.54449798,0.06665266,-0.17142872,0.41853631,-1.20369645,0.00000000,-0.00000000
-5.93396698,0.66449783,-2.54086872,0.90593992,-1.65437146,0.13160724,-0.79071559,0.00246639,-0.00199512,0.06027576,-0.47959501,0.21593367,-0.55522905,0.06455222,-0.17604995,0.40442587,-1.21932146,0.00000000,-0.00000000
-5.92796398,0.63021829,-2.57777558,0.85492417,-1.72492382,0.12230863,-0.80105872,0.00265402,-0.00175434,0.05243817,-0.49047236,0.21058493,-0.56594625,0.06236209,-0.18093008,0.38949458,-1.23551401,0.00000000,-0.00000000
-5.92196098,0.59648653,-2.61288616,0.80372805,-1.79655117,0.11361217,-0.80970740,0.00285730,-0.00154507,0.04540896,-0.50008548,0.20459315,-0.57648705,0.06009204,-0.18598516,0.37378785,-1.25206266,0.00000000,-0.00000000
-5.91595798,0.56330647,-2.64548703,0.75255917,-1.86755919,0.10544658,-0.81658990,0.00307587,-0.00136434,0.03914611,-0.50815074,0.19801279,-0.58667137,0.05775743,-0.19112115,0.35739110,-1.26870536,0.00000000,-0.00000000
-5.90995498,0.53071951,-2.67482905,0.70165861,-1.93627472,0.09774911,-0.82162984,0.00330910,-0.00120943,0.03360099,-0.51441212,0.19091737,-0.59630237,0.05537791,-0.19623495,0.34042328,-1.28512606,0.00000000,-0.00000000
-5.90395198,0.49879888,-2.70013128,0.65129341,-2.00107080,0.09046667,-0.82474496,0.00355602,-0.00107785,0.02872066,-0.51864546,0.18339519,-0.60516866,0.05297608,-0.20121589,0.32302949,-1.30095461,0.00000000,-0.00000000
-5.89794897,0.46764249,-2.72059050,0.60174747,-2.06039416,0.08355637,-0.82584746,0.00381524,-0.00096746,0.02444988,-0.52066272,0.17554469,-0.61304787,0.05057607,-0.20594779,0.30537303,-1.31577047,0.00000000,-0.00000000
-5.89194597,0.43736510,-2.73539619,0.55331180,-2.11279442,0.07698535,-0.82484599,0.00408486,-0.00087640,0.02073293,-0.52031608,0.16746982,-0.61971167,0.04820220,-0.21031158,0.28762735,-1.32911029,0.00000000,-0.00000000
-5.88594297,0.40808994,-2.74375051,0.50627445,-2.15695372,0.07073022,-0.82164916,0.00436251,-0.00080318,0.01751499,-0.51750147,0.15927551,-0.62493202,0.04587772,-0.21418828,0.26996820,-1.34047927,0.00000000,-0.00000000
-5.87993997,0.37994068,-2.74489231,0.46091088,-2.19171579,0.06477605,-0.81617020,0.00464527,-0.00074665,0.01474333,-0.51216150,0.15106349,-0.62848843,0.04362369,-0.21746243,0.25256638,-1.34936576,0.00000000,-0.00000000
-5.87393697,0.35303392,-2.73812393,0.41747514,-2.21611282,0.05911503,-0.80833273,0.00492971,-0.00070598,0.01236815,-0.50428737,0.14292863,-0.63017596,0.04145816,-0.22002564,0.23558141,-1.35525863,0.00000000,-0.00000000
-5.86793397,0.32747284,-2.72283926,0.37619245,-2.22938906,0.05374506,-0.79807688,0.00521192,-0.00068068,0.01034321,-0.49391964,0.13495589,-0.62981344,0.03939547,-0.22178020,0.21915632,-1.35766635,0.00000000,-0.00000000
-5.86193097,0.30334211,-2.69855132,0.33725340,-2.23101965,0.04866824,-0.78536565,0.00548762,-0.00067060,0.00862626,-0.48114774,0.12721807,-0.62725160,0.03744587,-0.22264259,0.20341365,-1.35613702,0.00000000,-0.00000000
-5.85592796,0.28070444,-2.66491778,0.30080993,-2.22072382,0.04388940,-0.77019083,0.00575222,-0.00067584,0.00717922,-0.46610798,0.11977433,-0.62238051,0.03561543,-0.22254663,0.18845299,-1.35027801,0.00000000,-0.00000000
-5.84992496,0.25959880,-2.62176271,0.26697335,-2.19847144,0.03941476,-0.75257814,0.00600095,-0.00069680,0.00596828,-0.44898018,0.11266949,-0.61513599,0.03390615,-0.22144616,0.17434970,-1.33977431,0.00000000,-0.00000000
-5.84392196,0.24004035,-2.56909323,0.23581421,-2.16448244,0.03525087,-0.73259132,0.00622901,-0.00073411,0.00496390,-0.42998296,0.10593417,-0.60550460,0.03231631,-0.21931707,0.16115514,-1.32440460,0.00000000,-0.00000000
-5.83791896,0.22202186,-2.50710985,0.20736399,-2.11921906,0.03140370,-0.71033462,0.00643176,-0.00078859,0.00414071,-0.40936777,0.09958559,-0.59352672,0.03084107,-0.21615866,0.14889804,-1.30405390,0.00000000,-0.00000000
-5.83191596,0.20551667,-2.43620984,0.18161840,-2.06337081,0.02787804,-0.68595382,0.00660483,-0.00086120,0.00347737,-0.38741194,0.09362901,-0.57929782,0.02947317,-0.21199403,0.13758688,-1.27872238,0.00000000,-0.00000000
-5.82591296,0.19048279,-2.35698318,0.15854191,-1.99783290,0.02467717,-0.65963536,0.00674433,-0.00095303,0.00295646,-0.36441095,0.08805965,-0.56296737,0.02820377,-0.20686973,0.12721319,-1.24852962,0.00000000,-0.00000000
-5.81990995,0.17686781,-2.27020110,0.13807345,-1.92367869,0.02180284,-0.63160383,0.00684702,-0.00106518,0.00256425,-0.34067037,0.08286495,-0.54473583,0.02702341,-0.20085447,0.11775538,-1.21371410,0.00000000,-0.00000000
-5.81390695,0.16461452,-2.17679776,0.12013267,-1.84212745,0.01925538,-0.60211781,0.00691041,-0.00119873,0.00229063,-0.31649758,0.07802708,-0.52484942,0.02592291,-0.19403706,0.10918308,-1.17462799,0.00000000,-0.00000000
-5.80790395,0.15366669,-2.07784571,0.10462665,-1.75450844,0.01703411,-0.57146422,0.00693294,-0.00135464,0.00212893,-0.29219381,0.07352547,-0.50359320,0.02489428,-0.18652357,0.10146148,-1.13172739,0.00000000,-0.00000000
-5.80190095,0.14397490,-1.97452634,0.09145660,-1.66222289,0.01513789,-0.53995155,0.00691405,-0.00153370,0.00207576,-0.26804673,0.06933928,-0.48128258,0.02393162,-0.17843394,0.09455576,-1.08555851,0.00000000,-0.00000000
-5.79589795,0.13550196,-1.86809649,0.08052436,-1.56670512,0.01356568,-0.50790221,0.00685424,-0.00173642,0.00213096,-0.24432382,0.06544972,-0.45825361,0.02303185,-0.16989810,0.08843514,-1.03674046,0.00000000,-0.00000000
-5.78989495,0.12822779,-1.75985286,0.07173838,-1.46938430,0.01231728,-0.47564435,0.00675511,-0.00196297,0.00229742,-0.22126684,0.06184208,-0.43485268,0.02219535,-0.16105188,0.08307661,-0.98594549,0.00000000,-0.00000000
-5.78389195,0.12215351,-1.65109551,0.06501895,-1.37164815,0.01139401,-0.44350355,0.00661937,-0.00221306,0.00258096,-0.19908744,0.05850736,-0.41142576,0.02142647,-0.15203272,0.07846806,-0.93387743,0.00000000,-0.00000000
-5.77788894,0.11730458,-1.54309218,0.06030256,-1.27480967,0.01079928,-0.41179470,0.00645076,-0.00248591,0.00299014,-0.17796413,0.05544353,-0.38830794,0.02073381,-0.14297551,0.07461075,-0.88124954,0.00000000,-0.00000000
-5.77188594,0.11373276,-1.43704464,0.05754514,-1.18007799,0.01053919,-0.38081441,0.00625399,-0.00278016,0.00353611,-0.15804052,0.05265638,-0.36581348,0.02013044,-0.13400872,0.07152112,-0.82876249,0.00000000,-0.00000000
-5.76588294,0.11151702,-1.33405841,0.05672417,-1.08853406,0.01062292,-0.35083414,0.00603464,-0.00309382,0.00423229,-0.13942492,0.05015987,-0.34422679,0.01963384,-0.12525080,0.06923173,-0.77708355,0.00000000,-0.00000000
-5.75987994,0.11076312,-1.23511689,0.05783952,-1.00111161,0.01106291,-0.32209448,0.00579898,-0.00342426,0.00509407,-0.12219102,0.04797606,-0.32379483,0.01926575,-0.11680722,0.06779156,-0.72682767,0.00000000,-0.00000000
-5.75387694,0.11160194,-1.14106067,0.06091303,-0.91858390,0.01187498,-0.29480056,0.00555389,-0.00376818,0.00613836,-0.10637973,0.04613470,-0.30472093,0.01905181,-0.10876806,0.06726543,-0.67854125,0.00000000,-0.00000000
-5.74787394,0.11418667,-1.05257256,0.06598678,-0.84155610,0.01307808,-0.26911872,0.00530659,-0.00412164,0.00738310,-0.09200176,0.04467242,-0.28716044,0.01902107,-0.10120625,0.06773273,-0.63268912,0.00000000,-0.00000000
-5.74187094,0.11868873,-0.97016859,0.07312007,-0.77046328,0.01469391,-0.24517467,0.00506453,-0.00448012,0.00884664,-0.07904102,0.04363156,-0.27121820,0.01920534,-0.09417662,0.06928543,-0.58964505,0.00000000,-0.00000000
-5.73586793,0.12529261,-0.89419511,0.08238525,-0.70557374,0.01674631,-0.22305284,0.00483517,-0.00483856,0.01054700,-0.06745832,0.04305887,-0.25694791,0.01963843,-0.08771555,0.07202546,-0.54968610,0.00000000,-0.00000000
-5.72986493,0.13418974,-0.82483156,0.09386244,-0.64699705,0.01926040,-0.20279713,0.00462579,-0.00519150,0.01250108,-0.05719547,0.04300385,-0.24435329,0.02035527,-0.08184137,0.07606147,-0.51299074,0.00000000,-0.00000000
-5.72386193,0.14557144,-0.76209871,0.10763323,-0.59469633,0.02226151,-0.18441282,0.00444332,-0.00553319,0.01472370,-0.04817940,0.04351715,-0.23339100,0.02139091,-0.07655536,0.08150514,-0.47964068,0.00000000,-0.00000000
-5.71785893,0.15962124,-0.70587161,0.12377373,-0.54850405,0.02577396,-0.16786947,0.00429420,-0.00585775,0.01722672,-0.04032615,0.04464867,-0.22397506,0.02277943,-0.07184327,0.08846701,-0.44962618,0.00000000,-0.00000000
-5.71185593,0.17650666,-0.65589649,0.14234692,-0.50814062,0.02981975,-0.15310474,0.00418415,-0.00615933,0.02001797,-0.03354472,0.04644580,-0.21598262,0.02455287,-0.06767737,0.09705207,-0.42285434,0.00000000,-0.00000000
-5.70585293,0.19637077,-0.61181091,0.16339486,-0.47323498,0.03441703,-0.14002887,0.00411812,-0.00643230,0.02310026,-0.02774052,0.04895158,-0.20926074,0.02674000,-0.06401875,0.10735510,-0.39915997,0.00000000,-0.00000000
-5.69984992,0.21932378,-0.57316613,0.18693084,-0.44334644,0.03957869,-0.12852969,0.00410009,-0.00667143,0.02647047,-0.02281847,0.05220299,-0.20363392,0.02936521,-0.06081995,0.11945605,-0.37831839,0.00000000,-0.00000000
-5.69384692,0.24543492,-0.53945077,0.21293187,-0.41798703,0.04531090,-0.11847783,0.00413305,-0.00687210,0.03011866,-0.01868554,0.05622930,-0.19891208,0.03244731,-0.05802764,0.13341539,-0.36005974,0.00000000,-0.00000000
-5.68784392,0.27472506,-0.51011493,0.24133202,-0.39664361,0.05161175,-0.10973211,0.00421886,-0.00703040,0.03402736,-0.01525295,0.06105065,-0.19489869,0.03599851,-0.05558536,0.14926988,-0.34408387,0.00000000,-0.00000000
-5.68184092,0.30716030,-0.48459384,0.27201663,-0.37879914,0.05847013,-0.10214480,0.00435822,-0.00714336,0.03817109,-0.01243782,0.06667675,-0.19139872,0.04002342,-0.05343616,0.16702867,-0.33007554,0.00000000,-0.00000000
-5.67583792,0.34264686,-0.46233028,0.30481817,-0.36395251,0.06586475,-0.09556666,0.00455067,-0.00720904,0.04251604,-0.01016438,0.07310590,-0.18822609,0.04451822,-0.05152509,0.18667007,-0.31771904,0.00000000,-0.00000000
-5.66983492,0.38102777,-0.44279504,0.33951363,-0.35163626,0.07376360,-0.08985148,0.00479454,-0.00722662,0.04702020,-0.00836478,0.08032423,-0.18521046,0.04947009,-0.04980140,0.20813910,-0.30671190,0.00000000,-0.00000000
-5.66383192,0.42208137,-0.42550485,0.37582406,-0.34143201,0.08212363,-0.08486026,0.00508700,-0.00719650,0.05163361,-0.00697954,0.08830524,-0.18220308,0.05485679,-0.04822044,0.23134592,-0.29677718,0.00000000,-0.00000000
-5.65782891,0.46552210,-0.41003731,0.41341623,-0.33298306,0.09089093,-0.08046463,0.00542413,-0.00712025,0.05629913,-0.00595770,0.09700973,-0.17908152,0.06064653,-0.04674524,0.25616547,-0.28767386,0.00000000,-0.00000000
-5.65182591,0.51100350,-0.39604251,0.45190661,-0.32600384,0.10000131,-0.07654969,0.00580099,-0.00700066,0.06095347,-0.00525665,0.10638592,-0.17575318,0.06679823,-0.04534764,0.28243807,-0.27920523,0.00000000,-0.00000000
-5.64582291,0.55812365,-0.38325104,0.49086759,-0.32028626,0.10938125,-0.07301603,0.00621172,-0.00684168,0.06552856,-0.00484174,0.11637005,-0.17215746,0.07326198,-0.04400907,0.30997138,-0.27122483,0.00000000,-0.00000000
-5.63981991,0.60643282,-0.37147849,0.52983590,-0.31570265,0.11894931,-0.06978116,0.00664971,-0.00664827,0.06995327,-0.00468581,0.12688722,-0.16826667,0.07997991,-0.04272089,0.33854342,-0.26364010,0.00000000,-0.00000000
-5.63381691,0.65544321,-0.36062625,0.56832294,-0.31220533,0.12861786,-0.06678006,0.00710774,-0.00642634,0.07415532,-0.00476844,0.13785247,-0.16408548,0.08688732,-0.04148440,0.36790678,-0.25641357,0.00000000,-0.00000000
-5.62781391,0.70464041,-0.35067900,0.60582664,-0.30982307,0.13829514,-0.06396515,0.00757819,-0.00618256,0.07806343,-0.00507518,0.14917227,-0.15964932,0.09391411,-0.04031035,0.39779375,-0.24956162,0.00000000,-0.00000000
-5.62181091,0.75349626,-0.34169891,0.64184451,-0.30865436,0.14788748,-0.06130563,0.00805321,-0.00592423,0.08160954,-0.00559665,0.16074601,-0.15502146,0.10098649,-0.03921832,0.42792221,-0.24315112,0.00000000,-0.00000000
-5.61580790,0.80148248,-0.33381711,0.67588716,-0.30885794,0.15730165,-0.05878622,0.00852500,-0.00565904,0.08473110,-0.00632761,0.17246782,-0.15028926,0.10802877,-0.03823558,0.45800216,-0.23729406,0.00000000,-0.00000000
-5.60980490,0.84808445,-0.32722265,0.70749201,-0.31064087,0.16644726,-0.05640545,0.00898592,-0.00539490,0.08737320,-0.00726595,0.18422836,-0.14555950,0.11496532,-0.03739588,0.48774237,-0.23214039,0.00000000,-0.00000000
-5.60380190,0.89281477,-0.32214944,0.73623622,-0.31424447,0.17523899,-0.05417363,0.00942883,-0.00513977,0.08949060,-0.00841164,0.19591671,-0.14095317,0.12172256,-0.03673792,0.51685709,-0.22786955,0.00000000,-0.00000000
-5.59779890,0.93522562,-0.31886179,0.76174862,-0.31992878,0.18359864,-0.05211047,0.00984718,-0.00490142,0.09104943,-0.00976572,0.20742218,-0.13659980,0.12823080,-0.03630368,0.54507237,-0.22468077,0.00000000,-0.00000000
-5.59179590,0.97491967,-0.31763889,0.78371989,-0.32795586,0.19145696,-0.05024258,0.01023522,-0.00468725,0.09202861,-0.01132926,0.21863606,-0.13263168,0.13442596,-0.03613670,0.57213179,-0.22278279,0.00000000,-0.00000000
-5.58579290,1.01155887,-0.31875879,0.80191058,-0.33857268,0.19875498,-0.04860090,0.01058819,-0.00450416,0.09242081,-0.01310231,0.22945323,-0.12917803,0.14025110,-0.03628024,0.59780130,-0.22238312,0.00000000,-0.00000000
-5.57978989,1.04487081,-0.32248256,0.81615677,-0.35199406,0.20544505,-0.04721814,0.01090232,-0.00435832,0.09223294,-0.01508293,0.23977365,-0.12635942,0.14565757,-0.03677540,0.62187298,-0.22367735,0.00000000,-0.00000000
-5.57378689,1.07465243,-0.32903896,0.82637295,-0.36838641,0.21149139,-0.04612632,0.01117499,-0.00425510,0.09148624,-0.01726631,0.24950361,-0.12428257,0.15060583,-0.03765936,0.64416764,-0.22683883,0.00000000,-0.00000000
-5.56778389,1.10077096,-0.33861018,0.83255229,-0.38785274,0.21687019,-0.04535458,0.01140469,-0.00419887,0.09021579,-0.01964394,0.25855690,-0.12303583,0.15506588,-0.03896361,0.66453622,-0.23200903,0.00000000,-0.00000000
-5.56178089,1.12316228,-0.35131921,0.83476420,-0.41041975,0.22156936,-0.04492711,0.01159099,-0.00419300,0.08846963,-0.02220294,0.26685575,-0.12268521,0.15901733,-0.04071242,0.68285995,-0.23928900,0.00000000,-0.00000000
-5.55577789,1.14182685,-0.36721917,0.83314959,-0.43602730,0.22558792,-0.04486154,0.01173450,-0.00423966,0.08630749,-0.02492551,0.27433166,-0.12327143,0.16244908,-0.04292135,0.69904948,-0.24873209,0.00000000,-0.00000000
-5.54977489,1.15682370,-0.38628511,0.82791396,-0.46452104,0.22893506,-0.04516761,0.01183674,-0.00433989,0.08379905,-0.02778864,0.28092615,-0.12480776,0.16535864,-0.04559612,0.71304319,-0.26033840,0.00000000,-0.00000000
-5.54377189,1.16826295,-0.40840841,0.81931895,-0.49564838,0.23162912,-0.04584621,0.01189998,-0.00449347,0.08102212,-0.03076393,0.28659142,-0.12727892,0.16775127,-0.04873167,0.72480477,-0.27405092,0.00000000,-0.00000000
-5.53776888,1.17629747,-0.43339442,0.80767279,-0.52905827,0.23369644,-0.04688892,0.01192714,-0.00469897,0.07806047,-0.03381778,0.29129098,-0.13064103,0.16963888,-0.05231157,0.73432061,-0.28975380,0.00000000,-0.00000000
-5.53176588,1.18111436,-0.46096308,0.79332015,-0.56430487,0.23517019,-0.04827787,0.01192156,-0.00495378,0.07500165,-0.03691165,0.29500030,-0.13482248,0.17103882,-0.05630776,0.74159705,-0.30727276,0.00000000,-0.00000000
-5.52576288,1.18292676,-0.49075300,0.77663195,-0.60085525,0.23608934,-0.04998606,0.01188692,-0.00525411,0.07193480,-0.04000275,0.29770746,-0.13972592,0.17197274,-0.06068075,0.74665796,-0.32637763,0.00000000,-0.00000000
-5.51975988,1.18196666,-0.52232869,0.75799568,-0.63810080,0.23649780,-0.05197804,0.01182703,-0.00559516,0.06894855,-0.04304483,0.29941384,-0.14523112,0.17246550,-0.06538010,0.74954286,-0.34678712,0.00000000,-0.00000000
-5.51375688,1.17847913,-0.55519103,0.73780659,-0.67537232,0.23644378,-0.05421098,0.01174577,-0.00597113,0.06612909,-0.04598926,0.30013478,-0.15119860,0.17254424,-0.07034544,0.75030576,-0.36817573,0.00000000,-0.00000000
-5.50775388,1.17271835,-0.58879046,0.71646014,-0.71195810,0.23597939,-0.05663603,0.01164700,-0.00637543,0.06355842,-0.04878631,0.29990033,-0.15747413,0.17223769,-0.07550779,0.74901489,-0.39018251,0.00000000,-0.00000000
-5.50175088,1.16494560,-0.62254276,0.69434594,-0.74712445,0.23516050,-0.05919994,0.01153453,-0.00680083,0.06131289,-0.05138647,0.29875586,-0.16389364,0.17157581,-0.08079138,0.74575336,-0.41242145,0.00000000,-0.00000000
-5.49574787,1.15542927,-0.65584659,0.67184336,-0.78013794,0.23404686,-0.06184690,0.01141215,-0.00723966,0.05946214,-0.05374200,0.29676267,-0.17028859,0.17058963,-0.08611567,0.74062076,-0.43449326,0.00000000,-0.00000000
-5.48974487,1.14444679,-0.68810242,0.64931876,-0.81028846,0.23270235,-0.06452047,0.01128371,-0.00768398,0.05806816,-0.05580842,0.29399840,-0.17649150,0.16931148,-0.09139772,0.73373555,-0.45599790,0.00000000,-0.00000000
-5.48374187,1.13228805,-0.71873190,0.62712434,-0.83691213,0.23119544,-0.06716557,0.01115320,-0.00812586,0.05718489,-0.05754597,0.29055727,-0.18234149,0.16777538,-0.09655475,0.72523801,-0.47654760,0.00000000,-0.00000000
-5.47773887,1.11926020,-0.74719698,0.60559833,-0.85941317,0.22959963,-0.06973046,0.01102493,-0.00855755,0.05685793,-0.05892096,0.28655002,-0.18768959,0.16601776,-0.10150673,0.71529356,-0.49577962,0.00000000,-0.00000000
-5.47173587,1.10569294,-0.77301792,0.58506649,-0.87728364,0.22799386,-0.07216853,0.01090369,-0.00897176,0.05712469,-0.05990702,0.28210359,-0.19240353,0.16407816,-0.10617897,0.70409614,-0.51336835,0.00000000,-0.00000000
-5.46573287,1.09194400,-0.79578934,0.56584424,-0.89012031,0.22646282,-0.07444000,0.01079492,-0.00936185,0.05801461,-0.06048607,0.27736037,-0.19637203,0.16200016,-0.11050463,0.69187114,-0.52903615,0.00000000,-0.00000000
-5.45972986,1.07840406,-0.81519362,0.54823953,-0.89763788,0.22509697,-0.07651321,0.01070494,-0.00972200,0.05954975,-0.06064899,0.27247702,-0.19950818,0.15983208,-0.11442683,0.67887782,-0.54256239,0.00000000,-0.00000000
-5.45372686,1.06550052,-0.83101090,0.53255562,-0.89967781,0.22399230,-0.07836573,0.01064103,-0.01004741,0.06174534,-0.06039607,0.26762287,-0.20175192,0.15762772,-0.11790055,0.66541058,-0.55379031,0.00000000,-0.00000000
-5.44772386,1.05369947,-0.84312526,0.51909374,-0.89621259,0.22324975,-0.07998499,0.01061164,-0.01033440,0.06461055,-0.05973709,0.26297778,-0.20307144,0.15544670,-0.12089391,0.65179896,-0.56263126,0.00000000,-0.00000000
-5.44172086,1.04350548,-0.85152670,0.50815507,-0.88734507,0.22297408,-0.08136851,0.01062640,-0.01058049,0.06814922,-0.05869111,0.25872962,-0.20346358,0.15335462,-0.12338905,0.63840607,-0.56906618,0.00000000,-0.00000000
-5.43571786,1.03545867,-0.85630884,0.50004175,-0.87330307,0.22327242,-0.08252379,0.01069615,-0.01078442,0.07236055,-0.05728589,0.25507112,-0.20295302,0.15142277,-0.12538233,0.62562519,-0.57314420,0.00000000,-0.00000000
-5.42971486,1.03012875,-0.85766239,0.49505664,-0.85442945,0.22425226,-0.08346776,0.01083283,-0.01094614,0.07723972,-0.05555717,0.25219637,-0.20159049,0.14972742,-0.12688393,0.61387450,-0.57497839,0.00000000,-0.00000000
-5.42371186,1.02810603,-0.85586482,0.49350156,-0.83116823,0.22601903,-0.08422583,0.01104935,-0.01106670,0.08277835,-0.05354756,0.25029684,-0.19945011,0.14834864,-0.12791692,0.60358991,-0.57473890,0.00000000,-0.00000000
-5.41770885,1.02998917,-0.85126664,0.49567379,-0.80404746,0.22867324,-0.08483073,0.01135930,-0.01114818,0.08896480,-0.05130538,0.24955700,-0.19662578,0.14736872,-0.12851573,0.59521598,-0.57264387,0.00000000,-0.00000000
-5.41170585,1.03636996,-0.84427519,0.50186083,-0.77365963,0.23230730,-0.08532105,0.01177661,-0.01119346,0.09578422,-0.04888337,0.25014970,-0.19322715,0.14687005,-0.12872422,0.58919516,-0.56894851,0.00000000,-0.00000000
-5.40570285,1.04781543,-0.83533664,0.51233322,-0.74064068,0.23700203,-0.08573961,0.01231510,-0.01120607,0.10321841,-0.04633730,0.25223125,-0.18937511,0.14693271,-0.12859335,0.58595551,-0.56393305,0.00000000,-0.00000000
-5.39969985,1.06484764,-0.82491730,0.52733575,-0.70564851,0.24282303,-0.08613190,0.01298793,-0.01118996,0.11124532,-0.04372466,0.25593639,-0.18519719,0.14763163,-0.12817874,0.58589730,-0.55789013,0.00000000,-0.00000000
-5.39369685,1.08792193,-0.81348522,0.54707693,-0.66934207,0.24981707,-0.08654440,0.01380708,-0.01114929,0.11983847,-0.04110342,0.26137331,-0.18082297,0.14903366,-0.12753802,0.58937889,-0.55111235,0.00000000,-0.00000000
-5.38769385,1.11740429,-0.80149299,0.57171734,-0.63236182,0.25800851,-0.08702315,0.01478265,-0.01108820,0.12896601,-0.03853091,0.26861878,-0.17637989,0.15119438,-0.12672846,0.59670227,-0.54388055,0.00000000,-0.00000000
-5.38169085,1.15354872,-0.78936281,0.60135702,-0.59531263,0.26739604,-0.08761247,0.01592224,-0.01101064,0.13858969,-0.03606290,0.27771361,-0.17198951,0.15415499,-0.12580462,0.60809894,-0.53645370,0.00000000,-0.00000000
-5.37568784,1.19647565,-0.77747433,0.63602261,-0.55874944,0.27794992,-0.08835393,0.01723030,-0.01092021,0.14866377,-0.03375288,0.28865866,-0.16776446,0.15793943,-0.12481655,0.62371660,-0.52906053,0.00000000,-0.00000000
-5.36968484,1.24615248,-0.76615611,0.67565471,-0.52316654,0.28960972,-0.08928575,0.01870754,-0.01082005,0.15913386,-0.03165149,0.30141151,-0.16380618,0.16255165,-0.12380831,0.64360729,-0.52189370,0.00000000,-0.00000000
-5.36368184,1.30237726,-0.75568086,0.72009641,-0.48899038,0.30228296,-0.09044232,0.02035039,-0.01071276,0.16993585,-0.02980631,0.31588412,-0.16020351,0.16797346,-0.12281711,0.66771764,-0.51510646,0.00000000,-0.00000000
-5.35767884,1.36476670,-0.74626466,0.76908347,-0.45657635,0.31584463,-0.09185425,0.02215055,-0.01060045,0.18099514,-0.02826169,0.33194158,-0.15703214,0.17416295,-0.12187298,0.69588175,-0.50881211,0.00000000,-0.00000000
-5.35167584,1.43274938,-0.73806995,0.82223724,-0.42620917,0.33013780,-0.09354854,0.02409473,-0.01048475,0.19222608,-0.02705887,0.34940216,-0.15435491,0.18105360,-0.12099905,0.72781727,-0.50308600,0.00000000,-0.00000000
-5.34567284,1.50556534,-0.73121209,0.87906087,-0.39810662,0.34497543,-0.09554909,0.02616448,-0.01036696,0.20353194,-0.02623616,0.36803897,-0.15222283,0.18855429,-0.12021233,0.76312517,-0.49797000,0.00000000,-0.00000000
