energy_ev,total_up,Cd_p_up,Cd_d_up,Ge_p_up,Ge_d_up,Te_p_up,Te_d_up
-6.00000000,0.78952031,0.57186658,0.12702640,0.17664900,0.00000000,0.23703504,0.00000000
-5.99399700,0.82414329,0.61227694,0.13083470,0.18722129,0.00000000,0.24842737,0.00000000
-5.98799400,0.85926709,0.65355177,0.13467687,0.19849047,0.00000000,0.25932623,0.00000000
-5.98199100,0.89438496,0.69525982,0.13847499,0.21027016,0.00000000,0.26963062,0.00000000
-5.97598799,0.92903199,0.73696666,0.14216120,0.22236518,0.00000000,0.27926375,0.00000000
-5.96998499,0.96279624,0.77824312,0.14567939,0.23457609,0.00000000,0.28817444,0.00000000
-5.96398199,0.99532720,0.81867380,0.14898638,0.24670375,0.00000000,0.29633768,0.00000000
-5.95797899,1.02634148,0.85786512,0.15205247,0.25855392,0.00000000,0.30375397,0.00000000
-5.95197599,1.05562529,0.89545258,0.15486131,0.26994176,0.00000000,0.31044762,0.00000000
-5.94597299,1.08303363,0.93110704,0.15740914,0.28069595,0.00000000,0.31646401,0.00000000
-5.93996998,1.10848623,0.96453949,0.15970349,0.29066230,0.00000000,0.32186585,0.00000000
-5.93396698,1.13196050,0.99550421,0.16176125,0.29970678,0.00000000,0.32672866,0.00000000
-5.92796398,1.15348162,1.02380016,0.16360641,0.30771777,0.00000000,0.33113553,0.00000000
-5.92196098,1.17311051,1.04927043,0.16526737,0.31460742,0.00000000,0.33517161,0.00000000
-5.91595798,1.19093009,1.07179986,0.16677416,0.32031219,0.00000000,0.33891832,0.00000000
-5.90995498,1.20703070,1.09131102,0.16815552,0.32479239,0.00000000,0.34244781,0.00000000
-5.90395198,1.22149542,1.10775877,0.16943623,0.32803096,0.00000000,0.34581778,0.00000000
-5.89794897,1.23438617,1.12112379,0.17063450,0.33003146,0.00000000,0.34906705,0.00000000
-5.89194597,1.24573137,1.13140560,0.17175997,0.33081543,0.00000000,0.35221198,0.00000000
-5.88594297,1.25551600,1.13861554,0.17281204,0.33041931,0.00000000,0.35524422,0.00000000
-5.87993997,1.26367465,1.14277017,0.17377894,0.32889115,0.00000000,0.35812956,0.00000000
-5.87393697,1.27008817,1.14388580,0.17463741,0.32628722,0.00000000,0.36080838,0.00000000
-5.86793397,1.27458413,1.14197436,0.17535309,0.32266887,0.00000000,0.36319738,0.00000000
-5.86193097,1.27694132,1.13704117,0.17588161,0.31809964,0.00000000,0.36519280,0.00000000
-5.85592796,1.27689800,1.12908460,0.17617035,0.31264291,0.00000000,0.36667476,0.00000000
-5.84992496,1.27416370,1.11809792,0.17616069,0.30636019,0.00000000,0.36751280,0.00000000
-5.84392196,1.26843386,1.10407311,0.17579081,0.29930998,0.00000000,0.36757206,0.00000000
-5.83791896,1.25940658,1.08700633,0.17499864,0.29154737,0.00000000,0.36672003,0.00000000
-5.83191596,1.24680052,1.06690475,0.17372516,0.28312427,0.00000000,0.36483339,0.00000000
-5.82591296,1.23037295,1.04379426,0.17191742,0.27409010,0.00000000,0.36180469,0.00000000
-5.81990995,1.20993696,1.01772723,0.16953158,0.26449298,0.00000000,0.35754837,0.00000000
-5.81390695,1.18537659,0.98878999,0.16653546,0.25438110,0.00000000,0.35200602,0.00000000
-5.80790395,1.15665932,0.95710919,0.16291061,0.24380422,0.00000000,0.34515039,0.00000000
-5.80190095,1.12384482,0.92285658,0.15865383,0.23281508,0.00000000,0.33698803,0.00000000
-5.79589795,1.08708966,0.88625170,0.15377794,0.22147057,0.00000000,0.32756048,0.00000000
-5.78989495,1.04664758,0.84756225,0.14831185,0.20983258,0.00000000,0.31694383,0.00000000
-5.78389195,1.00286524,0.80710183,0.14229997,0.19796843,0.00000000,0.30524677,0.00000000
-5.77788894,0.95617375,0.76522523,0.13580086,0.18595071,0.00000000,0.29260717,0.00000000
-5.77188594,0.90707640,0.72232127,0.12888536,0.17385674,0.00000000,0.27918745,0.00000000
-5.76588294,0.85613325,0.67880367,0.12163419,0.16176750,0.00000000,0.26516889,0.00000000
-5.75987994,0.80394330,0.63510036,0.11413523,0.14976615,0.00000000,0.25074529,0.00000000
-5.75387694,0.75112540,0.59164174,0.10648058,0.13793628,0.00000000,0.23611616,0.00000000
-5.74787394,0.69829863,0.54884858,0.09876352,0.12635995,0.00000000,0.22147988,0.00000000
-5.74187094,0.64606319,0.50712009,0.09107564,0.11511565,0.00000000,0.20702714,0.00000000
-5.73586793,0.59498273,0.46682290,0.08350407,0.10427633,0.00000000,0.19293489,0.00000000
-5.72986493,0.54556881,0.42828134,0.07612912,0.09390759,0.00000000,0.17936111,0.00000000
-5.72386193,0.49826813,0.39176950,0.06902228,0.08406617,0.00000000,0.16644057,0.00000000
-5.71785893,0.45345296,0.35750548,0.06224474,0.07479870,0.00000000,0.15428176,0.00000000
-5.71185593,0.41141495,0.32564789,0.05584633,0.06614096,0.00000000,0.14296504,0.00000000
-5.70585293,0.37236246,0.29629476,0.04986503,0.05811747,0.00000000,0.13254195,0.00000000
-5.69984992,0.33642120,0.26948475,0.04432695,0.05074150,0.00000000,0.12303582,0.00000000
-5.69384692,0.30363794,0.24520047,0.03924674,0.04401554,0.00000000,0.11444334,0.00000000
-5.68784392,0.27398678,0.22337369,0.03462836,0.03793201,0.00000000,0.10673715,0.00000000
-5.68184092,0.24737769,0.20389201,0.03046618,0.03247432,0.00000000,0.09986910,0.00000000
-5.67583792,0.22366650,0.18660668,0.02674631,0.02761816,0.00000000,0.09377413,0.00000000
-5.66983492,0.20266601,0.17134111,0.02344806,0.02333286,0.00000000,0.08837447,0.00000000
-5.66383192,0.18415748,0.15789967,0.02054546,0.01958288,0.00000000,0.08358393,0.00000000
-5.65782891,0.16790215,0.14607643,0.01800884,0.01632932,0.00000000,0.07931226,0.00000000
-5.65182591,0.15365223,0.13566343,0.01580631,0.01353135,0.00000000,0.07546912,0.00000000
-5.64582291,0.14116107,0.12645836,0.01390514,0.01114754,0.00000000,0.07196784,0.00000000
-5.63981991,0.13019221,0.11827125,0.01227299,0.00913716,0.00000000,0.06872860,0.00000000
-5.63381691,0.12052713,0.11093017,0.01087908,0.00746123,0.00000000,0.06568112,0.00000000
-5.62781391,0.11197172,0.10428581,0.00969503,0.00608350,0.00000000,0.06276674,0.00000000
