energy_ev,total_up,B_p_up,B_d_up,Os_p_up,Os_d_up,Te_p_up,Te_d_up
-6.00000000,5.18342712,1.09402302,0.00000000,1.85052615,2.76647132,1.27231552,0.00000000
-5.99399700,5.15719646,1.08747353,0.00000000,1.82779469,2.76631537,1.26172319,0.00000000
-5.98799400,5.12138373,1.07778041,0.00000000,1.80146584,2.76034566,1.24930619,0.00000000
-5.98199100,5.07630017,1.06510742,0.00000000,1.77181651,2.74866903,1.23517356,0.00000000
-5.97598799,5.02253463,1.04968649,0.00000000,1.73921906,2.73154965,1.21950193,0.00000000
-5.96998499,4.96093286,1.03181063,0.00000000,1.70413131,2.70939770,1.20252998,0.00000000
-5.96398199,4.89256682,1.01182470,0.00000000,1.66708321,2.68275294,1.18455009,0.00000000
-5.95797899,4.81869597,0.99011482,0.00000000,1.62866086,2.65226403,1.16589789,0.00000000
-5.95197599,4.74072275,0.96709669,0.00000000,1.58948866,2.61866488,1.14693996,0.00000000
-5.94597299,4.66014449,0.94320345,0.00000000,1.55021054,2.58274915,1.12806064,0.00000000
-5.93996998,4.57850416,0.91887367,0.00000000,1.51147106,2.54534423,1.10964843,0.00000000
-5.93396698,4.49734233,0.89453972,0.00000000,1.47389721,2.50728581,1.09208268,0.00000000
-5.92796398,4.41815204,0.87061714,0.00000000,1.43808160,2.46939396,1.07572116,0.00000000
-5.92196098,4.34233863,0.84749519,0.00000000,1.40456775,2.43245167,1.06088902,0.00000000
-5.91595798,4.27118531,0.82552889,0.00000000,1.37383766,2.39718637,1.04786959,0.00000000
-5.90995498,4.20582574,0.80503255,0.00000000,1.34630220,2.36425484,1.03689720,0.00000000
-5.90395198,4.14722353,0.78627500,0.00000000,1.32229423,2.33423162,1.02815227,0.00000000
-5.89794897,4.09615896,0.76947637,0.00000000,1.30206448,2.30760099,1.02175868,0.00000000
-5.89194597,4.05322226,0.75480634,0.00000000,1.28578002,2.28475210,1.01778325,0.00000000
-5.88594297,4.01881290,0.74238373,0.00000000,1.27352506,2.26597709,1.01623722,0.00000000
-5.87993997,3.99314386,0.73227726,0.00000000,1.26530367,2.25147169,1.01707939,0.00000000
-5.87393697,3.97625011,0.72450732,0.00000000,1.26104418,2.24133775,1.02022060,0.00000000
-5.86793397,3.96800002,0.71904849,0.00000000,1.26060480,2.23558735,1.02552924,0.00000000
-5.86193097,3.96810899,0.71583267,0.00000000,1.26378020,2.23414803,1.03283735,0.00000000
-5.85592796,3.97615442,0.71475280,0.00000000,1.27030867,2.23686871,1.04194705,0.00000000
-5.84992496,3.99159132,0.71566680,0.00000000,1.27987980,2.24352609,1.05263697,0.00000000
-5.84392196,4.01376833,0.71840192,0.00000000,1.29214243,2.25383146,1.06466853,0.00000000
-5.83791896,4.04194369,0.72275922,0.00000000,1.30671275,2.26743764,1.07779180,0.00000000
-5.83191596,4.07530135,0.72851828,0.00000000,1.32318271,2.28394628,1.09175098,0.00000000
-5.82591296,4.11296717,0.73544199,0.00000000,1.34112861,2.30291548,1.10628946,0.00000000
-5.81990995,4.15402547,0.74328155,0.00000000,1.36011984,2.32386788,1.12115442,0.00000000
-5.81390695,4.19753620,0.75178149,0.00000000,1.37972806,2.34629945,1.13610113,0.00000000
-5.80790395,4.24255293,0.76068485,0.00000000,1.39953647,2.36968892,1.15089704,0.00000000
-5.80190095,4.28814169,0.76973829,0.00000000,1.41914932,2.39350812,1.16532567,0.00000000
-5.79589795,4.33340086,0.77869731,0.00000000,1.43820149,2.41723303,1.17919047,0.00000000
-5.78989495,4.37748169,0.78733124,0.00000000,1.45636786,2.44035571,1.19231858,0.00000000
-5.78389195,4.41960932,0.79542814,0.00000000,1.47337221,2.46239667,1.20456451,0.00000000
-5.77788894,4.45910359,0.80279937,0.00000000,1.48899536,2.48291758,1.21581366,0.00000000
-5.77188594,4.49539896,0.80928374,0.00000000,1.50308208,2.50153394,1.22598555,0.00000000
-5.76588294,4.52806285,0.81475123,0.00000000,1.51554644,2.51792719,1.23503650,0.00000000
-5.75987994,4.55681120,0.81910594,0.00000000,1.52637519,2.53185590,1.24296172,0.00000000
-5.75387694,4.58152069,0.82228846,0.00000000,1.53562880,2.54316543,1.24979639,0.00000000
-5.74787394,4.60223650,0.82427729,0.00000000,1.54344002,2.55179568,1.25561571,0.00000000
-5.74187094,4.61917508,0.82508946,0.00000000,1.55000970,2.55778640,1.26053360,0.00000000
-5.73586793,4.63272131,0.82478017,0.00000000,1.55560003,2.56127968,1.26470011,0.00000000
-5.72986493,4.64341992,0.82344153,0.00000000,1.56052521,2.56251944,1.26829729,0.00000000
-5.72386193,4.65196117,0.82120031,0.00000000,1.56513997,2.56184774,1.27153384,0.00000000
-5.71785893,4.65916105,0.81821490,0.00000000,1.56982634,2.55969773,1.27463844,0.00000000
-5.71185593,4.66593679,0.81467134,0.00000000,1.57497925,2.55658370,1.27785220,0.00000000
-5.70585293,4.67327855,0.81077878,0.00000000,1.58099160,2.55308817,1.28142041,0.00000000
-5.69984992,4.68221825,0.80676425,0.00000000,1.58823958,2.54984661,1.28558406,0.00000000
-5.69384692,4.69379716,0.80286706,0.00000000,1.59706881,2.54753025,1.29057146,0.00000000
-5.68784392,4.70903322,0.79933283,0.00000000,1.60778210,2.54682754,1.29659045,0.00000000
-5.68184092,4.72888975,0.79640744,0.00000000,1.62062934,2.54842495,1.30382154,0.00000000
-5.67583792,4.75424662,0.79433101,0.00000000,1.63579997,2.55298778,1.31241240,0.00000000
-5.66983492,4.78587507,0.79333198,0.00000000,1.65341834,2.56114156,1.32247381,0.00000000
-5.66383192,4.82441701,0.79362156,0.00000000,1.67354210,2.57345481,1.33407740,0.00000000
-5.65782891,4.87036947,0.79538859,0.00000000,1.69616354,2.59042349,1.34725516,0.00000000
-5.65182591,4.92407440,0.79879495,0.00000000,1.72121367,2.61245780,1.36200070,0.00000000
-5.64582291,4.98571391,0.80397162,0.00000000,1.74856863,2.63987157,1.37827200,0.00000000
-5.63981991,5.05531073,0.81101538,0.00000000,1.77805805,2.67287444,1.39599556,0.00000000
-5.63381691,5.13273322,0.81998634,0.00000000,1.80947456,2.71156705,1.41507148,0.00000000
-5.62781391,5.21770437,0.83090624,0.00000000,1.84258406,2.75593908,1.43537910,0.00000000
-5.62181091,5.30981392,0.84375752,0.00000000,1.87713591,2.80587019,1.45678291,0.00000000
-5.61580790,5.40853268,0.85848330,0.00000000,1.91287266,2.86113358,1.47913815,0.00000000
-5.60980490,5.51322817,0.87498808,0.00000000,1.94953865,2.92140199,1.50229595,0.00000000
-5.60380190,5.62318085,0.89313938,0.00000000,1.98688716,2.98625574,1.52610752,0.00000000
-5.59779890,5.73760021,0.91277008,0.00000000,2.02468596,3.05519268,1.55042729,0.00000000
-5.59179590,5.85564017,0.93368167,0.00000000,2.06272090,3.12763952,1.57511489,0.00000000
-5.58579290,5.97641367,0.95564815,0.00000000,2.10079787,3.20296450,1.60003590,0.00000000
-5.57978989,6.09900603,0.97842079,0.00000000,2.13874311,3.28049085,1.62506144,0.00000000
-5.57378689,6.22248746,1.00173348,0.00000000,2.17640218,3.35951096,1.65006690,0.00000000
-5.56778389,6.34592465,1.02530876,0.00000000,2.21363796,3.43930094,1.67492995,0.00000000
-5.56178089,6.46839187,1.04886428,0.00000000,2.25032812,3.51913539,1.69952811,0.00000000
-5.55577789,6.58898180,1.07211971,0.00000000,2.28636241,3.59830200,1.72373641,0.00000000
-5.54977489,6.70681653,1.09480383,0.00000000,2.32164023,3.67611592,1.74742524,0.00000000
-5.54377189,6.82105875,1.11666160,0.00000000,2.35606869,3.75193346,1.77045886,0.00000000
-5.53776888,6.93092336,1.13746101,0.00000000,2.38956158,3.82516482,1.79269472,0.00000000
-5.53176588,7.03568935,1.15699945,0.00000000,2.42203922,3.89528561,1.81398394,0.00000000
-5.52576288,7.13471164,1.17510927,0.00000000,2.45342931,3.96184659,1.83417284,0.00000000
-5.51975988,7.22743252,1.19166232,0.00000000,2.48366870,4.02448138,1.85310563,0.00000000
-5.51375688,7.31339195,1.20657312,0.00000000,2.51270576,4.08291162,1.87062820,0.00000000
-5.50775388,7.39223609,1.21980055,0.00000000,2.54050323,4.13694925,1.88659269,0.00000000
-5.50175088,7.46372320,1.23134774,0.00000000,2.56704109,4.18649560,1.90086266,0.00000000
-5.49574787,7.52772612,1.24126012,0.00000000,2.59231904,4.23153700,1.91331843,0.00000000
-5.48974487,7.58423070,1.24962168,0.00000000,2.61635829,4.27213690,1.92386233,0.00000000
-5.48374187,7.63332969,1.25654934,0.00000000,2.63920225,4.30842452,1.93242332,0.00000000
-5.47773887,7.67521167,1.26218579,0.00000000,2.66091586,4.34058031,1.93896073,0.00000000
-5.47173587,7.71014533,1.26669095,0.00000000,2.68158330,4.36881874,1.94346671,0.00000000
-5.46573287,7.73845918,1.27023245,0.00000000,2.70130410,4.39336899,1.94596724,0.00000000
-5.45972986,7.76051765,1.27297565,0.00000000,2.72018759,4.41445444,1.94652140,0.00000000
-5.45372686,7.77669452,1.27507359,0.00000000,2.73834594,4.43227204,1.94521900,0.00000000
-5.44772386,7.78734506,1.27665747,0.00000000,2.75588605,4.44697252,1.94217656,0.00000000
-5.44172086,7.79277841,1.27782814,0.00000000,2.77290069,4.45864272,1.93753183,0.00000000
-5.43571786,7.79323198,1.27864918,0.00000000,2.78945944,4.46729111,1.93143724,0.00000000
-5.42971486,7.78884945,1.27914185,0.00000000,2.80559992,4.47283756,1.92405246,0.00000000
-5.42371186,7.77966403,1.27928237,0.00000000,2.82131991,4.47510817,1.91553682,0.00000000
-5.41770885,7.76558843,1.27900169,0.00000000,2.83657095,4.47383591,1.90604178,0.00000000
-5.41170585,7.74641254,1.27818779,0.00000000,2.85125395,4.46866727,1.89570421,0.00000000
-5.40570285,7.72180951,1.27669052,0.00000000,2.86521716,4.45917502,1.88464073,0.00000000
-5.39969985,7.69135051,1.27432878,0.00000000,2.87825697,4.44487679,1.87294368,0.00000000
-5.39369685,7.65452779,1.27089955,0.00000000,2.89012159,4.42525869,1.86067903,0.00000000
-5.38769385,7.61078535,1.26618864,0.00000000,2.90051777,4.39980310,1.84788629,0.00000000
-5.38169085,7.55955584,1.25998224,0.00000000,2.90912038,4.36801938,1.83458077,0.00000000
-5.37568784,7.50030211,1.25207907,0.00000000,2.91558448,4.32947597,1.82075783,0.00000000
-5.36968484,7.43256142,1.24230221,0.00000000,2.91955962,4.28383244,1.80639920,0.00000000
-5.36368184,7.35598992,1.23051024,0.00000000,2.92070562,4.23086974,1.79148083,0.00000000
-5.35767884,7.27040536,1.21660695,0.00000000,2.91870925,4.17051722,1.77598202,0.00000000
-5.35167584,7.17582536,1.20054931,0.00000000,2.91330094,4.10287491,1.75989506,0.00000000
-5.34567284,7.07249948,1.18235323,0.00000000,2.90427078,4.02822989,1.74323506,0.00000000
-5.33966983,6.96093286,1.16209678,0.00000000,2.89148292,3.94706573,1.72604907,0.00000000
-5.33366683,6.84190015,1.13992093,0.00000000,2.87488771,3.86006455,1.70842412,0.00000000
-5.32766383,6.71644850,1.11602754,0.00000000,2.85453073,3.76810122,1.69049339,0.00000000
-5.32166083,6.58588908,1.09067490,0.00000000,2.83055823,3.67222989,1.67244015,0.00000000
-5.31565783,6.45177716,1.06417101,0.00000000,2.80321857,3.57366336,1.65449905,0.00000000
-5.30965483,6.31588104,1.03686480,0.00000000,2.77285939,3.47374577,1.63695448,0.00000000
-5.30365183,6.18014097,1.00913591,0.00000000,2.73992050,3.37391997,1.62013591,0.00000000
-5.29764882,6.04661944,0.98138318,0.00000000,2.70492266,3.27569048,1.60441027,0.00000000
-5.29164582,5.91744461,0.95401269,0.00000000,2.66845267,3.18058358,1.59017166,0.00000000
-5.28564282,5.79474911,0.92742546,0.00000000,2.63114530,3.09010603,1.57782859,0.00000000
-5.27963982,5.68060642,0.90200560,0.00000000,2.59366289,3.00570371,1.56778949,0.00000000
-5.27363682,5.57696732,0.87810917,0.00000000,2.55667335,2.92872190,1.56044697,0.00000000
-5.26763382,5.48559894,0.85605410,0.00000000,2.52082773,2.86036829,1.55616157,0.00000000
-5.26163082,5.40802853,0.83611170,0.00000000,2.48673817,2.80168012,1.55524588,0.00000000
-5.25562781,5.34549438,0.81849970,0.00000000,2.45495736,2.75349639,1.55794960,0.00000000
-5.24962481,5.29890555,0.80337736,0.00000000,2.42596036,2.71643605,1.56444651,0.00000000
-5.24362181,5.26881213,0.79084237,0.00000000,2.40012967,2.69088271,1.57482387,0.00000000
-5.23761881,5.25538699,0.78092986,0.00000000,2.37774411,2.67697639,1.58907490,0.00000000
-5.23161581,5.25841997,0.77361334,0.00000000,2.35897208,2.67461225,1.60709480,0.00000000
-5.22561281,5.27732451,0.76880747,0.00000000,2.34386942,2.68344660,1.62868051,0.00000000
-5.21960980,5.31115668,0.76637255,0.00000000,2.33238194,2.70290951,1.65353442,0.00000000
-5.21360680,5.35864575,0.76612049,0.00000000,2.32435234,2.73222382,1.68127188,0.00000000
-5.20760380,5.41823536,0.76782200,0.00000000,2.31953126,2.77042984,1.71143223,0.00000000
-5.20160080,5.48813358,0.77121482,0.00000000,2.31759176,2.81641476,1.74349302,0.00000000
-5.19559780,5.56637011,0.77601259,0.00000000,2.31814645,2.86894596,1.77688670,0.00000000
-5.18959480,5.65085838,0.78191412,0.00000000,2.32076662,2.92670705,1.81101910,0.00000000
-5.18359180,5.73946031,0.78861280,0.00000000,2.32500209,2.98833546,1.84528898,0.00000000
-5.17758879,5.83005125,0.79580575,0.00000000,2.33040112,3.05246024,1.87910760,0.00000000
-5.17158579,5.92058259,0.80320256,0.00000000,2.33652931,3.11773910,1.91191760,0.00000000
-5.16558279,6.00913988,0.81053319,0.00000000,2.34298662,3.18289308,1.94321032,0.00000000
-5.15957979,6.09399417,0.81755505,0.00000000,2.34942180,3.24673804,1.97254073,0.00000000
-5.15357679,6.17364480,0.82405872,0.00000000,2.35554366,3.30821174,1.99953944,0.00000000
-5.14757379,6.24685219,0.82987251,0.00000000,2.36112869,3.36639572,2.02392117,0.00000000
-5.14157079,6.31265960,0.83486549,0.00000000,2.36602495,3.42053135,2.04548959,0.00000000
-5.13556778,6.37040333,0.83894903,0.00000000,2.37015204,3.47002953,2.06413821,0.00000000
-5.12956478,6.41971135,0.84207684,0.00000000,2.37349745,3.51447395,2.07984752,0.00000000
-5.12356178,6.46049085,0.84424349,0.00000000,2.37610966,3.55361804,2.09267859,0.00000000
-5.11755878,6.49290576,0.84548162,0.00000000,2.37808834,3.58737584,2.10276372,0.00000000
-5.11155578,6.51734540,0.84585779,0.00000000,2.37957249,3.61580757,2.11029452,0.00000000
-5.10555278,6.53438635,0.84546729,0.00000000,2.38072708,3.63910060,2.11550826,0.00000000
-5.09954977,6.54474919,0.84442814,0.00000000,2.38172893,3.65754690,2.11867323,0.00000000
-5.09354677,6.54925239,0.84287429,0.00000000,2.38275271,3.67151803,2.12007377,0.00000000
-5.08754377,6.54876555,0.84094865,0.00000000,2.38395752,3.68143894,2.11999589,0.00000000
-5.08154077,6.54416390,0.83879575,0.00000000,2.38547496,3.68776168,2.11871399,0.00000000
-5.07553777,6.53628615,0.83655475,0.00000000,2.38739895,3.69094031,2.11647935,0.00000000
-5.06953477,6.52589716,0.83435272,0.00000000,2.38977782,3.69140781,2.11351074,0.00000000
-5.06353177,6.51365685,0.83229856,0.00000000,2.39260890,3.68955615,2.10998759,0.00000000
-5.05752876,6.50009628,0.83047773,0.00000000,2.39583575,3.68572003,2.10604569,0.00000000
-5.05152576,6.48560145,0.82894807,0.00000000,2.39934806,3.68016480,2.10177550,0.00000000
-5.04552276,6.47040500,0.82773668,0.00000000,2.40298393,3.67307895,2.09722295,0.00000000
-5.03951976,6.45458569,0.82683813,0.00000000,2.40653463,3.66457105,2.09239241,0.00000000
-5.03351676,6.43807522,0.82621395,0.00000000,2.40975129,3.65467124,2.08725156,0.00000000
-5.02751376,6.42067155,0.82579350,0.00000000,2.41235329,3.64333661,2.08173769,0.00000000
-5.02151076,6.40205793,0.82547619,0.00000000,2.41403807,3.63046043,2.07576507,0.00000000
-5.01550775,6.38182653,0.82513491,0.00000000,2.41449185,3.61588417,2.06923299,0.00000000
-5.00950475,6.35950541,0.82462062,0.00000000,2.41340100,3.59941207,2.06203394,0.00000000
-5.00350175,6.33458789,0.82376803,0.00000000,2.41046371,3.58082722,2.05406177,0.00000000
-4.99749875,6.30656279,0.82240194,0.00000000,2.40540151,3.55990850,2.04521939,0.00000000
-4.99149575,6.27494473,0.82034431,0.00000000,2.39797049,3.53644766,2.03542587,0.00000000
-4.98549275,6.23930312,0.81742156,0.00000000,2.38797177,3.51026576,2.02462263,0.00000000
-4.97948974,6.19928890,0.81347198,0.00000000,2.37526104,3.48122830,2.01277875,0.00000000
-4.97348674,6.15465821,0.80835283,0.00000000,2.35975676,3.44925844,1.99989517,0.00000000
-4.96748374,6.10529191,0.80194703,0.00000000,2.34144694,3.41434772,1.98600784,0.00000000
-4.96148074,6.05121047,0.79416886,0.00000000,2.32039401,3.37656385,1.97118968,0.00000000
-4.95547774,5.99258349,0.78496878,0.00000000,2.29673775,3.33605532,1.95555140,0.00000000
-4.94947474,5.92973345,0.77433679,0.00000000,2.27069590,3.29305244,1.93924110,0.00000000
-4.94347174,5.86313341,0.76230439,0.00000000,2.24256239,3.24786481,1.92244268,0.00000000
-4.93746873,5.79339865,0.74894495,0.00000000,2.21270297,3.20087530,1.90537306,0.00000000
-4.93146573,5.72127225,0.73437238,0.00000000,2.18154834,3.15253065,1.88827807,0.00000000
-4.92546273,5.64760509,0.71873819,0.00000000,2.14958460,3.10332897,1.87142729,0.00000000
-4.91945973,5.57333078,0.70222698,0.00000000,2.11734136,3.05380479,1.85510759,0.00000000
-4.91345673,5.49943636,0.68505063,0.00000000,2.08537768,3.00451199,1.83961570,0.00000000
-4.90745373,5.42692988,0.66744124,0.00000000,2.05426622,2.95600549,1.82524975,0.00000000
-4.90145073,5.35680601,0.64964326,0.00000000,2.02457600,2.90882244,1.81230023,0.00000000
-4.89544772,5.29001105,0.63190512,0.00000000,1.99685455,2.86346365,1.80104036,0.00000000
-4.88944472,5.22740899,0.61447063,0.00000000,1.97160989,2.82037620,1.79171636,0.00000000
-4.88344172,5.16974991,0.59757066,0.00000000,1.94929325,2.77993798,1.78453801,0.00000000
-4.87743872,5.11764247,0.58141536,0.00000000,1.93028314,2.74244498,1.77966981,0.00000000
-4.87143572,5.07153157,0.56618730,0.00000000,1.91487168,2.70810193,1.77722328,0.00000000
-4.86543272,5.03168272,0.55203588,0.00000000,1.90325373,2.67701676,1.77725082,0.00000000
-4.85942971,4.99817370,0.53907310,0.00000000,1.89551957,2.64919936,1.77974150,0.00000000
-4.85342671,4.97089442,0.52737108,0.00000000,1.89165156,2.62456457,1.78461921,0.00000000
-4.84742371,4.94955504,0.51696120,0.00000000,1.89152509,2.60293950,1.79174340,0.00000000
-4.84142071,4.93370231,0.50783505,0.00000000,1.89491411,2.58407483,1.80091254,0.00000000
-4.83541771,4.92274343,0.49994697,0.00000000,1.90150094,2.56765953,1.81187044,0.00000000
-4.82941471,4.91597667,0.49321814,0.00000000,1.91089031,2.55333843,1.82431525,0.00000000
-4.82341171,4.91262721,0.48754193,0.00000000,1.92262707,2.54073173,1.83791078,0.00000000
-4.81740870,4.91188665,0.48279024,0.00000000,1.93621680,2.52945544,1.85229995,0.00000000
-4.81140570,4.91295429,0.47882052,0.00000000,1.95114847,2.51914187,1.86711959,0.00000000
-4.80540270,4.91507802,0.47548308,0.00000000,1.96691825,2.50945888,1.88201607,0.00000000
-4.79939970,4.91759287,0.47262845,0.00000000,1.98305315,2.50012713,1.89666083,0.00000000
-4.79339670,4.91995498,0.47011421,0.00000000,1.99913347,2.49093413,1.91076527,0.00000000
-4.78739370,4.92176918,0.46781121,0.00000000,2.01481277,2.48174449,1.92409387,0.00000000
-4.78139070,4.92280859,0.46560875,0.00000000,2.02983443,2.47250572,1.93647499,0.00000000
-4.77538769,4.92302483,0.46341855,0.00000000,2.04404364,2.46324910,1.94780859,0.00000000
-4.76938469,4.92254826,0.46117730,0.00000000,2.05739417,2.45408570,1.95807032,0.00000000
-4.76338169,4.92167776,0.45884784,0.00000000,2.06994941,2.44519749,1.96731162,0.00000000
-4.75737869,4.92086047,0.45641873,0.00000000,2.08187724,2.43682412,1.97565564,0.00000000
-4.75137569,4.92066220,0.45390254,0.00000000,2.09343903,2.42924595,1.98328904,0.00000000
-4.74537269,4.92173005,0.45133276,0.00000000,2.10497286,2.42276436,1.99044999,0.00000000
-4.73936968,4.92474887,0.44875974,0.00000000,2.11687189,2.41768023,1.99741285,0.00000000
-4.73336668,4.93039399,0.44624572,0.00000000,2.12955859,2.41427197,2.00447021,0.00000000
-4.72736368,4.93928264,0.44385934,0.00000000,2.14345632,2.41277434,2.01191336,0.00000000
-4.72136068,4.95192679,0.44167001,0.00000000,2.15895940,2.41335921,2.02001193,0.00000000
-4.71535768,4.96869009,0.43974223,0.00000000,2.17640347,2.41611950,2.02899407,0.00000000
-4.70935468,4.98975136,0.43813045,0.00000000,2.19603753,2.42105739,2.03902819,0.00000000
-4.70335168,5.01507698,0.43687449,0.00000000,2.21799939,2.42807733,2.05020719,0.00000000
-4.69734867,5.04440387,0.43599595,0.00000000,2.24229587,2.43698462,2.06253642,0.00000000
-4.69134567,5.07723442,0.43549568,0.00000000,2.26878901,2.44748966,2.07592582,0.00000000
-4.68534267,5.11284381,0.43535251,0.00000000,2.29718936,2.45921760,2.09018709,0.00000000
-4.67933967,5.15029988,0.43552328,0.00000000,2.32705671,2.47172324,2.10503603,0.00000000
-4.67333667,5.18849454,0.43594404,0.00000000,2.35780882,2.48451004,2.12010001,0.00000000
-4.66733367,5.22618547,0.43653263,0.00000000,2.38873764,2.49705262,2.13493057,0.00000000
-4.66133067,5.26204605,0.43719217,0.00000000,2.41903262,2.50882119,2.14902025,0.00000000
-4.65532766,5.29472093,0.43781546,0.00000000,2.44781005,2.51930673,2.16182315,0.00000000
-4.64932466,5.32288462,0.43829002,0.00000000,2.47414702,2.52804557,2.17277802,0.00000000
-4.64332166,5.34529982,0.43850352,0.00000000,2.49711847,2.53464190,2.18133285,0.00000000
-4.63731866,5.36087273,0.43834916,0.00000000,2.51583544,2.53878700,2.18696959,0.00000000
-4.63131566,5.36870232,0.43773101,0.00000000,2.52948270,2.54027423,2.18922788,0.00000000
-4.62531266,5.36812110,0.43656873,0.00000000,2.53735371,2.53900890,2.18772641,0.00000000
-4.61930965,5.35872536,0.43480167,0.00000000,2.53888135,2.53501260,2.18218106,0.00000000
-4.61330665,5.34039340,0.43239195,0.00000000,2.53366274,2.52842180,2.17241865,0.00000000
-4.60730365,5.31329095,0.42932657,0.00000000,2.52147688,2.51948088,2.15838584,0.00000000
-4.60130065,5.27786360,0.42561829,0.00000000,2.50229440,2.50853008,2.14015268,0.00000000
-4.59529765,5.23481693,0.42130534,0.00000000,2.47627885,2.49598917,2.11791071,0.00000000
-4.58929465,5.18508549,0.41644993,0.00000000,2.44377958,2.48233769,2.09196573,0.00000000
-4.58329165,5.12979229,0.41113569,0.00000000,2.40531668,2.46809299,2.06272580,0.00000000
-4.57728864,5.07020118,0.40546417,0.00000000,2.36155880,2.45378730,2.03068494,0.00000000
-4.57128564,5.00766445,0.39955052,0.00000000,2.31329501,2.43994488,1.99640359,0.00000000
-4.56528264,4.94356838,0.39351863,0.00000000,2.26140224,2.42706066,1.96048673,0.00000000
-4.55927964,4.87927930,0.38749591,0.00000000,2.20680993,2.41558110,1.92356071,0.00000000
-4.55327664,4.81609288,0.38160802,0.00000000,2.15046362,2.40588839,1.88625010,0.00000000
-4.54727364,4.75518854,0.37597368,0.00000000,2.09328921,2.39828840,1.84915534,0.00000000
-4.54127064,4.69759122,0.37069990,0.00000000,2.03615964,2.39300291,1.81283245,0.00000000
-4.53526763,4.64414168,0.36587779,0.00000000,1.97986525,2.39016610,1.77777551,0.00000000
-4.52926463,4.59547637,0.36157902,0.00000000,1.92508932,2.38982532,1.74440261,0.00000000
-4.52326163,4.55201719,0.35785334,0.00000000,1.87238939,2.39194579,1.71304579,0.00000000
-4.51725863,4.51397120,0.35472687,0.00000000,1.82218524,2.39641859,1.68394515,0.00000000
-4.51125563,4.48133957,0.35220155,0.00000000,1.77475350,2.40307149,1.65724739,0.00000000
-4.50525263,4.45393494,0.35025557,0.00000000,1.73022905,2.41168172,1.63300835,0.00000000
-4.49924962,4.43140578,0.34884480,0.00000000,1.68861256,2.42198995,1.61119951,0.00000000
-4.49324662,4.41326639,0.34790505,0.00000000,1.64978368,2.43371469,1.59171777,0.00000000
-4.48724362,4.39893078,0.34735524,0.00000000,1.61351881,2.44656646,1.57439806,0.00000000
-4.48124062,4.38774865,0.34710113,0.00000000,1.57951251,2.46026085,1.55902792,0.00000000
-4.47523762,4.37904194,0.34703955,0.00000000,1.54740128,2.47453026,1.54536344,0.00000000
-4.46923462,4.37214020,0.34706295,0.00000000,1.51678852,2.48913352,1.53314577,0.00000000
-4.46323162,4.36641338,0.34706407,0.00000000,1.48726948,2.50386348,1.52211734,0.00000000
-4.45722861,4.36130088,0.34694051,0.00000000,1.45845505,2.51855214,1.51203733,0.00000000
-4.45122561,4.35633580,0.34659914,0.00000000,1.42999345,2.53307340,1.50269544,0.00000000
-4.44522261,4.35116372,0.34595998,0.00000000,1.40158885,2.54734358,1.49392376,0.00000000
-4.43921961,4.34555552,0.34495966,0.00000000,1.37301643,2.56131977,1.48560605,0.00000000
-4.43321661,4.33941412,0.34355415,0.00000000,1.34413333,2.57499639,1.47768427,0.00000000
-4.42721361,4.33277512,0.34172079,0.00000000,1.31488526,2.58840010,1.47016222,0.00000000
-4.42121061,4.32580165,0.33945943,0.00000000,1.28530878,2.60158369,1.46310602,0.00000000
-4.41520760,4.31877400,0.33679288,0.00000000,1.25552933,2.61461888,1.45664173,0.00000000
-4.40920460,4.31207445,0.33376636,0.00000000,1.22575556,2.62758885,1.45095022,0.00000000
-4.40320160,4.30616836,0.33044631,0.00000000,1.19627005,2.64058045,1.44625942,0.00000000
