energy_ev,total_up,C_s_up,C_p_up,Li_s_up,Mo_p_up,Mo_d_up,Te_p_up,Te_d_up
-5.75987994,6.59795728,0.04409728,1.82113799,0.21005381,5.58556463,3.43810305,1.72241140,0.00000000
-5.75387694,6.65634670,0.04436173,1.84955563,0.20850061,5.66567064,3.48540917,1.72053227,0.00000000
-5.74787394,6.70447858,0.04446039,1.87441296,0.20646394,5.73194136,3.52717109,1.71695960,0.00000000
-5.74187094,6.74063144,0.04438853,1.89519498,0.20394273,5.78283630,3.56239351,1.71130365,0.00000000
-5.73586793,6.76310220,0.04414419,1.91140047,0.20094285,5.81693238,3.59007242,1.70317284,0.00000000
-5.72986493,6.77026977,0.04372839,1.92255879,0.19747797,5.83297162,3.60922906,1.69219145,0.00000000
-5.72386193,6.76065840,0.04314531,1.92824665,0.19357011,5.82990596,3.61894477,1.67801688,0.00000000
-5.71785893,6.73299807,0.04240237,1.92810395,0.18924985,5.80693742,3.61839565,1.66035596,0.00000000
-5.71185593,6.68627938,0.04151014,1.92184815,0.18455637,5.76355205,3.60688518,1.63897949,0.00000000
-5.70585293,6.61980070,0.04048226,1.90928638,0.17953706,5.69954609,3.58387364,1.61373451,0.00000000
-5.69984992,6.53320557,0.03933520,1.89032495,0.17424694,5.61504339,3.54900300,1.58455388,0.00000000
-5.69384692,6.42650883,0.03808788,1.86497563,0.16874772,5.51050321,3.50211606,1.55146273,0.00000000
-5.68784392,6.30011021,0.03676128,1.83335864,0.16310666,5.38671814,3.44326923,1.51458152,0.00000000
-5.68184092,6.15479518,0.03537794,1.79570206,0.15739517,5.24480200,3.37273820,1.47412583,0.00000000
-5.67583792,5.99172263,0.03396135,1.75233766,0.15168724,5.08616831,3.29101639,1.43040257,0.00000000
-5.66983492,5.81240034,0.03253534,1.70369358,0.14605776,4.91249998,3.19880623,1.38380315,0.00000000
-5.66383192,5.61864904,0.03112346,1.65028384,0.14058069,4.72571144,3.09700367,1.33479370,0.00000000
-5.65782891,5.41255667,0.02974826,1.59269540,0.13532720,4.52790450,2.98667669,1.28390280,0.00000000
-5.65182591,5.19642483,0.02843076,1.53157314,0.13036391,4.32131961,2.86903857,1.23170733,0.00000000
-5.64582291,4.97270938,0.02718974,1.46760346,0.12575103,4.10828423,2.74541723,1.17881684,0.00000000
-5.63981991,4.74395776,0.02604132,1.40149712,0.12154081,3.89116016,2.61722173,1.12585721,0.00000000
-5.63381691,4.51274518,0.02499844,1.33397194,0.11777605,3.67229146,2.48590728,1.07345409,0.00000000
-5.62781391,4.28161215,0.02407057,1.26573605,0.11448889,3.45395481,2.35294015,1.02221685,0.00000000
-5.62181091,4.05300542,0.02326347,1.19747214,0.11169987,3.23831373,2.21976346,0.97272340,0.00000000
-5.61580790,3.82922419,0.02257910,1.12982333,0.10941730,3.02737794,2.08776526,0.92550662,0.00000000
-5.60980490,3.61237319,0.02201565,1.06338103,0.10763705,2.82296900,1.95824961,0.88104248,0.00000000
-5.60380190,3.40432376,0.02156773,0.99867491,0.10634260,2.62669280,1.83241160,0.83974051,0.00000000
-5.59779890,3.20668378,0.02122664,0.93616543,0.10550557,2.43991952,1.71131670,0.80193648,0.00000000
-5.59179590,3.02077676,0.02098077,0.87623877,0.10508659,2.26377112,1.59588495,0.76788761,0.00000000
-5.58579290,2.84763007,0.02081614,0.81920420,0.10503649,2.09911610,1.48688001,0.73777024,0.00000000
-5.57978989,2.68797215,0.02071695,0.76529377,0.10529787,1.94657141,1.38490311,0.71167979,0.00000000
-5.57378689,2.54223779,0.02066623,0.71466415,0.10580684,1.80651052,1.29039157,0.68963296,0.00000000
-5.56778389,2.41058086,0.02064650,0.66740023,0.10649504,1.67907714,1.20362171,0.67157189,0.00000000
-5.56178089,2.29289330,0.02064042,0.62352033,0.10729173,1.56420350,1.12471554,0.65736994,0.00000000
-5.55577789,2.18882930,0.02063144,0.58298268,0.10812599,1.46163227,1.05365081,0.64683885,0.00000000
-5.54977489,2.09783344,0.02060435,0.54569268,0.10892877,1.37094097,0.99027371,0.63973703,0.00000000
-5.54377189,2.01917161,0.02054584,0.51151088,0.10963495,1.29156805,0.93431380,0.63577838,0.00000000
-5.53776888,1.95196356,0.02044482,0.48026124,0.11018514,1.22283939,0.88540040,0.63464170,0.00000000
-5.53176588,1.89521601,0.02029278,0.45173939,0.11052722,1.16399472,0.84307990,0.63598009,0.00000000
-5.52576288,1.84785535,0.02008394,0.42572075,0.11061764,1.11421281,0.80683359,0.63943018,0.00000000
-5.51975988,1.80875905,0.01981530,0.40196832,0.11042225,1.07263511,0.77609521,0.64462095,0.00000000
-5.51375688,1.77678510,0.01948658,0.38023982,0.10991693,1.03838715,0.75026809,0.65118196,0.00000000
-5.50775388,1.75079886,0.01910004,0.36029429,0.10908770,1.01059747,0.72874124,0.65875068,0.00000000
-5.50175088,1.72969686,0.01866021,0.34189793,0.10793056,0.98841383,0.71090419,0.66697901,0.00000000
-5.49574787,1.71242727,0.01817355,0.32482904,0.10645098,0.97101653,0.69616026,0.67553864,0.00000000
-5.48974487,1.69800678,0.01764806,0.30888224,0.10466307,0.95762912,0.68393807,0.68412544,0.00000000
-5.48374187,1.68553394,0.01709285,0.29387169,0.10258857,0.94752632,0.67370122,0.69246276,0.00000000
-5.47773887,1.67419892,0.01651773,0.27963353,0.10025561,0.94003970,0.66495594,0.70030369,0.00000000
-5.47173587,1.66328999,0.01593275,0.26602746,0.09769737,0.93456120,0.65725696,0.70743245,0.00000000
-5.46573287,1.65219699,0.01534790,0.25293743,0.09495071,0.93054497,0.65021140,0.71366499,0.00000000
-5.45972986,1.64041216,0.01477275,0.24027168,0.09205479,0.92750783,0.64348109,0.71884890,0.00000000
-5.45372686,1.62752888,0.01421621,0.22796205,0.08904977,0.92502887,0.63678333,0.72286310,0.00000000
-5.44772386,1.61323883,0.01368638,0.21596267,0.08597560,0.92274839,0.62989044,0.72561708,0.00000000
-5.44172086,1.59732807,0.01319045,0.20424824,0.08287105,0.92036663,0.62262831,0.72705037,0.00000000
-5.43571786,1.57967264,0.01273467,0.19281183,0.07977279,0.91764261,0.61487422,0.72713203,0.00000000
-5.42971486,1.56023412,0.01232443,0.18166250,0.07671482,0.91439315,0.60655426,0.72586057,0.00000000
-5.42371186,1.53905553,0.01196435,0.17082270,0.07372800,0.91049234,0.59764051,0.72326423,0.00000000
-5.41770885,1.51625790,0.01165841,0.16032570,0.07083986,0.90587137,0.58814823,0.71940182,0.00000000
-5.41170585,1.49203754,0.01141016,0.15021305,0.06807454,0.90051878,0.57813317,0.71436385,0.00000000
-5.40570285,1.46666412,0.01122290,0.14053217,0.06545291,0.89448082,0.56768914,0.70827412,0.00000000
-5.39969985,1.44047926,0.01109980,0.13133421,0.06299285,0.88786189,0.55694580,0.70129133,0.00000000
-5.39369685,1.41389537,0.01104412,0.12267218,0.06070957,0.88082453,0.54606662,0.69361062,0.00000000
-5.38769385,1.38739435,0.01105927,0.11459935,0.05861603,0.87358888,0.53524694,0.68546475,0.00000000
-5.38169085,1.36152559,0.01114889,0.10716798,0.05672333,0.86643104,0.52471202,0.67712446,0.00000000
-5.37568784,1.33690272,0.01131687,0.10042833,0.05504112,0.85968026,0.51471473,0.66889793,0.00000000
-5.36968484,1.31419868,0.01156730,0.09442798,0.05357791,0.85371450,0.50553297,0.66112880,0.00000000
-5.36368184,1.29413855,0.01190436,0.08921129,0.05234141,0.84895430,0.49746636,0.65419280,0.00000000
-5.35767884,1.27749000,0.01233220,0.08481915,0.05133860,0.84585495,0.49083230,0.64849257,0.00000000
-5.35167584,1.26505096,0.01285475,0.08128879,0.05057590,0.84489686,0.48596112,0.64445082,0.00000000
-5.34567284,1.25763481,0.01347550,0.07865369,0.05005910,0.84657456,0.48319043,0.64250187,0.00000000
-5.33966983,1.25605315,0.01419725,0.07694355,0.04979331,0.85138445,0.48285863,0.64308165,0.00000000
-5.33366683,1.26109681,0.01502193,0.07618436,0.04978277,0.85981192,0.48529771,0.64661660,0.00000000
-5.32766383,1.27351554,0.01595031,0.07639843,0.05003072,0.87231834,0.49082559,0.65351183,0.00000000
-5.32166083,1.29399745,0.01698184,0.07760447,0.05053920,0.88932853,0.49973808,0.66413906,0.00000000
-5.31565783,1.32314896,0.01811450,0.07981779,0.05130893,0.91121944,0.51230097,0.67882491,0.00000000
-5.30965483,1.36147643,0.01934463,0.08305054,0.05233923,0.93831062,0.52874238,0.69784011,0.00000000
-5.30365183,1.40937035,0.02066691,0.08731206,0.05362808,0.97085712,0.54924586,0.72139025,0.00000000
-5.29764882,1.46709306,0.02207434,0.09260947,0.05517226,1.00904531,0.57394438,0.74960861,0.00000000
-5.29164582,1.53477082,0.02355831,0.09894833,0.05696764,1.05299193,0.60291575,0.78255146,0.00000000
-5.28564282,1.61239078,0.02510870,0.10633358,0.05900964,1.10274661,0.63617936,0.82019630,0.00000000
-5.27963982,1.69980315,0.02671407,0.11477064,0.06129375,1.15829777,0.67369484,0.86244312,0.00000000
-5.27363682,1.79672871,0.02836190,0.12426660,0.06381625,1.21958161,0.71536230,0.90911873,0.00000000
-5.26763382,1.90277128,0.03003888,0.13483163,0.06657485,1.28649389,0.76102449,0.95998407,0.00000000
-5.26163082,2.01743475,0.03173118,0.14648031,0.06956957,1.35890360,0.81047062,1.01474422,0.00000000
-5.25562781,2.14014363,0.03342487,0.15923294,0.07280336,1.43666785,0.86344181,1.07306049,0.00000000
-5.24962481,2.27026636,0.03510618,0.17311662,0.07628282,1.51964698,0.91963780,1.13456422,0.00000000
-5.24362181,2.40713982,0.03676193,0.18816602,0.08001865,1.60771874,0.97872479,1.19887144,0.00000000
-5.23761881,2.55009399,0.03837981,0.20442373,0.08402598,1.70079060,1.04034411,1.26559761,0.00000000
-5.23161581,2.69847532,0.03994870,0.22193999,0.08832432,1.79880918,1.10412116,1.33437188,0.00000000
-5.22561281,2.85166746,0.04145894,0.24077179,0.09293732,1.90176577,1.16967456,1.40484986,0.00000000
-5.21960980,3.00910836,0.04290253,0.26098126,0.09789216,2.00969754,1.23662508,1.47672445,0.00000000
-5.21360680,3.17030287,0.04427327,0.28263325,0.10321853,2.12268368,1.30460398,1.54973406,0.00000000
-5.20760380,3.33483004,0.04556686,0.30579219,0.10894735,2.24083661,1.37326070,1.62366793,0.00000000
-5.20160080,3.50234502,0.04678090,0.33051828,0.11510918,2.36428830,1.44226949,1.69836824,0.00000000
-5.19559780,3.67257560,0.04791484,0.35686316,0.12173231,2.49317220,1.51133507,1.77372907,0.00000000
-5.18959480,3.84531363,0.04896987,0.38486513,0.12884075,2.62760171,1.58019705,1.84969222,0.00000000
-5.18359180,4.02040214,0.04994874,0.41454423,0.13645208,2.76764616,1.64863321,1.92624045,0.00000000
-5.17758879,4.19771904,0.05085552,0.44589741,0.14457538,2.91330566,1.71646152,2.00338837,0.00000000
-5.17158579,4.37715847,0.05169539,0.47889396,0.15320920,3.06448625,1.78354106,2.08117165,0.00000000
-5.16558279,4.55861104,0.05247433,0.51347156,0.16233989,3.22097685,1.84977175,2.15963525,0.00000000
-5.15957979,4.74194407,0.05319885,0.54953311,0.17194017,3.38242937,1.91509310,2.23882116,0.00000000
-5.15357679,4.92698304,0.05387572,0.58694459,0.18196827,3.54834339,1.97948184,2.31875650,0.00000000
-5.14757379,5.11349513,0.05451166,0.62553415,0.19236753,3.71805633,2.04294865,2.39944231,0.00000000
-5.14157079,5.30117553,0.05511317,0.66509237,0.20306660,3.89073996,2.10553389,2.48084366,0.00000000
-5.13556778,5.48963723,0.05568631,0.70537400,0.21398023,4.06540369,2.16730233,2.56288135,0.00000000
-5.12956478,5.67840414,0.05623648,0.74610088,0.22501076,4.24090448,2.22833707,2.64542544,0.00000000
-5.12356178,5.86690782,0.05676837,0.78696614,0.23605001,4.41596335,2.28873244,2.72829066,0.00000000
-5.11755878,6.05448745,0.05728578,0.82763940,0.24698179,4.58918748,2.34858611,2.81123375,0.00000000
-5.11155578,6.24039253,0.05779162,0.86777291,0.25768475,4.75909717,2.40799041,2.89395246,0.00000000
-5.10555278,6.42378794,0.05828781,0.90700821,0.26803545,4.92415635,2.46702305,2.97608628,0.00000000
-5.09954977,6.60376079,0.05877525,0.94498326,0.27791166,5.08280549,2.52573748,3.05721845,0.00000000
-5.09354677,6.77932859,0.05925380,0.98133958,0.28719553,5.23349529,2.58415316,3.13687928,0.00000000
-5.08754377,6.94944839,0.05972223,1.01572943,0.29577668,5.37472024,2.64224614,3.21455051,0.00000000
-5.08154077,7.11302672,0.06017821,1.04782248,0.30355497,5.50505056,2.69994041,3.28967063,0.00000000
-5.07553777,7.26893035,0.06061822,1.07731210,0.31044287,5.62316180,2.75710052,3.36164123,0.00000000
-5.06953477,7.41599810,0.06103754,1.10392098,0.31636739,5.72786124,2.81352600,3.42983431,0.00000000
-5.06353177,7.55305386,0.06143021,1.12740601,0.32127139,5.81811070,2.86894822,3.49360074,0.00000000
-5.05752876,7.67892151,0.06178901,1.14756241,0.32511436,5.89304548,2.92302998,3.55227994,0.00000000
-5.05152576,7.79244189,0.06210545,1.16422708,0.32787269,5.95198938,2.97536847,3.60521080,0.00000000
-5.04552276,7.89249246,0.06236983,1.17728117,0.32953932,5.99446602,3.02550175,3.65174415,0.00000000
-5.03951976,7.97800963,0.06257135,1.18665189,0.33012299,6.02020656,3.07291895,3.69125646,0.00000000
-5.03351676,8.04801392,0.06269824,1.19231364,0.32964704,6.02915415,3.11707407,3.72316481,0.00000000
-5.02751376,8.10163750,0.06273803,1.19428841,0.32814804,6.02146540,3.15740310,3.74694288,0.00000000
-5.02151076,8.13815353,0.06267787,1.19264548,0.32567405,5.99750885,3.19334405,3.76213743,0.00000000
-5.01550775,8.15700633,0.06250485,1.18750049,0.32228289,5.95786076,3.22435899,3.76838479,0.00000000
-5.00950475,8.15784100,0.06220649,1.17901371,0.31804036,5.90329796,3.24995738,3.76542672,0.00000000
-5.00350175,8.14053101,0.06177125,1.16738758,0.31301851,5.83478771,3.26971951,3.75312473,0.00000000
-4.99749875,8.10520201,0.06118899,1.15286351,0.30729398,5.75347437,3.28331888,3.73147222,0.00000000
-4.99149575,8.05225019,0.06045150,1.13571776,0.30094653,5.66066255,3.29054233,3.70060355,0.00000000
-4.98549275,7.98235332,0.05955306,1.11625656,0.29405773,5.55779669,3.29130677,3.66079927,0.00000000
-4.97948974,7.89647322,0.05849077,1.09481040,0.28670974,5.44643667,3.28567140,3.61248696,0.00000000
-4.97348674,7.79584839,0.05726499,1.07172751,0.27898427,5.32822985,3.27384445,3.55623729,0.00000000
-4.96748374,7.68197616,0.05587957,1.04736669,0.27096173,5.20487949,3.25618387,3.49275496,0.00000000
-4.96148074,7.55658418,0.05434194,1.02208968,0.26272036,5.07811013,3.23319149,3.42286466,0.00000000
-4.95547774,7.42159169,0.05266311,0.99625315,0.25433548,4.94963066,3.20550068,3.34749233,0.00000000
-4.94947474,7.27906153,0.05085752,0.97020061,0.24587880,4.82109607,3.17385758,3.26764228,0.00000000
-4.94347174,7.13114450,0.04894270,0.94425458,0.23741773,4.69406903,3.13909676,3.18437097,0.00000000
-4.93746873,6.98001813,0.04693884,0.91870917,0.22901467,4.56998266,3.10211203,3.09875839,0.00000000
-4.93146573,6.82782227,0.04486821,0.89382352,0.22072643,4.45010599,3.06382376,3.01187831,0.00000000
-4.92546273,6.67659431,0.04275454,0.86981621,0.21260355,4.33551352,3.02514397,2.92476856,0.00000000
-4.91945973,6.52820692,0.04062227,0.84686112,0.20468975,4.22706041,2.98694098,2.83840256,0.00000000
-4.91345673,6.38431099,0.03849582,0.82508464,0.19702148,4.12536439,2.95000505,2.75366345,0.00000000
-4.90745373,6.24628670,0.03639887,0.80456471,0.18962754,4.03079556,2.91501687,2.67132183,0.00000000
-4.90145073,6.11520489,0.03435362,0.78533145,0.18252884,3.94347476,2.88252024,2.59201803,0.00000000
-4.89544772,5.99180056,0.03238020,0.76736962,0.17573841,3.86328083,2.85290045,2.51624975,0.00000000
-4.88944472,5.87646009,0.03049614,0.75062266,0.16926158,3.78986679,2.82636940,2.44436548,0.00000000
-4.88344172,5.76922261,0.02871592,0.73499825,0.16309633,3.72268455,2.80295822,2.37656382,0.00000000
-4.87743872,5.66979564,0.02705072,0.72037509,0.15723391,3.66101715,2.78251786,2.31289886,0.00000000
-4.87143572,5.57758440,0.02550827,0.70661071,0.15165968,3.60401762,2.76472766,2.25329100,0.00000000
-4.86543272,5.49173341,0.02409283,0.69354986,0.14635410,3.55075271,2.74911156,2.19754280,0.00000000
-4.85942971,5.41117845,0.02280531,0.68103327,0.14129391,3.50024991,2.73506119,2.14535900,0.00000000
-4.85342671,5.33470661,0.02164356,0.66890630,0.13645337,3.45154578,2.72186479,2.09636969,0.00000000
-4.84742371,5.26102165,0.02060263,0.65702715,0.13180559,3.40373361,2.70874061,2.05015559,0.00000000
-4.84142071,5.18881154,0.01967528,0.64527437,0.12732387,3.35600845,2.69487318,2.00627424,0.00000000
-4.83541771,5.11681540,0.01885238,0.63355323,0.12298299,3.30770755,2.67945081,1.96428583,0.00000000
-4.82941471,5.04388655,0.01812345,0.62180088,0.11876029,3.25834466,2.66170247,1.92377779,0.00000000
-4.82341171,4.96904908,0.01747720,0.60998995,0.11463676,3.20763649,2.64093243,1.88438678,0.00000000
-4.81740870,4.89154540,0.01690198,0.59813055,0.11059776,3.15552049,2.61655111,1.84581748,0.00000000
-4.81140570,4.81087284,0.01638627,0.58627056,0.10663364,3.10216295,2.58810063,1.80785723,0.00000000
-4.80540270,4.72680790,0.01591913,0.57449435,0.10273996,3.04795715,2.55527416,1.77038619,0.00000000
-4.79939970,4.63941716,0.01549048,0.56291977,0.09891764,2.99351166,2.51792825,1.73338267,0.00000000
-4.79339670,4.54905493,0.01509147,0.55169385,0.09517265,2.93962910,2.47608771,1.69692347,0.00000000
-4.78739370,4.45634780,0.01471462,0.54098710,0.09151567,2.88727630,2.42994315,1.66117961,0.00000000
-4.78139070,4.36216730,0.01435401,0.53098692,0.08796139,2.83754707,2.37984138,1.62640755,0.00000000
-4.77538769,4.26759208,0.01400529,0.52189013,0.08452773,2.79161892,2.32626950,1.59293662,0.00000000
-4.76938469,4.17386164,0.01366572,0.51389519,0.08123497,2.75070559,2.26983359,1.56115329,0.00000000
-4.76338169,4.08232390,0.01333410,0.50719415,0.07810478,2.71600721,2.21123320,1.53148292,0.00000000
-4.75737869,3.99437893,0.01301065,0.50196479,0.07515925,2.68865997,2.15123300,1.50437013,0.00000000
-4.75137569,3.91142154,0.01269687,0.49836325,0.07242001,2.66968739,2.09063297,1.48025830,0.00000000
-4.74537269,3.83478515,0.01239537,0.49651726,0.06990742,2.65995501,2.03023867,1.45956939,0.00000000
-4.73936968,3.76568914,0.01210970,0.49652039,0.06763993,2.66013022,1.97083278,1.44268459,0.00000000
-4.73336668,3.70519184,0.01184413,0.49842740,0.06563362,2.67064875,1.91314920,1.42992678,0.00000000
-4.72736368,3.65415085,0.01160348,0.50225090,0.06390193,2.69168917,1.85785070,1.42154520,0.00000000
-4.72136068,3.61319184,0.01139296,0.50795933,0.06245561,2.72315626,1.80551086,1.41770303,0.00000000
-4.71535768,3.58268691,0.01121801,0.51547644,0.06130294,2.76467382,1.75660086,1.41846803,0.00000000
-4.70935468,3.56274279,0.01108417,0.52468218,0.06045009,2.81558727,1.71148129,1.42380672,0.00000000
-4.70335168,3.55319895,0.01099701,0.53541497,0.05990171,2.87497578,1.67039904,1.43358200,0.00000000
-4.69734867,3.55363524,0.01096201,0.54747525,0.05966162,2.94167359,1.63348895,1.44755425,0.00000000
-4.69134567,3.56338833,0.01098455,0.56063025,0.05973366,3.01429956,1.60077985,1.46538581,0.00000000
-4.68534267,3.58157599,0.01106988,0.57461966,0.06012254,3.09129393,1.57220429,1.48664857,0.00000000
-4.67933967,3.60712791,0.01122315,0.58916215,0.06083462,3.17096092,1.54761129,1.51083433,0.00000000
-4.67333667,3.63882170,0.01144934,0.60396245,0.06187874,3.25151563,1.52678130,1.53736746,0.00000000
-4.66733367,3.67532263,0.01175338,0.61871878,0.06326671,3.33113350,1.50944243,1.56561962,0.00000000
-4.66133067,3.71522552,0.01214009,0.63313039,0.06501375,3.40800074,1.49528732,1.59492575,0.00000000
-4.65532766,3.75709735,0.01261421,0.64690495,0.06713858,3.48036381,1.48398977,1.62460107,0.00000000
-4.64932466,3.79951904,0.01318041,0.65976566,0.06966316,3.54657650,1.47522041,1.65395836,0.00000000
-4.64332166,3.84112533,0.01384319,0.67145780,0.07261221,3.60514295,1.46866094,1.68232523,0.00000000
-4.63731866,3.88064135,0.01460690,0.68175455,0.07601224,3.65475541,1.46401646,1.70906057,0.00000000
-4.63131566,3.91691503,0.01547555,0.69046197,0.07989034,3.69432561,1.46102549,1.73357009,0.00000000
-4.62531266,3.94894456,0.01645271,0.69742306,0.08427262,3.72300901,1.45946760,1.75532027,0.00000000
-4.61930965,3.97590037,0.01754131,0.70252076,0.08918241,3.74022141,1.45916845,1.77385041,0.00000000
-4.61330665,3.99714123,0.01874345,0.70567988,0.09463825,3.74564786,1.46000251,1.78878273,0.00000000
-4.60730365,4.01222443,0.02006012,0.70686798,0.10065187,3.73924387,1.46189335,1.79982993,0.00000000
-4.60130065,4.02091008,0.02149098,0.70609534,0.10722608,3.72122950,1.46481196,1.80680055,0.00000000
-4.59529765,4.02315989,0.02303407,0.70341380,0.11435290,3.69207692,1.46877334,1.80960166,0.00000000
-4.58929465,4.01913092,0.02468557,0.69891497,0.12201188,3.65249225,1.47383177,1.80823928,0.00000000
-4.58329165,4.00916484,0.02643960,0.69272755,0.13016884,3.60339287,1.48007507,1.80281644,0.00000000
-4.57728864,3.99377340,0.02828802,0.68501411,0.13877503,3.54588109,1.48761842,1.79352912,0.00000000
-4.57128564,3.97362098,0.03022034,0.67596740,0.14776694,3.48121532,1.49659787,1.78066030,0.00000000
-4.56528264,3.94950489,0.03222369,0.66580625,0.15706663,3.41077982,1.50716422,1.76457237,0.00000000
-4.55927964,3.92233414,0.03428289,0.65477121,0.16658281,3.33605397,1.51947716,1.74569815,0.00000000
-4.55327664,3.89310731,0.03638062,0.64312000,0.17621246,3.25858169,1.53370022,1.72453083,0.00000000
-4.54727364,3.86289018,0.03849769,0.63112282,0.18584319,3.17994184,1.54999639,1.70161299,0.00000000
-4.54127064,3.83279324,0.04061338,0.61905759,0.19535599,3.10171985,1.56852456,1.67752498,0.00000000
-4.53526763,3.80394962,0.04270594,0.60720508,0.20462846,3.02548084,1.58943668,1.65287292,0.00000000
-4.52926463,3.77749331,0.04475307,0.59584402,0.21353829,2.95274443,1.61287536,1.62827631,0.00000000
-4.52326163,3.75453783,0.04673254,0.58524609,0.22196687,2.88496097,1.63897194,1.60435549,0.00000000
-4.51725863,3.73615517,0.04862274,0.57567087,0.22980277,2.82348923,1.66784439,1.58171911,0.00000000
-4.51125563,3.72335491,0.05040332,0.56736078,0.23694508,2.76957533,1.69959509,1.56095159,0.00000000
-4.50525263,3.71706347,0.05205571,0.56053589,0.24330626,2.72433265,1.73430796,1.54260083,0.00000000
-4.49924962,3.71810341,0.05356361,0.55538887,0.24881448,2.68872283,1.77204486,1.52716616,0.00000000
-4.49324662,3.72717291,0.05491343,0.55208004,0.25341534,2.66353780,1.81284096,1.51508698,0.00000000
