energy_ev,total_up,N_s_up,N_p_up,Sc_p_up,Sc_d_up,Se_s_up,Se_p_up,Zn_p_up,Zn_d_up
-5.89794897,1.36017308,0.00191048,0.06605764,0.59870894,0.12854155,0.00680865,0.74458045,0.80776603,0.05300570
-5.89194597,1.45401287,0.00208262,0.07031897,0.62921164,0.13847062,0.00744055,0.79770416,0.86816945,0.05586161
-5.88594297,1.55148590,0.00225705,0.07476750,0.66047718,0.14881717,0.00810078,0.85285637,0.93055403,0.05883780
-5.87993997,1.65207526,0.00243201,0.07938358,0.69239193,0.15952271,0.00878813,0.90974705,0.99458627,0.06191427
-5.87393697,1.75511843,0.00260571,0.08414098,0.72479441,0.17051299,0.00950152,0.96800519,1.05984977,0.06506535
-5.86793397,1.85980872,0.00277634,0.08900721,0.75747289,0.18169811,0.01024016,1.02717857,1.12584314,0.06826025
-5.86193097,1.96520313,0.00294218,0.09394420,0.79016546,0.19297327,0.01100369,1.08673702,1.19198149,0.07146375
-5.85592796,2.07023704,0.00310165,0.09890937,0.82256261,0.20422015,0.01179228,1.14607944,1.25760178,0.07463725
-5.84992496,2.17374566,0.00325340,0.10385697,0.85431260,0.21530905,0.01260682,1.20454464,1.32197235,0.07773991
-5.84392196,2.27449193,0.00339638,0.10873976,0.88502961,0.22610172,0.01344894,1.26142590,1.38430682,0.08073009
-5.83791896,2.37120008,0.00352987,0.11351084,0.91430432,0.23645473,0.01432115,1.31598890,1.44378192,0.08356681
-5.83191596,2.46259361,0.00365358,0.11812563,0.94171675,0.24622341,0.01522680,1.36749237,1.49955903,0.08621128
-5.82591296,2.54743631,0.00376766,0.12254385,0.96685070,0.25526614,0.01617012,1.41521086,1.55080850,0.08862842
-5.81990995,2.62457442,0.00387272,0.12673146,0.98930923,0.26344882,0.01715604,1.45845843,1.59673592,0.09078827
-5.81390695,2.69297799,0.00396984,0.13066230,1.00873039,0.27064937,0.01819012,1.49661239,1.63660913,0.09266720
-5.80790395,2.75177930,0.00406055,0.13431951,1.02480228,0.27676194,0.01927824,1.52913578,1.66978474,0.09424894
-5.80190095,2.80030636,0.00414675,0.13769646,1.03727685,0.28170078,0.02042636,1.55559751,1.69573271,0.09552527
-5.79589795,2.83810967,0.00423071,0.14079730,1.04598144,0.28540342,0.02164014,1.57568905,1.71405783,0.09649637
-5.78989495,2.86498041,0.00431491,0.14363680,1.05082744,0.28783307,0.02292452,1.58923671,1.72451671,0.09717086
-5.78389195,2.88095925,0.00440200,0.14623984,1.05181553,0.28898008,0.02428330,1.59620876,1.72702947,0.09756541
-5.77788894,2.88633473,0.00449460,0.14864012,1.04903719,0.28886234,0.02571867,1.59671694,1.72168520,0.09770400
-5.77188594,2.88163128,0.00459529,0.15087854,1.04267216,0.28752463,0.02723074,1.59101213,1.70874089,0.09761690
-5.76588294,2.86758725,0.00470635,0.15300099,1.03298206,0.28503689,0.02881715,1.57947435,1.68861365,0.09733930
-5.75987994,2.84512392,0.00482974,0.15505587,1.02030039,0.28149151,0.03047269,1.56259758,1.66186666,0.09690976
-5.75387694,2.81530704,0.00496691,0.15709141,1.00501945,0.27699976,0.03218903,1.54097000,1.62918924,0.09636848
-5.74787394,2.77930275,0.00511875,0.15915276,0.98757477,0.27168750,0.03395453,1.51525088,1.59137236,0.09575557
-5.74187094,2.73833026,0.00528548,0.16127935,0.96842798,0.26569051,0.03575418,1.48614501,1.54928048,0.09510925
-5.73586793,2.69361363,0.00546658,0.16350227,0.94804891,0.25914950,0.03756973,1.45437635,1.50382132,0.09446424
-5.72986493,2.64633513,0.00566082,0.16584218,0.92689797,0.25220514,0.03937988,1.42066185,1.45591506,0.09385030
-5.72386193,2.59759256,0.00586619,0.16830753,0.90540961,0.24499335,0.04116067,1.38568709,1.40646436,0.09329102
-5.71785893,2.54836263,0.00608000,0.17089354,0.88397782,0.23764108,0.04288606,1.35008468,1.35632679,0.09280297
-5.71185593,2.49947217,0.00629892,0.17358172,0.86294421,0.23026275,0.04452849,1.31441658,1.30629078,0.09239515
-5.70585293,2.45157832,0.00651905,0.17634012,0.84258943,0.22295742,0.04605974,1.27916094,1.25705623,0.09206883
-5.69984992,2.40515861,0.00673609,0.17912438,0.82312802,0.21580699,0.04745168,1.24470411,1.20922043,0.09181780
-5.69384692,2.36051090,0.00694545,0.18187931,0.80470699,0.20887525,0.04867722,1.21133777,1.16326967,0.09162898
-5.68784392,2.31776301,0.00714239,0.18454116,0.78740803,0.20220794,0.04971119,1.17926120,1.11957667,0.09148328
-5.68184092,2.27689083,0.00732221,0.18704044,0.77125292,0.19583367,0.05053122,1.14858825,1.07840360,0.09135685
-5.67583792,2.23774387,0.00748040,0.18930503,0.75621189,0.18976560,0.05111851,1.11935822,1.03990994,0.09122249
-5.66983492,2.20007630,0.00761280,0.19126358,0.74221411,0.18400377,0.05145863,1.09154997,1.00416464,0.09105117
-5.66383192,2.16358148,0.00771571,0.19284893,0.72915968,0.17853795,0.05154202,1.06509809,0.97116137,0.09081367
-5.65782891,2.12792810,0.00778609,0.19400153,0.71693239,0.17335063,0.05136449,1.03991016,0.94083591,0.09048221
-5.65182591,2.09279550,0.00782160,0.19467245,0.70541233,0.16842028,0.05092745,1.01588392,0.91308438,0.09003192
-5.64582291,2.05790644,0.00782070,0.19482613,0.69448770,0.16372435,0.05023803,0.99292343,0.88778124,0.08944225
-5.63981991,2.02305528,0.00778271,0.19444244,0.68406507,0.15924207,0.04930895,0.97095314,0.86479600,0.08869802
-5.63381691,1.98813022,0.00770786,0.19351822,0.67407749,0.15495685,0.04815828,0.94992925,0.84400765,0.08779037
-5.62781391,1.95312846,0.00759724,0.19206793,0.66449014,0.15085809,0.04680896,0.92984757,0.82531609,0.08671720
-5.62181091,1.91816349,0.00745281,0.19012370,0.65530303,0.14694245,0.04528828,0.91074780,0.80865009,0.08548348
-5.61580790,1.88346433,0.00727734,0.18773442,0.64655084,0.14321439,0.04362709,0.89271374,0.79397136,0.08410106
-5.60980490,1.84936684,0.00707432,0.18496424,0.63829988,0.13968611,0.04185907,0.87586981,0.78127470,0.08258823
-5.60380190,1.81629779,0.00684790,0.18189025,0.63064233,0.13637688,0.04001984,0.86037401,0.77058456,0.08096900
-5.59779890,1.78475259,0.00660278,0.17859971,0.62368833,0.13331170,0.03814604,0.84640780,0.76194806,0.07927203
-5.59179590,1.75526804,0.00634405,0.17518672,0.61755622,0.13051967,0.03627448,0.83416370,0.75542547,0.07752945
-5.58579290,1.72839161,0.00607714,0.17174864,0.61236170,0.12803186,0.03444122,0.82383117,0.75107846,0.07577547
-5.57978989,1.70464907,0.00580765,0.16838237,0.60820651,0.12587905,0.03268081,0.81558185,0.74895724,0.07404491
-5.57378689,1.68451214,0.00554121,0.16518063,0.60516734,0.12408939,0.03102549,0.80955482,0.74908735,0.07237171
-5.56778389,1.66836802,0.00528340,0.16222840,0.60328570,0.12268608,0.02950459,0.80584305,0.75145705,0.07078752
-5.56178089,1.65649244,0.00503959,0.15959979,0.60255934,0.12168530,0.02814394,0.80448150,0.75600614,0.06932037
-5.55577789,1.64902770,0.00481488,0.15735526,0.60293581,0.12109439,0.02696551,0.80543793,0.76261696,0.06799354
-5.54977489,1.64596691,0.00461392,0.15553955,0.60430865,0.12091053,0.02598701,0.80860686,0.77110836,0.06682464
-5.54377189,1.64714527,0.00444088,0.15418010,0.60651636,0.12111984,0.02522177,0.81380698,0.78123293,0.06582493
-5.53776888,1.65223891,0.00429936,0.15328638,0.60934450,0.12169702,0.02467862,0.82078252,0.79267789,0.06499902
-5.53176588,1.66077140,0.00419228,0.15284975,0.61253070,0.12260562,0.02436193,0.82920826,0.80506980,0.06434470
-5.52576288,1.67212758,0.00412188,0.15284414,0.61577248,0.12379872,0.02427171,0.83869833,0.81798272,0.06385326
-5.51975988,1.68557413,0.00408963,0.15322734,0.61873748,0.12522029,0.02440387,0.84881809,0.83094981,0.06350995
-5.51375688,1.70028571,0.00409625,0.15394286,0.62107571,0.12680682,0.02475042,0.85909882,0.84347750,0.06329469
-5.50775388,1.71537555,0.00414168,0.15492225,0.62243298,0.12848944,0.02529992,0.86905429,0.85506190,0.06318309
-5.50175088,1.72992881,0.00422508,0.15608783,0.62246507,0.13019623,0.02603783,0.87819854,0.86520634,0.06314752
-5.49574787,1.74303728,0.00434490,0.15735559,0.62085184,0.13185468,0.02694696,0.88606396,0.87343933,0.06315832
-5.48974487,1.75383349,0.00449886,0.15863825,0.61731045,0.13339418,0.02800795,0.89221877,0.87933204,0.06318504
-5.48374187,1.76152293,0.00468408,0.15984830,0.61160719,0.13474845,0.02919981,0.89628301,0.88251432,0.06319770
-5.47773887,1.76541268,0.00489709,0.16090089,0.60356729,0.13585773,0.03050035,0.89794242,0.88268863,0.06316790
-5.47173587,1.76493534,0.00513398,0.16171652,0.59308221,0.13667071,0.03188675,0.89695942,0.87964102,0.06306990
-5.46573287,1.75966721,0.00539044,0.16222340,0.58011407,0.13714609,0.03333599,0.89318079,0.87324883,0.06288148
-5.45972986,1.74934021,0.00566190,0.16235945,0.56469721,0.13725375,0.03482533,0.88654173,0.86348466,0.06258461
-5.45372686,1.73384703,0.00594363,0.16207386,0.54693667,0.13697537,0.03633272,0.87706621,0.85041656,0.06216592
-5.44772386,1.71323982,0.00623086,0.16132824,0.52700400,0.13630470,0.03783716,0.86486377,0.83420451,0.06161698
-5.44172086,1.68772257,0.00651883,0.16009721,0.50513044,0.13524735,0.03931899,0.85012288,0.81509343,0.06093429
-5.43571786,1.65763806,0.00680295,0.15836868,0.48159811,0.13382008,0.04076012,0.83310154,0.79340325,0.06011912
-5.42971486,1.62345005,0.00707886,0.15614363,0.45672962,0.13204989,0.04214422,0.81411549,0.76951656,0.05917716
-5.42371186,1.58572213,0.00734246,0.15343544,0.43087670,0.12997261,0.04345675,0.79352491,0.74386450,0.05811801
-5.41770885,1.54509408,0.00759004,0.15026902,0.40440838,0.12763145,0.04468502,0.77172010,0.71691178,0.05695457
-5.41170585,1.50225732,0.00781825,0.14667951,0.37769937,0.12507528,0.04581810,0.74910714,0.68914136,0.05570235
-5.40570285,1.45793039,0.00802414,0.14271082,0.35111912,0.12235692,0.04684671,0.72609404,0.66103975,0.05437871
-5.39969985,1.41283575,0.00820520,0.13841400,0.32502193,0.11953141,0.04776305,0.70307807,0.63308332,0.05300217
-5.39369685,1.36767868,0.00835930,0.13384545,0.29973858,0.11665438,0.04856064,0.68043485,0.60572630,0.05159168
-5.38769385,1.32312928,0.00848473,0.12906513,0.27556961,0.11378056,0.04923407,0.65850945,0.57939091,0.05016606
-5.38169085,1.27980774,0.00858013,0.12413475,0.25278038,0.11096246,0.04977882,0.63760991,0.55445958,0.04874337
-5.37568784,1.23827351,0.00864449,0.11911606,0.23159797,0.10824935,0.05019109,0.61800309,0.53126972,0.04734059
-5.36968484,1.19901814,0.00867710,0.11406920,0.21220971,0.10568636,0.05046763,0.59991291,0.51011067,0.04597321
-5.36368184,1.16246162,0.00867758,0.10905133,0.19476329,0.10331390,0.05060567,0.58352061,0.49122268,0.04465508
-5.35767884,1.12895198,0.00864581,0.10411532,0.17936805,0.10116732,0.05060287,0.56896685,0.47479776,0.04339827
-5.35167584,1.09876732,0.00858192,0.09930879,0.16609727,0.09927667,0.05045735,0.55635509,0.46098176,0.04221310
-5.34567284,1.07211984,0.00848634,0.09467336,0.15499110,0.09766678,0.05016774,0.54575577,0.44987738,0.04110813
-5.33966983,1.04916090,0.00835972,0.09024419,0.14605974,0.09635734,0.04973333,0.53721085,0.44154757,0.04009032
-5.33366683,1.02998663,0.00820302,0.08604980,0.13928676,0.09536313,0.04915422,0.53073810,0.43601890,0.03916510
-5.32766383,1.01464317,0.00801747,0.08211212,0.13463211,0.09469433,0.04843152,0.52633481,0.43328449,0.03833655
-5.32166083,1.00313112,0.00780457,0.07844692,0.13203476,0.09435681,0.04756749,0.52398041,0.43330623,0.03760744
-5.31565783,0.99540881,0.00756615,0.07506431,0.13141486,0.09435242,0.04656576,0.52363798,0.43601605,0.03697933
-5.30965483,0.99139404,0.00730431,0.07196960,0.13267526,0.09467932,0.04543145,0.52525425,0.44131620,0.03645258
-5.30365183,0.99096433,0.00702145,0.06916421,0.13570251,0.09533220,0.04417124,0.52875841,0.44907863,0.03602631
-5.29764882,0.99395593,0.00672023,0.06664684,0.14036743,0.09630252,0.04279345,0.53405972,0.45914357,0.03569832
-5.29164582,1.00016167,0.00640357,0.06441458,0.14652527,0.09757875,0.04130800,0.54104421,0.47131764,0.03546496
-5.28564282,1.00932853,0.00607455,0.06246413,0.15401578,0.09914663,0.03972627,0.54957106,0.48537195,0.03532100
-5.27963982,1.02115516,0.00573642,0.06079301,0.16266334,0.10098937,0.03806099,0.55946888,0.50104042,0.03525944
-5.27363682,1.03529023,0.00539249,0.05940065,0.17227732,0.10308801,0.03632601,0.57053262,0.51801897,0.03527147
-5.26763382,1.05133228,0.00504611,0.05828937,0.18265294,0.10542181,0.03453601,0.58252145,0.53596592,0.03534628
-5.26163082,1.06883142,0.00470053,0.05746522,0.19357271,0.10796869,0.03270622,0.59515826,0.55450393,0.03547112
-5.25562781,1.08729370,0.00435889,0.05693855,0.20480868,0.11070580,0.03085212,0.60813094,0.57322386,0.03563134
-5.24962481,1.10618805,0.00402412,0.05672439,0.21612552,0.11361014,0.02898908,0.62109586,0.59169066,0.03581058
-5.24362181,1.12495627,0.00369890,0.05684256,0.22728435,0.11665927,0.02713213,0.63368354,0.60945124,0.03599102
-5.23761881,1.14302557,0.00338558,0.05731742,0.23804748,0.11983201,0.02529560,0.64550658,0.62604439,0.03615381
-5.23161581,1.15982362,0.00308615,0.05817742,0.24818369,0.12310918,0.02349300,0.65616951,0.64101223,0.03627951
-5.22561281,1.17479532,0.00280223,0.05945437,0.25747404,0.12647425,0.02173674,0.66528017,0.65391294,0.03634870
-5.21960980,1.18742067,0.00253505,0.06118241,0.26571789,0.12991390,0.02003811,0.67246233,0.66433419,0.03634257
-5.21360680,1.19723286,0.00228544,0.06339687,0.27273895,0.13341846,0.01840716,0.67736859,0.67190661,0.03624359
-5.20760380,1.20383570,0.00205387,0.06613293,0.27839098,0.13698218,0.01685271,0.67969322,0.67631675,0.03603619
-5.20160080,1.20691938,0.00184045,0.06942422,0.28256297,0.14060325,0.01538246,0.67918408,0.67731869,0.03570729
-5.19559780,1.20627390,0.00164498,0.07330153,0.28518344,0.14428372,0.01400302,0.67565300,0.67474395,0.03524693
-5.18959480,1.20179924,0.00146702,0.07779146,0.28622378,0.14802914,0.01272016,0.66898402,0.66850883,0.03464867
-5.18359180,1.19351199,0.00130588,0.08291547,0.28570032,0.15184812,0.01153891,0.65913917,0.65861906,0.03390988
-5.17758879,1.18154793,0.00116072,0.08868906,0.28367510,0.15575169,0.01046382,0.64616125,0.64517136,0.03303198
-5.17158579,1.16616059,0.00103059,0.09512139,0.28025533,0.15975272,0.00949919,0.63017371,0.62835171,0.03202038
-5.16558279,1.14771585,0.00091444,0.10221528,0.27559149,0.16386530,0.00864927,0.61137743,0.60843057,0.03088442
-5.15957979,1.12668311,0.00081123,0.10996768,0.26987419,0.16810417,0.00791853,0.59004476,0.58575514,0.02963707
-5.15357679,1.10362330,0.00071990,0.11837062,0.26333002,0.17248441,0.00731182,0.56651113,0.56073904,0.02829452
-5.14757379,1.07917463,0.00063945,0.12741251,0.25621635,0.17702124,0.00683455,0.54116453,0.53384988,0.02687569
-5.14157079,1.05403666,0.00056891,0.13707988,0.24881564,0.18173008,0.00649287,0.51443376,0.50559534,0.02540167
-5.13556778,1.02895343,0.00050743,0.14735930,0.24142907,0.18662688,0.00629373,0.48677564,0.47650827,0.02389503
-5.12956478,1.00469641,0.00045420,0.15823958,0.23437012,0.19172864,0.00624492,0.45866209,0.44713148,0.02237925
-5.12356178,0.98204779,0.00040854,0.16971377,0.22795797,0.19705414,0.00635502,0.43056757,0.41800284,0.02087800
-5.11755878,0.96178461,0.00036984,0.18178113,0.22251111,0.20262470,0.00663331,0.40295734,0.38964115,0.01941462
-5.11155578,0.94466407,0.00033756,0.19444869,0.21834119,0.20846506,0.00708961,0.37627697,0.36253331,0.01801151
-5.10555278,0.93141012,0.00031128,0.20773225,0.21574730,0.21460402,0.00773394,0.35094347,0.33712312,0.01668971
-5.09954977,0.92270144,0.00029059,0.22165683,0.21501062,0.22107503,0.00857621,0.32733816,0.31380191,0.01546850
-5.09354677,0.91916072,0.00027515,0.23625628,0.21638959,0.22791630,0.00962579,0.30580135,0.29290125,0.01436509
-5.08754377,0.92134500,0.00026468,0.25157202,0.22011554,0.23517065,0.01089098,0.28662874,0.27468769,0.01339442
-5.08154077,0.92973694,0.00025889,0.26765109,0.22638866,0.24288484,0.01237844,0.27006950,0.25935953,0.01256905
-5.07553777,0.94473681,0.00025752,0.28454323,0.23537453,0.25110840,0.01409257,0.25632558,0.24704550,0.01189904
-5.06953477,0.96665501,0.00026031,0.30229737,0.24720087,0.25989201,0.01603490,0.24555227,0.23780518,0.01139202
-5.06353177,0.99570505,0.00026698,0.32095760,0.26195465,0.26928544,0.01820341,0.23785940,0.23163095,0.01105314
-5.05752876,1.03199705,0.00027724,0.34055878,0.27967962,0.27933518,0.02059195,0.23331304,0.22845129,0.01088518
-5.05152576,1.07553177,0.00029079,0.36112212,0.30037397,0.29008185,0.02318971,0.23193748,0.22813523,0.01088860
-5.04552276,1.12619555,0.00030727,0.38265086,0.32398856,0.30155749,0.02598077,0.23371710,0.23049766,0.01106161
-5.03951976,1.18375626,0.00032631,0.40512653,0.35042543,0.31378298,0.02894380,0.23859802,0.23530542,0.01140025
-5.03351676,1.24786086,0.00034751,0.42850575,0.37953684,0.32676571,0.03205194,0.24648954,0.24228400,0.01189844
-5.02751376,1.31803474,0.00037045,0.45271806,0.41112495,0.34049752,0.03527284,0.25726524,0.25112466,0.01254803
-5.02151076,1.39368334,0.00039465,0.47766470,0.44494215,0.35495328,0.03856894,0.27076375,0.26149188,0.01333885
-5.01550775,1.47409641,0.00041964,0.50321855,0.48069223,0.37008990,0.04189795,0.28678949,0.27303106,0.01425877
-5.00950475,1.55845496,0.00044493,0.52922525,0.51803250,0.38584605,0.04521357,0.30511331,0.28537632,0.01529373
-5.00350175,1.64584127,0.00047002,0.55550539,0.55657691,0.40214243,0.04846642,0.32547349,0.29815834,0.01642786
-4.99749875,1.73525177,0.00049442,0.58185763,0.59590026,0.41888263,0.05160513,0.34757706,0.31101212,0.01764358
-4.99149575,1.82561270,0.00051764,0.60806274,0.63554352,0.43595449,0.05457763,0.37110188,0.32358448,0.01892174
-4.98549275,1.91579831,0.00053921,0.63388806,0.67502032,0.45323189,0.05733256,0.39569956,0.33554132,0.02024188
-4.97948974,2.00465113,0.00055872,0.65909238,0.71382453,0.47057673,0.05982066,0.42099944,0.34657436,0.02158248
-4.97348674,2.09100387,0.00057577,0.68343087,0.75143880,0.48784120,0.06199628,0.44661365,0.35640731,0.02292128
-4.96748374,2.17370231,0.00059000,0.70665989,0.78734399,0.50487005,0.06381875,0.47214342,0.36480125,0.02423571
-4.96148074,2.25162859,0.00060115,0.72854137,0.82102931,0.52150283,0.06525365,0.49718648,0.37155925,0.02550335
-4.95547774,2.32372427,0.00060898,0.74884683,0.85200286,0.53757611,0.06627396,0.52134550,0.37652991,0.02670240
-4.94947474,2.38901254,0.00061334,0.76736069,0.87980244,0.55292560,0.06686089,0.54423733,0.37960987,0.02781224
-4.94347174,2.44661896,0.00061412,0.78388309,0.90400615,0.56738814,0.06700457,0.56550274,0.38074521,0.02881398
-4.93746873,2.49579021,0.00061132,0.79823203,0.92424265,0.58080370,0.06670433,0.58481640,0.37993163,0.02969098
-4.93146573,2.53591043,0.00060497,0.81024517,0.94020057,0.59301739,0.06596874,0.60189661,0.37721349,0.03042940
-4.92546273,2.56651467,0.00059519,0.81978112,0.95163685,0.60388149,0.06481534,0.61651432,0.37268165,0.03101862
-4.91945973,2.58729921,0.00058215,0.82672059,0.95838362,0.61325771,0.06327007,0.62850118,0.36647029,0.03145163
-4.91345673,2.59812839,0.00056608,0.83096744,0.96035342,0.62101954,0.06136640,0.63775598,0.35875268,0.03172533
-4.90745373,2.59903788,0.00054725,0.83244973,0.95754240,0.62705486,0.05914428,0.64424920,0.34973609,0.03184067
-4.90145073,2.59023412,0.00052598,0.83112093,0.95003136,0.63126871,0.05664892,0.64802533,0.33965596,0.03180269
-4.89544772,2.57209002,0.00050262,0.82696122,0.93798464,0.63358616,0.05392936,0.64920273,0.32876951,0.03162040
-4.88944472,2.54513675,0.00047753,0.81997901,0.92164659,0.63395519,0.05103704,0.64797086,0.31734885,0.03130656
-4.88344172,2.51005190,0.00045110,0.81021244,0.90133597,0.63234946,0.04802438,0.64458483,0.30567393,0.03087724
-4.87743872,2.46764398,0.00042371,0.79773087,0.87743810,0.62877068,0.04494330,0.63935749,0.29402536,0.03035135
-4.87143572,2.41883364,0.00039574,0.78263619,0.85039541,0.62325061,0.04184400,0.63264911,0.28267736,0.02974997
-4.86543272,2.36463198,0.00036756,0.76506371,0.82069626,0.61585232,0.03877366,0.62485513,0.27189097,0.02909564
-4.85942971,2.30611641,0.00033952,0.74518247,0.78886278,0.60667054,0.03577553,0.61639240,0.26190773,0.02841160
-4.85342671,2.24440468,0.00031192,0.72319490,0.75543803,0.59583122,0.03288810,0.60768436,0.25294393,0.02772093
-4.84742371,2.18062781,0.00028507,0.69933554,0.72097287,0.58348983,0.03014447,0.59914592,0.24518565,0.02704580
-4.84142071,2.11590290,0.00025921,0.67386890,0.68601322,0.56982882,0.02757203,0.59116855,0.23878468,0.02640661
-4.83541771,2.05130642,0.00023457,0.64708631,0.65108798,0.55505393,0.02519223,0.58410634,0.23385549,0.02582136
-4.82941471,1.98784940,0.00021132,0.61930192,0.61669826,0.53938970,0.02302073,0.57826356,0.23047327,0.02530500
-4.82341171,1.92645507,0.00018960,0.59084783,0.58330805,0.52307431,0.02106755,0.57388438,0.22867321,0.02486893
-4.81740870,1.86794015,0.00016953,0.56206871,0.55133694,0.50635390,0.01933751,0.57114517,0.22845099,0.02452069
-4.81140570,1.81300051,0.00015117,0.53331595,0.52115478,0.48947685,0.01783076,0.57014983,0.22976454,0.02426374
-4.80540270,1.76220182,0.00013456,0.50494160,0.49307872,0.47268802,0.01654346,0.57092825,0.23253700,0.02409749
-4.79939970,1.71597568,0.00011973,0.47729259,0.46737234,0.45622353,0.01546849,0.57343810,0.23666078,0.02401740
-4.79339670,1.67462140,0.00010665,0.45070506,0.44424702,0.44030608,0.01459626,0.57756984,0.24200269,0.02401533
-4.78739370,1.63831332,0.00009532,0.42549949,0.42386514,0.42514124,0.01391547,0.58315464,0.24840978,0.02407996
-4.78139070,1.60711319,0.00008568,0.40197640,0.40634497,0.41091464,0.01341397,0.58997488,0.25571592,0.02419743
-4.77538769,1.58098705,0.00007769,0.38041304,0.39176683,0.39779027,0.01307950,0.59777670,0.26374858,0.02435194
-4.76938469,1.55982555,0.00007129,0.36106088,0.38017998,0.38590995,0.01290038,0.60628390,0.27233582,0.02452655
-4.76338169,1.54346655,0.00006644,0.34414409,0.37161002,0.37539360,0.01286616,0.61521255,0.28131289,0.02470392
-4.75737869,1.53171868,0.00006308,0.32985884,0.36606610,0.36634059,0.01296810,0.62428552,0.29052838,0.02486710
-4.75137569,1.52438451,0.00006117,0.31837326,0.36354756,0.35883160,0.01319959,0.63324616,0.29984953,0.02500023
-4.74537269,1.52128186,0.00006066,0.30982798,0.36404975,0.35293092,0.01355642,0.64187051,0.30916642,0.02508924
-4.73936968,1.52226204,0.00006152,0.30433703,0.36756840,0.34868904,0.01403686,0.64997734,0.31839493,0.02512236
-4.73336668,1.52722393,0.00006372,0.30198890,0.37410253,0.34614503,0.01464163,0.65743560,0.32747819,0.02509058
-4.72736368,1.53612293,0.00006724,0.30284754,0.38365566,0.34532874,0.01537371,0.66416883,0.33638663,0.02498794
-4.72136068,1.54897445,0.00007206,0.30695323,0.39623525,0.34626244,0.01623800,0.67015649,0.34511644,0.02481165
-4.71535768,1.56585152,0.00007816,0.31432311,0.41185044,0.34896191,0.01724081,0.67543203,0.35368673,0.02456212
-4.70935468,1.58687690,0.00008552,0.32495139,0.43050835,0.35343679,0.01838926,0.68007809,0.36213543,0.02424277
-4.70335168,1.61220999,0.00009411,0.33880904,0.45220909,0.35969020,0.01969057,0.68421889,0.37051418,0.02385974
-4.69734867,1.64202951,0.00010390,0.35584326,0.47693990,0.36771774,0.02115127,0.68801054,0.37888259,0.02342152
-4.69134567,1.67651288,0.00011483,0.37597645,0.50466880,0.37750578,0.02277640,0.69162963,0.38730214,0.02293841
-4.68534267,1.71581371,0.00012684,0.39910510,0.53533826,0.38902940,0.02456861,0.69526094,0.39583009,0.02242201
-4.67933967,1.76003850,0.00013984,0.42509848,0.56885920,0.40224995,0.02652744,0.69908477,0.40451372,0.02188461
-4.67333667,1.80922411,0.00015373,0.45379749,0.60510588,0.41711243,0.02864860,0.70326470,0.41338530,0.02133858
-4.66733367,1.86331729,0.00016835,0.48501360,0.64391204,0.43354304,0.03092333,0.70793635,0.42245799,0.02079586
-4.66133067,1.92215726,0.00018357,0.51852820,0.68506844,0.45144675,0.03333800,0.71319774,0.43172291,0.02026738
-4.65532766,1.98546246,0.00019921,0.55409243,0.72832223,0.47070545,0.03587386,0.71910160,0.44114759,0.01976267
-4.64932466,2.05282222,0.00021505,0.59142752,0.77337816,0.49117639,0.03850700,0.72565011,0.45067567,0.01928946
-4.64332166,2.12369362,0.00023088,0.63022591,0.81990158,0.51269140,0.04120856,0.73279211,0.46022806,0.01885349
