energy_ev,total_up,N_s_up,N_p_up,Se_s_up,Se_p_up,Ti_p_up,Ti_d_up,V_p_up,V_d_up
-5.71185593,9.15513932,0.02158240,1.95039886,0.15229283,4.01156183,3.31915447,1.62440002,1.45134774,1.17295877
-5.70585293,9.18698763,0.02176853,1.97071431,0.15351198,4.01408241,3.37337570,1.62357463,1.46971152,1.16804984
-5.69984992,9.22047200,0.02191925,1.99323281,0.15470328,4.01522757,3.42969672,1.62390517,1.48806440,1.16208302
-5.69384692,9.25711332,0.02203601,2.01793718,0.15588990,4.01609424,3.48827904,1.62564951,1.50659135,1.15543166
-5.68784392,9.29808559,0.02212055,2.04469018,0.15708980,4.01768206,3.54913724,1.62898988,1.52544655,1.14843841
-5.68184092,9.34417010,0.02217491,2.07323351,0.15831468,4.02086205,3.61212740,1.63402723,1.54474801,1.14140251
-5.67583792,9.39572641,0.02220145,2.10319203,0.15956917,4.02635027,3.67694209,1.64077880,1.56457396,1.13456925
-5.66983492,9.45268072,0.02220285,2.13408327,0.16085036,4.03468733,3.74311178,1.64917885,1.58496080,1.12812176
-5.66383192,9.51453211,0.02218210,2.16533158,0.16214764,4.04622427,3.81001282,1.65908230,1.60590284,1.12217576
-5.65782891,9.58037567,0.02214256,2.19628673,0.16344289,4.06111518,3.87688178,1.67027111,1.62735368,1.11677726
-5.65182591,9.64894193,0.02208790,2.22624588,0.16471107,4.07931680,3.94283545,1.68246305,1.64922925,1.11190359
-5.64582291,9.71865041,0.02202211,2.25447836,0.16592108,4.10059505,4.00689608,1.69532246,1.67141215,1.10746736
-5.63981991,9.78767553,0.02194951,2.28025203,0.16703707,4.12453810,4.06802073,1.70847261,1.69375739,1.10332351
-5.63381691,9.85402185,0.02187464,2.30286038,0.16801984,4.15057570,4.12513381,1.72150915,1.71609900,1.09927884
-5.62781391,9.91560587,0.02180228,2.32164910,0.16882863,4.17800377,4.17716161,1.73401425,1.73825743,1.09510374
-5.62181091,9.97034084,0.02173733,2.33604119,0.16942287,4.20601351,4.22306732,1.74557093,1.76004730,1.09054547
-5.61580790,10.01622138,0.02168481,2.34555938,0.16976412,4.23372380,4.26188552,1.75577703,1.78128515,1.08534237
-5.60980490,10.05140419,0.02164972,2.34984507,0.16981788,4.26021558,4.29275443,1.76425844,1.80179695,1.07923835
-5.60380190,10.07428166,0.02163697,2.34867295,0.16955524,4.28456699,4.31494486,1.77068108,1.82142479,1.07199686
-5.59779890,10.08354526,0.02165133,2.34196049,0.16895442,4.30588763,4.32788454,1.77476133,1.84003263,1.06341380
-5.59179590,10.07823597,0.02169728,2.32977210,0.16800190,4.32335074,4.33117694,1.77627443,1.85751061,1.05332869
-5.58579290,10.05777974,0.02177898,2.31231757,0.16669324,4.33622188,4.32461371,1.77506076,1.87377782,1.04163356
-5.57978989,10.02200651,0.02190012,2.28994492,0.16503353,4.34388298,4.30818021,1.77102962,1.88878324,1.02827917
-5.57378689,9.97115202,0.02206391,2.26312787,0.16303738,4.34585093,4.28205411,1.76416056,1.90250491,1.01327839
-5.56778389,9.90584246,0.02227289,2.23244855,0.16072849,4.34178984,4.24659694,1.75450221,1.91494719,0.99670647
-5.56178089,9.82706296,0.02252897,2.19857603,0.15813887,4.33151675,4.20233918,1.74216869,1.92613638,0.97869838
-5.55577789,9.73611132,0.02283326,2.16224175,0.15530766,4.31500075,4.14995959,1.72733373,1.93611481,0.95944339
-5.54977489,9.63453946,0.02318605,2.12421282,0.15227971,4.29235564,4.09025975,1.71022298,1.94493388,0.93917719
-5.54377189,9.52408529,0.02358675,2.08526434,0.14910389,4.26382679,4.02413494,1.69110455,1.95264629,0.91817198
-5.53776888,9.40659825,0.02403381,2.04615182,0.14583133,4.22977312,3.95254283,1.67027844,1.95929802,0.89672511
-5.53176588,9.28396200,0.02452471,2.00758508,0.14251360,4.19064500,3.87647124,1.64806513,1.96492057,0.87514683
-5.52576288,9.15801781,0.02505592,1.97020434,0.13920088,4.14695957,3.79690643,1.62479388,1.96952381,0.85374774
-5.51975988,9.03049196,0.02562291,1.93455974,0.13594034,4.09927452,3.71480322,1.60079111,1.97309001,0.83282648
-5.51375688,8.90293016,0.02622013,1.90109475,0.13277466,4.04816179,3.63105806,1.57636935,1.97556943,0.81265828
-5.50775388,8.77664188,0.02684107,1.87013425,0.12974077,3.99418233,3.54648611,1.55181712,1.97687769,0.79348480
-5.50175088,8.65265629,0.02747827,1.84187742,0.12686897,3.93786313,3.46180294,1.52739002,1.97689514,0.77550561
-5.49574787,8.53169166,0.02812346,1.81639558,0.12418223,3.87967731,3.37761142,1.50330345,1.97546836,0.75887164
-5.48974487,8.41413861,0.02876757,1.79363491,0.12169586,3.82002823,3.29439400,1.47972696,1.97241367,0.74368080
-5.48374187,8.30005771,0.02940093,1.77342369,0.11941747,3.75923795,3.21251021,1.45678055,1.96752252,0.72997569
-5.47773887,8.18919062,0.03001340,1.75548353,0.11734721,3.69754029,3.13219925,1.43453285,1.96056848,0.71774363
-5.47173587,8.08098402,0.03059447,1.73944413,0.11547816,3.63507869,3.05358715,1.41300124,1.95131552,0.70691865
-5.46573287,7.97462460,0.03113354,1.72486068,0.11379704,3.57190848,2.97669781,1.39215388,1.93952719,0.69738538
-5.45972986,7.86908351,0.03162003,1.71123332,0.11228497,3.50800340,2.90146727,1.37191341,1.92497612,0.68898461
-5.45372686,7.76316806,0.03204363,1.69802778,0.11091836,3.44326559,2.82776041,1.35216227,1.90745367,0.68152021
-5.44772386,7.65557860,0.03239450,1.68469655,0.10966993,3.37753875,2.75538924,1.33274948,1.88677910,0.67476709
-5.44172086,7.54496835,0.03266349,1.67069978,0.10850963,3.31062353,2.68413210,1.31349842,1.86280794,0.66847988
-5.43571786,7.43000396,0.03284229,1.65552538,0.10740572,3.24229452,2.61375293,1.29421565,1.83543941,0.66240214
-5.42971486,7.30942504,0.03292371,1.63870765,0.10632573,3.17231815,2.54402014,1.27470033,1.80462237,0.65627562
-5.42371186,7.18210047,0.03290175,1.61984409,0.10523738,3.10047082,2.47472434,1.25475389,1.77036001,0.64984938
-5.41770885,7.04708014,0.03277183,1.59860983,0.10410955,3.02655652,2.40569460,1.23418980,1.73271282,0.64288850
-5.41170585,6.90364053,0.03253088,1.57476952,0.10291306,2.95042351,2.33681281,1.21284310,1.69180014,0.63518217
-5.40570285,6.75132305,0.03217742,1.54818630,0.10162148,2.87197942,2.26802583,1.19057923,1.64780016,0.62655082
-5.39969985,6.58996405,0.03171163,1.51882781,0.10021182,2.79120439,2.19935516,1.16730210,1.60094848,0.61685226
-5.39369685,6.41971578,0.03113539,1.48676900,0.09866518,2.70816190,2.13090397,1.14296094,1.55153539,0.60598660
-5.38769385,6.24105784,0.03045222,1.45219174,0.09696724,2.62300694,2.06286137,1.11755565,1.49990196,0.59389976
-5.38169085,6.05479868,0.02966727,1.41538131,0.09510872,2.53599137,1.99550365,1.09114063,1.44643512,0.58058567
-5.37568784,5.86206723,0.02878722,1.37671970,0.09308567,2.44746620,1.92919260,1.06382661,1.39156176,0.56608693
-5.36968484,5.66429457,0.02782012,1.33667600,0.09089968,2.35788087,1.86437069,1.03578058,1.33574215,0.55049400
-5.36368184,5.46318637,0.02677530,1.29579398,0.08855789,2.26777941,1.80155329,1.00722359,1.27946268,0.53394300
-5.35767884,5.26068640,0.02566314,1.25467723,0.08607291,2.17779357,1.74131776,0.97842647,1.22322800,0.51661215
-5.35167584,5.05893234,0.02449489,1.21397214,0.08346254,2.08863315,1.68428979,0.94970357,1.16755285,0.49871698
-5.34567284,4.86020482,0.02328247,1.17434924,0.08074941,2.00107364,1.63112708,0.92140462,1.11295361,0.48050451
-5.33966983,4.66687121,0.02203820,1.13648330,0.07796035,1.91594160,1.58250072,0.89390488,1.05993960,0.46224656
-5.33366683,4.48132578,0.02077461,1.10103294,0.07512576,1.83409809,1.53907469,0.86759403,1.00900450,0.44423248
-5.32766383,4.30592788,0.01950418,1.06862014,0.07227881,1.75642050,1.50148414,0.84286401,0.96061794,0.42676141
-5.32166083,4.14294016,0.01823914,1.03981061,0.06945450,1.68378351,1.47031292,0.82009636,0.91521734,0.41013449
-5.31565783,3.99446871,0.01699127,1.01509540,0.06668878,1.61703936,1.44607135,0.79964939,0.87320043,0.39464708
-5.30965483,3.86240696,0.01577167,0.99487471,0.06401753,1.55699818,1.42917487,0.78184579,0.83491832,0.38058144
-5.30365183,3.74838524,0.01459067,0.97944432,0.06147563,1.50440882,1.41992451,0.76696112,0.80066966,0.36819978
-5.29764882,3.65372754,0.01345759,0.96898529,0.05909606,1.45994063,1.41849006,0.75521358,0.77069567,0.35773807
-5.29164582,3.57941693,0.01238075,0.96355748,0.05690901,1.42416662,1.42489668,0.74675560,0.74517645,0.34940073
-5.28564282,3.52607071,0.01136727,0.96309706,0.05494119,1.39754855,1.43901587,0.74166762,0.72422858,0.34335612
-5.27963982,3.49392597,0.01042314,0.96741838,0.05321517,1.38042404,1.46056120,0.73995416,0.70790393,0.33973310
-5.27363682,3.48283602,0.00955310,0.97622019,0.05174893,1.37299622,1.48908936,0.74154269,0.69618995,0.33861848
-5.26763382,3.49227773,0.00876073,0.98909604,0.05055547,1.37532600,1.52400683,0.74628513,0.68901110,0.34005556
-5.26163082,3.52136929,0.00804844,1.00554860,0.04964263,1.38732714,1.56458203,0.75396208,0.68623161,0.34404347
-5.25562781,3.56889781,0.00741754,1.02500742,0.04901300,1.40876435,1.60996287,0.76428973,0.68765921,0.35053758
-5.24962481,3.63335563,0.00686836,1.04684952,0.04866398,1.43925433,1.65919921,0.77692901,0.69304993,0.35945055
-5.24362181,3.71298416,0.00640031,1.07042201,0.04858789,1.47826993,1.71126946,0.79149690,0.70211355,0.37065430
-5.23761881,3.80582367,0.00601197,1.09506592,0.04877229,1.52514736,1.76511054,0.80757930,0.71451978,0.38398263
-5.23161581,3.90976747,0.00570128,1.12014027,0.04920025,1.57909638,1.81965003,0.82474507,0.72990483,0.39923449
-5.22561281,4.02261868,0.00546560,1.14504555,0.04985073,1.63921344,1.87383941,0.84256071,0.74787826,0.41617783
-5.21960980,4.14214781,0.00530185,1.16924542,0.05069907,1.70449754,1.92668704,0.86060503,0.76803007,0.43455404
-5.21360680,4.26614943,0.00520661,1.19228607,0.05171742,1.77386865,1.97728962,0.87848341,0.78993767,0.45408284
-5.20760380,4.39249630,0.00517626,1.21381215,0.05287526,1.84618834,2.02486096,0.89584088,0.81317297,0.47446756
-5.20160080,4.51918918,0.00520703,1.23357886,0.05413993,1.92028221,2.06875676,0.91237377,0.83730908,0.49540080
-5.19559780,4.64440111,0.00529512,1.25145945,0.05547723,1.99496376,2.10849459,0.92783921,0.86192693,0.51657038
-5.18959480,4.76651479,0.00543672,1.26744812,0.05685192,2.06905888,2.14376811,0.94206235,0.88662145,0.53766532
-5.18359180,4.88415203,0.00562808,1.28165795,0.05822841,2.14143054,2.17445504,0.95494085,0.91100733,0.55838198
-5.17758879,4.99619459,0.00586554,1.29431400,0.05957133,2.21100284,2.20061855,0.96644653,0.93472434,0.57842998
-5.17158579,5.10179573,0.00614551,1.30574208,0.06084619,2.27678360,2.22250209,0.97662415,0.95744202,0.59753790
-5.16558279,5.20038247,0.00646446,1.31635334,0.06202003,2.33788485,2.24051770,0.98558728,0.97886367,0.61545852
-5.15957979,5.29164854,0.00681893,1.32662561,0.06306201,2.39354043,2.25522861,0.99351153,0.99872962,0.63197342
-5.15357679,5.37553843,0.00720541,1.33708214,0.06394414,2.44311993,2.26732646,1.00062538,1.01681963,0.64689687
-5.14757379,5.45222346,0.00762036,1.34826865,0.06464178,2.48613866,2.27760453,1.00719893,1.03295436,0.66007881
-5.14157079,5.52207077,0.00806008,1.36072980,0.06513422,2.52226301,2.28692766,1.01353111,1.04699595,0.67140675
-5.13556778,5.58560666,0.00852070,1.37498581,0.06540521,2.55131119,2.29620038,1.01993594,1.05884753,0.68080669
-5.12956478,5.64347590,0.00899806,1.39151053,0.06544328,2.57324920,2.30633439,1.02672819,1.06845187,0.68824278
-5.12356178,5.69639874,0.00948769,1.41071159,0.06524207,2.58818235,2.31821672,1.03420932,1.07578901,0.69371597
-5.11755878,5.74512754,0.00998473,1.43291371,0.06480051,2.59634267,2.33267979,1.04265414,1.08087325,0.69726156
-5.11155578,5.79040482,0.01048392,1.45834560,0.06412284,2.59807280,2.35047445,1.05229867,1.08374927,0.69894580
-5.10555278,5.83292467,0.01097961,1.48713120,0.06321852,2.59380714,2.37224706,1.06332996,1.08448796,0.69886172
-5.09954977,5.87329909,0.01146572,1.51928535,0.06210199,2.58405114,2.39852119,1.07587794,1.08318171,0.69712427
-5.09354677,5.91203060,0.01193585,1.55471407,0.06079231,2.56935953,2.42968458,1.09000995,1.07993972,0.69386519
-5.08754377,5.94949214,0.01238331,1.59321935,0.05931263,2.55031458,2.46598150,1.10572778,1.07488332,0.68922756
-5.08154077,5.98591490,0.01280125,1.63450798,0.05768961,2.52750516,2.50751053,1.12296757,1.06814151,0.68336049
-5.07553777,6.02138420,0.01318277,1.67820395,0.05595265,2.50150742,2.55422736,1.14160224,1.05984690,0.67641410
-5.06953477,6.05584305,0.01352110,1.72386353,0.05413318,2.47286785,2.60595204,1.16144638,1.05013218,0.66853495
-5.06353177,6.08910272,0.01380976,1.77099242,0.05226378,2.44208916,2.66238007,1.18226317,1.03912717,0.65986213
-5.05752876,6.12085906,0.01404271,1.81906359,0.05037730,2.40961928,2.72309614,1.20377295,1.02695645,0.65052418
-5.05152576,6.15071328,0.01421460,1.86753528,0.04850606,2.37584385,2.78758966,1.22566291,1.01373769,0.64063688
-5.04552276,6.17819541,0.01432091,1.91586772,0.04668099,2.34108195,2.85527099,1.24759730,0.99958046,0.63030203
-5.03951976,6.20278880,0.01435810,1.96353808,0.04493082,2.30558504,2.92548731,1.26922783,0.98458563,0.61960711
-5.03351676,6.22395402,0.01432380,2.01005268,0.04328144,2.26953887,2.99753741,1.29020347,0.96884513,0.60862590
-5.02751376,6.24115062,0.01421688,2.05495601,0.04175524,2.23306784,3.07068441,1.31017943,0.95244207,0.59741990
-5.02151076,6.25385564,0.01403754,2.09783622,0.04037064,2.19624142,3.14416636,1.32882493,0.93545106,0.58604046
-5.01550775,6.26157812,0.01378735,2.13832713,0.03914166,2.15908216,3.21720418,1.34582943,0.91793872,0.57453142
-5.00950475,6.26386906,0.01346923,2.17610687,0.03807770,2.12157481,3.28900726,1.36090733,0.89996426,0.56293225
-5.00350175,6.26032714,0.01308740,2.21089372,0.03718343,2.08367606,3.35877713,1.37380114,0.88158013,0.55128128
-4.99749875,6.25060061,0.01264725,2.24243975,0.03645876,2.04532450,3.42570967,1.38428322,0.86283274,0.53961905
-4.99149575,6.23438628,0.01215528,2.27052322,0.03589906,2.00645050,3.48899690,1.39215628,0.84376324,0.52799158
-4.98549275,6.21142676,0.01161884,2.29494058,0.03549538,1.96698573,3.54782913,1.39725316,0.82440846,0.51645327
-4.97948974,6.18150744,0.01104600,2.31549917,0.03523486,1.92687210,3.60139850,1.39943597,0.80480200,0.50506951
-4.97348674,6.14445435,0.01044531,2.33201146,0.03510129,1.88606996,3.64890491,1.39859519,0.78497552,0.49391877
-4.96748374,6.10013444,0.00982562,2.34429172,0.03507566,1.84456553,3.68956488,1.39464893,0.76496035,0.48309415
-4.96148074,6.04845916,0.00919581,2.35215567,0.03513686,1.80237748,3.72262403,1.38754279,0.74478943,0.47270426
-4.95547774,5.98939207,0.00856464,2.35542356,0.03526241,1.75956254,3.74737324,1.37725032,0.72449942,0.46287361
-4.94947474,5.92296085,0.00794052,2.35392670,0.03542922,1.71622030,3.76316841,1.36377441,0.70413330,0.45374227
-4.94347174,5.84927329,0.00733142,2.34751729,0.03561435,1.67249691,3.76945323,1.34714945,0.68374297,0.44546502
-4.93746873,5.76853682,0.00674467,2.33608105,0.03579578,1.62858783,3.76578406,1.32744427,0.66339212,0.43820999
-4.93146573,5.68108027,0.00618693,2.31955185,0.03595311,1.58473946,3.75185574,1.30476545,0.64315895,0.43215669
-4.92546273,5.58737640,0.00566407,2.29792743,0.03606818,1.54124958,3.72752687,1.27926092,0.62313880,0.42749381
-4.91945973,5.48806352,0.00518122,2.27128513,0.03612566,1.49846642,3.69284292,1.25112335,0.60344632,0.42441649
-4.91345673,5.38396409,0.00474268,2.23979639,0.03611351,1.45678642,3.64805565,1.22059290,0.58421714,0.42312334
-4.90745373,5.27609858,0.00435206,2.20373892,0.03602327,1.41665034,3.59363714,1.18795902,0.56560872,0.42381322
-4.90145073,5.16569273,0.00401225,2.16350542,0.03585032,1.37853786,3.53028721,1.15356090,0.54780034,0.42668169
-4.89544772,5.05417669,0.00372552,2.11960816,0.03559395,1.34296039,3.45893300,1.11778626,0.53099199,0.43191736
-4.88944472,4.94317501,0.00349358,2.07267845,0.03525728,1.31045230,3.38072024,1.08106823,0.51540209,0.43969792
-4.88344172,4.83448685,0.00331771,2.02346097,0.03484715,1.28156045,3.29699573,1.04388032,0.50126410,0.45018601
-4.87743872,4.73005623,0.00319877,1.97280262,0.03437379,1.25683222,3.20928139,1.00672933,0.48882177,0.46352496
-4.87143572,4.63193297,0.00313730,1.92163632,0.03385044,1.23680219,3.11924055,0.97014655,0.47832342,0.47983418
-4.86543272,4.54222507,0.00313361,1.87096011,0.03329289,1.22197780,3.02863750,0.93467724,0.47001511,0.49920458
-4.85942971,4.46304429,0.00318774,1.82181253,0.03271896,1.21282419,2.93929183,0.90086890,0.46413305,0.52169373
-4.85342671,4.39644663,0.00329958,1.77524500,0.03214789,1.20974884,2.85302931,0.86925871,0.46089542,0.54732105
-4.84742371,4.34437004,0.00346880,1.73229260,0.03159975,1.21308624,2.77163123,0.84036052,0.46049391,0.57606310
-4.84142071,4.30857170,0.00369488,1.69394419,0.03109484,1.22308335,2.69678422,0.81465203,0.46308532,0.60784907
-4.83541771,4.29056751,0.00397706,1.66111334,0.03065307,1.23988623,2.63003255,0.79256244,0.46878349,0.64255671
-4.82941471,4.29157609,0.00431432,1.63461096,0.03029339,1.26352849,2.57273470,0.77446126,0.47765210,0.68000900
-4.82341171,4.31246975,0.00470531,1.61512089,0.03003327,1.29392219,2.52602583,0.76064845,0.48969841,0.71997172
-4.81740870,4.35373441,0.00514830,1.60317917,0.02988824,1.33085154,2.49078748,0.75134639,0.50486858,0.76215226
-4.81140570,4.41544025,0.00564113,1.59915783,0.02987144,1.37397014,2.46762551,0.74669387,0.52304468,0.80620003
-4.80540270,4.49722433,0.00618110,1.60325353,0.02999331,1.42280190,2.45685664,0.74674217,0.54404363,0.85170861
-4.79939970,4.59828613,0.00676497,1.61548144,0.03026133,1.47674607,2.45850407,0.75145349,0.56761844,0.89821993
-4.79339670,4.71739619,0.00738889,1.63567425,0.03067980,1.53508652,2.47230168,0.76070152,0.59346154,0.94523074
-4.78739370,4.85291792,0.00804835,1.66348630,0.03124977,1.59700510,2.49770657,0.77427411,0.62121052,0.99220121
-4.78139070,5.00284172,0.00873818,1.69840244,0.03196900,1.66159913,2.53391883,0.79187796,0.65045605,1.03856584
-4.77538769,5.16483045,0.00945254,1.73975097,0.03283200,1.72790233,2.57990764,0.81314498,0.68075171,1.08374637
-4.76938469,5.33627473,0.01018495,1.78672046,0.03383015,1.79490898,2.63444248,0.83764015,0.71162564,1.12716644
-4.76338169,5.51435615,0.01092833,1.83837933,0.03495190,1.86160024,2.69612808,0.86487062,0.74259353,1.16826758
-4.75737869,5.69611636,0.01167507,1.89369786,0.03618301,1.92697196,2.76344175,0.89429570,0.77317251,1.20652594
-4.75137569,5.87852977,0.01241711,1.95157178,0.03750686,1.99006303,2.83477198,0.92533756,0.80289546,1.24146906
-4.74537269,6.05857745,0.01314608,2.01084678,0.03890480,2.04998297,2.90845693,0.95739240,0.83132523,1.27269219
-4.73936968,6.23331997,0.01385341,2.07034331,0.04035657,2.10593798,2.98282184,0.98984169,0.85806814,1.29987302
-4.73336668,6.39996686,0.01453050,2.12888123,0.04184071,2.15725424,3.05621466,1.02206357,0.88278633,1.32278453
-4.72736368,6.55594076,0.01516888,2.18530364,0.04333504,2.20339746,3.12703894,1.05344403,0.90520840,1.34130487
-4.72136068,6.69893445,0.01576040,2.23849965,0.04481716,2.24398807,3.19378377,1.08338770,0.92513791,1.35542398
-4.71535768,6.82695916,0.01629740,2.28742560,0.04626489,2.27881114,3.25505035,1.11132834,0.94245947,1.36524632
-4.70935468,6.93838322,0.01677291,2.33112460,0.04765679,2.30782083,3.30957497,1.13673863,0.95714203,1.37098950
-4.70335168,7.03196019,0.01718081,2.36874391,0.04897265,2.33113906,3.35624862,1.15913935,0.96923944,1.37297870
-4.69734867,7.10684609,0.01751601,2.39955025,0.05019394,2.34904841,3.39413296,1.17810773,0.97888809,1.37163693
-4.69134567,7.16260560,0.01777459,2.42294255,0.05130419,2.36197973,3.42247305,1.19328481,0.98630181,1.36747153
-4.68534267,7.19920773,0.01795389,2.43846222,0.05228944,2.37049475,3.44070680,1.20438180,0.99176433,1.36105723
-4.67933967,7.21701132,0.01805266,2.44580066,0.05313849,2.37526459,3.44847127,1.21118518,0.99561938,1.35301659
-4.67333667,7.21674125,0.01807103,2.44480385,0.05384322,2.37704493,3.44560595,1.21356042,0.99825914,1.34399847
-4.66733367,7.19945656,0.01801060,2.43547402,0.05439869,2.37664896,3.43215296,1.21145423,1.00011124,1.33465541
-4.66133067,7.16651145,0.01787436,2.41796822,0.05480331,2.37491902,3.40835423,1.20489518,1.00162494,1.32562097
-4.65532766,7.11951076,0.01766665,2.39259373,0.05505877,2.37269818,3.37464554,1.19399254,1.00325702,1.31748770
-4.64932466,7.06026116,0.01739306,2.35980042,0.05517000,2.37080275,3.33164740,1.17893351,1.00545782,1.31078700
-4.64332166,6.99071974,0.01706025,2.32017008,0.05514494,2.36999675,3.28015276,1.15997848,1.00865801,1.30597133
