energy_ev,total_up,C_s_up,C_p_up,Ca_p_up,Ca_d_up,S_s_up,S_p_up,Zr_p_up,Zr_d_up
-5.81390695,1.97838658,0.01822455,0.17075845,0.00411950,0.00000000,0.02686689,1.00844190,0.43318437,0.22713738
-5.80790395,1.94280090,0.01911792,0.16760365,0.00402896,0.00000000,0.02664396,0.98986246,0.42738980,0.22225550
-5.80190095,1.89664937,0.01993039,0.16342987,0.00392168,0.00000000,0.02626666,0.96611999,0.41930495,0.21613853
-5.79589795,1.84077710,0.02064864,0.15832733,0.00379853,0.00000000,0.02574654,0.93763438,0.40906773,0.20888694
-5.78989495,1.77629858,0.02126103,0.15240989,0.00366126,0.00000000,0.02509924,0.90496355,0.39687263,0.20063477
-5.78389195,1.70455907,0.02175815,0.14581157,0.00351241,0.00000000,0.02434416,0.86878400,0.38296370,0.19154437
-5.77788894,1.62709275,0.02213320,0.13868271,0.00335515,0.00000000,0.02350401,0.82986969,0.36762667,0.18180076
-5.77188594,1.54557907,0.02238237,0.13118583,0.00319324,0.00000000,0.02260437,0.78907037,0.35118067,0.17160579
-5.76588294,1.46179931,0.02250518,0.12349149,0.00303085,0.00000000,0.02167320,0.74729012,0.33396981,0.16117234
-5.75987994,1.37759453,0.02250462,0.11577425,0.00287251,0.00000000,0.02074034,0.70546663,0.31635494,0.15071871
-5.75387694,1.29482640,0.02238729,0.10820884,0.00272297,0.00000000,0.01983694,0.66455209,0.29870583,0.14046345
-5.74787394,1.21534155,0.02216335,0.10096664,0.00258712,0.00000000,0.01899497,0.62549576,0.28139404,0.13062078
-5.74187094,1.14094027,0.02184640,0.09421256,0.00246992,0.00000000,0.01824672,0.58922876,0.26478653,0.12139658
-5.73586793,1.07334962,0.02145323,0.08810243,0.00237630,0.00000000,0.01762428,0.55665093,0.24924012,0.11298509
-5.72986493,1.01420087,0.02100344,0.08278072,0.00231110,0.00000000,0.01715905,0.52861969,0.23509685,0.10556635
-5.72386193,0.96501098,0.02051897,0.07837873,0.00227901,0.00000000,0.01688128,0.50594085,0.22268021,0.09930419
-5.71785893,0.92716754,0.02002360,0.07501312,0.00228456,0.00000000,0.01681955,0.48936083,0.21229212,0.09434491
-5.71185593,0.90191638,0.01954232,0.07278471,0.00233199,0.00000000,0.01700029,0.47956008,0.20421059,0.09081633
-5.70585293,0.89035137,0.01910066,0.07177760,0.00242529,0.00000000,0.01744728,0.47714739,0.19868800,0.08882733
-5.69984992,0.89340563,0.01872408,0.07205830,0.00256813,0.00000000,0.01818110,0.48265465,0.19594981,0.08846767
-5.69384692,0.91184364,0.01843726,0.07367504,0.00276379,0.00000000,0.01921863,0.49653198,0.19619368,0.08980793
-5.68784392,0.94625425,0.01826346,0.07665721,0.00301518,0.00000000,0.02057247,0.51914317,0.19958893,0.09289970
-5.68184092,0.99704424,0.01822398,0.08101472,0.00332477,0.00000000,0.02225047,0.55076136,0.20627626,0.09777584
-5.67583792,1.06443304,0.01833760,0.08673754,0.00369456,0.00000000,0.02425514,0.59156529,0.21636779,0.10445083
-5.66983492,1.14844891,0.01862015,0.09379537,0.00412607,0.00000000,0.02658331,0.64163637,0.22994745,0.11292127
-5.66383192,1.24892748,0.01908419,0.10213745,0.00462033,0.00000000,0.02922569,0.70095715,0.24707172,0.12316659
-5.65782891,1.36551348,0.01973877,0.11169275,0.00517784,0.00000000,0.03216670,0.76941147,0.26777091,0.13514998
-5.65182591,1.49766667,0.02058933,0.12237050,0.00579864,0.00000000,0.03538435,0.84678709,0.29205093,0.14881975
-5.64582291,1.64467283,0.02163770,0.13406127,0.00648227,0.00000000,0.03885038,0.93278106,0.31989569,0.16411102
-5.63981991,1.80566056,0.02288222,0.14663860,0.00722786,0.00000000,0.04253061,1.02700833,0.35127011,0.18094805
-5.63381691,1.97962428,0.02431794,0.15996140,0.00803414,0.00000000,0.04638543,1.12901368,0.38612377,0.19924702
-5.62781391,2.16545358,0.02593698,0.17387697,0.00889958,0.00000000,0.05037072,1.23828711,0.42439504,0.21891946
-5.62181091,2.36196839,0.02772890,0.18822474,0.00982241,0.00000000,0.05443881,1.35428226,0.46601558,0.23987612
-5.61580790,2.56795911,0.02968112,0.20284070,0.01080074,0.00000000,0.05853978,1.47643734,0.51091506,0.26203134
-5.60980490,2.78223025,0.03177945,0.21756232,0.01183267,0.00000000,0.06262295,1.60419776,0.55902561,0.28530759
-5.60380190,3.00364560,0.03400854,0.23223385,0.01291632,0.00000000,0.06663844,1.73703932,0.61028595,0.30964017
-5.59779890,3.23117270,0.03635239,0.24671179,0.01404995,0.00000000,0.07053887,1.87449068,0.66464458,0.33498160
-5.59179590,3.46392385,0.03879472,0.26087024,0.01523197,0.00000000,0.07428102,2.01615356,0.72206178,0.36130559
-5.58579290,3.70119106,0.04131943,0.27460592,0.01646097,0.00000000,0.07782747,2.16171940,0.78251009,0.38861010
-5.57978989,3.94247218,0.04391082,0.28784245,0.01773569,0.00000000,0.08114802,2.31098079,0.84597286,0.41691936
-5.57378689,4.18748576,0.04655379,0.30053380,0.01905494,0.00000000,0.08422095,2.46383659,0.91244076,0.44628441
-5.56778389,4.43617278,0.04923399,0.31266641,0.02041752,0.00000000,0.08703390,2.62028955,0.98190608,0.47678203
-5.56178089,4.68868361,0.05193777,0.32425999,0.02182202,0.00000000,0.08958442,2.78043603,1.05435494,0.50851176
-5.55577789,4.94534990,0.05465208,0.33536672,0.02326669,0.00000000,0.09188014,2.94444737,1.12975742,0.54159107
-5.54977489,5.20664146,0.05736430,0.34606884,0.02474916,0.00000000,0.09393840,3.11254333,1.20805616,0.57614862
-5.54377189,5.47310930,0.06006199,0.35647454,0.02626626,0.00000000,0.09578554,3.28495845,1.28915375,0.61231569
-5.53776888,5.74531703,0.06273259,0.36671242,0.02781376,0.00000000,0.09745567,3.46190243,1.37289960,0.65021618
-5.53176588,6.02376349,0.06536314,0.37692451,0.02938612,0.00000000,0.09898915,3.64351656,1.45907704,0.68995539
-5.52576288,6.30880022,0.06793995,0.38725827,0.03097637,0.00000000,0.10043061,3.82982807,1.54739130,0.73160810
-5.51975988,6.60054800,0.07044840,0.39785786,0.03257588,0.00000000,0.10182682,4.02070494,1.63745937,0.77520654
-5.51375688,6.89881689,0.07287269,0.40885505,0.03417433,0.00000000,0.10322438,4.21581369,1.72880239,0.82072876
-5.50775388,7.20303444,0.07519579,0.42036027,0.03575967,0.00000000,0.10466730,4.41458262,1.82084126,0.86808812
-5.50175088,7.51218629,0.07739943,0.43245417,0.03731818,0.00000000,0.10619470,4.61617288,1.91289617,0.91712444
-5.49574787,7.82477322,0.07946418,0.44518026,0.03883466,0.00000000,0.10783859,4.81945949,2.00419037,0.96759750
-5.48974487,8.13878778,0.08136971,0.45853890,0.04029263,0.00000000,0.10962198,5.02302393,2.09385835,1.01918323
-5.48374187,8.45171295,0.08309508,0.47248303,0.04167466,0.00000000,0.11155732,5.22515941,2.18095855,1.07147324
-5.47773887,8.76054418,0.08461918,0.48691601,0.04296278,0.00000000,0.11364535,5.42388946,2.26449027,1.12397771
-5.47173587,9.06183489,0.08592119,0.50169168,0.04413889,0.00000000,0.11587442,5.61699955,2.34341431,1.17613192
-5.46573287,9.35176482,0.08698119,0.51661661,0.04518529,0.00000000,0.11822044,5.80208122,2.41667678,1.22730632
-5.45972986,9.62622876,0.08778068,0.53145481,0.04608517,0.00000000,0.12064721,5.97658715,2.48323508,1.27681994
-5.45372686,9.88094313,0.08830321,0.54593442,0.04682312,0.00000000,0.12310747,6.13789547,2.54208525,1.32395673
-5.44772386,10.11156598,0.08853492,0.55975638,0.04738562,0.00000000,0.12554428,6.28338076,2.59228949,1.36798428
-5.44172086,10.31382627,0.08846511,0.57260457,0.04776149,0.00000000,0.12789297,6.41048926,2.63300294,1.40817439
-5.43571786,10.48365698,0.08808669,0.58415720,0.04794229,0.00000000,0.13008342,6.51681521,2.66349850,1.44382458
-5.42971486,10.61732716,0.08739659,0.59409869,0.04792262,0.00000000,0.13204260,6.60017555,2.68318891,1.47427976
-5.42371186,10.71156746,0.08639607,0.60213180,0.04770034,0.00000000,0.13369733,6.65868004,2.69164508,1.49895327
-5.41770885,10.76368424,0.08509095,0.60798934,0.04727677,0.00000000,0.13497707,6.69079414,2.68861023,1.51734647
-5.41170585,10.77165799,0.08349169,0.61144492,0.04665665,0.00000000,0.13581672,6.69539231,2.67400911,1.52906599
-5.40570285,10.73422215,0.08161344,0.61232235,0.04584815,0.00000000,0.13615910,6.67179994,2.64795229,1.53383812
-5.39969985,10.65091956,0.07947594,0.61050331,0.04486272,0.00000000,0.13595737,6.61982228,2.61073535,1.53151958
-5.39369685,10.52213445,0.07710330,0.60593279,0.04371485,0.00000000,0.13517687,6.53975971,2.56283317,1.52210452
-5.38769385,10.34909921,0.07452374,0.59862224,0.04242176,0.00000000,0.13379658,6.43240881,2.50488967,1.50572717
-5.38169085,10.13387578,0.07176921,0.58865025,0.04100312,0.00000000,0.13181015,6.29904952,2.43770352,1.48266034
-5.37568784,9.87931272,0.06887490,0.57616072,0.03948055,0.00000000,0.12922618,6.14141899,2.36221042,1.45330960
-5.36968484,9.58897991,0.06587875,0.56135863,0.03787726,0.00000000,0.12606811,5.96167334,2.27946273,1.41820358
-5.36368184,9.26708331,0.06282080,0.54450363,0.03621754,0.00000000,0.12237347,5.76233873,2.19060711,1.37798060
-5.35767884,8.91836322,0.05974259,0.52590165,0.03452634,0.00000000,0.11819259,5.54625353,2.09686106,1.33337218
-5.35167584,8.54797962,0.05668645,0.50589511,0.03282876,0.00000000,0.11358694,5.31650372,1.99948896,1.28518407
-5.34567284,8.16138851,0.05369476,0.48485180,0.03114967,0.00000000,0.10862704,5.07635346,1.89977841,1.23427543
-5.33966983,7.76421368,0.05080928,0.46315332,0.02951318,0.00000000,0.10339005,4.82917315,1.79901739,1.18153678
-5.33366683,7.36211766,0.04807039,0.44118308,0.02794235,0.00000000,0.09795731,4.57836712,1.69847283,1.12786767
-5.32766383,6.96067610,0.04551641,0.41931481,0.02645873,0.00000000,0.09241168,4.32730297,1.59937093,1.07415454
-5.32166083,6.56525918,0.04318290,0.39790160,0.02508212,0.00000000,0.08683503,4.07924454,1.50287964,1.02124963
-5.31565783,6.18092332,0.04110212,0.37726613,0.02383021,0.00000000,0.08130583,3.83729025,1.41009344,0.96995149
-5.30965483,5.81231614,0.03930241,0.35769238,0.02271840,0.00000000,0.07589700,3.60431830,1.32202064,0.92098775
-5.30365183,5.46359689,0.03780775,0.33941897,0.02175958,0.00000000,0.07067408,3.38294003,1.23957315,0.87500052
-5.29764882,5.13837429,0.03663736,0.32263450,0.02096403,0.00000000,0.06569380,3.17546239,1.16355893,0.83253492
-5.29164582,4.83966266,0.03580538,0.30747489,0.02033933,0.00000000,0.06100301,2.98386019,1.09467675,0.79403095
-5.28564282,4.56985711,0.03532069,0.29402274,0.01989031,0.00000000,0.05663814,2.80975869,1.03351350,0.75981891
-5.27963982,4.33072769,0.03518674,0.28230877,0.01961914,0.00000000,0.05262499,2.65442624,0.98054359,0.73011845
-5.27363682,4.12343165,0.03540158,0.27231509,0.01952542,0.00000000,0.04897900,2.51877718,0.93613048,0.70504113
-5.26763382,3.94854272,0.03595782,0.26398009,0.01960630,0.00000000,0.04570591,2.40338404,0.90053003,0.68459635
-5.26163082,3.80609555,0.03684284,0.25720486,0.01985674,0.00000000,0.04280263,2.30849844,0.87389538,0.66870029
-5.25562781,3.69564302,0.03803895,0.25186062,0.02026973,0.00000000,0.04025849,2.23407949,0.85628324,0.65718763
-5.24962481,3.61632368,0.03952365,0.24779694,0.02083667,0.00000000,0.03805659,2.17982820,0.84766108,0.64982520
-5.24362181,3.56693631,0.04126997,0.24485033,0.02154763,0.00000000,0.03617528,2.14522645,0.84791509,0.64632739
-5.23761881,3.54601835,0.04324686,0.24285288,0.02239183,0.00000000,0.03458966,2.12957869,0.85685849,0.64637226
-5.23161581,3.55192470,0.04541960,0.24164046,0.02335795,0.00000000,0.03327302,2.13205447,0.87423983,0.64961792
-5.22561281,3.58290362,0.04775030,0.24106025,0.02443456,0.00000000,0.03219827,2.15172992,0.89975100,0.65571841
-5.21960980,3.63716635,0.05019843,0.24097724,0.02561048,0.00000000,0.03133905,2.18762638,0.93303460,0.66433821
-5.21360680,3.71294765,0.05272140,0.24127938,0.02687514,0.00000000,0.03067076,2.23874441,0.97369041,0.67516500
-5.20760380,3.80855457,0.05527520,0.24188131,0.02821886,0.00000000,0.03017134,2.30409170,1.02128068,0.68791991
-5.20160080,3.92240163,0.05781504,0.24272629,0.02963307,0.00000000,0.02982174,2.38270376,1.07533417,0.70236483
-5.19559780,4.05303110,0.06029609,0.24378662,0.03111047,0.00000000,0.02960617,2.47365643,1.13534876,0.71830660
-5.18959480,4.19911783,0.06267422,0.24506219,0.03264510,0.00000000,0.02951212,2.57607005,1.20079276,0.73559772
-5.18359180,4.35945902,0.06490675,0.24657757,0.03423228,0.00000000,0.02953013,2.68910523,1.27110487,0.75413379
-5.17758879,4.53295018,0.06695322,0.24837761,0.03586851,0.00000000,0.02965336,2.81195101,1.34569327,0.77384783
-5.17158579,4.71854921,0.06877621,0.25052194,0.03755124,0.00000000,0.02987704,2.94380636,1.42393401,0.79470181
-5.16558279,4.91523135,0.07034198,0.25307852,0.03927860,0.00000000,0.03019776,3.08385672,1.50516910,0.81667608
-5.15957979,5.12193853,0.07162128,0.25611678,0.04104902,0.00000000,0.03061277,3.23124750,1.58870505,0.83975717
-5.15357679,5.33752679,0.07258986,0.25970051,0.04286085,0.00000000,0.03111919,3.38505671,1.67381213,0.86392506
-5.14757379,5.56071595,0.07322908,0.26388104,0.04471197,0.00000000,0.03171332,3.54426917,1.75972514,0.88914042
-5.14157079,5.79004556,0.07352627,0.26869099,0.04659933,0.00000000,0.03239003,3.70775462,1.84564607,0.91533293
-5.13556778,6.02384088,0.07347502,0.27413901,0.04851863,0.00000000,0.03314228,3.87425205,1.93074929,0.94239141
-5.12956478,6.26019236,0.07307533,0.28020566,0.05046402,0.00000000,0.03396073,4.04236202,2.01418937,0.97015635
-5.12356178,6.49695094,0.07233356,0.28684083,0.05242785,0.00000000,0.03483364,4.21054868,2.09511197,0.99841561
-5.11755878,6.73174101,0.07126225,0.29396270,0.05440058,0.00000000,0.03574689,4.37715213,2.17266755,1.02690353
-5.11155578,6.96199138,0.06987980,0.30145841,0.05637080,0.00000000,0.03668415,4.54041156,2.24602785,1.05530368
-5.10555278,7.18498380,0.06820998,0.30918638,0.05832533,0.00000000,0.03762735,4.69849862,2.31440447,1.08325517
-5.09954977,7.39791707,0.06628130,0.31698018,0.06024949,0.00000000,0.03855719,4.84955973,2.37706913,1.11036226
-5.09354677,7.59798403,0.06412631,0.32465374,0.06212745,0.00000000,0.03945383,4.99176570,2.43337438,1.13620683
-5.08754377,7.78245745,0.06178079,0.33200769,0.06394272,0.00000000,0.04029762,5.12336599,2.48277407,1.16036288
-5.08154077,7.94878044,0.05928286,0.33883654,0.06567863,0.00000000,0.04106997,5.24274493,2.52484219,1.18241251
-5.07553777,8.09465632,0.05667213,0.34493625,0.06731893,0.00000000,0.04175409,5.34847665,2.55928911,1.20196217
-5.06953477,8.21813289,0.05398874,0.35011192,0.06884835,0.00000000,0.04233579,5.43937573,2.58597394,1.21865848
-5.06353177,8.31767626,0.05127250,0.35418519,0.07025314,0.00000000,0.04280411,5.51454041,2.60491225,1.23220265
-5.05752876,8.39222978,0.04856204,0.35700106,0.07152159,0.00000000,0.04315189,5.57338577,2.61627827,1.24236256
-5.05152576,8.44125456,0.04589406,0.35843366,0.07264443,0.00000000,0.04337611,5.61566476,2.62040104,1.24898201
-5.04552276,8.46474906,0.04330259,0.35839097,0.07361511,0.00000000,0.04347813,5.64147567,2.61775455,1.25198647
-5.03951976,8.46324640,0.04081838,0.35681799,0.07442998,0.00000000,0.04346365,5.65125530,2.60894181,1.25138508
-5.03351676,8.43778929,0.03846843,0.35369855,0.07508837,0.00000000,0.04334252,5.64575799,2.59467357,1.24726894
-5.02751376,8.38988377,0.03627553,0.34905543,0.07559242,0.00000000,0.04312837,5.62602151,2.57574233,1.23980557
-5.02151076,8.32143421,0.03425797,0.34294906,0.07594693,0.00000000,0.04283805,5.59332142,2.55299302,1.22923018
-5.01550775,8.23466285,0.03242939,0.33547474,0.07615896,0.00000000,0.04249090,5.54911623,2.52729138,1.21583411
-5.00950475,8.13201800,0.03079864,0.32675860,0.07623741,0.00000000,0.04210796,5.49498614,2.49949173,1.19995117
-5.00350175,8.01607572,0.02936981,0.31695258,0.07619252,0.00000000,0.04171106,5.43256845,2.47040553,1.18194261
-4.99749875,7.88943971,0.02814236,0.30622859,0.07603532,0.00000000,0.04132189,5.36349275,2.44077213,1.16218165
-4.99149575,7.75464423,0.02711132,0.29477214,0.07577704,0.00000000,0.04096109,5.28931908,2.41123318,1.14103814
-4.98549275,7.61406471,0.02626760,0.28277588,0.07542857,0.00000000,0.04064734,5.21148186,2.38231163,1.11886446
-4.97948974,7.46983979,0.02559836,0.27043305,0.07499995,0.00000000,0.04039662,5.13124201,2.35439634,1.09598294
-4.97348674,7.32380808,0.02508745,0.25793145,0.07449994,0.00000000,0.04022146,5.04964932,2.32773272,1.07267564
-4.96748374,7.17746195,0.02471597,0.24544789,0.07393567,0.00000000,0.04013048,4.96751640,2.30241983,1.04917677
-4.96148074,7.03191974,0.02446281,0.23314340,0.07331236,0.00000000,0.04012798,4.88540497,2.27841365,1.02566794
-4.95547774,6.88791696,0.02430528,0.22115948,0.07263321,0.00000000,0.04021379,4.80362462,2.25553642,1.00227649
-4.94947474,6.74581578,0.02421972,0.20961528,0.07189940,0.00000000,0.04038325,4.72224376,2.23349122,0.97907662
-4.94347174,6.60563201,0.02418220,0.19860592,0.07111017,0.00000000,0.04062741,4.64111166,2.21188125,0.95609331
-4.93746873,6.46707716,0.02416910,0.18820190,0.07026305,0.00000000,0.04093339,4.55989038,2.19023263,0.93330861
-4.93146573,6.32961356,0.02415777,0.17844953,0.06935419,0.00000000,0.04128495,4.47809468,2.16801982,0.91066985
-4.92546273,6.19251922,0.02412710,0.16937240,0.06837877,0.00000000,0.04166313,4.39513816,2.14469259,0.88809947
-4.91945973,6.05495966,0.02405804,0.16097358,0.06733146,0.00000000,0.04204704,4.31038329,2.11970327,0.86550573
-4.91345673,5.91606308,0.02393404,0.15323864,0.06620702,0.00000000,0.04241474,4.22319321,2.09253355,0.84279395
-4.90745373,5.77499578,0.02374140,0.14613912,0.06500078,0.00000000,0.04274415,4.13298313,2.06271952,0.81987767
-4.90145073,5.63103459,0.02346958,0.13963646,0.06370922,0.00000000,0.04301399,4.03926909,2.02987429,0.79668926
-4.89544772,5.48363332,0.02311134,0.13368598,0.06233052,0.00000000,0.04320466,3.94171216,1.99370741,0.77318953
-4.88944472,5.33248063,0.02266282,0.12824101,0.06086501,0.00000000,0.04329908,3.84015641,1.95404038,0.74937592
-4.88344172,5.17754696,0.02212350,0.12325671,0.05931555,0.00000000,0.04328339,3.73465886,1.91081780,0.72528905
-4.87743872,5.01911878,0.02149606,0.11869372,0.05768784,0.00000000,0.04314758,3.62551047,1.86411384,0.70101721
-4.87143572,4.85781878,0.02078620,0.11452122,0.05599059,0.00000000,0.04288591,3.51324719,1.81413380,0.67669882
-4.86543272,4.69461122,0.02000232,0.11071953,0.05423551,0.00000000,0.04249714,3.39865047,1.76121081,0.65252252
-4.85942971,4.53079211,0.01915517,0.10728201,0.05243726,0.00000000,0.04198460,3.28273726,1.70579768,0.62872520
-4.85342671,4.36796473,0.01825749,0.10421629,0.05061317,0.00000000,0.04135608,3.16673964,1.64845428,0.60558773
-4.84742371,4.20800114,0.01732356,0.10154471,0.04878283,0.00000000,0.04062349,3.05207487,1.58983099,0.58342871
-4.84142071,4.05299124,0.01636880,0.09930408,0.04696762,0.00000000,0.03980235,2.94030680,1.53064862,0.56259644
-4.83541771,3.90518123,0.01540934,0.09754469,0.04519004,0.00000000,0.03891113,2.83310007,1.47167578,0.54345931
-4.82941471,3.76690373,0.01446165,0.09632863,0.04347300,0.00000000,0.03797054,2.73216877,1.41370443,0.52639497
-4.82341171,3.64050226,0.01354218,0.09572760,0.04183910,0.00000000,0.03700260,2.63922153,1.35752460,0.51177868
-4.81740870,3.52825293,0.01266708,0.09582004,0.04030983,0.00000000,0.03602977,2.55590506,1.30389934,0.49997120
-4.81140570,3.43228624,0.01185192,0.09668805,0.03890478,0.00000000,0.03507404,2.48374828,1.25354081,0.49130660
-4.80540270,3.35451223,0.01111158,0.09841387,0.03764096,0.00000000,0.03415607,2.42410934,1.20708865,0.48608049
-4.79939970,3.29655156,0.01046008,0.10107625,0.03653212,0.00000000,0.03329440,2.37812741,1.16509126,0.48453903
-4.79339670,3.25967540,0.00991055,0.10474681,0.03558832,0.00000000,0.03250475,2.34668127,1.12799111,0.48686911
-4.78739370,3.24475645,0.00947523,0.10948652,0.03481546,0.00000000,0.03179955,2.33035618,1.09611428,0.49319010
-4.78139070,3.25223279,0.00916550,0.11534238,0.03421511,0.00000000,0.03118752,2.32942051,1.06966486,0.50354745
-4.77538769,3.28208613,0.00899199,0.12234453,0.03378447,0.00000000,0.03067355,2.34381284,1.04872432,0.51790844
-4.76938469,3.33383526,0.00896462,0.13050383,0.03351646,0.00000000,0.03025866,2.37314013,1.03325567,0.53616021
-4.76338169,3.40654478,0.00909278,0.13981010,0.03340004,0.00000000,0.02994022,2.41668699,1.02311209,0.55811029
-4.75737869,3.49884889,0.00938532,0.15023095,0.03342064,0.00000000,0.02971228,2.47343564,1.01804961,0.58348956
-4.75137569,3.60898914,0.00985070,0.16171147,0.03356076,0.00000000,0.02956607,2.54209577,1.01774291,0.61195769
-4.74537269,3.73486480,0.01049696,0.17417464,0.03380062,0.00000000,0.02949064,2.62114307,1.02180344,0.64311088
-4.73936968,3.87409365,0.01133171,0.18752256,0.03411897,0.00000000,0.02947349,2.70886492,1.02979894,0.67649165
-4.73336668,4.02408101,0.01236202,0.20163839,0.03449383,0.00000000,0.02950135,2.80341151,1.04127318,0.71160050
-4.72736368,4.18209433,0.01359428,0.21638907,0.03490336,0.00000000,0.02956091,2.90285031,1.05576499,0.74790891
-4.72136068,4.34534040,0.01503395,0.23162857,0.03532662,0.00000000,0.02963953,3.00522204,1.07282571,0.78487338
-4.71535768,4.51104262,0.01668528,0.24720170,0.03574427,0.00000000,0.02972586,3.10859585,1.09203411,0.82194997
-4.70935468,4.67651528,0.01855098,0.26294818,0.03613920,0.00000000,0.02981044,3.21112194,1.11300831,0.85860892
-4.70335168,4.83923261,0.02063177,0.27870706,0.03649707,0.00000000,0.02988612,3.31107986,1.13541415,0.89434869
-4.69734867,4.99689017,0.02292602,0.29432101,0.03680664,0.00000000,0.02994836,3.40692083,1.15896994,0.92870923
-4.69134567,5.14745704,0.02542929,0.30964066,0.03706009,0.00000000,0.02999544,3.49730302,1.18344751,0.96128375
-4.68534267,5.28921737,0.02813395,0.32452856,0.03725302,0.00000000,0.03002847,3.58111886,1.20866990,0.99172879
-4.67933967,5.42080053,0.03102880,0.33886283,0.03738448,0.00000000,0.03005130,3.65751409,1.23450613,1.01977232
-4.67333667,5.54119991,0.03409880,0.35254026,0.03745677,0.00000000,0.03007032,3.72589822,1.26086363,1.04521959
-4.66733367,5.64978027,0.03732489,0.36547886,0.03747518,0.00000000,0.03009413,3.78594699,1.28767906,1.06795663
-4.66133067,5.74627483,0.04068390,0.37761983,0.03744755,0.00000000,0.03013314,3.83759719,1.31490835,1.08795151
-4.65532766,5.83077289,0.04414868,0.38892876,0.03738393,0.00000000,0.03019910,3.88103496,1.34251670,1.10525336
-4.64932466,5.90369975,0.04768830,0.39939636,0.03729601,0.00000000,0.03030458,3.91667847,1.37046926,1.11998927
-4.64332166,5.96579013,0.05126845,0.40903840,0.03719667,0.00000000,0.03046249,3.94515619,1.39872321,1.13235950
