energy_ev,total_up,Cd_p_up,Cd_d_up,P_s_up,P_p_up,Te_p_up,Te_d_up
-5.52576288,0.82782575,0.24122278,0.09361267,0.01331160,0.22638206,0.17036125,0.00000000
-5.51975988,0.77586810,0.23744019,0.08831738,0.01432952,0.21214668,0.16277132,0.00000000
-5.51375688,0.73568387,0.23886475,0.08415208,0.01583148,0.19999413,0.16025463,0.00000000
-5.50775388,0.70739821,0.24547418,0.08116745,0.01782389,0.19009768,0.16256032,0.00000000
-5.50175088,0.69110455,0.25724406,0.07940752,0.02031466,0.18260906,0.16945671,0.00000000
-5.49574787,0.68684688,0.27413653,0.07890742,0.02331194,0.17765396,0.18072578,0.00000000
-5.48974487,0.69460057,0.29608782,0.07969119,0.02682275,0.17532781,0.19615561,0.00000000
-5.48374187,0.71425269,0.32299534,0.08176952,0.03085135,0.17569209,0.21553142,0.00000000
-5.47773887,0.74558259,0.35470496,0.08513775,0.03539762,0.17877118,0.23862571,0.00000000
-5.47173587,0.78824352,0.39099899,0.08977398,0.04045538,0.18454968,0.26518832,0.00000000
-5.46573287,0.84174638,0.43158575,0.09563747,0.04601082,0.19297040,0.29493698,0.00000000
-5.45972986,0.90544613,0.47609122,0.10266738,0.05204098,0.20393287,0.32754902,0.00000000
-5.45372686,0.97853210,0.52405341,0.11078188,0.05851257,0.21729264,0.36265480,0.00000000
-5.44772386,1.06002260,0.57492001,0.11987782,0.06538101,0.23286132,0.39983345,0.00000000
-5.44172086,1.14876494,0.62804967,0.12983088,0.07258982,0.25040752,0.43861117,0.00000000
-5.43571786,1.24344111,0.68271727,0.14049644,0.08007054,0.26965869,0.47846256,0.00000000
-5.42971486,1.34257983,0.73812320,0.15171098,0.08774299,0.29030411,0.51881508,0.00000000
-5.42371186,1.44457504,0.79340674,0.16329432,0.09551615,0.31199894,0.55905658,0.00000000
-5.41770885,1.54771078,0.84766313,0.17505251,0.10328943,0.33436944,0.59854583,0.00000000
-5.41170585,1.65019229,0.89996400,0.18678133,0.11095456,0.35701938,0.63662579,0.00000000
-5.40570285,1.75018252,0.94938046,0.19827049,0.11839782,0.37953754,0.67263908,0.00000000
-5.39969985,1.84584330,0.99500814,0.20930833,0.12550272,0.40150617,0.70594509,0.00000000
-5.39369685,1.93537988,1.03599309,0.21968688,0.13215300,0.42251036,0.73593821,0.00000000
-5.38769385,2.01708753,1.07155778,0.22920716,0.13823578,0.44214790,0.76206620,0.00000000
-5.38169085,2.08939847,1.10102592,0.23768460,0.14364482,0.46003958,0.78384819,0.00000000
-5.37568784,2.15092762,1.12384520,0.24495427,0.14828378,0.47583939,0.80089130,0.00000000
-5.36968484,2.20051533,1.13960697,0.25087585,0.15206927,0.48924447,0.81290546,0.00000000
-5.36368184,2.23726549,1.14806204,0.25533804,0.15493359,0.50000432,0.81971548,0.00000000
-5.35767884,2.26057750,1.14913195,0.25826234,0.15682712,0.50792900,0.82127020,0.00000000
-5.35167584,2.27017093,1.14291523,0.25960597,0.15772016,0.51289593,0.81764813,0.00000000
-5.34567284,2.26610177,1.12968846,0.25936384,0.15760420,0.51485506,0.80905954,0.00000000
-5.33966983,2.24876969,1.10990209,0.25756955,0.15649255,0.51383224,0.79584484,0.00000000
-5.33366683,2.21891592,1.08417131,0.25429520,0.15442032,0.50993038,0.77846950,0.00000000
-5.32766383,2.17761198,1.05326224,0.24965030,0.15144373,0.50332866,0.75751570,0.00000000
-5.32166083,2.12623940,1.01807426,0.24377948,0.14763878,0.49427944,0.73367106,0.00000000
-5.31565783,2.06646135,0.97961888,0.23685938,0.14309935,0.48310317,0.70771501,0.00000000
-5.30965483,2.00018682,0.93899611,0.22909464,0.13793485,0.47018127,0.68050308,0.00000000
-5.30365183,1.92952864,0.89736909,0.22071318,0.13226740,0.45594725,0.65294984,0.00000000
-5.29764882,1.85675649,0.85593759,0.21196092,0.12622870,0.44087623,0.62601078,0.00000000
-5.29164582,1.78424590,0.81591126,0.20309605,0.11995681,0.42547326,0.60066354,0.00000000
-5.28564282,1.71442475,0.77848311,0.19438306,0.11359270,0.41026054,0.57788892,0.00000000
-5.27963982,1.64971812,0.74480364,0.18608665,0.10727692,0.39576411,0.55865181,0.00000000
-5.27363682,1.59249275,0.71595627,0.17846554,0.10114632,0.38250008,0.54388221,0.00000000
-5.26763382,1.54500187,0.69293399,0.17176654,0.09533095,0.37096092,0.53445652,0.00000000
-5.26163082,1.50933141,0.67661775,0.16621872,0.08995127,0.36160202,0.53117901,0.00000000
-5.25562781,1.48734834,0.66775655,0.16202794,0.08511557,0.35482892,0.53476371,0.00000000
-5.24962481,1.48065183,0.66694955,0.15937178,0.08091778,0.35098537,0.54581656,0.00000000
-5.24362181,1.49052824,0.67463014,0.15839490,0.07743564,0.35034271,0.56481818,0.00000000
-5.23761881,1.51791056,0.69105243,0.15920497,0.07472920,0.35309072,0.59210732,0.00000000
-5.23161581,1.56334341,0.71628027,0.16186927,0.07283976,0.35933026,0.62786540,0.00000000
-5.22561281,1.62695454,0.75017926,0.16641191,0.07178912,0.36906794,0.67210258,0.00000000
-5.21960980,1.70843399,0.79241213,0.17281195,0.07157934,0.38221316,0.72464595,0.00000000
-5.21360680,1.80702208,0.84243797,0.18100237,0.07219275,0.39857753,0.78513058,0.00000000
-5.20760380,1.92150745,0.89951583,0.19087002,0.07359248,0.41787708,0.85299405,0.00000000
-5.20160080,2.05023615,0.96271321,0.20225675,0.07572329,0.43973718,0.92747544,0.00000000
-5.19559780,2.19113282,1.03091963,0.21496163,0.07851289,0.46370031,1.00761931,0.00000000
-5.18959480,2.34173450,1.10286584,0.22874436,0.08187356,0.48923655,1.09228554,0.00000000
-5.18359180,2.49923738,1.17714839,0.24333003,0.08570427,0.51575680,1.18016525,0.00000000
-5.17758879,2.66055613,1.25225961,0.25841495,0.08989309,0.54262817,1.26980324,0.00000000
-5.17158579,2.82239511,1.32662242,0.27367373,0.09431998,0.56919155,1.35962671,0.00000000
-5.16558279,2.98132995,1.39862927,0.28876723,0.09885984,0.59478050,1.44798003,0.00000000
-5.15957979,3.13389741,1.46668409,0.30335144,0.10338587,0.61874115,1.53316455,0.00000000
-5.15357679,3.27669090,1.52924605,0.31708676,0.10777297,0.64045231,1.61348265,0.00000000
-5.14757379,3.40645856,1.58487356,0.32964767,0.11190135,0.65934511,1.68728434,0.00000000
-5.14157079,3.52020026,1.63226694,0.34073221,0.11565992,0.67492140,1.75301489,0.00000000
-5.13556778,3.61525987,1.67030789,0.35007105,0.11894968,0.68677026,1.80926153,0.00000000
-5.12956478,3.68940903,1.69809438,0.35743577,0.12168675,0.69458188,1.85479737,0.00000000
-5.12356178,3.74091891,1.71496918,0.36264601,0.12380495,0.69815823,1.88862048,0.00000000
-5.11755878,3.76861664,1.72054093,0.36557506,0.12525799,0.69742018,1.90998651,0.00000000
-5.11155578,3.77192413,1.71469676,0.36615390,0.12602092,0.69241060,1.91843317,0.00000000
-5.10555278,3.75087720,1.69760580,0.36437319,0.12609105,0.68329346,1.91379551,0.00000000
-5.09954977,3.70612423,1.66971350,0.36028338,0.12548794,0.67034897,1.89621113,0.00000000
-5.09354677,3.63890434,1.63172704,0.35399276,0.12425286,0.65396479,1.86611512,0.00000000
-5.08754377,3.55100596,1.58459253,0.34566360,0.12244733,0.63462409,1.82422490,0.00000000
-5.08154077,3.44470770,1.52946496,0.33550654,0.12015107,0.61289055,1.77151566,0.00000000
-5.07553777,3.32270426,1.46767257,0.32377351,0.11745930,0.58939133,1.70918760,0.00000000
-5.06953477,3.18802045,1.40067695,0.31074942,0.11447949,0.56479846,1.63862642,0.00000000
-5.06353177,3.04391727,1.33003091,0.29674301,0.11132778,0.53980954,1.56135897,0.00000000
-5.05752876,2.89379393,1.25733574,0.28207735,0.10812503,0.51512852,1.47900598,0.00000000
-5.05152576,2.74108992,1.18419981,0.26708020,0.10499289,0.49144712,1.39323404,0.00000000
-5.04552276,2.58919085,1.11219982,0.25207473,0.10204977,0.46942768,1.30570869,0.00000000
-5.03951976,2.44134168,1.04284637,0.23737096,0.09940711,0.44968791,1.21805075,0.00000000
-5.03351676,2.30057019,0.97755470,0.22325813,0.09716591,0.43278790,1.13179718,0.00000000
-5.02751376,2.16962298,0.91762137,0.20999830,0.09541372,0.41921980,1.04836806,0.00000000
-5.02151076,2.05091566,0.86420733,0.19782134,0.09422214,0.40940015,0.96904042,0.00000000
-5.01550775,1.94649796,0.81832731,0.18692135,0.09364505,0.40366503,0.89492949,0.00000000
-5.00950475,1.85803381,0.78084527,0.17745458,0.09371737,0.40226788,0.82697750,0.00000000
-5.00350175,1.78679587,0.75247530,0.16953885,0.09445463,0.40537971,0.76594974,0.00000000
-4.99749875,1.73367309,0.73378708,0.16325418,0.09585317,0.41309156,0.71243724,0.00000000
-4.99149575,1.69918973,0.72521497,0.15864468,0.09789106,0.42541872,0.66686519,0.00000000
-4.98549275,1.68353347,0.72706944,0.15572134,0.10052955,0.44230644,0.62950597,0.00000000
-4.97948974,1.68659042,0.73954981,0.15446558,0.10371511,0.46363656,0.60049554,0.00000000
-4.97348674,1.70798431,0.76275697,0.15483326,0.10738187,0.48923477,0.57985177,0.00000000
-4.96748374,1.74711740,0.79670505,0.15675894,0.11145434,0.51887807,0.56749359,0.00000000
-4.96148074,1.80321081,0.84133105,0.16016014,0.11585038,0.55230191,0.56325939,0.00000000
-4.95547774,1.87534191,0.89650163,0.16494140,0.12048418,0.58920692,0.56692392,0.00000000
-4.94947474,1.96247712,0.96201645,0.17099789,0.12526912,0.62926471,0.57821246,0.00000000
-4.94347174,2.06349863,1.03760780,0.17821852,0.13012056,0.67212274,0.59681179,0.00000000
-4.93746873,2.17722418,1.12293643,0.18648842,0.13495820,0.71740796,0.62237746,0.00000000
-4.93146573,2.30241942,1.21758381,0.19569063,0.13970807,0.76472938,0.65453723,0.00000000
-4.92546273,2.43780295,1.32104138,0.20570713,0.14430408,0.81367942,0.69289071,0.00000000
-4.91945973,2.58204483,1.43269754,0.21641922,0.14868904,0.86383437,0.73700585,0.00000000
-4.91345673,2.73375953,1.55182341,0.22770728,0.15281509,0.91475401,0.78641267,0.00000000
-4.90745373,2.89149489,1.67755869,0.23945001,0.15664370,0.96598095,0.84059520,0.00000000
-4.90145073,3.05371918,1.80889885,0.25152351,0.16014516,1.01703973,0.89898262,0.00000000
-4.89544772,3.21880809,1.94468522,0.26380008,0.16329760,1.06743637,0.96094072,0.00000000
-4.88944472,3.38503421,2.08359934,0.27614723,0.16608583,1.11665862,1.02576477,0.00000000
-4.88344172,3.55056092,2.22416297,0.28842686,0.16849986,1.16417741,1.09267491,0.00000000
-4.87743872,3.71344296,2.36474495,0.30049495,0.17053338,1.20944976,1.16081502,0.00000000
-4.87143572,3.87163515,2.50357561,0.31220183,0.17218228,1.25192351,1.22925596,0.00000000
-4.86543272,4.02301053,2.63876947,0.32339317,0.17344335,1.29104410,1.29700359,0.00000000
-4.85942971,4.16538860,2.76835611,0.33391179,0.17431311,1.32626321,1.36301193,0.00000000
-4.85342671,4.29657349,2.89031897,0.34360019,0.17478714,1.35704950,1.42620133,0.00000000
-4.84742371,4.41440134,3.00264105,0.35230393,0.17485970,1.38290089,1.48548135,0.00000000
-4.84142071,4.51679533,3.10335619,0.35987561,0.17452371,1.40335826,1.53977749,0.00000000
-4.83541771,4.60182625,3.19060412,0.36617929,0.17377129,1.41801972,1.58806073,0.00000000
-4.82941471,4.66777592,3.26268710,0.37109519,0.17259446,1.42655512,1.62937872,0.00000000
-4.82341171,4.71320015,3.31812562,0.37452447,0.17098632,1.42871983,1.66288692,0.00000000
-4.81740870,4.73698808,3.35571067,0.37639358,0.16894229,1.42436716,1.68787836,0.00000000
-4.81140570,4.73841433,3.37455011,0.37665825,0.16646152,1.41345858,1.70381016,0.00000000
-4.80540270,4.71718080,3.37410648,0.37530653,0.16354822,1.39607110,1.71032562,0.00000000
-4.79939970,4.67344535,3.35422453,0.37236082,0.16021290,1.37240123,1.70727027,0.00000000
-4.79339670,4.60783508,3.31514665,0.36787873,0.15647336,1.34276502,1.69470122,0.00000000
-4.78739370,4.52144288,3.25751518,0.36195252,0.15235522,1.30759405,1.67288878,0.00000000
-4.78139070,4.41580652,3.18236120,0.35470716,0.14789223,1.26742722,1.64231035,0.00000000
-4.77538769,4.29287081,3.09108015,0.34629704,0.14312594,1.22289859,1.60363657,0.00000000
-4.76938469,4.15493399,2.98539492,0.33690141,0.13810503,1.17472164,1.55771031,0.00000000
-4.76338169,4.00458058,2.86730824,0.32671877,0.13288414,1.12367059,1.50551943,0.00000000
-4.75737869,3.84460348,2.73904603,0.31596033,0.12752234,1.07055945,1.44816451,0.00000000
-4.75137569,3.67791884,2.60299448,0.30484307,0.12208129,1.01621973,1.38682310,0.00000000
-4.74537269,3.50747743,2.46163312,0.29358247,0.11662315,0.96147777,1.32271199,0.00000000
-4.73936968,3.33617647,2.31746694,0.28238543,0.11120851,0.90713254,1.25704936,0.00000000
-4.73336668,3.16677572,2.17295997,0.27144361,0.10589421,0.85393490,1.19101825,0.00000000
-4.72736368,3.00182129,2.03047295,0.26092753,0.10073144,0.80256915,1.12573300,0.00000000
-4.72136068,2.84358027,1.89220704,0.25098168,0.09576399,0.75363742,1.06220992,0.00000000
-4.71535768,2.69398826,1.76015537,0.24172086,0.09102694,0.70764758,1.00134306,0.00000000
-4.70935468,2.55461169,1.63606362,0.23322778,0.08654571,0.66500484,0.94388595,0.00000000
-4.70335168,2.42662535,1.52140021,0.22555218,0.08233563,0.62600722,0.89043962,0.00000000
-4.69734867,2.31080528,1.41733647,0.21871118,0.07840188,0.59084483,0.84144674,0.00000000
-4.69134567,2.20753611,1.32473639,0.21269102,0.07474006,0.55960267,0.79719188,0.00000000
-4.68534267,2.11683147,1.24415542,0.20744985,0.07133702,0.53226657,0.75780712,0.00000000
-4.67933967,2.03836536,1.17584739,0.20292150,0.06817215,0.50873181,0.72328237,0.00000000
-4.67333667,1.97151241,1.11977839,0.19901996,0.06521893,0.48881370,0.69347941,0.00000000
-4.66733367,1.91539427,1.07564650,0.19564422,0.06244662,0.47225971,0.66814878,0.00000000
-4.66133067,1.86892975,1.04290606,0.19268336,0.05982212,0.45876234,0.64694845,0.00000000
-4.65532766,1.83088630,1.02079543,0.19002157,0.05731174,0.44797231,0.62946339,0.00000000
-4.64932466,1.79993067,1.00836712,0.18754287,0.05488292,0.43951142,0.61522512,0.00000000
-4.64332166,1.77467688,1.00451946,0.18513538,0.05250571,0.43298491,0.60373063,0.00000000
-4.63731866,1.75373020,1.00802909,0.18269496,0.05015404,0.42799264,0.59445996,0.00000000
-4.63131566,1.73572609,1.01758368,0.18012819,0.04780673,0.42413924,0.58689221,0.00000000
-4.62531266,1.71936357,1.03181437,0.17735454,0.04544804,0.42104290,0.58051960,0.00000000
-4.61930965,1.70343282,1.04932771,0.17430793,0.04306806,0.41834277,0.57485955,0.00000000
-4.61330665,1.68683710,1.06873662,0.17093739,0.04066267,0.41570504,0.56946473,0.00000000
-4.60730365,1.66860940,1.08869027,0.16720726,0.03823324,0.41282789,0.56393122,0.00000000
-4.60130065,1.64792446,1.10790229,0.16309674,0.03578609,0.40944512,0.55790503,0.00000000
-4.59529765,1.62410648,1.12517718,0.15859905,0.03333174,0.40532892,0.55108700,0.00000000
-4.58929465,1.59663352,1.13943442,0.15372026,0.03088407,0.40029166,0.54323642,0.00000000
-4.58329165,1.56513889,1.14972975,0.14847789,0.02845931,0.39418692,0.53417360,0.00000000
-4.57728864,1.52941021,1.15527324,0.14289942,0.02607511,0.38690981,0.52378135,0.00000000
-4.57128564,1.48938644,1.15544351,0.13702073,0.02374959,0.37839657,0.51200580,0.00000000
-4.56528264,1.44515328,1.14979792,0.13088459,0.02150047,0.36862367,0.49885639,0.00000000
-4.55927964,1.39693695,1.13807798,0.12453927,0.01934432,0.35760621,0.48440524,0.00000000
-4.55327664,1.34509666,1.12021017,0.11803723,0.01729595,0.34539578,0.46878585,0.00000000
-4.54727364,1.29011571,1.09630171,0.11143389,0.01536795,0.33207780,0.45219118,0.00000000
-4.54127064,1.23259125,1.06663165,0.10478664,0.01357041,0.31776822,0.43487111,0.00000000
-4.53526763,1.17322270,1.03163741,0.09815388,0.01191073,0.30260981,0.41712915,0.00000000
-4.52926463,1.11279898,0.99189731,0.09159421,0.01039365,0.28676800,0.39931856,0.00000000
-4.52326163,1.05218449,0.94810970,0.08516568,0.00902137,0.27042629,0.38183764,0.00000000
-4.51725863,0.99230404,0.90106951,0.07892516,0.00779372,0.25378155,0.36512438,0.00000000
-4.51125563,0.93412681,0.85164305,0.07292771,0.00670849,0.23703906,0.34965027,0.00000000
-4.50525263,0.87864963,0.80074198,0.06722601,0.00576176,0.22040762,0.33591340,0.00000000
-4.49924962,0.82687959,0.74929733,0.06186988,0.00494826,0.20409485,0.32443066,0.00000000
-4.49324662,0.77981632,0.69823459,0.05690570,0.00426171,0.18830268,0.31572920,0.00000000
-4.48724362,0.73843397,0.64845030,0.05237598,0.00369521,0.17322330,0.31033693,0.00000000
-4.48124062,0.70366321,0.60079116,0.04831886,0.00324155,0.15903557,0.30877229,0.00000000
-4.47523762,0.67637318,0.55603574,0.04476768,0.00289343,0.14590205,0.31153296,0.00000000
-4.46923462,0.65735365,0.51487935,0.04175050,0.00264373,0.13396653,0.31908394,0.00000000
-4.46323162,0.64729750,0.47792213,0.03928976,0.00248567,0.12335227,0.33184480,0.00000000
-4.45722861,0.64678359,0.44566029,0.03740183,0.00241286,0.11416078,0.35017638,0.00000000
-4.45122561,0.65626038,0.41848035,0.03609667,0.00241942,0.10647114,0.37436714,0.00000000
-4.44522261,0.67603033,0.39665634,0.03537753,0.00249991,0.10033982,0.40461960,0.00000000
-4.43921961,0.70623579,0.38034939,0.03524062,0.00264932,0.09580087,0.44103711,0.00000000
-4.43321661,0.74684653,0.36960958,0.03567496,0.00286302,0.09286649,0.48361170,0.00000000
-4.42721361,0.79764973,0.36437972,0.03666220,0.00313657,0.09152780,0.53221349,0.00000000
-4.42121061,0.85824291,0.36450071,0.03817660,0.00346569,0.09175580,0.58658231,0.00000000
-4.41520760,0.92803067,0.36971836,0.04018510,0.00384608,0.09350252,0.64632239,0.00000000
-4.40920460,1.00622592,0.37969137,0.04264759,0.00427332,0.09670219,0.71090067,0.00000000
-4.40320160,1.09185625,0.39400052,0.04551730,0.00474279,0.10127255,0.77964931,0.00000000
-4.39719860,1.18377601,0.41215879,0.04874139,0.00524953,0.10711633,0.85177312,0.00000000
-4.39119560,1.28068469,0.43362259,0.05226176,0.00578827,0.11412273,0.92636194,0.00000000
-4.38519260,1.38115144,0.45780393,0.05601609,0.00635335,0.12216916,1.00240827,0.00000000
-4.37918959,1.48364590,0.48408343,0.05993909,0.00693882,0.13112319,1.07882996,0.00000000
-4.37318659,1.58657472,0.51182434,0.06396393,0.00753847,0.14084472,1.15449744,0.00000000
-4.36718359,1.68832298,0.54038708,0.06802387,0.00814599,0.15118843,1.22826480,0.00000000
-4.36118059,1.78729934,0.56914447,0.07205404,0.00875519,0.16200659,1.29900370,0.00000000
-4.35517759,1.88198351,0.59749705,0.07599329,0.00936015,0.17315216,1.36563891,0.00000000
-4.34917459,1.97097423,0.62488841,0.07978607,0.00995561,0.18448217,1.42718387,0.00000000
-4.34317159,2.05303587,0.65081999,0.08338432,0.01053724,0.19586137,1.48277495,0.00000000
-4.33716858,2.12714173,0.67486494,0.08674918,0.01110206,0.20716608,1.53170259,0.00000000
-4.33116558,2.19251204,0.69668060,0.08985259,0.01164885,0.21828802,1.57343799,0.00000000
-4.32516258,2.24864488,0.71601922,0.09267859,0.01217859,0.22913825,1.60765387,0.00000000
-4.31915958,2.29533851,0.73273629,0.09522439,0.01269495,0.23965078,1.63423823,0.00000000
-4.31315658,2.33270393,0.74679641,0.09750100,0.01320480,0.24978591,1.65330033,0.00000000
-4.30715358,2.36116692,0.75827616,0.09953356,0.01371870,0.25953305,1.66516845,0.00000000
