energy_ev,total_up,Cr_p_up,Cr_d_up,N_s_up,N_p_up,Te_p_up,Te_d_up,V_p_up,V_d_up
-3.29864932,0.82977680,0.53011636,0.27595018,0.00004644,0.05181182,0.35202882,0.00000000,0.11428953,0.15423208
-3.29264632,0.84090921,0.53954790,0.28322777,0.00005120,0.05252513,0.35477375,0.00000000,0.11316820,0.15500529
-3.28664332,0.85606197,0.55161139,0.29253452,0.00005744,0.05307559,0.35849640,0.00000000,0.11294799,0.15676755
-3.28064032,0.87518783,0.56629512,0.30391763,0.00006521,0.05344324,0.36317378,0.00000000,0.11362814,0.15947505
-3.27463732,0.89823744,0.58359001,0.31741779,0.00007454,0.05361377,0.36878075,0.00000000,0.11519968,0.16308261
-3.26863432,0.92515601,0.60348840,0.33306551,0.00008544,0.05357898,0.37528895,0.00000000,0.11764468,0.16754370
-3.26263132,0.95587764,0.62598056,0.35087678,0.00009793,0.05333701,0.38266546,0.00000000,0.12093550,0.17281002
-3.25662831,0.99031796,0.65104892,0.37084809,0.00011200,0.05289225,0.39087128,0.00000000,0.12503422,0.17883084
-3.25062531,1.02836542,0.67866062,0.39295109,0.00012762,0.05225515,0.39985988,0.00000000,0.12989207,0.18555211
-3.24462231,1.06987220,0.70875889,0.41712731,0.00014474,0.05144174,0.40957585,0.00000000,0.13544925,0.19291555
-3.23861931,1.11464533,0.74125402,0.44328341,0.00016327,0.05047299,0.41995385,0.00000000,0.14163489,0.20085779
-3.23261631,1.16243906,0.77601467,0.47128722,0.00018311,0.04937402,0.43091803,0.00000000,0.14836749,0.20930975
-3.22661331,1.21294930,0.81286051,0.50096507,0.00020410,0.04817322,0.44238208,0.00000000,0.15555570,0.21819643
-3.22061031,1.26581079,0.85155674,0.53210089,0.00022609,0.04690135,0.45424987,0.00000000,0.16309959,0.22743707
-3.21460730,1.32059778,0.89181145,0.56443708,0.00024887,0.04559055,0.46641691,0.00000000,0.17089233,0.23694590
-3.20860430,1.37682840,0.93327611,0.59767767,0.00027221,0.04427349,0.47877247,0.00000000,0.17882233,0.24663344
-3.20260130,1.43397295,0.97554973,0.63149352,0.00029589,0.04298249,0.49120228,0.00000000,0.18677571,0.25640834
-3.19659830,1.49146585,1.01818657,0.66552970,0.00031963,0.04174885,0.50359178,0.00000000,0.19463906,0.26617963
-3.19059530,1.54872086,1.06070739,0.69941466,0.00034318,0.04060218,0.51582952,0.00000000,0.20230235,0.27585938
-3.18459230,1.60514869,1.10261374,0.73277089,0.00036628,0.03956998,0.52781068,0.00000000,0.20966186,0.28536550
-3.17858929,1.66017614,1.14340455,0.76522653,0.00038869,0.03867726,0.53944024,0.00000000,0.21662300,0.29462450
-3.17258629,1.71326559,1.18259436,0.79642737,0.00041019,0.03794633,0.55063563,0.00000000,0.22310278,0.30357412
-3.16658329,1.76393363,1.21973191,0.82604864,0.00043058,0.03739667,0.56132871,0.00000000,0.22903191,0.31216545
-3.16058029,1.81176763,1.25441829,0.85380582,0.00044970,0.03704489,0.57146664,0.00000000,0.23435630,0.32036454
-3.15457729,1.85643923,1.28632343,0.87946392,0.00046746,0.03690478,0.58101179,0.00000000,0.23903793,0.32815321
-3.14857429,1.89771377,1.31519995,0.90284477,0.00048377,0.03698739,0.58994050,0.00000000,0.24305499,0.33552907
-3.14257129,1.93545505,1.34089364,0.92383173,0.00049862,0.03730108,0.59824081,0.00000000,0.24640126,0.34250458
-3.13656828,1.96962519,1.36334977,0.94237168,0.00051206,0.03785168,0.60590925,0.00000000,0.24908487,0.34910534
-3.13056528,2.00027949,1.38261506,0.95847412,0.00052415,0.03864254,0.61294705,0.00000000,0.25112631,0.35536757
-3.12456228,2.02755677,1.39883505,0.97220754,0.00053502,0.03967466,0.61935599,0.00000000,0.25255611,0.36133493
-3.11855928,2.05166581,1.41224710,0.98369312,0.00054481,0.04094675,0.62513419,0.00000000,0.25341198,0.36705500
-3.11255628,2.07286889,1.42316946,0.99309642,0.00055370,0.04245535,0.63027236,0.00000000,0.25373595,0.37257548
-3.10655328,2.09146348,1.43198708,1.00061736,0.00056187,0.04419488,0.63475073,0.00000000,0.25357142,0.37794055
-3.10055028,2.10776337,1.43913493,1.00647919,0.00056950,0.04615776,0.63853693,0.00000000,0.25296042,0.38318748
-3.09454727,2.12208042,1.44507974,1.01091713,0.00057678,0.04833452,0.64158519,0.00000000,0.25194128,0.38834383
-3.08854427,2.13470806,1.45030122,1.01416724,0.00058384,0.05071397,0.64383683,0.00000000,0.25054678,0.39342544
-3.08254127,2.14590747,1.45527346,1.01645615,0.00059081,0.05328332,0.64522215,0.00000000,0.24880291,0.39843524
-3.07653827,2.15589714,1.46044756,1.01799212,0.00059778,0.05602842,0.64566355,0.00000000,0.24672831,0.40336314
-3.07053527,2.16484616,1.46623587,1.01895783,0.00060477,0.05893389,0.64507978,0.00000000,0.24433444,0.40818683
-3.06453227,2.17287141,1.47299863,1.01950508,0.00061179,0.06198333,0.64339087,0.00000000,0.24162630,0.41287361
-3.05852926,2.18003831,1.48103296,1.01975155,0.00061879,0.06515948,0.64052352,0.00000000,0.23860383,0.41738293
-3.05252626,2.18636474,1.49056456,1.01977946,0.00062570,0.06844429,0.63641647,0.00000000,0.23526369,0.42166959
-3.04652326,2.19182735,1.50174187,1.01963607,0.00063239,0.07181899,0.63102546,0.00000000,0.23160140,0.42568736
-3.04052026,2.19636955,1.51463261,1.01933557,0.00063875,0.07526406,0.62432741,0.00000000,0.22761358,0.42939268
-3.03451726,2.19991006,1.52922233,1.01886221,0.00064464,0.07875907,0.61632344,0.00000000,0.22330024,0.43274826
-3.02851426,2.20235146,1.54541468,1.01817413,0.00064995,0.08228250,0.60704055,0.00000000,0.21866682,0.43572634
-3.02251126,2.20358775,1.56303315,1.01720756,0.00065457,0.08581149,0.59653187,0.00000000,0.21372592,0.43831127
-3.01650825,2.20351045,1.58182399,1.01588114,0.00065844,0.08932147,0.58487529,0.00000000,0.20849865,0.44050138
-3.01050525,2.20201285,1.60146021,1.01409999,0.00066156,0.09278585,0.57217072,0.00000000,0.20301537,0.44230992
-3.00450225,2.19899234,1.62154658,1.01175949,0.00066396,0.09617574,0.55853616,0.00000000,0.19731590,0.44376505
-2.99849925,2.19435079,1.64162574,1.00874847,0.00066575,0.09945966,0.54410269,0.00000000,0.19144909,0.44490887
-2.99249625,2.18799351,1.66118545,1.00495207,0.00066712,0.10260346,0.52900902,0.00000000,0.18547191,0.44579551
-2.98649325,2.17982701,1.67966737,1.00025415,0.00066830,0.10557040,0.51339566,0.00000000,0.17944789,0.44648852
-2.98049025,2.16975644,1.69647734,0.99453945,0.00066959,0.10832134,0.49739939,0.00000000,0.17344525,0.44705750
-2.97448724,2.15768308,1.71099738,0.98769570,0.00067135,0.11081530,0.48114812,0.00000000,0.16753468,0.44757447
-2.96848424,2.14350263,1.72259960,0.97961575,0.00067396,0.11301017,0.46475674,0.00000000,0.16178681,0.44810979
-2.96248124,2.12710473,1.73066175,0.97019997,0.00067782,0.11486366,0.44832388,0.00000000,0.15626975,0.44872827
-2.95647824,2.10837413,1.73458425,0.95935890,0.00068333,0.11633452,0.43193004,0.00000000,0.15104655,0.44948534
-2.95047524,2.08719366,1.73380834,0.94701629,0.00069088,0.11738389,0.41563693,0.00000000,0.14617286,0.45042363
-2.94447224,2.06344891,1.72783472,0.93311244,0.00070077,0.11797676,0.39948806,0.00000000,0.14169485,0.45157010
-2.93846923,2.03703462,1.71624200,0.91760772,0.00071329,0.11808348,0.38351050,0.00000000,0.13764749,0.45293388
-2.93246623,2.00786219,1.69870407,0.90048618,0.00072861,0.11768118,0.36771756,0.00000000,0.13405322,0.45450485
-2.92646323,1.97586801,1.67500559,0.88175890,0.00074680,0.11675518,0.35211212,0.00000000,0.13092111,0.45625310
-2.92046023,1.94102181,1.64505468,0.86146702,0.00076780,0.11530001,0.33669041,0.00000000,0.12824655,0.45812930
-2.91445723,1.90333474,1.60889215,0.83968404,0.00079147,0.11332030,0.32144587,0.00000000,0.12601142,0.46006594
-2.90845423,1.86286625,1.56669639,0.81651726,0.00081750,0.11083124,0.30637292,0.00000000,0.12418475,0.46197947
-2.90245123,1.81972960,1.51878376,0.79210816,0.00084547,0.10785865,0.29147022,0.00000000,0.12272391,0.46377322
-2.89644822,1.77409537,1.46560402,0.76663153,0.00087485,0.10443871,0.27674341,0.00000000,0.12157620,0.46534107
-2.89044522,1.72619287,1.40773107,0.74029349,0.00090502,0.10061718,0.26220709,0.00000000,0.12068080,0.46657172
-2.88444222,1.67630929,1.34584905,0.71332815,0.00093526,0.09644838,0.24788593,0.00000000,0.11997104,0.46735346
-2.87843922,1.62478664,1.28073458,0.68599325,0.00096481,0.09199368,0.23381504,0.00000000,0.11937685,0.46757918
-2.87243622,1.57201671,1.21323581,0.65856484,0.00099289,0.08731991,0.22003943,0.00000000,0.11882738,0.46715152
-2.86643322,1.51843425,1.14424910,0.63133124,0.00101871,0.08249741,0.20661287,0.00000000,0.11825359,0.46598798
-2.86043022,1.46450873,1.07469454,0.60458652,0.00104151,0.07759816,0.19359616,0.00000000,0.11759081,0.46402562
-2.85442721,1.41073521,1.00549115,0.57862387,0.00106062,0.07269373,0.18105488,0.00000000,0.11678104,0.46122528
-2.84842421,1.35762440,0.93753295,0.55372895,0.00107543,0.06785347,0.16905706,0.00000000,0.11577508,0.45757500
-2.84242121,1.30569263,0.87166671,0.53017370,0.00108547,0.06314277,0.15767065,0.00000000,0.11453424,0.45309250
-2.83641821,1.25545167,0.80867223,0.50821059,0.00109040,0.05862157,0.14696104,0.00000000,0.11303166,0.44782652
-2.83041521,1.20739901,0.74924570,0.48806767,0.00109001,0.05434312,0.13698889,0.00000000,0.11125309,0.44185687
-2.82441221,1.16200842,0.69398670,0.46994438,0.00108429,0.05035312,0.12780811,0.00000000,0.10919729,0.43529316
-2.81840920,1.11972127,0.64338876,0.45400832,0.00107334,0.04668905,0.11946432,0.00000000,0.10687578,0.42827213
-2.81240620,1.08093836,0.59783386,0.44039277,0.00105745,0.04337993,0.11199368,0.00000000,0.10431216,0.42095375
-2.80640320,1.04601259,0.55759038,0.42919521,0.00103703,0.04044631,0.10542212,0.00000000,0.10154098,0.41351610
-2.80040020,1.01524234,0.52281437,0.42047649,0.00101261,0.03790050,0.09976500,0.00000000,0.09860614,0.40614929
-2.79439720,0.98886570,0.49355370,0.41426074,0.00098484,0.03574703,0.09502714,0.00000000,0.09555906,0.39904873
-2.78839420,0.96705551,0.46975457,0.41053577,0.00095442,0.03398330,0.09120319,0.00000000,0.09245656,0.39240803
-2.78239120,0.94991551,0.45126986,0.40925409,0.00092211,0.03260027,0.08827825,0.00000000,0.08935862,0.38641178
-2.77638819,0.93747753,0.43786889,0.41033412,0.00088869,0.03158325,0.08622871,0.00000000,0.08632616,0.38122888
-2.77038519,0.92969996,0.42924805,0.41366190,0.00085489,0.03091272,0.08502329,0.00000000,0.08341890,0.37700644
-2.76438219,0.92646769,0.42504190,0.41909289,0.00082145,0.03056509,0.08462413,0.00000000,0.08069342,0.37386481
-2.75837919,0.92759365,0.42483446,0.42645419,0.00078899,0.03051344,0.08498802,0.00000000,0.07820146,0.37189398
-2.75237619,0.93282212,0.42817031,0.43554689,0.00075808,0.03072818,0.08606757,0.00000000,0.07598867,0.37115152
-2.74637319,0.94183390,0.43456549,0.44614869,0.00072917,0.03117766,0.08781248,0.00000000,0.07409363,0.37166225
-2.74037019,0.95425330,0.44351786,0.45801694,0.00070258,0.03182869,0.09017070,0.00000000,0.07254739,0.37341970
-2.73436718,0.96965713,0.45451706,0.47089182,0.00067853,0.03264698,0.09308961,0.00000000,0.07137337,0.37638911
-2.72836418,0.98758525,0.46705382,0.48450007,0.00065711,0.03359760,0.09651704,0.00000000,0.07058769,0.38051214
-2.72236118,1.00755266,0.48062882,0.49855897,0.00063828,0.03464537,0.10040235,0.00000000,0.07019982,0.38571268
-2.71635818,1.02906274,0.49476092,0.51278072,0.00062191,0.03575519,0.10469721,0.00000000,0.07021348,0.39190371
-2.71035518,1.05162121,0.50899478,0.52687720,0.00060777,0.03689250,0.10935639,0.00000000,0.07062783,0.39899457
-2.70435218,1.07475025,0.52290793,0.54056494,0.00059554,0.03802362,0.11433832,0.00000000,0.07143866,0.40689851
-2.69834917,1.09800240,0.53611709,0.55357030,0.00058486,0.03911621,0.11960546,0.00000000,0.07263964,0.41553977
-2.69234617,1.12097355,0.54828375,0.56563480,0.00057534,0.04013973,0.12512448,0.00000000,0.07422354,0.42486001
-2.68634317,1.14331445,0.55911897,0.57652023,0.00056656,0.04106586,0.13086616,0.00000000,0.07618325,0.43482355
-2.68034017,1.16474043,0.56838719,0.58601370,0.00055812,0.04186904,0.13680509,0.00000000,0.07851259,0.44542126
-2.67433717,1.18503867,0.57590900,0.59393217,0.00054964,0.04252688,0.14291912,0.00000000,0.08120686,0.45667266
-2.66833417,1.20407277,0.58156285,0.60012651,0.00054078,0.04302061,0.14918850,0.00000000,0.08426313,0.46862633
-2.66233117,1.22178452,0.58528555,0.60448479,0.00053130,0.04333543,0.15559495,0.00000000,0.08768014,0.48135834
-2.65632816,1.23819263,0.58707153,0.60693478,0.00052098,0.04346083,0.16212047,0.00000000,0.09145801,0.49496907
-2.65032516,1.25338857,0.58697092,0.60744544,0.00050972,0.04339073,0.16874607,0.00000000,0.09559760,0.50957823
-2.64432216,1.26752966,0.58508642,0.60602733,0.00049751,0.04312360,0.17545054,0.00000000,0.10009974,0.52531864
-2.63831916,1.28082984,0.58156906,0.60273203,0.00048441,0.04266238,0.18220916,0.00000000,0.10496423,0.54232892
-2.63231616,1.29354839,0.57661296,0.59765034,0.00047059,0.04201429,0.18899271,0.00000000,0.11018878,0.56074555
-2.62631316,1.30597719,0.57044917,0.59090952,0.00045629,0.04119050,0.19576659,0.00000000,0.11576799,0.58069457
-2.62031016,1.31842704,0.56333886,0.58266944,0.00044185,0.04020575,0.20249031,0.00000000,0.12169228,0.60228350
-2.61430715,1.33121366,0.55556594,0.57311796,0.00042767,0.03907775,0.20911733,0.00000000,0.12794706,0.62559372
-2.60830415,1.34464377,0.54742934,0.56246551,0.00041420,0.03782664,0.21559533,0.00000000,0.13451194,0.65067365
-2.60230115,1.35900201,0.53923506,0.55093915,0.00040194,0.03647428,0.22186695,0.00000000,0.14136029,0.67753313
-2.59629815,1.37453884,0.53128834,0.53877627,0.00039142,0.03504362,0.22787084,0.00000000,0.14845890,0.70613908
-2.59029515,1.39146015,0.52388594,0.52621819,0.00038319,0.03355800,0.23354327,0.00000000,0.15576796,0.73641261
-2.58429215,1.40991857,0.51730872,0.51350378,0.00037779,0.03204053,0.23881993,0.00000000,0.16324129,0.76822775
-2.57828914,1.43000691,0.51181482,0.50086347,0.00037574,0.03051349,0.24363805,0.00000000,0.17082670,0.80141157
-2.57228614,1.45175367,0.50763334,0.48851372,0.00037754,0.02899788,0.24793864,0.00000000,0.17846659,0.83574588
-2.56628314,1.47512090,0.50495887,0.47665228,0.00038363,0.02751296,0.25166879,0.00000000,0.18609871,0.87097020
-2.56028014,1.50000412,0.50394680,0.46545436,0.00039437,0.02607594,0.25478385,0.00000000,0.19365698,0.90678591
-2.55427714,1.52623454,0.50470967,0.45506979,0.00041007,0.02470180,0.25724945,0.00000000,0.20107242,0.94286147
-2.54827414,1.55358318,0.50731458,0.44562147,0.00043092,0.02340311,0.25904322,0.00000000,0.20827407,0.97883839
-2.54227114,1.58176706,0.51178180,0.43720504,0.00045703,0.02219003,0.26015614,0.00000000,0.21518997,1.01433795
-2.53626813,1.61045707,0.51808470,0.42988978,0.00048838,0.02107033,0.26059349,0.00000000,0.22174809,1.04896838
-2.53026513,1.63928751,0.52615092,0.42372082,0.00052484,0.02004950,0.26037533,0.00000000,0.22787726,1.08233239
-2.52426213,1.66786702,0.53586511,0.41872258,0.00056615,0.01913087,0.25953651,0.00000000,0.23350806,1.11403497
-2.51825913,1.69579078,0.54707290,0.41490314,0.00061193,0.01831580,0.25812627,0.00000000,0.23857374,1.14369131
-2.51225613,1.72265368,0.55958638,0.41225959,0.00066168,0.01760387,0.25620739,0.00000000,0.24301114,1.17093474
-2.50625313,1.74806411,0.57319083,0.41078396,0.00071477,0.01699310,0.25385506,0.00000000,0.24676154,1.19542459
-2.50025013,1.77165822,0.58765250,0.41046954,0.00077049,0.01648014,0.25115540,0.00000000,0.24977163,1.21685386
-2.49424712,1.79311402,0.60272743,0.41131726,0.00082800,0.01606048,0.24820377,0.00000000,0.25199447,1.23495656
-2.48824412,1.81216501,0.61817079,0.41334180,0.00088641,0.01572863,0.24510287,0.00000000,0.25339046,1.24951452
-2.48224112,1.82861287,0.63374658,0.41657714,0.00094476,0.01547832,0.24196078,0.00000000,0.25392834,1.26036364
-2.47623812,1.84233850,0.64923712,0.42108115,0.00100206,0.01530264,0.23888885,0.00000000,0.25358612,1.26739910
-2.47023512,1.85331100,0.66445209,0.42693903,0.00105731,0.01519421,0.23599954,0.00000000,0.25235205,1.27057956
-2.46423212,1.86159404,0.67923651,0.43426522,0.00110952,0.01514533,0.23340416,0.00000000,0.25022539,1.26993003
-2.45822911,1.86734900,0.69347733,0.44320366,0.00115774,0.01514809,0.23121060,0.00000000,0.24721710,1.26554301
-2.45222611,1.87083457,0.70710821,0.45392622,0.00120112,0.01519452,0.22952096,0.00000000,0.24335029,1.25757805
-2.44622311,1.87240248,0.72011213,0.46662925,0.00123885,0.01527666,0.22842911,0.00000000,0.23866048,1.24625923
-2.44022011,1.87248919,0.73252164,0.48152821,0.00127029,0.01538671,0.22801822,0.00000000,0.23319544,1.23187061
-2.43421711,1.87160354,0.74441663,0.49885059,0.00129488,0.01551712,0.22835819,0.00000000,0.22701488,1.21474977
-2.42821411,1.87031067,0.75591951,0.51882720,0.00131227,0.01566063,0.22950318,0.00000000,0.22018965,1.19527928
-2.42221111,1.86921264,0.76718814,0.54168217,0.00132220,0.01581041,0.23148916,0.00000000,0.21280068,1.17387651
-2.41620810,1.86892626,0.77840657,0.56762203,0.00132463,0.01596011,0.23433160,0.00000000,0.20493755,1.15098193
-2.41020510,1.87005926,0.78977410,0.59682417,0.00131964,0.01610389,0.23802355,0.00000000,0.19669688,1.12704650
-2.40420210,1.87318548,0.80149319,0.62942531,0.00130750,0.01623655,0.24253404,0.00000000,0.18818034,1.10251846
-2.39819910,1.87882049,0.81375676,0.66551033,0.00128861,0.01635350,0.24780709,0.00000000,0.17949264,1.07783014
-2.39219610,1.88739862,0.82673549,0.70510210,0.00126349,0.01645090,0.25376139,0.00000000,0.17073943,1.05338549
-2.38619310,1.89925272,0.84056595,0.74815271,0.00123281,0.01652567,0.26029087,0.00000000,0.16202517,1.02954874
-2.38019010,1.91459775,0.85534008,0.79453664,0.00119731,0.01657555,0.26726611,0.00000000,0.15345119,1.00663502
-2.37418709,1.93351915,0.87109657,0.84404628,0.00115783,0.01659921,0.27453686,0.00000000,0.14511392,0.98490313
-2.36818409,1.95596688,0.88781488,0.89639022,0.00111525,0.01659628,0.28193548,0.00000000,0.13710342,0.96455120
-2.36218109,1.98175558,0.90541208,0.95119451,0.00107051,0.01656747,0.28928144,0.00000000,0.12950223,0.94571515
-2.35617809,2.01057126,0.92374281,1.00800708,0.00102456,0.01651464,0.29638661,0.00000000,0.12238466,0.92847045
-2.35017509,2.04198435,0.94260255,1.06630548,0.00097838,0.01644088,0.30306133,0.00000000,0.11581643,0.91283677
-2.34417209,2.07546885,0.96173402,1.12550775,0.00093293,0.01635061,0.30912098,0.00000000,0.10985477,0.89878558
-2.33816908,2.11042674,0.98083658,1.18498629,0.00088915,0.01624964,0.31439274,0.00000000,0.10454882,0.88625009
-2.33216608,2.14621687,0.99957817,1.24408441,0.00084799,0.01614520,0.31872234,0.00000000,0.09994048,0.87513726
-2.32616308,2.18218687,1.01760932,1.30213503,0.00081033,0.01604594,0.32198030,0.00000000,0.09606536,0.86534095
-2.32016008,2.21770679,1.03457863,1.35848097,0.00077707,0.01596190,0.32406764,0.00000000,0.09295400,0.85675570
-2.31415708,2.25220278,1.05014893,1.41249620,0.00074902,0.01590441,0.32492039,0.00000000,0.09063313,0.84929026
-2.30815408,2.28518923,1.06401353,1.46360710,0.00072700,0.01588597,0.32451293,0.00000000,0.08912686,0.84288019
-2.30215108,2.31629770,1.07591165,1.51131297,0.00071176,0.01591993,0.32285981,0.00000000,0.08845776,0.83749863
-2.29614807,2.34530110,1.08564239,1.55520491,0.00070401,0.01602031,0.32001589,0.00000000,0.08864768,0.83316474
-2.29014507,2.37213179,1.09307648,1.59498213,0.00070438,0.01620134,0.31607488,0.00000000,0.08971823,0.82994926
-2.28414207,2.39689243,1.09816537,1.63046483,0.00071346,0.01647709,0.31116616,0.00000000,0.09169091,0.82797667
-2.27813907,2.41985881,1.10094699,1.66160302,0.00073174,0.01686096,0.30545002,0.00000000,0.09458679,0.82742387
-2.27213607,2.44147418,1.10154802,1.68848050,0.00075963,0.01736517,0.29911163,0.00000000,0.09842569,0.82851522
-2.26613307,2.46233500,1.10018233,1.71131369,0.00079742,0.01800019,0.29235384,0.00000000,0.10322500,0.83151412
-2.26013007,2.48316840,1.09714575,1.73044512,0.00084525,0.01877424,0.28538927,0.00000000,0.10899808,0.83671144
-2.25412706,2.50480213,1.09280713,1.74633141,0.00090314,0.01969272,0.27843197,0.00000000,0.11575229,0.84441123
-2.24812406,2.52812811,1.08759614,1.75952629,0.00097091,0.02075777,0.27168903,0.00000000,0.12348685,0.85491428
-2.24212106,2.55406091,1.08198817,1.77065893,0.00104824,0.02196785,0.26535265,0.00000000,0.13219055,0.86850041
-2.23611806,2.58349309,1.07648709,1.78040863,0.00113456,0.02331743,0.25959275,0.00000000,0.14183949,0.88541011
-2.23011506,2.61724916,1.07160635,1.78947665,0.00122915,0.02479683,0.25455083,0.00000000,0.15239502,0.90582645
-2.22411206,2.65604036,1.06784946,1.79855655,0.00133104,0.02639211,0.25033494,0.00000000,0.16380189,0.92985816
-2.21810905,2.70042234,1.06569054,1.80830429,0.00143907,0.02808523,0.24701632,0.00000000,0.17598695,0.95752474
-2.21210605,2.75075790,1.06555594,1.81930951,0.00155191,0.02985423,0.24462754,0.00000000,0.18885837,0.98874422
-2.20610305,2.80718659,1.06780759,1.83206933,0.00166802,0.03167368,0.24316240,0.00000000,0.20230556,1.02332454
-2.20010005,2.86960288,1.07272912,1.84696603,0.00178573,0.03351519,0.24257746,0.00000000,0.21619982,1.06095883
-2.19409705,2.93764433,1.08051518,1.86424980,0.00190327,0.03534808,0.24279508,0.00000000,0.23039576,1.10122518
-2.18809405,3.01069056,1.09126468,1.88402739,0.00201875,0.03714018,0.24370788,0.00000000,0.24473363,1.14359112
-2.18209105,3.08787357,1.10497824,1.90625743,0.00213028,0.03885868,0.24518426,0.00000000,0.25904228,1.18742274
-2.17608804,3.16809924,1.12156009,1.93075275,0.00223598,0.04047102,0.24707492,0.00000000,0.27314286,1.23199845
-2.17008504,3.25007962,1.14082436,1.95718966,0.00233402,0.04194587,0.24921979,0.00000000,0.28685318,1.27652691
-2.16408204,3.33237469,1.16250554,1.98512395,0.00242268,0.04325400,0.25145529,0.00000000,0.29999234,1.32016864
-2.15807904,3.41344227,1.18627270,2.01401277,0.00250039,0.04436915,0.25362154,0.00000000,0.31238576,1.36206048
-2.15207604,3.49169388,1.21174675,2.04324159,0.00256581,0.04526880,0.25556913,0.00000000,0.32387018,1.40134219
-2.14607304,3.56555433,1.23851997,2.07215477,0.00261779,0.04593484,0.25716525,0.00000000,0.33429857,1.43718395
-2.14007004,3.63352247,1.26617690,2.10008841,0.00265549,0.04635402,0.25829894,0.00000000,0.34354468,1.46881385
-2.13406703,3.69423030,1.29431537,2.12640374,0.00267832,0.04651839,0.25888522,0.00000000,0.35150696,1.49554413
-2.12806403,3.74649795,1.32256671,2.15051951,0.00268602,0.04642542,0.25886795,0.00000000,0.35811188,1.51679512
-2.12206103,3.78938163,1.35061403,2.17194155,0.00267860,0.04607801,0.25822138,0.00000000,0.36331623,1.53211579
-2.11605803,3.82221254,1.37820738,2.19028810,0.00265640,0.04548434,0.25695031,0.00000000,0.36710848,1.54119991
-2.11005503,3.84462454,1.40517507,2.20530948,0.00262002,0.04465754,0.25508887,0.00000000,0.36950900,1.54389730
-2.10405203,3.85656928,1.43143027,2.21690096,0.00257031,0.04361521,0.25269806,0.00000000,0.37056919,1.54021919
-2.09804902,3.85831767,1.45697251,2.22510821,0.00250838,0.04237883,0.24986214,0.00000000,0.37036941,1.53033787
-2.09204602,3.85044759,1.48188367,2.23012475,0.00243550,0.04097306,0.24668403,0.00000000,0.36901594,1.51458012
-2.08604302,3.83381801,1.50631871,2.23228149,0.00235311,0.03942499,0.24327995,0.00000000,0.36663690,1.49341490
-2.08004002,3.80953067,1.53049133,2.23202881,0.00226274,0.03776331,0.23977360,0.00000000,0.36337738,1.46743575
-2.07403702,3.77888076,1.55465530,2.22991189,0.00216602,0.03601755,0.23629001,0.00000000,0.35939400,1.43733852
-2.06803402,3.74329903,1.57908243,2.22654060,0.00206458,0.03421723,0.23294950,0.00000000,0.35484896,1.40389547
-2.06203102,3.70428778,1.60403822,2.22255524,0.00196004,0.03239112,0.22986184,0.00000000,0.34990404,1.36792688
-2.05602801,3.66335371,1.62975663,2.21859020,0.00185396,0.03056658,0.22712103,0.00000000,0.34471459,1.33027127
-2.05002501,3.62194105,1.65641545,2.21523705,0.00174784,0.02876894,0.22480084,0.00000000,0.33942391,1.29175574
-2.04402201,3.58136787,1.68411358,2.21300939,0.00164307,0.02702101,0.22295131,0.00000000,0.33415820,1.25316755
-2.03801901,3.54276896,1.71285191,2.21231113,0.00154088,0.02534266,0.22159644,0.00000000,0.32902231,1.21522829
-2.03201601,3.50704788,1.74251884,2.21341014,0.00144241,0.02375059,0.22073310,0.00000000,0.32409646,1.17857165
-2.02601301,3.47484084,1.77288160,2.21641867,0.00134861,0.02225813,0.22033123,0.00000000,0.31943411,1.14372580
-2.02001001,3.44649385,1.80358421,2.22128190,0.00126030,0.02087526,0.22033539,0.00000000,0.31506108,1.11110099
-2.01400700,3.42205473,1.83415239,2.22777530,0.00117816,0.01960861,0.22066745,0.00000000,0.31097586,1.08098286
-2.00800400,3.40128001,1.86400552,2.23551115,0.00110273,0.01846170,0.22123047,0.00000000,0.30715127,1.05353153
-2.00200100,3.38365668,1.89247529,2.24395411,0.00103445,0.01743513,0.22191346,0.00000000,0.30353719,1.02878642
-1.99599800,3.36843743,1.91883037,2.25244518,0.00097363,0.01652700,0.22259683,0.00000000,0.30006440,1.00667630
-1.98999500,3.35468775,1.94230583,2.26023297,0.00092055,0.01573325,0.22315831,0.00000000,0.29664920,0.98703397
-1.98399200,3.34134242,1.96213624,2.26651073,0.00087540,0.01504811,0.22347899,0.00000000,0.29319868,0.96961458
-1.97798899,3.32726835,1.97759042,2.27045730,0.00083835,0.01446455,0.22344924,0.00000000,0.28961632,0.95411668
-1.97198599,3.31133074,1.98800650,2.27128004,0.00080960,0.01397478,0.22297420,0.00000000,0.28580771,0.94020479
-1.96598299,3.29245901,1.99282521,2.26825734,0.00078933,0.01357067,0.22197860,0.00000000,0.28168603,0.92753216
-1.95997999,3.26970911,1.99161983,2.26077869,0.00077777,0.01324415,0.22041058,0.00000000,0.27717703,0.91576278
-1.95397699,3.24231917,1.98412105,2.24838017,0.00077524,0.01298763,0.21824449,0.00000000,0.27222338,0.90459135
-1.94797399,3.20975549,1.97023564,2.23077352,0.00078209,0.01279428,0.21548239,0.00000000,0.26678805,0.89376022
-1.94197099,3.17174673,1.95005771,2.20786726,0.00079877,0.01265826,0.21215422,0.00000000,0.26085661,0.88307264
-1.93596798,3.12830467,1.92387196,2.17977891,0.00082580,0.01257489,0.20831672,0.00000000,0.25443835,0.87240166
