energy_ev,total_up,Se_s_up,Se_p_up,Si_p_up,Si_d_up,Y_p_up,Y_d_up
-6.00000000,2.89707073,0.06361808,1.25991478,0.06970204,0.00000000,1.16867082,0.75156648
-5.99399700,2.83980992,0.06253468,1.23928664,0.06804367,0.00000000,1.15159112,0.73967579
-5.98799400,2.77301531,0.06123593,1.21407436,0.06613299,0.00000000,1.13056745,0.72516297
-5.98199100,2.69762742,0.05973942,1.18465998,0.06400300,0.00000000,1.10592424,0.70823303
-5.97598799,2.61469277,0.05806527,1.15148434,0.06168929,0.00000000,1.07803066,0.68912466
-5.96998499,2.52533496,0.05623563,1.11503333,0.05922899,0.00000000,1.04729078,0.66810286
-5.96398199,2.43072693,0.05427408,1.07582454,0.05665985,0.00000000,1.01413421,0.64545179
-5.95797899,2.33206493,0.05220516,1.03439437,0.05401941,0.00000000,0.97900725,0.62146795
-5.95197599,2.23054482,0.05005383,0.99128632,0.05134416,0.00000000,0.94236476,0.59645376
-5.94597299,2.12734102,0.04784509,0.94704022,0.04866889,0.00000000,0.90466269,0.57071184
-5.93996998,2.02358825,0.04560351,0.90218284,0.04602613,0.00000000,0.86635137,0.54453977
-5.93396698,1.92036589,0.04335291,0.85721969,0.04344569,0.00000000,0.82786941,0.51822560
-5.92796398,1.81868491,0.04111604,0.81262813,0.04095436,0.00000000,0.78963814,0.49204387
-5.92196098,1.71947691,0.03891429,0.76885146,0.03857564,0.00000000,0.75205649,0.46625223
-5.91595798,1.62358511,0.03676740,0.72629415,0.03632958,0.00000000,0.71549612,0.44108840
-5.90995498,1.53175681,0.03469332,0.68531774,0.03423273,0.00000000,0.68029682,0.41676768
-5.90395198,1.44463700,0.03270794,0.64623758,0.03229807,0.00000000,0.64676206,0.39348065
-5.89794897,1.36276313,0.03082493,0.60932006,0.03053507,0.00000000,0.61515471,0.37139120
-5.89194597,1.28656065,0.02905563,0.57478048,0.02894968,0.00000000,0.58569296,0.35063485
-5.88594297,1.21633955,0.02740885,0.54278133,0.02754445,0.00000000,0.55854670,0.33131730
-5.87993997,1.15229196,0.02589084,0.51343125,0.02631857,0.00000000,0.53383425,0.31351337
-5.87393697,1.09449099,0.02450520,0.48678454,0.02526804,0.00000000,0.51161992,0.29726624
-5.86793397,1.04289124,0.02325284,0.46284146,0.02438577,0.00000000,0.49191244,0.28258723
-5.86193097,0.99733115,0.02213204,0.44154941,0.02366178,0.00000000,0.47466461,0.26945611
-5.85592796,0.95753760,0.02113853,0.42280503,0.02308344,0.00000000,0.45977420,0.25782204
-5.84992496,0.92313309,0.02026559,0.40645754,0.02263569,0.00000000,0.44708643,0.24760525
-5.84392196,0.89364545,0.01950433,0.39231304,0.02230141,0.00000000,0.43639802,0.23869939
-5.83791896,0.86852035,0.01884389,0.38014016,0.02206182,0.00000000,0.42746282,0.23097476
-5.83191596,0.84713636,0.01827181,0.36967667,0.02189683,0.00000000,0.41999896,0.22428208
-5.82591296,0.82882219,0.01777438,0.36063713,0.02178561,0.00000000,0.41369737,0.21845706
-5.81990995,0.81287592,0.01733708,0.35272130,0.02170708,0.00000000,0.40823138,0.21332540
-5.81390695,0.79858532,0.01694501,0.34562308,0.02164044,0.00000000,0.40326705,0.20870809
-5.80790395,0.78524874,0.01658334,0.33903965,0.02156574,0.00000000,0.39847389,0.20442703
-5.80190095,0.77219569,0.01623780,0.33268045,0.02146442,0.00000000,0.39353548,0.20031041
-5.79589795,0.75880632,0.01589506,0.32627573,0.02131980,0.00000000,0.38815957,0.19619792
-5.78989495,0.74452899,0.01554316,0.31958424,0.02111750,0.00000000,0.38208722,0.19194552
-5.78389195,0.72889521,0.01517178,0.31239981,0.02084587,0.00000000,0.37510063,0.18742942
-5.77788894,0.71153132,0.01477259,0.30455645,0.02049622,0.00000000,0.36702919,0.18254931
-5.77188594,0.69216644,0.01433936,0.29593199,0.02006303,0.00000000,0.35775379,0.17723063
-5.76588294,0.67063657,0.01386810,0.28644990,0.01954397,0.00000000,0.34720887,0.17142576
-5.75987994,0.64688454,0.01335705,0.27607947,0.01893991,0.00000000,0.33538257,0.16511424
-5.75387694,0.62095617,0.01280667,0.26483423,0.01825476,0.00000000,0.32231471,0.15830194
-5.74787394,0.59299279,0.01221942,0.25276891,0.01749519,0.00000000,0.30809297,0.15101929
-5.74187094,0.56322080,0.01159964,0.23997507,0.01667036,0.00000000,0.29284754,0.14331877
-5.73586793,0.53193871,0.01095323,0.22657565,0.01579148,0.00000000,0.27674435,0.13527169
-5.72986493,0.49950248,0.01028739,0.21271880,0.01487143,0.00000000,0.25997757,0.12696455
-5.72386193,0.46630992,0.00961032,0.19857130,0.01392426,0.00000000,0.24276144,0.11849514
-5.71785893,0.43278484,0.00893089,0.18431182,0.01296476,0.00000000,0.22532215,0.10996857
-5.71185593,0.39936172,0.00825831,0.17012446,0.01200800,0.00000000,0.20788983,0.10149340
-5.70585293,0.36647147,0.00760190,0.15619271,0.01106897,0.00000000,0.19069123,0.09317803
-5.69984992,0.33452888,0.00697077,0.14269408,0.01016218,0.00000000,0.17394318,0.08512753
-5.69384692,0.30392196,0.00637366,0.12979563,0.00930139,0.00000000,0.15784718,0.07744096
-5.68784392,0.27500362,0.00581874,0.11765039,0.00849939,0.00000000,0.14258506,0.07020918
-5.68184092,0.24808560,0.00531349,0.10639474,0.00776779,0.00000000,0.12831589,0.06351336
-5.67583792,0.22343463,0.00486460,0.09614677,0.00711694,0.00000000,0.11517417,0.05742391
-5.66983492,0.20127081,0.00447795,0.08700554,0.00655588,0.00000000,0.10326898,0.05200005
-5.66383192,0.18176763,0.00415856,0.07905104,0.00609230,0.00000000,0.09268422,0.04728980
-5.65782891,0.16505370,0.00391062,0.07234480,0.00573260,0.00000000,0.08347959,0.04333027
-5.65182591,0.15121547,0.00373752,0.06693101,0.00548192,0.00000000,0.07569226,0.04014836
-5.64582291,0.14030084,0.00364186,0.06283792,0.00534417,0.00000000,0.06933885,0.03776155
-5.63981991,0.13232313,0.00362551,0.06007941,0.00532217,0.00000000,0.06441781,0.03617883
-5.63381691,0.12726524,0.00368965,0.05865666,0.00541764,0.00000000,0.06091176,0.03540165
-5.62781391,0.12508368,0.00383480,0.05855973,0.00563127,0.00000000,0.05878981,0.03542488
-5.62181091,0.12571229,0.00406085,0.05976901,0.00596277,0.00000000,0.05800974,0.03623767
-5.61580790,0.12906565,0.00436707,0.06225660,0.00641092,0.00000000,0.05852000,0.03782420
-5.60980490,0.13504204,0.00475211,0.06598743,0.00697354,0.00000000,0.06026137,0.04016441
-5.60380190,0.14352597,0.00521408,0.07092036,0.00764756,0.00000000,0.06316849,0.04323459
-5.59779890,0.15439052,0.00575050,0.07700910,0.00842903,0.00000000,0.06717113,0.04700798
-5.59179590,0.16749942,0.00635834,0.08420311,0.00931317,0.00000000,0.07219531,0.05145524
-5.58579290,0.18270911,0.00703407,0.09244858,0.01029442,0.00000000,0.07816432,0.05654512
-5.57978989,0.19987086,0.00777372,0.10168936,0.01136653,0.00000000,0.08499976,0.06224494
-5.57378689,0.21883303,0.00857291,0.11186809,0.01252271,0.00000000,0.09262254,0.06852134
-5.56778389,0.23944362,0.00942699,0.12292744,0.01375574,0.00000000,0.10095395,0.07534096
-5.56178089,0.26155298,0.01033109,0.13481139,0.01505817,0.00000000,0.10991683,0.08267128
-5.55577789,0.28501677,0.01128027,0.14746664,0.01642253,0.00000000,0.11943683,0.09048138
-5.54977489,0.30969902,0.01226964,0.16084407,0.01784156,0.00000000,0.12944369,0.09874287
-5.54377189,0.33547510,0.01329447,0.17490003,0.01930844,0.00000000,0.13987254,0.10743058
-5.53776888,0.36223460,0.01435033,0.18959764,0.02081702,0.00000000,0.15066517,0.11652331
-5.53176588,0.38988366,0.01543315,0.20490767,0.02236201,0.00000000,0.16177115,0.12600430
-5.52576288,0.41834683,0.01653932,0.22080920,0.02393920,0.00000000,0.17314878,0.13586154
-5.51975988,0.44756812,0.01766574,0.23728983,0.02554553,0.00000000,0.18476577,0.14608777
-5.51375688,0.47751116,0.01880977,0.25434543,0.02717921,0.00000000,0.19659963,0.15668017
-5.50775388,0.50815848,0.01996925,0.27197939,0.02883971,0.00000000,0.20863770,0.16763983
-5.50175088,0.53950981,0.02114236,0.29020147,0.03052770,0.00000000,0.22087693,0.17897075
-5.49574787,0.57157951,0.02232755,0.30902620,0.03224495,0.00000000,0.23332325,0.19067882
-5.48974487,0.60439342,0.02352334,0.32847109,0.03399414,0.00000000,0.24599079,0.20277038
-5.48374187,0.63798520,0.02472820,0.34855465,0.03577867,0.00000000,0.25890094,0.21525092
-5.47773887,0.67239256,0.02594037,0.36929446,0.03760241,0.00000000,0.27208137,0.22812364
-5.47173587,0.70765362,0.02715766,0.39070545,0.03946941,0.00000000,0.28556508,0.24138820
-5.46573287,0.74380389,0.02837737,0.41279858,0.04138376,0.00000000,0.29938973,0.25503979
-5.45972986,0.78087390,0.02959614,0.43558006,0.04334927,0.00000000,0.31359717,0.26906843
-5.45372686,0.81888800,0.03080996,0.45905116,0.04536942,0.00000000,0.32823344,0.28345886
-5.44772386,0.85786431,0.03201415,0.48320884,0.04744719,0.00000000,0.34334907,0.29819080
-5.44172086,0.89781594,0.03320346,0.50804701,0.04958505,0.00000000,0.35899993,0.31323980
-5.43571786,0.93875345,0.03437222,0.53355848,0.05178503,0.00000000,0.37524833,0.32857851
-5.42971486,0.98068831,0.03551460,0.55973745,0.05404881,0.00000000,0.39216449,0.34417848
-5.42371186,1.02363713,0.03662484,0.58658233,0.05637786,0.00000000,0.40982813,0.36001212
-5.41770885,1.06762640,0.03769759,0.61409871,0.05877368,0.00000000,0.42833005,0.37605503
-5.41170585,1.11269700,0.03872826,0.64230213,0.06123799,0.00000000,0.44777352,0.39228815
-5.40570285,1.15890847,0.03971337,0.67122058,0.06377295,0.00000000,0.46827532,0.40869998
-5.39969985,1.20634217,0.04065087,0.70089618,0.06638133,0.00000000,0.48996621,0.42528838
-5.39369685,1.25510332,0.04154048,0.73138620,0.06906663,0.00000000,0.51299065,0.44206196
-5.38769385,1.30532130,0.04238386,0.76276295,0.07183313,0.00000000,0.53750579,0.45904093
-5.38169085,1.35714830,0.04318484,0.79511264,0.07468585,0.00000000,0.56367950,0.47625736
-5.37568784,1.41075610,0.04394950,0.82853320,0.07763040,0.00000000,0.59168756,0.49375470
-5.36968484,1.46633115,0.04468612,0.86313110,0.08067276,0.00000000,0.62170994,0.51158678
-5.36368184,1.52406825,0.04540510,0.89901745,0.08381894,0.00000000,0.65392644,0.52981622
-5.35767884,1.58416305,0.04611880,0.93630352,0.08707464,0.00000000,0.68851172,0.54851232
-5.35167584,1.64680410,0.04684119,0.97509612,0.09044476,0.00000000,0.72562990,0.56774884
