energy_ev,total_up,C_s_up,C_p_up,Li_s_up,S_s_up,S_p_up,Zn_p_up,Zn_d_up
-5.86193097,2.12732671,0.09856419,0.01449528,0.03336006,0.03939972,0.14937908,0.20457674,1.52971875
-5.85592796,2.05017962,0.09533703,0.01385554,0.03206886,0.03803503,0.14428842,0.19759792,1.47341693
-5.84992496,1.96299708,0.09160931,0.01315055,0.03061368,0.03647794,0.13845221,0.18959379,1.41002444
-5.84392196,1.86727542,0.08745173,0.01239323,0.02902138,0.03475530,0.13197781,0.18071475,1.34060239
-5.83791896,1.76463801,0.08294087,0.01159693,0.02732045,0.03289639,0.12498114,0.17112258,1.26630546
-5.83191596,1.65678200,0.07815688,0.01077500,0.02554009,0.03093196,0.11758314,0.16098568,1.18834293
-5.82591296,1.54542661,0.07318136,0.00994043,0.02370940,0.02889323,0.10990639,0.15047437,1.10794080
-5.81990995,1.43226455,0.06809522,0.00910555,0.02185653,0.02681104,0.10207177,0.13975653,1.02630639
-5.81390695,1.31891850,0.06297674,0.00828168,0.02000803,0.02471504,0.09419556,0.12899357,0.94459666
-5.80790395,1.20690366,0.05789997,0.00747896,0.01818822,0.02263293,0.08638678,0.11833697,0.86389100
-5.80190095,1.09759728,0.05293326,0.00670617,0.01641871,0.02058996,0.07874515,0.10792541,0.78516919
-5.79589795,0.99221581,0.04813817,0.00597058,0.01471809,0.01860840,0.07135939,0.09788261,0.70929489
-5.78989495,0.89179952,0.04356876,0.00527798,0.01310175,0.01670727,0.06430611,0.08831582,0.63700458
-5.78389195,0.79720459,0.03927105,0.00463263,0.01158172,0.01490218,0.05764920,0.07931499,0.56890199
-5.77788894,0.70910182,0.03528290,0.00403734,0.01016681,0.01320525,0.05143964,0.07095254,0.50545727
-5.77188594,0.62798142,0.03163406,0.00349358,0.00886270,0.01162522,0.04571574,0.06328372,0.44701067
-5.76588294,0.55416272,0.02834647,0.00300161,0.00767220,0.01016760,0.04050371,0.05634740,0.39377967
-5.75987994,0.48780773,0.02543474,0.00256062,0.00659552,0.00883495,0.03581857,0.05016714,0.34586901
-5.75387694,0.42893748,0.02290669,0.00216892,0.00563065,0.00762716,0.03166516,0.04475266,0.30328268
-5.74787394,0.37745002,0.02076407,0.00182411,0.00477369,0.00654183,0.02803933,0.04010133,0.26593714
-5.74187094,0.33313905,0.01900316,0.00152324,0.00401926,0.00557467,0.02492921,0.03619978,0.23367494
-5.73586793,0.29571235,0.01761550,0.00126297,0.00336087,0.00471984,0.02231642,0.03302544,0.20627827
-5.72986493,0.26480923,0.01658849,0.00103977,0.00279124,0.00397035,0.02017728,0.03054805,0.18348175
-5.72386193,0.24001654,0.01590597,0.00084996,0.00230265,0.00331839,0.01848386,0.02873096,0.16498416
-5.71785893,0.22088281,0.01554869,0.00068990,0.00188722,0.00275568,0.01720502,0.02753233,0.15045881
-5.71185593,0.20693035,0.01549474,0.00055607,0.00153716,0.00227372,0.01630721,0.02690612,0.13956247
-5.70585293,0.19766535,0.01571992,0.00044509,0.00124494,0.00186407,0.01575523,0.02680290,0.13194271
-5.69984992,0.19258598,0.01619794,0.00035384,0.00100350,0.00151848,0.01551280,0.02717051,0.12724382
-5.69384692,0.19118878,0.01690074,0.00027945,0.00080635,0.00122911,0.01554308,0.02795464,0.12511149
-5.68784392,0.19297361,0.01779866,0.00021934,0.00064766,0.00098862,0.01580905,0.02909924,0.12519627
-5.68184092,0.19744751,0.01886062,0.00017123,0.00052232,0.00079024,0.01627385,0.03054698,0.12715622
-5.67583792,0.20412775,0.02005439,0.00013312,0.00042603,0.00062780,0.01690111,0.03223956,0.13065898
-5.66983492,0.21254449,0.02134681,0.00010328,0.00035523,0.00049582,0.01765520,0.03411822,0.13538330
-5.66383192,0.22224327,0.02270410,0.00008028,0.00030723,0.00038940,0.01850154,0.03612412,0.14102053
-5.65782891,0.23278754,0.02409222,0.00006290,0.00028010,0.00030431,0.01940686,0.03819895,0.14727594
-5.65182591,0.24376150,0.02547730,0.00005016,0.00027275,0.00023688,0.02033954,0.04028548,0.15387028
-5.64582291,0.25477320,0.02682611,0.00004127,0.00028491,0.00018396,0.02126997,0.04232834,0.16054138
-5.63981991,0.26545799,0.02810660,0.00003564,0.00031711,0.00014294,0.02217089,0.04427474,0.16704601
-5.63381691,0.27548225,0.02928846,0.00003282,0.00037068,0.00011163,0.02301779,0.04607529,0.17316193
-5.62781391,0.28454718,0.03034368,0.00003252,0.00044781,0.00008822,0.02378926,0.04768489,0.17868994
-5.62181091,0.29239262,0.03124718,0.00003455,0.00055146,0.00007128,0.02446740,0.04906350,0.18345596
-5.61580790,0.29880055,0.03197726,0.00003886,0.00068541,0.00005964,0.02503813,0.05017694,0.18731307
-5.60980490,0.30359811,0.03251614,0.00004546,0.00085425,0.00005242,0.02549144,0.05099759,0.19014308
-5.60380190,0.30665996,0.03285033,0.00005448,0.00106333,0.00004894,0.02582164,0.05150491,0.19185791
-5.59779890,0.30790967,0.03297093,0.00006611,0.00131874,0.00004871,0.02602739,0.05168583,0.19240027
-5.59179590,0.30732009,0.03287375,0.00008060,0.00162725,0.00005138,0.02611178,0.05153496,0.19174380
-5.58579290,0.30491252,0.03255941,0.00009825,0.00199620,0.00005675,0.02608218,0.05105459,0.18989253
-5.57978989,0.30075468,0.03203315,0.00011944,0.00243343,0.00006470,0.02595001,0.05025441,0.18687953
-5.57378689,0.29495745,0.03130465,0.00014455,0.00294714,0.00007520,0.02573041,0.04915114,0.18276489
-5.56778389,0.28767049,0.03038760,0.00017403,0.00354572,0.00008828,0.02544181,0.04776785,0.17763304
-5.56178089,0.27907687,0.02929925,0.00020831,0.00423758,0.00010403,0.02510539,0.04613318,0.17158941
-5.55577789,0.26938694,0.02805976,0.00024788,0.00503093,0.00012255,0.02474451,0.04428037,0.16475666
-5.54977489,0.25883161,0.02669163,0.00029321,0.00593364,0.00014400,0.02438409,0.04224624,0.15727056
-5.54377189,0.24765539,0.02521891,0.00034480,0.00695298,0.00016851,0.02404998,0.04007006,0.14927564
-5.53776888,0.23610945,0.02366652,0.00040315,0.00809549,0.00019626,0.02376836,0.03779245,0.14092090
-5.53176588,0.22444495,0.02205955,0.00046876,0.00936680,0.00022739,0.02356520,0.03545429,0.13235559
-5.52576288,0.21290696,0.02042257,0.00054214,0.01077157,0.00026209,0.02346585,0.03309571,0.12372530
-5.51975988,0.20172921,0.01877902,0.00062383,0.01231348,0.00030049,0.02349466,0.03075521,0.11516853
-5.51375688,0.19112978,0.01715069,0.00071440,0.01399524,0.00034278,0.02367484,0.02846890,0.10681378
-5.50775388,0.18130801,0.01555730,0.00081448,0.01581879,0.00038911,0.02402838,0.02626990,0.09877722
-5.50175088,0.17244256,0.01401614,0.00092477,0.01778553,0.00043968,0.02457623,0.02418793,0.09116109
-5.49574787,0.16469075,0.01254186,0.00104607,0.01989672,0.00049470,0.02533853,0.02224910,0.08405275
-5.48974487,0.15818899,0.01114634,0.00117935,0.02215387,0.00055443,0.02633505,0.02047580,0.07752441
-5.48374187,0.15305431,0.00983871,0.00132573,0.02455931,0.00061916,0.02758567,0.01888683,0.07163346
-5.47773887,0.14938668,0.00862537,0.00148653,0.02711675,0.00068929,0.02911101,0.01749758,0.06642331
-5.47173587,0.14727198,0.00751018,0.00166335,0.02983189,0.00076527,0.03093302,0.01632039,0.06192470
-5.46573287,0.14678518,0.00649465,0.00185799,0.03271294,0.00084766,0.03307548,0.01536491,0.05815725
-5.45972986,0.14799368,0.00557822,0.00207259,0.03577113,0.00093713,0.03556449,0.01463853,0.05513124
-5.45372686,0.15096021,0.00475853,0.00230951,0.03902103,0.00103446,0.03842873,0.01414679,0.05284938
-5.44772386,0.15574517,0.00403175,0.00257140,0.04248069,0.00114052,0.04169941,0.01389374,0.05130860
-5.44172086,0.16240809,0.00339287,0.00286110,0.04617154,0.00125629,0.04541005,0.01388225,0.05050150
-5.43571786,0.17100792,0.00283603,0.00318162,0.05011794,0.00138282,0.04959579,0.01411421,0.05041765
-5.42971486,0.18160211,0.00235477,0.00353602,0.05434646,0.00152120,0.05429233,0.01459057,0.05104442
-5.42371186,0.19424426,0.00194231,0.00392731,0.05888481,0.00167253,0.05953458,0.01531137,0.05236746
-5.41770885,0.20898042,0.00159175,0.00435829,0.06376034,0.00183785,0.06535477,0.01627549,0.05437071
-5.41170585,0.22584414,0.00129629,0.00483141,0.06899832,0.00201806,0.07178034,0.01748039,0.05703607
-5.40570285,0.24485052,0.00104936,0.00534861,0.07461991,0.00221392,0.07883156,0.01892171,0.06034256
-5.39969985,0.26598944,0.00084473,0.00591108,0.08063991,0.00242589,0.08651892,0.02059277,0.06426535
-5.39369685,0.28921855,0.00067665,0.00651913,0.08706453,0.00265411,0.09484057,0.02248412,0.06877445
-5.38769385,0.31445627,0.00053983,0.00717199,0.09388907,0.00289830,0.10377983,0.02458296,0.07383338
-5.38169085,0.34157554,0.00042953,0.00786768,0.10109586,0.00315773,0.11330302,0.02687271,0.07939789
-5.37568784,0.37039861,0.00034153,0.00860287,0.10865250,0.00343111,0.12335771,0.02933266,0.08541478
-5.36968484,0.40069364,0.00027218,0.00937283,0.11651054,0.00371661,0.13387156,0.03193769,0.09182113
-5.36368184,0.43217328,0.00021831,0.01017141,0.12460482,0.00401178,0.14475201,0.03465829,0.09854386
-5.35767884,0.46449588,0.00017725,0.01099108,0.13285339,0.00431363,0.15588676,0.03746068,0.10549988
-5.35167584,0.49726939,0.00014680,0.01182307,0.14115837,0.00461860,0.16714522,0.04030722,0.11259675
-5.34567284,0.53005817,0.00012517,0.01265754,0.14940748,0.00492266,0.17838101,0.04315714,0.11973401
-5.33966983,0.56239269,0.00011095,0.01348388,0.15747651,0.00522138,0.18943535,0.04596738,0.12680511
-5.33366683,0.59378172,0.00010311,0.01429098,0.16523254,0.00551007,0.20014139,0.04869381,0.13369993
-5.32766383,0.62372687,0.00010093,0.01506765,0.17253778,0.00578385,0.21032933,0.05129258,0.14030773
-5.32166083,0.65173876,0.00010402,0.01580304,0.17925402,0.00603789,0.21983202,0.05372169,0.14652049
-5.31565783,0.67735422,0.00011224,0.01648709,0.18524742,0.00626754,0.22849101,0.05594264,0.15223649
-5.30965483,0.70015370,0.00012576,0.01711099,0.19039345,0.00646845,0.23616262,0.05792214,0.15736382
-5.30365183,0.71977810,0.00014501,0.01766762,0.19458179,0.00663684,0.24272385,0.05963384,0.16182386
-5.29764882,0.73594421,0.00017065,0.01815195,0.19772087,0.00676957,0.24807781,0.06105995,0.16555433
-5.29164582,0.74845789,0.00020362,0.01856147,0.19974198,0.00686431,0.25215839,0.06219273,0.16851185
-5.28564282,0.75722441,0.00024509,0.01889639,0.20060253,0.00691967,0.25493395,0.06303570,0.17067384
-5.27963982,0.76225530,0.00029648,0.01915996,0.20028861,0.00693527,0.25640995,0.06360470,0.17203965
-5.27363682,0.76367149,0.00035942,0.01935851,0.19881632,0.00691180,0.25663011,0.06392849,0.17263079
-5.26763382,0.76170240,0.00043576,0.01950154,0.19623222,0.00685105,0.25567640,0.06404912,0.17249035
-5.26163082,0.75668125,0.00052755,0.01960166,0.19261254,0.00675586,0.25366760,0.06402186,0.17168152
-5.25562781,0.74903664,0.00063700,0.01967440,0.18806142,0.00663015,0.25075661,0.06391480,0.17028537
-5.24962481,0.73928110,0.00076641,0.01973801,0.18270814,0.00647877,0.24712672,0.06380803,0.16839792
-5.24362181,0.72799703,0.00091818,0.01981316,0.17670356,0.00630746,0.24298692,0.06379260,0.16612685
-5.23761881,0.71582103,0.00109471,0.01992260,0.17021589,0.00612271,0.23856662,0.06396902,0.16358777
-5.23161581,0.70342721,0.00129830,0.02009074,0.16342598,0.00593167,0.23410998,0.06444560,0.16090051
-5.22561281,0.69151053,0.00153113,0.02034328,0.15652243,0.00574200,0.22987014,0.06533653,0.15818544
-5.21960980,0.68077098,0.00179511,0.02070679,0.14969661,0.00556178,0.22610371,0.06675983,0.15556022
-5.21360680,0.67189913,0.00209182,0.02120829,0.14313792,0.00539939,0.22306562,0.06883509,0.15313687
-5.20760380,0.66556392,0.00242235,0.02187491,0.13702932,0.00526345,0.22100470,0.07168123,0.15101961
-5.20160080,0.66240290,0.00278730,0.02273350,0.13154340,0.00516271,0.22015996,0.07541417,0.14930333
-5.19559780,0.66301522,0.00318658,0.02381031,0.12683906,0.00510603,0.22075781,0.08014458,0.14807279
-5.18959480,0.66795730,0.00361939,0.02513071,0.12305879,0.00510233,0.22301016,0.08597566,0.14740258
-5.18359180,0.67774103,0.00408413,0.02671890,0.12032673,0.00516059,0.22711327,0.09300097,0.14735771
-5.17758879,0.69283400,0.00457838,0.02859765,0.11874729,0.00528979,0.23324734,0.10130249,0.14799477
-5.17158579,0.71366121,0.00509886,0.03078802,0.11840451,0.00549895,0.24157667,0.11094873,0.14936339
-5.16558279,0.74060754,0.00564143,0.03330915,0.11936185,0.00579704,0.25224994,0.12199309,0.15150793
-5.15957979,0.77402013,0.00620117,0.03617788,0.12166245,0.00619302,0.26540066,0.13447239,0.15446918
-5.15357679,0.81420996,0.00677243,0.03940849,0.12532976,0.00669571,0.28114725,0.14840560,0.15828573
-5.14757379,0.86145171,0.00734895,0.04301232,0.13036825,0.00731369,0.29959275,0.16379278,0.16299498
-5.14157079,0.91598137,0.00792398,0.04699730,0.13676433,0.00805521,0.32082366,0.18061424,0.16863356
-5.13556778,0.97799101,0.00849048,0.05136756,0.14448712,0.00892794,0.34490799,0.19882994,0.17523697
-5.12956478,1.04762047,0.00904127,0.05612282,0.15348927,0.00993878,0.37189220,0.21837906,0.18283844
-5.12356178,1.12494585,0.00956925,0.06125791,0.16370743,0.01109357,0.40179724,0.23917980,0.19146697
-5.11755878,1.20996516,0.01006759,0.06676215,0.17506276,0.01239677,0.43461356,0.26112937,0.20114463
-5.11155578,1.30258160,0.01052992,0.07261874,0.18746105,0.01385112,0.47029533,0.28410417,0.21188314
-5.10555278,1.40258532,0.01095054,0.07880427,0.20079288,0.01545727,0.50875425,0.30796017,0.22368003
-5.09954977,1.50963464,0.01132456,0.08528815,0.21493362,0.01721348,0.54985318,0.33253352,0.23651452
-5.09354677,1.62323829,0.01164805,0.09203226,0.22974351,0.01911521,0.59340006,0.35764137,0.25034348
-5.08754377,1.74273974,0.01191815,0.09899067,0.24506786,0.02115489,0.63914274,0.38308297,0.26509767
-5.08154077,1.86730545,0.01213312,0.10610957,0.26073760,0.02332167,0.68676501,0.40864106,0.28067865
-5.07553777,1.99591833,0.01229238,0.11332741,0.27657014,0.02560131,0.73588464,0.43408365,0.29695665
-5.06953477,2.12737774,0.01239650,0.12057529,0.29237081,0.02797613,0.78605360,0.45916619,0.31376966
-5.06353177,2.26030722,0.01244718,0.12777768,0.30793498,0.03042514,0.83676112,0.48363423,0.33092391
-5.05752876,2.39317066,0.01244714,0.13485339,0.32305072,0.03292425,0.88743963,0.50722659,0.34819598
-5.05152576,2.52429718,0.01240003,0.14171693,0.33750232,0.03544666,0.93747393,0.52967908,0.36533653
-5.04552276,2.65191468,0.01231034,0.14828007,0.35107441,0.03796340,0.98621337,0.55072880,0.38207565
-5.03951976,2.77419133,0.01218324,0.15445379,0.36355670,0.04044394,1.03298683,0.57011893,0.39812967
-5.03351676,2.88928374,0.01202446,0.16015042,0.37474923,0.04285697,1.07712024,0.58760404,0.41320923
-5.02751376,2.99539022,0.01184011,0.16528592,0.38446787,0.04517127,1.11795575,0.60295564,0.42702830
-5.02151076,3.09080695,0.01163661,0.16978235,0.39254992,0.04735654,1.15487203,0.61596808,0.43931371
-5.01550775,3.17398450,0.01142048,0.17357022,0.39885956,0.04938439,1.18730471,0.62646426,0.44981479
-5.00950475,3.24358214,0.01119829,0.17659089,0.40329271,0.05122916,1.21476595,0.63430124,0.45831266
-5.00350175,3.29851722,0.01097645,0.17879862,0.40578136,0.05286878,1.23686219,0.63937528,0.46462865
-4.99749875,3.33800683,0.01076121,0.18016241,0.40629673,0.05428545,1.25330920,0.64162604,0.46863141
-4.99149575,3.36159955,0.01055845,0.18066740,0.40485129,0.05546621,1.26394337,0.64103990,0.47024238
-4.98549275,3.36919533,0.01037362,0.18031573,0.40149941,0.05640329,1.26872877,0.63765178,0.46943923
-4.97948974,3.36105207,0.01021166,0.17912691,0.39633643,0.05709430,1.26775923,0.63154569,0.46625708
-4.97348674,3.33777821,0.01007686,0.17713751,0.38949628,0.05754216,1.26125549,0.62285352,0.46078748
-4.96748374,3.30031140,0.00997276,0.17440028,0.38114753,0.05775487,1.24955705,0.61175225,0.45317505
-4.96148074,3.24988394,0.00990210,0.17098263,0.37148813,0.05774498,1.23310935,0.59845946,0.44361201
-4.95547774,3.18797652,0.00986667,0.16696457,0.36073895,0.05752897,1.21244662,0.58322738,0.43233087
-4.94947474,3.11626226,0.00986727,0.16243614,0.34913640,0.05712644,1.18817123,0.56633557,0.41959557
-4.94347174,3.03654386,0.00990361,0.15749452,0.33692455,0.05655918,1.16093056,0.54808259,0.40569153
-4.93746873,2.95068665,0.00997430,0.15224083,0.32434693,0.05585017,1.13139243,0.52877700,0.39091519
-4.93146573,2.86055098,0.01007681,0.14677685,0.31163850,0.05502263,1.10022041,0.50872805,0.37556332
-4.92546273,2.76792691,0.01020746,0.14120175,0.29901819,0.05409905,1.06805001,0.48823652,0.35992289
-4.91945973,2.67447454,0.01036153,0.13560902,0.28668219,0.05310038,1.03546714,0.46758608,0.34426171
-4.91345673,2.58167251,0.01053332,0.13008372,0.27479842,0.05204528,1.00298963,0.44703561,0.32882034
-4.90745373,2.49077693,0.01071626,0.12470014,0.26350233,0.05094962,0.97105272,0.42681282,0.31380570
-4.90145073,2.40279250,0.01090317,0.11952001,0.25289428,0.04982614,0.93999917,0.40710939,0.29938641
-4.89544772,2.31845665,0.01108641,0.11459133,0.24303844,0.04868436,0.91007425,0.38807786,0.28569010
-4.88944472,2.23823704,0.01125814,0.10994777,0.23396332,0.04753069,0.88142568,0.36983035,0.27280271
-4.88344172,2.16234198,0.01141067,0.10560882,0.22566382,0.04636873,0.85410846,0.35243916,0.26076973
-4.87743872,2.09074254,0.01153667,0.10158043,0.21810464,0.04519976,0.82809395,0.33593901,0.24959902
-4.87143572,2.02320497,0.01162955,0.09785634,0.21122480,0.04402342,0.80328273,0.32033086,0.23926525
-4.86543272,1.95933108,0.01168369,0.09441979,0.20494307,0.04283843,0.77952034,0.30558705,0.22971543
-4.85942971,1.89860427,0.01169480,0.09124563,0.19916398,0.04164341,0.75661499,0.29165738,0.22087525
-4.85342671,1.84043869,0.01166010,0.08830267,0.19378412,0.04043772,0.73435624,0.27847575,0.21265590
-4.84742371,1.78422886,0.01157858,0.08555623,0.18869842,0.03922224,0.71253372,0.26596717,0.20496104
-4.84142071,1.72939734,0.01145115,0.08297058,0.18380608,0.03800005,0.69095489,0.25405458,0.19769339
-4.83541771,1.67543822,0.01128077,0.08051136,0.17901599,0.03677706,0.66946104,0.24266532,0.19076098
-4.82941471,1.62195451,0.01107252,0.07814770,0.17425136,0.03556243,0.64794090,0.23173685,0.18408243
-4.82341171,1.56868812,0.01083360,0.07585409,0.16945338,0.03436877,0.62634117,0.22122157,0.17759140
-4.81740870,1.51554119,0.01057334,0.07361180,0.16458385,0.03321230,0.60467380,0.21109057,0.17123982
-4.81140570,1.46258861,0.01030309,0.07140985,0.15962674,0.03211261,0.58301980,0.20133617,0.16500008
-4.80540270,1.41008128,0.01003613,0.06924558,0.15458863,0.03109244,0.56152955,0.19197322,0.15886592
-4.79939970,1.35844080,0.00978757,0.06712469,0.14949814,0.03017707,0.54041978,0.18303931,0.15285229
-4.79339670,1.30824621,0.00957415,0.06506080,0.14440440,0.02939376,0.51996767,0.17459379,0.14699417
-4.78739370,1.26021375,0.00941411,0.06307467,0.13937475,0.02877085,0.50050234,0.16671585,0.14134447
-4.78139070,1.21517098,0.00932704,0.06119298,0.13449180,0.02833693,0.48239420,0.15950177,0.13597128
-4.77538769,1.17402663,0.00933367,0.05944684,0.12984997,0.02811984,0.46604294,0.15306153,0.13095448
-4.76938469,1.13773750,0.00945572,0.05787011,0.12555183,0.02814563,0.45186428,0.14751492,0.12638206
-4.76338169,1.10727391,0.00971572,0.05649754,0.12170420,0.02843756,0.44027649,0.14298734,0.12234618
-4.75737869,1.08358497,0.01013677,0.05536287,0.11841437,0.02901508,0.43168670,0.13960549,0.11893928
-4.75137569,1.06756483,0.01074235,0.05449699,0.11578647,0.02989294,0.42647776,0.13749303,0.11625022
-4.74537269,1.06002094,0.01155605,0.05392616,0.11391801,0.03108031,0.42499583,0.13676632,0.11436074
-4.73936968,1.06164516,0.01260122,0.05367048,0.11289694,0.03258006,0.42753902,0.13753039,0.11334221
-4.73336668,1.07298833,0.01390060,0.05374255,0.11279894,0.03438824,0.43434730,0.13987518,0.11325280
-4.72736368,1.09443882,0.01547586,0.05414646,0.11368524,0.03649365,0.44559386,0.14387211,0.11413512
-4.72136068,1.12620534,0.01734702,0.05487709,0.11560085,0.03887765,0.46137796,0.14957100,0.11601436
-4.71535768,1.16830414,0.01953187,0.05591980,0.11857317,0.04151420,0.48171934,0.15699733,0.11889695
-4.70935468,1.22055081,0.02204516,0.05725047,0.12261100,0.04437007,0.50655425,0.16615002,0.12276964
-4.70335168,1.28255652,0.02489786,0.05883594,0.12770394,0.04740530,0.53573313,0.17699954,0.12759919
-4.69734867,1.35372871,0.02809629,0.06063475,0.13382203,0.05057392,0.56901983,0.18948658,0.13333243
-4.69134567,1.43327616,0.03164120,0.06259826,0.14091580,0.05382483,0.60609251,0.20352112,0.13989681
-4.68534267,1.52021828,0.03552696,0.06467206,0.14891650,0.05710289,0.64654622,0.21898219,0.14720133
-4.67933967,1.61339856,0.03974071,0.06679753,0.15773664,0.06035017,0.68989710,0.23571817,0.15513797
-4.67333667,1.71150198,0.04426165,0.06891371,0.16727086,0.06350738,0.73558830,0.25354780,0.16358332
-4.66733367,1.81307629,0.04906055,0.07095918,0.17739703,0.06651531,0.78299768,0.27226199,0.17240075
-4.66133067,1.91655700,0.05409940,0.07287404,0.18797783,0.06931641,0.83144720,0.29162642,0.18144278
-4.65532766,2.02029576,0.05933140,0.07460183,0.19886252,0.07185624,0.88021404,0.31138507,0.19055379
-4.64932466,2.12259191,0.06470122,0.07609145,0.20988934,0.07408501,0.92854342,0.33126465,0.19957304
-4.64332166,2.22172681,0.07014566,0.07729880,0.22088822,0.07595889,0.97566296,0.35097997,0.20833790
-4.63731866,2.31600033,0.07559467,0.07818839,0.23168400,0.07744117,1.02079842,0.37024024,0.21668725
-4.63131566,2.40376899,0.08097272,0.07873455,0.24210008,0.07850335,1.06319057,0.38875614,0.22446506
-4.62531266,2.48348485,0.08620053,0.07892247,0.25196250,0.07912576,1.10211278,0.40624766,0.23152404
-4.61930965,2.55373426,0.09119716,0.07874891,0.26110435,0.07929814,1.13688901,0.42245246,0.23772923
-4.61330665,2.61327550,0.09588228,0.07822262,0.26937035,0.07901984,1.16691162,0.43713447,0.24296148
-4.60730365,2.66107403,0.10017867,0.07736441,0.27662162,0.07829967,1.19165850,0.45009263,0.24712078
-4.60130065,2.69633417,0.10401470,0.07620702,0.28274025,0.07715563,1.21070876,0.46116932,0.25012918
-4.59529765,2.71852614,0.10732688,0.07479461,0.28763366,0.07561426,1.22375657,0.47025812,0.25193331
-4.58929465,2.72740699,0.11006218,0.07318209,0.29123851,0.07370979,1.23062238,0.47731073,0.25250635
-4.58329165,2.72303468,0.11218005,0.07143419,0.29352383,0.07148311,1.23126101,0.48234256,0.25184932
-4.57728864,2.70577410,0.11365417,0.06962437,0.29449339,0.06898057,1.22576609,0.48543666,0.24999168
-4.57128564,2.67629463,0.11447359,0.06783353,0.29418699,0.06625268,1.21437059,0.48674582,0.24699109
-4.56528264,2.63555862,0.11464345,0.06614864,0.29268059,0.06335271,1.19744300,0.48649254,0.24293237
-4.55927964,2.58480094,0.11418500,0.06466123,0.29008522,0.06033531,1.17547939,0.48496668,0.23792556
-4.55327664,2.52549975,0.11313508,0.06346578,0.28654468,0.05725509,1.14909118,0.48252083,0.23210328
-4.54727364,2.45933929,0.11154497,0.06265807,0.28223192,0.05416538,1.11898914,0.47956322,0.22561723
-4.54127064,2.38816559,0.10947873,0.06233338,0.27734443,0.05111693,1.08596394,0.47654850,0.21863411
-4.53526763,2.31393649,0.10701096,0.06258467,0.27209862,0.04815682,1.05086409,0.47396639,0.21133097
-4.52926463,2.23866762,0.10422429,0.06350072,0.26672341,0.04532752,1.01457178,0.47232860,0.20389023
-4.52326163,2.16437605,0.10120654,0.06516412,0.26145336,0.04266611,0.97797768,0.47215430,0.19649442
-4.51725863,2.09302363,0.09804769,0.06764929,0.25652161,0.04020360,0.94195563,0.47395465,0.18932099
-4.51125563,2.02646192,0.09483699,0.07102043,0.25215275,0.03796452,0.90733797,0.47821671,0.18253720
-4.50525263,1.96638066,0.09166000,0.07532949,0.24855611,0.03596669,0.87489265,0.48538744,0.17629536
-4.49924962,1.91426146,0.08859606,0.08061415,0.24591962,0.03422107,0.84530272,0.49585811,0.17072860
-4.49324662,1.87133839,0.08571593,0.08689588,0.24440446,0.03273189,0.81914905,0.50994980,0.16594722
