energy_ev,total_up,C_s_up,C_p_up,Li_s_up,Os_p_up,Os_d_up,Se_s_up,Se_p_up
-5.67583792,5.95899848,0.03654039,0.50186264,0.10306070,2.22119748,2.58069982,0.05359181,2.87779180
-5.66983492,5.87640257,0.03643685,0.49566679,0.10581142,2.20426649,2.53682183,0.05295212,2.83676173
-5.66383192,5.78698581,0.03622129,0.48952197,0.10851805,2.18483126,2.49008866,0.05242823,2.79115491
-5.65782891,5.69220353,0.03590352,0.48350738,0.11116656,2.16326285,2.44121108,0.05203928,2.74172068
-5.65182591,5.59366693,0.03549551,0.47770846,0.11374644,2.13998531,2.39097759,0.05180218,2.68929150
-5.64582291,5.49311166,0.03501102,0.47221527,0.11625031,2.11546740,2.34023843,0.05173125,2.63476792
-5.63981991,5.39236007,0.03446513,0.46712037,0.11867347,2.09021202,2.28988669,0.05183779,2.57910048
-5.63381691,5.29327815,0.03387379,0.46251613,0.12101309,2.06474338,2.24083669,0.05212983,2.52326934
-5.62781391,5.19772837,0.03325334,0.45849172,0.12326747,2.03959235,2.19400060,0.05261190,2.46826188
-5.62181091,5.10752031,0.03261995,0.45512969,0.12543520,2.01528045,2.15026403,0.05328486,2.41504937
-5.61580790,5.02436091,0.03198923,0.45250241,0.12751431,1.99230331,2.11046164,0.05414588,2.36456336
-5.60980490,4.94980670,0.03137580,0.45066860,0.12950159,1.97111425,2.07535381,0.05518846,2.31767294
-5.60380190,4.88522020,0.03079291,0.44967000,0.13139200,1.95210901,2.04560535,0.05640260,2.27516368
-5.59779890,4.83173243,0.03025222,0.44952862,0.13317829,1.93561236,2.02176732,0.05777501,2.23771925
-5.59179590,4.79021345,0.02976362,0.45024452,0.13485091,1.92186750,2.00426277,0.05928945,2.20590639
-5.58579290,4.76125223,0.02933510,0.45179456,0.13639812,1.91102878,1.99337687,0.06092714,2.18016389
-5.57978989,4.74514666,0.02897283,0.45413203,0.13780636,1.90315825,1.98925204,0.06266725,2.16079576
-5.57378689,4.74190405,0.02868120,0.45718737,0.13906083,1.89822627,1.99188805,0.06448745,2.14796887
-5.56778389,4.75125183,0.02846302,0.46086996,0.14014635,1.89611607,2.00114705,0.06636447,2.14171475
-5.56178089,4.77265752,0.02831969,0.46507091,0.14104819,1.89663208,2.01676307,0.06827470,2.14193532
-5.55577789,4.80535682,0.02825153,0.46966677,0.14175313,1.89951145,2.03835549,0.07019478,2.14841190
-5.54977489,4.84838796,0.02825798,0.47452395,0.14225040,1.90443820,2.06544563,0.07210219,2.16081690
-5.54377189,4.90063052,0.02833793,0.47950375,0.14253259,1.91105893,2.09747557,0.07397572,2.17872737
-5.53776888,4.96084657,0.02848995,0.48446754,0.14259639,1.91899945,2.13382831,0.07579596,2.20163965
-5.53176588,5.02772210,0.02871252,0.48928210,0.14244314,1.92788126,2.17384822,0.07754564,2.22898443
-5.52576288,5.09990688,0.02900417,0.49382464,0.14207911,1.93733707,2.21686092,0.07920993,2.26014156
-5.51975988,5.17605118,0.02936363,0.49798729,0.14151555,1.94702447,2.26219176,0.08077661,2.29445400
-5.51375688,5.25483794,0.02978986,0.50168100,0.14076840,1.95663741,2.30918225,0.08223613,2.33124080
-5.50775388,5.33500965,0.03028202,0.50483844,0.13985777,1.96591467,2.35720389,0.08358162,2.36980867
-5.50175088,5.41538939,0.03083941,0.50741598,0.13880721,1.97464550,2.40566921,0.08480878,2.40946225
-5.49574787,5.49489610,0.03146135,0.50939453,0.13764272,1.98267205,2.45403980,0.08591563,2.44951332
-5.48974487,5.57255436,0.03214700,0.51077935,0.13639173,1.98988902,2.50183140,0.08690231,2.48928886
-5.48374187,5.64749943,0.03289513,0.51159885,0.13508192,1.99624066,2.54861640,0.08777072,2.52813873
-5.47773887,5.71897845,0.03370400,0.51190241,0.13374015,2.00171581,2.59402402,0.08852421,2.56544288
-5.47173587,5.78634881,0.03457106,0.51175755,0.13239136,2.00634126,2.63773864,0.08916713,2.60061880
-5.46573287,5.84907494,0.03549281,0.51124635,0.13105774,2.01017428,2.67949689,0.08970454,2.63312922
-5.45972986,5.90672456,0.03646467,0.51046168,0.12975796,2.01329484,2.71908403,0.09014178,2.66249044
-5.45372686,5.95896526,0.03748084,0.50950311,0.12850671,2.01579796,2.75633003,0.09048419,2.68828118
-5.44772386,6.00556232,0.03853424,0.50847296,0.12731450,2.01778685,2.79110602,0.09073679,2.71015211
-5.44172086,6.04637804,0.03961660,0.50747249,0.12618760,2.01936715,2.82332131,0.09090405,2.72783558
-5.43571786,6.08137301,0.04071845,0.50659857,0.12512841,2.02064245,2.85292134,0.09098978,2.74115537
-5.42971486,6.11060897,0.04182934,0.50594074,0.12413587,2.02171123,2.87988656,0.09099695,2.75003589
-5.42371186,6.13425302,0.04293803,0.50557895,0.12320616,2.02266533,2.90423237,0.09092776,2.75451032
-5.41770885,6.15258234,0.04403273,0.50558192,0.12233351,2.02358961,2.92600983,0.09078364,2.75472686
-5.41170585,6.16598863,0.04510145,0.50600604,0.12151107,2.02456264,2.94530694,0.09056541,2.75095272
-5.40570285,6.17498112,0.04613231,0.50689498,0.12073185,2.02565815,2.96224999,0.09027346,2.74357493
-5.39969985,6.18018721,0.04711391,0.50827968,0.11998959,2.02694680,2.97700472,0.08990801,2.73309753
-5.39369685,6.18234951,0.04803568,0.51017890,0.11927956,2.02849791,2.98977660,0.08946937,2.72013475
-5.38769385,6.18231832,0.04888818,0.51259994,0.11859923,2.03038076,3.00080990,0.08895826,2.70539985
-5.38169085,6.18103902,0.04966346,0.51553964,0.11794883,2.03266519,3.01038507,0.08837612,2.68968948
-5.37568784,6.17953368,0.05035522,0.51898541,0.11733162,2.03542119,3.01881413,0.08772542,2.67386383
-5.36968484,6.17887682,0.05095907,0.52291630,0.11675402,2.03871742,3.02643380,0.08700988,2.65882290
-5.36368184,6.18016574,0.05147259,0.52730394,0.11622558,2.04261854,3.03359642,0.08623469,2.64547942
-5.35767884,6.18448586,0.05189535,0.53211329,0.11575863,2.04718137,3.04065873,0.08540665,2.63472939
-5.35167584,6.19287231,0.05222889,0.53730329,0.11536783,2.05245023,3.04796874,0.08453421,2.62742112
-5.34567284,6.20626908,0.05247658,0.54282728,0.11506958,2.05845158,3.05585129,0.08362740,2.62432402
-5.33966983,6.22548745,0.05264339,0.54863329,0.11488125,2.06518840,3.06459275,0.08269771,2.62609839
-5.33366683,6.25116571,0.05273564,0.55466416,0.11482038,2.07263464,3.07442580,0.08175781,2.63326751
-5.32766383,6.28373205,0.05276070,0.56085768,0.11490381,2.08073027,3.08551485,0.08082129,2.64619327
-5.32166083,6.32337282,0.05272663,0.56714673,0.11514690,2.08937742,3.09794318,0.07990218,2.66505668
-5.31565783,6.37000797,0.05264184,0.57345940,0.11556265,2.09843783,3.11170247,0.07901454,2.68984405
-5.30965483,6.42327539,0.05251473,0.57971942,0.11616112,2.10773211,3.12668558,0.07817195,2.72034002
-5.30365183,6.48252561,0.05235343,0.58584669,0.11694879,2.11704110,3.14268307,0.07738708,2.75612762
-5.29764882,6.54682753,0.05216546,0.59175808,0.11792822,2.12610932,3.15938412,0.07667114,2.79659598
-5.29164582,6.61498584,0.05195757,0.59736851,0.11909783,2.13465069,3.17638187,0.07603353,2.84095541
-5.28564282,6.68556986,0.05173559,0.60259232,0.12045187,2.14235631,3.19318343,0.07548151,2.88825954
-5.27963982,6.75695305,0.05150438,0.60734484,0.12198063,2.14890407,3.20922415,0.07501992,2.93743381
-5.27363682,6.82736198,0.05126783,0.61154425,0.12367080,2.15396983,3.22388573,0.07465108,2.98730928
-5.26763382,6.89493292,0.05102897,0.61511353,0.12550598,2.15723947,3.23651767,0.07437476,3.03666047
-5.26163082,6.95777386,0.05079008,0.61798255,0.12746740,2.15842152,3.24646080,0.07418830,3.08424575
-5.25562781,7.01402926,0.05055295,0.62009007,0.12953467,2.15725954,3.25307226,0.07408683,3.12884867
-5.24962481,7.06194498,0.05031906,0.62138576,0.13168658,2.15354368,3.25575054,0.07406352,3.16931849
-5.24362181,7.09993029,0.05008983,0.62183190,0.13390199,2.14712090,3.25395952,0.07411002,3.20460829
-5.23761881,7.12661437,0.04986684,0.62140489,0.13616054,2.13790310,3.24725037,0.07421687,3.23380902
-5.23161581,7.14089465,0.04965205,0.62009637,0.13844341,2.12587280,3.23528021,0.07437389,3.25617812
-5.22561281,7.14197477,0.04944788,0.61791380,0.14073383,2.11108597,3.21782674,0.07457071,3.27116152
-5.21960980,7.12939058,0.04925735,0.61488072,0.14301748,2.09367176,3.19479802,0.07479707,3.27840816
-5.21360680,7.10302288,0.04908404,0.61103628,0.14528262,2.07382904,3.16623707,0.07504321,3.27777657
-5.20760380,7.06309651,0.04893199,0.60643437,0.14752013,2.05181987,3.13232093,0.07530015,3.26933321
-5.20160080,7.01016596,0.04880559,0.60114217,0.14972320,2.02796016,3.09335449,0.07555981,3.25334307
-5.19559780,6.94508836,0.04870928,0.59523822,0.15188691,2.00260794,3.04975925,0.07581513,3.23025285
-5.18959480,6.86898527,0.04864731,0.58881003,0.15400765,1.97614968,3.00205774,0.07606006,3.20066791
-5.18359180,6.78319539,0.04862336,0.58195144,0.15608235,1.94898547,2.95085437,0.07628945,3.16532402
-5.17758879,6.68922061,0.04864023,0.57475972,0.15810774,1.92151370,2.89681376,0.07649895,3.12505553
-5.17158579,6.58866813,0.04869950,0.56733259,0.16007954,1.89411602,2.84063763,0.07668480,3.08076137
-5.16558279,6.48319153,0.04880118,0.55976527,0.16199175,1.86714328,2.78304134,0.07684364,3.03337070
-5.15957979,6.37443366,0.04894352,0.55214773,0.16383602,1.84090325,2.72473134,0.07697230,2.98380965
-5.15357679,6.26397397,0.04912280,0.54456227,0.16560124,1.81565057,2.66638440,0.07706769,2.93297060
-5.14757379,6.15328261,0.04933329,0.53708149,0.16727330,1.79157957,2.60862971,0.07712662,2.88168551
-5.14157079,6.04368305,0.04956724,0.52976680,0.16883514,1.76882004,2.55203428,0.07714583,2.83070391
-5.13556778,5.93632453,0.04981508,0.52266749,0.17026705,1.74743633,2.49709234,0.07712197,2.78067658
-5.12956478,5.83216492,0.05006560,0.51582042,0.17154715,1.72742944,2.44421878,0.07705168,2.73214501
-5.12356178,5.73196392,0.05030634,0.50925032,0.17265217,1.70874211,2.39374663,0.07693181,2.68553678
-5.11755878,5.63628604,0.05052400,0.50297068,0.17355836,1.69126635,2.34592834,0.07675956,2.64116631
-5.11155578,5.54551205,0.05070489,0.49698500,0.17424252,1.67485288,2.30094020,0.07653277,2.59924063
-5.10555278,5.45985724,0.05083545,0.49128859,0.17468306,1.65932194,2.25888946,0.07625011,2.55986892
-5.09954977,5.37939468,0.05090277,0.48587049,0.17486108,1.64447461,2.21982313,0.07591137,2.52307512
-5.09354677,5.30408112,0.05089504,0.48071556,0.17476126,1.63010417,2.18373781,0.07551758,2.48881219
-5.08754377,5.23378358,0.05080199,0.47580654,0.17437271,1.61600657,2.15058968,0.07507116,2.45697701
-5.08154077,5.16830459,0.05061529,0.47112587,0.17368946,1.60198964,2.12030380,0.07457592,2.42742489
-5.07553777,5.10740427,0.05032875,0.46665737,0.17271083,1.58788051,2.09278232,0.07403704,2.39998257
-5.06953477,5.05081814,0.04993856,0.46238734,0.17144143,1.57353084,2.06791088,0.07346088,2.37445919
-5.06353177,4.99826959,0.04944331,0.45830538,0.16989091,1.55881989,2.04556309,0.07285469,2.35065461
-5.05752876,4.94947688,0.04884398,0.45440463,0.16807348,1.54365520,2.02560292,0.07222633,2.32836495
-5.05152576,4.90415462,0.04814383,0.45068157,0.16600718,1.52797134,2.00788520,0.07158380,2.30738529
-5.04552276,4.86201065,0.04734812,0.44713536,0.16371298,1.51172666,1.99225438,0.07093483,2.28750991
-5.03951976,4.82273900,0.04646391,0.44376685,0.16121384,1.49489892,1.97854211,0.07028636,2.26853056
-5.03351676,4.78601063,0.04549973,0.44057727,0.15853362,1.47747987,1.96656405,0.06964417,2.25023331
-5.02751376,4.75146316,0.04446517,0.43756682,0.15569613,1.45946957,1.95611663,0.06901241,2.23239487
-5.02151076,4.71869135,0.04337062,0.43473321,0.15272419,1.44087095,1.94697425,0.06839331,2.21477909
-5.01550775,4.68723971,0.04222689,0.43207026,0.14963891,1.42168502,1.93888751,0.06778696,2.19713438
-5.00950475,4.65659863,0.04104487,0.42956677,0.14645907,1.40190726,1.93158298,0.06719119,2.17919265
-5.00350175,4.62620495,0.03983537,0.42720563,0.14320083,1.38152543,1.92476482,0.06660162,2.16067042
-4.99749875,4.59544774,0.03860878,0.42496346,0.13987759,1.36051903,1.91811850,0.06601179,2.14127221
-4.99149575,4.56367952,0.03737501,0.42281054,0.13650005,1.33886061,1.91131671,0.06541343,2.12069655
-4.98549275,4.53023266,0.03614336,0.42071133,0.13307658,1.31651857,1.90402727,0.06479688,2.09864419
-4.97948974,4.49444065,0.03492242,0.41862548,0.12961369,1.29346166,1.89592293,0.06415152,2.07482858
-4.97348674,4.45566304,0.03372015,0.41650920,0.12611664,1.26966459,1.88669250,0.06346637,2.04898774
-4.96748374,4.41331298,0.03254384,0.41431716,0.12259017,1.24511453,1.87605293,0.06273057,2.02089716
-4.96148074,4.36688603,0.03140019,0.41200459,0.11903922,1.21981799,1.86376174,0.06193404,1.99038289
-4.95547774,4.31598839,0.03029540,0.40952972,0.11546973,1.19380769,1.84962907,0.06106800,1.95733397
-4.94947474,4.26036328,0.02923525,0.40685626,0.11188924,1.16714886,1.83352881,0.06012545,1.92171352
-4.94347174,4.19991371,0.02822515,0.40395593,0.10830752,1.13994459,1.81540808,0.05910163,1.88356771
-4.93746873,4.13472037,0.02727023,0.40081085,0.10473700,1.11233971,1.79529460,0.05799433,1.84303192
-4.93146573,4.06505343,0.02637542,0.39741575,0.10119306,1.08452307,1.77330130,0.05680410,1.80033377
-4.92546273,3.99137746,0.02554542,0.39377980,0.09769413,1.05672767,1.74962801,0.05553441,1.75579241
-4.91945973,3.91434882,0.02478474,0.38992796,0.09426160,1.02922875,1.72455976,0.05419163,1.70981417
-4.91345673,3.83480533,0.02409764,0.38590195,0.09091957,1.00233971,1.69846177,0.05278489,1.66288453
-4.90745373,3.75374844,0.02348810,0.38176043,0.08769446,0.97640577,1.67177108,0.05132594,1.61555648
-4.90145073,3.67231835,0.02295973,0.37757872,0.08461437,0.95179580,1.64498508,0.04982879,1.56843593
-4.89544772,3.59176291,0.02251564,0.37344772,0.08170844,0.92889234,1.61864723,0.04830938,1.52216443
-4.88944472,3.51340125,0.02215833,0.36947223,0.07900606,0.90808029,1.59333049,0.04678516,1.47740010
-4.88344172,3.43858376,0.02188956,0.36576858,0.07653598,0.88973469,1.56961897,0.04527458,1.43479727
-4.87743872,3.36864946,0.02171018,0.36246167,0.07432550,0.87420793,1.54808860,0.04379665,1.39498583
-4.87143572,3.30488275,0.02162000,0.35968143,0.07239960,0.86181708,1.52928732,0.04237039,1.35855095
-4.86543272,3.24847086,0.02161766,0.35755889,0.07078012,0.85283173,1.51371577,0.04101434,1.32601409
-4.85942971,3.20046372,0.02170053,0.35622184,0.06948511,0.84746288,1.50180905,0.03974610,1.29781583
-4.85342671,3.16173767,0.02186464,0.35579031,0.06852817,0.84585333,1.49392031,0.03858184,1.27430143
-4.84742371,3.13296442,0.02210461,0.35637201,0.06791803,0.84807009,1.49030682,0.03753588,1.25570940
-4.84142071,3.11458631,0.02241368,0.35805777,0.06765825,0.85409900,1.49111905,0.03662034,1.24216372
-4.83541771,3.10679886,0.02278378,0.36091730,0.06774708,0.86384195,1.49639319,0.03584476,1.23366978
-4.82941471,3.10954112,0.02320564,0.36499535,0.06817748,0.87711680,1.50604735,0.03521594,1.23011429
-4.82341171,3.12249426,0.02366894,0.37030841,0.06893740,0.89366006,1.51988172,0.03473763,1.23126909
-4.81740870,3.14508838,0.02416258,0.37684210,0.07001005,0.91313224,1.53758258,0.03441052,1.23679860
-4.81140570,3.17651722,0.02467489,0.38454944,0.07137450,0.93512579,1.55873003,0.03423214,1.24627067
-4.80540270,3.21576028,0.02519401,0.39335007,0.07300624,0.95917523,1.58280927,0.03419692,1.25917038
-4.79939970,3.26161154,0.02570820,0.40313041,0.07487795,0.98476918,1.60922486,0.03429631,1.27491606
-4.79339670,3.31271371,0.02620621,0.41374498,0.07696021,1.01136388,1.63731761,0.03451902,1.29287721
-4.78739370,3.36759692,0.02667761,0.42501878,0.07922235,1.03839763,1.66638349,0.03485125,1.31239327
-4.78139070,3.42472037,0.02711318,0.43675069,0.08163319,1.06530573,1.69569384,0.03527712,1.33279290
-4.77538769,3.48251585,0.02750519,0.44871795,0.08416182,1.09153536,1.72451634,0.03577903,1.35341280
-4.76938469,3.53943146,0.02784768,0.46068147,0.08677822,1.11655987,1.75213603,0.03633816,1.37361563
-4.76338169,3.59397440,0.02813664,0.47239198,0.08945390,1.13989214,1.77787575,0.03693500,1.39280636
-4.75737869,3.64475158,0.02837016,0.48359675,0.09216230,1.16109648,1.80111539,0.03754988,1.41044661
-4.75137569,3.69050674,0.02854848,0.49404676,0.09487919,1.17979889,1.82130944,0.03816351,1.42606665
-4.74537269,3.73015339,0.02867394,0.50350402,0.09758286,1.19569537,1.83800237,0.03875753,1.43927479
-4.73936968,3.76280248,0.02875088,0.51174893,0.10025424,1.20855804,1.85084139,0.03931503,1.44976400
-4.73336668,3.78778438,0.02878542,0.51858730,0.10287687,1.21823924,1.85958638,0.03982099,1.45731584
-4.72736368,3.80466457,0.02878523,0.52385687,0.10543684,1.22467336,1.86411657,0.04026271,1.46180168
-4.72136068,3.81325273,0.02875914,0.52743303,0.10792251,1.22787657,1.86443395,0.04063016,1.46318149
-4.71535768,3.81360524,0.02871681,0.52923359,0.11032438,1.22794465,1.86066332,0.04091617,1.46150036
-4.70935468,3.80602083,0.02866829,0.52922233,0.11263471,1.22504884,1.85304876,0.04111661,1.45688304
-4.70335168,3.79102977,0.02862365,0.52741115,0.11484727,1.21943009,1.84194687,0.04123044,1.44952686
-4.69734867,3.76937673,0.02859249,0.52386077,0.11695699,1.21139186,1.82781660,0.04125963,1.43969325
-4.69134567,3.74199762,0.02858360,0.51867986,0.11895971,1.20129146,1.81120609,0.04120902,1.42769824
-4.68534267,3.70999119,0.02860457,0.51202252,0.12085182,1.18953040,1.79273670,0.04108601,1.41390208
-4.67933967,3.67458571,0.02866151,0.50408425,0.12263012,1.17654370,1.77308463,0.04090026,1.39869841
-4.67333667,3.63710176,0.02875879,0.49509642,0.12429147,1.16278848,1.75296054,0.04066321,1.38250298
-4.66733367,3.59891193,0.02889887,0.48531944,0.12583271,1.14873195,1.73308775,0.04038765,1.36574230
-4.66133067,3.56139846,0.02908221,0.47503483,0.12725041,1.13483899,1.71417965,0.04008712,1.34884229
-4.65532766,3.52591009,0.02930726,0.46453640,0.12854080,1.12155968,1.69691692,0.03977542,1.33221715
-4.64932466,3.49371932,0.02957053,0.45412095,0.12969965,1.10931682,1.68192544,0.03946603,1.31625860
-4.64332166,3.46598138,0.02986674,0.44407867,0.13072216,1.09849395,1.66975553,0.03917160,1.30132576
-4.63731866,3.44369654,0.03018909,0.43468375,0.13160297,1.08942406,1.66086334,0.03890346,1.28773582
-4.63131566,3.42767684,0.03052947,0.42618541,0.13233612,1.08237929,1.65559520,0.03867125,1.27575574
-4.62531266,3.41851880,0.03087891,0.41879975,0.13291512,1.07756220,1.65417544,0.03848256,1.26559526
-4.61930965,3.41658311,0.03122787,0.41270280,0.13333301,1.07509873,1.65669842,0.03834276,1.25740152
-4.61330665,3.42198248,0.03156676,0.40802490,0.13358251,1.07503332,1.66312507,0.03825485,1.25125541
-4.60730365,3.43457807,0.03188631,0.40484676,0.13365624,1.07732654,1.67328418,0.03821951,1.24716998
-4.60130065,3.45398514,0.03217802,0.40319733,0.13354699,1.08185533,1.68687859,0.03823520,1.24509108
-4.59529765,3.47958777,0.03243453,0.40305354,0.13324803,1.08841618,1.70349599,0.03829840,1.24490026
-4.58929465,3.51056228,0.03265003,0.40434195,0.13275353,1.09673117,1.72262397,0.03840394,1.24641997
-4.58329165,3.54590856,0.03282054,0.40694226,0.13205894,1.10645684,1.74366879,0.03854539,1.24942104
-4.57728864,3.58448813,0.03294413,0.41069253,0.13116151,1.11719575,1.76597698,0.03871554,1.25363214
-4.57128564,3.62506731,0.03302104,0.41539587,0.13006067,1.12851028,1.78885894,0.03890682,1.25875098
-4.56528264,3.66636380,0.03305376,0.42082839,0.12875845,1.13993828,1.81161340,0.03911186,1.26445683
-4.55927964,3.70709455,0.03304695,0.42674803,0.12725992,1.15100997,1.83355174,0.03932387,1.27042379
-4.55327664,3.74602282,0.03300729,0.43290390,0.12557336,1.16126540,1.85402103,0.03953708,1.27633435
-4.54727364,3.78200242,0.03294318,0.43904575,0.12371049,1.17027178,1.87242485,0.03974703,1.28189247
-4.54127064,3.81401707,0.03286444,0.44493326,0.12168645,1.17763988,1.88824086,0.03995081,1.28683579
-4.53526763,3.84121317,0.03278183,0.45034460,0.11951973,1.18303886,1.90103466,0.04014721,1.29094614
-4.52926463,3.86292476,0.03270660,0.45508406,0.11723183,1.18620873,1.91046914,0.04033665,1.29405803
-4.52326163,3.87868942,0.03264994,0.45898837,0.11484686,1.18697003,1.91630942,0.04052114,1.29606455
-4.51725863,3.88825500,0.03262248,0.46193152,0.11239099,1.18523014,1.91842303,0.04070406,1.29692057
-4.51125563,3.89157691,0.03263371,0.46382789,0.10989175,1.18098610,1.91677596,0.04088986,1.29664296
-4.50525263,3.88880662,0.03269157,0.46463357,0.10737727,1.17432375,1.91142473,0.04108370,1.29530786
-4.49924962,3.88027234,0.03280199,0.46434601,0.10487554,1.16541328,1.90250546,0.04129105,1.29304536
-4.49324662,3.86645327,0.03296856,0.46300189,0.10241352,1.15450157,1.89022055,0.04151729,1.29003164
