energy_ev,total_up,C_s_up,C_p_up,Hg_p_up,Hg_d_up,Na_s_up,Se_s_up,Se_p_up
-5.69384692,0.92474607,0.08824514,0.00759609,0.34518881,0.10203384,0.42955314,0.01871465,0.48190062
-5.68784392,0.93494648,0.08986057,0.00790984,0.34972622,0.10239902,0.43959181,0.01868741,0.48732013
-5.68184092,0.94023715,0.09095185,0.00821958,0.35259513,0.10232182,0.44692559,0.01855247,0.49007855
-5.67583792,0.94043324,0.09148930,0.00853257,0.35373121,0.10178865,0.45137737,0.01831352,0.49007541
-5.66983492,0.93553167,0.09145831,0.00885969,0.35314485,0.10080957,0.45283822,0.01797787,0.48730072
-5.66383192,0.92571141,0.09085974,0.00921589,0.35092247,0.09941799,0.45127073,0.01755622,0.48183472
-5.65782891,0.91132915,0.08970983,0.00962055,0.34722614,0.09766993,0.44671002,0.01706241,0.47384527
-5.65182591,0.89291044,0.08803965,0.01009790,0.34229148,0.09564269,0.43926246,0.01651308,0.46358283
-5.64582291,0.87113669,0.08589417,0.01067730,0.33642384,0.09343329,0.42910207,0.01592719,0.45137329
-5.63981991,0.84682839,0.08333079,0.01139343,0.32999290,0.09115643,0.41646478,0.01532563,0.43760884
-5.63381691,0.82092501,0.08041770,0.01228637,0.32342576,0.08894214,0.40164078,0.01473065,0.42273724
-5.62781391,0.79446223,0.07723176,0.01340163,0.31719863,0.08693322,0.38496534,0.01416540,0.40724970
-5.62181091,0.76854700,0.07385633,0.01478983,0.31182729,0.08528237,0.36680840,0.01365333,0.39166788
-5.61580790,0.74433105,0.07037889,0.01650632,0.30785644,0.08414912,0.34756340,0.01321772,0.37653023
-5.60980490,0.72298346,0.06688858,0.01861054,0.30584800,0.08369661,0.32763579,0.01288112,0.36237817
-5.60380190,0.70566262,0.06347385,0.02116507,0.30636865,0.08408817,0.30743160,0.01266486,0.34974221
-5.59779890,0.69348833,0.06022014,0.02423446,0.30997651,0.08548372,0.28734658,0.01258857,0.33912856
-5.59179590,0.68751415,0.05720770,0.02788372,0.31720731,0.08803609,0.26775607,0.01266972,0.33100625
-5.58579290,0.68870064,0.05450971,0.03217656,0.32856004,0.09188708,0.24900607,0.01292320,0.32579519
-5.57978989,0.69788957,0.05219048,0.03717328,0.34448230,0.09716358,0.23140561,0.01336091,0.32385514
-5.57378689,0.71577973,0.05030412,0.04292849,0.36535560,0.10397344,0.21522061,0.01399139,0.32547599
-5.56778389,0.74290442,0.04889333,0.04948853,0.39148085,0.11240146,0.20066927,0.01481951,0.33086922
-5.56178089,0.77961129,0.04798858,0.05688879,0.42306430,0.12250537,0.18791903,0.01584620,0.34016102
-5.55577789,0.82604484,0.04760755,0.06515098,0.46020450,0.13431203,0.17708503,0.01706817,0.35338689
-5.54977489,0.88213213,0.04775488,0.07428044,0.50288055,0.14781391,0.16823001,0.01847782,0.37048807
-5.54377189,0.94757238,0.04842223,0.08426359,0.55094231,0.16296602,0.16136547,0.02006309,0.39130985
-5.53776888,1.02183097,0.04958851,0.09506570,0.60410304,0.17968350,0.15645402,0.02180750,0.41560200
-5.53176588,1.10413856,0.05122055,0.10662916,0.66193504,0.19784004,0.15341268,0.02369023,0.44302128
-5.52576288,1.19349592,0.05327383,0.11887219,0.72386893,0.21726724,0.15211714,0.02568636,0.47313634
-5.51975988,1.28868480,0.05569361,0.13168844,0.78919681,0.23775515,0.15240662,0.02776717,0.50543495
-5.51375688,1.38828555,0.05841617,0.14494724,0.85708002,0.25905412,0.15408936,0.02990061,0.53933354
-5.50775388,1.49070117,0.06137031,0.15849484,0.92656133,0.28087801,0.15694852,0.03205192,0.57418909
-5.50175088,1.59418811,0.06447900,0.17215659,0.99658192,0.30290881,0.16074843,0.03418424,0.60931311
-5.49574787,1.69689306,0.06766121,0.18574005,1.06600282,0.32480270,0.16524100,0.03625950,0.64398743
-5.48974487,1.79689524,0.07083380,0.19903899,1.13363034,0.34619735,0.17017219,0.03823926,0.67748161
-5.48374187,1.89225303,0.07391358,0.21183823,1.19824510,0.36672043,0.17528842,0.04008567,0.70907124
-5.47773887,1.98105353,0.07681926,0.22391914,1.25863345,0.38599891,0.18034283,0.04176244,0.73805678
-5.47173587,2.06146362,0.07947352,0.23506565,1.31362061,0.40366904,0.18510120,0.04323581,0.76378224
-5.46573287,2.13178052,0.08180487,0.24507046,1.36210394,0.41938649,0.18934737,0.04447550,0.78565308
-5.45972986,2.19048008,0.08374947,0.25374133,1.40308536,0.43283635,0.19288815,0.04545554,0.80315263
-5.45372686,2.23626076,0.08525267,0.26090712,1.43570143,0.44374261,0.19555741,0.04615502,0.81585634
-5.44772386,2.26808160,0.08627033,0.26642328,1.45924979,0.45187655,0.19721946,0.04655868,0.82344350
-5.44172086,2.28519251,0.08676986,0.27017662,1.47321092,0.45706390,0.19777143,0.04665735,0.82570559
-5.43571786,2.28715542,0.08673088,0.27208907,1.47726408,0.45919028,0.19714460,0.04644817,0.82255125
-5.42971486,2.27385561,0.08614554,0.27212033,1.47129687,0.45820468,0.19530485,0.04593462,0.81400750
-5.42371186,2.24550241,0.08501845,0.27026921,1.45540782,0.45412097,0.19225191,0.04512638,0.80021709
-5.41770885,2.20261948,0.08336628,0.26657363,1.42990195,0.44701712,0.18801775,0.04403895,0.78143234
-5.41170585,2.14602491,0.08121692,0.26110930,1.39527955,0.43703238,0.18266399,0.04269311,0.75800552
-5.40570285,2.07680221,0.07860842,0.25398706,1.35221856,0.42436241,0.17627852,0.04111423,0.73037631
-5.39969985,1.99626337,0.07558761,0.24534920,1.30155157,0.40925267,0.16897146,0.03933146,0.69905689
-5.39369685,1.90590577,0.07220850,0.23536460,1.24423826,0.39199032,0.16087067,0.03737679,0.66461535
-5.38769385,1.80736459,0.06853053,0.22422334,1.18133472,0.37289500,0.15211693,0.03528413,0.62765801
-5.38169085,1.70236302,0.06461679,0.21213062,1.11396084,0.35230889,0.14285901,0.03308833,0.58881146
-5.37568784,1.59266212,0.06053215,0.19930052,1.04326718,0.33058654,0.13324887,0.03082419,0.54870503
-5.36968484,1.48001228,0.05634151,0.18594979,0.97040266,0.30808472,0.12343706,0.02852565,0.50795421
-5.36368184,1.36610822,0.05210817,0.17229185,0.89648437,0.28515287,0.11356859,0.02622490,0.46714585
-5.35767884,1.25254887,0.04789232,0.15853135,0.82257031,0.26212443,0.10377926,0.02395178,0.42682519
-5.35167584,1.14080337,0.04374979,0.14485934,0.74963628,0.23930919,0.09419273,0.02173316,0.38748546
-5.34567284,1.03218405,0.03973104,0.13144928,0.67855711,0.21698715,0.08491817,0.01959254,0.34955997
-5.33966983,0.92782682,0.03588036,0.11845401,0.61009294,0.19540375,0.07604871,0.01754981,0.31341681
-5.33366683,0.82867903,0.03223542,0.10600359,0.54488040,0.17476670,0.06766052,0.01562107,0.27935618
-5.32766383,0.73549451,0.02882695,0.09420413,0.48342866,0.15524433,0.05981262,0.01381865,0.24761013
-5.32166083,0.64883529,0.02567878,0.08313754,0.42612002,0.13696537,0.05254722,0.01215125,0.21834434
-5.31565783,0.56907915,0.02280799,0.07286208,0.37321448,0.12002005,0.04589059,0.01062410,0.19166188
-5.30965483,0.49643205,0.02022528,0.06341358,0.32485767,0.10446224,0.03985438,0.00923932,0.16760825
-5.30365183,0.43094440,0.01793545,0.05480732,0.28109148,0.09031263,0.03443718,0.00799624,0.14617766
-5.29764882,0.37252999,0.01593804,0.04704024,0.24186658,0.07756241,0.02962631,0.00689179,0.12731988
-5.29164582,0.32098660,0.01422794,0.04009352,0.20705620,0.06617755,0.02539978,0.00592094,0.11094747
-5.28564282,0.27601730,0.01279610,0.03393531,0.17647032,0.05610321,0.02172813,0.00507713,0.09694309
-5.27963982,0.23725147,0.01163025,0.02852340,0.14986997,0.04726820,0.01857639,0.00435263,0.08516650
-5.27363682,0.20426493,0.01071556,0.02380795,0.12698072,0.03958928,0.01590573,0.00373898,0.07546120
-5.26763382,0.17659857,0.01003529,0.01973390,0.10750539,0.03297525,0.01367515,0.00322732,0.06766047
-5.26163082,0.15377513,0.00957141,0.01624327,0.09113535,0.02733056,0.01184282,0.00280869,0.06159274
-5.25562781,0.13531384,0.00930515,0.01327710,0.07756043,0.02255853,0.01036729,0.00247435,0.05708630
-5.24962481,0.12074285,0.00921752,0.01077711,0.06647723,0.01856403,0.00920852,0.00221597,0.05397330
-5.24362181,0.10960955,0.00928978,0.00868704,0.05759599,0.01525566,0.00832863,0.00202586,0.05209316
-5.23761881,0.10148871,0.00950389,0.00695368,0.05064583,0.01254749,0.00769257,0.00189709,0.05129528
-5.23161581,0.09598885,0.00984284,0.00552761,0.04537879,0.01036027,0.00726852,0.00182364,0.05144144
-5.22561281,0.09275689,0.01029110,0.00436365,0.04157246,0.00862225,0.00702822,0.00180047,0.05240755
-5.21960980,0.09148131,0.01083490,0.00342118,0.03903172,0.00726964,0.00694716,0.00182361,0.05408519
-5.21360680,0.09189414,0.01146258,0.00266411,0.03758948,0.00624672,0.00700465,0.00189014,0.05638278
-5.20760380,0.09377186,0.01216483,0.00206087,0.03710668,0.00550580,0.00718385,0.00199827,0.05922640
-5.20160080,0.09693542,0.01293495,0.00158418,0.03747167,0.00500685,0.00747164,0.00214726,0.06256044
-5.19559780,0.10124943,0.01376906,0.00121074,0.03859916,0.00471707,0.00785856,0.00233741,0.06634783
-5.18959480,0.10662067,0.01466620,0.00092092,0.04042861,0.00461033,0.00833856,0.00257000,0.07057006
-5.18359180,0.11299592,0.01562840,0.00069841,0.04292246,0.00466651,0.00890877,0.00284718,0.07522672
-5.17758879,0.12035912,0.01666065,0.00052983,0.04606390,0.00487086,0.00956925,0.00317188,0.08033474
-5.17158579,0.12872782,0.01777076,0.00040438,0.04985450,0.00521328,0.01032260,0.00354764,0.08592708
-5.16558279,0.13814906,0.01896914,0.00031353,0.05431155,0.00568758,0.01117360,0.00397844,0.09205101
-5.15957979,0.14869460,0.02026843,0.00025072,0.05946527,0.00629087,0.01212880,0.00446853,0.09876585
-5.15357679,0.16045546,0.02168304,0.00021112,0.06535578,0.00702283,0.01319603,0.00502215,0.10614025
-5.14757379,0.17353611,0.02322859,0.00019139,0.07203009,0.00788510,0.01438393,0.00564334,0.11424900
-5.14157079,0.18804822,0.02492124,0.00018957,0.07953889,0.00888068,0.01570149,0.00633566,0.12316952
-5.13556778,0.20410413,0.02677694,0.00020492,0.08793349,0.01001340,0.01715756,0.00710191,0.13297808
-5.12956478,0.22181045,0.02881069,0.00023787,0.09726281,0.01128745,0.01876042,0.00794390,0.14374588
-5.12356178,0.24126182,0.03103571,0.00028999,0.10757064,0.01270694,0.02051742,0.00886219,0.15553523
-5.11755878,0.26253520,0.03346270,0.00036399,0.11889314,0.01427560,0.02243471,0.00985590,0.16839590
-5.11155578,0.28568492,0.03609912,0.00046374,0.13125684,0.01599653,0.02451706,0.01092250,0.18236188
-5.10555278,0.31073874,0.03894856,0.00059437,0.14467714,0.01787205,0.02676788,0.01205770,0.19744876
-5.09954977,0.33769516,0.04201024,0.00076235,0.15915735,0.01990366,0.02918937,0.01325542,0.21365183
-5.09354677,0.36652217,0.04527870,0.00097554,0.17468845,0.02209210,0.03178278,0.01450777,0.23094501
-5.08754377,0.39715743,0.04874362,0.00124335,0.19124950,0.02443750,0.03454897,0.01580512,0.24928074
-5.08154077,0.42951004,0.05238982,0.00157681,0.20880866,0.02693961,0.03748899,0.01713634,0.26859088
-5.07553777,0.46346376,0.05619751,0.00198863,0.22732486,0.02959811,0.04060491,0.01848894,0.28878852
-5.06953477,0.49888149,0.06014264,0.00249326,0.24674989,0.03241298,0.04390062,0.01984945,0.30977072
-5.06353177,0.53561083,0.06419747,0.00310687,0.26703088,0.03538487,0.04738278,0.02120378,0.33142192
-5.05752876,0.57349036,0.06833129,0.00384730,0.28811297,0.03851550,0.05106168,0.02253758,0.35361798
-5.05152576,0.61235622,0.07251119,0.00473389,0.30994189,0.04180793,0.05495203,0.02383673,0.37623054
-5.04552276,0.65204864,0.07670297,0.00578727,0.33246633,0.04526686,0.05907356,0.02508775,0.39913143
-5.03951976,0.69241791,0.08087204,0.00702903,0.35563993,0.04889874,0.06345137,0.02627825,0.42219698
-5.03351676,0.73332935,0.08498430,0.00848126,0.37942249,0.05271173,0.06811597,0.02739730,0.44531182
-5.02751376,0.77466699,0.08900702,0.01016598,0.40378048,0.05671549,0.07310291,0.02843578,0.46837206
-5.02151076,0.81633550,0.09290960,0.01210448,0.42868656,0.06092081,0.07845194,0.02938664,0.49128759
-5.01550775,0.85826026,0.09666420,0.01431653,0.45411813,0.06533894,0.08420577,0.03024507,0.51398331
-5.00950475,0.90038539,0.10024626,0.01681949,0.48005479,0.06998079,0.09040829,0.03100862,0.53639929
-5.00350175,0.94266973,0.10363487,0.01962733,0.50647497,0.07485590,0.09710235,0.03167713,0.55848970
-4.99749875,0.98508093,0.10681296,0.02274966,0.53335159,0.07997125,0.10432717,0.03225262,0.58022069
-4.99149575,1.02758791,0.10976730,0.02619069,0.56064722,0.08532997,0.11211541,0.03273910,0.60156716
-4.98549275,1.07015201,0.11248837,0.02994822,0.58830878,0.09092994,0.12049006,0.03314225,0.62250875
-4.97948974,1.11271734,0.11497008,0.03401279,0.61626219,0.09676242,0.12946127,0.03346904,0.64302510
-4.97348674,1.15520085,0.11720937,0.03836685,0.64440730,0.10281079,0.13902327,0.03372732,0.66309085
-4.96748374,1.19748271,0.11920564,0.04298422,0.67261337,0.10904938,0.14915162,0.03392535,0.68267044
-4.96148074,1.23939768,0.12096018,0.04782972,0.70071554,0.11544261,0.15980086,0.03407134,0.70171319
-4.95547774,1.28072793,0.12247551,0.05285909,0.72851255,0.12194435,0.17090283,0.03417300,0.72014891
-4.94947474,1.32119806,0.12375465,0.05801929,0.75576598,0.12849778,0.18236576,0.03423710,0.73788435
-4.94347174,1.36047258,0.12480052,0.06324905,0.78220125,0.13503559,0.19407425,0.03426914,0.75480068
-4.93746873,1.39815646,0.12561523,0.06847987,0.80751047,0.14148069,0.20589030,0.03427300,0.77075239
-4.93146573,1.43379879,0.12619963,0.07363730,0.83135726,0.14774741,0.21765536,0.03425082,0.78556753
-4.92546273,1.46689978,0.12655277,0.07864255,0.85338344,0.15374318,0.22919337,0.03420281,0.79904969
-4.91945973,1.49692095,0.12667169,0.08341447,0.87321736,0.15937062,0.24031488,0.03412727,0.81098140
-4.91345673,1.52329835,0.12655119,0.08787162,0.89048383,0.16453009,0.25082195,0.03402069,0.82112924
-4.90745373,1.54545839,0.12618393,0.09193460,0.90481512,0.16912246,0.26051374,0.03387795,0.82925023
-4.90145073,1.56283570,0.12556060,0.09552841,0.91586267,0.17305213,0.26919266,0.03369255,0.83509953
-4.89544772,1.57489232,0.12467037,0.09858474,0.92330916,0.17623014,0.27667065,0.03345702,0.83843896
-4.88944472,1.58113760,0.12350142,0.10104420,0.92688023,0.17857724,0.28277549,0.03316330,0.83904619
-4.88344172,1.58114772,0.12204169,0.10285830,0.92635555,0.18002669,0.28735681,0.03280318,0.83672403
-4.87743872,1.57458417,0.12027974,0.10399108,0.92157859,0.18052693,0.29029140,0.03236880,0.83130961
-4.87143572,1.56121015,0.11820568,0.10442044,0.91246469,0.18004364,0.29148782,0.03185309,0.82268280
-4.86543272,1.54090435,0.11581212,0.10413896,0.89900711,0.17856142,0.29088986,0.03125019,0.81077361
-4.85942971,1.51367108,0.11309513,0.10315426,0.88128066,0.17608475,0.28847884,0.03055590,0.79556825
-4.85342671,1.47964661,0.11005512,0.10148894,0.85944272,0.17263842,0.28427451,0.02976790,0.77711331
-4.84742371,1.43910106,0.10669755,0.09917990,0.83373175,0.16826716,0.27833468,0.02888610,0.75551804
-4.84142071,1.39243586,0.10303352,0.09627733,0.80446312,0.16303473,0.27075347,0.02791270,0.73095452
-4.83541771,1.34017685,0.09908012,0.09284329,0.77202254,0.15702233,0.26165823,0.02685230,0.70365560
-4.82941471,1.28296319,0.09486051,0.08894989,0.73685741,0.15032647,0.25120554,0.02571182,0.67391080
-4.82341171,1.22153266,0.09040378,0.08467733,0.69946636,0.14305647,0.23957612,0.02450037,0.64206017
-4.81740870,1.15670396,0.08574453,0.08011173,0.66038755,0.13533158,0.22696919,0.02322904,0.60848662
-4.81140570,1.08935675,0.08092221,0.07534288,0.62018606,0.12727792,0.21359644,0.02191056,0.57360669
-4.80540270,1.02041034,0.07598026,0.07046212,0.57944104,0.11902534,0.19967578,0.02055899,0.53786053
-4.79939970,0.95080182,0.07096505,0.06556021,0.53873302,0.11070442,0.18542527,0.01918929,0.50170127
-4.79339670,0.88146459,0.06592471,0.06072549,0.49863179,0.10244356,0.17105748,0.01781692,0.46558428
-4.78739370,0.81330807,0.06090794,0.05604218,0.45968539,0.09436638,0.15677431,0.01645741,0.42995678
-4.78139070,0.74719913,0.05596272,0.05158903,0.42241028,0.08658950,0.14276265,0.01512599,0.39524813
-4.77538769,0.68394605,0.05113517,0.04743820,0.38728317,0.07922067,0.12919087,0.01383719,0.36186111
-4.76938469,0.62428508,0.04646845,0.04365445,0.35473429,0.07235740,0.11620623,0.01260451,0.33016454
-4.76338169,0.56887004,0.04200182,0.04029456,0.32514248,0.06608590,0.10393324,0.01144020,0.30048721
-4.75737869,0.51826481,0.03776992,0.03740703,0.29883163,0.06048052,0.09247295,0.01035500,0.27311339
-4.75137569,0.47293872,0.03380215,0.03503192,0.27606863,0.05560345,0.08190307,0.00935803,0.24827978
-4.74537269,0.43326444,0.03012238,0.03320089,0.25706243,0.05150480,0.07227878,0.00845667,0.22617389
-4.73936968,0.39951806,0.02674876,0.03193726,0.24196407,0.04822278,0.06363419,0.00765656,0.20693364
-4.73336668,0.37188103,0.02369377,0.03125619,0.23086730,0.04578409,0.05598424,0.00696156,0.19064813
-4.72736368,0.35044327,0.02096444,0.03116486,0.22380975,0.04420440,0.04932686,0.00637389,0.17735913
-4.72136068,0.33520733,0.01856264,0.03166260,0.22077433,0.04348874,0.04364534,0.00589412,0.16706343
-4.71535768,0.32609293,0.01648559,0.03274100,0.22169065,0.04363193,0.03891072,0.00552133,0.15971545
-4.70935468,0.32294183,0.01472627,0.03438407,0.22643667,0.04461896,0.03508402,0.00525320,0.15523032
-4.70335168,0.32552269,0.01327405,0.03656823,0.23484018,0.04642514,0.03211838,0.00508615,0.15348699
-4.69734867,0.33353584,0.01211515,0.03926243,0.24668057,0.04901639,0.02996090,0.00501541,0.15433150
-4.69134567,0.34661817,0.01123319,0.04242828,0.26169074,0.05234927,0.02855426,0.00503517,0.15758030
-4.68534267,0.36434792,0.01060969,0.04602021,0.27955944,0.05637116,0.02783797,0.00513867,0.16302354
-4.67933967,0.38625001,0.01022445,0.04998582,0.29993432,0.06102036,0.02774941,0.00531828,0.17042853
-4.67333667,0.41180176,0.01005596,0.05426633,0.32242569,0.06622645,0.02822462,0.00556563,0.17954342
-4.66733367,0.44043954,0.01008171,0.05879738,0.34661151,0.07191064,0.02919891,0.00587166,0.19010099
-4.66133067,0.47156656,0.01027845,0.06350989,0.37204341,0.07798652,0.03060729,0.00622673,0.20182297
-4.65532766,0.50456194,0.01062248,0.06833136,0.39825423,0.08436098,0.03238489,0.00662073,0.21442465
-4.64932466,0.53879128,0.01108982,0.07318734,0.42476674,0.09093553,0.03446734,0.00704320,0.22762001
-4.64332166,0.57361874,0.01165646,0.07800323,0.45110379,0.09760786,0.03679120,0.00748346,0.24112739
-4.63731866,0.60842058,0.01229855,0.08270625,0.47679952,0.10427383,0.03929454,0.00793072,0.25467549
-4.63131566,0.64259981,0.01299269,0.08722770,0.50141151,0.11082968,0.04191751,0.00837432,0.26800977
-4.62531266,0.67560181,0.01371614,0.09150523,0.52453342,0.11717451,0.04460322,0.00880386,0.28089907
-4.61930965,0.70693027,0.01444713,0.09548523,0.54580775,0.12321293,0.04729859,0.00920940,0.29314222
-4.61330665,0.73616293,0.01516516,0.09912515,0.56493823,0.12885770,0.04995545,0.00958170,0.30457440
-4.60730365,0.76296647,0.01585135,0.10239568,0.58170131,0.13403241,0.05253159,0.00991238,0.31507306
-4.60130065,0.78710987,0.01648875,0.10528263,0.59595615,0.13867394,0.05499188,0.01019415,0.32456303
-4.59529765,0.80847545,0.01706267,0.10778855,0.60765275,0.14273454,0.05730940,0.01042098,0.33302062
-4.58929465,0.82706702,0.01756099,0.10993378,0.61683748,0.14618363,0.05946629,0.01058828,0.34047637
-4.58329165,0.84301444,0.01797441,0.11175705,0.62365590,0.14900896,0.06145461,0.01069299,0.34701624
-4.57728864,0.85657417,0.01829662,0.11331545,0.62835231,0.15121718,0.06327674,0.01073370,0.35278111
-4.57128564,0.86812549,0.01852445,0.11468371,0.63126598,0.15283379,0.06494561,0.01071069,0.35796438
-4.56528264,0.87816208,0.01865789,0.11595287,0.63282390,0.15390229,0.06648447,0.01062595,0.36280762
-4.55927964,0.88727917,0.01869999,0.11722820,0.63353017,0.15448271,0.06792632,0.01048308,0.36759432
-4.55327664,0.89615626,0.01865671,0.11862649,0.63395217,0.15464950,0.06931285,0.01028727,0.37264185
-4.54727364,0.90553601,0.01853661,0.12027279,0.63470388,0.15448875,0.07069310,0.01004512,0.37829171
-4.54127064,0.91619975,0.01835050,0.12229650,0.63642673,0.15409503,0.07212170,0.00976446,0.38489843
-4.53526763,0.92894039,0.01811095,0.12482719,0.63976868,0.15356780,0.07365683,0.00945423,0.39281737
-4.52926463,0.94453371,0.01783176,0.12798999,0.64536202,0.15300769,0.07535799,0.00912415,0.40239184
-4.52326163,0.96370884,0.01752741,0.13190095,0.65380069,0.15251269,0.07728369,0.00878462,0.41393990
-4.51725863,0.98711926,0.01721244,0.13666227,0.66561788,0.15217447,0.07948909,0.00844640,0.42774141
-4.51125563,1.01531511,0.01690083,0.14235783,0.68126473,0.15207498,0.08202385,0.00812046,0.44402569
-4.50525263,1.04871813,0.01660548,0.14904894,0.70109077,0.15228348,0.08493020,0.00781776,0.46296033
-4.49924962,1.08760011,0.01633766,0.15677073,0.72532707,0.15285406,0.08824130,0.00754909,0.48464153
-4.49324662,1.13206578,0.01610657,0.16552905,0.75407254,0.15382388,0.09198016,0.00732495,0.50908656
