energy_ev,total_up,C_s_up,C_p_up,Li_s_up,S_s_up,S_p_up,Ti_p_up,Ti_d_up
-5.41770885,1.33487726,0.00803488,0.03943060,0.43990069,0.01398396,0.81216224,0.37995848,0.08973295
-5.41170585,1.37439669,0.00794252,0.04152034,0.45259022,0.01499461,0.83738642,0.39309364,0.09197862
-5.40570285,1.41866381,0.00792000,0.04387298,0.46605625,0.01604614,0.86530826,0.40794521,0.09458720
-5.39969985,1.46749122,0.00797180,0.04647517,0.48016327,0.01713195,0.89581439,0.42452503,0.09755142
-5.39369685,1.52060981,0.00810131,0.04931194,0.49475817,0.01824501,0.92874165,0.44282692,0.10085873
-5.38769385,1.57767518,0.00831056,0.05236689,0.50967543,0.01937799,0.96388116,0.46282743,0.10449151
-5.38169085,1.63827520,0.00860000,0.05562237,0.52474244,0.02052328,1.00098294,0.48448634,0.10842733
-5.37568784,1.70193795,0.00896836,0.05905971,0.53978481,0.02167311,1.03976089,0.50774659,0.11263918
-5.36968484,1.76813958,0.00941248,0.06265926,0.55463103,0.02281953,1.07989767,0.53253363,0.11709576
-5.36368184,1.83631170,0.00992732,0.06640054,0.56911650,0.02395449,1.12104922,0.55875416,0.12176176
-5.35767884,1.90584793,0.01050589,0.07026220,0.58308649,0.02506984,1.16284881,0.58629420,0.12659814
-5.35167584,1.97610967,0.01113940,0.07422208,0.59639794,0.02615737,1.20491061,0.61501672,0.13156235
-5.34567284,2.04643111,0.01181735,0.07825717,0.60892017,0.02720877,1.24683266,0.64475901,0.13660863
-5.33966983,2.11612383,0.01252777,0.08234360,0.62053447,0.02821574,1.28819962,0.67533013,0.14168837
-5.33366683,2.18448134,0.01325749,0.08645670,0.63113277,0.02916997,1.32858547,0.70650866,0.14675043
-5.32766383,2.25078418,0.01399250,0.09057105,0.64061563,0.03006321,1.36755648,0.73804138,0.15174177
-5.32166083,2.31430602,0.01471832,0.09466069,0.64888986,0.03088740,1.40467472,0.76964288,0.15660802
-5.31565783,2.37432135,0.01542040,0.09869937,0.65586615,0.03163474,1.43950264,0.80099688,0.16129442
-5.30965483,2.43011517,0.01608464,0.10266097,0.66145695,0.03229785,1.47160867,0.83175909,0.16574680
-5.30365183,2.48099472,0.01669776,0.10651998,0.66557494,0.03286996,1.50057429,0.86156212,0.16991285
-5.29764882,2.52630363,0.01724778,0.11025214,0.66813248,0.03334510,1.52600236,0.89002227,0.17374355
-5.29164582,2.56543788,0.01772444,0.11383514,0.66904202,0.03371830,1.54752672,0.91674816,0.17719469
-5.28564282,2.59786338,0.01811952,0.11724941,0.66821761,0.03398574,1.56482283,0.94135109,0.18022852
-5.27963982,2.62313429,0.01842718,0.12047885,0.66557768,0.03414504,1.57761881,0.96345653,0.18281540
-5.27363682,2.64091129,0.01864414,0.12351163,0.66104861,0.03419530,1.58570667,0.98271645,0.18493533
-5.26763382,2.65097872,0.01876982,0.12634084,0.65456930,0.03413730,1.58895282,0.99882187,0.18657938
-5.26163082,2.65325944,0.01880638,0.12896500,0.64609608,0.03397352,1.58730737,1.01151498,0.18775079
-5.25562781,2.64782647,0.01875862,0.13138842,0.63560784,0.03370814,1.58081153,1.02060021,0.18846569
-5.24962481,2.63491033,0.01863382,0.13362132,0.62311097,0.03334697,1.56960250,1.02595367,0.18875349
-5.24362181,2.61490138,0.01844147,0.13567967,0.60864365,0.03289735,1.55391543,1.02753042,0.18865665
-5.23761881,2.58834658,0.01819293,0.13758479,0.59227925,0.03236790,1.53408202,1.02536916,0.18823001
-5.23161581,2.55594054,0.01790094,0.13936269,0.57412849,0.03176831,1.51052571,1.01959395,0.18753955
-5.22561281,2.51851080,0.01757924,0.14104313,0.55434015,0.03110902,1.48375340,1.01041307,0.18666066
-5.21960980,2.47699805,0.01724196,0.14265851,0.53310017,0.03040092,1.45434403,0.99811470,0.18567593
-5.21360680,2.43243166,0.01690316,0.14424256,0.51062918,0.02965500,1.42293433,0.98305989,0.18467259
-5.20760380,2.38590184,0.01657629,0.14582900,0.48717841,0.02888205,1.39020238,0.96567302,0.18373968
-5.20160080,2.33852940,0.01627371,0.14745011,0.46302422,0.02809233,1.35684954,0.94643019,0.18296503
-5.19559780,2.29143442,0.01600622,0.14913538,0.43846145,0.02729536,1.32358173,0.92584606,0.18243226
-5.18959480,2.24570526,0.01578278,0.15091028,0.41379582,0.02649965,1.29109050,0.90445974,0.18221787
-5.18359180,2.20236897,0.01561015,0.15279518,0.38933582,0.02571264,1.26003497,0.88282037,0.18238850
-5.17758879,2.16236444,0.01549272,0.15480452,0.36538441,0.02494055,1.23102507,0.86147284,0.18299862
-5.17158579,2.12651919,0.01543244,0.15694626,0.34223075,0.02418839,1.20460686,0.84094429,0.18408859
-5.16558279,2.09553043,0.01542883,0.15922157,0.32014258,0.02346003,1.18125023,0.82173185,0.18568324
-5.15957979,2.06995106,0.01547903,0.16162486,0.29935929,0.02275828,1.16133944,0.80429182,0.18779099
-5.15357679,2.05018076,0.01557807,0.16414405,0.28008604,0.02208504,1.14516664,0.78903083,0.19040358
-5.14757379,2.03646214,0.01571908,0.16676110,0.26248920,0.02144145,1.13292835,0.77629881,0.19349631
-5.14157079,2.02888192,0.01589365,0.16945273,0.24669311,0.02082813,1.12472495,0.76638416,0.19702882
-5.13556778,2.02737653,0.01609219,0.17219133,0.23277829,0.02024532,1.12056296,0.75951078,0.20094647
-5.12956478,2.03174189,0.01630433,0.17494595,0.22078121,0.01969307,1.12035981,0.75583713,0.20518200
-5.12356178,2.04164655,0.01651936,0.17768338,0.21069538,0.01917143,1.12395089,0.75545690,0.20965764
-5.11755878,2.05664770,0.01672658,0.18036917,0.20247380,0.01868055,1.13109839,0.75840133,0.21428750
-5.11155578,2.07620937,0.01691573,0.18296867,0.19603261,0.01822081,1.14150183,0.76464266,0.21898013
-5.10555278,2.09972211,0.01707732,0.18544793,0.19125573,0.01779291,1.15480950,0.77409874,0.22364119
-5.09954977,2.12652355,0.01720287,0.18777461,0.18800023,0.01739786,1.17063089,0.78663827,0.22817618
-5.09354677,2.15591926,0.01728521,0.18991859,0.18610236,0.01703707,1.18854936,0.80208663,0.23249312
-5.08754377,2.18720331,0.01731861,0.19185259,0.18538386,0.01671231,1.20813493,0.82023185,0.23650508
-5.08154077,2.21967799,0.01729888,0.19355259,0.18565833,0.01642571,1.22895672,0.84083068,0.24013257
-5.07553777,2.25267217,0.01722347,0.19499814,0.18673753,0.01617972,1.25059473,0.86361442,0.24330568
-5.06953477,2.28555790,0.01709141,0.19617248,0.18843728,0.01597708,1.27265060,0.88829434,0.24596593
-5.06353177,2.31776457,0.01690327,0.19706266,0.19058280,0.01582079,1.29475702,0.91456665,0.24806774
-5.05752876,2.34879064,0.01666106,0.19765945,0.19301332,0.01571408,1.31658565,0.94211681,0.24957959
-5.05152576,2.37821213,0.01636815,0.19795725,0.19558584,0.01566033,1.33785302,0.97062315,0.25048471
-5.04552276,2.40568807,0.01602903,0.19795387,0.19817789,0.01566302,1.35832453,0.99975978,0.25078140
-5.03951976,2.43096250,0.01564925,0.19765030,0.20068931,0.01572567,1.37781622,1.02919892,0.25048284
-5.03351676,2.45386309,0.01523520,0.19705039,0.20304291,0.01585176,1.39619444,1.05861255,0.24961655
-5.02751376,2.47429661,0.01479399,0.19616059,0.20518419,0.01604459,1.41337338,1.08767374,0.24822342
-5.02151076,2.49224143,0.01433325,0.19498956,0.20708007,0.01630716,1.42931065,1.11605767,0.24635630
-5.01550775,2.50773758,0.01386106,0.19354792,0.20871682,0.01664202,1.44400134,1.14344258,0.24407836
-5.00950475,2.52087487,0.01338580,0.19184790,0.21009735,0.01705107,1.45747072,1.16951095,0.24146115
-5.00350175,2.53177990,0.01291604,0.18990307,0.21123793,0.01753534,1.46976615,1.19395095,0.23858242
-4.99749875,2.54060254,0.01246047,0.18772814,0.21216469,0.01809478,1.48094867,1.21645852,0.23552393
-4.99149575,2.54750282,0.01202781,0.18533875,0.21290998,0.01872807,1.49108482,1.23674008,0.23236916
-4.98549275,2.55263892,0.01162674,0.18275139,0.21350889,0.01943233,1.50023908,1.25451606,0.22920113
-4.97948974,2.55615688,0.01126583,0.17998325,0.21399600,0.02020304,1.50846751,1.26952517,0.22610035
-4.97348674,2.55818277,0.01095349,0.17705231,0.21440269,0.02103380,1.51581288,1.28152932,0.22314297
-4.96748374,2.55881750,0.01069787,0.17397724,0.21475491,0.02191631,1.52230161,1.29031919,0.22039921
-4.96148074,2.55813460,0.01050679,0.17077752,0.21507176,0.02284035,1.52794262,1.29572005,0.21793216
-4.95547774,2.55618092,0.01038761,0.16747344,0.21536470,0.02379383,1.53272811,1.29759758,0.21579676
-4.94947474,2.55298004,0.01034713,0.16408611,0.21563749,0.02476300,1.53663624,1.29586350,0.21403931
-4.94347174,2.54853807,0.01039145,0.16063742,0.21588685,0.02573270,1.53963529,1.29048047,0.21269710
-4.93746873,2.54285116,0.01052581,0.15714989,0.21610359,0.02668666,1.54168919,1.28146606,0.21179846
-4.93146573,2.53591421,0.01075438,0.15364652,0.21627432,0.02760804,1.54276374,1.26889546,0.21136296
-4.92546273,2.52773000,0.01108012,0.15015039,0.21638334,0.02847981,1.54283332,1.25290268,0.21140184
-4.91945973,2.51831801,0.01150452,0.14668427,0.21641475,0.02928538,1.54188740,1.23368007,0.21191851
-4.91345673,2.50772241,0.01202744,0.14327006,0.21635448,0.03000912,1.53993650,1.21147610,0.21290916
-4.90745373,2.49601838,0.01264693,0.13992817,0.21619214,0.03063691,1.53701723,1.18659147,0.21436337
-4.90145073,2.48331659,0.01335901,0.13667679,0.21592250,0.03115668,1.53319592,1.15937355,0.21626468
-4.89544772,2.46976543,0.01415761,0.13353124,0.21554657,0.03155883,1.52857082,1.13020946,0.21859114
-4.88944472,2.45555082,0.01503441,0.13050320,0.21507209,0.03183660,1.52327253,1.09951807,0.22131579
-4.88344172,2.44089371,0.01597890,0.12760014,0.21451342,0.03198632,1.51746282,1.06774105,0.22440705
-4.87743872,2.42604552,0.01697833,0.12482478,0.21389091,0.03200754,1.51133172,1.03533356,0.22782909
-4.87143572,2.41128168,0.01801793,0.12217477,0.21322961,0.03190301,1.50509328,1.00275477,0.23154222
-4.86543272,2.39689379,0.01908108,0.11964254,0.21255764,0.03167855,1.49897998,0.97045853,0.23550317
-4.85942971,2.38318094,0.02014959,0.11721539,0.21190411,0.03134277,1.49323630,0.93888455,0.23966555
-4.85342671,2.37044056,0.02120415,0.11487582,0.21129685,0.03090674,1.48811167,0.90845021,0.24398027
-4.84742371,2.35895932,0.02222474,0.11260216,0.21076010,0.03038350,1.48385310,0.87954327,0.24839613
-4.84142071,2.34900455,0.02319117,0.11036933,0.21031222,0.02978760,1.48069795,0.85251560,0.25286047
-4.83541771,2.34081660,0.02408370,0.10814987,0.20996381,0.02913452,1.47886690,0.82767779,0.25731993
-4.82941471,2.33460221,0.02488359,0.10591512,0.20971606,0.02844017,1.47855762,0.80529490,0.26172140
-4.82341171,2.33052929,0.02557375,0.10363649,0.20955975,0.02772042,1.47993916,0.78558316,0.26601291
-4.81740870,2.32872305,0.02613933,0.10128670,0.20947482,0.02699064,1.48314719,0.76870755,0.27014464
-4.81140570,2.32926339,0.02656822,0.09884113,0.20943065,0.02626537,1.48828029,0.75478022,0.27406992
-4.80540270,2.33218369,0.02685158,0.09627887,0.20938693,0.02555808,1.49539716,0.74385972,0.27774614
-4.79939970,2.33747042,0.02698415,0.09358383,0.20929532,0.02488101,1.50451479,0.73595086,0.28113555
-4.79339670,2.34506379,0.02696455,0.09074543,0.20910154,0.02424518,1.51560750,0.73100520,0.28420589
-4.78739370,2.35485890,0.02679537,0.08775917,0.20874806,0.02366036,1.52860675,0.72892221,0.28693079
-4.78139070,2.36670724,0.02648317,0.08462687,0.20817701,0.02313529,1.54340170,0.72955095,0.28928996
-4.77538769,2.38041847,0.02603830,0.08135664,0.20733331,0.02267779,1.55984019,0.73269245,0.29126903
-4.76938469,2.39576214,0.02547463,0.07796250,0.20616779,0.02229505,1.57773036,0.73810261,0.29285919
-4.76338169,2.41246947,0.02480912,0.07446387,0.20464008,0.02199376,1.59684252,0.74549590,0.29405654
-4.75737869,2.43023498,0.02406124,0.07088470,0.20272117,0.02178037,1.61691152,0.75454968,0.29486122
-4.75137569,2.44871820,0.02325240,0.06725253,0.20039539,0.02166118,1.63763931,0.76490922,0.29527640
-4.74537269,2.46754541,0.02240524,0.06359736,0.19766186,0.02164239,1.65869801,0.77619354,0.29530710
-4.73936968,2.48631171,0.02154287,0.05995045,0.19453505,0.02173009,1.67973320,0.78800185,0.29495907
-4.73336668,2.50458343,0.02068818,0.05634320,0.19104472,0.02193012,1.70036777,0.79992064,0.29423762
-4.72736368,2.52190130,0.01986305,0.05280601,0.18723494,0.02224779,1.72020615,0.81153133,0.29314666
-4.72136068,2.53778429,0.01908773,0.04936722,0.18316244,0.02268763,1.73883909,0.82241831,0.29168785
-4.71535768,2.55173451,0.01838019,0.04605229,0.17889421,0.02325292,1.75584902,0.83217718,0.28986004
-4.70935468,2.56324301,0.01775560,0.04288304,0.17450465,0.02394525,1.77081587,0.84042304,0.28765896
-4.70335168,2.57179675,0.01722590,0.03987718,0.17007222,0.02476407,1.78332342,0.84679854,0.28507727
-4.69734867,2.57688648,0.01679950,0.03704798,0.16567584,0.02570622,1.79296610,0.85098154,0.28210484
-4.69134567,2.57801557,0.01648111,0.03440415,0.16139135,0.02676545,1.79935606,0.85269203,0.27872935
-4.68534267,2.57470939,0.01627163,0.03194994,0.15728795,0.02793218,1.80213036,0.85169810,0.27493715
-4.67933967,2.56652524,0.01616827,0.02968537,0.15342504,0.02919318,1.80095824,0.84782085,0.27071429
-4.67333667,2.55306226,0.01616467,0.02760660,0.14984945,0.03053154,1.79554801,0.84093784,0.26604769
-4.66733367,2.53397118,0.01625125,0.02570647,0.14659335,0.03192672,1.78565364,0.83098525,0.26092633
-4.66133067,2.50896349,0.01641556,0.02397498,0.14367280,0.03335477,1.77108056,0.81795832,0.25534252
-4.65532766,2.47781970,0.01664276,0.02239999,0.14108705,0.03478879,1.75169074,0.80191034,0.24929299
-4.64932466,2.44039635,0.01691614,0.02096781,0.13881869,0.03619949,1.72740667,0.78295004,0.24277988
-4.64332166,2.39663169,0.01721774,0.01966379,0.13683457,0.03755593,1.69821418,0.76123762,0.23581151
-4.63731866,2.34654952,0.01752890,0.01847294,0.13508736,0.03882636,1.66416410,0.73697946,0.22840298
-4.63131566,2.29026136,0.01783092,0.01738040,0.13351787,0.03997915,1.62537250,0.71042178,0.22057640
-4.62531266,2.22796667,0.01810563,0.01637193,0.13205777,0.04098384,1.58201968,0.68184350,0.21236096
-4.61930965,2.15995112,0.01833595,0.01543423,0.13063278,0.04181208,1.53434780,0.65154858,0.20379266
-4.61330665,2.08658304,0.01850645,0.01455528,0.12916600,0.04243859,1.48265733,0.61985802,0.19491386
-4.60730365,2.00830802,0.01860371,0.01372447,0.12758135,0.04284206,1.42730228,0.58710202,0.18577257
-4.60130065,1.92564190,0.01861676,0.01293280,0.12580685,0.04300585,1.36868444,0.55361225,0.17642157
-4.59529765,1.83916215,0.01853730,0.01217286,0.12377765,0.04291860,1.30724661,0.51971479,0.16691740
-4.58929465,1.74949808,0.01835987,0.01143883,0.12143871,0.04257461,1.24346521,0.48572369,0.15731927
-4.58329165,1.65731989,0.01808195,0.01072645,0.11874689,0.04197403,1.17784212,0.45193540,0.14768786
-4.57728864,1.56332686,0.01770389,0.01003281,0.11567254,0.04112283,1.11089620,0.41862417,0.13808416
-4.57128564,1.46823508,0.01722880,0.00935630,0.11220039,0.04003255,1.04315450,0.38603845,0.12856833
-4.56528264,1.37276482,0.01666230,0.00869636,0.10832980,0.03871991,0.97514338,0.35439830,0.11919858
-4.55927964,1.27762791,0.01601226,0.00805332,0.10407444,0.03720616,0.90737980,0.32389375,0.11003019
-4.55327664,1.18351553,0.01528843,0.00742820,0.09946131,0.03551635,0.84036290,0.29468413,0.10111458
-4.54727364,1.09108649,0.01450204,0.00682252,0.09452929,0.03367849,0.77456601,0.26689816,0.09249857
-4.54127064,1.00095657,0.01366537,0.00623811,0.08932730,0.03172262,0.71042948,0.24063472,0.08422369
-4.53526763,0.91368889,0.01279132,0.00567698,0.08391212,0.02967986,0.64835426,0.21596430,0.07632577
-4.52926463,0.82978593,0.01189301,0.00514112,0.07834606,0.02758148,0.58869657,0.19293079,0.06883452
-4.52326163,0.74968296,0.01098334,0.00463243,0.07269454,0.02545805,0.53176375,0.17155374,0.06177341
-4.51725863,0.67374353,0.01007464,0.00415257,0.06702376,0.02333861,0.47781124,0.15183075,0.05515959
-4.51125563,0.60225672,0.00917840,0.00370295,0.06139848,0.02125002,0.42704110,0.13374010,0.04900406
-4.50525263,0.53543640,0.00830496,0.00328464,0.05588010,0.01921638,0.37960166,0.11724341,0.04331184
-4.49924962,0.47342250,0.00746335,0.00289837,0.05052493,0.01725865,0.33558870,0.10228829,0.03808242
-4.49324662,0.41628408,0.00666116,0.00254451,0.04538301,0.01539433,0.29504777,0.08881100,0.03331020
