energy_ev,total_up,total_down,Fe_p_up,Fe_p_down,Fe_d_up,Fe_d_down,N_s_up,N_s_down,N_p_up,N_p_down,Ni_p_up,Ni_p_down,Ni_d_up,Ni_d_down,S_s_up,S_s_down,S_p_up,S_p_down
-5.92196098,1.98136236,-1.68992927,0.48996285,-0.51034760,0.45679689,-0.11647823,0.00086800,-0.00031549,0.16791707,-0.12399083,0.37912075,-0.43900372,0.32955198,-0.25588160,0.00684564,-0.01396823,0.87358057,-0.86711801
-5.91595798,2.04895663,-1.68964781,0.51247587,-0.50317396,0.47603168,-0.11640825,0.00089671,-0.00030399,0.18026152,-0.12052336,0.38989308,-0.44059533,0.34186482,-0.25773043,0.00662704,-0.01384316,0.89478766,-0.87109902
-5.90995498,2.11466762,-1.68281186,0.53372002,-0.49433276,0.49621249,-0.11584315,0.00092357,-0.00029153,0.19320352,-0.11664566,0.39965135,-0.44004647,0.35332458,-0.25887156,0.00640333,-0.01364906,0.91396094,-0.87164004
-5.90395198,2.17785820,-1.66995805,0.55333135,-0.48406049,0.51735573,-0.11481967,0.00094784,-0.00027834,0.20671911,-0.11243236,0.40822288,-0.43744768,0.36375982,-0.25940290,0.00617822,-0.01339111,0.93075275,-0.86897610
-5.89794897,2.23800004,-1.65174130,0.57098965,-0.47261101,0.53948543,-0.11338338,0.00096888,-0.00026465,0.22078999,-0.10795989,0.41546333,-0.43293454,0.37302481,-0.25943990,0.00595542,-0.01307563,0.94487139,-0.86341053
-5.89194597,2.29469421,-1.62891738,0.58643019,-0.46024929,0.56263457,-0.11158734,0.00098619,-0.00025075,0.23540542,-0.10330449,0.42126131,-0.42668454,0.38100412,-0.25911257,0.00573857,-0.01270986,0.95609078,-0.85530669
-5.88594297,2.34768808,-1.60232294,0.59945382,-0.44724512,0.58684607,-0.10949065,0.00099941,-0.00023690,0.25056392,-0.09854046,0.42554201,-0.41891268,0.38761636,-0.25856236,0.00553114,-0.01230178,0.96425811,-0.84507809
-5.87993997,2.39688722,-1.57285387,0.60993525,-0.43386709,0.61217317,-0.10715684,0.00100836,-0.00022338,0.26627446,-0.09373850,0.42826977,-0.40986596,0.39281672,-0.25793854,0.00533636,-0.01185984,0.96929922,-0.83317729
-5.87393697,2.44236159,-1.54144251,0.61782891,-0.42037698,0.63867927,-0.10465220,0.00101305,-0.00021043,0.28255719,-0.08896436,0.42944932,-0.39981692,0.39659824,-0.25739456,0.00515715,-0.01139274,0.97122131,-0.82008391
-5.86793397,2.48434531,-1.50903466,0.62317229,-0.40702461,0.66643678,-0.10204408,0.00101369,-0.00019832,0.29944353,-0.08427771,0.42912561,-0.38905658,0.39899175,-0.25708425,0.00499608,-0.01090920,0.97011276,-0.80629232
-5.86193097,2.52323008,-1.47656708,0.62608641,-0.39404342,0.69552525,-0.09939932,0.00101067,-0.00018726,0.31697570,-0.07973130,0.42738236,-0.37788691,0.40006448,-0.25715804,0.00485536,-0.01041780,0.96614014,-0.79229918
-5.85592796,2.55955212,-1.44494615,0.62677357,-0.38164679,0.72602860,-0.09678263,0.00100460,-0.00017744,0.33520541,-0.07537043,0.42433916,-0.36661308,0.39991744,-0.25775930,0.00473675,-0.00992671,0.95954238,-0.77859157
-5.84992496,2.59397332,-1.41502814,0.62551235,-0.37002511,0.75803148,-0.09425532,0.00099629,-0.00016901,0.35419210,-0.07123269,0.42014744,-0.35553591,0.39868164,-0.25902082,0.00464163,-0.00944363,0.95062242,-0.76563569
-5.84392196,2.62725748,-1.38760178,0.62265008,-0.35934373,0.79161514,-0.09187402,0.00098672,-0.00016211,0.37400046,-0.06734799,0.41498538,-0.34494455,0.39651345,-0.26106149,0.00457095,-0.00897562,0.93973690,-0.75386669
-5.83791896,2.66024268,-1.36337324,0.61859320,-0.34974162,0.82685274,-0.08968974,0.00097704,-0.00015683,0.39469753,-0.06373876,0.40905213,-0.33510969,0.39358923,-0.26398331,0.00452523,-0.00852905,0.92728410,-0.74367964
-5.83191596,2.69381133,-1.34295383,0.61379570,-0.34133083,0.86380459,-0.08774705,0.00096854,-0.00015323,0.41634955,-0.06042047,0.40256141,-0.32627749,0.39009957,-0.26786864,0.00450465,-0.00810948,0.91369106,-0.73542199
-5.82591296,2.72885916,-1.32685046,0.60874630,-0.33419656,0.90251358,-0.08608356,0.00096265,-0.00015133,0.43901857,-0.05740220,0.39573508,-0.31866435,0.38624345,-0.27277788,0.00450900,-0.00772173,0.89940021,-0.72938736
-5.81990995,2.76626495,-1.31545888,0.60395473,-0.32839782,0.94300099,-0.08472949,0.00096086,-0.00015111,0.46275912,-0.05468742,0.38879662,-0.31245255,0.38222242,-0.27874748,0.00453779,-0.00736982,0.88485636,-0.72581091
-5.81390695,2.80686217,-1.30905959,0.59993758,-0.32396858,0.98526322,-0.08370756,0.00096472,-0.00015254,0.48761508,-0.05227481,0.38196514,-0.30778696,0.37823525,-0.28578842,0.00459028,-0.00705702,0.87049451,-0.72486614
-5.80790395,2.85141397,-1.30781630,0.59720428,-0.32091930,1.02926944,-0.08303298,0.00097583,-0.00015556,0.51361692,-0.05015917,0.37544983,-0.30477269,0.37447316,-0.29388515,0.00466554,-0.00678586,0.85672899,-0.72666308
-5.80190095,2.90059244,-1.31177675,0.59624353,-0.31923867,1.07496060,-0.08271357,0.00099571,-0.00016004,0.54077942,-0.04833222,0.36944532,-0.30347382,0.37111570,-0.30299501,0.00476256,-0.00655827,0.84394433,-0.73124781
-5.79589795,2.95496283,-1.32087570,0.59751059,-0.31889565,1.12224974,-0.08275007,0.00102586,-0.00016589,0.56909996,-0.04678354,0.36412785,-0.30391310,0.36832756,-0.31304834,0.00488029,-0.00637554,0.83248818,-0.73860330
-5.78989495,3.01497312,-1.33493992,0.60141570,-0.31984154,1.17102370,-0.08313652,0.00106765,-0.00017293,0.59855747,-0.04550127,0.35965245,-0.30607262,0.36625624,-0.32394905,0.00501776,-0.00623846,0.82266625,-0.74865139
-5.78389195,3.08094882,-1.35369508,0.60831392,-0.32201218,1.22114609,-0.08386073,0.00112228,-0.00018101,0.62911201,-0.04447288,0.35615104,-0.30989540,0.36503048,-0.33557601,0.00517418,-0.00614732,0.81473950,-0.76125582
-5.77788894,3.15309276,-1.37677425,0.61849649,-0.32533013,1.27246134,-0.08490478,0.00119076,-0.00018994,0.66070490,-0.04368571,0.35373160,-0.31528781,0.36475967,-0.34778506,0.00534901,-0.00610202,0.80892317,-0.77622637
-5.77188594,3.23148905,-1.40372793,0.63218379,-0.32970683,1.32479949,-0.08624565,0.00127384,-0.00019951,0.69325941,-0.04312750,0.35247797,-0.32212275,0.36553380,-0.36041175,0.00554207,-0.00610206,0.80538770,-0.79332393
-5.76588294,3.31611060,-1.43403553,0.64952009,-0.33504470,1.37798144,-0.08785585,0.00137199,-0.00020951,0.72668176,-0.04278670,0.35245064,-0.33024350,0.36742407,-0.37327476,0.00575363,-0.00614659,0.80426107,-0.81226640
-5.75987994,3.40682894,-1.46711790,0.67056991,-0.34123918,1.43182409,-0.08970401,0.00148535,-0.00021971,0.76086238,-0.04265274,0.35368789,-0.33946823,0.37048392,-0.38618005,0.00598450,-0.00623443,0.80563221,-0.83273545
-5.75387694,3.50342548,-1.50235095,0.69531626,-0.34818064,1.48614514,-0.09175564,0.00161368,-0.00022990,0.79567726,-0.04271612,0.35620759,-0.34959487,0.37475037,-0.39892554,0.00623605,-0.00636408,0.80955527,-0.85438387
-5.74787394,3.60560313,-1.53907989,0.72366042,-0.35575615,1.54076695,-0.09397374,0.00175637,-0.00023984,0.83098924,-0.04296836,0.36000921,-0.36040644,0.38024552,-0.41130626,0.00651030,-0.00653370,0.81605422,-0.87684353
-5.74187094,3.71299745,-1.57663394,0.75542359,-0.36385106,1.59551916,-0.09631954,0.00191241,-0.00024932,0.86664908,-0.04340194,0.36507608,-0.37167656,0.38697808,-0.42311983,0.00680996,-0.00674111,0.82512761,-0.89973367
-5.73586793,3.82518650,-1.61434114,0.79035011,-0.37235039,1.65023996,-0.09875316,0.00208036,-0.00025813,0.90249631,-0.04400998,0.37137778,-0.38317507,0.39494495,-0.43417216,0.00713839,-0.00698381,0.83675319,-0.92266942
-5.72986493,3.94169918,-1.65154283,0.82811241,-0.38113994,1.70477558,-0.10123429,0.00225841,-0.00026606,0.93835980,-0.04478599,0.37887251,-0.39467362,0.40413264,-0.44428299,0.00749960,-0.00725891,0.85089214,-0.94527024
-5.72386193,4.06202154,-1.68760757,0.86831752,-0.39010718,1.75897820,-0.10372281,0.00244435,-0.00027295,0.97405797,-0.04572341,0.38750953,-0.40595100,0.41451857,-0.45329128,0.00789823,-0.00756320,0.86749281,-0.96716824
-5.71785893,4.18560123,-1.72194399,0.91051516,-0.39914183,1.81270233,-0.10617944,0.00263564,-0.00027863,1.00939890,-0.04681522,0.39723140,-0.41679823,0.42607224,-0.46106013,0.00833944,-0.00789311,0.88649398,-0.98801593
-5.71185593,4.31185024,-1.75401239,0.95420736,-0.40813608,1.86579982,-0.10856634,0.00282943,-0.00028299,1.04418016,-0.04805340,0.40797624,-0.42702313,0.43875626,-0.46748107,0.00882882,-0.00824476,0.90782738,-1.00749348
-5.70585293,4.44014633,-1.78333474,0.99885935,-0.41698467,1.91811398,-0.11084760,0.00302265,-0.00028592,1.07818881,-0.04942849,0.41967976,-0.43645433,0.45252714,-0.47247755,0.00937223,-0.00861399,0.93141965,-1.02531504
-5.69984992,4.56983357,-1.80950292,1.04391158,-0.42558462,1.96947317,-0.11298980,0.00321207,-0.00028736,1.11120153,-0.05092913,0.43227716,-0.44494461,0.46733599,-0.47600759,0.00997568,-0.00899645,0.95719364,-1.04123424
-5.69384692,4.70022249,-1.83218510,1.08879266,-0.43383491,2.01968445,-0.11496245,0.00339438,-0.00028727,1.14298506,-0.05254162,0.44570482,-0.45237354,0.48312898,-0.47806534,0.01064506,-0.00938765,0.98506905,-1.05504859
-5.68784392,4.83059043,-1.85113031,1.13293285,-0.44163603,2.06852774,-0.11673843,0.00356629,-0.00028565,1.17329729,-0.05424965,0.45990161,-0.45864932,0.49984768,-0.47868176,0.01138596,-0.00978313,1.01496250,-1.06660289
-5.68184092,4.96018237,-1.86617112,1.17577777,-0.44888957,2.11575113,-0.11829438,0.00372461,-0.00028252,1.20188890,-0.05603406,0.47480998,-0.46370990,0.51742904,-0.47792418,0.01220340,-0.01017853,1.04678680,-1.07579156
-5.67583792,5.08821270,-1.87722481,1.21680176,-0.45549804,2.16106768,-0.11961103,0.00386637,-0.00027794,1.22850581,-0.05787279,0.49037652,-0.46752330,0.53580523,-0.47589499,0.01310157,-0.01056981,1.08044964,-1.08255993
-5.66983492,5.21386796,-1.88429293,1.25552070,-0.46136491,2.20415421,-0.12067355,0.00398887,-0.00027200,1.25289250,-0.05974097,0.50655204,-0.47008724,0.55490309,-0.47272949,0.01408351,-0.01095338,1.11585149,-1.08690467
-5.66383192,5.33631085,-1.88745971,1.29150352,-0.46639501,2.24465236,-0.12147183,0.00408981,-0.00026481,1.27479606,-0.06161119,0.52329115,-0.47142816,0.57464332,-0.46859291,0.01515083,-0.01132626,1.15288276,-1.08887328
-5.65782891,5.45468522,-1.88688929,1.32438215,-0.47049543,2.28217200,-0.12200067,0.00416732,-0.00025649,1.29397102,-0.06345394,0.54055112,-0.47159958,0.59493926,-0.46367690,0.01630345,-0.01168632,1.19142031,-1.08856283
-5.65182591,5.56812214,-1.88282205,1.35385943,-0.47357694,2.31629703,-0.12226004,0.00422004,-0.00024720,1.31018480,-0.06523823,0.55829030,-0.47068006,0.61569543,-0.45819549,0.01753930,-0.01203236,1.23132328,-1.08611798
-5.64582291,5.67574672,-1.87557005,1.37971467,-0.47555580,2.34659353,-0.12225514,0.00424714,-0.00023708,1.32322355,-0.06693236,0.57646578,-0.46877066,0.63680578,-0.45238066,0.01885410,-0.01236435,1.27242837,-1.08172826
-5.63981991,5.77668562,-1.86551163,1.40180653,-0.47635617,2.37261981,-0.12199643,0.00424837,-0.00022631,1.33289817,-0.06850480,0.59503078,-0.46599203,0.65815187,-0.44647766,0.02024116,-0.01268345,1.31454499,-1.07562473
-5.63381691,5.87007498,-1.85308507,1.42007324,-0.47591271,2.39393819,-0.12149959,0.00422401,-0.00021506,1.33905034,-0.06992516,0.61393151,-0.46248130,0.67960094,-0.44074013,0.02169128,-0.01299214,1.35745028,-1.06807586
-5.62781391,5.95506881,-1.83878125,1.43453001,-0.47417354,2.41012782,-0.12078530,0.00417491,-0.00020350,1.34155805,-0.07116526,0.63310408,-0.45838857,0.70100427,-0.43542506,0.02319266,-0.01329423,1.40088460,-1.05938272
-5.62181091,6.03084771,-1.82313516,1.44526387,-0.47110313,2.42079821,-0.11987889,0.00410240,-0.00019181,1.34034065,-0.07220007,0.65247132,-0.45387337,0.72219589,-0.43078773,0.02473098,-0.01359483,1.44454781,-1.04987336
-5.61580790,6.09662796,-1.80671615,1.45242617,-0.46668509,2.42560268,-0.11880986,0.00400826,-0.00018016,1.33536286,-0.07300869,0.67194006,-0.44910085,0.74299196,-0.42707657,0.02628949,-0.01390020,1.48809686,-1.03989635
-5.60980490,6.15167116,-1.79011676,1.45622305,-0.46092459,2.42425126,-0.11761118,0.00389464,-0.00016872,1.32663778,-0.07357511,0.69139898,-0.44423798,0.76319096,-0.42452805,0.02784929,-0.01421764,1.53114501,-1.02981355
-5.60380190,6.19529438,-1.77394022,1.45690453,-0.45385016,2.41652245,-0.11631850,0.00376399,-0.00015765,1.31422849,-0.07388895,0.71071729,-0.43944963,0.78257492,-0.42336157,0.02938965,-0.01455520,1.57326330,-1.01999207
-5.59779890,6.22688109,-1.75878676,1.45475255,-0.44551481,2.40227331,-0.11496916,0.00361897,-0.00014711,1.29824828,-0.07394576,0.72974455,-0.43489471,0.80091192,-0.42377455,0.03088844,-0.01492143,1.61398438,-1.01079560
-5.59179590,6.24589280,-1.74523875,1.45006870,-0.43599628,2.38144746,-0.11360113,0.00346238,-0.00013728,1.27885939,-0.07374732,0.74831168,-0.43072255,0.81795978,-0.42593762,0.03232269,-0.01532498,1.65280906,-1.00257525
-5.58579290,6.25188141,-1.73384536,1.44316217,-0.42539634,2.35408057,-0.11225181,0.00329701,-0.00012830,1.25627024,-0.07330150,0.76623335,-0.42706931,0.83347106,-0.42999023,0.03366916,-0.01577422,1.68921549,-0.99566024
-5.57978989,6.24450204,-1.72510704,1.43433846,-0.41383907,2.32030323,-0.11095687,0.00312566,-0.00012036,1.23073133,-0.07262196,0.78331166,-0.42405492,0.84719926,-0.43603662,0.03490503,-0.01627682,1.72267102,-0.99034867
-5.57378689,6.22352612,-1.71946053,1.42388937,-0.40146831,2.28034094,-0.10974903,0.00295098,-0.00011362,1.20252980,-0.07172755,0.79934112,-0.42178032,0.85890598,-0.44414245,0.03600856,-0.01683933,1.75264619,-0.98689888
-5.56778389,6.18885413,-1.71726513,1.41208465,-0.38844425,2.23451133,-0.10865703,0.00277545,-0.00010827,1.17198302,-0.07064158,0.81411465,-0.42032542,0.86836880,-0.45433222,0.03695978,-0.01746672,1.77863052,-0.98552163
-5.56178089,6.14052750,-1.71879095,1.39916560,-0.37493930,2.18321858,-0.10770464,0.00260134,-0.00010451,1.13943133,-0.06939081,0.82743037,-0.41974762,0.87538955,-0.46658758,0.03774116,-0.01816203,1.80014937,-0.98637372
-5.55577789,6.07873878,-1.72420979,1.38534077,-0.36113365,2.12694545,-0.10690992,0.00243064,-0.00010256,1.10523025,-0.06800440,0.83909890,-0.42008109,0.87980245,-0.48084678,0.03833817,-0.01892604,1.81678106,-0.98955333
-5.54977489,6.00383953,-1.73358938,1.37078383,-0.34721042,2.06624295,-0.10628475,0.00226507,-0.00010266,1.06974247,-0.06651282,0.84895060,-0.42133698,0.88148180,-0.49700530,0.03873985,-0.01975700,1.82817338,-0.99509724
-5.54377189,5.91634480,-1.74689129,1.35563344,-0.33335097,2.00171832,-0.10583452,0.00210604,-0.00010508,1.03332985,-0.06494669,0.85684259,-0.42350424,0.88034865,-0.51491780,0.03893915,-0.02065046,1.83405861,-1.00298052
-5.53776888,5.81693391,-1.76397293,1.33999498,-0.31973032,1.93402157,-0.10555828,0.00195469,-0.00011012,0.99634580,-0.06333576,0.86266485,-0.42655137,0.87637615,-0.53440133,0.03893321,-0.02159924,1.83426619,-1.01311832
-5.53176588,5.70644652,-1.78459353,1.32394379,-0.30651311,1.86383111,-0.10544903,0.00181189,-0.00011808,0.95912825,-0.06170796,0.86634530,-0.43042884,0.86959315,-0.55523983,0.03872351,-0.02259346,1.82873220,-1.02537009
-5.52576288,5.58587397,-1.80842406,1.30752959,-0.29385016,1.79183895,-0.10549439,0.00167825,-0.00012933,0.92199339,-0.06008867,0.86785336,-0.43507195,0.86008574,-0.57718966,0.03831586,-0.02362072,1.81750520,-1.03954586
-5.51975988,5.45634550,-1.83506040,1.29078163,-0.28187569,1.71873612,-0.10567742,0.00155415,-0.00014422,0.88523045,-0.05850016,0.86720184,-0.44040429,0.84799670,-0.59998618,0.03772017,-0.02466642,1.80074779,-1.05541433
-5.51375688,5.31910976,-1.86403949,1.27371415,-0.27070556,1.64519851,-0.10597773,0.00143982,-0.00016316,0.84909761,-0.05696122,0.86444703,-0.44634124,0.83352274,-0.62335088,0.03695023,-0.02571412,1.77873400,-1.07271228
-5.50775388,5.17551183,-1.89485726,1.25633178,-0.26043620,1.57187382,-0.10637262,0.00133528,-0.00018655,0.81381903,-0.05548715,0.85968693,-0.45279357,0.81690963,-0.64699893,0.03602325,-0.02674607,1.75184233,-1.09115501
-5.50175088,5.02696671,-1.92698765,1.23863449,-0.25114446,1.49936994,-0.10683835,0.00124050,-0.00021478,0.77958320,-0.05408978,0.85305789,-0.45967091,0.79844543,-0.67064683,0.03495936,-0.02774374,1.72054490,-1.11044697
-5.49574787,4.87493013,-1.95990174,1.22062188,-0.24288824,1.42824499,-0.10735138,0.00115531,-0.00024827,0.74654243,-0.05277788,0.84472960,-0.46688474,0.77845227,-0.69401964,0.03378102,-0.02868845,1.68539320,-1.13029228
-5.48974487,4.72086800,-1.99308600,1.20229649,-0.23570780,1.35899940,-0.10788957,0.00107952,-0.00028738,0.71481339,-0.05155763,0.83489894,-0.47435105,0.75727685,-0.71685773,0.03251240,-0.02956202,1.64700119,-1.15040460
-5.48374187,4.56622575,-2.02605889,1.18366618,-0.22962757,1.29207013,-0.10843322,0.00101293,-0.00033246,0.68447881,-0.05043327,0.82378303,-0.48199233,0.73528039,-0.73892252,0.03117873,-0.03034735,1.60602664,-1.17051573
-5.47773887,4.41239892,-2.05838507,1.16474536,-0.22465845,1.22782709,-0.10896597,0.00095534,-0.00038377,0.65558990,-0.04940780,0.81161176,-0.48973896,0.71282842,-0.76000125,0.02980569,-0.03102908,1.56315160,-1.19038293
-5.47173587,4.26070634,-2.08968678,1.14555545,-0.22080032,1.16657181,-0.10947549,0.00090656,-0.00044152,0.62816956,-0.04848380,0.79862036,-0.49753009,0.69028084,-0.77991032,0.02841881,-0.03159403,1.51906305,-1.20979443
-5.46573287,4.11236706,-2.11965213,1.12612434,-0.21804464,1.10853821,-0.10995398,0.00086648,-0.00050580,0.60221612,-0.04766415,0.78504236,-0.50531385,0.66798286,-0.79849741,0.02704292,-0.03203173,1.47443454,-1.22857325
-5.45972986,3.96848190,-2.14804017,1.10648543,-0.21637713,1.05389530,-0.11039843,0.00083500,-0.00057660,0.57770735,-0.04695279,0.77110331,-0.51304728,0.64625707,-0.81564226,0.02570171,-0.03233465,1.42990978,-1.24657933
-5.45372686,3.83002037,-2.17468292,1.08667617,-0.21578019,1.00275167,-0.11081070,0.00081213,-0.00065377,0.55460475,-0.04635530,0.75701549,-0.52069584,0.62539703,-0.83125616,0.02441736,-0.03249848,1.38608874,-1.26371006
-5.44772386,3.69781325,-2.19948472,1.06673655,-0.21623512,0.95516128,-0.11119738,0.00079790,-0.00073697,0.53285777,-0.04587946,0.74297393,-0.52823288,0.60566253,-0.84528051,0.02321018,-0.03252217,1.34351668,-1.27989945
-5.44172086,3.57255076,-2.22241915,1.04670764,-0.21772406,0.91113042,-0.11156955,0.00079243,-0.00082574,0.51240794,-0.04553561,0.72915377,-0.53563906,0.58727656,-0.85768435,0.02209848,-0.03240790,1.30267656,-1.29511629
-5.43571786,3.45478591,-2.24352421,1.02663047,-0.22023140,0.87062529,-0.11194243,0.00079587,-0.00091942,0.49319262,-0.04533681,0.71570895,-0.54290182,0.57042406,-0.86846145,0.02109833,-0.03216085,1.26398462,-1.30936153
-5.42971486,3.34494250,-2.26289608,1.00654527,-0.22374484,0.83357997,-0.11233487,0.00080844,-0.00101717,0.47514844,-0.04529893,0.70277221,-0.55001512,0.55525220,-0.87762698,0.02022358,-0.03178896,1.22778911,-1.32266509
-5.42371186,3.24332650,-2.28068196,0.98649119,-0.22825587,0.79990421,-0.11276887,0.00083034,-0.00111798,0.45821416,-0.04544051,0.69045617,-0.55697929,0.54187194,-0.88521413,0.01948571,-0.03130253,1.19437174,-1.33508250
-5.41770885,3.15013999,-2.29707243,0.96650657,-0.23375977,0.76949092,-0.11326906,0.00086180,-0.00122066,0.44233299,-0.04578239,0.67885525,-0.56380109,0.53036069,-0.89127080,0.01889396,-0.03071376,1.16395139,-1.34669130
-5.41170585,3.06549604,-2.31229338,0.94662951,-0.24025503,0.74222278,-0.11386206,0.00090303,-0.00132390,0.42745425,-0.04634733,0.66804814,-0.57049389,0.52076559,-0.89585662,0.01845524,-0.03003626,1.13668931,-1.35758748
-5.40570285,2.98943351,-2.32659786,0.92689884,-0.24774223,0.71797792,-0.11457602,0.00095418,-0.00142624,0.41353441,-0.04715938,0.65810052,-0.57707774,0.51310711,-0.89904037,0.01817424,-0.02928452,1.11269534,-1.36788185
-5.39969985,2.92193040,-2.34025772,0.90735511,-0.25622247,0.69663428,-0.11543992,0.00101534,-0.00152615,0.40053743,-0.04824315,0.64906764,-0.58357932,0.50738258,-0.90089786,0.01805341,-0.02847342,1.09203429,-1.37769624
-5.39369685,2.86291480,-2.35355497,0.88804163,-0.26569520,0.67807267,-0.11648308,0.00108647,-0.00162204,0.38843456,-0.04962306,0.64099664,-0.59003152,0.50356945,-0.90151015,0.01809301,-0.02761771,1.07473202,-1.38715950
-5.38769385,2.81227263,-2.36677284,0.86900519,-0.27615575,0.66217835,-0.11773443,0.00116743,-0.00171231,0.37720345,-0.05132240,0.63392816,-0.59647250,0.50162791,-0.90096228,0.01829112,-0.02673164,1.06078062,-1.39640309
-5.38169085,2.76985182,-2.38018628,0.85029637,-0.28759248,0.64884129,-0.11922190,0.00125788,-0.00179541,0.36682685,-0.05336252,0.62789731,-0.60294417,0.50150275,-0.89934209,0.01864360,-0.02582854,1.05014231,-1.40555615
-5.37568784,2.73546267,-2.39405192,0.83196941,-0.29998371,0.63795509,-0.12097163,0.00135733,-0.00186985,0.35729093,-0.05576188,0.62293368,-0.60948985,0.50312448,-0.89673924,0.01914411,-0.02492054,1.04275199,-1.41474000
-5.36968484,2.70887485,-2.40859744,0.81408139,-0.31329461,0.62941493,-0.12300725,0.00146507,-0.00193430,0.34858329,-0.05853523,0.61906066,-0.61615137,0.50640957,-0.89324418,0.01978412,-0.02401842,1.03851823,-1.42406195
-5.36368184,2.68981157,-2.42401047,0.79669093,-0.32747418,0.62311464,-0.12534896,0.00158017,-0.00198759,0.34069081,-0.06169282,0.61629401,-0.62296540,0.51126011,-0.88894699,0.02055285,-0.02313142,1.03732303,-1.43360866
-5.35767884,2.67794190,-2.44042731,0.77985632,-0.34245250,0.61894336,-0.12801272,0.00170148,-0.00202878,0.33359761,-0.06523973,0.61463989,-0.62995933,0.51756296,-0.88393593,0.02143736,-0.02226723,1.03902050,-1.44343910
-5.35167584,2.67287242,-2.45792194,0.76363335,-0.35813845,0.61678206,-0.13100936,0.00182763,-0.00205714,0.32728309,-0.06917537,0.61409262,-0.63714682,0.52518866,-0.87829572,0.02242259,-0.02143204,1.04343511,-1.45357750
-5.34567284,2.67413945,-2.47649576,0.74807293,-0.37441811,0.61650030,-0.13434369,0.00195704,-0.00207226,0.32172027,-0.07349308,0.61463251,-0.64452338,0.53399048,-0.87210560,0.02349144,-0.02063058,1.05035977,-1.46400663
