energy_ev,total_up,Ag_p_up,Ag_d_up,C_s_up,C_p_up,Pd_p_up,Pd_d_up,Se_s_up,Se_p_up
-5.86193097,3.37448916,0.37290767,1.51185052,0.00082222,0.24305406,1.43687263,1.35307748,0.00444120,0.17890189
-5.85592796,3.36263762,0.37447759,1.52772696,0.00076800,0.23983065,1.43033376,1.32786140,0.00438599,0.17891745
-5.84992496,3.34897802,0.37661893,1.54138459,0.00072175,0.23594800,1.41972982,1.30363651,0.00439379,0.17943267
-5.84392196,3.33350331,0.37940676,1.55261646,0.00068282,0.23144521,1.40519806,1.28051593,0.00446315,0.18045343
-5.83791896,3.31637172,0.38292213,1.56132602,0.00065071,0.22637919,1.38697724,1.25863863,0.00459235,0.18198829
-5.83191596,3.29790606,0.38724809,1.56753184,0.00062509,0.22082319,1.36540062,1.23816820,0.00477943,0.18404808
-5.82591296,3.27858508,0.39246477,1.57136814,0.00060572,0.21486460,1.34088489,1.21928935,0.00502204,0.18664493
-5.81990995,3.25902733,0.39864412,1.57308074,0.00059251,0.20860236,1.31391557,1.20220245,0.00531742,0.18979099
-5.81390695,3.23996836,0.40584440,1.57301881,0.00058546,0.20214377,1.28502976,1.18711618,0.00566227,0.19349681
-5.80790395,3.22223202,0.41410490,1.57162252,0.00058469,0.19560115,1.25479679,1.17423893,0.00605271,0.19776952
-5.80190095,3.20669753,0.42344116,1.56940716,0.00059039,0.18908832,1.22379812,1.16376912,0.00648422,0.20261098
-5.79589795,3.19426352,0.43384106,1.56694430,0.00060281,0.18271708,1.19260715,1.15588514,0.00695157,0.20801591
-5.78989495,3.18581077,0.44526206,1.56484071,0.00062228,0.17659390,1.16176998,1.15073538,0.00744886,0.21397033
-5.78389195,3.18216537,0.45762978,1.56371603,0.00064918,0.17081680,1.13178804,1.14842879,0.00796952,0.22045016
-5.77788894,3.18406401,0.47083811,1.56417988,0.00068395,0.16547267,1.10310323,1.14902678,0.00850642,0.22742037
-5.77188594,3.19212280,0.48475083,1.56680965,0.00072708,0.16063504,1.07608620,1.15253656,0.00905193,0.23483452
-5.76588294,3.20681117,0.49920484,1.57212959,0.00077910,0.15636235,1.05102807,1.15890663,0.00959809,0.24263489
-5.75987994,3.22843190,0.51401476,1.58059220,0.00084060,0.15269678,1.02813582,1.16802457,0.01013679,0.25075313
-5.75387694,3.25710802,0.52897875,1.59256268,0.00091222,0.14966360,1.00753134,1.17971736,0.01065996,0.25911158
-5.74787394,3.29277717,0.54388532,1.60830680,0.00099465,0.14727111,0.98925389,1.19375420,0.01115979,0.26762492
-5.74187094,3.33519330,0.55852067,1.62798286,0.00108862,0.14551107,0.97326555,1.20985188,0.01162894,0.27620239
-5.73586793,3.38393564,0.57267631,1.65163767,0.00119487,0.14435952,0.95945925,1.22768235,0.01206079,0.28475030
-5.72986493,3.43842401,0.58615653,1.67920674,0.00131421,0.14377812,0.94766874,1.24688217,0.01244960,0.29317472
-5.72386193,3.49793977,0.59878534,1.71051837,0.00144739,0.14371568,0.93767980,1.26706347,0.01279072,0.30138426
-5.71785893,3.56165107,0.61041245,1.74530136,0.00159517,0.14411011,0.92924220,1.28782577,0.01308070,0.30929279
-5.71185593,3.62864112,0.62091815,1.78319576,0.00175822,0.14489041,0.92208158,1.30876815,0.01331739,0.31682191
-5.70585293,3.69793803,0.63021671,1.82376608,0.00193711,0.14597888,0.91591088,1.32950115,0.01350000,0.32390316
-5.69984992,3.76854469,0.63825815,1.86651625,0.00213226,0.14729337,0.91044089,1.34965795,0.01362909,0.33047969
-5.69384692,3.83946764,0.64502836,1.91090574,0.00234387,0.14874952,0.90538941,1.36890406,0.01370647,0.33650749
-5.68784392,3.90974336,0.65054765,1.95636587,0.00257187,0.15026293,0.90048898,1.38694542,0.01373519,0.34195601
-5.68184092,3.97846131,0.65486760,2.00231592,0.00281588,0.15175132,0.89549305,1.40353440,0.01371927,0.34680823
-5.67583792,4.04478295,0.65806672,2.04817830,0.00307513,0.15313641,0.89018058,1.41847350,0.01366363,0.35106010
-5.66983492,4.10795616,0.66024489,2.09339236,0.00334845,0.15434568,0.88435914,1.43161684,0.01357381,0.35471953
-5.66383192,4.16732514,0.66151713,2.13742635,0.00363418,0.15531398,0.87786677,1.44286949,0.01345577,0.35780491
-5.65782891,4.22233569,0.66200687,2.17978743,0.00393022,0.15598473,0.87057281,1.45218469,0.01331570,0.36034329
-5.65182591,4.27253642,0.66183919,2.22002946,0.00423393,0.15631099,0.86237785,1.45955954,0.01315977,0.36236837
-5.64582291,4.31757635,0.66113431,2.25775862,0.00454223,0.15625613,0.85321313,1.46502934,0.01299393,0.36391837
-5.63981991,4.35719956,0.66000181,2.29263693,0.00485158,0.15579429,0.84303959,1.46866116,0.01282379,0.36503397
-5.63381691,4.39123782,0.65853562,2.32438379,0.00515803,0.15491041,0.83184667,1.47054699,0.01265444,0.36575640
-5.62781391,4.41960189,0.65681031,2.35277586,0.00545735,0.15360006,0.81965115,1.47079711,0.01249038,0.36612577
-5.62181091,4.44227233,0.65487861,2.37764551,0.00574503,0.15186892,0.80649590,1.46953383,0.01233545,0.36617978
-5.61580790,4.45929048,0.65277034,2.39887823,0.00601650,0.14973201,0.79244873,1.46688615,0.01219281,0.36595284
-5.60980490,4.47075034,0.65049280,2.41640918,0.00626716,0.14721269,0.77760126,1.46298550,0.01206496,0.36547557
-5.60380190,4.47679149,0.64803249,2.43021941,0.00649258,0.14434147,0.76206770,1.45796263,0.01195379,0.36477482
-5.59779890,4.47759360,0.64535798,2.44033181,0.00668858,0.14115468,0.74598356,1.45194576,0.01186061,0.36387395
-5.59179590,4.47337239,0.64242384,2.44680721,0.00685143,0.13769308,0.72950407,1.44505986,0.01178627,0.36279359
-5.58579290,4.46437703,0.63917530,2.44974068,0.00697790,0.13400040,0.71280232,1.43742684,0.01173122,0.36155252
-5.57978989,4.45088868,0.63555331,2.44925823,0.00706545,0.13012196,0.69606695,1.42916642,0.01169560,0.36016878
-5.57378689,4.43321981,0.63149979,2.44551403,0.00711223,0.12610332,0.67949928,1.42039735,0.01167936,0.35866077
-5.56778389,4.41171382,0.62696265,2.43868791,0.00711724,0.12198912,0.66331003,1.41123867,0.01168227,0.35704836
-5.56178089,4.38674457,0.62190037,2.42898342,0.00708030,0.11782197,0.64771535,1.40181055,0.01170403,0.35535372
-5.55577789,4.35871517,0.61628586,2.41662604,0.00700208,0.11364168,0.63293243,1.39223466,0.01174429,0.35360200
-5.54977489,4.32805576,0.61010930,2.40186161,0.00688411,0.10948453,0.61917462,1.38263363,0.01180272,0.35182163
-5.54377189,4.29521987,0.60338000,2.38495469,0.00672868,0.10538287,0.60664626,1.37312960,0.01187898,0.35004429
-5.53776888,4.26067927,0.59612700,2.36618675,0.00653881,0.10136481,0.59553730,1.36384178,0.01197277,0.34830453
-5.53176588,4.22491708,0.58839852,2.34585398,0.00631815,0.09745420,0.58601794,1.35488317,0.01208384,0.34663896
-5.52576288,4.18841941,0.58026030,2.32426467,0.00607084,0.09367062,0.57823345,1.34635653,0.01221195,0.34508521
-5.51975988,4.15166567,0.57179297,2.30173585,0.00580141,0.09002966,0.57229939,1.33834994,0.01235694,0.34368061
-5.51375688,4.11511797,0.56308853,2.27858943,0.00551465,0.08654317,0.56829741,1.33093229,0.01251869,0.34246065
-5.50775388,4.07921000,0.55424642,2.25514747,0.00521546,0.08321964,0.56627189,1.32414901,0.01269714,0.34145748
-5.50175088,4.04433607,0.54536908,2.23172694,0.00490876,0.08006456,0.56622750,1.31801847,0.01289234,0.34069829
-5.49574787,4.01084063,0.53655758,2.20863390,0.00459934,0.07708092,0.56812785,1.31252937,0.01310440,0.34020391
-5.48974487,3.97900911,0.52790746,2.18615721,0.00429178,0.07426952,0.57189536,1.30763940,0.01333361,0.33998761
-5.48374187,3.94906033,0.51950490,2.16456214,0.00399036,0.07162939,0.57741241,1.30327544,0.01358038,0.34005409
-5.47773887,3.92114104,0.51142365,2.14408403,0.00369900,0.06915814,0.58452361,1.29933525,0.01384528,0.34039893
-5.47173587,3.89532289,0.50372268,2.12492222,0.00342123,0.06685220,0.59303943,1.29569085,0.01412905,0.34100829
-5.46573287,3.87160208,0.49644476,2.10723480,0.00316012,0.06470715,0.60274082,1.29219332,0.01443259,0.34185915
-5.45972986,3.84990173,0.48961595,2.09113415,0.00291835,0.06271786,0.61338476,1.28867884,0.01475694,0.34291980
-5.45372686,3.83007703,0.48324597,2.07668400,0.00269815,0.06087863,0.62471071,1.28497570,0.01510323,0.34415080
-5.44772386,3.81192307,0.47732955,2.06389790,0.00250136,0.05918340,0.63644743,1.28091197,0.01547265,0.34550630
-5.44172086,3.79518508,0.47184838,2.05273966,0.00232948,0.05762575,0.64832033,1.27632323,0.01586634,0.34693554
-5.43571786,3.77957085,0.46677377,2.04312577,0.00218367,0.05619902,0.66005867,1.27106025,0.01628539,0.34838478
-5.42971486,3.76476501,0.46206972,2.03493002,0.00206483,0.05489634,0.67140281,1.26499606,0.01673069,0.34979923
-5.42371186,3.75044465,0.45769625,2.02799020,0.00197366,0.05371071,0.68211097,1.25803201,0.01720289,0.35112526
-5.41770885,3.73629594,0.45361284,2.02211691,0.00191065,0.05263497,0.69196537,1.25010286,0.01770235,0.35231252
-5.41170585,3.72203115,0.44978178,2.01710412,0.00187620,0.05166195,0.70077769,1.24118036,0.01822908,0.35331611
-5.40570285,3.70740560,0.44617137,2.01274132,0.00187058,0.05078443,0.70839357,1.23127549,0.01878271,0.35409867
-5.39969985,3.69223388,0.44275859,2.00882649,0.00189402,0.04999527,0.71469610,1.22043918,0.01936249,0.35463221
-5.39369685,3.67640476,0.43953152,2.00517964,0.00194668,0.04928748,0.71960828,1.20876166,0.01996736,0.35489975
-5.38769385,3.65989418,0.43649102,2.00165597,0.00202870,0.04865432,0.72309426,1.19637055,0.02059597,0.35489665
-5.38169085,3.64277563,0.43365193,1.99815810,0.00214020,0.04808942,0.72515967,1.18342782,0.02124675,0.35463146
-5.37568784,3.62522732,0.43104357,1.99464656,0.00228126,0.04758690,0.72585067,1.17012591,0.02191808,0.35412641
-5.36968484,3.60753556,0.42870955,1.99114780,0.00245191,0.04714157,0.72525219,1.15668307,0.02260833,0.35341729
-5.36368184,3.59009390,0.42670701,1.98775913,0.00265214,0.04674901,0.72348517,1.14333835,0.02331600,0.35255287
-5.35767884,3.57339757,0.42510512,1.98464998,0.00288185,0.04640573,0.72070293,1.13034616,0.02403982,0.35159368
-5.35167584,3.55803308,0.42398307,1.98205920,0.00314084,0.04610935,0.71708692,1.11797081,0.02477881,0.35061021
-5.34567284,3.54466298,0.42342748,1.98028817,0.00342878,0.04585865,0.71284184,1.10648093,0.02553236,0.34968057
-5.33966983,3.53400589,0.42352937,1.97968981,0.00374519,0.04565368,0.70819022,1.09614404,0.02630020,0.34888772
-5.33366683,3.52681231,0.42438071,1.98065379,0.00408940,0.04549574,0.70336673,1.08722117,0.02708237,0.34831616
-5.32766383,3.52383700,0.42607070,1.98358848,0.00446053,0.04538741,0.69861215,1.07996165,0.02787911,0.34804842
-5.32166083,3.52580866,0.42868196,1.98890046,0.00485746,0.04533241,0.69416729,1.07459801,0.02869080,0.34816135
-5.31565783,3.53339831,0.43228662,1.99697244,0.00527881,0.04533547,0.69026693,1.07134103,0.02951769,0.34872246
-5.30965483,3.54718754,0.43694253,2.00814086,0.00572296,0.04540208,0.68713379,1.07037497,0.03035978,0.34978629
-5.30365183,3.56763807,0.44268982,2.02267422,0.00618795,0.04553821,0.68497293,1.07185289,0.03121657,0.35139132
-5.29764882,3.59506421,0.44954777,2.04075346,0.00667158,0.04574996,0.68396640,1.07589223,0.03208683,0.35355727
-5.29164582,3.62960950,0.45751235,2.06245550,0.00717134,0.04604315,0.68426854,1.08257065,0.03296848,0.35628305
-5.28564282,3.67122899,0.46655436,2.08774095,0.00768444,0.04642292,0.68600183,1.09192224,0.03385835,0.35954563
-5.27963982,3.71967812,0.47661848,2.11644689,0.00820783,0.04689330,0.68925365,1.10393422,0.03475210,0.36329971
-5.27363682,3.77450905,0.48762314,2.14828522,0.00873822,0.04745678,0.69407381,1.11854431,0.03564420,0.36747832
-5.26763382,3.83507510,0.49946135,2.18284699,0.00927212,0.04811397,0.70047315,1.13563901,0.03652795,0.37199445
-5.26163082,3.90054313,0.51200248,2.21961251,0.00980588,0.04886328,0.70842313,1.15505275,0.03739555,0.37674348
-5.25562781,3.96991390,0.52509500,2.25796711,0.01033571,0.04970073,0.71785657,1.17656841,0.03823836,0.38160650
-5.24962481,4.04204951,0.53857000,2.29722174,0.01085777,0.05061981,0.72866944,1.19991907,0.03904711,0.38645423
-5.24362181,4.11570719,0.55224544,2.33663752,0.01136823,0.05161155,0.74072382,1.22479141,0.03981222,0.39115146
-5.23761881,4.18957785,0.56593105,2.37545317,0.01186331,0.05266465,0.75385180,1.25083057,0.04052423,0.39556182
-5.23161581,4.26232821,0.57943355,2.41291398,0.01233937,0.05376577,0.76786033,1.27764672,0.04117416,0.39955255
-5.22561281,4.33264447,0.59256209,2.44830092,0.01279302,0.05489996,0.78253698,1.30482328,0.04175393,0.40299918
-5.21960980,4.39927607,0.60513370,2.48095852,0.01322114,0.05605120,0.79765616,1.33192658,0.04225681,0.40578994
-5.21360680,4.46107751,0.61697845,2.51032027,0.01362101,0.05720302,0.81298594,1.35851692,0.04267772,0.40782950
-5.20760380,4.51704677,0.62794424,2.53593026,0.01399039,0.05833918,0.82829503,1.38416061,0.04301364,0.40904212
-5.20160080,4.56635867,0.63790100,2.55746006,0.01432760,0.05944443,0.84335977,1.40844283,0.04326378,0.40937404
-5.19559780,4.60839187,0.64674401,2.57472026,0.01463157,0.06050520,0.85797084,1.43098072,0.04342978,0.40879492
-5.18959480,4.64274858,0.65439646,2.58766594,0.01490199,0.06151027,0.87193956,1.45143630,0.04351578,0.40729845
-5.18359180,4.66926604,0.66081095,2.59639607,0.01513931,0.06245139,0.88510332,1.46952863,0.04352836,0.40490201
-5.17758879,4.68801949,0.66597003,2.60114685,0.01534479,0.06332369,0.89733022,1.48504475,0.04347639,0.40164559
-5.17158579,4.69931635,0.66988568,2.60227930,0.01552058,0.06412601,0.90852240,1.49784866,0.04337084,0.39758992
-5.16558279,4.70368200,0.67259784,2.60026179,0.01566971,0.06486101,0.91861820,1.50788802,0.04322437,0.39281393
-5.15957979,4.70183738,0.67417206,2.59564827,0.01579604,0.06553510,0.92759284,1.51519789,0.04305093,0.38741184
-5.15357679,4.69466949,0.67469629,2.58905310,0.01590429,0.06615813,0.93545770,1.51990127,0.04286529,0.38148973
-5.14757379,4.68319553,0.67427714,2.58112367,0.01599991,0.06674293,0.94225806,1.52220607,0.04268248,0.37516205
-5.14157079,4.66852216,0.67303553,2.57251196,0.01608898,0.06730461,0.94806957,1.52239855,0.04251723,0.36854794
-5.13556778,4.65180123,0.67110220,2.56384606,0.01617813,0.06785975,0.95299341,1.52083305,0.04238338,0.36176774
-5.12956478,4.63418352,0.66861292,2.55570296,0.01627431,0.06842542,0.95715042,1.51791855,0.04229333,0.35493955
-5.12356178,4.61677235,0.66570395,2.54858365,0.01638462,0.06901818,0.96067444,1.51410220,0.04225753,0.34817612
-5.11755878,4.60057858,0.66250768,2.54289140,0.01651615,0.06965300,0.96370511,1.50985056,0.04228397,0.34158217
-5.11155578,4.58647889,0.65914868,2.53891415,0.01667567,0.07034229,0.96638049,1.50562933,0.04237787,0.33525197
-5.10555278,4.57517876,0.65574037,2.53681158,0.01686946,0.07109489,0.96882983,1.50188231,0.04254134,0.32926754
-5.09954977,4.56718189,0.65238234,2.53660733,0.01710308,0.07191538,0.97116673,1.49901063,0.04277319,0.32369721
-5.09354677,4.56276703,0.64915840,2.53818666,0.01738111,0.07280340,0.97348312,1.49735320,0.04306894,0.31859471
-5.08754377,4.56197332,0.64613543,2.54129951,0.01770701,0.07375330,0.97584420,1.49716928,0.04342082,0.31399872
-5.08154077,4.56459476,0.64336303,2.54556873,0.01808291,0.07475401,0.97828456,1.49862413,0.04381802,0.30993281
-5.07553777,4.57018405,0.64087377,2.55050317,0.01850949,0.07578920,0.98080571,1.50177836,0.04424693,0.30640585
-5.06953477,4.57806556,0.63868420,2.55551500,0.01898587,0.07683762,0.98337494,1.50658167,0.04469166,0.30341265
-5.06353177,4.58735704,0.63679624,2.55994046,0.01950959,0.07787377,0.98592570,1.51287116,0.04513445,0.30093495
-5.05752876,4.59699907,0.63519892,2.56306313,0.02007659,0.07886875,0.98835917,1.52037459,0.04555632,0.29894261
-5.05152576,4.60579091,0.63387032,2.56413886,0.02068122,0.07979128,0.99054719,1.52871821,0.04593767,0.29739493
-5.04552276,4.61243134,0.63277947,2.56242123,0.02131637,0.08060885,0.99233609,1.53743898,0.04625895,0.29624203
-5.03951976,4.61556280,0.63188809,2.55718657,0.02197358,0.08128890,0.99355150,1.54600062,0.04650129,0.29542630
-5.03351676,4.61381681,0.63115201,2.54775753,0.02264318,0.08180009,0.99400360,1.55381268,0.04664709,0.29488384
-5.02751376,4.60585909,0.63052225,2.53352447,0.02331451,0.08211339,0.99349290,1.56025185,0.04668064,0.29454576
-5.02151076,4.59043244,0.62994558,2.51396382,0.02397613,0.08220319,0.99181609,1.56468452,0.04658852,0.29433949
-5.01550775,4.56639600,0.62936467,2.48865288,0.02461605,0.08204817,0.98877190,1.56648964,0.04636003,0.29418996
-5.00950475,4.53275941,0.62871778,2.45728075,0.02522203,0.08163199,0.98416679,1.56508093,0.04598741,0.29402070
-5.00350175,4.48871102,0.62793819,2.41965523,0.02578175,0.08094383,0.97782031,1.55992748,0.04546608,0.29375484
-4.99749875,4.43363936,0.62695336,2.37570558,0.02628319,0.07997858,0.96957002,1.55057211,0.04479461,0.29331610
-4.99149575,4.36714762,0.62568421,2.32548147,0.02671480,0.07873695,0.95927592,1.53664675,0.04397468,0.29262972
-4.98549275,4.28906113,0.62404437,2.26914852,0.02706581,0.07722524,0.94682444,1.51788441,0.04301094,0.29162346
-4.97948974,4.19942812,0.62194001,2.20698065,0.02732648,0.07545498,0.93213172,1.49412751,0.04191080,0.29022852
-4.97348674,4.09851441,0.61926994,2.13935008,0.02748828,0.07344247,0.91514641,1.46533237,0.04068405,0.28838064
-4.96748374,3.98679274,0.61592657,2.06671545,0.02754414,0.07120806,0.89585180,1.43157004,0.03934260,0.28602118
-4.96148074,3.86492761,0.61179748,1.98960867,0.02748862,0.06877549,0.87426737,1.39302366,0.03790006,0.28309831
-4.95547774,3.73375664,0.60676779,1.90862110,0.02731803,0.06617113,0.85044966,1.34998263,0.03637140,0.27956817
-4.94947474,3.59426950,0.60072332,1.82438959,0.02703059,0.06342322,0.82449241,1.30283415,0.03477255,0.27539615
-4.94347174,3.44758513,0.59355435,1.73758294,0.02662641,0.06056119,0.79652610,1.25205255,0.03312007,0.27055805
-4.93746873,3.29492833,0.58515991,1.64888899,0.02610762,0.05761498,0.76671660,1.19818703,0.03143084,0.26504121
-4.93146573,3.13760629,0.57545238,1.55900271,0.02547823,0.05461447,0.73526318,1.14184830,0.02972176,0.25884541
-4.92546273,2.97698574,0.56436215,1.46861558,0.02474413,0.05158904,0.70239570,1.08369475,0.02800952,0.25198368
-4.91945973,2.81447109,0.55184211,1.37840616,0.02391294,0.04856713,0.66837109,1.02441847,0.02631041,0.24448270
-4.91345673,2.65148406,0.53787165,1.28903214,0.02299383,0.04557603,0.63346908,0.96473179,0.02464011,0.23638298
-4.90745373,2.48944474,0.52245997,1.20112361,0.02199731,0.04264159,0.59798737,0.90535438,0.02301362,0.22773862
-4.90145073,2.32975444,0.50564849,1.11527774,0.02093500,0.03978815,0.56223623,0.84700148,0.02144506,0.21861665
-4.89544772,2.17378024,0.48751214,1.03205451,0.01981933,0.03703842,0.52653274,0.79037321,0.01994766,0.20909595
-4.88944472,2.02284107,0.46815946,0.95197370,0.01866326,0.03441346,0.49119478,0.73614513,0.01853362,0.19926588
-4.88344172,1.87819551,0.44773143,0.87551272,0.01747996,0.03193267,0.45653494,0.68496008,0.01721403,0.18922435
-4.87743872,1.74103090,0.42639913,0.80310538,0.01628256,0.02961375,0.42285452,0.63742124,0.01599883,0.17907575
-4.87143572,1.61245377,0.40436014,0.73514137,0.01508380,0.02747270,0.39043784,0.59408625,0.01489673,0.16892848
-4.86543272,1.49348148,0.38183410,0.67196644,0.01389581,0.02552382,0.35954694,0.55546230,0.01391510,0.15889238
-4.85942971,1.38503482,0.35905740,0.61388303,0.01272986,0.02377963,0.33041697,0.52200199,0.01305995,0.14907603
-4.85342671,1.28793157,0.33627732,0.56115136,0.01159616,0.02225085,0.30325214,0.49409985,0.01233581,0.13958409
-4.84742371,1.20288081,0.31374590,0.51399083,0.01050372,0.02094631,0.27822266,0.47208924,0.01174572,0.13051468
-4.84142071,1.13047803,0.29171381,0.47258155,0.00946021,0.01987288,0.25546247,0.45623972,0.01129113,0.12195701
-4.83541771,1.07120087,0.27042442,0.43706591,0.00847195,0.01903540,0.23506790,0.44675455,0.01097191,0.11398925
-4.82941471,1.02540558,0.25010830,0.40755017,0.00754381,0.01843659,0.21709740,0.44376858,0.01078633,0.10667679
-4.82341171,0.99332416,0.23097851,0.38410571,0.00667933,0.01807703,0.20157203,0.44734629,0.01073107,0.10007084
-4.81740870,0.97506225,0.21322654,0.36677003,0.00588070,0.01795508,0.18847701,0.45748037,0.01080131,0.09420762
-4.81140570,0.97059790,0.19701927,0.35554735,0.00514889,0.01806697,0.17776401,0.47409070,0.01099077,0.08910788
-4.80540270,0.97978136,0.18249693,0.35040857,0.00448376,0.01840680,0.16935430,0.49702420,0.01129187,0.08477706
-4.79939970,1.00233591,0.16977193,0.35129089,0.00388423,0.01896667,0.16314250,0.52605553,0.01169593,0.08120591
-4.79339670,1.03786022,0.15892874,0.35809668,0.00334837,0.01973684,0.15900099,0.56088908,0.01219328,0.07837154
-4.78739370,1.08583207,0.15002459,0.37069201,0.00287360,0.02070596,0.15678475,0.60116231,0.01277360,0.07623892
-4.78139070,1.14561388,0.14309098,0.38890466,0.00245685,0.02186132,0.15633663,0.64645078,0.01342611,0.07476287
-4.77538769,1.21646005,0.13813574,0.41252204,0.00209470,0.02318921,0.15749278,0.69627476,0.01413987,0.07389015
-4.76938469,1.29752640,0.13514578,0.44128892,0.00178353,0.02467521,0.16008819,0.75010772,0.01490408,0.07356204
-4.76338169,1.38788150,0.13408999,0.47490548,0.00151962,0.02630465,0.16396227,0.80738642,0.01570833,0.07371681
-4.75737869,1.48652011,0.13492258,0.51302587,0.00129934,0.02806295,0.16896407,0.86752252,0.01654289,0.07429248
-4.75137569,1.59237841,0.13758634,0.55525748,0.00111915,0.02993603,0.17495725,0.92991538,0.01739894,0.07522932
-4.74537269,1.70435093,0.14201606,0.60116132,0.00097578,0.03191071,0.18182445,0.99396570,0.01826879,0.07647239
-4.73936968,1.82130861,0.14814164,0.65025378,0.00086619,0.03397499,0.18947097,1.05908929,0.01914601,0.07797370
-4.73336668,1.94211776,0.15589112,0.70200979,0.00078771,0.03611834,0.19782756,1.12473074,0.02002553,0.07969410
-4.72736368,2.06565908,0.16519326,0.75586778,0.00073801,0.03833190,0.20685214,1.19037592,0.02090370,0.08160477
-4.72136068,2.19084628,0.17597980,0.81123619,0.00071508,0.04060853,0.21653043,1.25556299,0.02177825,0.08368819
-4.71535768,2.31664344,0.18818719,0.86750177,0.00071732,0.04294285,0.22687528,1.31989118,0.02264822,0.08593860
-4.70935468,2.44208038,0.20175779,0.92403920,0.00074341,0.04533107,0.23792458,1.38302665,0.02351376,0.08836191
-4.70335168,2.56626536,0.21664044,0.98022192,0.00079234,0.04777074,0.24973800,1.44470525,0.02437601,0.09097500
-4.69734867,2.68839438,0.23279047,1.03543379,0.00086334,0.05026039,0.26239220,1.50473158,0.02523679,0.09380447
-4.69134567,2.80775648,0.25016888,1.08908099,0.00095584,0.05279903,0.27597499,1.56297445,0.02609835,0.09688486
-4.68534267,2.92373485,0.26874101,1.14060376,0.00106936,0.05538561,0.29057834,1.61935861,0.02696308,0.10025637
-4.67933967,3.03580330,0.28847436,1.18948737,0.00120351,0.05801832,0.30629058,1.67385325,0.02783318,0.10396223
-4.67333667,3.14351835,0.30933595,1.23527171,0.00135786,0.06069396,0.32318802,1.72645756,0.02871041,0.10804571
-4.66733367,3.24650712,0.33128903,1.27755921,0.00153186,0.06340718,0.34132638,1.77718410,0.02959577,0.11254703
-4.66133067,3.34445172,0.35428936,1.31602043,0.00172483,0.06614985,0.36073239,1.82604096,0.03048930,0.11750010
-4.65532766,3.43707085,0.37828122,1.35039722,0.00193582,0.06891045,0.38139587,1.87301344,0.03138985,0.12292952
-4.64932466,3.52409983,0.40319336,1.38050319,0.00216357,0.07167358,0.40326288,1.91804662,0.03229497,0.12884762
-4.64332166,3.60527014,0.42893494,1.40622158,0.00240649,0.07441957,0.42623018,1.96102971,0.03320081,0.13525206
