energy_ev,total_up,C_s_up,C_p_up,Mg_p_up,Mg_d_up,Se_s_up,Se_p_up,V_p_up,V_d_up
-5.81390695,2.42883803,0.00730912,0.18453193,0.66323781,0.00000000,0.01154853,1.25054774,0.56979367,0.31188230
-5.80790395,2.54045422,0.00751721,0.20492776,0.68715084,0.00000000,0.01183471,1.29288701,0.62806490,0.32671121
-5.80190095,2.66182306,0.00780448,0.22780507,0.71148404,0.00000000,0.01234652,1.33769101,0.69232635,0.34348796
-5.79589795,2.79262759,0.00817159,0.25307757,0.73616340,0.00000000,0.01307009,1.38488380,0.76260051,0.36217642
-5.78989495,2.93240807,0.00861842,0.28062428,0.76109898,0.00000000,0.01399104,1.43435039,0.83881079,0.38271144
-5.78389195,3.08052299,0.00914381,0.31028514,0.78617870,0.00000000,0.01509420,1.48591915,0.92076369,0.40499244
-5.77788894,3.23611449,0.00974535,0.34185740,0.81126290,0.00000000,0.01636320,1.53934573,1.00813302,0.42887780
-5.77188594,3.39808082,0.01041920,0.37509303,0.83618017,0.00000000,0.01778027,1.59429989,1.10044709,0.45418071
-5.76588294,3.56505812,0.01115996,0.40969749,0.86072466,0.00000000,0.01932590,1.65035589,1.19708008,0.48066687
-5.75987994,3.73541377,0.01196058,0.44533029,0.88465530,0.00000000,0.02097880,1.70698767,1.29724852,0.50805428
-5.75387694,3.90725299,0.01281242,0.48160745,0.90769718,0.00000000,0.02271579,1.76356913,1.40001354,0.53601557
-5.74787394,4.07843951,0.01370534,0.51810615,0.92954507,0.00000000,0.02451194,1.81938023,1.50428973,0.56418282
-5.74187094,4.24663112,0.01462793,0.55437152,0.94986925,0.00000000,0.02634087,1.87361892,1.60886084,0.59215503
-5.73586793,4.40932938,0.01556774,0.58992567,0.96832362,0.00000000,0.02817508,1.92541897,1.71240228,0.61950801
-5.72986493,4.56394265,0.01651178,0.62427864,0.98455570,0.00000000,0.02998657,1.97387306,1.81351034,0.64580648
-5.72386193,4.70786054,0.01744691,0.65694114,0.99821841,0.00000000,0.03174752,2.01806064,1.91073729,0.67061789
-5.71785893,4.83853709,0.01836037,0.68743850,1.00898303,0.00000000,0.03343105,2.05707948,2.00263138,0.69352760
-5.71185593,4.95357951,0.01924040,0.71532549,1.01655303,0.00000000,0.03501217,2.09007964,2.08778047,0.71415455
-5.70585293,5.05083888,0.02007677,0.74020129,1.02067793,0.00000000,0.03646861,2.11629852,2.16485758,0.73216693
-5.69984992,5.12849855,0.02086138,0.76172397,1.02116673,0.00000000,0.03778181,2.13509534,2.23266649,0.74729697
-5.69384692,5.18515625,0.02158876,0.77962388,1.01790024,0.00000000,0.03893781,2.14598345,2.29018561,0.75935420
-5.68784392,5.21989573,0.02225653,0.79371517,1.01084155,0.00000000,0.03992795,2.14865893,2.33660780,0.76823645
-5.68184092,5.23234417,0.02286576,0.80390491,1.00004418,0.00000000,0.04074964,2.14302384,2.37137451,0.77393789
-5.67583792,5.22271216,0.02342121,0.81019923,0.98565732,0.00000000,0.04140679,2.12920299,2.39420237,0.77655380
-5.66983492,5.19181373,0.02393136,0.81270610,0.96792795,0.00000000,0.04191010,2.10755309,2.40510081,0.77628153
-5.66383192,5.14106472,0.02440840,0.81163450,0.94719932,0.00000000,0.04227715,2.07866367,2.40437965,0.77341752
-5.65782891,5.07245900,0.02486799,0.80728982,0.92390601,0.00000000,0.04253220,2.04334933,2.39264608,0.76835049
-5.65182591,4.98852287,0.02532881,0.80006573,0.89856552,0.00000000,0.04270575,2.00263358,2.37079092,0.76155081
-5.64582291,4.89224915,0.02581210,0.79043253,0.87176660,0.00000000,0.04283389,1.95772462,2.33996449,0.75355655
-5.63981991,4.78701337,0.02634090,0.77892277,0.84415494,0.00000000,0.04295740,1.90998401,2.30154315,0.74495676
-5.63381691,4.67647550,0.02693935,0.76611436,0.81641649,0.00000000,0.04312064,1.86088943,2.25708771,0.73637260
-5.62781391,4.56447113,0.02763176,0.75261210,0.78925933,0.00000000,0.04337025,1.81199303,2.20829563,0.72843707
-5.62181091,4.45489661,0.02844171,0.73902841,0.76339467,0.00000000,0.04375384,1.76487700,2.15694886,0.72177438
-5.61580790,4.35159293,0.02939120,0.72596391,0.73951768,0.00000000,0.04431844,1.72110830,2.10485975,0.71697960
-5.60980490,4.25823307,0.03049969,0.71398884,0.71828906,0.00000000,0.04510903,1.68219417,2.05381720,0.71459962
-5.60380190,4.17821726,0.03178338,0.70362608,0.70031794,0.00000000,0.04616711,1.64954032,2.00553529,0.71511606
-5.59779890,4.11458007,0.03325444,0.69533626,0.68614666,0.00000000,0.04752924,1.62441316,1.96160647,0.71893091
-5.59179590,4.06991279,0.03492054,0.68950581,0.67623812,0.00000000,0.04922585,1.60790771,1.92346096,0.72635541
-5.58579290,4.04630345,0.03678442,0.68643808,0.67096585,0.00000000,0.05128008,1.60092174,1.89233386,0.73760241
-5.57978989,4.04529600,0.03884370,0.68634792,0.67060718,0.00000000,0.05370698,1.60413730,1.86924070,0.75278257
-5.57378689,4.06786935,0.04109090,0.68935970,0.67533950,0.00000000,0.05651282,1.61800960,1.85496207,0.77190424
-5.56778389,4.11443561,0.04351361,0.69550867,0.68523961,0.00000000,0.05969473,1.64276330,1.85003710,0.79487693
-5.56178089,4.18485657,0.04609489,0.70474540,0.70028580,0.00000000,0.06324065,1.67839592,1.85476540,0.82151790
-5.55577789,4.27847606,0.04881381,0.71694277,0.72036257,0.00000000,0.06712946,1.72468761,1.86921643,0.85156156
-5.54977489,4.39416566,0.05164611,0.73190509,0.74526742,0.00000000,0.07133152,1.78121628,1.89324527,0.88467089
-5.54377189,4.53038069,0.05456506,0.74937873,0.77471923,0.00000000,0.07580933,1.84737727,1.92651307,0.92045029
-5.53776888,4.68522310,0.05754229,0.76906351,0.80836794,0.00000000,0.08051853,1.92240608,1.96851087,0.95845929
-5.53176588,4.85650806,0.06054869,0.79062442,0.84580480,0.00000000,0.08540908,2.00540321,2.01858505,0.99822631
-5.52576288,5.04183106,0.06355537,0.81370293,0.88657297,0.00000000,0.09042651,2.09535986,2.07596298,1.03926192
-5.51975988,5.23863277,0.06653447,0.83792751,0.93017784,0.00000000,0.09551345,2.19118335,2.13977762,1.08107112
-5.51375688,5.44425960,0.06945996,0.86292297,0.97609700,0.00000000,0.10061105,2.29172163,2.20909015,1.12316423
-5.50775388,5.65601795,0.07230831,0.88831831,1.02378947,0.00000000,0.10566051,2.39578596,2.28290980,1.16506612
-5.50175088,5.87122146,0.07505903,0.91375304,1.07270399,0.00000000,0.11060458,2.50217138,2.36021062,1.20632357
-5.49574787,6.08723052,0.07769502,0.93888190,1.12228652,0.00000000,0.11538888,2.60967473,2.43994533,1.24651094
-5.48974487,6.30148433,0.08020281,0.96337815,1.17198672,0.00000000,0.11996317,2.71711000,2.52105621,1.28523403
-5.48374187,6.51152600,0.08257256,0.98693566,1.22126369,0.00000000,0.12428236,2.82332133,2.60248399,1.32213244
-5.47773887,6.71502151,0.08479797,1.00926986,1.26959083,0.00000000,0.12830736,2.92719363,2.68317503,1.35688069
-5.47173587,6.90977378,0.08687598,1.03011820,1.31646029,0.00000000,0.13200568,3.02766125,2.76208784,1.38918829
-5.46573287,7.09373279,0.08880632,1.04924001,1.36138676,0.00000000,0.13535169,3.12371501,2.83819943,1.41879909
-5.45972986,7.26500306,0.09059097,1.06641633,1.40391100,0.00000000,0.13832673,3.21440782,2.91051238,1.44549013
-5.45372686,7.42184913,0.09223358,1.08144974,1.44360311,0.00000000,0.14091886,3.29885941,2.97806283,1.46907027
-5.44772386,7.56270009,0.09373869,1.09416436,1.48006549,0.00000000,0.14312242,3.37626006,3.03992981,1.48937854
-5.44172086,7.68615328,0.09511104,1.10440618,1.51293566,0.00000000,0.14493735,3.44587384,3.09524579,1.50628263
-5.43571786,7.79097754,0.09635488,1.11204353,1.54188878,0.00000000,0.14636834,3.50704121,3.14320832,1.51967724
-5.42971486,7.87611594,0.09747322,1.11696783,1.56663991,0.00000000,0.14742386,3.55918116,3.18309218,1.52948248
-5.42371186,7.94068788,0.09846728,1.11909437,1.58694591,0.00000000,0.14811504,3.60179285,3.21426162,1.53564229
-5.41770885,7.98399022,0.09933593,1.11836300,1.60260690,0.00000000,0.14845463,3.63445677,3.23618177,1.53812274
-5.41170585,8.00549741,0.10007535,1.11473869,1.61346728,0.00000000,0.14845593,3.65683539,3.24842879,1.53691032
-5.40570285,8.00486035,0.10067877,1.10821170,1.61941631,0.00000000,0.14813183,3.66867346,3.25069789,1.53201028
-5.39969985,7.98190407,0.10113643,1.09879739,1.62038816,0.00000000,0.14749396,3.66979795,3.24280888,1.52344483
-5.39369685,7.93662451,0.10143570,1.08653560,1.61636167,0.00000000,0.14655211,3.66011777,3.22470877,1.51125160
-5.38769385,7.86918455,0.10156137,1.07148956,1.60735972,0.00000000,0.14531379,3.63962360,3.19647156,1.49548234
-5.38169085,7.77990998,0.10149617,1.05374446,1.59344851,0.00000000,0.14378408,3.60838781,3.15829501,1.47620189
-5.37568784,7.66928588,0.10122138,1.03340581,1.57473680,0.00000000,0.14196570,3.56656489,3.11049493,1.45348784
-5.36968484,7.53795391,0.10071767,1.01059759,1.55137520,0.00000000,0.13985939,3.51439237,3.05349751,1.42743076
-5.36368184,7.38671094,0.09996597,0.98546043,1.52355571,0.00000000,0.13746442,3.45219242,2.98783000,1.39813514
-5.35767884,7.21650944,0.09894845,0.95815001,1.49151157,0.00000000,0.13477938,3.38037417,2.91411080,1.36572121
-5.35167584,7.02845931,0.09764952,0.92883557,1.45551733,0.00000000,0.13180304,3.29943643,2.83303928,1.33032729
-5.34567284,6.82383119,0.09605681,0.89769890,1.41588923,0.00000000,0.12853530,3.20997074,2.74538599,1.29211284
-5.33966983,6.60406038,0.09416206,0.86493348,1.37298561,0.00000000,0.12497823,3.11266431,2.65198379,1.25126181
-5.33366683,6.37075065,0.09196192,0.83074408,1.32720732,0.00000000,0.12113697,3.00830230,2.55371993,1.20798604
-5.32766383,6.12567669,0.08945854,0.79534650,1.27899777,0.00000000,0.11702058,2.89776889,2.45152942,1.16252840
-5.32166083,5.87078402,0.08666000,0.75896737,1.22884238,0.00000000,0.11264268,2.78204663,2.34638920,1.11516527
-5.31565783,5.60818500,0.08358049,0.72184396,1.17726709,0.00000000,0.10802196,2.66221324,2.23931316,1.06620811
-5.30965483,5.34014972,0.08024025,0.68422370,1.12483576,0.00000000,0.10318237,2.53943560,2.13134724,1.01600363
-5.30365183,5.06909068,0.07666527,0.64636337,1.07214595,0.00000000,0.09815307,2.41496017,2.02356428,0.96493243
-5.29764882,4.79754055,0.07288676,0.60852768,1.01982322,0.00000000,0.09296813,2.29009989,1.91705787,0.91340591
-5.29164582,4.52812256,0.06894040,0.57098730,0.96851345,0.00000000,0.08766597,2.16621719,1.81293475,0.86186134
-5.28564282,4.26351362,0.06486540,0.53401615,0.91887349,0.00000000,0.08228856,2.04470336,1.71230522,0.81075515
-5.27963982,4.00640063,0.06070346,0.49788800,0.87155991,0.00000000,0.07688046,1.92695452,1.61627114,0.76055467
-5.27363682,3.75943088,0.05649759,0.46287245,0.82721628,0.00000000,0.07148769,1.81434478,1.52591144,0.71172841
-5.26763382,3.52515802,0.05229099,0.42923039,0.78645911,0.00000000,0.06615659,1.70819724,1.44226512,0.66473540
-5.26163082,3.30598505,0.04812581,0.39720903,0.74986284,0.00000000,0.06093254,1.60975368,1.36631174,0.62001394
-5.25562781,3.10410651,0.04404215,0.36703681,0.71794446,0.00000000,0.05585887,1.52014401,1.29895017,0.57797019
-5.24962481,2.92145186,0.04007698,0.33891824,0.69114810,0.00000000,0.05097571,1.44035646,1.24097585,0.53896714
-5.24362181,2.75963223,0.03626339,0.31302904,0.66983040,0.00000000,0.04631910,1.37120954,1.19305749,0.50331443
-5.23761881,2.61989265,0.03262991,0.28951168,0.65424702,0.00000000,0.04192023,1.31332706,1.15571417,0.47125938
-5.23161581,2.50307186,0.02920001,0.26847163,0.64454102,0.00000000,0.03780486,1.26711703,1.12929364,0.44297970
-5.22561281,2.40957139,0.02599191,0.24997436,0.64073367,0.00000000,0.03399304,1.23275540,1.11395302,0.41857817
-5.21960980,2.33933560,0.02301843,0.23404334,0.64271818,0.00000000,0.03049900,1.21017559,1.10964296,0.39807946
-5.21360680,2.29184362,0.02028713,0.22065911,0.65025672,0.00000000,0.02733129,1.19906432,1.11609609,0.38142937
-5.20760380,2.26611437,0.01780061,0.20975948,0.66298124,0.00000000,0.02449312,1.19886425,1.13282087,0.36849638
-5.20160080,2.26072473,0.01555687,0.20124088,0.68039814,0.00000000,0.02198295,1.20878369,1.15910146,0.35907557
-5.19559780,2.27384111,0.01354986,0.19496085,0.70189700,0.00000000,0.01979514,1.22781354,1.19400432,0.35289482
-5.18959480,2.30326384,0.01177004,0.19074167,0.72676327,0.00000000,0.01792088,1.25475110,1.23639170,0.34962299
-5.18359180,2.34648358,0.01020502,0.18837492,0.75419474,0.00000000,0.01634908,1.28823036,1.28494227,0.34887999
-5.17758879,2.40074828,0.00884023,0.18762700,0.78332135,0.00000000,0.01506743,1.32675831,1.33817867,0.35024820
-5.17158579,2.46313913,0.00765954,0.18824535,0.81322795,0.00000000,0.01406344,1.36875597,1.39450131,0.35328514
-5.16558279,2.53065323,0.00664584,0.18996530,0.84297924,0.00000000,0.01332550,1.41260338,1.45222778,0.35753675
-5.15957979,2.60029059,0.00578167,0.19251720,0.87164611,0.00000000,0.01284390,1.45668694,1.50963674,0.36255109
-5.15357679,2.66914266,0.00504961,0.19563386,0.89833262,0.00000000,0.01261174,1.49944779,1.56501473,0.36789182
-5.14757379,2.73447961,0.00443279,0.19905785,0.92220246,0.00000000,0.01262584,1.53942941,1.61670458,0.37315124
-5.14157079,2.79383315,0.00391516,0.20254858,0.94250413,0.00000000,0.01288737,1.57532301,1.66315347,0.37796230
-5.13556778,2.84507218,0.00348181,0.20588882,0.95859377,0.00000000,0.01340246,1.60600875,1.70295887,0.38200931
-5.12956478,2.88646821,0.00311914,0.20889066,0.96995479,0.00000000,0.01418251,1.63059153,1.73491063,0.38503700
-5.12356178,2.91674820,0.00281495,0.21140035,0.97621350,0.00000000,0.01524438,1.64842961,1.75802732,0.38685756
-5.11755878,2.93513262,0.00255855,0.21330224,0.97715013,0.00000000,0.01661020,1.65915507,1.77158549,0.38735558
-5.11155578,2.94135707,0.00234075,0.21452141,0.97270487,0.00000000,0.01830707,1.66268511,1.77514042,0.38649056
-5.10555278,2.93567648,0.00215380,0.21502495,0.96297851,0.00000000,0.02036638,1.65922359,1.76853758,0.38429710
-5.09954977,2.91885161,0.00199136,0.21482192,0.94822783,0.00000000,0.02282288,1.64925264,1.75191418,0.38088265
-5.09354677,2.89211799,0.00184834,0.21396185,0.92885589,0.00000000,0.02571344,1.63351462,1.72569077,0.37642299
-5.08754377,2.85713852,0.00172085,0.21253196,0.90539762,0.00000000,0.02907561,1.61298483,1.69055327,0.37115555
-5.08154077,2.81594133,0.00160600,0.21065306,0.87850127,0.00000000,0.03294583,1.58883613,1.64742616,0.36537087
-5.07553777,2.77084510,0.00150182,0.20847442,0.84890664,0.00000000,0.03735751,1.56239661,1.59743805,0.35940247
-5.06953477,2.72437476,0.00140711,0.20616768,0.81742071,0.00000000,0.04233893,1.53510203,1.54188103,0.35361548
-5.06353177,2.67917051,0.00132127,0.20392004,0.78489182,0.00000000,0.04791106,1.50844463,1.48216559,0.34839437
-5.05752876,2.63789351,0.00124425,0.20192711,0.75218325,0.00000000,0.05408538,1.48392028,1.41977295,0.34413023
-5.05152576,2.60313171,0.00117637,0.20038538,0.72014719,0.00000000,0.06086178,1.46297596,1.35620667,0.34120797
-5.04552276,2.57730910,0.00111828,0.19948499,0.68959989,0.00000000,0.06822670,1.44695926,1.29294545,0.33999373
-5.03951976,2.56260143,0.00107082,0.19940258,0.66129886,0.00000000,0.07615145,1.43707191,1.23139884,0.34082304
-5.03351676,2.56086127,0.00103499,0.20029487,0.63592268,0.00000000,0.08459111,1.43432862,1.17286733,0.34398979
-5.02751376,2.57355483,0.00101188,0.20229291,0.61405399,0.00000000,0.09348375,1.43952284,1.11850815,0.34973652
-5.02151076,2.60171220,0.00100262,0.20549723,0.59616597,0.00000000,0.10275035,1.45320027,1.06930756,0.35824610
-5.01550775,2.64589268,0.00100837,0.20997414,0.58261250,0.00000000,0.11229533,1.47564090,1.02606049,0.36963504
-5.00950475,2.70616573,0.00103029,0.21575305,0.57362215,0.00000000,0.12200768,1.50685018,0.98935752,0.38394864
-5.00350175,2.78210798,0.00106953,0.22282512,0.56929589,0.00000000,0.13176293,1.54655906,0.95957942,0.40115794
-4.99749875,2.87281596,0.00112726,0.23114303,0.56960842,0.00000000,0.14142563,1.59423313,0.93689889,0.42115868
-4.99149575,2.97693396,0.00120469,0.24062199,0.57441282,0.00000000,0.15085250,1.64909003,0.92128896,0.44377220
-4.98549275,3.09269571,0.00130310,0.25114191,0.58344831,0.00000000,0.15989611,1.71012476,0.91253732,0.46874837
-4.97948974,3.21797873,0.00142387,0.26255057,0.59635084,0.00000000,0.16840887,1.77614167,0.91026598,0.49577050
-4.97348674,3.35036918,0.00156857,0.27466786,0.61266595,0.00000000,0.17624735,1.84579237,0.91395504,0.52446207
-4.96748374,3.48723561,0.00173896,0.28729076,0.63186378,0.00000000,0.18327657,1.91761814,0.92296995,0.55439536
-4.96148074,3.62580919,0.00193713,0.30019910,0.65335571,0.00000000,0.18937428,1.99009568,0.93659108,0.58510173
-4.95547774,3.76326823,0.00216551,0.31316181,0.67651217,0.00000000,0.19443490,2.06168478,0.95404484,0.61608332
-4.94947474,3.89682458,0.00242695,0.32594367,0.70068133,0.00000000,0.19837298,2.13087663,0.97453529,0.64682609
-4.94347174,4.02380944,0.00272481,0.33831215,0.72520825,0.00000000,0.20112616,2.19624117,0.99727562,0.67681370
-4.93746873,4.14175622,0.00306297,0.35004438,0.74945380,0.00000000,0.20265727,2.25647240,1.02151838,0.70554207
-4.93146573,4.24847788,0.00344588,0.36093389,0.77281317,0.00000000,0.20295569,2.31043003,1.04658397,0.73253406
-4.92546273,4.34213657,0.00387856,0.37079708,0.79473332,0.00000000,0.20203783,2.35717640,1.07188643,0.75735385
-4.91945973,4.42130323,0.00436658,0.37947902,0.81472878,0.00000000,0.19994661,2.39600732,1.09695596,0.77962056
-4.91345673,4.48500513,0.00491602,0.38685860,0.83239554,0.00000000,0.19675021,2.42647601,1.12145744,0.79902057
-4.90745373,4.53275952,0.00553332,0.39285265,0.84742228,0.00000000,0.19253989,2.44840901,1.14520430,0.81531793
-4.90145073,4.56459209,0.00622519,0.39741896,0.85959868,0.00000000,0.18742716,2.46191349,1.16816732,0.82836254
-4.89544772,4.58103885,0.00699837,0.40055809,0.86882040,0.00000000,0.18154034,2.46737547,1.19047776,0.83809553
-4.88944472,4.58313123,0.00785942,0.40231365,0.87509035,0.00000000,0.17502062,2.46544884,1.21242460,0.84455151
-4.88344172,4.57236400,0.00881443,0.40277126,0.87851633,0.00000000,0.16801796,2.45703506,1.23444557,0.84785754
-4.87743872,4.55064689,0.00986868,0.40205593,0.87930473,0.00000000,0.16068677,2.44325425,1.25711217,0.84822859
-4.87143572,4.52024085,0.01102634,0.40032802,0.87775068,0.00000000,0.15318163,2.42540823,1.28110868,0.84595970
-4.86543272,4.48368105,0.01229006,0.39777781,0.87422488,0.00000000,0.14565329,2.40493667,1.30720568,0.84141486
-4.85942971,4.44368893,0.01366068,0.39461890,0.86915750,0.00000000,0.13824496,2.38336784,1.33622881,0.83501322
-4.85342671,4.40307636,0.01513688,0.39108059,0.86301997,0.00000000,0.13108902,2.36226554,1.36902353,0.82721293
-4.84742371,4.36464552,0.01671488,0.38739961,0.85630511,0.00000000,0.12430438,2.34317415,1.40641710,0.81849348
-4.84142071,4.33108817,0.01838830,0.38381133,0.84950679,0.00000000,0.11799439,2.32756397,1.44917915,0.80933713
-4.83541771,4.30488839,0.02014796,0.38054103,0.84309968,0.00000000,0.11224539,2.31677882,1.49798212,0.80021035
-4.82941471,4.28823268,0.02198195,0.37779545,0.83752018,0.00000000,0.10712605,2.31198811,1.55336328,0.79154612
-4.82341171,4.28293122,0.02387567,0.37575494,0.83314934,0.00000000,0.10268722,2.31414535,1.61568984,0.78372787
-4.81740870,4.29035355,0.02581208,0.37456670,0.83029843,0.00000000,0.09896252,2.32395464,1.68512866,0.77707575
-4.81140570,4.31138136,0.02777206,0.37433928,0.82919791,0.00000000,0.09596945,2.34184679,1.76162198,0.77183604
-4.80540270,4.34638048,0.02973493,0.37513867,0.82999008,0.00000000,0.09371094,2.36796576,1.84487040,0.76817396
-4.79939970,4.39519298,0.03167896,0.37698603,0.83272585,0.00000000,0.09217738,2.40216613,1.93432393,0.76617032
-4.79339670,4.45714973,0.03358212,0.37985743,0.83736545,0.00000000,0.09134878,2.44402144,2.02918197,0.76582205
-4.78739370,4.53110249,0.03542277,0.38368522,0.84378306,0.00000000,0.09119725,2.49284297,2.12840225,0.76704657
-4.78139070,4.61547378,0.03718044,0.38836145,0.85177491,0.00000000,0.09168935,2.54770784,2.23071887,0.76968961
-4.77538769,4.70832221,0.03883659,0.39374272,0.86107032,0.00000000,0.09278849,2.60749513,2.33466884,0.77353614
-4.76938469,4.80741978,0.04037525,0.39965662,0.87134496,0.00000000,0.09445704,2.67092808,2.43862639,0.77832366
-4.76338169,4.91033760,0.04178371,0.40590926,0.88223565,0.00000000,0.09665815,2.73662038,2.54084382,0.78375733
-4.75737869,5.01453601,0.04305288,0.41229371,0.89335573,0.00000000,0.09935724,2.80312442,2.63949760,0.78952596
-4.75137569,5.11745496,0.04417773,0.41859888,0.90431036,0.00000000,0.10252295,2.86897920,2.73273799,0.79531820
-4.74537269,5.21660078,0.04515733,0.42461855,0.91471091,0.00000000,0.10612770,2.93275592,2.81874046,0.80083814
-4.73936968,5.30962576,0.04599483,0.43016018,0.92418779,0.00000000,0.11014762,2.99309929,2.89575705,0.80581957
-4.73336668,5.39439745,0.04669720,0.43505310,0.93240126,0.00000000,0.11456210,3.04876312,2.96216582,0.81003835
-4.72736368,5.46905550,0.04727483,0.43915583,0.93904984,0.00000000,0.11935286,3.09863899,3.01651673,0.81332241
-4.72136068,5.53205412,0.04774083,0.44236217,0.94387617,0.00000000,0.12450260,3.14177721,3.05757223,0.81555898
-4.71535768,5.58218972,0.04811040,0.44460599,0.94667028,0.00000000,0.12999345,3.17740003,3.08434132,0.81669893
-4.70935468,5.61861344,0.04839990,0.44586432,0.94727041,0.00000000,0.13580519,3.20490698,3.09610585,0.81675815
-4.70335168,5.64082936,0.04862603,0.44615883,0.94556177,0.00000000,0.14191346,3.22387314,3.09243845,0.81581606
-4.69734867,5.64867978,0.04880489,0.44555553,0.94147352,0.00000000,0.14828801,3.23404121,3.07321133,0.81401138
-4.69134567,5.64231932,0.04895114,0.44416280,0.93497440,0.00000000,0.15489122,3.23530841,3.03859619,0.81153560
-4.68534267,5.62218007,0.04907724,0.44212770,0.92606774,0.00000000,0.16167686,3.22770964,2.98905511,0.80862435
-4.67933967,5.58893011,0.04919284,0.43963074,0.91478598,0.00000000,0.16858939,3.21139828,2.92532323,0.80554717
-4.67333667,5.54342790,0.04930428,0.43687932,0.90118543,0.00000000,0.17556357,3.18662591,2.84838380,0.80259607
-4.66733367,5.48667472,0.04941429,0.43409991,0.88534151,0.00000000,0.18252477,3.15372217,2.75943687,0.80007337
-4.66133067,5.41976749,0.04952193,0.43152942,0.86734474,0.00000000,0.18938973,3.11307590,2.65986278,0.79827906
-4.65532766,5.34385354,0.04962268,0.42940586,0.84729769,0.00000000,0.19606782,3.06511827,2.55118187,0.79749832
-4.64932466,5.26008908,0.04970870,0.42795868,0.82531289,0.00000000,0.20246286,3.01030855,2.43501197,0.79798940
-4.64332166,5.16960236,0.04976929,0.42739919,0.80151179,0.00000000,0.20847522,2.94912274,2.31302514,0.79997224
