energy_ev,total_up,S_s_up,S_p_up,Sb_p_up,Sb_d_up,Ta_p_up,Ta_d_up
-6.00000000,2.29603692,0.01013853,1.64993825,0.05080517,0.00123909,1.12023504,0.91686702
-5.99399700,2.24815629,0.01022154,1.61226030,0.05118091,0.00120260,1.10527222,0.89013418
-5.98799400,2.19109175,0.01024794,1.56790130,0.05151215,0.00116273,1.08760997,0.85949634
-5.98199100,2.12563622,0.01021899,1.51746116,0.05181860,0.00111949,1.06756096,0.82539337
-5.97598799,2.05278499,0.01013751,1.46167886,0.05212564,0.00107299,1.04552488,0.78833135
-5.96998499,1.97370365,0.01000791,1.40140828,0.05246387,0.00102350,1.02197381,0.74886750
-5.96398199,1.88969092,0.00983604,1.33759083,0.05286842,0.00097138,0.99743469,0.70759432
-5.95797899,1.80213803,0.00962908,1.27122604,0.05337811,0.00091709,0.97246963,0.66512343
-5.95197599,1.71248659,0.00939537,1.20334136,0.05403448,0.00086117,0.94765515,0.62206981
-5.94597299,1.62218647,0.00914414,1.13496252,0.05488075,0.00080422,0.92356141,0.57903682
-5.93996998,1.53265566,0.00888535,1.06708554,0.05596063,0.00074686,0.90073224,0.53660257
-5.93396698,1.44524344,0.00862937,1.00065145,0.05731722,0.00068974,0.87966710,0.49530805
-5.92796398,1.36119815,0.00838673,0.93652456,0.05899187,0.00063350,0.86080548,0.45564707
-5.92196098,1.28164053,0.00816788,0.87547497,0.06102301,0.00057875,0.84451454,0.41805848
-5.91595798,1.20754318,0.00798292,0.81816550,0.06344514,0.00052607,0.83108017,0.38292054
-5.90995498,1.13971649,0.00784132,0.76514343,0.06628774,0.00047599,0.82070175,0.35054745
-5.90395198,1.07880091,0.00775174,0.71683675,0.06957440,0.00042898,0.81349056,0.32118794
-5.89794897,1.02526517,0.00772181,0.67355474,0.07332185,0.00038544,0.80947153,0.29502579
-5.89194597,0.97940997,0.00775791,0.63549226,0.07753919,0.00034572,0.80858801,0.27218189
-5.88594297,0.94137624,0.00786504,0.60273727,0.08222719,0.00031010,0.81070900,0.25271773
-5.87993997,0.91115708,0.00804667,0.57528080,0.08737761,0.00027880,0.81563828,0.23663981
-5.87393697,0.88861252,0.00830465,0.55302866,0.09297277,0.00025200,0.82312474,0.22390498
-5.86793397,0.87348602,0.00863910,0.53581413,0.09898518,0.00022982,0.83287346,0.21442603
-5.86193097,0.86542200,0.00904836,0.52341105,0.10537748,0.00021235,0.84455679,0.20807765
-5.85592796,0.86398363,0.00952900,0.51554667,0.11210248,0.00019967,0.85782516,0.20470236
-5.84992496,0.86867028,0.01007582,0.51191386,0.11910365,0.00019183,0.87231723,0.20411624
-5.84392196,0.87893430,0.01068191,0.51218236,0.12631586,0.00018888,0.88766914,0.20611450
-5.83791896,0.89419689,0.01133874,0.51600883,0.13366646,0.00019087,0.90352294,0.21047675
-5.83191596,0.91386301,0.01203629,0.52304582,0.14107686,0.00019785,0.91953405,0.21697194
-5.82591296,0.93733541,0.01276328,0.53294954,0.14846444,0.00020991,0.93537818,0.22536312
-5.81990995,0.96402792,0.01350733,0.54538680,0.15574482,0.00022715,0.95075765,0.23541202
-5.81390695,0.99337825,0.01425529,0.56004115,0.16283450,0.00024967,0.96540767,0.24688353
-5.80790395,1.02486043,0.01499349,0.57661858,0.16965377,0.00027764,0.97910251,0.25955023
-5.80190095,1.05799710,0.01570812,0.59485298,0.17612975,0.00031123,0.99166199,0.27319688
-5.79589795,1.09237168,0.01638557,0.61451154,0.18219945,0.00035062,1.00295831,0.28762509
-5.78989495,1.12764026,0.01701277,0.63540013,0.18781283,0.00039603,1.01292313,0.30265803
-5.78389195,1.16354311,0.01757760,0.65736875,0.19293546,0.00044769,1.02155493,0.31814513
-5.77788894,1.19991534,0.01806920,0.68031684,0.19755092,0.00050585,1.02892613,0.33396664
-5.77188594,1.23669619,0.01847829,0.70419827,0.20166259,0.00057073,1.03518974,0.35003788
-5.76588294,1.27393639,0.01879746,0.72902563,0.20529473,0.00064259,1.04058497,0.36631298
-5.75987994,1.31180277,0.01902137,0.75487339,0.20849287,0.00072163,1.04544106,0.38278776
-5.75387694,1.35057951,0.01914692,0.78187948,0.21132333,0.00080805,1.05017884,0.39950146
-5.74787394,1.39066518,0.01917328,0.81024474,0.21387185,0.00090202,1.05530925,0.41653714
-5.74187094,1.43256522,0.01910197,0.84022982,0.21624135,0.00100365,1.06142836,0.43402034
-5.73586793,1.47687910,0.01893670,0.87214910,0.21854901,0.00111300,1.06920833,0.45211588
-5.72986493,1.52428230,0.01868328,0.90636139,0.22092248,0.00123008,1.07938400,0.47102261
-5.72386193,1.57550288,0.01834935,0.94325726,0.22349564,0.00135480,1.09273513,0.49096607
-5.71785893,1.63129325,0.01794413,0.98324317,0.22640394,0.00148701,1.11006442,0.51218918
-5.71185593,1.69239757,0.01747808,1.02672269,0.22977944,0.00162647,1.13217158,0.53494115
-5.70585293,1.75951608,0.01696256,1.07407530,0.23374589,0.00177281,1.15982446,0.55946483
-5.69984992,1.83326740,0.01640943,1.12563365,0.23841395,0.00192558,1.19372779,0.58598316
-5.69384692,1.91415046,0.01583068,1.18166016,0.24387669,0.00208421,1.23449109,0.61468515
-5.68784392,2.00250778,0.01523807,1.24232403,0.25020566,0.00224803,1.28259680,0.64571208
-5.68184092,2.09849194,0.01464279,1.30768007,0.25744764,0.00241621,1.33837031,0.67914462
-5.67583792,2.20203694,0.01405518,1.37765032,0.26562204,0.00258783,1.40195325,0.71499163
-5.66983492,2.31283633,0.01348446,1.45200986,0.27471930,0.00276185,1.47328163,0.75318132
-5.66383192,2.43032952,0.01293855,1.53037776,0.28470012,0.00293707,1.55207013,0.79355534
-5.65782891,2.55369745,0.01242398,1.61221411,0.29549561,0.00311223,1.63780372,0.83586637
-5.65182591,2.68186851,0.01194578,1.69682367,0.30700841,0.00328593,1.72973748,0.87977953
-5.64582291,2.81353495,0.01150749,1.78336643,0.31911461,0.00345669,1.82690503,0.92487767
-5.63981991,2.94717963,0.01111125,1.87087505,0.33166656,0.00362294,1.92813593,0.97067069
-5.63381691,3.08111246,0.01075788,1.95827861,0.34449622,0.00378306,2.03208143,1.01660842
-5.62781391,3.21351518,0.01044709,2.04443193,0.35741928,0.00393539,2.13724817,1.06209662
-5.62181091,3.34249289,0.01017762,2.12814933,0.37023956,0.00407828,2.24203832,1.10651557
-5.61580790,3.46613016,0.00994752,2.20824123,0.38275385,0.00421009,2.34479498,1.14924021
-5.60980490,3.58254947,0.00975437,2.28355218,0.39475678,0.00432925,2.44385076,1.18966103
-5.60380190,3.68996921,0.00959556,2.35299833,0.40604580,0.00443427,2.53757775,1.22720470
-5.59779890,3.78675894,0.00946854,2.41560272,0.41642596,0.00452380,2.62443652,1.26135337
-5.59179590,3.87148920,0.00937108,2.47052667,0.42571448,0.00459667,2.70302227,1.29166172
-5.58579290,3.94297387,0.00930148,2.51709570,0.43374485,0.00465191,2.77210598,1.31777099
-5.57978989,4.00030307,0.00925880,2.55481886,0.44037046,0.00468877,2.83066889,1.33941926
-5.57378689,4.04286539,0.00924300,2.58340051,0.44546773,0.00470679,2.87792884,1.35644749
-5.56778389,4.07035852,0.00925508,2.60274410,0.44893841,0.00470578,2.91335747,1.36880111
-5.56178089,4.08278809,0.00929715,2.61294783,0.45071143,0.00468584,2.93668772,1.37652721
-5.55577789,4.08045511,0.00937245,2.61429271,0.45074383,0.00464739,2.94791153,1.37976748
-5.54977489,4.06393283,0.00948530,2.60722348,0.44902111,0.00459111,2.94726808,1.37874739
-5.54377189,4.03403448,0.00964104,2.59232374,0.44555693,0.00451801,2.93522352,1.37376225
-5.53776888,3.99177365,0.00984581,2.57028656,0.44039205,0.00442933,2.91244326,1.36516095
-5.53176588,3.93831937,0.01010639,2.54188204,0.43359282,0.00432655,2.87975842,1.35332825
-5.52576288,3.87494811,0.01042988,2.50792360,0.42524911,0.00421134,2.83812821,1.33866657
-5.51975988,3.80299501,0.01082341,2.46923453,0.41547175,0.00408551,2.78859997,1.32157817
-5.51375688,3.72380647,0.01129373,2.42661648,0.40438970,0.00395097,2.73226885,1.30244861
-5.50775388,3.63869605,0.01184686,2.38082115,0.39214681,0.00380971,2.67023884,1.28163225
-5.50175088,3.54890552,0.01248763,2.33252647,0.37889851,0.00366367,2.60358673,1.25944035
-5.49574787,3.45557215,0.01321930,2.28231811,0.36480822,0.00351477,2.53333050,1.23613235
-5.48974487,3.35970349,0.01404311,2.23067679,0.35004386,0.00336482,2.46040293,1.21191041
-5.48374187,3.26215993,0.01495799,2.17797174,0.33477426,0.00321550,2.38563147,1.18691742
-5.47773887,3.16364528,0.01596018,2.12446026,0.31916578,0.00306831,2.30972452,1.16123838
-5.47173587,3.06470511,0.01704303,2.07029283,0.30337900,0.00292453,2.23326430,1.13490473
-5.46573287,2.96573226,0.01819685,2.01552328,0.28756579,0.00278525,2.15670597,1.10790147
-5.45972986,2.86697864,0.01940891,1.96012317,0.27186661,0.00265128,2.08038255,1.08017625
-5.45372686,2.76857218,0.02066347,1.90399934,0.25640829,0.00252323,2.00451476,1.05165006
-5.44772386,2.67053791,0.02194205,1.84701347,0.24130216,0.00240144,1.92922499,1.02222880
-5.44172086,2.57282153,0.02322375,1.78900273,0.22664280,0.00228607,1.85455427,0.99181499
-5.43571786,2.47531450,0.02448572,1.72980026,0.21250725,0.00217703,1.78048112,0.96031917
-5.42971486,2.37787911,0.02570373,1.66925450,0.19895475,0.00207408,1.70694130,0.92767026
-5.42371186,2.28037255,0.02685287,1.60724651,0.18602708,0.00197684,1.63384736,0.89382451
-5.41770885,2.18266881,0.02790824,1.54370456,0.17374939,0.00188479,1.56110705,0.85877261
-5.41170585,2.08467774,0.02884578,1.47861542,0.16213147,0.00179734,1.48863992,0.82254472
-5.40570285,1.98636040,0.02964302,1.41203198,0.15116949,0.00171386,1.41639126,0.78521328
-5.39969985,1.88774053,0.03027986,1.34407715,0.14084796,0.00163371,1.34434321,0.74689356
-5.39369685,1.78891174,0.03073923,1.27494405,0.13114199,0.00155626,1.27252256,0.70774213
-5.38769385,1.69004053,0.03100774,1.20489266,0.12201965,0.00148092,1.20100524,0.66795332
-5.38169085,1.59136524,0.03107614,1.13424347,0.11344433,0.00140719,1.12991761,0.62775409
-5.37568784,1.49319150,0.03093963,1.06336860,0.10537701,0.00133464,1.05943479,0.58739764
-5.36968484,1.39588443,0.03059806,0.99268086,0.09777834,0.00126296,0.98977631,0.54715604
-5.36368184,1.29985846,0.03005591,0.92262170,0.09061053,0.00119193,0.92119973,0.50731249
-5.35767884,1.20556539,0.02932216,0.85364850,0.08383883,0.00112145,0.85399256,0.46815346
-5.35167584,1.11348131,0.02840993,0.78622188,0.07743273,0.00105152,0.78846317,0.42996117
-5.34567284,1.02409343,0.02733603,0.72079385,0.07136677,0.00098223,0.72493129,0.39300672
-5.33966983,0.93788711,0.02612036,0.65779704,0.06562100,0.00091378,0.66371855,0.35754425
-5.33366683,0.85533411,0.02478528,0.59763564,0.06018110,0.00084643,0.60513963,0.32380618
-5.32766383,0.77688230,0.02335484,0.54067832,0.05503825,0.00078048,0.54949435,0.29199981
-5.32166083,0.70294746,0.02185405,0.48725328,0.05018871,0.00071630,0.49706121,0.26230529
-5.31565783,0.63390727,0.02030812,0.43764554,0.04563327,0.00065424,0.44809242,0.23487498
-5.30965483,0.57009779,0.01874180,0.39209638,0.04137660,0.00059471,0.40281060,0.20983407
-5.30365183,0.51181230,0.01717871,0.35080494,0.03742655,0.00053806,0.36140731,0.18728240
-5.29764882,0.45930251,0.01564083,0.31393142,0.03379344,0.00048466,0.32404312,0.16729724
-5.29164582,0.41278175,0.01414806,0.28160193,0.03048942,0.00043484,0.29084925,0.14993685
-5.28564282,0.37242989,0.01271791,0.25391436,0.02752795,0.00038887,0.26193046,0.13524456
-5.27963982,0.33839959,0.01136526,0.23094499,0.02492334,0.00034703,0.23736890,0.12325313
-5.27363682,0.31082323,0.01010233,0.21275542,0.02269042,0.00030951,0.21722869,0.11398916
-5.26763382,0.28982017,0.00893866,0.19939932,0.02084435,0.00027651,0.20156077,0.10747723
-5.26163082,0.27550375,0.00788123,0.19092877,0.01940040,0.00024817,0.19040774,0.10374369
-5.25562781,0.26798751,0.00693464,0.18739966,0.01837397,0.00022461,0.18380836,0.10281969
-5.24962481,0.26739007,0.00610133,0.18887594,0.01778039,0.00020593,0.18180137,0.10474356
-5.24362181,0.27383841,0.00538187,0.19543240,0.01763495,0.00019222,0.18442834,0.10956209
-5.23761881,0.28746905,0.00477522,0.20715586,0.01795264,0.00018354,0.19173541,0.11733083
-5.23161581,0.30842690,0.00427905,0.22414447,0.01874797,0.00017998,0.20377360,0.12811334
-5.22561281,0.33686168,0.00388999,0.24650517,0.02003455,0.00018160,0.22059767,0.14197913
-5.21960980,0.37292166,0.00360386,0.27434926,0.02182462,0.00018850,0.24226345,0.15900063
-5.21360680,0.41674507,0.00341590,0.30778611,0.02412841,0.00020076,0.26882366,0.17924899
-5.20760380,0.46844906,0.00332090,0.34691516,0.02695332,0.00021846,0.30032219,0.20278886
-5.20160080,0.52811670,0.00331337,0.39181644,0.03030310,0.00024172,0.33678710,0.22967242
-5.19559780,0.59578239,0.00338755,0.44253979,0.03417684,0.00027062,0.37822255,0.25993257
-5.18959480,0.67141618,0.00353751,0.49909326,0.03856805,0.00030527,0.42459973,0.29357577
-5.18359180,0.75490770,0.00375712,0.56143099,0.04346371,0.00034575,0.47584742,0.33057459
-5.17758879,0.84605041,0.00404006,0.62944112,0.04884346,0.00039213,0.53184233,0.37086035
-5.17158579,0.94452696,0.00437977,0.70293416,0.05467899,0.00044445,0.59239975,0.41431617
-5.16558279,1.04989652,0.00476942,0.78163257,0.06093363,0.00050274,0.65726500,0.46077074
-5.15957979,1.16158487,0.00520190,0.86516197,0.06756235,0.00056698,0.72610618,0.50999314
-5.15357679,1.27887812,0.00566981,0.95304458,0.07451202,0.00063711,0.79850872,0.56168922
-5.14757379,1.40092078,0.00616541,1.04469565,0.08172223,0.00071306,0.87397214,0.61549964
-5.14157079,1.52671871,0.00668073,1.13942304,0.08912637,0.00079470,0.95190970,0.67100009
-5.13556778,1.65514754,0.00720757,1.23643072,0.09665332,0.00088187,1.03165095,0.72770379
-5.12956478,1.78496660,0.00773765,1.33482621,0.10422940,0.00097438,1.11244790,0.78506647
-5.12356178,1.91483850,0.00826265,1.43363222,0.11178074,0.00107202,1.19348452,0.84249397
-5.11755878,2.04335402,0.00877445,1.53180240,0.11923585,0.00117455,1.27388986,0.89935231
-5.11155578,2.16906169,0.00926521,1.62824092,0.12652837,0.00128176,1.35275449,0.95498012
-5.10555278,2.29050129,0.00972763,1.72182545,0.13359982,0.00139340,1.42914991,1.00870314
-5.09954977,2.40624013,0.01015506,1.81143296,0.14040225,0.00150928,1.50215034,1.05985033
