energy_ev,total_up,C_s_up,C_p_up,Hg_p_up,Hg_d_up,Sc_p_up,Sc_d_up,Te_p_up,Te_d_up
-5.69384692,2.17259803,0.02057921,0.32526018,1.90106410,0.24126846,0.70867926,0.19814989,1.05436715,0.00000000
-5.68784392,2.15985791,0.01995679,0.32491799,1.89337801,0.23769845,0.69970859,0.19717902,1.04924563,0.00000000
-5.68184092,2.13839655,0.01927294,0.32327921,1.87794659,0.23311153,0.68761513,0.19541405,1.03991219,0.00000000
-5.67583792,2.10867132,0.01853291,0.32039365,1.85513564,0.22759448,0.67265494,0.19289460,1.02656679,0.00000000
-5.66983492,2.07122112,0.01774384,0.31632079,1.82537942,0.22124485,0.65511394,0.18966767,1.00944963,0.00000000
-5.66383192,2.02664345,0.01691425,0.31112729,1.78916227,0.21416733,0.63529767,0.18578564,0.98883034,0.00000000
-5.65782891,1.97557391,0.01605347,0.30488484,1.74700220,0.20647035,0.61352182,0.18130443,0.96499841,0.00000000
-5.65182591,1.91866871,0.01517119,0.29766846,1.69943684,0.19826306,0.59010367,0.17628203,0.93825504,0.00000000
-5.64582291,1.85659083,0.01427704,0.28955527,1.64701243,0.18965275,0.56535489,0.17077733,0.90890674,0.00000000
-5.63981991,1.78999997,0.01338025,0.28062376,1.59027573,0.18074282,0.53957574,0.16484927,0.87726066,0.00000000
-5.63381691,1.71954605,0.01248938,0.27095344,1.52976881,0.17163127,0.51305086,0.15855638,0.84362161,0.00000000
-5.62781391,1.64586586,0.01161213,0.26062481,1.46602630,0.16240977,0.48604639,0.15195653,0.80829058,0.00000000
-5.62181091,1.56958231,0.01075521,0.24971963,1.39957465,0.15316315,0.45880865,0.14510692,0.77156437,0.00000000
-5.61580790,1.49130541,0.00992431,0.23832125,1.33093264,0.14396935,0.43156369,0.13806425,0.73373600,0.00000000
-5.60980490,1.41163422,0.00912405,0.22651489,1.26061252,0.13489967,0.40451794,0.13088490,0.69509554,0.00000000
-5.60380190,1.33115891,0.00835807,0.21438786,1.18912117,0.12601924,0.37785934,0.12362511,0.65593087,0.00000000
-5.59779890,1.25046228,0.00762905,0.20202952,1.11696063,0.11738759,0.35175885,0.11634112,0.61652819,0.00000000
-5.59179590,1.17012012,0.00693884,0.18953098,1.04462759,0.10905930,0.32637203,0.10908913,0.57717190,0.00000000
-5.58579290,1.09070006,0.00628856,0.17698447,0.97261161,0.10108452,0.30184054,0.10192514,0.53814366,0.00000000
-5.57978989,1.01275870,0.00567870,0.16448239,0.90139193,0.09350943,0.27829335,0.09490457,0.49972072,0.00000000
-5.57378689,0.93683700,0.00510921,0.15211617,0.83143294,0.08637652,0.25584750,0.08808173,0.46217331,0.00000000
-5.56778389,0.86345417,0.00457963,0.13997474,0.76317852,0.07972470,0.23460854,0.08150915,0.42576140,0.00000000
-5.56178089,0.79310036,0.00408918,0.12814307,0.69704569,0.07358923,0.21467049,0.07523671,0.39073090,0.00000000
-5.55577789,0.72622862,0.00363680,0.11670049,0.63341781,0.06800144,0.19611539,0.06931078,0.35730953,0.00000000
-5.54977489,0.66324660,0.00322121,0.10571916,0.57263794,0.06298834,0.17901261,0.06377326,0.32570268,0.00000000
-5.54377189,0.60450847,0.00284102,0.09526267,0.51500280,0.05857213,0.16341794,0.05866070,0.29608940,0.00000000
-5.53776888,0.55030774,0.00249467,0.08538484,0.46075761,0.05476961,0.14937253,0.05400343,0.26861890,0.00000000
-5.53176588,0.50087113,0.00218056,0.07612881,0.41009237,0.05159158,0.13690199,0.04982488,0.24340765,0.00000000
-5.52576288,0.45635402,0.00189699,0.06752650,0.36313957,0.04904228,0.12601546,0.04614093,0.22053732,0.00000000
-5.51975988,0.41683772,0.00164223,0.05959839,0.31997370,0.04711884,0.11670498,0.04295962,0.20005352,0.00000000
-5.51375688,0.38232853,0.00141448,0.05235370,0.28061232,0.04581090,0.10894515,0.04028088,0.18196565,0.00000000
-5.50775388,0.35275882,0.00121196,0.04579083,0.24501895,0.04510030,0.10269302,0.03809658,0.16624755,0.00000000
-5.50175088,0.32798987,0.00103286,0.03989816,0.21310720,0.04496094,0.09788845,0.03639072,0.15283912,0.00000000
-5.49574787,0.30781647,0.00087536,0.03465513,0.18474626,0.04535885,0.09445474,0.03513988,0.14164871,0.00000000
-5.48974487,0.29197298,0.00073767,0.03003338,0.15976723,0.04625238,0.09229966,0.03431379,0.13255622,0.00000000
-5.48374187,0.28014065,0.00061803,0.02599819,0.13797011,0.04759265,0.09131682,0.03387609,0.12541676,0.00000000
-5.47773887,0.27195593,0.00051473,0.02250981,0.11913103,0.04932416,0.09138733,0.03378525,0.12006467,0.00000000
-5.47173587,0.26701952,0.00042610,0.01952493,0.10300950,0.05138555,0.09238175,0.03399556,0.11631789,0.00000000
-5.46573287,0.26490585,0.00035056,0.01699805,0.08935548,0.05371068,0.09416228,0.03445822,0.11398246,0.00000000
-5.45972986,0.26517286,0.00028661,0.01488273,0.07791583,0.05622967,0.09658517,0.03512254,0.11285706,0.00000000
-5.45372686,0.26737178,0.00023284,0.01313278,0.06844028,0.05887029,0.09950324,0.03593711,0.11273748,0.00000000
-5.44772386,0.27105668,0.00018794,0.01170328,0.06068657,0.06155931,0.10276854,0.03685103,0.11342096,0.00000000
-5.44172086,0.27579380,0.00015071,0.01055143,0.05442478,0.06422405,0.10623512,0.03781506,0.11471032,0.00000000
-5.43571786,0.28117029,0.00012006,0.00963726,0.04944091,0.06679389,0.10976171,0.03878284,0.11641786,0.00000000
-5.42971486,0.28680234,0.00009501,0.00892420,0.04553957,0.06920187,0.11321447,0.03971189,0.11836882,0.00000000
-5.42371186,0.29234260,0.00007468,0.00837947,0.04254601,0.07138617,0.11646952,0.04056467,0.12040466,0.00000000
-5.41770885,0.29748665,0.00005831,0.00797436,0.04030738,0.07329160,0.11941543,0.04130940,0.12238574,0.00000000
-5.41170585,0.30197850,0.00004521,0.00768438,0.03869343,0.07487088,0.12195534,0.04192085,0.12419376,0.00000000
-5.40570285,0.30561500,0.00003482,0.00748932,0.03759666,0.07608580,0.12400893,0.04238089,0.12573357,0.00000000
-5.39969985,0.30824903,0.00002663,0.00737320,0.03693203,0.07690812,0.12551390,0.04267890,0.12693451,0.00000000
-5.39369685,0.30979136,0.00002023,0.00732415,0.03663625,0.07732025,0.12642712,0.04281199,0.12775127,0.00000000
-5.38769385,0.31021117,0.00001526,0.00733426,0.03666672,0.07731561,0.12672532,0.04278505,0.12816410,0.00000000
-5.38169085,0.30953515,0.00001143,0.00739930,0.03700025,0.07689876,0.12640518,0.04261048,0.12817841,0.00000000
-5.37568784,0.30784509,0.00000850,0.00751842,0.03763140,0.07608511,0.12548302,0.04230791,0.12782385,0.00000000
-5.36968484,0.30527409,0.00000628,0.00769383,0.03857061,0.07490036,0.12399387,0.04190346,0.12715264,0.00000000
-5.36368184,0.30200130,0.00000460,0.00793037,0.03984214,0.07337968,0.12199005,0.04142905,0.12623739,0.00000000
-5.35767884,0.29824530,0.00000335,0.00823510,0.04148168,0.07156653,0.11953922,0.04092135,0.12516827,0.00000000
-5.35167584,0.29425636,0.00000242,0.00861676,0.04353377,0.06951130,0.11672202,0.04042063,0.12404965,0.00000000
-5.34567284,0.29030749,0.00000174,0.00908527,0.04604902,0.06726967,0.11362924,0.03996945,0.12299630,0.00000000
-5.33966983,0.28668475,0.00000124,0.00965115,0.04908110,0.06490086,0.11035878,0.03961130,0.12212905,0.00000000
-5.33366683,0.28367687,0.00000088,0.01032489,0.05268357,0.06246581,0.10701233,0.03938902,0.12157034,0.00000000
-5.32766383,0.28156453,0.00000062,0.01111635,0.05690659,0.06002520,0.10369187,0.03934335,0.12143939,0.00000000
-5.32166083,0.28060964,0.00000043,0.01203408,0.06179359,0.05763764,0.10049631,0.03951136,0.12184747,0.00000000
-5.31565783,0.28104482,0.00000030,0.01308470,0.06737792,0.05535784,0.09751808,0.03992496,0.12289315,0.00000000
-5.30965483,0.28306361,0.00000021,0.01427231,0.07367973,0.05323493,0.09484004,0.04060955,0.12465789,0.00000000
-5.30365183,0.28681162,0.00000014,0.01559788,0.08070297,0.05131104,0.09253265,0.04158279,0.12720196,0.00000000
-5.29764882,0.29237895,0.00000010,0.01705878,0.08843284,0.04962006,0.09065159,0.04285352,0.13056102,0.00000000
-5.29164582,0.29979437,0.00000006,0.01864839,0.09683374,0.04818668,0.08923591,0.04442102,0.13474333,0.00000000
-5.28564282,0.30902128,0.00000004,0.02035578,0.10584775,0.04702583,0.08830667,0.04627447,0.13972790,0.00000000
-5.27963982,0.31995594,0.00000003,0.02216562,0.11539395,0.04614235,0.08786631,0.04839276,0.14546357,0.00000000
-5.27363682,0.33242794,0.00000002,0.02405816,0.12536852,0.04553103,0.08789860,0.05074466,0.15186913,0.00000000
-5.26763382,0.34620308,0.00000001,0.02600945,0.13564572,0.04517707,0.08836931,0.05328931,0.15883456,0.00000000
-5.26163082,0.36098870,0.00000001,0.02799170,0.14607985,0.04505673,0.08922745,0.05597709,0.16622342,0.00000000
-5.25562781,0.37644123,0.00000001,0.02997381,0.15650808,0.04513839,0.09040715,0.05875088,0.17387620,0.00000000
-5.24962481,0.39217587,0.00000000,0.03192211,0.16675418,0.04538378,0.09183011,0.06154750,0.18161475,0.00000000
-5.24362181,0.40777808,0.00000000,0.03380120,0.17663302,0.04574951,0.09340836,0.06429960,0.18924748,0.00000000
-5.23761881,0.42281639,0.00000000,0.03557495,0.18595566,0.04618866,0.09504754,0.06693761,0.19657527,0.00000000
-5.23161581,0.43685624,0.00000000,0.03720756,0.19453494,0.04665250,0.09665018,0.06939193,0.20339776,0.00000000
-5.22561281,0.44947412,0.00000000,0.03866463,0.20219122,0.04709227,0.09811923,0.07159511,0.20951995,0.00000000
-5.21960980,0.46027159,0.00000000,0.03991434,0.20875818,0.04746088,0.09936147,0.07348404,0.21475858,0.00000000
-5.21360680,0.46888860,0.00000000,0.04092841,0.21408827,0.04771448,0.10029067,0.07500204,0.21894832,0.00000000
-5.20760380,0.47501537,0.00000000,0.04168314,0.21805773,0.04781396,0.10083052,0.07610066,0.22194728,0.00000000
-5.20160080,0.47840263,0.00000000,0.04216017,0.22057083,0.04772610,0.10091711,0.07674132,0.22364176,0.00000000
-5.19559780,0.47886955,0.00000000,0.04234710,0.22156311,0.04742459,0.10050085,0.07689651,0.22394987,0.00000000
-5.18959480,0.47630909,0.00000000,0.04223797,0.22100363,0.04689066,0.09954783,0.07655058,0.22282409,0.00000000
-5.18359180,0.47069066,0.00000000,0.04183340,0.21889594,0.04611347,0.09804055,0.07570017,0.22025243,0.00000000
-5.17758879,0.46205990,0.00000000,0.04114055,0.21527783,0.04509017,0.09597804,0.07435413,0.21625839,0.00000000
-5.17158579,0.45053567,0.00000000,0.04017286,0.21021987,0.04382561,0.09337528,0.07253301,0.21089949,0.00000000
-5.16558279,0.43630454,0.00000000,0.03894952,0.20382276,0.04233188,0.09026212,0.07026814,0.20426475,0.00000000
-5.15957979,0.41961289,0.00000000,0.03749480,0.19621368,0.04062748,0.08668167,0.06760041,0.19647098,0.00000000
-5.15357679,0.40075727,0.00000000,0.03583717,0.18754185,0.03873643,0.08268829,0.06457863,0.18765828,0.00000000
-5.14757379,0.38007325,0.00000000,0.03400836,0.17797339,0.03668710,0.07834523,0.06125781,0.17798486,0.00000000
-5.14157079,0.35792357,0.00000000,0.03204225,0.16768587,0.03451104,0.07372215,0.05769721,0.16762147,0.00000000
-5.13556778,0.33468584,0.00000000,0.02997387,0.15686269,0.03224177,0.06889254,0.05395838,0.15674569,0.00000000
-5.12956478,0.31074057,0.00000000,0.02783832,0.14568756,0.02991351,0.06393110,0.05010323,0.14553634,0.00000000
-5.12356178,0.28645985,0.00000000,0.02566976,0.13433939,0.02756012,0.05891146,0.04619223,0.13416820,0.00000000
-5.11755878,0.26219722,0.00000000,0.02350054,0.12298757,0.02521398,0.05390389,0.04228277,0.12280724,0.00000000
-5.11155578,0.23827896,0.00000000,0.02136046,0.11178807,0.02290518,0.04897354,0.03842779,0.11160663,0.00000000
-5.10555278,0.21499708,0.00000000,0.01927614,0.10088026,0.02066074,0.04417889,0.03467461,0.10070340,0.00000000
-5.09954977,0.19260423,0.00000000,0.01727058,0.09038459,0.01850411,0.03957062,0.03106419,0.09021610,0.00000000
-5.09354677,0.17131038,0.00000000,0.01536291,0.08040115,0.01645483,0.03519093,0.02763054,0.08024330,0.00000000
-5.08754377,0.15128145,0.00000000,0.01356825,0.07100911,0.01452830,0.03107317,0.02440053,0.07086286,0.00000000
-5.08154077,0.13263954,0.00000000,0.01189776,0.06226691,0.01273585,0.02724188,0.02139393,0.06213215,0.00000000
-5.07553777,0.11546471,0.00000000,0.01035880,0.05421317,0.01108482,0.02371308,0.01862372,0.05408884,0.00000000
-5.06953477,0.09979796,0.00000000,0.00895526,0.04686818,0.00957888,0.02049492,0.01609651,0.04675232,0.00000000
-5.06353177,0.08564524,0.00000000,0.00768787,0.04023585,0.00821834,0.01758841,0.01381328,0.04012563,0.00000000
-5.05752876,0.07298212,0.00000000,0.00655468,0.03430600,0.00700061,0.01498843,0.01177007,0.03419759,0.00000000
-5.05152576,0.06175889,0.00000000,0.00555150,0.02905685,0.00592067,0.01268472,0.00995881,0.02894530,0.00000000
-5.04552276,0.05190580,0.00000000,0.00467243,0.02445757,0.00497155,0.01066297,0.00836816,0.02433654,0.00000000
-5.03951976,0.04333829,0.00000000,0.00391033,0.02047090,0.00414481,0.00890591,0.00698439,0.02033231,0.00000000
-5.03351676,0.03596193,0.00000000,0.00325728,0.01705554,0.00343099,0.00739427,0.00579211,0.01688914,0.00000000
-5.02751376,0.02967696,0.00000000,0.00270504,0.01416856,0.00282003,0.00610779,0.00477505,0.01396128,0.00000000
-5.02151076,0.02438241,0.00000000,0.00224542,0.01176739,0.00230164,0.00502601,0.00391667,0.01150266,0.00000000
-5.01550775,0.01997960,0.00000000,0.00187069,0.00981178,0.00186562,0.00412903,0.00320075,0.00946859,0.00000000
-5.00950475,0.01637509,0.00000000,0.00157381,0.00826536,0.00150209,0.00339813,0.00261183,0.00781721,0.00000000
-5.00350175,0.01348307,0.00000000,0.00134876,0.00709702,0.00120169,0.00281625,0.00213561,0.00651066,0.00000000
-4.99749875,0.01122719,0.00000000,0.00119070,0.00628205,0.00095576,0.00236842,0.00175919,0.00551599,0.00000000
-4.99149575,0.00954186,0.00000000,0.00109619,0.00580304,0.00075640,0.00204201,0.00147131,0.00480589,0.00000000
-4.98549275,0.00837319,0.00000000,0.00106327,0.00565053,0.00059651,0.00182693,0.00126247,0.00435912,0.00000000
-4.97948974,0.00767941,0.00000000,0.00109156,0.00582351,0.00046985,0.00171578,0.00112497,0.00416087,0.00000000
-4.97348674,0.00743103,0.00000001,0.00118233,0.00632969,0.00037100,0.00170386,0.00105295,0.00420277,0.00000000
-4.96748374,0.00761064,0.00000001,0.00133850,0.00718554,0.00029531,0.00178912,0.00104234,0.00448295,0.00000000
-4.96148074,0.00821249,0.00000002,0.00156459,0.00841620,0.00023888,0.00197212,0.00109078,0.00500578,0.00000000
-4.95547774,0.00924176,0.00000002,0.00186670,0.01005506,0.00019847,0.00225587,0.00119753,0.00578155,0.00000000
-4.94947474,0.01071363,0.00000004,0.00225236,0.01214319,0.00017147,0.00264560,0.00136329,0.00682600,0.00000000
-4.94347174,0.01265215,0.00000006,0.00273034,0.01472842,0.00015577,0.00314850,0.00159006,0.00815966,0.00000000
-4.93746873,0.01508876,0.00000009,0.00331049,0.01786422,0.00014974,0.00377343,0.00188094,0.00980709,0.00000000
-4.93146573,0.01806076,0.00000014,0.00400344,0.02160814,0.00015215,0.00453052,0.00223988,0.01179593,0.00000000
-4.92546273,0.02160936,0.00000020,0.00482022,0.02602005,0.00016207,0.00543072,0.00267148,0.01415577,0.00000000
-4.91945973,0.02577765,0.00000031,0.00577194,0.03115996,0.00017887,0.00648527,0.00318063,0.01691686,0.00000000
-4.91345673,0.03060827,0.00000045,0.00686925,0.03708561,0.00020210,0.00770518,0.00377231,0.02010876,0.00000000
-4.90745373,0.03614096,0.00000067,0.00812190,0.04384973,0.00023152,0.00910062,0.00445119,0.02375869,0.00000000
-4.90145073,0.04240996,0.00000099,0.00953819,0.05149715,0.00026696,0.01068020,0.00522134,0.02788997,0.00000000
-4.89544772,0.04944142,0.00000144,0.01112436,0.06006173,0.00030840,0.01245039,0.00608592,0.03252026,0.00000000
-4.88944472,0.05725075,0.00000208,0.01288409,0.06956338,0.00035583,0.01441482,0.00704681,0.03765996,0.00000000
-4.88344172,0.06584028,0.00000299,0.01481793,0.08000514,0.00040934,0.01657366,0.00810436,0.04331056,0.00000000
-4.87743872,0.07519709,0.00000426,0.01692283,0.09137063,0.00046903,0.01892306,0.00925712,0.04946330,0.00000000
-4.87143572,0.08529136,0.00000604,0.01919175,0.10362195,0.00053506,0.02145473,0.01050164,0.05609805,0.00000000
-4.86543272,0.09607528,0.00000849,0.02161339,0.11669818,0.00060764,0.02415560,0.01183238,0.06318252,0.00000000
-4.85942971,0.10748269,0.00001187,0.02417204,0.13051482,0.00068709,0.02700772,0.01324163,0.07067203,0.00000000
-4.85342671,0.11942961,0.00001646,0.02684772,0.14496407,0.00077387,0.02998831,0.01471971,0.07850975,0.00000000
-4.84742371,0.13181569,0.00002269,0.02961636,0.15991628,0.00086864,0.03307016,0.01625507,0.08662762,0.00000000
-4.84142071,0.14452674,0.00003105,0.03245030,0.17522259,0.00097237,0.03622212,0.01783474,0.09494790,0.00000000
-4.83541771,0.15743831,0.00004220,0.03531904,0.19071870,0.00108640,0.03941005,0.01944480,0.10338538,0.00000000
-4.82941471,0.17042035,0.00005697,0.03819010,0.20622986,0.00121261,0.04259789,0.02107099,0.11185034,0.00000000
-4.82341171,0.18334271,0.00007638,0.04103015,0.22157686,0.00135352,0.04574905,0.02269951,0.12025204,0.00000000
-4.81740870,0.19608158,0.00010169,0.04380629,0.23658298,0.00151248,0.04882799,0.02431788,0.12850275,0.00000000
-4.81140570,0.20852646,0.00013448,0.04648745,0.25108146,0.00169385,0.05180200,0.02591591,0.13652216,0.00000000
-4.80540270,0.22058749,0.00017664,0.04904581,0.26492343,0.00190314,0.05464302,0.02748668,0.14424204,0.00000000
-4.79939970,0.23220279,0.00023045,0.05145827,0.27798568,0.00214724,0.05732960,0.02902759,0.15161082,0.00000000
-4.79339670,0.24334548,0.00029862,0.05370784,0.29017810,0.00243462,0.05984872,0.03054132,0.15859808,0.00000000
-4.78739370,0.25403008,0.00038435,0.05578482,0.30145029,0.00277546,0.06219747,0.03203675,0.16519850,0.00000000
-4.78139070,0.26431772,0.00049137,0.05768784,0.31179690,0.00318181,0.06438463,0.03352968,0.17143518,0.00000000
-4.77538769,0.27432007,0.00062401,0.05942453,0.32126140,0.00366775,0.06643176,0.03504347,0.17736207,0.00000000
-4.76938469,0.28420138,0.00078718,0.06101189,0.32993795,0.00424941,0.06837403,0.03660934,0.18306522,0.00000000
-4.76338169,0.29417866,0.00098642,0.06247624,0.33797111,0.00494497,0.07026048,0.03826644,0.18866288,0.00000000
-4.75737869,0.30451947,0.00122792,0.06385277,0.34555318,0.00577463,0.07215383,0.04006166,0.19430411,0.00000000
-4.75137569,0.31553745,0.00151847,0.06518461,0.35291923,0.00676037,0.07412968,0.04204904,0.20016599,0.00000000
-4.74537269,0.32758551,0.00186545,0.06652155,0.36033979,0.00792575,0.07627508,0.04428894,0.20644934,0.00000000
-4.73936968,0.34104662,0.00227673,0.06791825,0.36811139,0.00929545,0.07868661,0.04684676,0.21337311,0.00000000
-4.73336668,0.35632261,0.00276058,0.06943227,0.37654530,0.01089479,0.08146779,0.04979149,0.22116744,0.00000000
-4.72736368,0.37382110,0.00332553,0.07112168,0.38595478,0.01274910,0.08472604,0.05319390,0.23006570,0.00000000
-4.72136068,0.39394101,0.00398021,0.07304261,0.39664136,0.01488293,0.08856916,0.05712455,0.24029574,0.00000000
-4.71535768,0.41705721,0.00473311,0.07524665,0.40888076,0.01731920,0.09310152,0.06165166,0.25207063,0.00000000
-4.70935468,0.44350471,0.00559235,0.07777834,0.42290895,0.02007825,0.09841997,0.06683888,0.26557923,0.00000000
-4.70335168,0.47356320,0.00656541,0.08067272,0.43890902,0.02317681,0.10460968,0.07274308,0.28097710,0.00000000
-4.69734867,0.50744242,0.00765882,0.08395325,0.45699953,0.02662694,0.11174007,0.07941226,0.29837792,0.00000000
-4.69134567,0.54526912,0.00887786,0.08762998,0.47722477,0.03043499,0.11986095,0.08688367,0.31784608,0.00000000
-4.68534267,0.58707626,0.01022623,0.09169823,0.49954759,0.03460065,0.12899904,0.09518220,0.33939054,0.00000000
-4.67933967,0.63279488,0.01170573,0.09613780,0.52384512,0.03911606,0.13915512,0.10431915,0.36296054,0.00000000
-4.67333667,0.68224942,0.01331599,0.10091270,0.54990772,0.04396513,0.15030184,0.11429148,0.38844329,0.00000000
-4.66733367,0.73515663,0.01505424,0.10597152,0.57744133,0.04912305,0.16238247,0.12508156,0.41566388,0.00000000
-4.66133067,0.79112855,0.01691507,0.11124846,0.60607328,0.05455612,0.17531064,0.13665744,0.44438763,0.00000000
-4.65532766,0.84967955,0.01889039,0.11666483,0.63536135,0.06022185,0.18897122,0.14897373,0.47432470,0.00000000
-4.64932466,0.91023750,0.02096935,0.12213122,0.66480600,0.06606946,0.20322237,0.16197295,0.50513727,0.00000000
-4.64332166,0.97215882,0.02313846,0.12755005,0.69386522,0.07204072,0.21789883,0.17558755,0.53644864,0.00000000
