energy_ev,total_up,Pb_p_up,Pb_d_up,Re_p_up,Re_d_up,S_s_up,S_p_up
-5.87393697,1.25573832,0.52514183,0.00412514,0.32130832,0.76456586,0.00284901,0.04372476
-5.86793397,1.33002871,0.55692228,0.00432453,0.34104570,0.80875601,0.00291857,0.04928556
-5.86193097,1.40695127,0.58985818,0.00452367,0.36160420,0.85448072,0.00297870,0.05537155
-5.85592796,1.48626161,0.62382456,0.00472202,0.38291001,0.90161464,0.00302939,0.06195989
-5.84992496,1.56760823,0.65865193,0.00491886,0.40486012,0.94996687,0.00307071,0.06901435
-5.84392196,1.65051473,0.69411935,0.00511330,0.42731771,0.99926963,0.00310286,0.07648419
-5.83791896,1.73436648,0.72994925,0.00530417,0.45010867,1.04916979,0.00312610,0.08430352
-5.83191596,1.81840305,0.76580475,0.00549008,0.47301974,1.09922381,0.00314072,0.09239125
-5.82591296,1.90171769,0.80128982,0.00566932,0.49579852,1.14889714,0.00314703,0.10065163
-5.81990995,1.98326445,0.83595261,0.00583991,0.51815552,1.19756832,0.00314535,0.10897547
-5.81390695,2.06187369,0.86929221,0.00599962,0.53976846,1.24453825,0.00313594,0.11724199
-5.80790395,2.13627572,0.90076879,0.00614599,0.56028876,1.28904449,0.00311903,0.12532131
-5.80190095,2.20513219,0.92981684,0.00627639,0.57935009,1.33028037,0.00309477,0.13307761
-5.79589795,2.26707413,0.95586112,0.00638811,0.59657863,1.36741825,0.00306328,0.14037267
-5.78989495,2.32074531,0.97833475,0.00647842,0.61160479,1.39963595,0.00302461,0.14706982
-5.78389195,2.36484890,0.99669859,0.00654470,0.62407581,1.42614539,0.00297877,0.15303806
-5.77788894,2.39819537,1.01046107,0.00658454,0.63366857,1.44622189,0.00292574,0.15815626
-5.77188594,2.41974929,1.01919745,0.00659580,0.64010222,1.45923297,0.00286549,0.16231713
-5.76588294,2.42867266,1.02256760,0.00657677,0.64314980,1.46466486,0.00279802,0.16543091
-5.75987994,2.42436254,1.02033135,0.00652625,0.64264824,1.46214573,0.00272338,0.16742846
-5.75387694,2.40648094,1.01236052,0.00644356,0.63850645,1.45146405,0.00264168,0.16826375
-5.74787394,2.37497544,0.99864706,0.00632869,0.63071074,1.43258141,0.00255312,0.16791557
-5.74187094,2.33008923,0.97930688,0.00618226,0.61932751,1.40563883,0.00245803,0.16638824
-5.73586793,2.27236025,0.95457895,0.00600556,0.60450295,1.37095644,0.00235685,0.16371158
-5.72986493,2.20260918,0.92481989,0.00580051,0.58645980,1.32902634,0.00225015,0.15993981
-5.72386193,2.12191704,0.89049423,0.00556965,0.56549123,1.28049919,0.00213865,0.15514975
-5.71785893,2.03159351,0.85216079,0.00531603,0.54195234,1.22616507,0.00202319,0.14943814
-5.71185593,1.93313750,0.81045596,0.00504317,0.51624945,1.16692962,0.00190472,0.14291837
-5.70585293,1.82819207,0.76607458,0.00475491,0.48882797,1.10378686,0.00178429,0.13571680
-5.69984992,1.71849574,0.71974946,0.00445538,0.46015923,1.03778963,0.00166303,0.12796873
-5.69384692,1.60583271,0.67223042,0.00414879,0.43072702,0.97001954,0.00154211,0.11981424
-5.68784392,1.49198404,0.62426384,0.00383939,0.40101441,0.90155740,0.00142274,0.11139422
-5.68184092,1.37868201,0.57657354,0.00353134,0.37149142,0.83345566,0.00130611,0.10284652
-5.67583792,1.26756949,0.52984383,0.00322863,0.34260400,0.76671387,0.00119341,0.09430258
-5.66983492,1.16016579,0.48470518,0.00293498,0.31476479,0.70225808,0.00108576,0.08588450
-5.66383192,1.05783985,0.44172311,0.00265379,0.28834593,0.64092479,0.00098425,0.07770275
-5.65782891,0.96179163,0.40139037,0.00238810,0.26367398,0.58344983,0.00088987,0.06985451
-5.65182591,0.87304158,0.36412251,0.00214056,0.24102719,0.53046216,0.00080354,0.06242264
-5.64582291,0.79242800,0.33025673,0.00191345,0.22063483,0.48248255,0.00072611,0.05547531
-5.63981991,0.72061147,0.30005362,0.00170863,0.20267859,0.43992649,0.00065834,0.04906617
-5.63381691,0.65808552,0.27370147,0.00152764,0.18729556,0.40311093,0.00060094,0.04323510
-5.62781391,0.60519202,0.25132248,0.00137170,0.17458270,0.37226389,0.00055453,0.03800924
-5.62181091,0.56214016,0.23298048,0.00124174,0.16460221,0.34753621,0.00051971,0.03340447
-5.61580790,0.52902722,0.21868930,0.00113849,0.15738745,0.32901436,0.00049702,0.02942698
-5.60980490,0.50586002,0.20842147,0.00106247,0.15294904,0.31673363,0.00048701,0.02607496
-5.60380190,0.49257526,0.20211643,0.00101411,0.15128064,0.31069054,0.00049016,0.02334032
-5.59779890,0.48905788,0.19968799,0.00099370,0.15236415,0.31085401,0.00050699,0.02121023
-5.59179590,0.49515622,0.20103045,0.00100150,0.15617392,0.31717439,0.00053797,0.01966850
-5.58579290,0.51069321,0.20602324,0.00103771,0.16267974,0.32958999,0.00058357,0.01869676
-5.57978989,0.53547318,0.21453388,0.00110246,0.17184854,0.34803073,0.00064423,0.01827534
-5.57378689,0.56928399,0.22641913,0.00119585,0.18364448,0.37241877,0.00072034,0.01838381
-5.56778389,0.61189462,0.24152446,0.00131789,0.19802767,0.40266621,0.00081225,0.01900130
-5.56178089,0.66304851,0.25968209,0.00146850,0.21495145,0.43866990,0.00092018,0.02010646
-5.55577789,0.72245338,0.28070772,0.00164743,0.23435842,0.48030396,0.00104427,0.02167721
-5.54977489,0.78976831,0.30439650,0.00185422,0.25617549,0.52741033,0.00118449,0.02369025
-5.54377189,0.86458909,0.33051852,0.00208818,0.28030832,0.57978826,0.00134063,0.02612046
-5.53776888,0.94643313,0.35881437,0.00234830,0.30663534,0.63718316,0.00151228,0.02894017
-5.53176588,1.03472512,0.38899130,0.00263321,0.33500206,0.69927597,0.00169878,0.03211840
-5.52576288,1.12878470,0.42072029,0.00294113,0.36521584,0.76567372,0.00189920,0.03562015
-5.51975988,1.22781746,0.45363464,0.00326983,0.39704171,0.83590211,0.00211234,0.03940584
-5.51375688,1.33091034,0.48733036,0.00361666,0.43019967,0.90940099,0.00233672,0.04343087
-5.50775388,1.43703234,0.52136856,0.00397844,0.46436375,0.98552338,0.00257055,0.04764542
-5.50175088,1.54504131,0.55528016,0.00435159,0.49916326,1.06353853,0.00281179,0.05199452
-5.49574787,1.65369723,0.58857274,0.00473209,0.53418627,1.14263945,0.00305814,0.05641843
-5.48974487,1.76168202,0.62073966,0.00511554,0.56898561,1.22195507,0.00330707,0.06085330
-5.48374187,1.86762567,0.65127098,0.00549728,0.60308724,1.30056689,0.00355591,0.06523215
-5.47773887,1.97013808,0.67966596,0.00587244,0.63600087,1.37752995,0.00380187,0.06948615
-5.47173587,2.06784569,0.70544665,0.00623606,0.66723250,1.45189745,0.00404210,0.07354611
-5.46573287,2.15943152,0.72817193,0.00658324,0.69629854,1.52274834,0.00427382,0.07734421
-5.45972986,2.24367726,0.74745144,0.00690925,0.72274094,1.58921690,0.00449435,0.08081579
-5.45372686,2.31950567,0.76295878,0.00720968,0.74614277,1.65052315,0.00470121,0.08390127
-5.44772386,2.38602134,0.77444330,0.00748060,0.76614346,1.70600290,0.00489221,0.08654802
-5.44172086,2.44254807,0.78173986,0.00771865,0.78245320,1.75513602,0.00506555,0.08871202
-5.43571786,2.48866111,0.78477615,0.00792120,0.79486569,1.79757177,0.00521985,0.09035947
-5.42971486,2.52421239,0.78357709,0.00808645,0.80326865,1.83314978,0.00535427,0.09146800
-5.42371186,2.54934758,0.77826607,0.00821350,0.80765159,1.86191554,0.00546853,0.09202764
-5.41770885,2.56451365,0.76906294,0.00830241,0.80811030,1.88412956,0.00556297,0.09204129
-5.41170585,2.57045633,0.75627864,0.00835422,0.80484788,1.90026924,0.00563855,0.09152491
-5.40570285,2.56820690,0.74030684,0.00837098,0.79817208,1.91102314,0.00569689,0.09050713
-5.39969985,2.55905869,0.72161276,0.00835564,0.78848904,1.91727738,0.00574023,0.08902855
-5.39369685,2.54453355,0.70071964,0.00831207,0.77629347,1.92009431,0.00577137,0.08714056
-5.38769385,2.52633930,0.67819340,0.00824486,0.76215578,1.92068396,0.00579364,0.08490389
-5.38169085,2.50631958,0.65462608,0.00815926,0.74670637,1.92036896,0.00581084,0.08238679
-5.37568784,2.48639761,0.63061864,0.00806102,0.73061793,1.92054410,0.00582708,0.07966299
-5.36968484,2.46851588,0.60676386,0.00795616,0.71458608,1.92263179,0.00584671,0.07680963
-5.36368184,2.45457389,0.58362985,0.00785085,0.69930928,1.92803492,0.00587420,0.07390496
-5.35767884,2.44636604,0.56174472,0.00775121,0.68546859,1.93808893,0.00591395,0.07102620
-5.35167584,2.44552207,0.54158308,0.00766309,0.67370798,1.95401462,0.00597021,0.06824742
-5.34567284,2.45345207,0.52355444,0.00759190,0.66461585,1.97687367,0.00604690,0.06563765
-5.33966983,2.47129811,0.50799418,0.00754248,0.65870833,2.00752841,0.00614749,0.06325913
-5.33366683,2.49989414,0.49515695,0.00751891,0.65641484,2.04660747,0.00627485,0.06116592
-5.32766383,2.53973572,0.48521279,0.00752439,0.65806636,2.09447860,0.00643118,0.05940272
-5.32166083,2.59096056,0.47824590,0.00756117,0.66388657,2.15122979,0.00661785,0.05800408
-5.31565783,2.65334053,0.47425585,0.00763049,0.67398626,2.21665949,0.00683535,0.05699388
-5.30965483,2.72628540,0.47316123,0.00773250,0.68836091,2.29027630,0.00708328,0.05638510
-5.30365183,2.80885827,0.47480532,0.00786630,0.70689153,2.37130835,0.00736024,0.05617996
-5.29764882,2.89980190,0.47896355,0.00802998,0.72934876,2.45872210,0.00766390,0.05637024
-5.29164582,2.99757521,0.48535242,0.00822066,0.75539990,2.55124995,0.00799100,0.05693788
-5.28564282,3.10039873,0.49363956,0.00843457,0.78461889,2.64742593,0.00833741,0.05785579
-5.27963982,3.20630738,0.50345457,0.00866720,0.81649883,2.74562823,0.00869824,0.05908881
-5.27363682,3.31320904,0.51440026,0.00891341,0.85046681,2.84412729,0.00906790,0.06059484
-5.26763382,3.41894704,0.52606409,0.00916757,0.88590074,2.94113806,0.00944029,0.06232610
-5.26163082,3.52136479,0.53802950,0.00942374,0.92214775,3.03487466,0.00980891,0.06423039
-5.25562781,3.61837053,0.54988684,0.00967584,0.95854381,3.12360592,0.01016706,0.06625256
-5.24962481,3.70800052,0.56124374,0.00991782,0.99443410,3.20571017,0.01050800,0.06833591
-5.24362181,3.78847889,0.57173471,0.01014381,1.02919358,3.27972753,0.01082515,0.07042365
-5.23761881,3.85827234,0.58102987,0.01034832,1.06224733,3.34440822,0.01111229,0.07246037
-5.23161581,3.91613847,0.58884261,0.01052636,1.09309003,3.39875544,0.01136371,0.07439341
-5.22561281,3.96116612,0.59493611,0.01067363,1.12130386,3.44206141,0.01157442,0.07617429
-5.21960980,3.99280664,0.59912861,0.01078659,1.14657448,3.47393542,0.01174030,0.07775996
-5.21360680,4.01089516,0.60129730,0.01086260,1.16870408,3.49432293,0.01185825,0.07911391
-5.20760380,4.01566089,0.60138081,0.01089999,1.18762119,3.50351467,0.01192628,0.08020721
-5.20160080,4.00772591,0.59938012,0.01089809,1.20338660,3.50214539,0.01194362,0.08101926
-5.19559780,3.98809223,0.59535801,0.01085731,1.21619475,3.49118166,0.01191077,0.08153838
-5.18959480,3.95811683,0.58943674,0.01077907,1.22637053,3.47189883,0.01182948,0.08176207
-5.18359180,3.91947516,0.58179422,0.01066579,1.23436101,3.44584713,0.01170278,0.08169705
-5.17758879,3.87411346,0.57265850,0.01052080,1.24072214,3.41480773,0.01153482,0.08135895
-5.17158579,3.82419102,0.56230068,0.01034828,1.24610066,3.38073940,0.01133087,0.08077173
-5.16558279,3.77201362,0.55102651,0.01015306,1.25121154,3.34571727,0.01109707,0.07996677
-5.15957979,3.71996001,0.53916661,0.00994052,1.25681149,3.31186521,0.01084031,0.07898174
-5.15357679,3.67040327,0.52706580,0.00971640,1.26366952,3.28128385,0.01056800,0.07785920
-5.14757379,3.62562990,0.51507164,0.00948658,1.27253541,3.25597657,0.01028781,0.07664502
-5.14157079,3.58775893,0.50352265,0.00925694,1.28410737,3.23777594,0.01000745,0.07538671
-5.13556778,3.55866428,0.49273668,0.00903309,1.29900016,3.22827342,0.00973441,0.07413167
-5.12956478,3.53990321,0.48299961,0.00882024,1.31771498,3.22875493,0.00947568,0.07292549
-5.12356178,3.53265383,0.47455515,0.00862301,1.34061263,3.24014525,0.00923755,0.07181037
-5.11755878,3.53766453,0.46759588,0.00844523,1.36789113,3.26296346,0.00902535,0.07082373
-5.11155578,3.55521761,0.46225621,0.00828991,1.39956900,3.29729200,0.00884332,0.06999698
-5.10555278,3.58510933,0.45860735,0.00815903,1.43547522,3.34276079,0.00869441,0.06935479
-5.09954977,3.62664766,0.45665474,0.00805359,1.47524656,3.39854804,0.00858025,0.06891448
-5.09354677,3.67866849,0.45633813,0.00797354,1.51833280,3.46339796,0.00850104,0.06868602
-5.08754377,3.73957041,0.45753422,0.00791784,1.56400978,3.53565574,0.00845562,0.06867221
-5.08154077,3.80736706,0.46006206,0.00788447,1.61140021,3.61331854,0.00844151,0.06886939
-5.07553777,3.87975574,0.46369080,0.00787062,1.65950159,3.69410133,0.00845502,0.06926834
-5.06953477,3.95419966,0.46814976,0.00787275,1.70722025,3.77551516,0.00849144,0.06985561
-5.06353177,4.02802109,0.47314026,0.00788679,1.75341036,3.85495506,0.00854522,0.07061494
-5.05752876,4.09850166,0.47834878,0.00790830,1.79691638,3.92979429,0.00861026,0.07152888
-5.05152576,4.16298596,0.48346102,0.00793270,1.83661736,3.99748126,0.00868010,0.07258043
-5.04552276,4.21898435,0.48817611,0.00795541,1.87147124,4.05563512,0.00874827,0.07375462
-5.03951976,4.26427059,0.49222050,0.00797209,1.90055725,4.10213637,0.00880851,0.07504002
-5.03351676,4.29697042,0.49536093,0.00797879,1.92311488,4.13520844,0.00885505,0.07642995
-5.02751376,4.31563733,0.49741590,0.00797211,1.93857751,4.15348709,0.00888286,0.07792343
-5.02151076,4.31931243,0.49826517,0.00794934,1.94659940,4.15607468,0.00888782,0.07952580
-5.01550775,4.30756577,0.49785699,0.00790857,1.94707478,4.14257689,0.00886692,0.08124890
-5.00950475,4.28051771,0.49621267,0.00784872,1.94014826,4.11312066,0.00881836,0.08311093
-5.00350175,4.23883922,0.49342842,0.00776961,1.92621595,4.06835235,0.00874157,0.08513577
-4.99749875,4.18373135,0.48967442,0.00767193,1.90591727,4.00941648,0.00863728,0.08735207
-4.99149575,4.11688479,0.48519109,0.00755720,1.88011757,3.93791596,0.00850742,0.08979188
-4.98549275,4.04042136,0.48028287,0.00742770,1.84988231,3.85585554,0.00835503,0.09248904
-4.97948974,3.95681977,0.47530976,0.00728636,1.81644370,3.76557092,0.00818413,0.09547741
-4.97348674,3.86882904,0.47067685,0.00713665,1.78116102,3.66964660,0.00799949,0.09878893
-4.96748374,3.77937294,0.46682239,0.00698240,1.74547619,3.57082587,0.00780647,0.10245165
-4.96148074,3.69144933,0.46420471,0.00682766,1.71086618,3.47191654,0.00761075,0.10648793
-4.95547774,3.60802847,0.46328846,0.00667656,1.67879410,3.37569632,0.00741807,0.11091268
-4.94947474,3.53195396,0.46453059,0.00653311,1.65066065,3.28482135,0.00723405,0.11573191
-4.94347174,3.46585008,0.46836642,0.00640106,1.62775784,3.20174145,0.00706390,0.12094163
-4.93746873,3.41203872,0.47519618,0.00628378,1.61122649,3.12862500,0.00691226,0.12652702
-4.93146573,3.37246852,0.48537236,0.00618412,1.60201906,3.06729600,0.00678302,0.13246216
-4.92546273,3.34865844,0.49918802,0.00610432,1.60086900,3.01918522,0.00667915,0.13870998
-4.91945973,3.34165718,0.51686640,0.00604594,1.60826765,2.98529669,0.00660268,0.14522287
-4.91345673,3.35201921,0.53855198,0.00600979,1.62444931,2.96619004,0.00655457,0.15194345
-4.90745373,3.37979748,0.56430316,0.00599599,1.64938491,2.96197864,0.00653476,0.15880586
-4.90145073,3.42455237,0.59408660,0.00600388,1.68278422,2.97234281,0.00654222,0.16573727
-4.89544772,3.48537561,0.62777358,0.00603213,1.72410639,2.99655671,0.00657499,0.17265962
-4.88944472,3.56092775,0.66513819,0.00607878,1.77257823,3.03352721,0.00663030,0.17949152
-4.88344172,3.64948707,0.70585781,0.00614132,1.82721931,3.08184258,0.00670475,0.18615020
-4.87743872,3.74900766,0.74951562,0.00621677,1.88687288,3.13982848,0.00679441,0.19255350
-4.87143572,3.85718424,0.79560552,0.00630183,1.95024132,3.20560894,0.00689504,0.19862169
-4.86543272,3.97152117,0.84353925,0.00639294,2.01592475,3.27716948,0.00700225,0.20427917
-4.85942971,4.08940322,0.89265591,0.00648644,2.08246129,3.35242019,0.00711164,0.20945603
-4.85342671,4.20816559,0.94223368,0.00657865,2.14836767,3.42925626,0.00721899,0.21408924
-4.84742371,4.32516116,0.99150358,0.00666600,2.21217861,3.50561423,0.00732040,0.21812369
-4.84142071,4.43782307,1.03966515,0.00674511,2.27248388,3.57952205,0.00741236,0.22151282
-4.83541771,4.54372093,1.08590372,0.00681289,2.32796180,3.64914199,0.00749188,0.22421909
-4.82941471,4.64060957,1.12940865,0.00686660,2.37740833,3.71280530,0.00755654,0.22621412
-4.82341171,4.72646942,1.16939239,0.00690389,2.41976103,3.76903841,0.00760451,0.22747859
-4.81740870,4.79953799,1.20510954,0.00692286,2.45411751,3.81658055,0.00763454,0.22800196
-4.81140570,4.85833242,1.23587535,0.00692206,2.47974810,3.85439307,0.00764596,0.22778204
-4.80540270,4.90166302,1.26108317,0.00690049,2.49610287,3.88166133,0.00763861,0.22682441
-4.79939970,4.92863860,1.28021999,0.00685761,2.50281323,3.89778972,0.00761279,0.22514180
-4.79339670,4.93866390,1.29287972,0.00679331,2.49968854,3.90239125,0.00756917,0.22275338
-4.78739370,4.93143034,1.29877354,0.00670786,2.48670842,3.89527256,0.00750871,0.21968411
-4.78139070,4.90690084,1.29773700,0.00660189,2.46401137,3.87641586,0.00743256,0.21596407
-4.77538769,4.86528996,1.28973349,0.00647632,2.43188050,3.84595882,0.00734199,0.21162783
-4.76938469,4.80704038,1.27485407,0.00633234,2.39072721,3.80417368,0.00723829,0.20671389
-4.76338169,4.73279700,1.25331353,0.00617133,2.34107358,3.75144647,0.00712272,0.20126416
-4.75737869,4.64337947,1.22544299,0.00599485,2.28353401,3.68825723,0.00699643,0.19532345
-4.75137569,4.53975442,1.19167918,0.00580454,2.21879706,3.61516198,0.00686042,0.18893911
-4.74537269,4.42300799,1.15255104,0.00560213,2.14760771,3.53277676,0.00671554,0.18216054
-4.73936968,4.29431956,1.10866401,0.00538937,2.07075059,3.44176413,0.00656245,0.17503886
-4.73336668,4.15493711,1.06068280,0.00516803,1.98903455,3.34282211,0.00640163,0.16762647
-4.72736368,4.00615473,1.00931312,0.00493982,1.90327856,3.23667557,0.00623341,0.15997670
-4.72136068,3.84929242,0.95528327,0.00470644,1.81429930,3.12406978,0.00605798,0.15214333
-4.71535768,3.68567847,0.89932606,0.00446951,1.72290022,3.00576573,0.00587545,0.14418017
-4.70935468,3.51663413,0.84216184,0.00423057,1.62986214,2.88253687,0.00568590,0.13614058
-4.70335168,3.34346064,0.78448296,0.00399111,1.53593534,2.75516679,0.00548938,0.12807699
-4.69734867,3.16742838,0.72694033,0.00375250,1.44183290,2.62444728,0.00528600,0.12004038
-4.69134567,2.98976774,0.67013217,0.00351604,1.34822522,2.49117639,0.00507598,0.11207976
-4.68534267,2.81166152,0.61459534,0.00328295,1.25573565,2.35615604,0.00485965,0.10424170
-4.67933967,2.63423849,0.56079918,0.00305435,1.16493698,2.22018894,0.00463749,0.09656987
-4.67333667,2.45856794,0.50914192,0.00283127,1.07634885,2.08407456,0.00441018,0.08910460
-4.66733367,2.28565478,0.45994954,0.00261466,0.99043588,1.94860397,0.00417857,0.08188252
-4.66133067,2.11643529,0.41347678,0.00240536,0.90760652,1.81455374,0.00394373,0.07493632
-4.65532766,1.95177325,0.36991014,0.00220414,0.82821264,1.68267893,0.00370687,0.06829450
-4.64932466,1.79245651,0.32937252,0.00201168,0.75254976,1.55370539,0.00346939,0.06198129
-4.64332166,1.63919408,0.29192910,0.00182854,0.68085797,1.42832181,0.00323282,0.05601669
-4.63731866,1.49261394,0.25759426,0.00165524,0.61332360,1.30717173,0.00299879,0.05041650
-4.63131566,1.35326158,0.22633903,0.00149215,0.55008149,1.19084616,0.00276903,0.04519260
-4.62531266,1.22159971,0.19809893,0.00133960,0.49121806,1.07987701,0.00254530,0.04035324
-4.61930965,1.09800917,0.17278189,0.00119782,0.43677500,0.97473195,0.00232936,0.03590342
-4.61330665,0.98279135,0.15027591,0.00106695,0.38675360,0.87581086,0.00212298,0.03184540
-4.60730365,0.87617216,0.13045639,0.00094708,0.34111974,0.78344425,0.00192788,0.02817927
-4.60130065,0.77830772,0.11319295,0.00083821,0.29980931,0.69789377,0.00174577,0.02490352
-4.59529765,0.68929167,0.09835561,0.00074032,0.26273414,0.61935496,0.00157827,0.02201574
-4.58929465,0.60916398,0.08582022,0.00065331,0.22978814,0.54796197,0.00142700,0.01951323
-4.58329165,0.53792114,0.07547314,0.00057708,0.20085371,0.48379426,0.00129352,0.01739373
-4.57728864,0.47552725,0.06721513,0.00051151,0.17580804,0.42688493,0.00117943,0.01565601
-4.57128564,0.42192573,0.06096433,0.00045647,0.15452932,0.37723016,0.00108633,0.01430049
-4.56528264,0.37705106,0.05665848,0.00041185,0.13690258,0.33479944,0.00101589,0.01332973
-4.55927964,0.34084012,0.05425625,0.00037754,0.12282504,0.29954589,0.00096987,0.01274890
-4.55327664,0.31324239,0.05373773,0.00035350,0.11221070,0.27141631,0.00095019,0.01256600
-4.54727364,0.29422857,0.05510408,0.00033967,0.10499413,0.25036007,0.00095891,0.01279207
-4.54127064,0.28379708,0.05837636,0.00033608,0.10113322,0.23633659,0.00099827,0.01344116
-4.53526763,0.28197778,0.06359351,0.00034277,0.10061073,0.22932074,0.00107073,0.01453012
-4.52926463,0.28883272,0.07080961,0.00035983,0.10343466,0.22930580,0.00117891,0.01607824
-4.52326163,0.30445350,0.08009038,0.00038734,0.10963724,0.23630361,0.00132562,0.01810661
-4.51725863,0.32895506,0.09150899,0.00042543,0.11927252,0.25034179,0.00151380,0.02063742
-4.51125563,0.36246610,0.10514136,0.00047420,0.13241266,0.27145791,0.00174645,0.02369293
-4.50525263,0.40511599,0.12106094,0.00053373,0.14914280,0.29969074,0.00202654,0.02729436
-4.49924962,0.45701883,0.13933322,0.00060404,0.16955482,0.33506882,0.00235693,0.03146067
-4.49324662,0.51825493,0.16001006,0.00068509,0.19373991,0.37759674,0.00274021,0.03620713
-4.48724362,0.58885059,0.18312404,0.00077670,0.22178029,0.42723973,0.00317860,0.04154401
-4.48124062,0.66875680,0.20868310,0.00087860,0.25374034,0.48390713,0.00367373,0.04747511
-4.47523762,0.75782800,0.23666548,0.00099034,0.28965728,0.54743567,0.00422652,0.05399648
-4.46923462,0.85580179,0.26701548,0.00111132,0.32953184,0.61757338,0.00483702,0.06109518
-4.46323162,0.96228072,0.29963985,0.00124072,0.37331931,0.69396494,0.00550421,0.06874833
-4.45722861,1.07671715,0.33440532,0.00137754,0.42092117,0.77613960,0.00622589,0.07692230
-4.45122561,1.19840232,0.37113722,0.00152056,0.47217779,0.86350237,0.00699854,0.08557230
-4.44522261,1.32646032,0.40961928,0.00166839,0.52686266,0.95532932,0.00781725,0.09464224
-4.43921961,1.45984791,0.44959481,0.00181941,0.58467820,1.05076772,0.00867566,0.10406501
-4.43321661,1.59736053,0.49076916,0.00197188,0.64525379,1.14884141,0.00956597,0.11376317
-4.42721361,1.73764491,0.53281340,0.00212389,0.70814604,1.24846167,0.01047901,0.12364995
-4.42121061,1.87921824,0.57536924,0.00227344,0.77284151,1.34844366,0.01140432,0.13363078
-4.41520760,2.02049359,0.61805499,0.00241849,0.83876216,1.44752816,0.01233038,0.14360497
-4.40920460,2.15981112,0.66047241,0.00255699,0.90527323,1.54440807,0.01324479,0.15346786
-4.40320160,2.29547408,0.70221425,0.00268692,0.97169375,1.63775896,0.01413459,0.16311312
-4.39719860,2.42578858,0.74287228,0.00280637,1.03730928,1.72627256,0.01498655,0.17243520
-4.39119560,2.54910585,0.78204560,0.00291360,1.10138661,1.80869212,0.01578761,0.18133190
-4.38519260,2.66386531,0.81934896,0.00300705,1.16319015,1.88384823,0.01652516,0.18970689
-4.37918959,2.76863710,0.85442083,0.00308544,1.22199924,1.95069357,0.01718752,0.19747215
-4.37318659,2.86216222,0.88693105,0.00314776,1.27712605,2.00833535,0.01776426,0.20455021
-4.36718359,2.94338875,0.91658788,0.00319333,1.32793331,2.05606380,0.01824657,0.21087612
-4.36118059,3.01150273,0.94314402,0.00322182,1.37385108,2.09337563,0.01862756,0.21639905
-4.35517759,3.06595217,0.96640173,0.00323323,1.41439218,2.11999121,0.01890248,0.22108349
-4.34917459,3.10646334,0.98621659,0.00322793,1.44916524,2.13586475,0.01906893,0.22491002
-4.34317159,3.13304837,1.00249993,0.00320665,1.47788507,2.14118682,0.01912690,0.22787552
-4.33716858,3.14600374,1.01521974,0.00317040,1.50037967,2.13637912,0.01907880,0.22999290
-4.33116558,3.14589963,1.02440004,0.00312051,1.51659356,2.12208148,0.01892934,0.23129032
-4.32516258,3.13356039,1.03011863,0.00305854,1.52658720,2.09913159,0.01868538,0.23180998
-4.31915958,3.11003680,1.03250322,0.00298625,1.53053249,2.06853834,0.01835562,0.23160633
-4.31315658,3.07657111,1.03172623,0.00290556,1.52870434,2.03144965,0.01795033,0.23074404
-4.30715358,3.03455636,1.02799809,0.00281846,1.52146891,1.98911629,0.01748092,0.22929564
