energy_ev,total_up,N_s_up,N_p_up,Te_p_up,Te_d_up,V_p_up,V_d_up
-6.00000000,3.57455521,0.00757322,1.03916093,1.05814291,0.00000000,2.09537131,0.62321623
-5.99399700,3.60497566,0.00755421,1.05603661,1.05566674,0.00000000,2.12021595,0.63467970
-5.98799400,3.62375038,0.00751188,1.06866060,1.05079729,0.00000000,2.13539128,0.64420003
-5.98199100,3.63002318,0.00744414,1.07688579,1.04315154,0.00000000,2.14036630,0.65170947
-5.97598799,3.62328338,0.00734948,1.08069165,1.03241760,0.00000000,2.13486850,0.65720399
-5.96998499,3.60339408,0.00722703,1.08018832,1.01836865,0.00000000,2.11889727,0.66074652
-5.96398199,3.57060483,0.00707661,1.07561593,1.00087243,0.00000000,2.09272730,0.66246745
-5.95797899,3.52554823,0.00689878,1.06733903,0.97989612,0.00000000,2.05690157,0.66256241
-5.95197599,3.46922047,0.00669482,1.05583632,0.95550653,0.00000000,2.01221467,0.66128720
-5.94597299,3.40294722,0.00646666,1.04168603,0.92786588,0.00000000,1.95968708,0.65895011
-5.93996998,3.32833639,0.00621685,1.02554751,0.89722365,0.00000000,1.90053179,0.65590174
-5.93396698,3.24722026,0.00594845,1.00813975,0.86390516,0.00000000,1.83611480,0.65252283
-5.92796398,3.16158973,0.00566491,0.99021771,0.82829768,0.00000000,1.76791149,0.64921058
-5.92196098,3.07352393,0.00536995,0.97254737,0.79083497,0.00000000,1.69746052,0.64636382
-5.91595798,2.98511839,0.00506744,0.95588064,0.75198113,0.00000000,1.62631752,0.64436795
-5.90995498,2.89841489,0.00476124,0.94093095,0.71221460,0.00000000,1.55601037,0.64358012
-5.90395198,2.81533623,0.00445511,0.92835071,0.67201302,0.00000000,1.48799773,0.64431528
-5.89794897,2.73762834,0.00415259,0.91871138,0.63183972,0.00000000,1.42363236,0.64683389
-5.89194597,2.66681206,0.00385688,0.91248706,0.59213213,0.00000000,1.36413041,0.65133172
-5.88594297,2.60414623,0.00357080,0.91004213,0.55329254,0.00000000,1.31054739,0.65793235
-5.87993997,2.55060322,0.00329671,0.91162346,0.51568131,0.00000000,1.26376142,0.66668264
-5.87393697,2.50685719,0.00303648,0.91735741,0.47961248,0.00000000,1.22446366,0.67755153
