energy_ev,total_up,Ag_p_up,Ag_d_up,S_s_up,S_p_up,Si_p_up,Si_d_up
-5.78989495,5.23988049,0.29203982,4.69104916,0.01545064,0.17718837,0.25128584,0.00000000
-5.78389195,5.24202017,0.28532640,4.70053910,0.01526853,0.17457545,0.24967963,0.00000000
-5.77788894,5.23808717,0.27819163,4.70468423,0.01503617,0.17169301,0.24783642,0.00000000
-5.77188594,5.22913040,0.27072617,4.70441198,0.01475575,0.16858475,0.24581693,0.00000000
-5.76588294,5.21622922,0.26302739,4.70067575,0.01443007,0.16529879,0.24368345,0.00000000
-5.75987994,5.20046423,0.25519680,4.69442908,0.01406261,0.16188594,0.24149804,0.00000000
-5.75387694,5.18289054,0.24733743,4.68660226,0.01365741,0.15839806,0.23932062,0.00000000
-5.74787394,5.16451476,0.23955138,4.67808214,0.01321913,0.15488648,0.23720716,0.00000000
-5.74187094,5.14627623,0.23193751,4.66969576,0.01275294,0.15140048,0.23520807,0.00000000
-5.73586793,5.12903303,0.22458942,4.66219818,0.01226448,0.14798605,0.23336667,0.00000000
-5.72986493,5.11355288,0.21759362,4.65626469,0.01175979,0.14468484,0.23171798,0.00000000
-5.72386193,5.10050870,0.21102813,4.65248716,0.01124524,0.14153332,0.23028774,0.00000000
-5.71785893,5.09047846,0.20496131,4.65137398,0.01072743,0.13856230,0.22909177,0.00000000
-5.71185593,5.08394841,0.19945099,4.65335319,0.01021314,0.13579662,0.22813563,0.00000000
-5.70585293,5.08131899,0.19454398,4.65877773,0.00970923,0.13325515,0.22741460,0.00000000
-5.69984992,5.08291229,0.19027570,4.66793199,0.00922256,0.13095100,0.22691401,0.00000000
-5.69384692,5.08898005,0.18667016,4.68103883,0.00875997,0.12889186,0.22660987,0.00000000
-5.68784392,5.09971135,0.18373999,4.69826609,0.00832819,0.12708063,0.22646976,0.00000000
-5.68184092,5.11523898,0.18148677,4.71973192,0.00793379,0.12551598,0.22645397,0.00000000
-5.67583792,5.13564419,0.17990133,4.74550846,0.00758322,0.12419310,0.22651683,0.00000000
-5.66983492,5.16095921,0.17896428,4.77562356,0.00728270,0.12310445,0.22660822,0.00000000
-5.66383192,5.19116767,0.17864653,4.81006051,0.00703827,0.12224043,0.22667513,0.00000000
-5.65782891,5.22620309,0.17890999,4.84875603,0.00685578,0.12159010,0.22666333,0.00000000
-5.65182591,5.26594589,0.17970836,4.89159700,0.00674086,0.12114179,0.22651898,0.00000000
-5.64582291,5.31021971,0.18098793,4.93841656,0.00669895,0.12088357,0.22619022,0.00000000
-5.63981991,5.35878769,0.18268870,4.98899040,0.00673530,0.12080375,0.22562867,0.00000000
-5.63381691,5.41134970,0.18474550,5.04303389,0.00685491,0.12089120,0.22479079,0.00000000
-5.62781391,5.46754137,0.18708932,5.10020111,0.00706256,0.12113556,0.22363904,0.00000000
-5.62181091,5.52693546,0.18964885,5.16008613,0.00736270,0.12152745,0.22214289,0.00000000
-5.61580790,5.58904633,0.19235210,5.22222724,0.00775947,0.12205848,0.22027957,0.00000000
-5.60980490,5.65333764,0.19512826,5.28611433,0.00825654,0.12272133,0.21803464,0.00000000
-5.60380190,5.71923329,0.19790953,5.35119934,0.00885707,0.12350963,0.21540224,0.00000000
-5.59779890,5.78613147,0.20063320,5.41690964,0.00956359,0.12441791,0.21238519,0.00000000
-5.59179590,5.85342099,0.20324353,5.48266363,0.01037784,0.12544145,0.20899477,0.00000000
-5.58579290,5.92049942,0.20569373,5.54788797,0.01130068,0.12657612,0.20525035,0.00000000
-5.57978989,5.98679174,0.20794768,5.61203532,0.01233197,0.12781819,0.20117876,0.00000000
-5.57378689,6.05176872,0.20998152,5.67460182,0.01347039,0.12916418,0.19681358,0.00000000
-5.56778389,6.11496367,0.21178491,5.73514294,0.01471345,0.13061062,0.19219412,0.00000000
-5.56178089,6.17598672,0.21336187,5.79328700,0.01605730,0.13215394,0.18736450,0.00000000
-5.55577789,6.23453560,0.21473133,5.84874537,0.01749678,0.13379022,0.18237245,0.00000000
-5.54977489,6.29040225,0.21592708,5.90131866,0.01902541,0.13551512,0.17726820,0.00000000
-5.54377189,6.34347488,0.21699727,5.95089864,0.02063540,0.13732367,0.17210331,0.00000000
-5.53776888,6.39373523,0.21800344,5.99746555,0.02231779,0.13921023,0.16692950,0.00000000
-5.53176588,6.44125120,0.21901900,6.04108117,0.02406261,0.14116836,0.16179759,0.00000000
-5.52576288,6.48616536,0.22012721,6.08187783,0.02585900,0.14319079,0.15675646,0.00000000
-5.51975988,6.52867970,0.22141880,6.12004420,0.02769551,0.14526940,0.15185212,0.00000000
-5.51375688,6.56903786,0.22298915,6.15580853,0.02956027,0.14739517,0.14712689,0.00000000
-5.50775388,6.60750545,0.22493525,6.18942036,0.03144128,0.14955820,0.14261870,0.00000000
-5.50175088,6.64434968,0.22735237,6.22113164,0.03332665,0.15174774,0.13836048,0.00000000
-5.49574787,6.67981922,0.23033070,6.25117825,0.03520480,0.15395218,0.13437975,0.00000000
-5.48974487,6.71412536,0.23395194,6.27976286,0.03706463,0.15615906,0.13069818,0.00000000
-5.48374187,6.74742513,0.23828605,6.30703981,0.03889570,0.15835506,0.12733146,0.00000000
-5.47773887,6.77980722,0.24338813,6.33310275,0.04068822,0.16052601,0.12428907,0.00000000
-5.47173587,6.81128113,0.24929580,6.35797543,0.04243313,0.16265681,0.12157431,0.00000000
-5.46573287,6.84176989,0.25602679,6.38160580,0.04412200,0.16473143,0.11918432,0.00000000
-5.45972986,6.87110649,0.26357728,6.40386373,0.04574689,0.16673285,0.11711029,0.00000000
-5.45372686,6.89903413,0.27192070,6.42454206,0.04730023,0.16864300,0.11533765,0.00000000
-5.44772386,6.92521003,0.28100730,6.44336085,0.04877459,0.17044280,0.11384644,0.00000000
-5.44172086,6.94921263,0.29076443,6.45997464,0.05016247,0.17211218,0.11261173,0.00000000
-5.43571786,6.97055201,0.30109761,6.47398215,0.05145613,0.17363016,0.11160415,0.00000000
-5.42971486,6.98868296,0.31189238,6.48493829,0.05264740,0.17497507,0.11079051,0.00000000
-5.42371186,7.00302055,0.32301683,6.49236786,0.05372758,0.17612480,0.11013455,0.00000000
-5.41770885,7.01295760,0.33432496,6.49578061,0.05468748,0.17705725,0.10959768,0.00000000
-5.41170585,7.01788388,0.34566055,6.49468739,0.05551742,0.17775076,0.10913998,0.00000000
-5.40570285,7.01720632,0.35686160,6.48861680,0.05620744,0.17818481,0.10872105,0.00000000
-5.39969985,7.01036991,0.36776507,6.47713211,0.05674759,0.17834068,0.10830112,0.00000000
-5.39369685,6.99687882,0.37821191,6.45984809,0.05712830,0.17820227,0.10784202,0.00000000
-5.38769385,6.97631697,0.38805205,6.43644715,0.05734082,0.17775692,0.10730825,0.00000000
-5.38169085,6.94836767,0.39714921,6.40669466,0.05737777,0.17699626,0.10666793,0.00000000
-5.37568784,6.91283149,0.40538536,6.37045268,0.05723367,0.17591701,0.10589375,0.00000000
-5.36968484,6.86964175,0.41266463,6.32769195,0.05690548,0.17452169,0.10496370,0.00000000
-5.36368184,6.81887700,0.41891648,6.27850133,0.05639310,0.17281919,0.10386175,0.00000000
-5.35767884,6.76076969,0.42409799,6.22309443,0.05569985,0.17082520,0.10257829,0.00000000
-5.35167584,6.69571053,0.42819520,6.16181297,0.05483273,0.16856235,0.10111036,0.00000000
-5.34567284,6.62424811,0.43122343,6.09512629,0.05380271,0.16606022,0.09946167,0.00000000
-5.33966983,6.54708322,0.43322647,6.02362695,0.05262472,0.16335496,0.09764241,0.00000000
-5.33366683,6.46505792,0.43427487,5.94802209,0.05131763,0.16048879,0.09566879,0.00000000
-5.32766383,6.37913924,0.43446320,5.86912056,0.04990392,0.15750915,0.09356244,0.00000000
-5.32166083,6.29039791,0.43390655,5.78781594,0.04840932,0.15446763,0.09134956,0.00000000
-5.31565783,6.19998238,0.43273643,5.70506580,0.04686229,0.15141881,0.08906000,0.00000000
-5.30965483,6.10908909,0.43109612,5.62186763,0.04529331,0.14841883,0.08672616,0.00000000
-5.30365183,6.01892968,0.42913586,5.53923215,0.04373421,0.14552399,0.08438196,0.00000000
-5.29764882,5.93069637,0.42700803,5.45815481,0.04221732,0.14278922,0.08206167,0.00000000
-5.29164582,5.84552650,0.42486240,5.37958633,0.04077474,0.14026664,0.07979890,0.00000000
-5.28564282,5.76446775,0.42284186,5.30440344,0.03943746,0.13800422,0.07762557,0.00000000
-5.27963982,5.68844509,0.42107854,5.23338076,0.03823470,0.13604451,0.07557114,0.00000000
-5.27363682,5.61823085,0.41969066,5.16716494,0.03719320,0.13442359,0.07366185,0.00000000
-5.26763382,5.55441900,0.41877999,5.10625210,0.03633665,0.13317026,0.07192021,0.00000000
-5.26163082,5.49740466,0.41843008,5.05096941,0.03568523,0.13230540,0.07036469,0.00000000
-5.25562781,5.44736966,0.41870519,5.00146173,0.03525529,0.13184157,0.06900946,0.00000000
-5.24962481,5.40427488,0.41964990,4.95768379,0.03505913,0.13178295,0.06786442,0.00000000
-5.24362181,5.36785945,0.42128927,4.91939849,0.03510493,0.13212535,0.06693534,0.00000000
-5.23761881,5.33764730,0.42362954,4.88618138,0.03539678,0.13285659,0.06622403,0.00000000
-5.23161581,5.31296063,0.42665919,4.85743147,0.03593485,0.13395695,0.06572870,0.00000000
-5.22561281,5.29294001,0.43035024,4.83238798,0.03671565,0.13539981,0.06544434,0.00000000
-5.21960980,5.27657050,0.43465976,4.81015263,0.03773235,0.13715246,0.06536311,0.00000000
-5.21360680,5.26271296,0.43953145,4.78971685,0.03897519,0.13917693,0.06547477,0.00000000
-5.20760380,5.25013946,0.44489721,4.76999293,0.04043195,0.14143092,0.06576707,0.00000000
-5.20160080,5.23757175,0.45067874,4.74984823,0.04208840,0.14386879,0.06622610,0.00000000
-5.19559780,5.22372148,0.45678901,4.72814121,0.04392880,0.14644250,0.06683669,0.00000000
-5.18959480,5.20733090,0.46313375,4.70375825,0.04593635,0.14910261,0.06758266,0.00000000
-5.18359180,5.18721264,0.46961293,4.67564980,0.04809364,0.15179924,0.06844714,0.00000000
-5.17758879,5.16228750,0.47612222,4.64286486,0.05038303,0.15448298,0.06941281,0.00000000
-5.17158579,5.13161882,0.48255452,4.60458259,0.05278697,0.15710577,0.07046218,0.00000000
-5.16558279,5.09444243,0.48880157,4.56013983,0.05528816,0.15962173,0.07157785,0.00000000
-5.15957979,5.05019134,0.49475574,4.50905383,0.05786977,0.16198795,0.07274276,0.00000000
-5.15357679,4.99851425,0.50031183,4.45103939,0.06051538,0.16416523,0.07394052,0.00000000
-5.14757379,4.93928743,0.50536914,4.38601973,0.06320895,0.16611866,0.07515575,0.00000000
-5.14157079,4.87261958,0.50983349,4.31413094,0.06593461,0.16781825,0.07637438,0.00000000
-5.13556778,4.79884961,0.51361940,4.23571979,0.06867640,0.16923936,0.07758405,0.00000000
-5.12956478,4.71853742,0.51665211,4.15133513,0.07141792,0.17036308,0.07877447,0.00000000
-5.12356178,4.63244809,0.51886954,4.06171315,0.07414198,0.17117650,0.07993769,0.00000000
-5.11755878,4.54153004,0.52022405,3.96775719,0.07683020,0.17167280,0.08106843,0.00000000
-5.11155578,4.44688790,0.52068377,3.87051271,0.07946263,0.17185129,0.08216427,0.00000000
-5.10555278,4.34975114,0.52023361,3.77113858,0.08201749,0.17171719,0.08322572,0.00000000
-5.09954977,4.25143948,0.51887575,3.67087552,0.08447096,0.17128138,0.08425619,0.00000000
-5.09354677,4.15332626,0.51662948,3.57101295,0.08679713,0.17055995,0.08526183,0.00000000
-5.08754377,4.05680114,0.51353062,3.47285548,0.08896810,0.16957358,0.08625115,0.00000000
-5.08154077,3.96323327,0.50963023,3.37769001,0.09095429,0.16834684,0.08723460,0.00000000
-5.07553777,3.87393621,0.50499283,3.28675473,0.09272491,0.16690743,0.08822383,0.00000000
-5.06953477,3.79013573,0.49969416,3.20121095,0.09424861,0.16528521,0.08923101,0.00000000
-5.06353177,3.71294152,0.49381852,3.12211856,0.09549433,0.16351129,0.09026794,0.00000000
-5.05752876,3.64332352,0.48745587,3.05041579,0.09643228,0.16161707,0.09134512,0.00000000
-5.05152576,3.58209357,0.48069879,2.98690371,0.09703494,0.15963330,0.09247082,0.00000000
-5.04552276,3.52989271,0.47363950,2.93223572,0.09727823,0.15758913,0.09365024,0.00000000
-5.03951976,3.48718422,0.46636693,2.88691187,0.09714255,0.15551133,0.09488469,0.00000000
-5.03351676,3.45425212,0.45896412,2.85127781,0.09661378,0.15342360,0.09617094,0.00000000
-5.02751376,3.43120497,0.45150602,2.82552787,0.09568421,0.15134595,0.09750079,0.00000000
-5.02151076,3.41798401,0.44405767,2.80971155,0.09435317,0.14929431,0.09886085,0.00000000
-5.01550775,3.41437511,0.43667295,2.80374267,0.09262755,0.14728032,0.10023252,0.00000000
-5.00950475,3.42002330,0.42939388,2.80741022,0.09052205,0.14531123,0.10159232,0.00000000
-5.00350175,3.43444907,0.42225042,2.82038997,0.08805908,0.14339004,0.10291239,0.00000000
-4.99749875,3.45706523,0.41526076,2.84225604,0.08526854,0.14151577,0.10416133,0.00000000
-4.99149575,3.48719344,0.40843215,2.87249156,0.08218728,0.13968395,0.10530512,0.00000000
-4.98549275,3.52407950,0.40176202,2.91049778,0.07885829,0.13788719,0.10630833,0.00000000
-4.97948974,3.56690681,0.39523947,2.95560128,0.07532990,0.13611591,0.10713539,0.00000000
-4.97348674,3.61480741,0.38884689,3.00705903,0.07165466,0.13435913,0.10775187,0.00000000
-4.96748374,3.66687053,0.38256183,3.06406138,0.06788826,0.13260533,0.10812587,0.00000000
-4.96148074,3.72214874,0.37635875,3.12573331,0.06408845,0.13084339,0.10822923,0.00000000
-4.95547774,3.77966193,0.37021090,3.19113443,0.06031391,0.12906344,0.10803864,0.00000000
-4.94947474,3.83839986,0.36409196,3.25925866,0.05662328,0.12725771,0.10753665,0.00000000
-4.94347174,3.89732385,0.35797763,3.32903422,0.05307424,0.12542133,0.10671232,0.00000000
-4.93746873,3.95536869,0.35184692,3.39932510,0.04972272,0.12355301,0.10556178,0.00000000
-4.93146573,4.01144547,0.34568330,3.46893475,0.04662232,0.12165555,0.10408839,0.00000000
-4.92546273,4.06444641,0.33947554,3.53661306,0.04382376,0.11973623,0.10230271,0.00000000
-4.91945973,4.11325229,0.33321831,3.60106707,0.04137451,0.11780703,0.10022218,0.00000000
-4.91345673,4.15674304,0.32691252,3.66097593,0.03931848,0.11588463,0.09787060,0.00000000
-4.90745373,4.19381192,0.32056535,3.71501030,0.03769583,0.11399018,0.09527729,0.00000000
-4.90145073,4.22338307,0.31419005,3.76185581,0.03654272,0.11214890,0.09247624,0.00000000
-4.89544772,4.24443228,0.30780546,3.80024021,0.03589118,0.11038947,0.08950495,0.00000000
-4.88944472,4.25601027,0.30143528,3.82896324,0.03576881,0.10874322,0.08640336,0.00000000
-4.88344172,4.25726752,0.29510718,3.84692817,0.03619853,0.10724315,0.08321257,0.00000000
-4.87743872,4.24747963,0.28885163,3.85317348,0.03719824,0.10592281,0.07997373,0.00000000
-4.87143572,4.22607181,0.28270060,3.84690344,0.03878042,0.10481513,0.07672685,0.00000000
-4.86543272,4.19264122,0.27668621,3.82751586,0.04095159,0.10395112,0.07350975,0.00000000
-4.85942971,4.14697590,0.27083926,3.79462567,0.04371187,0.10335870,0.07035719,0.00000000
-4.85342671,4.08906904,0.26518773,3.74808300,0.04705443,0.10306145,0.06730000,0.00000000
-4.84742371,4.01912774,0.25975550,3.68798474,0.05096499,0.10307763,0.06436456,0.00000000
-4.84142071,3.93757550,0.25456103,3.61467887,0.05542144,0.10341927,0.06157229,0.00000000
-4.83541771,3.84504829,0.24961642,3.52876119,0.06039352,0.10409155,0.05893948,0.00000000
-4.82941471,3.74238404,0.24492663,3.43106450,0.06584271,0.10509241,0.05647718,0.00000000
-4.82341171,3.63060618,0.24048914,3.32264076,0.07172232,0.10641254,0.05419141,0.00000000
-4.81740870,3.51090169,0.23629395,3.20473685,0.07797784,0.10803562,0.05208337,0.00000000
-4.81140570,3.38459496,0.23232400,3.07876519,0.08454747,0.10993891,0.05015000,0.00000000
-4.80540270,3.25311831,0.22855601,2.94627043,0.09136302,0.11209416,0.04838453,0.00000000
-4.79939970,3.11798086,0.22496175,2.80889374,0.09835096,0.11446877,0.04677720,0.00000000
-4.79339670,2.98073664,0.22150967,2.66833606,0.10543378,0.11702722,0.04531607,0.00000000
-4.78739370,2.84295359,0.21816685,2.52632192,0.11253143,0.11973259,0.04398784,0.00000000
-4.78139070,2.70618426,0.21490111,2.38456491,0.11956299,0.12254828,0.04277868,0.00000000
-4.77538769,2.57193931,0.21168334,2.24473608,0.12644829,0.12543966,0.04167515,0.00000000
-4.76938469,2.44166429,0.20848975,2.10843598,0.13310960,0.12837567,0.04066490,0.00000000
-4.76338169,2.31672016,0.20530411,1.97717080,0.13947315,0.13133030,0.03973743,0.00000000
-4.75737869,2.19836759,0.20211967,1.85233301,0.14547058,0.13428387,0.03888465,0.00000000
-4.75137569,2.08775494,0.19894083,1.73518630,0.15104010,0.13722391,0.03810140,0.00000000
-4.74537269,1.98590939,0.19578431,1.62685457,0.15612746,0.14014590,0.03738572,0.00000000
-4.73936968,1.89373088,0.19267992,1.52831443,0.16068651,0.14305350,0.03673901,0.00000000
-4.73336668,1.81198809,0.18967067,1.44039078,0.16467963,0.14595848,0.03616606,0.00000000
-4.72736368,1.74131588,0.18681234,1.36375446,0.16807769,0.14888027,0.03567488,0.00000000
-4.72136068,1.68221356,0.18417250,1.29892162,0.17085981,0.15184518,0.03527635,0.00000000
-4.71535768,1.63504354,0.18182894,1.24625409,0.17301294,0.15488529,0.03498382,0.00000000
-4.70935468,1.60002993,0.17986757,1.20596019,0.17453114,0.15803711,0.03481251,0.00000000
-4.70335168,1.57725694,0.17837997,1.17809581,0.17541484,0.16134005,0.03477887,0.00000000
-4.69734867,1.56666715,0.17746054,1.16256562,0.17566998,0.16483472,0.03489989,0.00000000
-4.69134567,1.56805968,0.17720344,1.15912428,0.17530718,0.16856124,0.03519231,0.00000000
-4.68534267,1.58108877,0.17769944,1.16737808,0.17434099,0.17255746,0.03567193,0.00000000
-4.67933967,1.60526318,0.17903270,1.18678728,0.17278917,0.17685733,0.03635285,0.00000000
-4.67333667,1.63994684,0.18127773,1.21666950,0.17067221,0.18148932,0.03724684,0.00000000
-4.66733367,1.68436153,0.18449652,1.25620485,0.16801294,0.18647506,0.03836271,0.00000000
-4.66133067,1.73759198,0.18873598,1.30444309,0.16483630,0.19182811,0.03970585,0.00000000
-4.65532766,1.79859389,0.19402580,1.36031336,0.16116930,0.19755304,0.04127784,0.00000000
-4.64932466,1.86620517,0.20037668,1.42263680,0.15704103,0.20364471,0.04307614,0.00000000
-4.64332166,1.93916062,0.20777917,1.49014211,0.15248282,0.21008778,0.04509398,0.00000000
-4.63731866,2.01611001,0.21620294,1.56148418,0.14752841,0.21685659,0.04732029,0.00000000
-4.63131566,2.09563929,0.22559662,1.63526555,0.14221408,0.22391522,0.04973979,0.00000000
-4.62531266,2.17629456,0.23588822,1.71006021,0.13657880,0.23121781,0.05233318,0.00000000
-4.61930965,2.25660814,0.24698599,1.78443933,0.13066419,0.23870923,0.05507744,0.00000000
-4.61330665,2.33512611,0.25877990,1.85699807,0.12451449,0.24632586,0.05794616,0.00000000
-4.60730365,2.41043626,0.27114343,1.92638267,0.11817625,0.25399673,0.06091002,0.00000000
-4.60130065,2.48119576,0.28393587,1.99131705,0.11169795,0.26164474,0.06393725,0.00000000
-4.59529765,2.54615743,0.29700492,2.05062769,0.10512945,0.26918817,0.06699422,0.00000000
-4.58929465,2.60419372,0.31018957,2.10326632,0.09852132,0.27654225,0.07004597,0.00000000
-4.58329165,2.65431770,0.32332317,2.14832925,0.09192402,0.28362086,0.07305683,0.00000000
-4.57728864,2.69570019,0.33623663,2.18507286,0.08538707,0.29033834,0.07599101,0.00000000
-4.57128564,2.72768261,0.34876166,2.21292474,0.07895815,0.29661123,0.07881318,0.00000000
-4.56528264,2.74978504,0.36073392,2.23148999,0.07268218,0.30235999,0.08148903,0.00000000
-4.55927964,2.76170947,0.37199612,2.24055270,0.06660054,0.30751068,0.08398585,0.00000000
-4.55327664,2.76333816,0.38240082,2.24007264,0.06075032,0.31199639,0.08627298,0.00000000
-4.54727364,2.75472729,0.39181303,2.23017735,0.05516364,0.31575851,0.08832231,0.00000000
-4.54127064,2.73609641,0.40011244,2.21115012,0.04986728,0.31874777,0.09010868,0.00000000
-4.53526763,2.70781414,0.40719528,2.18341444,0.04488231,0.32092490,0.09161025,0.00000000
-4.52926463,2.67038077,0.41297578,2.14751557,0.04022400,0.32226112,0.09280874,0.00000000
-4.52326163,2.62440863,0.41738719,2.10410011,0.03590184,0.32273816,0.09368975,0.00000000
-4.51725863,2.57060091,0.42038242,2.05389424,0.03191980,0.32234810,0.09424288,0.00000000
-4.51125563,2.50972988,0.42193422,1.99768163,0.02827667,0.32109288,0.09446188,0.00000000
-4.50525263,2.44261525,0.42203513,1.93628162,0.02496656,0.31898358,0.09434470,0.00000000
-4.49924962,2.37010347,0.42069696,1.87052863,0.02197951,0.31603959,0.09389351,0.00000000
-4.49324662,2.29304860,0.41795014,1.80125317,0.01930213,0.31228756,0.09311469,0.00000000
-4.48724362,2.21229542,0.41384283,1.72926523,0.01691835,0.30776045,0.09201870,0.00000000
-4.48124062,2.12866506,0.40843989,1.65534020,0.01481013,0.30249652,0.09061999,0.00000000
-4.47523762,2.04294353,0.40182176,1.58020772,0.01295818,0.29653848,0.08893687,0.00000000
-4.46923462,1.95587332,0.39408331,1.50454350,0.01134268,0.28993277,0.08699127,0.00000000
-4.46323162,1.86814785,0.38533270,1.42896401,0.00994390,0.28272901,0.08480855,0.00000000
-4.45722861,1.78040883,0.37569013,1.35402398,0.00874280,0.27497971,0.08241719,0.00000000
-4.45122561,1.69324596,0.36528667,1.28021627,0.00772154,0.26674014,0.07984855,0.00000000
-4.44522261,1.60719886,0.35426302,1.20797382,0.00686394,0.25806843,0.07713649,0.00000000
-4.43921961,1.52276035,0.34276816,1.13767327,0.00615582,0.24902570,0.07431696,0.00000000
-4.43321661,1.44038090,0.33095796,1.06963959,0.00558532,0.23967647,0.07142764,0.00000000
-4.42721361,1.36047340,0.31899355,1.00415141,0.00514306,0.23008885,0.06850736,0.00000000
-4.42121061,1.28341791,0.30703954,0.94144650,0.00482236,0.22033491,0.06559564,0.00000000
-4.41520760,1.20956577,0.29526197,0.88172692,0.00461926,0.21049077,0.06273208,0.00000000
-4.40920460,1.13924277,0.28382610,0.82516363,0.00453260,0.20063657,0.05995573,0.00000000
-4.40320160,1.07275105,0.27289388,0.77190014,0.00456390,0.19085624,0.05730444,0.00000000
-4.39719860,1.01036963,0.26262125,0.72205520,0.00471735,0.18123695,0.05481418,0.00000000
-4.39119560,0.95235344,0.25315530,0.67572433,0.00499959,0.17186834,0.05251835,0.00000000
-4.38519260,0.89893116,0.24463142,0.63298032,0.00541956,0.16284147,0.05044713,0.00000000
-4.37918959,0.85030181,0.23717038,0.59387293,0.00598819,0.15424751,0.04862681,0.00000000
-4.37318659,0.80663077,0.23087570,0.55842778,0.00671807,0.14617628,0.04707926,0.00000000
-4.36718359,0.76804528,0.22583122,0.52664501,0.00762310,0.13871461,0.04582142,0.00000000
-4.36118059,0.73463020,0.22209917,0.49849776,0.00871802,0.13194462,0.04486493,0.00000000
-4.35517759,0.70642417,0.21971870,0.47393098,0.01001787,0.12594207,0.04421585,0.00000000
-4.34917459,0.68341688,0.21870515,0.45286079,0.01153749,0.12077473,0.04387458,0.00000000
-4.34317159,0.66554756,0.21904994,0.43517472,0.01329084,0.11650085,0.04383593,0.00000000
-4.33716858,0.65270520,0.22072130,0.42073290,0.01529045,0.11316793,0.04408926,0.00000000
-4.33116558,0.64473047,0.22366575,0.40937045,0.01754666,0.11081166,0.04461892,0.00000000
-4.32516258,0.64141962,0.22781025,0.40090110,0.02006707,0.10945517,0.04540476,0.00000000
-4.31915958,0.64253005,0.23306512,0.39512185,0.02285590,0.10910855,0.04642278,0.00000000
-4.31315658,0.64778756,0.23932738,0.39181865,0.02591344,0.10976880,0.04764593,0.00000000
-4.30715358,0.65689494,0.24648457,0.39077281,0.02923563,0.11141991,0.04904500,0.00000000
