energy_ev,total_up,C_s_up,C_p_up,Li_s_up,Re_p_up,Re_d_up,Se_s_up,Se_p_up
-5.74187094,6.12156904,0.03991689,0.92699957,0.18573975,3.13532942,2.65587089,0.07921856,2.64579752
-5.73586793,6.08987869,0.03938788,0.91064480,0.18843360,3.08274438,2.65009827,0.07877193,2.64093389
-5.72986493,6.04860670,0.03880796,0.89258387,0.19075017,3.02635063,2.63930472,0.07819642,2.63194796
-5.72386193,5.99829994,0.03817368,0.87320742,0.19263431,2.96694679,2.62370763,0.07750233,2.61879047
-5.71785893,5.93959589,0.03748202,0.85291652,0.19403417,2.90535343,2.60356801,0.07670193,2.60146154
-5.71185593,5.87321176,0.03673072,0.83211102,0.19490313,2.84239084,2.57918516,0.07580925,2.58001611
-5.70585293,5.79993335,0.03591859,0.81117840,0.19520174,2.77885800,2.55089161,0.07483972,2.55456842
-5.69984992,5.72060425,0.03504579,0.79048348,0.19489951,2.71551357,2.51904888,0.07380987,2.52529526
-5.69384692,5.63611575,0.03411406,0.77035944,0.19397659,2.65305947,2.48404395,0.07273693,2.49243804
-5.68784392,5.54739762,0.03312689,0.75110034,0.19242509,2.59212772,2.44628665,0.07163844,2.45630347
-5.68184092,5.45541005,0.03208961,0.73295539,0.19025018,2.53327060,2.40620797,0.07053190,2.41726275
-5.67583792,5.36113668,0.03100947,0.71612510,0.18747066,2.47695441,2.36425920,0.06943439,2.37574939
-5.66983492,5.26557865,0.02989558,0.70075935,0.18411923,2.42355685,2.32091162,0.06836221,2.33225545
-5.66383192,5.16974955,0.02875880,0.68695728,0.18024215,2.37336754,2.27665666,0.06733066,2.28732647
-5.65782891,5.07467096,0.02761159,0.67476899,0.17589855,2.32659172,2.23200623,0.06635372,2.24155486
-5.65182591,4.98136845,0.02646779,0.66419875,0.17115921,2.28335646,2.18749288,0.06544392,2.19557227
-5.64582291,4.89086764,0.02534234,0.65520968,0.16610495,2.24371900,2.14366960,0.06461223,2.15004063
-5.63981991,4.80419009,0.02425097,0.64772938,0.16082477,2.20767670,2.10110889,0.06386792,2.10564254
-5.63381691,4.72234882,0.02320989,0.64165644,0.15541354,2.17517808,2.06040099,0.06321863,2.06307081
-5.62781391,4.64634312,0.02223542,0.63686739,0.14996973,2.14613433,2.02215098,0.06267034,2.02301765
-5.62181091,4.57715261,0.02134366,0.63322380,0.14459289,2.12043093,1.98697461,0.06222746,1.98616372
-5.61580790,4.51573023,0.02055022,0.63057928,0.13938124,2.09793883,1.95549281,0.06189296,1.95316722
-5.60980490,4.46299426,0.01986983,0.62878595,0.13442935,2.07852474,1.92832474,0.06166848,1.92465332
-5.60380190,4.41981911,0.01931613,0.62770038,0.12982600,2.06206028,1.90607952,0.06155444,1.90120412
-5.59779890,4.38702511,0.01890144,0.62718849,0.12565233,2.04842966,1.88934663,0.06155023,1.88334947
-5.59179590,4.36536720,0.01863656,0.62712951,0.12198023,2.03753557,1.87868513,0.06165433,1.87155856
-5.58579290,4.35552283,0.01853061,0.62741880,0.11887121,2.02930344,1.87461196,0.06186444,1.86623276
-5.57978989,4.35807928,0.01859097,0.62796945,0.11637548,2.02368363,1.87758953,0.06217760,1.86769961
-5.57378689,4.37352070,0.01882320,0.62871282,0.11453155,2.02065202,1.88801299,0.06259032,1.87620813
-5.56778389,4.40221539,0.01923105,0.62959792,0.11336610,2.02020873,1.90619758,0.06309865,1.89192560
-5.56178089,4.44440390,0.01981648,0.63059000,0.11289422,2.02237549,1.93236652,0.06369832,1.91493586
-5.55577789,4.50018833,0.02057969,0.63166830,0.11311998,2.02719172,1.96663987,0.06438476,1.94523915
-5.54977489,4.56952378,0.02151929,0.63282332,0.11403719,2.03470977,2.00902494,0.06515324,1.98275366
-5.54377189,4.65221235,0.02263237,0.63405386,0.11563044,2.04498958,2.05940882,0.06599892,2.02731861
-5.53776888,4.74790036,0.02391464,0.63536389,0.11787631,2.05809318,2.11755331,0.06691698,2.07869914
-5.53176588,4.85607948,0.02536063,0.63675972,0.12074461,2.07407940,2.18309295,0.06790270,2.13659269
-5.52576288,4.97609180,0.02696385,0.63824744,0.12419981,2.09299898,2.25553622,0.06895157,2.20063692
-5.51975988,5.10713946,0.02871693,0.63983096,0.12820235,2.11489055,2.33427038,0.07005940,2.27041899
-5.51375688,5.24829842,0.03061186,0.64151063,0.13271003,2.13977740,2.41856979,0.07122248,2.34548588
-5.50775388,5.39853637,0.03264011,0.64328265,0.13767922,2.16766531,2.50760790,0.07243765,2.42535556
-5.50175088,5.55673407,0.03479283,0.64513908,0.14306602,2.19854139,2.60047239,0.07370242,2.50952844
-5.49574787,5.72170938,0.03706091,0.64706851,0.14882726,2.23237370,2.69618329,0.07501505,2.59749882
-5.48974487,5.89224292,0.03943516,0.64905732,0.15492120,2.26911158,2.79371325,0.07637459,2.68876568
-5.48374187,6.06710409,0.04190632,0.65109124,0.16130821,2.30868637,2.89200951,0.07778089,2.78284231
-5.47773887,6.24507619,0.04446510,0.65315713,0.16795099,2.35101215,2.99001648,0.07923453,2.87926424
-5.47173587,6.42497908,0.04710216,0.65524477,0.17481476,2.39598615,3.08669822,0.08073673,2.97759494
-5.46573287,6.60568829,0.04980805,0.65734837,0.18186703,2.44348859,3.18105970,0.08228914,3.07742881
-5.45972986,6.78614900,0.05257309,0.65946778,0.18907728,2.49338157,3.27216618,0.08389365,3.17839118
-5.45372686,6.96538434,0.05538720,0.66160907,0.19641632,2.54550681,3.35915963,0.08555199,3.28013510
-5.44772386,7.14249701,0.05823976,0.66378441,0.20385554,2.59968214,3.44127167,0.08726548,3.38233485
-5.44172086,7.31666419,0.06111934,0.66601126,0.21136602,2.65569686,3.51783251,0.08903449,3.48467652
-5.43571786,7.48712587,0.06401350,0.66831078,0.21891750,2.71330594,3.58827545,0.09085810,3.58684582
-5.42971486,7.65316714,0.06690856,0.67070547,0.22647742,2.77222355,3.65213715,0.09273358,3.68851398
-5.42371186,7.81409581,0.06978940,0.67321626,0.23400989,2.83211630,3.70905359,0.09465597,3.78932235
-5.41770885,7.96921658,0.07263926,0.67585915,0.24147483,2.89259664,3.75875235,0.09661765,3.88886673
-5.41170585,8.11780390,0.07543963,0.67864157,0.24882728,2.95321721,3.80104182,0.09860799,3.98668257
-5.40570285,8.25907546,0.07817014,0.68155876,0.25601684,3.01346668,3.83579820,0.10061308,4.08223213
-5.39969985,8.39216862,0.08080865,0.68459039,0.26298748,3.07276782,3.86295132,0.10261554,4.17489469
-5.39369685,8.51612197,0.08333127,0.68769772,0.26967760,3.13047836,3.88247027,0.10459450,4.26396100
-5.38769385,8.62986411,0.08571265,0.69082145,0.27602046,3.18589513,3.89435005,0.10652567,4.34863279
-5.38169085,8.73221127,0.08792620,0.69388057,0.28194490,3.23826192,3.89860008,0.10838161,4.42802797
-5.37568784,8.82187515,0.08994458,0.69677235,0.28737648,3.28678108,3.89523563,0.11013209,4.50119211
-5.36968484,8.89748155,0.09174014,0.69937353,0.29223887,3.33062890,3.88427263,0.11174468,4.56711604
-5.36368184,8.95759997,0.09328559,0.70154276,0.29645561,3.36897448,3.86572647,0.11318543,4.62475944
-5.35767884,9.00078332,0.09455461,0.70312435,0.29995202,3.40100148,3.83961482,0.11441969,4.67307968
-5.35167584,9.02561662,0.09552263,0.70395301,0.30265737,3.42593204,3.80596426,0.11541304,4.71106484
-5.34567284,9.03077240,0.09616751,0.70385966,0.30450708,3.44305201,3.76482035,0.11613229,4.73776971
-5.33966983,9.01507052,0.09647036,0.70267784,0.30544499,3.45173626,3.71626034,0.11654656,4.75235304
-5.33366683,8.97753921,0.09641624,0.70025059,0.30542555,3.45147301,3.66040760,0.11662825,4.75411424
-5.32766383,8.91747418,0.09599479,0.69643735,0.30441580,3.44188602,3.59744659,0.11635414,4.74252793
-5.32166083,8.83449254,0.09520080,0.69112070,0.30239720,3.42275340,3.52763724,0.11570627,4.71727418
-5.31565783,8.72857838,0.09403470,0.68421241,0.29936706,3.39402215,3.45132759,0.11467276,4.67826309
-5.30965483,8.60011721,0.09250279,0.67565868,0.29533959,3.35581751,3.36896342,0.11324850,4.62565206
-5.30365183,8.44991696,0.09061741,0.66544419,0.29034653,3.30844663,3.28109418,0.11143563,4.55985484
-5.29764882,8.27921420,0.08839689,0.65359486,0.28443727,3.25239625,3.18837433,0.10924380,4.48154155
-5.29164582,8.08966442,0.08586531,0.64017902,0.27767844,3.18832427,3.09155979,0.10669026,4.39162955
-5.28564282,7.88331684,0.08305210,0.62530713,0.27015306,3.11704576,2.99149937,0.10379966,4.29126542
-5.27963982,7.66257428,0.07999145,0.60912993,0.26195912,3.03951373,2.88912146,0.10060372,4.18179864
-5.27363682,7.43014007,0.07672160,0.59183518,0.25320774,2.95679567,2.78541643,0.09714058,4.06474827
-5.26763382,7.18895405,0.07328399,0.57364315,0.24402097,2.87004694,2.68141565,0.09345407,3.94176405
-5.26163082,6.94212076,0.06972233,0.55480103,0.23452920,2.78048188,2.57816807,0.08959273,3.81458352
-5.25562781,6.69283282,0.06608155,0.53557658,0.22486841,2.68934431,2.47671553,0.08560876,3.68498729
-5.24962481,6.44429286,0.06240688,0.51625128,0.21517716,2.59787809,2.37806805,0.08155690,3.55475405
-5.24362181,6.19963721,0.05874276,0.49711323,0.20559362,2.50729934,2.28318014,0.07749316,3.42561748
-5.23761881,5.96186438,0.05513195,0.47845014,0.19625257,2.41877085,2.19292940,0.07347370,3.29922629
-5.23161581,5.73377062,0.05161467,0.46054253,0.18728258,2.33337976,2.10809822,0.06955358,3.17710921
-5.22561281,5.51789484,0.04822782,0.44365755,0.17880329,2.25211874,2.02935914,0.06578569,3.06064549
-5.21960980,5.31647399,0.04500441,0.42804336,0.17092303,2.17587124,1.95726460,0.06221968,2.95104196
-5.21360680,5.13140978,0.04197303,0.41392434,0.16373677,2.10540056,1.89224095,0.05890106,2.84931667
-5.20760380,4.96424664,0.03915756,0.40149711,0.15732437,2.04134286,1.83458682,0.05587041,2.75628920
-5.20160080,4.81616069,0.03657698,0.39092744,0.15174927,1.98420355,1.78447546,0.05316269,2.67257712
-5.19559780,4.68795854,0.03424532,0.38234794,0.14705760,1.93435684,1.74196054,0.05080673,2.59859808
-5.18959480,4.58008488,0.03217178,0.37585666,0.14327769,1.89204776,1.70698478,0.04882484,2.53457671
-5.18359180,4.49263741,0.03036089,0.37151634,0.14041998,1.85739624,1.67939077,0.04723252,2.48055533
-5.17758879,4.42538753,0.02881287,0.36935432,0.13847745,1.83040286,1.65893316,0.04603837,2.43640774
-5.17158579,4.37780558,0.02752397,0.36936318,0.13742628,1.81095566,1.64529150,0.04524406,2.40185501
-5.16558279,4.34908921,0.02648693,0.37150183,0.13722705,1.79883799,1.63808335,0.04484440,2.37648272
-5.15957979,4.33819412,0.02569146,0.37569711,0.13782619,1.79373706,1.63687689,0.04482762,2.35975894
-5.15357679,4.34386619,0.02512476,0.38184593,0.13915779,1.79525316,1.64120289,0.04517560,2.35105248
-5.14757379,4.36467471,0.02477203,0.38981782,0.14114567,1.80290958,1.65056578,0.04586434,2.34965117
-5.14157079,4.39904626,0.02461703,0.39945789,0.14370569,1.81616330,1.66445366,0.04686445,2.35477999
-5.13556778,4.44529918,0.02464255,0.41059021,0.14674828,1.83441651,1.68234736,0.04814179,2.36561893
-5.12956478,4.50167843,0.02483094,0.42302160,0.15018096,1.85702896,1.70372861,0.04965813,2.38132061
-5.12356178,4.56639078,0.02516456,0.43654566,0.15391107,1.88333116,1.72808739,0.05137197,2.40102757
-5.11755878,4.63763992,0.02562620,0.45094715,0.15784831,1.91263833,1.75492857,0.05323938,2.42388918
-5.11155578,4.71366120,0.02619949,0.46600644,0.16190727,1.94426470,1.78377803,0.05521499,2.44907809
-5.10555278,4.79275520,0.02686918,0.48150406,0.16600962,1.97753795,1.81418804,0.05725289,2.47580572
-5.09954977,4.87331934,0.02762147,0.49722514,0.17008610,2.01181309,1.84574204,0.05930767,2.50333676
-5.09354677,4.95387642,0.02844415,0.51296359,0.17407805,2.04648548,1.87805858,0.06133544,2.53100196
-5.08754377,5.03309903,0.02932674,0.52852589,0.17793843,2.08100203,1.91079421,0.06329474,2.55820870
-5.08154077,5.10982856,0.03026056,0.54373430,0.18163242,2.11487024,1.94364514,0.06514749,2.58444905
-5.07553777,5.18308769,0.03123862,0.55842943,0.18513730,2.14766436,1.97634741,0.06685976,2.60930445
-5.06953477,5.25208571,0.03225559,0.57247199,0.18844184,2.17902840,2.00867530,0.06840246,2.63244688
-5.06353177,5.31621581,0.03330748,0.58574364,0.19154509,2.20867558,2.04043803,0.06975187,2.65363625
-5.05752876,5.37504455,0.03439146,0.59814710,0.19445461,2.23638435,2.07147457,0.07088999,2.67271375
-5.05152576,5.42829361,0.03550545,0.60960530,0.19718430,2.26199110,2.10164678,0.07180470,2.68959170
-5.04552276,5.47581489,0.03664775,0.62005990,0.19975185,2.28538004,2.13083111,0.07248976,2.70424003
-5.03951976,5.51756022,0.03781665,0.62946913,0.20217604,2.30647097,2.15890940,0.07294455,2.71667028
-5.03351676,5.55354754,0.03900997,0.63780526,0.20447397,2.32520578,2.18575920,0.07317377,2.72691805
-5.02751376,5.58382576,0.04022471,0.64505187,0.20665834,2.34153462,2.21124434,0.07318681,2.73502487
-5.02151076,5.60844048,0.04145664,0.65120101,0.20873510,2.35540291,2.23520654,0.07299717,2.74102075
-5.01550775,5.62740307,0.04270005,0.65625073,0.21070151,2.36674011,2.25745861,0.07262167,2.74490866
-5.00950475,5.64066532,0.04394753,0.66020282,0.21254467,2.37545123,2.27778016,0.07207968,2.74665191
-5.00350175,5.64810143,0.04518990,0.66306128,0.21424085,2.38141182,2.29591601,0.07139224,2.74616561
-4.99749875,5.64949895,0.04641618,0.66483134,0.21575544,2.38446697,2.31157811,0.07058135,2.74331275
-4.99149575,5.64455940,0.04761373,0.66551924,0.21704370,2.38443456,2.32445071,0.06966911,2.73790542
-4.98549275,5.63290884,0.04876853,0.66513276,0.21805222,2.38111267,2.33419908,0.06867715,2.72971126
-4.97948974,5.61411787,0.04986545,0.66368239,0.21872108,2.37429079,2.34048122,0.06762598,2.71846486
-4.97348674,5.58772985,0.05088878,0.66118313,0.21898652,2.36376424,2.34296219,0.06653457,2.70388349
-4.96748374,5.55329580,0.05182262,0.65765670,0.21878399,2.34935081,2.34133025,0.06541998,2.68568624
-4.96148074,5.51041358,0.05265149,0.65313400,0.21805156,2.33090872,2.33531401,0.06429715,2.66361546
-4.95547774,5.45876900,0.05336085,0.64765771,0.21673324,2.30835456,2.32469949,0.06317881,2.63745914
-4.94947474,5.39817618,0.05393760,0.64128475,0.21478226,2.28168023,2.30934629,0.06207542,2.60707278
-4.94347174,5.32861451,0.05437062,0.63408846,0.21216399,2.25096761,2.28920171,0.06099533,2.57239944
-4.93746873,5.25025991,0.05465114,0.62616039,0.20885836,2.21640000,2.26431209,0.05994488,2.53348662
-4.93146573,5.16350830,0.05477307,0.61761139,0.20486174,2.17826959,2.23483063,0.05892864,2.49049893
-4.92546273,5.06898967,0.05473325,0.60857218,0.20018803,2.13698022,2.20102117,0.05794968,2.44372555
-4.91945973,4.96757176,0.05453155,0.59919306,0.19486902,2.09304530,2.16325762,0.05700985,2.39358210
-4.91345673,4.86035290,0.05417086,0.58964284,0.18895392,2.04708051,2.12201898,0.05611007,2.34060651
-4.90745373,4.74864412,0.05365704,0.58010702,0.18250826,1.99979182,2.07788016,0.05525062,2.28544904
-4.90145073,4.63394119,0.05299865,0.57078516,0.17561192,1.95195896,2.03149884,0.05443146,2.22885680
-4.89544772,4.51788774,0.05220673,0.56188750,0.16835681,1.90441499,1.98359896,0.05365244,2.17165338
-4.88944472,4.40223102,0.05129443,0.55363095,0.16084386,1.85802290,1.93495154,0.05291354,2.11471445
-4.88344172,4.28877203,0.05027661,0.54623448,0.15317991,1.81364994,1.88635351,0.05221511,2.05894046
-4.87743872,4.17931217,0.04916939,0.53991396,0.14547434,1.77214073,1.83860528,0.05155793,2.00522735
-4.87143572,4.07559825,0.04798976,0.53487676,0.13783571,1.73429012,1.79248810,0.05094337,1.95443676
-4.86543272,3.97926831,0.04675507,0.53131597,0.13036856,1.70081693,1.74874174,0.05037341,1.90736674
-4.85942971,3.89179982,0.04548267,0.52940460,0.12317052,1.67233928,1.70804335,0.04985060,1.86472411
-4.85342671,3.81446258,0.04418949,0.52928989,0.11632971,1.64935270,1.67098826,0.04937803,1.82709974
-4.84742371,3.74827760,0.04289167,0.53108784,0.10992262,1.63221168,1.63807312,0.04895916,1.79494751
-4.84142071,3.69398372,0.04160427,0.53487819,0.10401259,1.62111544,1.60968212,0.04859767,1.76856775
-4.83541771,3.65201295,0.04034102,0.54070015,0.09864867,1.61609854,1.58607652,0.04829724,1.74809605
-4.82941471,3.62247556,0.03911406,0.54854893,0.09386513,1.61702665,1.56738788,0.04806129,1.73349759
-4.82341171,3.60515543,0.03793387,0.55837339,0.08968146,1.62359799,1.55361526,0.04789273,1.72456740
-4.81740870,3.59951604,0.03680910,0.57007493,0.08610282,1.63535035,1.54462632,0.04779367,1.72093667
-4.81140570,3.60471684,0.03574655,0.58350777,0.08312097,1.65167363,1.54016250,0.04776519,1.72208474
-4.80540270,3.61963980,0.03475121,0.59848076,0.08071548,1.67182777,1.53984800,0.04780711,1.72735662
-4.79939970,3.64292523,0.03382627,0.61476070,0.07885532,1.69496531,1.54320239,0.04791783,1.73598533
-4.79339670,3.67301581,0.03297325,0.63207723,0.07750061,1.72015813,1.54965644,0.04809417,1.74711829
-4.78739370,3.70820728,0.03219213,0.65012915,0.07660453,1.74642733,1.55857072,0.04833140,1.75984695
-4.78139070,3.74670434,0.03148151,0.66859203,0.07611526,1.77277526,1.56925631,0.04862322,1.77323841
-4.77538769,3.78667946,0.03083883,0.68712698,0.07597800,1.79821864,1.58099698,0.04896188,1.78636799
-4.76938469,3.82633286,0.03026055,0.70539010,0.07613684,1.82182135,1.59307221,0.04933841,1.79835144
-4.76338169,3.86395114,0.02974237,0.72304259,0.07653656,1.84272583,1.60477992,0.04974288,1.80837561
-4.75737869,3.89796265,0.02927945,0.73976083,0.07712425,1.86018179,1.61545854,0.05016471,1.81572635
-4.75137569,3.92698745,0.02886662,0.75524628,0.07785070,1.87357107,1.62450728,0.05059304,1.81981262
-4.74537269,3.94987989,0.02849850,0.76923479,0.07867164,1.88242783,1.63140409,0.05101716,1.82018582
-4.73936968,3.96576243,0.02816975,0.78150480,0.07954858,1.88645312,1.63572053,0.05142688,1.81655364
-4.73336668,3.97404930,0.02787509,0.79188426,0.08044953,1.88552336,1.63713323,0.05181294,1.80878796
-4.72736368,3.97445922,0.02760945,0.80025591,0.08134936,1.87969252,1.63543125,0.05216736,1.79692652
-4.72136068,3.96701684,0.02736802,0.80656064,0.08222988,1.86918775,1.63051948,0.05248370,1.78116835
-4.71535768,3.95204293,0.02714625,0.81079883,0.08307974,1.85439895,1.62241772,0.05275732,1.76186329
-4.70935468,3.93013376,0.02693987,0.81302954,0.08389403,1.83586253,1.61125565,0.05298547,1.73949604
-4.70335168,3.90213064,0.02674486,0.81336757,0.08467369,1.81424018,1.59726408,0.05316737,1.71466551
-4.69734867,3.86908090,0.02655740,0.81197841,0.08542475,1.79029344,1.58076257,0.05330408,1.68806020
-4.69134567,3.83219176,0.02637384,0.80907129,0.08615738,1.76485510,1.56214430,0.05339838,1.66043085
-4.68534267,3.79277906,0.02619066,0.80489058,0.08688492,1.73879850,1.54185850,0.05345449,1.63256114
-4.67933967,3.75221261,0.02600444,0.79970574,0.08762273,1.71300577,1.52039137,0.05347770,1.60523783
-4.67333667,3.71186041,0.02581180,0.79380040,0.08838710,1.68833627,1.49824608,0.05347399,1.57922120
-4.66733367,3.67303362,0.02560944,0.78746071,0.08919414,1.66559622,1.47592267,0.05344957,1.55521700
-4.66133067,3.63693439,0.02539413,0.78096365,0.09005872,1.64551043,1.45389864,0.05341036,1.53385074
-4.65532766,3.60460844,0.02516275,0.77456569,0.09099348,1.62869721,1.43261089,0.05336157,1.51564525
-4.64932466,3.57690403,0.02491235,0.76849223,0.09200803,1.61564713,1.41243967,0.05330724,1.50100220
-4.64332166,3.55443883,0.02464021,0.76292828,0.09310821,1.60670616,1.39369524,0.05324982,1.49018809
-4.63731866,3.53757593,0.02434394,0.75801088,0.09429561,1.60206395,1.37660758,0.05318993,1.48332520
-4.63131566,3.52640978,0.02402155,0.75382340,0.09556724,1.60174723,1.36131962,0.05312612,1.48038760
-4.62531266,3.52076272,0.02367155,0.75039222,0.09691545,1.60561879,1.34788425,0.05305481,1.48120250
-4.61930965,3.52019213,0.02329305,0.74768578,0.09832801,1.61338191,1.33626509,0.05297031,1.48545659
-4.61330665,3.52400812,0.02288584,0.74561616,0.09978849,1.62458999,1.32634116,0.05286505,1.49270733
-4.60730365,3.53130101,0.02245045,0.74404305,0.10127682,1.63866134,1.31791515,0.05272985,1.50239871
-4.60130065,3.54097778,0.02198820,0.74278009,0.10277002,1.65489838,1.31072495,0.05255435,1.51388088
-4.59529765,3.55180606,0.02150126,0.74160319,0.10424313,1.67251085,1.30445804,0.05232753,1.52643309
-4.58929465,3.56246410,0.02099267,0.74026058,0.10567029,1.69064215,1.29876813,0.05203833,1.53928913
-4.58329165,3.57159480,0.02046631,0.73848406,0.10702594,1.70839816,1.29329333,0.05167626,1.55166431
-4.57728864,3.57786182,0.01992687,0.73600105,0.10828599,1.72487737,1.28767513,0.05123205,1.56278326
-4.57128564,3.58000545,0.01937983,0.73254684,0.10942912,1.73920159,1.28157740,0.05069829,1.57190742
-4.56528264,3.57689630,0.01883140,0.72787662,0.11043795,1.75054601,1.27470455,0.05006998,1.57836136
-4.55927964,3.56758444,0.01828837,0.72177668,0.11130012,1.75816769,1.26681809,0.04934502,1.58155698
-4.55327664,3.55134213,0.01775807,0.71407429,0.11200924,1.76143156,1.25775081,0.04852459,1.58101479
-4.54727364,3.52769853,0.01724818,0.70464602,0.11256560,1.75983284,1.24741805,0.04761333,1.57638138
-4.54127064,3.49646478,0.01676666,0.69342398,0.11297665,1.75301530,1.23582538,0.04661945,1.56744274
-4.53526763,3.45774855,0.01632153,0.68039987,0.11325716,1.74078459,1.22307243,0.04555463,1.55413255
-4.52926463,3.41195750,0.01592070,0.66562673,0.11342910,1.72311616,1.20935261,0.04443379,1.53653561
-4.52326163,3.35979134,0.01557186,0.64921823,0.11352117,1.70015758,1.19494869,0.04327467,1.51488592
-4.51725863,3.30222303,0.01528223,0.63134581,0.11356801,1.67222511,1.18022436,0.04209732,1.48955977
-4.51125563,3.24046965,0.01505840,0.61223360,0.11360906,1.63979468,1.16561216,0.04092344,1.46106400
-4.50525263,3.17595434,0.01490617,0.59215159,0.11368725,1.60348770,1.15159808,0.03977570,1.43001989
-4.49924962,3.11026061,0.01483035,0.57140722,0.11384738,1.56405214,1.13870372,0.03867694,1.39714340
-4.49324662,3.04508099,0.01483465,0.55033589,0.11413432,1.52233977,1.12746649,0.03764939,1.36322246
