energy_ev,total_up,Rh_p_up,Rh_d_up,Sb_p_up,Sb_d_up,Se_s_up,Se_p_up
-5.84992496,2.95636171,1.19915565,1.64133059,0.33512792,0.01378149,0.02563226,1.05984263
-5.84392196,2.91651522,1.16509303,1.61573289,0.31860849,0.01352063,0.02538463,1.05933546
-5.83791896,2.88522769,1.13336795,1.59597339,0.30463144,0.01328792,0.02520549,1.06028867
-5.83191596,2.86293379,1.10422823,1.58237182,0.29326334,0.01308658,0.02509586,1.06276870
-5.82591296,2.84975742,1.07782080,1.57505864,0.28452213,0.01291877,0.02505451,1.06674445
-5.81990995,2.84551995,1.05419514,1.57397935,0.27838235,0.01278558,0.02507811,1.07208790
-5.81390695,2.84975942,1.03331011,1.57890507,0.27478079,0.01268708,0.02516145,1.07857910
-5.80790395,2.86175978,1.01504374,1.58944904,0.27362243,0.01262243,0.02529768,1.08591545
-5.80190095,2.88058895,0.99920551,1.60508827,0.27478625,0.01258998,0.02547870,1.09372478
-5.79589795,2.90514408,0.98555037,1.62518935,0.27813077,0.01258747,0.02569548,1.10158187
-5.78989495,2.93420189,0.97379401,1.64903743,0.28349918,0.01261218,0.02593850,1.10902735
-5.78389195,2.96647200,0.96362843,1.67586704,0.29072383,0.01266120,0.02619807,1.11558833
-5.77788894,3.00065083,0.95473730,1.70489336,0.29963005,0.01273157,0.02646478,1.12079965
-5.77188594,3.03547369,0.94681027,1.73534279,0.31003938,0.01282055,0.02672980,1.12422472
-5.76588294,3.06976290,0.93955573,1.76648130,0.32177209,0.01292576,0.02698519,1.12547500
-5.75987994,3.10246979,0.93271150,1.79763965,0.33464908,0.01304540,0.02722417,1.12422717
-5.75387694,3.13270910,0.92605306,1.82823425,0.34849336,0.01317830,0.02744122,1.12023717
-5.74787394,3.15978426,0.91939915,1.85778316,0.36313105,0.01332407,0.02763225,1.11335052
-5.74187094,3.18320301,0.91261463,1.88591649,0.37839211,0.01348308,0.02779456,1.10350858
-5.73586793,3.20268290,0.90561074,1.91238119,0.39411090,0.01365648,0.02792682,1.09075039
-5.72986493,3.21814699,0.89834293,1.93704020,0.41012663,0.01384606,0.02802891,1.07521036
-5.72386193,3.22971047,0.89080665,1.95986629,0.42628379,0.01405419,0.02810177,1.05711183
-5.71785893,3.23765932,0.88303149,1.98093128,0.44243267,0.01428360,0.02814711,1.03675725
-5.71185593,3.24242248,0.87507417,2.00039144,0.45842990,0.01453722,0.02816721,1.01451534
-5.70585293,3.24453943,0.86701097,2.01846996,0.47413916,0.01481788,0.02816457,0.99080621
-5.69984992,3.24462503,0.85892992,2.03543762,0.48943191,0.01512814,0.02814165,0.96608513
-5.69384692,3.24333354,0.85092347,2.05159293,0.50418821,0.01546999,0.02810062,0.94082583
-5.68784392,3.24132393,0.84308182,2.06724253,0.51829759,0.01584466,0.02804308,0.91550432
-5.68184092,3.23922803,0.83548743,2.08268327,0.53165992,0.01625238,0.02796992,0.89058367
-5.67583792,3.23762325,0.82821077,2.09818657,0.54418620,0.01669225,0.02788111,0.86650076
-5.66983492,3.23701088,0.82130760,2.11398600,0.55579937,0.01716210,0.02777572,0.84365526
-5.66383192,3.23780094,0.81481770,2.13026844,0.56643500,0.01765843,0.02765182,0.82240123
-5.65782891,3.24030393,0.80876501,2.14716934,0.57604189,0.01817642,0.02750659,0.80304158
-5.65182591,3.24472952,0.80315917,2.16477189,0.58458271,0.01871000,0.02733646,0.78582535
-5.64582291,3.25119174,0.79799806,2.18311007,0.59203444,0.01925198,0.02713723,0.77094759
-5.63981991,3.25972002,0.79327122,2.20217513,0.59838883,0.01979420,0.02690435,0.75855158
-5.63381691,3.27027490,0.78896389,2.22192486,0.60365291,0.02032784,0.02663315,0.74873300
-5.62781391,3.28276711,0.78506124,2.24229485,0.60784926,0.02084364,0.02631914,0.74154543
-5.62181091,3.29707864,0.78155269,2.26321093,0.61101643,0.02133222,0.02595828,0.73700676
-5.61580790,3.31308401,0.77843586,2.28460163,0.61320906,0.02178444,0.02554725,0.73510586
-5.60980490,3.33067036,0.77572004,2.30640991,0.61449799,0.02219168,0.02508368,0.73580900
-5.60380190,3.34975477,0.77342890,2.32860298,0.61496997,0.02254619,0.02456639,0.73906552
-5.59779890,3.37029760,0.77160224,2.35117952,0.61472709,0.02284134,0.02399550,0.74481240
-5.59179590,3.39231061,0.77029678,2.37417359,0.61388576,0.02307191,0.02337257,0.75297745
-5.58579290,3.41585939,0.76958568,2.39765473,0.61257508,0.02323422,0.02270056,0.76348081
-5.57978989,3.44105954,0.76955708,2.42172394,0.61093457,0.02332632,0.02198387,0.77623497
-5.57378689,3.46806666,0.77031130,2.44650573,0.60911122,0.02334801,0.02122816,0.79114314
-5.56778389,3.49706058,0.77195712,2.47213628,0.60725582,0.02330087,0.02044026,0.80809640
-5.56178089,3.52822463,0.77460702,2.49874851,0.60551859,0.02318814,0.01962791,0.82696972
-5.55577789,3.56172106,0.77837159,2.52645459,0.60404420,0.02301465,0.01879954,0.84761740
-5.54977489,3.59766397,0.78335347,2.55532704,0.60296638,0.02278654,0.01796395,0.86986831
-5.54377189,3.63609144,0.78964074,2.58537946,0.60240221,0.02251107,0.01713009,0.89352132
-5.53776888,3.67693858,0.79730037,2.61654808,0.60244649,0.02219631,0.01630671,0.91834152
-5.53176588,3.72001312,0.80637177,2.64867536,0.60316627,0.02185081,0.01550209,0.94405748
-5.52576288,3.76497538,0.81686087,2.68149688,0.60459609,0.02148331,0.01472382,0.97036009
-5.51975988,3.81132398,0.82873496,2.71463241,0.60673397,0.02110238,0.01397859,0.99690310
-5.51375688,3.85838850,0.84191859,2.74758203,0.60953864,0.02071610,0.01327195,1.02330559
-5.50775388,3.90533014,0.85629079,2.77972808,0.61292813,0.02033182,0.01260830,1.04915653
-5.50175088,3.95115051,0.87168376,2.81034294,0.61677994,0.01995584,0.01199071,1.07402117
-5.49574787,3.99470903,0.88788328,2.83860295,0.62093290,0.01959328,0.01142099,1.09744927
-5.48974487,4.03474814,0.90463085,2.86360789,0.62519079,0.01924791,0.01089969,1.11898482
-5.48374187,4.06992583,0.92162748,2.88440562,0.62932754,0.01892203,0.01042620,1.13817684
-5.47773887,4.09885409,0.93853934,2.90002081,0.63309393,0.01861651,0.00999884,1.15459095
-5.47173587,4.12014177,0.95500476,2.90948672,0.63622564,0.01833079,0.00961508,1.16782108
-5.46573287,4.13244029,0.97064272,2.91187871,0.63845204,0.01806303,0.00927168,1.17750090
-5.45972986,4.13448993,0.98506222,2.90634800,0.63950573,0.01781019,0.00896489,1.18331452
-5.45372686,4.12516504,0.99787248,2.89215435,0.63913212,0.01756831,0.00869068,1.18500592
-5.44772386,4.10351609,1.00869342,2.86869606,0.63709876,0.01733273,0.00844494,1.18238675
-5.44172086,4.06880678,1.01716614,2.83553617,0.63320399,0.01709836,0.00822368,1.17534221
-5.43571786,4.02054472,1.02296291,2.79242364,0.62728450,0.01685995,0.00802320,1.16383476
-5.42971486,3.95850437,1.02579652,2.73930858,0.61922150,0.01661240,0.00784027,1.14790557
-5.42371186,3.88274141,1.02542838,2.67635097,0.60894526,0.01635107,0.00767227,1.12767367
-5.41770885,3.79359799,1.02167538,2.60392246,0.59643783,0.01607197,0.00751729,1.10333293
-5.41170585,3.69169886,1.01441511,2.52260134,0.58173376,0.01577206,0.00737419,1.07514700
-5.40570285,3.57793857,1.00358941,2.43316077,0.56491908,0.01544940,0.00724268,1.04344249
-5.39969985,3.45346055,0.98920614,2.33655100,0.54612838,0.01510329,0.00712333,1.00860075
-5.39369685,3.31962897,0.97133917,2.23387624,0.52554035,0.01473440,0.00701751,0.97104860
-5.38769385,3.17799464,0.95012669,2.12636721,0.50337192,0.01434477,0.00692740,0.93124828
-5.38169085,3.03025635,0.92576797,2.01535050,0.47987140,0.01393777,0.00685586,0.88968715
-5.37568784,2.87821933,0.89851869,1.90221587,0.45531085,0.01351809,0.00680637,0.84686746
-5.36968484,2.72375206,0.86868509,1.78838285,0.42997810,0.01309153,0.00678288,0.80329641
-5.36368184,2.56874333,0.83661715,1.67526759,0.40416876,0.01266488,0.00678969,0.75947691
-5.35767884,2.41506061,0.80270108,1.56425130,0.37817841,0.01224569,0.00683127,0.71589915
-5.35167584,2.26451112,0.76735134,1.45665103,0.35229541,0.01184202,0.00691213,0.67303321
-5.34567284,2.11880661,0.73100231,1.35369372,0.32679450,0.01146219,0.00703660,0.63132274
-5.33966983,1.97953264,0.69410008,1.25649405,0.30193123,0.01111451,0.00720872,0.59117984
-5.33366683,1.84812284,0.65709428,1.16603651,0.27793752,0.01080700,0.00743204,0.55298097
-5.32766383,1.72583866,0.62043037,1.08316194,0.25501834,0.01054710,0.00770950,0.51706406
-5.32166083,1.61375454,0.58454232,1.00855851,0.23334934,0.01034148,0.00804334,0.48372651
-5.31565783,1.51274849,0.54984600,0.94275712,0.21307572,0.01019579,0.00843494,0.45322414
-5.30965483,1.42349791,0.51673326,0.88613079,0.19431188,0.01011448,0.00888486,0.42577092
-5.30365183,1.34648015,0.48556683,0.83889781,0.17714200,0.01010066,0.00939276,0.40153934
-5.29764882,1.28197736,0.45667605,0.80112817,0.16162128,0.01015602,0.00995748,0.38066133
-5.29164582,1.23008520,0.43035351,0.77275267,0.14777780,0.01028075,0.01057709,0.36322969
-5.28564282,1.19072465,0.40685257,0.75357429,0.13561465,0.01047359,0.01124907,0.34929973
-5.27963982,1.16365651,0.38638573,0.74328125,0.12511251,0.01073183,0.01197043,0.33889138
-5.27363682,1.14849776,0.36912380,0.74146129,0.11623225,0.01105141,0.01273793,0.33199134
-5.26763382,1.14473944,0.35519588,0.74761664,0.10891765,0.01142710,0.01354833,0.32855543
-5.26163082,1.15176535,0.34468990,0.76117933,0.10309801,0.01185261,0.01439861,0.32851111
-5.25562781,1.16887106,0.33765380,0.78152635,0.09869073,0.01232083,0.01528623,0.33175992
-5.24962481,1.19528276,0.33409708,0.80799450,0.09560368,0.01282404,0.01620930,0.33818004
-5.24362181,1.23017560,0.33399271,0.83989453,0.09373739,0.01335414,0.01716684,0.34762875
-5.23761881,1.27269095,0.33727914,0.87652433,0.09298700,0.01390286,0.01815882,0.35994489
-5.23161581,1.32195246,0.34386251,0.91718116,0.09324408,0.01446204,0.01918627,0.37495121
-5.22561281,1.37708048,0.35361870,0.96117252,0.09439815,0.01502382,0.02025125,0.39245657
-5.21960980,1.43720476,0.36639529,1.00782583,0.09633804,0.01558083,0.02135670,0.41225804
-5.21360680,1.50147517,0.38201340,1.05649667,0.09895303,0.01612640,0.02250628,0.43414288
-5.20760380,1.56907048,0.40026930,1.10657566,0.10213388,0.01665465,0.02370403,0.45789026
-5.20160080,1.63920519,0.42093581,1.15749389,0.10577359,0.01716065,0.02495402,0.48327295
-5.19559780,1.71113441,0.44376365,1.20872701,0.10976814,0.01764044,0.02625990,0.51005880
-5.18959480,1.78415704,0.46848269,1.25979805,0.11401700,0.01809111,0.02762440,0.53801218
-5.18359180,1.85761740,0.49480327,1.31027888,0.11842361,0.01851076,0.02904885,0.56689527
-5.17758879,1.93090558,0.52241777,1.35979072,0.12289574,0.01889851,0.03053268,0.59646939
-5.17158579,2.00345677,0.55100247,1.40800346,0.12734577,0.01925439,0.03207297,0.62649632
-5.16558279,2.07474999,0.58021995,1.45463419,0.13169097,0.01957928,0.03366406,0.65673969
-5.15957979,2.14430631,0.60972207,1.49944497,0.13585370,0.01987478,0.03529731,0.68696647
-5.15357679,2.21168708,0.63915377,1.54223995,0.13976164,0.02014312,0.03696096,0.71694858
-5.14757379,2.27649231,0.66815752,1.58286209,0.14334805,0.02038699,0.03864008,0.74646470
-5.14157079,2.33835934,0.69637874,1.62118941,0.14655203,0.02060941,0.04031683,0.77530216
-5.13556778,2.39696213,0.72347191,1.65713118,0.14931886,0.02081359,0.04197066,0.80325903
-5.12956478,2.45201098,0.74910735,1.69062387,0.15160038,0.02100280,0.04357888,0.83014630
-5.12356178,2.50325295,0.77297859,1.72162715,0.15335544,0.02118023,0.04511724,0.85579012
-5.11755878,2.55047269,0.79480993,1.75011994,0.15455042,0.02134883,0.04656062,0.88003403
-5.11155578,2.59349362,0.81436407,1.77609658,0.15515974,0.02151129,0.04788388,0.90274103
-5.10555278,2.63217936,0.83144943,1.79956319,0.15516644,0.02166983,0.04906266,0.92379558
-5.09954977,2.66643497,0.84592681,1.82053427,0.15456267,0.02182621,0.05007424,0.94310517
-5.09354677,2.69620802,0.85771502,1.83902951,0.15335022,0.02198160,0.05089836,0.96060161
-5.08754377,2.72148899,0.86679522,1.85507092,0.15154085,0.02213656,0.05151790,0.97624171
-5.08154077,2.74231097,0.87321356,1.86868022,0.14915649,0.02229102,0.05191954,0.99000755
-5.07553777,2.75874838,0.87708189,1.87987664,0.14622931,0.02244423,0.05209418,1.00190591
-5.06953477,2.77091450,0.87857641,1.88867490,0.14280147,0.02259480,0.05203730,1.01196723
-5.06353177,2.77895795,0.87793397,1.89508374,0.13892467,0.02274069,0.05174901,1.02024366
-5.05752876,2.78305783,0.87544626,1.89910469,0.13465934,0.02287932,0.05123407,1.02680664
-5.05152576,2.78341786,0.87145169,1.90073138,0.13007361,0.02300754,0.05050160,1.03174363
-5.04552276,2.78025944,0.86632530,1.89994918,0.12524194,0.02312179,0.04956475,1.03515441
-5.03951976,2.77381401,0.86046695,1.89673539,0.12024350,0.02321814,0.04844018,1.03714689
-5.03351676,2.76431487,0.85428810,1.89105986,0.11516038,0.02329243,0.04714742,1.03783254
-5.02751376,2.75198879,0.84819761,1.88288618,0.11007550,0.02334037,0.04570820,1.03732169
-5.02151076,2.73704786,0.84258717,1.87217333,0.10507058,0.02335766,0.04414577,1.03571882
-5.01550775,2.71968186,0.83781671,1.85887781,0.10022398,0.02334014,0.04248412,1.03311800
-5.00950475,2.70005149,0.83420056,1.84295629,0.09560864,0.02328390,0.04074736,1.02959878
-5.00350175,2.67828299,0.83199473,1.82436873,0.09129013,0.02318540,0.03895906,1.02522256
-4.99749875,2.65446430,0.83138603,1.80308180,0.08732499,0.02304160,0.03714172,1.02002973
-4.99149575,2.62864313,0.83248336,1.77907279,0.08375932,0.02285008,0.03531636,1.01403777
-4.98549275,2.60082725,0.83531176,1.75233366,0.08062777,0.02260908,0.03350217,1.00724027
-4.97948974,2.57098694,0.83980943,1.72287530,0.07795292,0.02231764,0.03171632,0.99960719
-4.97348674,2.53905985,0.84582797,1.69073196,0.07574514,0.02197562,0.02997385,0.99108626
-4.96748374,2.50495828,0.85313614,1.65596550,0.07400290,0.02158375,0.02828772,0.98160554
-4.96148074,2.46857845,0.86142678,1.61866964,0.07271358,0.02114368,0.02666887,0.97107720
-4.95547774,2.42981194,0.87032711,1.57897384,0.07185462,0.02065793,0.02512644,0.95940238
-4.94947474,2.38855857,0.87941183,1.53704680,0.07139517,0.02012993,0.02366804,0.94647685
-4.94347174,2.34474049,0.88821872,1.49309941,0.07129797,0.01956397,0.02230002,0.93219752
-4.93746873,2.29831691,0.89626618,1.44738701,0.07152144,0.01896515,0.02102781,0.91646937
-4.93146573,2.24929867,0.90307204,1.40021070,0.07202198,0.01833931,0.01985626,0.89921259
-4.92546273,2.19776215,0.90817287,1.35191776,0.07275624,0.01769299,0.01878999,0.88036960
-4.91945973,2.14386169,0.91114308,1.30290078,0.07368325,0.01703331,0.01783366,0.85991172
-4.91345673,2.08783978,0.91161291,1.25359551,0.07476642,0.01636791,0.01699224,0.83784499
-4.90745373,2.03003434,0.90928464,1.20447728,0.07597523,0.01570478,0.01627126,0.81421507
-4.90145073,1.97088245,0.90394623,1.15605582,0.07728643,0.01505220,0.01567693,0.78911075
-4.89544772,1.91091999,0.89548178,1.10886851,0.07868489,0.01441858,0.01521622,0.76266597
-4.88944472,1.85077684,0.88387842,1.06347195,0.08016383,0.01381231,0.01489685,0.73506012
-4.88344172,1.79116749,0.86922919,1.02043197,0.08172458,0.01324163,0.01472726,0.70651658
-4.87743872,1.73287700,0.85173184,0.98031219,0.08337578,0.01271443,0.01471636,0.67729945
-4.87143572,1.67674259,0.83168356,0.94366121,0.08513202,0.01223811,0.01487332,0.64770853
-4.86543272,1.62363141,0.80947199,0.91099895,0.08701217,0.01181937,0.01520724,0.61807281
-4.85942971,1.57441512,0.78556272,0.88280219,0.08903727,0.01146408,0.01572677,0.58874247
-4.85342671,1.52994216,0.76048407,0.85949006,0.09122821,0.01117702,0.01643958,0.56007994
-4.84742371,1.49100897,0.73480963,0.84140974,0.09360333,0.01096182,0.01735195,0.53245018
-4.84142071,1.45833105,0.70913951,0.82882306,0.09617609,0.01082069,0.01846820,0.50621066
-4.83541771,1.43251550,0.68408098,0.82189458,0.09895282,0.01075440,0.01979021,0.48170134
-4.82941471,1.41403586,0.66022933,0.82068162,0.10193093,0.01076209,0.02131690,0.45923519
-4.82341171,1.40321092,0.63814978,0.82512700,0.10509746,0.01084127,0.02304384,0.43908938
-4.81740870,1.40018804,0.61836092,0.83505466,0.10842817,0.01098774,0.02496285,0.42149775
-4.81140570,1.40493228,0.60132049,0.85016889,0.11188731,0.01119567,0.02706177,0.40664454
-4.80540270,1.41722161,0.58741367,0.87005710,0.11542792,0.01145766,0.02932433,0.39465977
-4.79939970,1.43664867,0.57694421,0.89419652,0.11899282,0.01176485,0.03173016,0.38561632
-4.79339670,1.46262903,0.57012855,0.92196446,0.12251623,0.01210715,0.03425492,0.37952869
-4.78739370,1.49441558,0.56709279,0.95265221,0.12592581,0.01247341,0.03687061,0.37635349
-4.78139070,1.53111857,0.56787239,0.98548181,0.12914519,0.01285177,0.03954601,0.37599145
-4.77538769,1.57173023,0.57241425,1.01962546,0.13209675,0.01322992,0.04224727,0.37829088
-4.76938469,1.61515295,0.58058088,1.05422655,0.13470451,0.01359543,0.04493861,0.38305227
-4.76338169,1.66022986,0.59215618,1.08842174,0.13689708,0.01393615,0.04758306,0.39003381
-4.75737869,1.70577634,0.60685254,1.12136308,0.13861030,0.01424048,0.05014334,0.39895758
-4.75137569,1.75061120,0.62431871,1.15223936,0.13978970,0.01449776,0.05258270,0.40951616
-4.74537269,1.79358636,0.64414832,1.18029587,0.14039245,0.01469853,0.05486578,0.42137943
-4.73936968,1.83361378,0.66588857,1.20485183,0.14038877,0.01483481,0.05695942,0.43420129
-4.73336668,1.86968893,0.68904911,1.22531481,0.13976285,0.01490031,0.05883343,0.44762629
-4.72736368,1.90091005,0.71311080,1.24119186,0.13851302,0.01489054,0.06046115,0.46129589
-4.72136068,1.92649286,0.73753458,1.25209687,0.13665143,0.01480296,0.06182006,0.47485435
-4.71535768,1.94578068,0.76177015,1.25775431,0.13420317,0.01463692,0.06289209,0.48795432
-4.70935468,1.95825005,0.78526480,1.25799930,0.13120483,0.01439367,0.06366389,0.50026192
-4.70335168,1.96351227,0.80747236,1.25277442,0.12770278,0.01407621,0.06412697,0.51146159
-4.69734867,1.96131147,0.82786224,1.24212362,0.12375112,0.01368917,0.06427760,0.52126049
-4.69134567,1.95151980,0.84592871,1.22618379,0.11940954,0.01323853,0.06411673,0.52939273
-4.68534267,1.93413050,0.86120034,1.20517464,0.11474112,0.01273143,0.06364975,0.53562329
-4.67933967,1.90924965,0.87324947,1.17938749,0.10981022,0.01217590,0.06288613,0.53975168
-4.67333667,1.87708709,0.88170150,1.14917350,0.10468058,0.01158055,0.06183908,0.54161533
-4.66733367,1.83794720,0.88624381,1.11493205,0.09941370,0.01095431,0.06052514,0.54109261
-4.66133067,1.79221989,0.88663402,1.07709964,0.09406751,0.01030617,0.05896375,0.53810544
-4.65532766,1.74037207,0.88270709,1.03613958,0.08869536,0.00964494,0.05717678,0.53262131
-4.64932466,1.68293965,0.87438110,0.99253294,0.08334546,0.00897902,0.05518820,0.52465475
-4.64332166,1.62052016,0.86166113,0.94677064,0.07806056,0.00831624,0.05302359,0.51426782
-4.63731866,1.55376575,0.84464119,0.89934688,0.07287798,0.00766374,0.05070982,0.50156992
-4.63131566,1.48337640,0.82350376,0.85075376,0.06782989,0.00702782,0.04827464,0.48671642
-4.62531266,1.41009313,0.79851691,0.80147690,0.06294381,0.00641393,0.04574642,0.46990637
-4.61930965,1.33469093,0.77002899,0.75199207,0.05824315,0.00582664,0.04315380,0.45137914
-4.61330665,1.25797132,0.73846092,0.70276240,0.05374800,0.00526963,0.04052539,0.43141006
-4.60730365,1.18075424,0.70429635,0.65423613,0.04947573,0.00474573,0.03788952,0.41030510
-4.60130065,1.10386942,0.66807007,0.60684470,0.04544177,0.00425701,0.03527400,0.38839490
-4.59529765,1.02814715,0.63035495,0.56100091,0.04166015,0.00380482,0.03270584,0.36602807
-4.58929465,0.95440851,0.59174802,0.51709728,0.03814407,0.00338989,0.03021105,0.34356418
-4.58329165,0.88345543,0.55285611,0.47550423,0.03490629,0.00301242,0.02781443,0.32136652
-4.57728864,0.81606051,0.51428160,0.43656829,0.03195940,0.00267218,0.02553937,0.29979492
-4.57128564,0.75295707,0.47660880,0.40061018,0.02931601,0.00236858,0.02340769,0.27919880
-4.56528264,0.69482948,0.44039129,0.36792278,0.02698876,0.00210077,0.02143949,0.25991055
-4.55927964,0.64230403,0.40614062,0.33876902,0.02499025,0.00186770,0.01965302,0.24223958
-4.55327664,0.59594038,0.37431666,0.31337968,0.02333283,0.00166818,0.01806458,0.22646685
-4.54727364,0.55622388,0.34531968,0.29195105,0.02202833,0.00150093,0.01668840,0.21284023
-4.54127064,0.52355846,0.31948431,0.27464257,0.02108770,0.00136463,0.01553661,0.20157053
-4.53526763,0.49826049,0.29707526,0.26157433,0.02052052,0.00125793,0.01461912,0.19282817
-4.52926463,0.48055321,0.27828484,0.25282450,0.02033453,0.00117946,0.01394357,0.18674067
-4.52326163,0.47056200,0.26323197,0.24842674,0.02053506,0.00112786,0.01351527,0.18339068
-4.51725863,0.46831027,0.25196270,0.24836755,0.02112443,0.00110175,0.01333707,0.18281457
-4.51125563,0.47371618,0.24445187,0.25258372,0.02210133,0.00109972,0.01340929,0.18500175
-4.50525263,0.48659015,0.24060592,0.26096004,0.02346025,0.00112033,0.01372958,0.18989432
-4.49924962,0.50663342,0.24026656,0.27332728,0.02519087,0.00116209,0.01429284,0.19738745
-4.49324662,0.53343782,0.24321522,0.28946078,0.02727761,0.00122341,0.01509102,0.20733028
-4.48724362,0.56648711,0.24917823,0.30907985,0.02969914,0.00130265,0.01611306,0.21952744
-4.48124062,0.60516014,0.25783269,0.33184818,0.03242815,0.00139803,0.01734474,0.23374134
-4.47523762,0.64873625,0.26881292,0.35737559,0.03543122,0.00150767,0.01876861,0.24969518
-4.46923462,0.69640315,0.28171757,0.38522123,0.03866892,0.00162960,0.02036398,0.26707690
-4.46323162,0.74726761,0.29611732,0.41489860,0.04209608,0.00176171,0.02210697,0.28554392
-4.45722861,0.80036902,0.31156320,0.44588231,0.04566237,0.00190186,0.02397065,0.30472895
-4.45122561,0.85469601,0.32759540,0.47761681,0.04931312,0.00204782,0.02592522,0.32424663
-4.44522261,0.90920576,0.34375259,0.50952690,0.05299038,0.00219737,0.02793846,0.34370101
-4.43921961,0.96284594,0.35958149,0.54102985,0.05663423,0.00234834,0.02997608,0.36269383
-4.43321661,1.01457862,0.37464658,0.57154893,0.06018430,0.00249865,0.03200241,0.38083333
-4.42721361,1.06340550,0.38853978,0.60052785,0.06358143,0.00264638,0.03398100,0.39774333
-4.42121061,1.10839371,0.40088968,0.62744568,0.06676950,0.00278982,0.03587549,0.41307247
-4.41520760,1.14870117,0.41137018,0.65183154,0.06969719,0.00292758,0.03765040,0.42650319
-4.40920460,1.18360058,0.41970819,0.67327867,0.07231980,0.00305859,0.03927209,0.43776007
-4.40320160,1.21250087,0.42569013,0.69145691,0.07460087,0.00318220,0.04070965,0.44661745
-4.39719860,1.23496534,0.42916691,0.70612331,0.07651366,0.00329817,0.04193581,0.45290581
-4.39119560,1.25072542,0.43005734,0.71713003,0.07804228,0.00340674,0.04292781,0.45651672
-4.38519260,1.25968949,0.42834960,0.72442924,0.07918254,0.00350859,0.04366807,0.45740624
-4.37918959,1.26194621,0.42410100,0.72807462,0.07994241,0.00360488,0.04414490,0.45559654
-4.37318659,1.25776200,0.41743573,0.72821934,0.08034199,0.00369716,0.04435291,0.45117567
-4.36718359,1.24757293,0.40854092,0.72511048,0.08041316,0.00378734,0.04429329,0.44429556
-4.36118059,1.23197103,0.39766115,0.71908002,0.08019873,0.00387762,0.04397394,0.43516833
-4.35517759,1.21168585,0.38509145,0.71053296,0.07975121,0.00397037,0.04340932,0.42406096
-4.34917459,1.18756177,0.37116941,0.69993281,0.07913131,0.00406808,0.04262017,0.41128873
-4.34317159,1.16053228,0.35626638,0.68778532,0.07840614,0.00417317,0.04163303,0.39720751
-4.33716858,1.13159225,0.34077832,0.67462107,0.07764716,0.00428796,0.04047960,0.38220531
-4.33116558,1.10176922,0.32511648,0.66097781,0.07692817,0.00441449,0.03919593,0.36669338
-4.32516258,1.07209523,0.30969837,0.64738324,0.07632316,0.00455444,0.03782155,0.35109705
-4.31915958,1.04357990,0.29493903,0.63433913,0.07590432,0.00470906,0.03639854,0.33584682
-4.31315658,1.01718611,0.28124304,0.62230743,0.07574017,0.00487906,0.03497047,0.32136962
-4.30715358,0.99380882,0.26899727,0.61169888,0.07589391,0.00506461,0.03358148,0.30808074
