energy_ev,total_up,C_s_up,C_p_up,Os_p_up,Os_d_up,Te_p_up,Te_d_up,Ti_p_up,Ti_d_up
-5.78389195,7.25759674,0.09003645,0.45920383,1.93945116,3.40313814,2.90742648,0.00000000,1.51536947,0.68782528
-5.77788894,7.11303455,0.09074892,0.46123693,1.92508771,3.28852273,2.87158168,0.00000000,1.51838779,0.68008502
-5.77188594,6.93726644,0.09097454,0.46126511,1.90061600,3.16128472,2.82150564,0.00000000,1.51379362,0.66915735
-5.76588294,6.73356019,0.09070999,0.45929518,1.86653233,3.02359259,2.75825434,0.00000000,1.50174813,0.65533550
-5.75987994,6.50554189,0.08995983,0.45536197,1.82349024,2.87769635,2.68308504,0.00000000,1.48253733,0.63896303
-5.75387694,6.25709597,0.08873639,0.44952772,1.77227999,2.72586894,2.59741889,0.00000000,1.45656272,0.62042313
-5.74787394,5.99226276,0.08705938,0.44188092,1.71380491,2.57035046,2.50280032,0.00000000,1.42432904,0.60012689
-5.74187094,5.71513732,0.08495546,0.43253467,1.64905561,2.41329696,2.40085478,0.00000000,1.38642960,0.57850106
-5.73586793,5.42977251,0.08245746,0.42162439,1.57908307,2.25673522,2.29324625,0.00000000,1.34352976,0.55597568
-5.72986493,5.14008918,0.07960365,0.40930509,1.50497137,2.10252458,2.18163599,0.00000000,1.29634908,0.53297209
-5.72386193,4.84979559,0.07643677,0.39574818,1.42781125,1.95232647,2.06764369,0.00000000,1.24564282,0.50989166
-5.71785893,4.56231800,0.07300300,0.38113784,1.34867502,1.80758191,1.95281216,0.00000000,1.19218313,0.48710557
-5.71185593,4.28074337,0.06935091,0.36566712,1.26859365,1.66949698,1.83857635,0.00000000,1.13674077,0.46494610
-5.70585293,4.00777511,0.06553036,0.34953382,1.18853653,1.53903598,1.72623744,0.00000000,1.08006761,0.44369936
-5.69984992,3.74570193,0.06159139,0.33293621,1.10939436,1.41692162,1.61694228,0.00000000,1.02288058,0.42359997
-5.69384692,3.49637984,0.05758319,0.31606891,1.03196536,1.30364160,1.51166865,0.00000000,0.96584734,0.40482746
-5.68784392,3.26122654,0.05355307,0.29911888,0.95694509,1.19946072,1.41121608,0.00000000,0.90957411,0.38750467
-5.68184092,3.04122779,0.04954564,0.28226175,0.88491972,1.10443758,1.31620237,0.00000000,0.85459591,0.37169799
-5.67583792,2.83695439,0.04560194,0.26565860,0.81636282,1.01844503,1.22706539,0.00000000,0.80136945,0.35741937
-5.66983492,2.64858897,0.04175890,0.24945341,0.75163549,0.94119337,1.14406977,0.00000000,0.75026865,0.34462997
-5.66383192,2.47596094,0.03804878,0.23377109,0.69098939,0.87225545,1.06731803,0.00000000,0.70158309,0.33324530
-5.65782891,2.31858853,0.03449885,0.21871637,0.63457267,0.81109303,0.99676546,0.00000000,0.65551902,0.32314153
-5.65182591,2.17572612,0.03113125,0.20437340,0.58243810,0.75708331,0.93223817,0.00000000,0.61220297,0.31416284
-5.64582291,2.04641554,0.02796291,0.19080621,0.53455319,0.70954542,0.87345354,0.00000000,0.57168771,0.30612945
-5.63981991,1.92953961,0.02500572,0.17805990,0.49081177,0.66776580,0.82004234,0.00000000,0.53396012,0.29884607
-5.63381691,1.82387629,0.02226679,0.16616246,0.45104663,0.63102233,0.77157166,0.00000000,0.49895074,0.29211043
-5.62781391,1.72815200,0.01974877,0.15512724,0.41504266,0.59860647,0.72756807,0.00000000,0.46654447,0.28572167
-5.62181091,1.64109238,0.01745031,0.14495573,0.38255010,0.56984315,0.68754006,0.00000000,0.43659194,0.27948823
-5.61580790,1.56146916,0.01536663,0.13564063,0.35329752,0.54410797,0.65099921,0.00000000,0.40892113,0.27323499
-5.60980490,1.48814187,0.01349001,0.12716907,0.32700399,0.52084152,0.61747933,0.00000000,0.38334877,0.26680948
-5.60380190,1.42009315,0.01181044,0.11952563,0.30339021,0.49956056,0.58655326,0.00000000,0.35969101,0.26008691
-5.59779890,1.35645695,0.01031611,0.11269520,0.28218829,0.47986589,0.55784657,0.00000000,0.33777307,0.25297387
-5.59179590,1.29653892,0.00899404,0.10666544,0.26314988,0.46144707,0.53104822,0.00000000,0.31743746,0.24541072
-5.58579290,1.23982871,0.00783052,0.10142870,0.24605259,0.44408377,0.50591767,0.00000000,0.29855067,0.23737248
-5.57978989,1.18600423,0.00681162,0.09698337,0.23070464,0.42764414,0.48228871,0.00000000,0.28100806,0.22886835
-5.57378689,1.13492815,0.00592352,0.09333466,0.21694758,0.41208023,0.46006988,0.00000000,0.26473690,0.21994002
-5.56778389,1.08663731,0.00515288,0.09049464,0.20465739,0.39742103,0.43924184,0.00000000,0.24969778,0.21065863
-5.56178089,1.04132584,0.00448710,0.08848173,0.19374391,0.38376326,0.41985202,0.00000000,0.23588420,0.20112097
-5.55577789,0.99932322,0.00391444,0.08731961,0.18414890,0.37126051,0.40200693,0.00000000,0.22332082,0.19144474
-5.54977489,0.96106840,0.00342421,0.08703568,0.17584291,0.36011131,0.38586272,0.00000000,0.21206039,0.18176339
-5.54377189,0.92708135,0.00300680,0.08765912,0.16882134,0.35054635,0.37161446,0.00000000,0.20217976,0.17222064
-5.53776888,0.89793353,0.00265371,0.08921878,0.16309975,0.34281575,0.35948471,0.00000000,0.19377516,0.16296500
-5.53176588,0.87421840,0.00235751,0.09174092,0.15870902,0.33717649,0.34971197,0.00000000,0.18695707,0.15414445
-5.52576288,0.85652334,0.00211180,0.09524702,0.15569028,0.33388075,0.34253940,0.00000000,0.18184493,0.14590160
-5.51975988,0.84540398,0.00191111,0.09975171,0.15409013,0.33316525,0.33820433,0.00000000,0.17856191,0.13836935
-5.51375688,0.84136171,0.00175083,0.10526109,0.15395618,0.33524219,0.33692883,0.00000000,0.17722993,0.13166727
-5.50775388,0.84482511,0.00162708,0.11177125,0.15533314,0.34029165,0.33891164,0.00000000,0.17796507,0.12589882
-5.50175088,0.85613541,0.00153664,0.11926737,0.15825946,0.34845586,0.34432154,0.00000000,0.18087336,0.12114930
-5.49574787,0.87553640,0.00147680,0.12772322,0.16276476,0.35983516,0.35329224,0.00000000,0.18604717,0.11748466
-5.48974487,0.90316820,0.00144529,0.13710117,0.16886780,0.37448564,0.36591872,0.00000000,0.19356202,0.11495105
-5.48374187,0.93906495,0.00144019,0.14735258,0.17657516,0.39241825,0.38225495,0.00000000,0.20347379,0.11357502
-5.47773887,0.98315549,0.00145982,0.15841868,0.18588038,0.41359924,0.40231259,0.00000000,0.21581643,0.11336429
-5.47173587,1.03526669,0.00150268,0.17023171,0.19676359,0.43795153,0.42606075,0.00000000,0.23059984,0.11430895
-5.46573287,1.09512834,0.00156741,0.18271624,0.20919134,0.46535686,0.45342621,0.00000000,0.24780803,0.11638294
-5.45972986,1.16237923,0.00165266,0.19579065,0.22311670,0.49565829,0.48429409,0.00000000,0.26739750,0.11954563
-5.45372686,1.23657334,0.00175711,0.20936858,0.23847933,0.52866282,0.51850861,0.00000000,0.28929565,0.12374353
-5.44772386,1.31718584,0.00187939,0.22336018,0.25520548,0.56414392,0.55587382,0.00000000,0.31339942,0.12891181
-5.44172086,1.40361832,0.00201805,0.23767326,0.27320793,0.60184376,0.59615416,0.00000000,0.33957409,0.13497576
-5.43571786,1.49520302,0.00217154,0.25221401,0.29238567,0.64147508,0.63907483,0.00000000,0.36765230,0.14185194
-5.42971486,1.59120597,0.00233820,0.26688745,0.31262355,0.68272261,0.68432198,0.00000000,0.39743347,0.14944922
-5.42371186,1.69082939,0.00251622,0.28159750,0.33379176,0.72524421,0.73154293,0.00000000,0.42868377,0.15766949
-5.41770885,1.79321354,0.00270365,0.29624678,0.35574531,0.76867182,0.78034660,0.00000000,0.46113671,0.16640827
-5.41170585,1.89743860,0.00289846,0.31073607,0.37832371,0.81261249,0.83030433,0.00000000,0.49449465,0.17555521
-5.40570285,2.00252744,0.00309847,0.32496366,0.40135093,0.85664967,0.88095155,0.00000000,0.52843129,0.18499452
-5.39969985,2.10744976,0.00330149,0.33882475,0.42463581,0.90034524,0.93179048,0.00000000,0.56259533,0.19460555
-5.39369685,2.21112859,0.00350528,0.35221088,0.44797312,0.94324234,0.98229426,0.00000000,0.59661539,0.20426346
-5.38769385,2.31244968,0.00370768,0.36500970,0.47114540,0.98486953,1.03191265,0.00000000,0.63010612,0.21384019
-5.38169085,2.41027427,0.00390662,0.37710524,0.49392574,1.02474625,1.08007949,0.00000000,0.66267565,0.22320576
-5.37568784,2.50345571,0.00410027,0.38837866,0.51608146,1.06238985,1.12622207,0.00000000,0.69393400,0.23222989
-5.36968484,2.59085976,0.00428705,0.39870979,0.53737878,1.09732414,1.16977218,0.00000000,0.72350249,0.24078407
-5.36368184,2.67138844,0.00446579,0.40797930,0.55758835,1.12908934,1.21017868,0.00000000,0.75102366,0.24874397
-5.35767884,2.74400675,0.00463578,0.41607174,0.57649159,1.15725323,1.24692126,0.00000000,0.77617140,0.25599211
-5.35167584,2.80777144,0.00479687,0.42287910,0.59388745,1.18142305,1.27952494,0.00000000,0.79866091,0.26242084
-5.34567284,2.86186058,0.00494953,0.42830511,0.60959948,1.20125779,1.30757463,0.00000000,0.81825802,0.26793534
-5.33966983,2.90560268,0.00509492,0.43226976,0.62348278,1.21648023,1.33072909,0.00000000,0.83478729,0.27245660
-5.33366683,2.93850374,0.00523492,0.43471413,0.63543053,1.22688810,1.34873374,0.00000000,0.84813867,0.27592422
-5.32766383,2.96027085,0.00537211,0.43560501,0.64537965,1.23236393,1.36143143,0.00000000,0.85827209,0.27829884
-5.32166083,2.97083069,0.00550980,0.43493922,0.65331530,1.23288268,1.36877066,0.00000000,0.86521991,0.27956400
-5.31565783,2.97034193,0.00565192,0.43274721,0.65927386,1.22851703,1.37081068,0.00000000,0.86908677,0.27972742
-5.30965483,2.95920021,0.00580296,0.42909577,0.66334414,1.21943953,1.36772298,0.00000000,0.87004698,0.27882150
-5.30365183,2.93803523,0.00596781,0.42408952,0.66566666,1.20592160,1.35978912,0.00000000,0.86833937,0.27690296
-5.29764882,2.90769963,0.00615165,0.41787113,0.66643090,1.18832917,1.34739459,0.00000000,0.86425976,0.27405166
-5.29164582,2.86924971,0.00635968,0.41061989,0.66587053,1.16711501,1.33101911,0.00000000,0.85815148,0.27036858
-5.28564282,2.82391861,0.00659698,0.40254896,0.66425677,1.14280792,1.31122347,0.00000000,0.85039416,0.26597297
-5.27963982,2.77308299,0.00686821,0.39390096,0.66189019,1.11599927,1.28863358,0.00000000,0.84139149,0.26099890
-5.27363682,2.71822435,0.00717742,0.38494222,0.65909110,1.08732724,1.26392233,0.00000000,0.83155838,0.25559120
-5.26763382,2.66088668,0.00752776,0.37595587,0.65618917,1.05745953,1.23778999,0.00000000,0.82130812,0.24990109
-5.26163082,2.60263215,0.00792130,0.36723394,0.65351259,1.02707515,1.21094400,0.00000000,0.81104015,0.24408160
-5.25562781,2.54499669,0.00835876,0.35906881,0.65137725,0.99684595,1.18407909,0.00000000,0.80112896,0.23828302
-5.24962481,2.48944717,0.00883944,0.35174442,0.65007663,0.96741874,1.15785830,0.00000000,0.79191453,0.23264853
-5.24362181,2.43734205,0.00936100,0.34552751,0.64987255,0.93939853,1.13289597,0.00000000,0.78369469,0.22731022
-5.23761881,2.38989675,0.00991945,0.34065931,0.65098750,0.91333360,1.10974299,0.00000000,0.77671971,0.22238563
-5.23161581,2.34815504,0.01050914,0.33734799,0.65359866,0.88970283,1.08887503,0.00000000,0.77118903,0.21797497
-5.22561281,2.31296732,0.01112283,0.33576224,0.65783394,0.86890558,1.07068397,0.00000000,0.76725032,0.21415906
-5.21960980,2.28497626,0.01175180,0.33602613,0.66377016,0.85125460,1.05547266,0.00000000,0.76500053,0.21099802
-5.21360680,2.26460986,0.01238610,0.33821557,0.67143326,0.83697176,1.04345294,0.00000000,0.76448885,0.20853080
-5.20760380,2.25208186,0.01301477,0.34235637,0.68080065,0.82618678,1.03474693,0.00000000,0.76572105,0.20677544
-5.20160080,2.24739872,0.01362618,0.34842402,0.69180516,0.81893878,1.02939088,0.00000000,0.76866489,0.20573001
-5.19559780,2.25037260,0.01420837,0.35634509,0.70434058,0.81518028,1.02734155,0.00000000,0.77325616,0.20537419
-5.18959480,2.26063910,0.01474950,0.36600020,0.71826819,0.81478339,1.02848423,0.00000000,0.77940487,0.20567129
-5.18359180,2.27767870,0.01523814,0.37722828,0.73342389,0.81754787,1.03264204,0.00000000,0.78700117,0.20657058
-5.17758879,2.30084066,0.01566375,0.38983207,0.74962557,0.82321034,1.03958585,0.00000000,0.79592068,0.20800996
-5.17158579,2.32936807,0.01601702,0.40358433,0.76668008,0.83145457,1.04904431,0.00000000,0.80602887,0.20991856
-5.16558279,2.36242295,0.01629015,0.41823467,0.78438955,0.84192200,1.06071337,0.00000000,0.81718447,0.21221940
-5.15957979,2.39911042,0.01647718,0.43351660,0.80255666,0.85422245,1.07426512,0.00000000,0.82924153,0.21483183
-5.15357679,2.43850096,0.01657411,0.44915449,0.82098861,0.86794432,1.08935538,0.00000000,0.84205055,0.21767377
-5.14757379,2.47965027,0.01657909,0.46487025,0.83949958,0.88266431,1.10563011,0.00000000,0.85545832,0.22066362
-5.14157079,2.52161628,0.01649239,0.48038938,0.85791185,0.89795608,1.12273043,0.00000000,0.86930720,0.22372182
-5.13556778,2.56347315,0.01631637,0.49544633,0.87605537,0.91339803,1.14029639,0.00000000,0.88343361,0.22677208
-5.12956478,2.60432237,0.01605537,0.50978897,0.89376626,0.92857993,1.15796964,0.00000000,0.89766643,0.22974219
-5.12356178,2.64330125,0.01571545,0.52318216,0.91088442,0.94310843,1.17539523,0.00000000,0.91182541,0.23256464
-5.11755878,2.67958916,0.01530418,0.53541043,0.92725048,0.95661161,1.19222293,0.00000000,0.92572008,0.23517685
-5.11155578,2.71241219,0.01483028,0.54627979,0.94270287,0.96874257,1.20810827,0.00000000,0.93914926,0.23752132
-5.10555278,2.74104674,0.01430331,0.55561884,0.95707495,0.97918230,1.22271379,0.00000000,0.95190160,0.23954551
-5.09954977,2.76482265,0.01373330,0.56327928,0.97019305,0.98764194,1.23571069,0.00000000,0.96375719,0.24120183
-5.09354677,2.78312642,0.01313043,0.56913600,0.98187544,0.99386469,1.24678105,0.00000000,0.97449022,0.24244744
-5.08754377,2.79540491,0.01250464,0.57308695,0.99193265,0.99762739,1.25562100,0.00000000,0.98387286,0.24324424
-5.08154077,2.80116978,0.01186542,0.57505281,1.00016921,0.99874198,1.26194455,0.00000000,0.99168004,0.24355889
-5.07553777,2.80000278,0.01122147,0.57497676,1.00638692,0.99705688,1.26548829,0.00000000,0.99769491,0.24336287
-5.06953477,2.79156174,0.01058060,0.57282431,1.01038945,0.99245832,1.26601667,0.00000000,1.00171480,0.24263275
-5.06353177,2.77558697,0.00994952,0.56858325,1.01198809,0.98487159,1.26332758,0.00000000,1.00355728,0.24135044
-5.05752876,2.75190776,0.00933382,0.56226376,1.01100840,0.97426203,1.25725794,0.00000000,1.00306581,0.23950356
-5.05152576,2.72044823,0.00873792,0.55389856,1.00729716,0.96063584,1.24768899,0.00000000,1.00011493,0.23708576
-5.04552276,2.68123215,0.00816511,0.54354305,1.00072945,0.94404035,1.23455077,0.00000000,0.99461433,0.23409704
-5.03951976,2.63438604,0.00761761,0.53127536,0.99121512,0.92456379,1.21782551,0.00000000,0.98651179,0.23054395
-5.03351676,2.58014002,0.00709673,0.51719611,0.97870439,0.90233418,1.19754969,0.00000000,0.97579465,0.22643971
-5.02751376,2.51882601,0.00660295,0.50142779,0.96319213,0.87751757,1.17381436,0.00000000,0.96248988,0.22180411
-5.02151076,2.45087308,0.00613610,0.48411367,0.94472051,0.85031515,1.14676381,0.00000000,0.94666254,0.21666323
-5.01550775,2.37679982,0.00569549,0.46541621,0.92337988,0.82095963,1.11659249,0.00000000,0.92841302,0.21104902
-5.00950475,2.29720388,0.00528009,0.44551472,0.89930773,0.78971058,1.08354015,0.00000000,0.90787304,0.20499866
-5.00350175,2.21274907,0.00488863,0.42460262,0.87268589,0.75684908,1.04788571,0.00000000,0.88520075,0.19855372
-4.99749875,2.12415043,0.00451975,0.40288400,0.84373603,0.72267175,1.00993984,0.00000000,0.86057534,0.19175927
-4.99149575,2.03215799,0.00417206,0.38056980,0.81271376,0.68748438,0.97003683,0.00000000,0.83419134,0.18466292
-4.98549275,1.93753991,0.00384424,0.35787368,0.77990170,0.65159536,0.92852603,0.00000000,0.80625307,0.17731373
-4.97948974,1.84106574,0.00353511,0.33500774,0.74560187,0.61530932,0.88576333,0.00000000,0.77696951,0.16976128
-4.97348674,1.74349054,0.00324362,0.31217824,0.71012781,0.57892102,0.84210307,0.00000000,0.74654971,0.16205472
-4.96748374,1.64554052,0.00296887,0.28958150,0.67379676,0.54270987,0.79789067,0.00000000,0.71519923,0.15424199
-4.96148074,1.54790069,0.00271013,0.26740023,0.63692245,0.50693528,0.75345625,0.00000000,0.68311727,0.14636914
-4.95547774,1.45120497,0.00246679,0.24580032,0.59980844,0.47183282,0.70910952,0.00000000,0.65049492,0.13847987
-4.94947474,1.35602884,0.00223838,0.22492827,0.56274266,0.43761152,0.66513588,0.00000000,0.61751418,0.13061515
-4.94347174,1.26288466,0.00202449,0.20490937,0.52599282,0.40445217,0.62179389,0.00000000,0.58434780,0.12281306
-4.93746873,1.17221953,0.00182477,0.18584653,0.48980320,0.37250655,0.57931390,0.00000000,0.55115961,0.11510874
-4.93146573,1.08441536,0.00163891,0.16781993,0.45439241,0.34189771,0.53789781,0.00000000,0.51810530,0.10753444
-4.92546273,0.99979089,0.00146656,0.15088737,0.41995228,0.31272098,0.49771972,0.00000000,0.48533328,0.10011966
-4.91945973,0.91860507,0.00130740,0.13508521,0.38664763,0.28504571,0.45892720,0.00000000,0.45298557,0.09289128
-4.91345673,0.84106158,0.00116103,0.12042981,0.35461683,0.25891737,0.42164307,0.00000000,0.42119840,0.08587379
-4.90745373,0.76731385,0.00102703,0.10691952,0.32397288,0.23436013,0.38596744,0.00000000,0.39010253,0.07908936
-4.90145073,0.69747026,0.00090491,0.09453680,0.29480489,0.21137950,0.35197973,0.00000000,0.35982306,0.07255802
-4.89544772,0.63159930,0.00079414,0.08325064,0.26717988,0.18996501,0.31974068,0.00000000,0.33047891,0.06629769
-4.88944472,0.56973428,0.00069414,0.07301896,0.24114456,0.17009283,0.28929417,0.00000000,0.30218178,0.06032417
-4.88344172,0.51187759,0.00060430,0.06379103,0.21672720,0.15172819,0.26066877,0.00000000,0.27503483,0.05465114
-4.87743872,0.45800437,0.00052396,0.05550975,0.19393940,0.13482759,0.23387908,0.00000000,0.24913113,0.04929002
-4.87143572,0.40806571,0.00045247,0.04811368,0.17277773,0.11934071,0.20892685,0.00000000,0.22455197,0.04424992
-4.86543272,0.36199130,0.00038914,0.04153899,0.15322534,0.10521216,0.18580191,0.00000000,0.20136531,0.03953755
-4.85942971,0.31969182,0.00033331,0.03572094,0.13525333,0.09238291,0.16448307,0.00000000,0.17962432,0.03515712
-4.85342671,0.28106110,0.00028431,0.03059531,0.11882219,0.08079158,0.14493896,0.00000000,0.15936631,0.03111034
-4.84742371,0.24597824,0.00024152,0.02609941,0.10388306,0.07037556,0.12712896,0.00000000,0.14061202,0.02739647
-4.84142071,0.21430983,0.00020430,0.02217295,0.09037905,0.06107202,0.11100423,0.00000000,0.12336542,0.02401241
-4.83541771,0.18591226,0.00017208,0.01875861,0.07824659,0.05281885,0.09650896,0.00000000,0.10761401,0.02095292
-4.82941471,0.16063435,0.00014432,0.01580247,0.06741669,0.04555556,0.08358172,0.00000000,0.09332959,0.01821086
-4.82341171,0.13832018,0.00012051,0.01325426,0.05781636,0.03922415,0.07215713,0.00000000,0.08046952,0.01577758
-4.81740870,0.11881215,0.00010018,0.01106748,0.04936999,0.03377001,0.06216756,0.00000000,0.06897841,0.01364329
-4.81140570,0.10195417,0.00008290,0.00919945,0.04200075,0.02914275,0.05354504,0.00000000,0.05879005,0.01179757
-4.80540270,0.08759497,0.00006828,0.00761121,0.03563194,0.02529704,0.04622318,0.00000000,0.04982962,0.01022977
-4.79939970,0.07559127,0.00005597,0.00626740,0.03018837,0.02219337,0.04013905,0.00000000,0.04201596,0.00892957
-4.79339670,0.06581082,0.00004565,0.00513615,0.02559750,0.01979877,0.03523501,0.00000000,0.03526388,0.00788741
-4.78739370,0.05813506,0.00003705,0.00418885,0.02179062,0.01808731,0.03146027,0.00000000,0.02948642,0.00709491
-4.78139070,0.05246133,0.00002992,0.00339999,0.01870371,0.01704050,0.02877223,0.00000000,0.02459681,0.00654523
-4.77538769,0.04870441,0.00002403,0.00274690,0.01627823,0.01664750,0.02713743,0.00000000,0.02051034,0.00623336
-4.76938469,0.04679739,0.00001920,0.00220960,0.01446156,0.01690496,0.02653206,0.00000000,0.01714589,0.00615623
-4.76338169,0.04669173,0.00001526,0.00177055,0.01320729,0.01781671,0.02694199,0.00000000,0.01442708,0.00631281
-4.75737869,0.04835635,0.00001206,0.00141445,0.01247525,0.01939299,0.02836227,0.00000000,0.01228321,0.00670400
-4.75137569,0.05177587,0.00000948,0.00112804,0.01223121,0.02164949,0.03079614,0.00000000,0.01064978,0.00733240
-4.74537269,0.05694798,0.00000740,0.00089992,0.01244646,0.02460590,0.03425334,0.00000000,0.00946874,0.00820199
-4.73936968,0.06387982,0.00000575,0.00072036,0.01309703,0.02828426,0.03874809,0.00000000,0.00868846,0.00931762
-4.73336668,0.07258369,0.00000444,0.00058112,0.01416286,0.03270692,0.04429645,0.00000000,0.00826344,0.01068441
-4.72736368,0.08307206,0.00000341,0.00047527,0.01562670,0.03789427,0.05091334,0.00000000,0.00815383,0.01230710
-4.72136068,0.09535209,0.00000261,0.00039711,0.01747295,0.04386235,0.05860926,0.00000000,0.00832479,0.01418924
-4.71535768,0.10941990,0.00000199,0.00034195,0.01968639,0.05062023,0.06738684,0.00000000,0.00874574,0.01633237
-4.70935468,0.12525476,0.00000152,0.00030606,0.02225099,0.05816751,0.07723736,0.00000000,0.00938956,0.01873526
-4.70335168,0.14281361,0.00000117,0.00028654,0.02514864,0.06649188,0.08813739,0.00000000,0.01023177,0.02139304
-4.69734867,0.16202605,0.00000091,0.00028124,0.02835815,0.07556694,0.10004582,0.00000000,0.01124971,0.02429658
-4.69134567,0.18279016,0.00000074,0.00028874,0.03185426,0.08535042,0.11290132,0.00000000,0.01242186,0.02743184
-4.68534267,0.20496952,0.00000063,0.00030826,0.03560701,0.09578286,0.12662051,0.00000000,0.01372716,0.03077946
-4.67933967,0.22839151,0.00000060,0.00033970,0.03958136,0.10678697,0.14109702,0.00000000,0.01514456,0.03431453
-4.67333667,0.25284737,0.00000063,0.00038362,0.04373713,0.11826771,0.15620142,0.00000000,0.01665268,0.03800662
-4.66733367,0.27809388,0.00000073,0.00044129,0.04802929,0.13011312,0.17178234,0.00000000,0.01822959,0.04182000
-4.66133067,0.30385703,0.00000092,0.00051475,0.05240868,0.14219606,0.18766867,0.00000000,0.01985285,0.04571424
-4.65532766,0.32983749,0.00000120,0.00060690,0.05682312,0.15437674,0.20367293,0.00000000,0.02149964,0.04964496
-4.64932466,0.35571790,0.00000162,0.00072159,0.06121881,0.16650612,0.21959565,0.00000000,0.02314717,0.05356494
-4.64332166,0.38117169,0.00000221,0.00086375,0.06554215,0.17842987,0.23523077,0.00000000,0.02477306,0.05742536
